global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
67043.63371188757	n/a	n/a	4494848821.293747	123184.6063666802	n/a	n/a	15174447245.713943	64884.68422772095	n/a	n/a	4210022247.33106	85795.0664691871	85522.4280437496	n/a	n/a	n/a	n/a	-0.0452799835	-0.0419441402	-0.0681547511	0.001823853	-0.1507057196	-0.0860356301	-0.0900807093	0.0715171443	-0.0482558068	0.1909859454	-0.0465536161	0.0878280861	0.00783175	-0.0693083828	0.0305464518	-0.0848827648	0.1158340694	0.0053681794	-0.0706687267	0.067829596	-0.02958226	0.0906411387	-0.0319957803	0.2051964029	-0.0927158241	0.1001063427	-0.0857220981	0.0899761707	-0.0026251906	-0.0270837774	0.1122344138	-0.0382918298	0.0364139379	-0.0498937914	0.0150539797	-0.0313980668	0.1064639643	-0.0459093424	0.0498606836	-0.0409970323	0.0918557868	-0.005621849	0.060406675	-0.0597034947	0.0197625249	-0.0800192352	0.1926786326	-0.0095663472	0.0679827999	-0.054022381	0.0179472753	-0.0786345101	-0.0875790172	-0.0284798503	0.1332787926	-0.0523185724	0.1195799979	-0.162953517	0.1642756115	-0.0075417936	0.0253816422	-0.1337121781	-0.1039611748	0.0361607823	-0.1000137973	0.0519050334	-0.0089688931	0.0038735183	-0.0911027976	0.1300500577	-0.1119443501	0.0939058423	-0.2028260988	0.0109972781	0.0516730979	0.0132272673	-0.1155500371	0.0985039288	-0.055510617	0.0013308141	0.102594329	0.1025838106	0.1025662807	0.1025417406	-1.38867e-05	n/a	n/a	1.9284043689e-10	0.065101	n/a	0.004238140201	n/a	0.0661175	n/a	0.0043715238062499	n/a	0.00543794	n/a	n/a	2.9571191443599995e-05	0.000902472	n/a	8.14455710784e-07	n/a	0.000413964	n/a	n/a	1.7136619329600004e-07	0.0	0.0
66926.70154587946	-116.9321660081041	13673.131447346816	4479183379.811225	123107.7905945617	-76.81577211849799	5900.6628461610135	15155528105.074451	64893.61309935861	8.92887163766136	79.72474872183345	4211181021.089248	86038.49340681989	85425.30153241448	1.217031	22.493786	0.1562383544	0.091842	0.0408808728	0.0067580299	0.1590310073	0.0138569825	-0.1272931463	0.1355422935	0.0479179844	0.0165412037	0.0482267172	0.042099161	0.0011865981	0.1617815615	-0.0394283876	0.0169961954	0.0645698913	0.0453758308	0.0679429338	0.0117262746	-0.0107194013	0.1581201136	-0.0123659672	-0.0230961014	0.0479760249	0.0521058175	-0.0567352298	0.0660443542	-0.1451554254	-0.0455475624	0.0805501706	0.0108025047	-0.0179531009	0.0203048473	0.0615942634	-0.0623490438	-0.0809610949	-0.1327662494	-0.1261773141	-0.0728015963	0.0326706353	0.1058765499	0.0447339917	-0.1079493417	-0.1552338564	-0.0530648074	0.0556860407	0.0263233543	-0.0373209045	0.0937642584	-0.0752734767	-0.0840658635	0.0957656029	0.1525912838	0.0872897921	-0.0111689769	0.0279115057	-0.0849272431	0.0278746233	-0.0559951748	0.2167818144	-0.0353432517	0.1054018631	-0.1251796711	-0.1267520161	0.0489313156	-0.1102438128	0.0846341828	0.1135507183	0.0226199179	0.0529879899	0.0070655048	-0.0064837733	-0.0552606387	0.1318363404	-0.1197492308	-0.0521960116	-0.0923822647	-0.0606065358	0.0949499072	-0.0447176528	-0.0357630334	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-2.76411e-05	-1.3754399999999998e-05	1.8918351935999995e-10	7.640304092099999e-10	-0.0152234	-0.0803244	0.0002317519075599	0.00645200923536	0.0325984	-0.0335190999999999	0.00106265568256	0.0011235300648099	0.00543574	-2.199999999999945e-06	4.839999999999758e-12	2.95472693476e-05	0.00133393	0.000431458	1.7793692449000003e-06	1.861560057640001e-07	8.47033e-22	-0.000413964	1.7136619329600004e-07	7.174649030889999e-43	0.0	0.0
66876.89391353219	-49.80763234727783	2480.800240041597	4472518939.521838	122759.40420556006	-348.3863890016364	121373.07604159952	15069871320.904076	64858.46758448237	-35.14551487623976	1235.2072159159902	4206620817.407351	85698.40265981875	85456.98210300738	1.198594	22.153028	0.1194111089	0.0803977	-0.0804079768	0.0210665649	-0.0730738308	-0.0631819754	-0.1444321666	-0.092945113	-0.1772047748	-0.0161626474	0.0555052486	-0.0082599858	0.0947049685	0.0810487838	0.0152797022	-0.178228442	0.0368405845	-0.03906453	0.0253218001	-0.0104698786	-0.01141841	0.1714846992	-0.1073952582	0.1136927787	-0.0040995821	-0.0161895963	-0.0653417703	0.0101893835	0.0515800075	0.0907302513	0.055699657	-0.0470569274	0.0313038083	0.094867248	-0.0309089152	0.00361394	-0.0022604154	0.0334574458	0.0406452414	-0.025428847	-0.1447324663	0.08039557	0.0798384031	-0.028791906	-0.0294319481	-0.0222569072	0.095240257	0.0444427137	-0.0811890945	0.0356949262	0.1663868978	-0.1840383522	0.1261431068	-0.0571473019	-0.0459349327	-0.1023711306	0.1643363548	-0.1089141858	-0.0066052276	0.0536926622	0.1952185855	-0.0619737652	0.0533683493	-0.0992264188	-0.0080730608	0.0195667494	-0.1509925876	0.1318407637	-0.011083755	0.0003066856	-0.2093584519	0.0340361463	0.025031241	-0.0630588535	0.0342499563	-0.0479885379	0.0306224202	-0.0351580767	0.0199471457	-0.015851447	0.036233109	-0.0936570924	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.00368695	-0.0036593089	1.339054162561921e-05	1.35936003025e-05	0.0602645	0.0754879	0.00363180996025	0.0056984230464099	0.0507658	0.0181674	0.00257716644964	0.00033005442276	0.00510037	-0.0003353699999999	1.1247303689999985e-07	2.60137741369e-05	0.00122737	-0.00010656	1.5064371169e-06	1.1355033600000024e-08	0.0	-8.47033e-22	7.174649030889999e-43	0.0	0.0	0.0
66793.87905239948	-83.01486113270221	6891.467168881832	4461422278.86657	122232.85348518669	-526.5507203733723	277255.66112571734	14940870471.131117	64896.62652223666	38.158937754284125	1456.1045305353305	4211572133.96667	85837.10102891787	84233.57368811534	1.261427	23.314344	0.1519942779	0.0804499	0.0871210045	-0.0168943085	0.0662710831	0.0032834154	-0.0622880952	0.0215480939	0.0524139753	0.0115814712	0.0069561304	-0.0645512316	0.0762256008	-0.0223093958	-0.0402703461	-0.0884098088	0.0631530273	0.1338377865	-0.0052812283	0.0042402913	0.0980615824	0.02091056	-0.1234476344	-0.0203753217	-0.0666021423	0.1437903749	-0.0918425585	-0.0191294496	-0.0233272425	0.0082065749	-0.098084471	-0.0219540547	0.0555342751	0.1189405156	-0.0071022473	0.1318765835	-0.0442574502	0.0071405379	-0.0393722336	0.0335764713	-0.018858023	0.0658397672	-0.0301955812	0.0127053015	0.01375556	-0.0269081845	0.0479200329	-0.028029817	-0.0607702165	-0.0164718423	-0.0024794402	0.0360266404	0.0658191202	0.0503146461	0.0822089889	0.0163462221	0.0981080045	0.0105802761	0.0338339766	-0.0193745367	0.1053448757	-0.1438917273	0.0015869251	-0.0433672778	0.0203696864	0.0980719459	-0.082214973	0.0070559595	0.1177518579	0.1352986274	-0.1196584021	-0.0583186202	-0.0799529374	0.0394738486	0.0346897925	0.0283092553	-0.0077862582	-0.101197782	0.0220690282	0.0567222658	-0.0010168253	0.0369590536	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-2.07721e-05	0.0036661779	1.344086039444841e-05	4.3148013841e-10	0.0131473	-0.0471172	0.00017285149729	0.00222003053584	0.0262938	-0.024472	0.0006913639184399	0.000598878784	0.00389049	-0.00120988	1.4638096144e-06	1.51359124401e-05	0.000902472	-0.000324898	8.14455710784e-07	1.0555871040400001e-07	0.0	0.0	0.0	0.0	0.0	0.0
66780.31145977194	-13.56759262754349	184.07956970697248	4459609998.664147	122374.48417715095	141.6306919642666	20059.252906276968	14975514377.62377	64711.57475559448	-185.05176664217288	34244.156337389206	4187587907.348893	85449.54347916298	85036.7729691784	1.298272	23.995335	0.0776931009999999	0.0605652	-0.1020456289	0.0380838992	-0.1484253471	0.0502316075	-0.069031495	-0.1183412922	-0.0353315936	-0.0359002295	-0.0266794701	0.0268865125	-0.0811879149	-0.0028673486	0.1085568601	0.0399680188	0.0230567646	-0.0640800365	0.0318170421	-0.0402931243	0.0213573946	-0.0005604076	-0.1118202446	0.0570181403	0.1360611988	0.0451861245	-0.0127997116	0.0059778734	0.1076354971	-0.0552738442	0.0319865946	-0.1040465868	-0.0248488833	0.0622967596	-0.0780850482	0.1817944507	-0.0238351089	-0.1322344698	0.1111780169	0.0298255284	0.1030167292	0.0444596144	0.0806273715	0.0331998826	-0.056073503	-0.0878939808	0.0628623384	0.0908172645	0.08414726	-0.0074622787	0.0100972166	0.0999506824	0.0364210081	-0.0931944901	0.0239968823	-0.0868252471	0.0021856831	-0.0336340688	-0.0288811917	-0.1755010746	0.0727142095	-0.0711388466	0.0235445046	-0.0359288875	0.0223206666	-0.0824392531	-0.0775838573	0.0551654993	0.011885421	-0.0287811446	-0.0060460912	-0.1855983047	-0.1372021941	0.0044620065	-0.0600626492	-0.0914910386	0.0665920416	-0.0635141383	0.0682948083	-0.0019561271	-0.059818841	0.0050683679	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-2.07711e-05	1.0000000000021927e-09	1.0000000000043854e-18	4.3143859520999987e-10	0.0289739	0.0158266	0.00083948688121	0.0002504812675599	0.0322143	0.0059205	0.00103776112449	3.5052320250000024e-05	0.00277157	-0.0011189199999999	1.2519819663999995e-06	7.681600264900001e-06	0.000902472	0.0	8.14455710784e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66823.48035807272	43.16889830077707	1863.5537805028337	4465377527.16573	122203.76610693992	-170.7180702110345	29144.659496579705	14933760450.719675	64825.87162882855	114.29687323406688	13063.775231084352	4202393632.4373584	85445.03885466924	84271.61734303924	1.27879	23.635248	0.0849880639	0.0472477	0.0932487746	-0.0672049246	-0.029687716	-0.0485793121	0.0601428276	-0.0367768831	0.0636347081	0.0973841631	-0.1255243938	0.0080039945	0.0694689955	-0.0954354748	0.0513914727	-0.027075904	0.0387485891	0.0398301611	-0.043163608	0.0769982223	0.0245797065	0.0671243961	0.051027735	-0.0409406819	0.0392234652	-0.0228429409	-0.0634466421	-0.018004156	0.0104240141	-0.0061223511	-0.0077296618	0.0999552345	0.1293422107	0.0830465901	-0.0214403504	-0.0886506187	-0.0831929296	0.1167487734	-0.1249200361	-0.098150498	-0.0725360458	-0.0134551401	0.0386345904	-0.0029463178	0.0719809245	0.0937530749	0.069862728	0.0895663565	-0.0817301148	0.0177522234	0.0437398101	0.0854015408	-0.052212045	-0.0669667681	-0.0416947893	0.1345335891	0.0115219255	0.0337228963	0.0494298215	0.0048674703	0.0068764432	-0.074384284	0.0630762191	-0.0161452509	0.023049223	-0.0310790713	-0.0505685474	-0.0255263248	0.0081187985	-0.096781092	-0.0993137549	0.1097652606	0.0348160012	0.0297274683	0.0647719912	0.0725790978	-0.0648521695	0.010116011	-0.0271728853	-0.0619987665	-0.0464797584	0.14275465	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-4.3875e-05	-2.3103900000000004e-05	5.337901952100002e-10	1.9250156250000003e-09	0.0298465	0.0008726	0.00089081356225	7.61430760000002e-07	0.00253229	-0.02968201	6.4124926441e-06	0.0008810217176401	0.00208727	-0.0006843	4.6826649000000013e-07	4.3566960529e-06	0.000498565	-0.000403907	2.48567059225e-07	1.63140864649e-07	0.0	0.0	0.0	0.0	0.0	0.0
66833.90174845475	10.421390382034588	108.605377494763	4466770422.922103	122196.42483766234	-7.341269277574611	53.89423460586085	14931966243.106462	64819.34645364772	-6.525175180831866	42.577911140544174	4201547674.678013	85596.32917764032	84627.36765995958	1.225338	22.647316	0.1053895652	0.0568906	-0.0118934358	0.1404561166	0.0285482753	0.0220090352	0.0822450382	-0.0130993824	0.0988567268	-0.0853217061	-0.0135196766	0.0340914917	0.0812482241	0.0450296406	0.0410802762	-0.0550909929	-0.0237936613	0.119937747	0.0438135413	-0.0916534469	-0.0169647794	-0.027675579	0.0177891804	0.0502878809	0.1281526275	0.0965836403	0.0146400088	0.0689160687	-0.030921241	-0.0941588982	-0.1607980022	-0.0137178409	-0.0672848423	-0.0135031647	-0.0480632293	0.0504487186	0.0187145589	0.0520684399	0.0216734818	-0.0867508298	0.023019306	-0.1304290276	-0.1247357049	-0.0558976416	-0.0002929013	-0.0098912637	0.0419462096	0.0536258647	-3.11071e-05	-0.0413181378	0.0277547456	0.0021461113	-0.0304741241	-0.0042899604	0.1284756114	-0.0355001502	0.0220625743	0.0996350059	0.0164893216	0.0279795601	-0.0357508506	-0.0378263948	0.0879847234	0.0160061777	-0.0206724574	0.0569095641	0.0265712275	-0.1272137239	-0.0887327081	-0.0574948677	-0.0356947652	-0.0575311417	-0.0764673132	-0.0051827129	-0.0795889377	-0.0835636593	-0.0185904375	0.0090351493	0.0587775989	0.0455784224	0.0042778023	0.0750458747	0.102005852	0.1002367339	0.0973108962	0.0932621027	-5.36002e-05	-9.7252e-06	9.457951504e-11	2.8729814400400003e-09	0.0132666	-0.0165799	0.00017600267556	0.00027489308401	-0.0362468	-0.03877909	0.00131383051024	0.0015038178212281	0.0012361	-0.00085117	7.244903689e-07	1.5279432099999998e-06	0.000349318	-0.0001492469999999	1.22023065124e-07	2.2274667008999992e-08	0.0	0.0	0.0	0.0	0.0	0.0
66788.14341210481	-45.75833634994342	2093.825345514553	4460656100.435879	123123.0023234578	926.577485795453	858545.8371830229	15159273701.142197	64803.49741643592	-15.849037211795803	251.1919805408881	4199493277.402017	85768.01397514883	84834.01553153041	1.283394	23.720335	0.0248147018	0.0176328	0.0040125	-0.1435664916	0.028757665	-0.0485882356	0.0931624225	0.0730282898	-0.0853255573	0.0678038724	-0.0629625371	0.0504203441	-0.0099831552	-0.050645028	-0.0088381364	0.0267145123	-0.0670711848	-0.1089079426	-0.0547641435	-0.0200962359	0.0474114522	0.0188253472	0.0198872943	-0.0331302804	-0.0175264096	-0.0351637784	0.004451532	-0.0454945382	-0.0263017842	0.0318829926	-0.0267823067	0.1302995712	-0.0289338199	-0.0626707411	-0.0392054395	-0.0271501225	0.0568778859	0.0670426365	0.2116332188	-0.0673159438	0.0444168019	-0.070832717	-0.0195560449	0.1440238801	0.0118563106	-0.0129266961	-0.1065476458	-0.0631705201	-0.0042800901	0.0288700813	-0.0355891784	-0.1133566432	-0.0051621906	0.0489232532	-0.1341926491	0.0132713713	0.0332915676	0.0884738828	-0.0578040834	-0.0710322927	-0.0873658727	0.0357891912	-0.0330597103	0.0512536938	-0.0845819685	0.0626219679	0.0060114619	-0.1090291836	0.0313137022	-0.031065908	-0.0085433783	0.0049177952	0.0463445657	-0.0433895781	-0.0864436292	0.0317928492	-0.0403742296	0.2167780959	-0.0410759482	-0.114654385	-0.061251896	0.1265982679	0.1018099433	0.0994583687	0.0955792289	0.090232103	-6.3352e-05	-9.751799999999995e-06	9.509760323999996e-11	4.013475904e-09	0.0132651	-1.4999999999997654e-06	0.00017596287801	2.2499999999992963e-12	-0.0208018	0.015445	0.0004327148832399	0.000238548025	0.00121324	-2.285999999999998e-05	5.22579599999999e-10	1.4719512976e-06	0.000185009	-0.000164309	3.4228330081e-08	2.6997447481e-08	0.0	0.0	0.0	0.0	0.0	0.0
66817.9546985631	29.81128645829449	888.7128002984924	4464639070.099231	122366.2656452922	-756.7366781656019	572650.4000811097	14973502967.974216	64670.85607093411	-132.64134550181188	17593.72653653103	4182319624.9474754	85435.7925036379	84171.54717050021	1.296677	23.965855	0.0190278919999999	0.0107078	0.0691363554	0.070965602	-0.0381575411	0.0778523592	0.0214943472	0.0247719097	0.1141692775	0.0242253435	0.0768864079	-0.0247535085	-0.0684848815	0.0226020943	0.1205757918	0.0885481118	0.0639451103	0.0210958276	-0.0532668813	0.0152392551	-0.0208573362	-0.0148769488	-0.0517893645	0.0262402984	-0.0172661281	-0.0106527136	-0.058240198	-0.0411257218	0.1028768569	-0.0188632208	0.0539612958	0.10427358	-0.0188853931	-0.0623865721	-0.0567186389	0.0192566724	-0.057540661	-0.0248246325	-0.0399060711	0.1589770849	0.0238284889	0.0043944963	-0.0680579084	-0.0369721386	0.0261209868	-0.0548293028	0.0424179334	-0.0200757999	0.0357903416	0.0593290691	-0.0620364708	0.0042413734	0.013240194	0.0125514331	0.1066889089	0.0604435862	-0.0899212163	-0.0668823957	-0.0937071903	-0.0211196902	0.0395971451	0.0903314547	0.0982128546	0.0833658524	-0.0291296645	-0.0836452011	-0.0337212283	0.0857481632	0.0205247128	0.0689244243	0.0630184943	-0.0970918	0.0425160084	-0.0249958753	-0.0478239746	0.0013749789	0.0123456652	0.0929860189	0.0484578568	-0.1217888784	-0.133915004	-0.0172728445	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00239721	0.002460562	6.054365355844e-06	5.7466157841e-06	0.00561097	-0.00765413	3.14829843409e-05	5.858570605690001e-05	-0.0148086	0.0059931999999999	0.00021929463396	3.5918446239999986e-05	0.00115484	-5.83999999999999e-05	3.4105599999999887e-09	1.3336554256000005e-06	0.000185009	0.0	3.4228330081e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66890.11197535996	72.15727679686097	5206.67259473881	4474287080.076195	121990.42728287338	-375.8383624188136	141254.4746656555	14881664348.658018	64820.87546797299	150.0193970388791	22505.819487908848	4201745896.434463	85371.63152713072	84719.47081363332	1.16725	21.573708	0.02739774	0.0139878	-0.0638784005	0.007182511	-0.0209506187	-0.0698099315	0.1189592911	-0.084420622	0.0216795951	-0.0874159892	-0.0873162127	-0.0073518283	0.0670392459	0.0398810182	0.0517773294	-0.063185638	0.0616610606	0.0336607769	0.0678191211	-0.0249999728	0.0183207233	-0.0146556701	0.0308459706	0.0156020319	0.0038082848	-0.1403645899	-0.0749283757	0.1514088428	0.0372411743	0.0202017681	0.0349790227	0.0613874301	-0.0210210666	0.0623862522	-0.0053830567	-0.0759918307	-0.0068550678	0.090272383	0.0388616059	-0.0043136595	-0.00713022	-0.0314418424	0.1488232714	0.0364184028	-0.0251212225	0.0939107419	0.0184015314	-0.1935410595	0.0858031027	0.0503724304	-0.0201596364	0.0318170214	0.0284459736	-0.0869021715	0.0055334565	-0.0498805125	-0.0095197633	0.0804341678	-0.005774486	0.069092606	0.024867924	0.0089434	0.1139634506	-0.0086229905	0.182236044	-0.0742071315	-0.0433492314	-0.0225550897	-0.000568387	-0.0413904959	-0.003579863	0.0621944294	0.1171628608	-0.0343055829	-0.0444734556	-0.0393499253	-0.0312619353	0.0458709325	-0.0271072504	-0.0274940878	-0.045939153	-0.0751875797	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00625327	0.00385606	1.48691987236e-05	3.91033856929e-05	0.013264	0.00765303	0.0001759336959999	5.85688681809e-05	-0.0153143	-0.0005056999999999	0.0002345277844899	2.557324899999996e-07	0.00100014	-0.0001547	2.3932090000000008e-08	1.0002800196e-06	0.000337968	0.000152959	1.1422236902400001e-07	2.3396455681000003e-08	0.0	0.0	0.0	0.0	0.0	0.0
