global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
66530.98184189656	n/a	n/a	4426371544.846769	120170.3924410636	n/a	n/a	14440923219.439234	64525.49223327637	n/a	n/a	4163539147.946609	85280.79221117838	83177.86704654788	n/a	n/a	n/a	n/a	-0.1251879687	-0.0087163573	0.0125365689	0.1014714168	-0.0222732166	0.0815540378	-0.0106541883	-0.0415946453	-0.0190653118	0.0691160826	-0.0124816138	0.0458462561	-0.1557752185	0.0241267639	-0.0052701225	-0.0289043252	0.0507891643	-0.1140687188	0.0650297067	0.0519555752	-0.0412748302	0.1053610328	-0.0166987342	0.0038346963	-0.0855323257	0.0443496022	-0.0268845312	0.0073200489	-0.1237056124	0.0663407189	-0.1003579996	0.0093487424	0.093688884	-0.0540297293	0.0588335422	-0.0657640357	0.0759953956	-0.0294348842	0.0039863886	-0.0719391878	0.1319246801	-0.0704415525	0.173244349	-0.0030190464	0.0315683787	-0.0260338959	0.0137512457	-0.0344903021	0.0517850191	-0.0451329928	0.0208593826	-0.026526425	-0.0270085828	0.0434077076	-0.0640605627	0.0823470647	-0.0318389791	0.0030437094	-0.0777369521	0.1043916376	-0.1009525585	0.0090984228	-0.1188315033	0.1288682578	-0.0849734581	0.0286688933	-0.063527915	0.0624722362	-0.1042909351	0.067638932	-0.0973043951	0.0455378713	-0.0613552532	0.0209278851	-0.1716135494	-0.0082263872	0.0054343279	-0.1163361402	0.0871480031	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0162113	n/a	n/a	0.00026280624769	-0.0505187	n/a	0.00255213904969	n/a	0.0209722	n/a	0.00043983317284	n/a	0.00268433	n/a	n/a	7.2056275489e-06	0.000448041	n/a	2.00740737681e-07	n/a	0.000188457	n/a	n/a	3.5516040849e-08	0.0
66324.6340861422	-206.347755754352	42579.39630485769	4398957086.660657	120279.16460095553	108.77215989193064	11831.382767555724	14467077437.103752	64520.85267808702	-4.63955518934381	21.52547235496707	4162940430.307409	85097.98985182529	82460.19919181034	1.327039	23.176632	0.10463565	0.0703647	0.0601426422	-0.0654883053	0.0390733182	-0.0990239558	0.0765949119	0.1136075154	-0.0601404227	0.003957689	-0.0484203699	-0.056543864	0.0756250885	-0.0280156703	0.0814276959	0.0492120791	-0.0307751265	-0.011363683	-0.0097921468	-0.0947211215	-0.0462600853	0.0552468011	0.1038518313	0.0467211014	-0.0567578825	-0.1142233004	-0.0685829087	0.1175123012	-0.1587492573	-0.065778927	-0.0771612978	0.0783845693	0.0182360177	0.0233443421	0.0645871158	-0.07193718	0.0499538303	-0.0015856799	-0.0076236394	0.0526556442	-0.030390918	-0.0379313092	-0.0207759508	0.142886877	0.1489129632	0.0251761175	0.082459939	0.0617006146	-0.0886223278	-0.1135702257	0.0121981602	0.0984405098	0.0197186589	0.0453714641	0.0619833243	-0.064235051	0.0138684305	-0.0939267942	-0.0443845772	0.0058322605	-0.0499323699	0.1506152433	-0.0899394175	-0.0294648017	-0.168561034	-0.0686291866	-0.0187664477	0.0780270038	-0.1089475114	0.0382384038	-0.0485709386	0.0089741542	-0.0223585098	0.0507595807	0.0707928191	-0.0519796915	-0.0056114763	-0.1043475941	0.0805591172	-0.0215266859	-0.0205093206	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0240323	0.0078209999999999	6.116804099999997e-05	0.00057755144329	0.0162907	0.0668094	0.00026538690649	0.00446349592836	0.0283289	0.0073567	0.00080252657521	5.4121034890000014e-05	0.00238343	-0.0003008999999999	9.054080999999988e-08	5.680738564900001e-06	0.000534669	8.6628e-05	2.85870939561e-07	7.504410384e-09	0.000123014	-6.544299999999999e-05	4.282786248999999e-09	1.5132444196e-08	0.0
66417.62357689977	92.98949075756536	8647.045391351334	4411300721.602753	120341.57699424344	62.41239328791562	3895.306835925455	14482095153.461422	64614.22041320801	93.36773512098443	8717.53396162231	4174997479.6066265	85418.4036262154	82277.80602654518	1.15581	20.186123	0.0937048	0.0641526	0.0766343583	0.057469644	0.0120642954	0.0840247737	-0.0679622538	0.111932786	0.029166235	0.0205387444	0.1492419243	-0.0227248748	-0.0209979552	0.04736387	-0.067751085	0.1234899771	-0.0930130501	0.0320086923	-0.0030065126	-0.0410866945	0.0294939691	0.1615236285	-0.0285124808	-0.101498135	0.0422949727	0.0038679962	0.0605933569	0.1258583086	-0.0062470161	-0.1050840703	0.005056976	0.0972234405	0.0334225015	0.1276872707	-0.0136106524	0.0353146955	0.1467146215	0.0998867107	0.0150843178	0.0147913975	0.0138087488	-0.0965359647	0.0790456271	0.0882365832	-0.1157658044	0.1012610509	-0.0590709825	0.0624250736	0.0654711304	0.0577719393	-0.0973826199	0.0186715565	-0.0463474024	-0.0833178933	-0.1182607496	0.0234359382	0.0710177544	-0.0059648327	0.0283181242	-0.0140486838	-0.0966628495	0.2023509298	0.0103604278	0.0544212558	0.0029129408	-0.0162924713	0.0146756584	-0.0016964514	-0.1539425424	0.0707794265	0.0052402073	0.0448385502	-0.0391794534	-0.0710406625	0.0163417376	0.0603931907	0.0404352747	0.0599776657	0.1770251423	0.0656551457	0.0618692716	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0161101	-0.0079222	6.276125284000001e-05	0.0002595353220099	-0.0455212	-0.0618119	0.00207217964944	0.00382071098161	0.0161502	-0.0121787	0.00026082896004	0.00014832073369	0.002439	5.557000000000001e-05	3.088024900000001e-09	5.948721000000001e-06	0.000477413	-5.7256e-05	2.27923172569e-07	3.2782495359999993e-09	0.0	-0.000123014	1.5132444196e-08	0.0	0.0
66485.08171298623	67.45813608645403	4550.600124258552	4420266090.382456	120303.75671600878	-37.82027823466342	1430.3734457473556	14472993879.984629	64452.50290425619	-161.7175089518205	26152.55270158214	4154125130.623152	85010.17785002956	83202.48408395551	1.349487	23.568689	0.12900454	0.0867705	-0.0900940422	0.0479252999	0.0901327915	-0.0781996863	-0.0426520365	-0.0131257522	-0.0875353466	0.0160510182	-0.0457736692	-0.0144899625	-0.0470409849	0.0004473958	-0.0688135275	-0.1609963987	-0.0029073012	0.1299120345	-0.0749354502	-0.0659429503	0.1958451486	-0.0597356619	0.0601911385	0.0399905705	0.1131899434	-0.0746125272	0.0054160576	-0.0969275691	0.0005999047	0.040855455	-0.1258247465	0.0128597192	0.0875852172	-0.1279104125	-0.0914199782	0.1609924421	0.0161464247	0.0089900981	0.1412954752	-0.0120707115	-0.0534582878	0.0115362339	-0.0737650587	-0.0346581214	0.0116901469	0.1537748503	0.0297897042	-0.0357694144	0.1105251581	-0.0532794916	0.04528099	-0.0127606064	0.0736099481	0.0838700881	-0.0417920496	0.0506548775	-0.0262471108	-0.0242901713	-0.00310664	-0.1643744863	-0.1270578574	-0.0762167943	0.1295683039	0.0471199755	0.033596023	-0.0385524999	0.021369619	0.0234783535	-0.1364168842	0.029539173	-0.101110138	-0.0160016339	-0.0429227001	-0.0066709416	0.0891725365	0.067433773	-0.0380507717	-0.1518559184	-0.1166046683	-0.1207004949	-0.0778634934	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.00645161	-0.0096584899999999	9.328642908009996e-05	4.16232715921e-05	-0.0374539	0.0080673	0.0014027946252099	6.508132929e-05	0.0159838	-0.0001664	0.00025548186244	2.7688960000000196e-08	0.000822001	-0.001616999	2.6146857660010003e-06	6.756856440010001e-07	0.000662093	0.00018468	4.38367140649e-07	3.41067024e-08	0.000420568	0.000420568	1.76877442624e-07	1.76877442624e-07	0.0
66556.19142731585	71.10971432962106	5056.591472040314	4429726617.309511	120719.69401041669	415.93729440790776	173003.83287937054	14573244521.968634	64534.32356431749	81.8206600613048	6694.6204128676	4164678917.904024	85257.03296565675	83698.52544570697	1.33414	23.300659	0.12276461	0.0627586	-0.0158921409	-0.1015177026	-0.0825693823	-0.0662416308	-0.0342201718	-0.0027049472	0.0073022733	0.0299950523	-0.1163254012	0.0338713343	0.0009291862	-0.0738575933	0.0798833411	0.0863580112	0.0261992235	-0.0566751302	-0.1192326398	-0.0503125867	-0.0356554461	-0.0795058845	-0.1495059402	-0.0656286623	0.0260622769	0.0223590845	0.0593447745	0.0158756032	-0.084222793	-0.0485088386	-0.0818166347	0.0269973822	-0.1388885254	-0.0581721083	-0.04217284	0.0856420587	-0.0633927757	0.0553546145	-0.0817773521	0.011466896	0.0129333524	0.0283850486	0.0305099293	0.1175331998	0.0116286385	-0.0717600034	-0.0570069771	-0.0956443879	-0.0954387283	-0.0889487445	0.0211307578	-0.0485001967	0.0219149698	0.0318998162	0.0975800616	-0.088727333	0.0042138219	-0.007699406	-0.1120711944	0.0014442102	-0.0450612596	0.0593033743	0.0099538412	-0.0206973544	0.1096467636	0.0111947635	0.0036410886	0.0277270079	-0.006983384	-0.1241799782	-0.0098098699	-0.0577370368	0.0114011703	-0.0266317684	0.0774510023	0.0439703931	-0.0657191003	0.0692829956	-0.074683234	-0.007374244	0.2137500748	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.00917174	0.0027201299999999	7.399107216899997e-06	8.412081462759998e-05	0.00552748	0.04298138	3.05530351504e-05	0.0018473990267044	0.0159812	-2.599999999998437e-06	0.00025539875344	6.759999999991872e-12	0.00128055	0.000458549	2.1026718540100006e-07	1.6398083025000002e-06	-0.0	-0.000662093	0.0	4.38367140649e-07	0.0	-0.000420568	1.76877442624e-07	0.0	0.0
66511.8041147391	-44.38731257674226	1970.2335177854216	4423820086.597425	120620.91441004856	-98.77960036812874	9757.40944888722	14549404993.11626	64509.361199273	-24.96236504449189	623.1196686144706	4161457682.3382688	85284.82197546207	82424.3272260694	1.256566	21.945824	0.0736307574099999	0.0344122	0.0906943607	-0.0113594689	-0.0137887506	0.0969696284	-0.0492933254	-0.011093811	0.103389894	0.0661821463	0.0464579197	-0.0412822966	0.0068881229	0.0217637205	-0.0449774613	0.0344353504	-0.0383193274	0.0628215947	0.0190903218	-0.0655906416	-0.0657699695	0.0737125591	-0.0447258846	-0.0287473621	-0.0503951445	-0.0310606602	0.024327342	-0.0193591343	0.0670596323	-0.030598543	-0.0766712638	-0.0086498291	0.0076119146	0.1428208262	-0.1081004449	-0.1050105694	-0.0863417096	-0.1807787293	0.1341539415	-0.0272592475	0.0344830301	0.1154818559	-0.0444435961	-0.0088978526	-0.0687723018	0.014017162	-0.0621696048	0.0345275807	0.0737222584	-0.0044795881	0.0647429215	-0.1025827436	0.0764233597	-0.0952560835	-0.0493616732	-0.0896270918	0.043775298	0.0180842222	0.0622912748	-0.0384393436	0.0248235306	0.0831276961	0.0394387144	0.0211484712	0.0992875243	0.0904221994	0.1468413767	0.0059231662	0.0148845905	0.0751749763	0.0621390772	-0.0526148182	-0.0116547452	-0.0154756102	0.0058168719	-0.1506218502	-0.0162693697	0.0949026607	-0.0449069983	-0.0002385798	-0.0866326669	0.1021738733	0.1009054916	0.0988031726	0.0958842909	1.74259e-06	-0.00916999741	8.40888524994067e-05	3.0366199081e-12	-0.0172325	-0.02275998	0.00029695905625	0.0005180166896004	-0.00369253	-0.01967373	1.3634777800899998e-05	0.0003870556521129	0.00136241	8.186e-05	6.701059600000001e-09	1.8561610081e-06	0.000219691	0.000219691	4.8264135481e-08	4.8264135481e-08	0.00013899	0.00013899	1.93182201e-08	1.93182201e-08	0.0
66584.28670408187	72.48258934276237	5253.725757831528	4433467235.891374	120444.19666353385	-176.7177465147106	31229.16193323751	14506804509.924017	64348.26571485731	-161.09548441568768	25951.755099125072	4140699300.509881	84974.06556860985	83263.67382114955	1.24352	21.717987	0.0765574928	0.0491718	0.0488128432	0.110806009	0.0714751457	0.0006249532	0.0704901857	-0.0244332634	-0.1182746077	0.0367494526	0.0333953274	-0.0920510679	-0.1114038603	0.0396246102	-0.0833842726	-0.0477195121	0.1417885335	-0.1212128146	-0.0338230997	-0.0001282369	0.1543507519	-0.0330528988	0.1900619871	-0.1718561346	0.0281997255	-0.0330178298	0.0145780558	-0.1128363148	-0.0464165826	-0.0136075029	0.120214618	-0.0556210491	0.139404313	0.0278458341	0.0374760772	0.0126026259	0.0510819383	0.0528057682	-0.008560689	0.0298523102	-0.0639082656	-0.0532444736	0.0712602149	0.1854779076	0.0204115979	0.0104194207	-0.1192573107	-0.085929198	-0.0838009919	0.0116578018	0.0070800449	-0.0719045796	0.0234093732	0.0885698117	-0.1174244526	0.0457316737	-0.076997129	0.0304366669	0.0537504442	0.0896394803	-0.129264199	-0.0810391144	0.1458174102	-0.0041279363	-0.0449790081	-0.0219991797	-0.1141128359	-0.1717178741	0.0738877784	0.0322327638	0.0494026707	-0.1120336446	0.0144790285	-0.046544805	0.052821978	0.0024387951	0.0717540666	0.0599417713	-0.0505967982	0.0679279809	-0.0095257818	0.102005852	0.1002367339	0.0973108962	0.0932621027	3.75539e-06	2.0128e-06	4.051363839999998e-12	1.41029540521e-11	-0.0174102	-0.0001776999999999	0.00030311506404	3.157728999999978e-08	0.0277496	0.03144213	0.00077004030016	0.0009886075389369	0.000733495	-0.000628915	3.955340772250001e-07	5.38014915025e-07	0.000350499	0.000130808	1.22849549001e-07	1.7110732864e-08	0.0	-0.00013899	1.93182201e-08	0.0	0.0
66998.96969961844	414.68299553656834	171961.98678718155	4488861940.8103895	120761.83843887062	317.6417753367714	100896.29743909594	14583421623.13589	64779.42258877224	431.15687391492975	185896.24992409465	4196373590.9347353	85276.48570879138	83327.76082565232	1.425114	24.889502	0.3301395553899999	0.165765	-0.0219825757	0.1387810435	0.0584706241	0.1117307222	0.1518917244	-0.0253278216	-0.008908571	-0.0871678453	0.0292159533	-0.0683321951	-0.2292487051	0.1556233193	0.1684231084	0.0095051618	-0.0504701768	-0.2343502167	0.1939103511	0.0868162685	0.081737508	-0.0737325998	0.1110591109	-0.1041425485	0.1246344826	0.1368900201	-0.074020763	0.0270504565	0.1187916651	0.0280370537	0.0756196195	-0.099011009	-0.0932931954	-0.0887256174	0.0485056519	0.073434738	0.1532412802	-0.0676153083	-0.0573468975	0.004506787	0.0040165209	0.1432392252	-0.0258965798	0.044753574	-0.0017145566	0.0544543724	0.057740914	-0.0554355759	0.0197153538	0.1697623918	-0.1049730504	-0.202472405	0.1000129093	0.0156580252	0.1118511783	0.2229048574	0.1029270879	-0.0337146973	0.1977310509	0.3200001576	-0.1029494467	-0.1168800122	-0.0873027783	-0.1242863163	0.0184533903	0.1665565447	-0.2186639611	-0.0835640556	-0.0203180642	-0.156343799	-0.0320944987	-0.0278963044	-0.001369214	-0.0979818754	0.2080057983	0.0538527791	-0.0761868386	0.0370558973	0.0326627112	0.0532103409	0.041523663	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.025122	-0.0251257553899999	0.0006313035839181	0.0006311148839999	-0.0795894	-0.0621792	0.00633447259236	0.00386625291264	0.144691	0.1169413999999999	0.0209354854809999	0.0136752910339599	0.00290086	0.002167365	4.697471043225e-06	8.4149887396e-06	-0.0	-0.000350499	0.0	1.22849549001e-07	0.0	0.0	0.0	0.0	0.0
66882.46027078117	-116.50942883726384	13574.447007985447	4473263491.872622	120635.26704945958	-126.57138941103769	16020.31661744054	14552867656.094427	64713.71490478516	-65.70768398707878	4317.499734945809	4187864896.777813	85349.67169570121	83781.12313292555	1.370502	23.935703	0.2371461	0.135812	-0.0381597125	0.1000866875	-0.0731241777	0.0257505973	0.0025542638	-0.0607595439	0.041552747	0.025034351	0.0580535337	0.1044040989	-0.1123327085	-0.0396895587	0.0280368461	0.1413260526	-0.0724035406	-0.1393830034	0.1072555905	-0.0234130692	0.098061943	-0.0039698354	0.0347687045	-0.0156006952	-0.0159971169	0.0874679867	-0.006229047	0.0465533745	0.0081517677	-0.0353272844	-0.0260192437	0.0801142043	-0.1962949504	0.097354236	-0.0193988049	-0.0033459929	-0.0528601393	-0.0489582255	-0.0654634354	-0.0033113065	-0.1193922349	-0.0587537201	0.0248643003	0.0350255895	-0.0567275951	0.0997600702	0.0419772402	-0.0261247408	-0.0083410623	-0.0439296301	0.1072513007	0.1135955083	0.0516009504	-0.0215829705	0.01179093	0.0771812455	0.1234055152	0.0674415988	-0.0555289805	0.0992056799	-0.1035246416	0.0331759957	-0.0378121697	-0.066209579	0.0026317638	0.0622591303	-0.0079144072	0.0022211679	0.0423711076	0.0060143262	0.0322388223	0.0973519884	0.1021201808	-0.055637724	-0.1213495113	-0.010847532	0.0898245338	0.043307144	0.1096533799	-0.001782412	0.0841132898	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0251422	-2.0200000000001467e-05	4.0804000000005927e-10	0.00063213022084	0.0196653	0.0992547	0.00038672402409	0.00985149547209	0.0586809	-0.0860100999999999	0.00344344802481	0.0073977373020099	0.00204469	-0.0008561699999999	7.330270688999998e-07	4.1807571961e-06	0.000181052	0.000181052	3.2779826704e-08	3.2779826704e-08	0.0	0.0	0.0	0.0	0.0
66633.44717596995	-249.01309481122007	62007.52138746168	4440016282.552778	121239.6873531485	604.420303688923	365323.90351140994	14699061789.489197	64605.00501335992	-108.70989142524196	11817.840493687892	4173806672.776261	85497.90078959902	84286.62083445583	1.284853	22.43985	0.11655455	0.0537282	-0.1267513275	-0.03262588	-0.1234576742	0.0455659854	0.0774149	-0.0240229971	0.1327012023	0.0067070096	-0.1149622786	-0.0169587541	-0.1045145496	-0.0899442629	-0.1481276289	-0.0291919166	-0.0697840316	0.0604914695	-0.031780292	-0.0517545012	0.136093911	0.0545002382	0.0884539945	0.035630862	-0.0094728179	0.0318889943	-0.1610209603	-0.1052822664	-0.0308832621	0.0561413139	0.0856013626	0.0191518362	-0.0183693491	-0.0353795733	0.1593030335	-0.0557545103	0.0012958066	-0.0041957413	-0.0211940001	-0.0110126726	0.0909412869	-0.0279383669	-0.14303561	-0.0971885894	0.1842987914	-0.0522259669	0.0047788039	0.0666850605	0.0209821834	-0.0308178981	-0.1819151899	0.1005390444	-0.104326719	-0.1210603586	0.0354216777	0.0475263309	-0.1078663163	0.0162960918	-0.0455114827	-0.0728694323	-0.1234801394	-0.1423218682	-0.0019356476	-0.0190072948	-0.0238676748	-0.024490106	-0.1141099128	0.0294237952	0.1429186128	0.0166786628	0.0833854988	0.060657017	0.0001065569	0.1541060047	-0.1281572955	0.0646694338	0.0828461598	-0.0298882339	0.0639566818	-0.0564857532	-0.0887977884	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0169904	0.0081518	6.645184324e-05	0.00028867369216	-0.0160991	-0.0357644	0.00025918102081	0.00127909230736	0.0366329	-0.0220479999999999	0.00134196936241	0.0004861143039999	0.00137299	-0.0006717	4.511808900000002e-07	1.8851015401e-06	-0.0	-0.000181052	0.0	3.2779826704e-08	0.000159055	0.000159055	2.5298493025e-08	2.5298493025e-08	0.0
