global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
66914.59563173026	n/a	n/a	4477563108.557975	121442.23365308544	n/a	n/a	14748216114.650597	64999.16722877738	n/a	n/a	4224891740.434568	85474.0394000137	81692.93723921342	n/a	n/a	n/a	n/a	-0.0330286969	0.1487017617	-0.0960684308	0.07238509	-0.0803261661	-0.0038858436	-0.0463473856	0.0853225065	-0.0231709818	0.1703488939	-0.0679053593	-0.11575507	-0.0197657397	0.0520596717	0.0485684144	-0.0692738234	0.0175580214	-0.1336226215	0.141532114	-0.0414097453	0.1025187339	-0.0719114898	0.0064396557	-0.028005519	0.0323617575	-0.1010350953	0.0765571743	-0.0177289792	0.0975754158	-0.1643629482	0.159698035	-0.0340835561	0.0394207742	-0.0062106856	0.0240679439	-0.0330794899	0.0398810261	-0.0717817315	0.0869215658	-0.0101698156	-0.0839061413	0.017798469	-0.0817248046	-0.0232348145	-0.0143433038	0.0370340885	-0.1187248267	0.0291679185	-0.1489022272	0.051816637	-0.0399380681	0.0258045036	-0.0884998755	0.1457639165	-0.0121538507	0.0855189612	-0.0979287419	0.0913134669	-0.0027330428	0.045291079	-0.1157373661	0.0296590407	-0.0470256417	0.0508595461	-0.0577227579	0.1021251423	-0.0433845702	0.149512398	0.1203780544	0.1203546593	0.1203156708	0.00641868	n/a	n/a	4.119945294240001e-05	0.0453613	n/a	0.00205764753769	n/a	-0.0541032	n/a	0.0029271562502399	n/a	0.00148383	n/a	n/a	2.2017514689e-06	0.000520417	n/a	2.7083385388900004e-07	n/a	-0.000988198	n/a	n/a	9.76535287204e-07	0.0	0.0	0.0
66920.55309871456	5.957466984298662	35.4914128690086	4478360427.037875	122123.1963854826	680.9627323971654	463710.2429138135	14914075095.40715	65105.29056425848	106.12333548109746	11262.162333633558	4238698859.456525	85746.27117941338	82257.27358514235	1.096246	18.753202	0.1604278867	0.106686	0.0560678999	0.103235605	-0.1013604013	-0.0439882995	-0.1749165276	0.1571585489	-0.0662869537	0.0547150277	-0.1372007999	0.047525705	0.0423347826	0.0199436723	0.0468904603	0.0804941596	0.0885475633	-0.098811429	0.0088393525	0.0019135082	0.0794384771	0.0496649907	0.04378902	0.1341075321	-0.0277385608	0.0937367098	0.0648261724	0.1250798471	0.1320305412	0.0886097717	0.0261641436	-0.0148932441	0.0764301739	-0.079461528	0.0907276849	0.158576024	-0.0504949762	0.1978874475	0.1049313678	0.0111075662	0.1286075419	0.11512043	-0.0225011718	-0.0716812648	0.0007423416	0.1539272096	-0.1364622706	-0.0134609911	-0.055206656	0.0975733083	0.009969313	0.0587560478	-0.0778193535	-0.0960830253	-0.0653257297	0.070537766	-0.0945731885	0.0481857088	-0.1216402375	0.0622840288	-0.0227066578	-0.0567854346	0.0078076995	0.1303800431	0.0578021545	0.0849573493	-0.0559156346	0.0580042219	0.1265819089	0.0604986575	0.1203156708	0.1201052059	0.1197547036	7.51933e-05	-0.0063434867	4.0239823513076896e-05	5.6540323648900005e-09	-0.0566604	-0.1020216999999999	0.00321040092816	0.01040842727089	-0.0407748	0.0133283999999999	0.00166258431504	0.0001776462465599	0.00102897	-0.00045486	2.068976196000001e-07	1.0587792609e-06	0.000840242	0.000319825	7.06006618564e-07	1.0228803062500005e-07	-0.000988197	1.0000000001241655e-09	1.0000000002483308e-18	9.76533310809e-07	0.0	0.0	0.0
67018.22328791335	97.67018919879048	9539.465858127523	4491442252.668612	121182.39075850474	-940.8056269778608	885115.2277532058	14685171829.946936	64982.31705561373	-122.97350864475447	15122.483828401504	4222701529.9163065	85503.33710731908	81847.6996597471	1.061876	18.165228	0.1286106213	0.0768873999999999	0.1146001668	0.0797124331	-0.0961929317	0.0996627817	-0.0227340872	-0.0546143918	-0.0053554299	-0.0747535664	-0.1526562157	0.1466891274	0.0512189406	-0.0264464616	-0.0618157164	0.0291942475	0.0950798725	-0.161896735	0.0504420917	0.0216009334	-0.0281846746	-0.1146860279	0.0709256344	0.0188408536	-0.0449062008	0.0150125473	0.1510082732	0.0555809345	-0.0234513736	-0.013729321	0.0112716068	0.106055327	-0.0195215029	0.0407309085	0.1084122816	0.1137056257	-0.1142939019	0.1019975317	-0.1057369742	0.1067536191	-0.0748412591	-0.0391746418	-0.0177797795	-0.0183718366	-0.0054453694	0.0182439479	-0.0051537054	0.1547223527	-0.1213472101	0.0319269572	-0.0244076797	0.1405294703	-0.0688887951	-0.0723035471	-0.0082893604	-0.0558902238	-0.0281797459	0.0653464206	0.0045479944	0.1187976323	-0.0680241527	-0.1113967857	0.1275198847	0.0443801805	0.0788703604	0.1154906671	0.0226156062	0.0601216409	0.0150842363	-0.0376759746	0.120190936	0.1196068161	0.1186353847	6.5922e-05	-9.271300000000007e-06	8.595700369000014e-11	4.345710083999999e-09	0.00174965	0.05841005	3.0612751225e-06	0.0034117339410024	-0.0772681	-0.0364933	0.00597035927761	0.00133176094489	0.0016202	0.00059123	3.495529129000001e-07	2.62504804e-06	0.000757512	-8.273000000000004e-05	5.738244301440001e-07	6.844252900000007e-09	-0.000988197	0.0	0.0	9.76533310809e-07	0.0	0.0	0.0
66941.7946142949	-76.42867361845856	5841.342151076864	4481203866.182441	121136.07972705696	-46.31103144778172	2144.711633757427	14673949811.6399	64926.43869469502	-55.878360918708495	3122.391218961449	4215442441.575991	85301.68502981086	82174.34765480252	1.131114	19.349672	0.1342709969	0.0813901999999999	0.1087862009	-0.0682886127	-0.1054960044	0.0093788992	-0.0638115486	-0.003443779	-0.0191544373	-0.1050691811	-0.0487719355	-0.0241367707	-0.0179179587	-0.0038513549	-0.0716471662	0.0653197822	0.0450483327	0.0341929747	-0.0885336983	-0.0927389793	-0.0938521173	-0.148705489	-0.0424440033	0.0415780232	0.0091522418	-0.0217805673	-0.0349180086	0.0662232321	0.080352943	0.0462916673	-0.0234520059	-0.0821633581	0.0753381008	-0.0814812272	0.0194644376	0.0304141166	0.1019519514	-0.0530599711	0.1211190019	0.0294408489	-0.0032104177	-0.0020001281	0.0022525389	-0.0976234574	0.1589605234	-0.0146817166	-0.0299639819	0.0868019246	0.0240297704	-0.0491129677	0.1019971343	-0.0016350915	0.0442831039	0.0162997794	-0.0288224173	0.0501333616	-0.1461701139	-0.0318147853	-0.0045290221	-0.0305450984	0.0681471769	-0.0260869117	-0.1959832145	0.0999908812	-0.0485662291	-0.0676741917	-0.0041254268	0.0402989383	-0.0473756023	0.0139785859	0.1200039147	0.1188605229	0.1169629329	7.62689e-05	1.0346900000000008e-05	1.0705833961000015e-10	5.8169451072100015e-09	0.0200057	0.01825605	0.00040022803249	0.0003332833616025	-0.0312056	0.0460625	0.00097378947136	0.00212175390625	0.000515414	-0.001104786	1.220552105796e-06	2.65651591396e-07	0.000894044	0.0001365319999999	7.99314673936e-07	1.8640987023999997e-08	-0.000830673	0.0001575239999999	2.4813810575999972e-08	6.90017632929e-07	0.0	0.0	0.0
66822.5510928132	-119.2435214816942	14219.017415355263	4465253334.55163	120989.76550138448	-146.31422567248228	21407.85263413807	14638523356.080006	64915.129852609534	-11.308842085483777	127.88990931440902	4213974083.7811575	85187.53880927905	82198.94355092407	1.131177	19.350744	0.06999842	0.0331234	-0.0281510209	-0.086153706	-0.0834132994	0.1480110574	-0.064653706	-0.0694255973	-0.0228028215	-0.0628610644	0.0463388014	0.0500955578	0.0049667987	0.0355684542	-0.0826275593	0.1071731387	0.0336567956	-0.0593097208	0.097684086	-0.1272324926	-0.1471552284	-0.0839452975	0.0134172973	-0.0494308385	-0.0159019297	-0.0974287385	-0.0190360159	-0.0397893549	-0.0003748677	0.0464985007	-0.1364656695	-0.0074299917	-0.0732491857	0.0532213189	0.0371749738	-0.0755514335	-0.009170619	0.1217655377	-0.0404358527	0.0857811138	-0.0182275365	0.0169914029	0.0122358824	-0.0479658271	-0.1168309236	-0.0078696526	0.0665998697	0.0713365409	-0.0180547109	-0.0980724352	-0.0221095589	0.0061468022	-0.0100134539	0.0425051594	-0.0659585236	0.0648941677	-0.093757102	0.010519906	0.0074028619	0.0457665217	-0.1833077488	-0.0375031296	0.0723931704	0.1056997765	0.0005781403	-0.0846847015	-0.0600672405	-0.1006430774	-0.0560820853	-0.0473355303	0.1197547036	0.1178678731	0.1147451459	7.88889e-05	2.619999999999998e-06	6.8643999999999924e-12	6.2234585432100006e-09	0.0419881	0.0219824	0.00176300054161	0.0004832259097599	-0.0235229	0.0076827	0.0005533268244099	5.902387929000001e-05	0.000902081	0.000386667	1.4951136888900002e-07	8.13750130561e-07	0.000630947	-0.000263097	3.98094116809e-07	6.9220031409e-08	-0.000673823	0.0001568499999999	2.460192249999998e-08	4.540374353290001e-07	0.0	0.0	0.0
67047.3948108062	224.84371799300425	50554.69752091762	4495353150.916122	121210.97124703325	221.20574564876733	48931.98190802715	14692099550.64912	64941.25878235073	26.128929741193133	682.7209694202071	4217367092.2362456	85226.73416837993	82895.95239933301	1.268221	21.695135	0.0671639611	0.0365676	-0.1344237228	0.0851176145	0.0671454124	0.0803926548	-0.0717098556	-0.0790646755	-0.0485006325	0.085653151	0.0882803941	0.1058445017	0.1800822626	0.1495156024	-0.0915637932	-0.0205448952	-0.1649253875	0.0275022848	-0.0301420034	0.0506415648	-0.0452643616	-0.0550101969	-0.0204999002	-0.1387704828	0.102505377	0.0760583355	0.0450362004	0.0869521116	0.1465755955	-0.1209594449	0.1922440346	0.0111827375	-0.0927839073	0.0463515754	-0.0091956282	-0.2120122343	0.0009501836	0.0147975569	0.0952404766	-0.1590944627	0.0273027937	-0.0082715173	0.0753181287	-0.0095868533	-0.0509671421	0.0224122378	0.0766273537	0.0576268813	-0.0718300562	0.0313829244	-0.0517948222	-0.1798907069	-0.0327940299	0.0055899614	-0.072884064	-0.1516697809	-0.0177511584	-0.0386567876	0.0761333502	-0.0006342998	0.0606145761	0.002808317	-0.0343823837	-0.0468614485	-0.0730665255	-0.0183987263	0.1563458723	0.0317519087	0.0121841103	-0.1136883436	0.1194434321	0.1166309242	0.111992364	0.005351	0.0052721111	2.779515545074321e-05	2.8633201e-05	0.0120268	-0.0299613	0.00014464391824	0.00089767949769	-0.0108173	0.0127056	0.00011701397929	0.00016143227136	0.00062667	-0.000275411	7.585121892100004e-08	3.927152889e-07	0.000693521	6.257400000000003e-05	4.80971377441e-07	3.9155054760000035e-09	-0.000627309	4.6514e-05	2.1635521959999997e-09	3.935165814810001e-07	0.0	0.0	0.0
67001.59450900138	-45.800301804818446	2097.667645412456	4489213666.748645	121495.28049841772	284.3092513844749	80831.75042280056	14761103183.389202	65015.15759738778	73.89881503704964	5461.034863880074	4226970717.4131694	85384.0196919545	82830.39593988351	1.280909	21.912169	0.05175296	0.0302248	0.0214275058	0.064587135	0.0449649107	-0.0906742879	-0.0290017199	0.1066309216	-0.0355990921	0.0783858423	-0.0367665957	0.0159811986	0.1172440361	-0.0582993741	-0.0246310422	-0.0015576568	0.0290046818	-0.006152754	-0.1057398937	-0.0584380353	0.1598602221	0.0554443656	0.1687261068	0.1050176479	0.1123676097	-0.038369097	0.1893413485	-0.0953452368	-0.0039436263	-0.1636394362	-0.1165177886	0.0921842839	-0.0005599863	0.1287465557	0.0156854073	-0.0348825527	-0.0009280097	-0.0410359078	-0.0397711932	0.1826374408	-0.0317780724	-0.0407162914	0.0627418791	-0.0995600926	-0.023798352	-0.1116666351	-0.0451572616	-0.065342113	-0.0314497356	0.1361049622	0.0278561927	0.0715595432	0.0124842072	-0.0746274802	-0.1790435716	0.0193784623	-0.108209713	-0.0169260682	-0.1291773801	-0.0561028758	-0.0465809719	0.0900012763	-0.0267543379	0.0442375622	0.0976757337	0.0118334238	0.0671363254	0.0190445155	0.0455378596	-0.0124152649	0.1190702613	0.1151522399	0.1087174221	0.00433978	-0.00101122	1.0225658884000004e-06	1.88336904484e-05	0.0305076	0.0184808	0.00093071365776	0.0003415399686399	-0.00592931	0.00488799	3.51567170761e-05	2.38924462401e-05	0.000208679	-0.0004179909999999	1.7471647608099998e-07	4.3546925041e-08	0.000682991	-1.0530000000000025e-05	4.6647670608100006e-07	1.1088090000000048e-10	-0.000508371	0.000118938	1.4146247844000016e-08	2.58441073641e-07	0.0	0.0	0.0
66847.53053581376	-154.06397318762902	23735.707834358476	4468592338.736552	121497.2858880538	2.0053896360768704	4.021587592484523	14761590478.163477	64949.06630389551	-66.09129349226714	4368.059075480993	4218381213.747815	85436.6680071272	83411.8591120422	1.24633	21.320646	0.043539563	0.0263227	0.040258554	-0.1461515141	-0.0126206699	-0.0566895343	0.0221872203	0.0342393054	0.0615864585	-0.0395699095	0.0203941307	-0.0130600135	0.0201747482	0.0157458204	-0.0544436875	0.0656385354	-0.1041414759	-0.050963281	-0.2393906697	-0.0685092664	-0.1771596717	0.0265809053	0.0394488444	0.0965819951	-0.0170933602	-0.2096309878	-0.1570140382	0.0537170038	-0.0326393787	-0.0777276698	-0.0488335623	0.1637026274	0.1656022553	0.0466182137	0.0222802429	-0.2326637339	-0.0554306684	-0.0712230422	-0.0784656151	-0.000174424	-0.0573266648	-0.0804727503	-0.0033348916	-0.0735433379	-0.0177561338	0.0660069173	-0.0801826905	0.0448448814	-0.0285057668	-0.0876780657	0.0550243029	-0.0730799031	-0.0189870995	0.150538785	-0.0336003578	-0.0481098551	-0.1990391394	-0.2260710314	-0.008422829	0.0481761558	0.0148141294	0.1356972672	-0.0168471321	0.0701739066	0.0734878245	0.0223345426	0.1530709089	-0.045888438	-0.1659301753	-0.1440984453	0.1186353847	0.1134348849	0.1049355893	0.000103407	-0.004236373	1.7946856195129e-05	1.0693007648999998e-08	0.0308033	0.0002956999999999	0.0009488432908899	8.743848999999968e-08	-0.0272589	-0.02132959	0.0007430476292099	0.000454951409568	0.000426534	0.000217855	4.7460801025e-08	1.81931253156e-07	0.000602963	-8.0028e-05	3.63564379369e-07	6.404480784e-09	-0.000452696	5.5674999999999984e-05	3.099705624999998e-09	2.04933668416e-07	0.0	0.0	0.0
66854.06321601213	6.532680198375601	42.67591057424868	4469465768.490546	120997.82265625	-499.46323180379113	249463.5199238876	14640473087.553328	64934.8062177835	-14.26008611200814	203.3500559218874	4216529058.541095	85231.71445552357	82497.28442913553	1.38115	23.62698	0.0589693881	0.0334714	-0.1137623344	0.1095972015	0.0518048304	0.1107156607	0.0288444575	-0.0778205336	0.0572939529	0.0811565108	0.0087632713	0.087433166	0.0795022033	-0.1338443821	-0.0641437376	0.1035691495	0.046518021	-0.0654655583	-0.0681060371	0.0150489952	0.0796347557	0.1118839929	0.066421523	-0.0279217491	0.1333359053	0.0208986265	-0.1644234575	0.0863398256	0.0448881004	-0.0068731197	-0.0475279979	-0.0318668388	-0.1398618962	0.000983344	-0.0214547173	0.0208410149	-0.1073725038	-0.0629001087	0.1396911877	-0.0698069769	-0.1020769211	-0.1120408565	0.0117427336	-0.0209409173	-0.0242398163	-0.1550134123	0.0449513482	0.0438765266	-0.1039383719	-0.0450419385	0.0061813342	-0.0978086762	-0.0592917263	-0.0711585365	-0.1304858944	0.0147412743	0.0965500537	-0.0463539904	-0.082280259	-0.0175040865	0.1343847827	0.0421307377	0.040865357	0.0780041685	0.0453577117	-0.0344180405	-0.0990722464	0.0496440087	-0.0838223299	-0.0928227737	0.1181390277	0.1114824189	0.1006644984	4.82889e-05	-5.51181e-05	3.0380049476099997e-09	2.33181786321e-09	0.00588733	-0.02491597	3.46606545289e-05	0.0006208055610408	-0.0112499	0.016009	0.00012656025001	0.0002562880809999	0.000165749	-0.000260785	6.800881622500001e-08	2.7472731001e-08	0.000607636	4.673000000000069e-06	3.692215084960001e-07	2.183692900000064e-11	-0.000547024	-9.432800000000002e-05	8.897771584000004e-09	2.99235256576e-07	0.0	0.0	0.0
67033.16222889899	179.09901288685796	32076.456417046917	4493444838.40589	121106.91524920886	109.09259295885568	11901.193838486566	14666884921.179058	64995.76494207743	60.95872429393057	3715.9660675434416	4224449460.4057817	85372.97485985472	82359.65946387491	1.251312	21.405859	0.062765883	0.0298137	0.0877678682	0.0574408931	0.0754094946	0.0093393285	-0.0742548872	-0.0605757731	-0.0392705328	-0.0004635522	-0.0692161292	0.0785690193	0.1407733809	0.0072093513	-0.079279603	-0.0280124193	0.0779599279	-0.0186066478	-0.0198776154	-0.0412211003	-0.0878490646	-0.0855636012	-0.0205733603	-0.0854166439	-0.0281529645	0.1279183478	-0.0945736327	-0.1496060556	-0.0481548113	-0.0826727525	0.0473671045	0.0528210205	-0.0592371846	-0.0309015038	-0.0409140729	0.0691651381	-0.0340079581	0.0930380863	-0.0484870199	0.0541834289	-0.1002900128	-0.0454380733	-0.0268442373	-0.0139955665	0.0360991809	-0.0430448385	0.0610622116	0.1198220521	-0.0607382027	0.1024282152	0.0063113794	0.1212485995	-0.03621423	-0.0138982066	-0.0403341616	-0.1800656813	0.035161264	0.0814517485	0.0505982324	0.0759738025	-0.1524431123	-0.040148604	0.1136557669	-0.0107764311	0.0185155013	-0.0007108943	0.060332485	0.0742941633	-0.0995659553	0.1555363937	0.1175814474	0.1092988885	0.0959240631	5.40019e-05	5.7130000000000044e-06	3.263836900000005e-11	2.91620520361e-09	0.0227209	0.01683357	0.0005162392968099	0.0002833690789449	-0.0180731	-0.0068232	0.00032663694361	4.655605824000002e-05	-0.000139726	-0.000305475	9.331497562500004e-08	1.9523355076000004e-08	0.000457459	-0.000150177	2.09268736681e-07	2.2553131329000013e-08	-0.000220608	0.000326416	1.06547405056e-07	4.8667889664000004e-08	0.0	0.0	0.0
