global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
66733.41172690706	n/a	n/a	4453348240.712896	122610.9757861328	n/a	n/a	15033451383.227642	64619.99952948982	n/a	n/a	4175744339.191264	85820.12302821032	82558.11186176044	n/a	n/a	n/a	n/a	-0.0161207598	0.0380346075	0.1046327531	-0.0560382797	0.0277330993	-0.1573267204	0.0734630037	-0.0791380066	-0.127608389	-0.1793083307	-0.1388380926	0.0687831788	-0.1371338115	0.1032153639	-0.0320765287	0.1002664449	-0.0229098445	-0.0005049159	0.0522331459	-0.0841056285	0.0592127466	0.2126982215	-0.0833480661	0.2046517331	-0.0279306063	0.0156385989	-0.1447431566	0.0115331462	-0.0530625752	0.2049448335	-0.0584472113	0.1651047519	-0.0991428174	-0.0905073143	0.1399168157	-0.0286712611	0.1381814628	-0.0875004126	0.0241899555	-0.0365746225	0.1158703625	-0.0506450866	0.0020381379	-0.0550270447	0.0249692399	-0.0145502785	0.0343316114	-0.024751673	0.0927194019	-0.0307698699	0.0479893846	-0.008054089	0.048965965	-0.0045727658	-0.0202090914	-0.105069359	-0.15933091	0.0120885014	-0.0600491702	0.1718193239	-0.1511139691	0.2228509239	-0.1850377872	0.0147545097	-0.0389491701	0.1034613317	-0.0395293026	0.2351569865	-0.0250590323	0.1455193736	-0.111548845	0.0603197964	-0.008209117	0.0469973918	-0.0693955076	0.207889424	-0.0095910719	-0.0859607825	0.1464123236	-0.0127974088	0.0254173783	-0.0149280353	0.0338954355	-0.0746553495	0.0353143062	-0.0268291803	0.0617214657	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0100607	n/a	n/a	0.00010121768449	-0.000579574	n/a	3.35906021476e-07	n/a	-0.0913481	n/a	0.00834447537361	n/a	0.00427752	n/a	n/a	1.82971773504e-05	0.0014266	n/a	2.03518756e-06	n/a	-0.00226356	n/a	n/a	5.1237038736e-06	0.0	0.0	0.0	0.0
66620.27636515295	-113.13536175410265	12799.610079231668	4438261222.9693575	121527.84540039062	-1083.1303857421735	1173171.4325179895	14769017207.661243	64631.35421631282	11.354686823004158	128.92891284850427	4177211947.8344975	85509.3198618814	82794.46268797864	1.358565	21.447361	0.102960274	0.0622599	0.0872961796	0.1239504132	0.1099614891	0.1064663214	0.1514097722	-0.0911175621	0.0323695188	0.026785025	0.1192163987	0.0708400512	-0.0369661798	-0.0987238154	-0.1930482242	0.0686739283	0.0234604253	-0.0768425712	0.0285334784	-0.0434266817	0.0869554056	0.0215630595	-0.0915586511	0.0836876512	0.1901140298	0.0607872626	0.0913404064	0.0539258298	-0.1161720249	0.0303355482	0.0575300091	0.0351298745	-0.059509508	-0.0376224036	-0.0431071792	0.1815799553	0.2047723524	-0.0239054839	0.0574302909	0.0759144013	-0.0270374254	0.1966306104	-0.0323671454	-0.0632062723	-0.0160207333	-0.1069146922	0.0038906673	0.1530304057	0.0223693072	-0.0351459181	-0.0286742981	-0.1167341443	-0.0326754304	-0.1400415134	0.1407572835	-0.0401563266	-0.0550901283	0.0013449141	0.0199392529	-0.0086519056	0.0321036005	-0.0411951774	0.1631707288	0.2531725271	0.0863867588	0.0425556299	-0.0164227903	0.0053383105	-0.1777942999	0.150185765	0.067648896	0.0223832489	0.027300777	-0.1045204528	-0.0416365567	-0.0393028387	0.0383384967	0.1249650956	-0.0704478788	0.0253240874	0.1629854801	-0.1767134443	0.0274044049	0.1084806201	0.0590081505	-0.0703073015	0.0274568644	-0.0214409659	-0.1440231337	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.016476	-0.0064153	4.115607409000001e-05	0.000271458576	0.051228	0.051807574	0.002624307984	0.0026840247237654	-0.0913238	2.4300000000004877e-05	0.00834003644644	5.904900000002369e-10	0.00412089	-0.0001566299999999	2.453295689999988e-08	1.69817343921e-05	0.0007951479999999	-0.0006314520000001	6.32260341903841e-07	3.987316283041264e-07	-0.00215738	0.0001061799999999	1.1274192399999996e-08	4.6542884644e-06	0.0	0.0	0.0	0.0
66568.77224048988	-51.50412466307171	2652.674857309232	4431401437.606216	121568.57407714844	40.7286767578189	1658.8251104428978	14778918203.151129	64708.76514094996	77.41092463713721	5992.451253176538	4187224286.066621	85560.06064286476	81966.38254278734	1.407018	22.212265	0.0841291	0.0430172	0.0949100494	0.0027231758	-0.0946672082	-0.0298599871	0.0427737733	-0.2029374632	0.1017408786	-0.0351774334	0.1175280537	0.0170328129	0.0522764409	-0.0226856571	-0.0364492844	0.2220660239	-0.0136579871	-0.0173974975	0.0548439274	-0.0241264407	0.0105400017	0.0615488764	0.0718680431	-0.0469736638	0.1365370146	0.1206621534	0.0619156755	0.0028355734	-0.1234150464	-0.01189723	-0.0090192635	-0.0701306461	-0.1603121913	-0.0859653827	-0.050514856	0.1084976185	-0.1473137428	-0.0507652934	-0.0720845536	0.1103309508	-0.1202352112	-0.0092638458	-0.009459192	-0.0571127105	0.041001957	0.0156052558	-0.0779100026	-0.0591310427	0.0370441457	0.0828659597	-0.0589332112	-0.1975250123	-0.0515080566	0.0728753183	-0.0609229874	-0.0136926862	0.0342528686	-0.0456112983	0.0854154716	0.017592316	0.0247434365	-0.0410063988	0.012089236	0.1937767108	0.0568985256	-0.1056638873	-0.0382182077	0.0354891476	-0.1345353337	0.0946708061	0.1205483172	0.1012042996	0.1316141656	-0.0958946601	-0.0549126578	-0.0408600142	0.112308372	-0.0376008916	0.0493621227	0.0098073753	-0.1381967718	-0.1062604004	0.1093792028	-0.0535451733	-0.1221573862	0.1471803517	0.0656900549	0.0797431099	0.0169191743	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0164327	4.329999999999959e-05	1.8748899999999644e-09	0.00027003362929	0.0301498	-0.0210782	0.00090901044004	0.00044429051524	-0.0723927999999999	0.0189310000000001	0.0052407174918399	0.000358382761	0.00392664	-0.0001942499999999	3.773306249999999e-08	1.5418501689600003e-05	0.00137625	0.0005811020000001	1.8940640625e-06	3.376795344041163e-07	-0.00226356	-0.0001061799999999	1.1274192399999996e-08	5.1237038736e-06	0.0	0.0	0.0	0.0
66606.59682572223	37.82458523234527	1430.699247998952	4436438740.70431	121597.84048828125	29.266411132804933	856.5228205943686	14786034811.41349	64516.04094115576	-192.7241997941965	37142.61718631336	4162319538.720887	85380.48455698059	81312.40048181587	1.337441	21.113871	0.0805416	0.0550347	-0.1033880615	0.0451217928	-0.0852451946	0.0315578709	0.0258825584	-0.13337745	0.0442163676	0.0889662674	-0.0022238587	-0.0860515522	0.0104766235	0.0946356111	-0.0020734541	-0.0420495676	0.0377856327	-0.1606033751	-0.0706184689	0.0564149536	0.1702851892	0.0403705562	0.0197850224	-0.0868162992	0.0391302683	-0.0369867422	0.0223303955	-0.0606964664	-0.2511101927	0.0784249438	-0.136581274	-0.0478018938	0.0281166974	0.0393696737	-0.0182328326	-0.0975312738	0.1156888332	-0.1206005615	0.108028072	-0.0674133382	0.0507185444	-0.0696126509	-0.0779259895	0.0753808026	0.010255569	0.0314158975	-0.0205041594	0.0402749106	0.0486376196	-0.0109129783	-0.1185656289	-0.0151724052	0.03215786	0.1872553479	0.0565191682	-0.0160520617	-0.0690494811	0.0691373355	-0.0638676255	0.0932002385	0.0856755716	0.078837904	-0.0918234652	0.0649659696	0.0796670435	0.1059130642	0.107467108	0.00169571	-0.1692348976	0.1569250654	0.0190281462	0.1113636175	0.1388250112	-0.0855530353	-0.0209716824	-0.1094591468	0.0703243958	-0.0853813551	-0.0004988328	0.0235329278	0.0214071681	0.040700623	-0.0398163522	0.0344524807	0.0720625581	-0.0100478389	-0.0082906073	0.1008662	0.0385783646	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0164645	-3.1799999999998496e-05	1.0112399999999044e-09	0.00027107976025	0.021669	-0.0084808	0.000469545561	7.192396864e-05	-0.0724767999999999	-8.400000000000074e-05	0.0052528865382399	7.0560000000001245e-09	0.00290581	-0.00102083	1.0420938889000009e-06	8.4437317561e-06	0.00124981	-0.00012644	1.5620250361e-06	1.5987073600000003e-08	-0.00197193	0.0002916299999999	8.504805689999986e-08	3.888507924900001e-06	0.0	0.0	0.0	0.0
66723.7569187193	117.16009299707366	13726.487391082948	4452059737.348342	121139.1966357422	-458.6438525390404	210354.18347185303	14674704961.553017	64581.04280965663	65.00186850086902	4225.242908604268	4170711090.3827024	85318.37205231441	81785.58404927008	1.305166	20.604359	0.0973102	0.0533003	-0.0800352207	0.1013591476	0.0747756928	0.0280765343	0.0567081147	-0.0170292078	0.131144757	0.0939743227	0.0291132595	0.0516050424	-0.1007409422	0.005520087	-0.1467287167	0.062404834	0.0408989621	-0.102451025	-0.0296837295	-0.052656566	0.024902937	0.0881660308	0.0450030348	0.0238398584	-0.0209677284	-0.000135002	0.0121165526	-0.0343746679	-0.0893356986	-0.022751476	-0.0275484351	0.0239687848	0.0238549143	-0.0352409048	0.0340232351	0.0295561453	-0.015103638	0.1905029565	-0.2109119398	-0.0574370169	-0.0100022989	0.0044887491	0.0400877291	0.0086316589	0.1262960547	0.0941043016	0.0243205612	-0.0152814116	-0.0339152058	0.0223113435	-0.1054494452	-0.0070956695	0.0222128471	-0.0371066721	-0.1234321896	-0.0042613775	0.0326899652	0.092816687	-0.0406643678	0.0066276356	-0.0109801522	0.0674097535	0.1563946477	0.0894508235	0.0352102103	-0.0009225337	-0.1777732211	-0.0658774023	0.0421926965	0.1526840608	-0.017906673	-0.0692975791	0.0236745713	0.031914435	0.1591714221	-0.0319758329	0.0373200714	-0.0872300538	-0.0548491827	-0.0686916948	-0.0669924663	0.0167909388	-0.1221465122	-0.0998055633	-0.0108210324	0.1808787328	0.0293150201	0.0213738049	-0.0823909661	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.025952	-0.0094875	9.001265624999998e-05	0.000673506304	0.0337548	0.0120858	0.00113938652304	0.00014606656164	-0.0859087	-0.0134319000000001	0.00738030473569	0.00018041593761	0.00195165	-0.0009541599999999	9.104213055999998e-07	3.808937722500001e-06	0.00124981	0.0	1.5620250361e-06	0.0	-0.00167999	0.00029194	8.522896360000018e-08	2.8223664001e-06	0.0	0.0	0.0	0.0
66717.71670149697	-6.040217222325737	36.48422409288044	4451253721.861208	121232.74943847656	93.55280273435346	8752.126899452853	14697379536.41244	64524.39545365306	-56.647356003573805	3208.9229421956293	4163397608.6594033	85207.83932380546	82999.85760932289	1.317149	20.793531	0.0453394999999999	0.0248685	0.1131356503	0.0995108561	0.0807451127	0.0890379142	0.0778496882	0.0569919136	-0.008470573	-0.000655017	0.0030660386	0.1532753193	0.0146591961	-0.0451930442	-0.0902460752	-0.023010431	0.0614728347	0.0310845044	-0.0788425369	-0.0995120173	0.0144285877	0.0293798573	0.0461234757	0.0126292258	0.0735224034	-0.0418142525	0.1130682214	-0.0506149823	-0.0218295005	0.0493019225	-0.0448125226	0.0517064186	-0.0278498415	0.0727210509	-0.0720585173	0.0770419465	-0.0124984745	-0.015433752	-0.0386386352	0.036697896	0.0713421745	-0.0656038045	0.0147816253	0.0709054884	-0.0154706637	-0.0100137883	0.1903263705	-0.0508667912	-0.0452910171	0.0555787941	0.0410664643	0.0422644966	0.1231573411	-0.0004059485	0.0571575999	0.0969321678	0.016514047	0.0418187481	0.0471334475	-0.0379151389	-0.0816610984	-0.1155851761	0.0569932924	0.0953485387	-0.0771739853	0.1354731001	-0.0075122175	-0.1084223226	-0.0394693571	0.0799012852	-0.1679609604	-0.0392759689	0.0783840698	0.1306205793	0.1577612602	-0.1544403037	0.017230447	0.1044279129	-0.0714328837	0.0288297083	-0.0296225624	0.0549836711	0.0762503837	-0.0229295191	-0.0223722461	0.0432373631	0.0067008679	-0.1131278632	-0.0039273962	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0374959	-0.0115439	0.0001332616272099	0.0014059425168099	0.0521494	0.0183945999999999	0.00271955992036	0.0003383613091599	-0.0892976999999999	-0.0033889999999998	0.0079740792252899	1.1485320999999267e-05	0.00173818	-0.00021347	4.5569440900000046e-08	3.0212697124e-06	0.00124981	0.0	1.5620250361e-06	0.0	-0.00170676	-2.677000000000018e-05	7.166329000000094e-10	2.9130296976000004e-06	0.0	0.0	0.0	0.0
66720.1265298019	2.409828304924304	5.807272459214342	4451575284.152775	121666.71364746094	433.9642089843837	188324.93467944188	14802789209.773258	64614.49551407468	90.10006042162422	8118.020887980336	4175033030.538377	85344.80658429768	82027.31358162499	1.360055	21.470881	0.0623496	0.0344069	0.0871662508	-0.0096962435	-0.0760963994	-0.0444069997	0.0523593163	0.0148118583	0.0966463527	-0.016897391	0.0210929252	0.0600114023	0.0831166616	-0.1083066487	-0.0036772059	0.1008375348	0.0401428373	0.1059408901	-0.0675659905	-0.1491347515	-0.0851945227	0.0135813189	-0.0841150081	0.0172389768	0.1477339194	-0.1397448848	-0.0374295133	0.0028805421	-0.0702965491	0.0616880604	-0.0694883805	-0.0080072597	0.0867746728	-0.1172551623	0.0139422363	0.1486661298	-0.0379990223	-0.1119133844	-0.022662881	-0.0046554698	0.0669893853	0.0094782136	0.0169886844	-0.0607686266	-0.060090166	0.024493692	-0.1103228225	0.0233314165	0.0283327411	0.0993296467	-0.0627379688	0.069724111	0.0832920022	0.0292262399	0.0165793768	-0.045697409	-0.0645888336	0.0175193154	0.0599112766	-0.1024552214	0.0145108313	-0.1314085959	0.010406043	0.0760186563	-0.0828683252	-0.0230503843	0.1387056602	-0.0134741295	0.0717789466	0.0267357542	-0.0633548442	-0.0851255103	0.1665712254	-0.0499814235	-0.0084908324	0.1172116539	0.1913780176	-0.1152355557	-0.0500793751	0.00769351	0.0505122193	-0.0093694411	0.0581346678	-0.1550668063	-0.0254687889	0.078279112	0.0554335597	-0.0571934102	0.0046231681	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0374916	4.299999999998749e-06	1.848999999998924e-11	0.00140562007056	0.0305134	-0.021636	0.00093106757956	0.0004681164959999	-0.11066	-0.0213623	0.0122456355999999	0.00045634786129	0.00177906	4.088000000000008e-05	1.6711744000000067e-09	3.1650544836e-06	0.00118944	-6.037000000000013e-05	1.4147675135999998e-06	3.644536900000016e-09	-0.00142107	0.00028569	8.161877610000008e-08	2.0194399449e-06	0.0	0.0	0.0	0.0
66871.69458666576	151.5680568638636	22972.87586148739	4471823536.892303	121425.39864746094	-241.31500000000236	58232.92922500112	14744127436.694807	64435.04698162641	-179.4485324482739	32201.77579783921	4151875279.5244026	85217.76439046502	81872.83756035967	1.095379	17.29249	0.0621364	0.0311487	0.0497214595	0.0443331842	-0.1389948639	-0.0483806342	-0.0240395853	0.0193311967	-0.0234994336	0.0221201798	0.0010362481	0.0188449864	0.0533244419	-0.0204242612	0.0841262482	0.1229658868	0.0634432027	-0.023356351	-0.1065545248	0.0327011087	-0.0843564763	0.017596432	-0.1007725746	-0.0032545786	0.0306083773	0.0627027556	0.0894496412	0.0311171792	0.0004096093	-0.0468255157	0.0233311893	0.029981338	-0.0842333677	-0.0431989614	0.0301632385	-0.1251419658	0.0649147191	-0.0557904876	-0.0255900761	0.1510330321	-0.0618660105	-0.0358306939	-0.0954665313	0.0342406843	-0.0206638229	-0.0002211237	-0.0911643907	-0.0415014743	0.104238255	0.0183633887	0.1070132763	0.0901152428	0.0355388533	-0.1281729846	-0.1592134613	-0.0759345681	-0.1485532704	0.0477002053	-0.0223623858	-0.0111151141	-0.0513308159	-0.1230883002	-0.0972068698	0.0416443724	-0.0560563461	-0.0820159379	0.0334043416	-0.0683205487	-0.0116190821	-0.0416081785	0.0932120771	-0.0699976355	-0.0019030901	-0.0888003412	-0.0546286072	0.0197185738	0.0088892316	-0.0037063097	-0.0413886941	-0.0795817541	-0.0732782505	0.0439126951	0.0315139347	-0.0384409433	-0.0479343697	0.089205138	-0.0107717064	0.0095067289	-0.011037162	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0374692	2.239999999999881e-05	5.017599999999467e-10	0.00140394094864	0.0145149	-0.0159985	0.00021068232201	0.00025595200225	-0.092387	0.0182729999999999	0.008535357769	0.0003339025289999	0.00149855	-0.00028051	7.868586010000005e-08	2.2456521025e-06	0.00136618	0.00017674	1.8664477924e-06	3.123702760000003e-08	-0.00132147	9.960000000000004e-05	9.920160000000008e-09	1.7462829608999998e-06	0.0	0.0	0.0	0.0
66863.85436417266	-7.840222493105102	61.46908874139119	4470775020.4332905	121171.40254394533	-253.9961035156157	64514.02060111536	14682508794.46684	64558.839725276215	123.79274364980664	15324.643380346746	4167843786.673903	85059.19171555035	81995.70164182158	0.999808	15.783737	0.06997625	0.0380248	0.0370728342	-0.0097303136	-0.0815384205	0.0498227621	-0.05081582	0.0992492334	0.0186904499	0.0443618292	0.0159209969	0.0656650974	0.0736922543	0.0297112655	0.0859333122	0.0999950257	-0.006126796	-0.0517699386	-0.1109910711	-0.0866711159	-0.0795995742	-0.0425677875	0.0399638013	-0.0101001213	-0.1234857016	0.1087822793	0.0114425868	-0.0279267402	-0.0093330483	0.0538664931	0.1151556499	-0.0347983425	-0.0480961739	0.0152037211	-0.0804778861	0.0618002682	-0.1132930256	0.0730372818	0.1605072934	0.0170030628	0.0737675877	-0.0307911941	0.0561974886	-0.0301551858	-0.0207684668	0.0048685516	-0.033641713	-0.0240413734	-0.0005543298	0.0498826329	-0.0284289976	-0.0118143707	0.0672462896	0.0369455594	0.0213420461	0.0621321987	-0.0082094308	0.097334792	0.0716950223	-0.0324649357	-0.0817108408	-0.1019796158	-0.1111926667	0.0016398282	-0.1271660495	-0.0393851261	-0.0421325104	0.0085185182	0.0282376529	0.040380786	0.0673054275	0.0312598495	-0.0149668777	-0.0811554196	-0.1025823207	0.0196364014	-0.0422526592	-0.0339275243	-0.0440069543	0.0731626958	-0.102818244	-0.0357024511	0.0862934341	0.0272515425	-0.1471929167	0.0256395436	0.0768517563	-0.0585493235	0.1556108736	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0296246	0.0078446	6.153774916e-05	0.00087761692516	0.0369845	0.0224695999999999	0.0013678532402499	0.0005048829241599	-0.0985879	-0.0062009	0.00971957402641	3.845116081000012e-05	0.000945697	-0.000552853	3.05646439609e-07	8.94342815809e-07	0.00124981	-0.0001163699999999	1.5620250361e-06	1.3541976899999994e-08	-0.00132147	0.0	0.0	1.7462829608999998e-06	0.0	0.0	0.0	0.0
66954.72853586884	90.87417169618128	8258.115081467036	4482935673.311889	121721.5626513672	550.1601074218779	302676.1437984522	14816138814.29071	64692.373712020686	133.5339867444709	17831.325615872527	4185103216.495745	85522.89919341936	82463.48764050148	1.086571	17.153456	0.1103325499999999	0.0545314	0.0674868259	-0.0525943655	-0.0032984065	0.0038964458	0.0266533274	0.1569445069	0.0228373754	-0.0183062735	-0.0601475401	0.0403703646	0.0668387351	-0.173047329	0.0101023685	0.0298119132	-0.0085588215	0.0599439492	0.026011066	-0.0760972999	0.0143288382	0.0179493951	-0.0040747158	0.0121892396	-0.0080736912	-0.0048609043	0.1193524143	0.024431985	0.0728522208	-0.1288353961	0.0857940431	-0.0196698395	0.1005006349	-0.0499250837	-0.036515522	-0.0085494501	-0.0626831364	0.0154509029	0.0010356276	-0.0691320236	0.0291905836	-0.0996243109	-0.0282530268	0.0464966246	0.0463726627	0.0567571739	-0.0107775755	-0.109200817	-0.0236776836	0.0639502258	0.0373122544	0.0353687524	-0.0261834046	0.0837406867	-0.0304202407	0.0418756515	-0.0269066147	-0.0093526262	0.0359017225	-0.153844952	0.0086999282	-0.0786997015	0.0204500845	-0.0115902407	0.0240686079	0.0472708537	-0.0679149333	-0.0335892283	0.1037389299	0.009592691	-0.0479808758	-0.1233994425	-0.0949232078	0.0129391632	0.1259500242	0.0046273557	-0.1017385359	-0.0819369124	-0.1296692413	-0.1688750568	-0.0290723916	-0.015118245	-0.0254515454	-0.0396260657	-0.0770178386	0.0903246109	-0.0204890106	-0.0438208336	0.0104515887	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0346245	-0.0049999	2.4999000010000016e-05	0.00119885600025	0.0306827	-0.0063017999999999	0.00094142807929	3.971268323999995e-05	-0.141064	-0.0424760999999999	0.019899052096	0.0018042190712099	0.000705437	-0.00024026	5.7724867600000026e-08	4.976413609689999e-07	0.000694332	-0.000555478	4.82096926224e-07	3.085558084840001e-07	-0.000986113	0.0003353569999999	1.1246431744899993e-07	9.72418848769e-07	0.0	0.0	0.0	0.0
