global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
66708.31188643958	n/a	n/a	4449998874.738496	121405.4850518255	n/a	n/a	14739291800.669024	65112.97365572822	n/a	n/a	4239699338.291558	86631.51666465502	82631.66791087603	n/a	n/a	n/a	n/a	-0.05231712	-0.0038819573	0.1535383319	0.1533579427	0.0117609847	-0.01514045	-0.0383013921	0.091285549	0.0133032598	-0.1004846142	0.007041974	-0.1862141494	0.0046142038	-0.0937183239	0.003411668	-0.1195830775	0.1575207977	-0.0573643584	0.034530067	-0.0425569584	-0.0176355266	0.0459106495	-0.0259175144	0.0128755996	-0.0611489164	0.0649152841	-0.096976888	0.1096361427	-0.0063606263	0.0039816901	0.1000980929	-0.0299887788	0.093970478	-0.0933827552	-0.0491460095	0.0468272131	-0.0265946604	0.0697490528	-0.0744994673	0.0755832322	-0.0582237528	0.0066086146	-0.013519997	0.0816514491	-0.0115121115	0.0274158343	-0.0722912286	0.0344221019	-0.1024821891	0.0526213866	-0.1002787926	-0.0472923766	0.2052814845	-0.066396086	0.1399883475	-0.1687362072	0.0764545711	-0.0650852042	0.1540842154	-0.0828442612	0.0860824391	-0.0759285252	0.02427448	-0.052598905	0.050323347	-0.1010557361	0.0636068466	-0.0605533946	0.0400794875	-0.0446676703	0.0604616771	-0.176725631	0.0092913521	0.0340805366	-0.143415392	-0.0067186536	0.1263597998	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0135251	n/a	n/a	0.00018292833001	0.0335115	n/a	0.00112302063225	n/a	0.13139	n/a	0.0172633321	n/a	0.00624414	n/a	n/a	3.89892843396e-05	0.00104297	n/a	1.0877864209e-06	n/a	-0.000533877	n/a	n/a	2.85024651129e-07	0.0	0.0	0.0	0.0	0.0
66553.2301033719	-155.0817830676824	24050.359439451702	4429332437.192368	121030.18718092512	-375.2978709003801	140848.49190235836	14648306209.04977	65024.907771251696	-88.06588447652757	7755.6000086331	4228238630.659789	85959.59227452653	83028.4303066056	1.342751	23.340769	0.1559603999999999	0.0906482	0.0548736251	0.0697837017	0.2010702307	0.1803756219	0.0467582339	0.0897455766	0.0615509322	-0.0157911888	0.0017348272	-0.1242777628	-0.0542427072	-0.0616650047	-0.0883628364	-0.0178597153	-0.092010314	-0.0866388584	0.2418043813	-0.0579682464	-0.0025920584	-0.0216680561	0.1185118547	-0.0144626435	-0.0525444549	-0.0539810598	0.063422179	0.0639917423	0.0041795393	-0.01975237	-0.0583084357	0.082600663	-0.0131564414	-0.1065570555	0.0894993467	-0.0233918296	-0.1042112231	-0.0436688416	-0.0472807111	0.1908896879	-0.1148080826	-0.0986014496	-0.0249908047	0.0592774288	-0.1289919383	0.0041297975	-0.0952043973	-0.0403799069	-0.0231546886	0.0401791993	0.0523480715	-0.0879472644	0.0809539242	0.0238338669	0.1679875475	-0.1085472496	-0.0356782705	-0.0773401339	0.03637008	-0.091933923	0.0157666866	-0.0195033246	-0.1554668462	0.098301698	0.2439540396	-0.0579247634	0.0470851581	-0.1562439907	0.0326502079	0.0094657225	0.0354920922	0.0035882583	-0.0516171273	0.0257614889	0.0282400267	-0.0478782027	0.211841604	-0.0632873297	-0.0255584254	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.014143	0.0006178999999999	3.818004099999992e-07	0.0002000244489999	0.10336	0.0698485	0.0106832895999999	0.0048788129522499	0.183708	0.052318	0.033748629264	0.002737173124	0.00601284	-0.0002312999999999	5.3499689999999725e-08	3.6154244865600005e-05	0.00121144	0.00016847	1.4675868736e-06	2.83821409e-08	-0.0007976269999999	-0.0002637499999999	6.956406249994726e-08	6.362088311288405e-07	0.0	0.0	0.0	0.0	0.0
66487.63405703183	-65.59604634006973	4302.841295448576	4420605482.501779	122467.79827699569	1437.61109607057	2066725.6635452255	14998361614.814907	64921.38289887466	-103.52487237703464	10717.399200681308	4214785957.502296	86525.72888663645	83538.37892764878	1.355416	23.560923	0.1291560999999999	0.0824614	-0.0578134069	-0.0253511639	0.1328330425	0.3260732257	0.0910703281	-0.1658578557	-0.0251157384	0.1668379318	-0.0925532314	-0.3063340835	-0.0794760223	0.028644211	0.0030169237	0.0521565042	-0.1337280666	-0.0873871578	0.1295819218	-0.2152630636	-0.0045798291	0.0581926467	-0.1428581425	0.010988856	0.0242552172	-0.0058341116	0.0196327708	0.0545867489	-0.0668466609	-0.0424996799	-0.0507821493	0.1300935517	0.0783634359	0.0106072162	0.1384717729	-0.1159367559	0.0237817554	0.0387010962	0.0126746032	0.0054133684	0.071801331	0.042640897	-0.0660085826	0.0584048261	-0.0456385871	0.0254595031	0.0544702642	-0.1048377216	-0.0793190098	-0.0454969129	0.1615854895	0.1026170601	-0.1667846806	0.0078085724	0.337808645	-0.0786538905	0.0287914097	0.1062413779	0.1815993074	0.024587743	-0.0505109701	0.0222279481	-0.0038800265	0.2376365689	0.0144379074	0.1062912359	0.0618804757	-0.1339637342	-0.102274092	0.1184152719	-0.1455247894	0.1349938724	-0.0603344294	-0.06889729	0.0083374059	-0.1645717713	-0.1115588982	-0.0395410893	-0.0398591515	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.014491	0.000348	1.2110400000000076e-07	0.000209989081	0.0304208	-0.0729392	0.00092542507264	0.00532012689664	0.196719	0.0130109999999999	0.038698364961	0.0001692861209999	0.0067433	0.0007304599999999	5.335718115999995e-07	4.547209489e-05	0.00121144	0.0	1.4675868736e-06	0.0	-0.000670929	0.0001266979999999	1.6052383203974663e-08	4.5014572304100003e-07	0.0	0.0	0.0	0.0	0.0
66365.90524553684	-121.72881149499152	14817.903547983182	4404433379.059574	121475.79677831064	-992.0014986850438	984066.9733933728	14756369202.925426	64851.51151779671	-69.87138107795181	4882.009893740362	4205718546.142919	86033.54096521957	82422.7349395752	1.471115	25.572096	0.18056668916	0.103663	0.0390268823	0.0673939746	0.2736853531	0.0557347339	0.0264272822	0.1464395516	0.0770482887	0.1802901856	-2.8338e-05	-0.0701996863	-0.0621992458	-0.1402094588	-0.0805867485	0.1475718992	-0.0139319559	-0.0706216387	0.1643099694	-0.052361035	0.1486416924	-0.020783571	-0.0529846631	0.0006974383	0.1089028041	0.0481779199	0.0037155986	0.0931424238	0.0041609365	-0.0608421664	0.0060891398	0.0545130005	-0.0745344816	-0.0146412236	-0.0563826383	-0.1121576545	0.0514507881	0.0382906451	0.1612972454	0.022241983	0.1571475349	-0.0646583381	0.1296226777	-0.031535104	-0.0622183765	-0.0063168465	0.0383207692	-0.0634592807	0.0940720832	0.0574941206	-0.0423394824	-0.0810629895	0.1357548593	0.0034815512	0.2323033991	-0.040037809	0.1377926405	-0.0537274677	0.0430725845	0.0039389412	0.0020440257	0.0474047727	-0.08450579	0.1091393566	0.1158591774	-0.0459527045	-0.0862934546	0.1254680646	0.0006598171	-0.1414101469	-0.0824328828	0.0240004547	0.0178673125	0.0033598953	0.102335426	-0.0498975864	0.0794529233	-0.0203616486	-0.0426183217	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-9.88916e-06	-0.01450088916	0.0002102757864306	9.77954855056e-11	0.0910494	0.0606286	0.00828999324036	0.00367582713796	0.196762	4.299999999998749e-05	0.0387152846439999	1.8489999999989242e-09	0.00518843	-0.0015548699999999	2.4176207169e-06	2.69198058649e-05	0.000785123	-0.000426317	6.16418125129e-07	1.8174618448900009e-07	-0.0007976259999999	-0.0001266969999998	1.6052129808974654e-08	6.362072358758405e-07	0.0	0.0	0.0	0.0	0.0
66446.57583967595	80.67059413911193	6507.74475875732	4415147440.817807	120920.64601059716	-555.1507677134796	308192.3748928658	14621802631.620148	64980.338696200924	128.82717840421537	16596.441895591535	4222444417.072987	86083.93840249737	82203.77620304913	1.253453	21.788517	0.11597072916	0.0588313	-0.0434792644	-0.064866608	0.1656179603	0.1676891468	0.0024343427	-0.0242620207	0.0199969041	0.0037952131	0.1189428241	-0.0837748549	-0.0129997101	-0.1360162835	0.0047818578	0.0308419861	0.0585540004	-0.0698605947	0.1925954402	-0.0489153568	0.0604050504	0.0154095966	0.0087966799	-0.0168509239	0.016485439	-0.0779982374	0.0591032963	0.0164633777	0.015819265	0.0834010346	-0.0284031879	0.1495837241	-0.0816700561	0.0745587464	0.0530280623	-0.1434668077	-0.0571255295	-0.0053651585	0.0301707214	-0.1779111433	-0.052215694	0.0914804899	0.0513053587	-0.0542560277	0.1617583903	-0.0184142113	0.1786890751	-0.0173757588	0.0813800964	-0.1158079227	0.0942389808	0.0066227951	-0.0185270043	0.0584909086	0.1394484932	0.0600178517	0.0345673553	-0.1338507996	0.0494875926	-0.1150200969	0.0091261782	-0.080959928	0.0770996316	0.0325343686	0.092959837	-0.0295522391	0.0267729705	-0.0599209695	0.1135587522	-0.0639189066	0.0261712613	0.0906504443	-0.0524596874	0.0410124217	0.0732398414	0.0401036053	-0.0993518774	-0.0068502709	-0.0263381569	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.00225524	0.00226512916	5.130810111482306e-06	5.0861074576e-06	0.0702415	-0.0208079	0.0049338683222499	0.00043296870241	0.151686	-0.045076	0.0230086425959999	0.002031845776	0.00448723	-0.0007011999999999	4.916814399999999e-07	2.01352330729e-05	0.0007982939999999	1.317099999990001e-05	6.372733104358404e-07	1.7347524099736604e-10	-0.000555563	0.0002420629999998	5.859449596895157e-08	3.08650246969e-07	0.0	0.0	0.0	0.0	0.0
66448.75738334352	2.181543667567894	4.759132773505577	4415437357.790449	121170.31112701114	249.66511641397665	62332.67035400451	14682244298.61668	64786.47019192803	-193.86850427289755	37584.9969490105	4197286719.929579	85953.35913291674	82110.81788835868	1.183425	20.571232	0.08492861	0.0529993	-0.0120000401	0.0706041438	0.2052228251	0.0160524228	-0.0965759778	0.0934998339	-0.0379716139	0.0811038499	0.0567596255	-0.0551529857	-0.170811483	-0.1091420956	-0.0069096802	0.1507891657	-0.0414305151	-0.1090222818	0.02284737	-0.0740147785	0.0690696716	-0.0981752329	-0.0617343838	0.0005833792	0.0408655418	-0.111515635	-0.0021278178	0.1119515928	0.075684789	-0.1466603603	-0.0677886462	-0.0481871809	-0.0929383043	-0.0811497431	-0.2147187838	0.0447048396	0.0336590914	-0.0943197115	0.0261456404	0.0252264726	0.0688530699	0.0498196307	-0.0384670174	-0.0915106782	0.009802538	-0.0264393132	-0.0353439725	0.0494786744	0.0299190337	-0.0686783255	0.0034055789	0.1961748535	0.0843512169	-0.0467828569	0.1593691475	0.0160745385	0.0446439251	-0.1349895341	0.035153795	0.0576536364	-0.0664294028	0.0200526183	-0.1212857662	0.0745849731	-0.0831941112	-0.04627384	0.0222739153	0.1623680995	-0.0366269098	-0.0230502483	-0.0137810674	0.0467552388	-0.0278016407	0.0753185498	-0.051678628	0.0165651053	0.0328874114	0.0849746447	0.0096283547	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.00344965	0.00119441	1.4266152480999995e-06	1.19000851225e-05	0.0900776	0.0198360999999999	0.00811397402176	0.0003934708632099	0.151726	4.000000000001225e-05	0.023020779076	1.6000000000009799e-09	0.00359429	-0.00089294	7.973418436000001e-07	1.29189206041e-05	0.000438178	-0.0003601159999999	1.91999959684e-07	1.2968353345592796e-07	-0.000531457	2.4105999999999976e-05	5.810992359999988e-10	2.824465428490001e-07	0.0	0.0	0.0	0.0	0.0
66569.17729428156	120.41991093804243	14500.954950326077	4431455365.637491	120737.04725692296	-433.26387008817983	187717.58112378715	14577434580.320448	64949.33547918547	162.86528725744574	26525.10179345032	4218416179.187781	85829.87312642644	82415.09827559878	1.152023	20.025373	0.0668741799999999	0.0409766	-0.0072055595	-0.0913542227	0.1386248925	-0.0034141192	0.0123285166	0.0102770554	0.0302118299	0.0175288454	0.1826876983	-0.0472745876	-0.0391112418	-0.0527483605	-0.0318688061	0.0348647302	0.096369851	-0.0633047068	0.0400110829	0.0400633968	-0.0706550519	-0.0024045201	-0.0632763189	0.0041755017	-0.0263368753	-0.1063879802	-0.0708620454	-0.1335617903	0.0480895863	0.0168655641	-0.0022917897	0.0714039367	0.0971718063	0.1094764167	-0.0096714147	-0.0147638201	0.0656768676	0.0558731209	-0.1592466074	-0.1141346869	0.0376272754	0.0164034778	-0.0546806848	0.0576020333	-0.0568610584	-0.1072379249	-0.0958348118	-0.0459787189	0.0227100076	0.0543759447	-0.1001100822	0.0079944998	0.061782463	0.099018196	0.0602515698	0.1197490716	-0.0345969179	-0.0748700315	-0.0254575995	-0.0143470426	-0.0419554272	0.0142171083	-0.0201427353	0.0077014579	0.0169849519	-0.0221492089	-0.057601186	-0.0188478723	0.0257718509	-0.0360625651	0.2306579137	0.0778116963	-0.0140264712	0.0359577986	-0.0446390959	0.0359518986	0.0592669731	0.0533491805	0.0315567784	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00288517	-0.00056448	3.186376704e-07	8.324205928899999e-06	0.0801865999999999	-0.009891	0.0064298908195599	9.783188100000188e-05	0.13615	-0.015576	0.0185368224999999	0.000242611776	0.00283509	-0.0007591999999999	5.763846399999997e-07	8.037735308100001e-06	0.000464592	2.6413999999999995e-05	2.15845726464e-07	6.976993959999996e-10	-0.000500217	3.124000000000009e-05	9.759376000000055e-10	2.50217047089e-07	0.0	0.0	0.0	0.0	0.0
66396.94876605505	-172.22852822650748	29662.66593506888	4408554805.44214	120659.15366839418	-77.89358852877922	6067.411133890765	14558631363.973162	64865.004549653095	-84.33092953237792	7111.705675794891	4207468815.2265167	85880.83046010906	82426.48817182441	1.142234	19.855225	0.0716563678	0.0360132	-0.0436821073	0.0769917778	0.0966005983	0.0861771378	0.022968285	-0.013876647	-0.0683251695	-0.1006050251	0.036461349	-0.131142226	-0.1312554193	-0.0026344153	0.1018840052	0.0448891171	-0.0298509834	-0.1800674838	0.0457591434	0.0185625225	-0.0063461577	-0.0030104206	0.0801835338	-0.0119627952	0.0419949084	-0.2050079567	-0.0176791572	-0.0497281318	-0.0313369457	-0.0596972607	-0.1248049671	-0.0498283326	0.0114348937	0.0194236397	0.0406797704	0.1590629105	-0.0158666073	0.1534877328	0.0028773905	-0.0649191516	0.0670840884	-0.003570361	0.0638564354	-0.0321255049	-0.030132135	0.0266044291	-0.0753015788	0.1308230069	0.0274140847	-0.0016339855	-0.0726985487	-0.0025410962	-0.0009675264	-0.0195943752	0.088483068	0.0141402641	-0.1108658104	-0.0640579309	0.0656104454	-0.150383615	-0.0699422864	0.0260825476	-0.0906653373	0.0440305629	-0.0874778886	0.0161031813	-0.007406615	0.1043506292	0.0465651589	0.129095257	0.0090781194	0.0153332885	0.0560890515	-0.0569897123	0.0106150748	0.0307186256	0.0276686974	-0.0337182018	0.0443755446	0.1018099433	0.0994583687	0.0955792289	0.090232103	1.25522e-05	-0.0028726178	8.25193302487684e-06	1.5755772484e-10	0.106405	0.0262184000000001	0.011322024025	0.00068740449856	0.127297	-0.008853	0.0162045262089999	7.8375609e-05	0.00311958	0.0002844899999999	8.09345600999998e-08	9.7317793764e-06	0.00055694	9.234800000000002e-05	3.101821636e-07	8.528153104000003e-09	-0.0007976259999999	-0.0002974089999999	8.845211328094054e-08	6.362072358758405e-07	0.0	0.0	0.0	0.0	0.0
66403.71052386033	6.761757805274101	45.72136861718523	4409452771.336638	121421.52716970917	762.3735013149853	581213.35550727	14743187260.22442	65003.85623554546	138.85168589236855	19279.79067515298	4225501325.491463	86088.94573220242	82726.25532829619	1.185728	20.611261	0.0680588478	0.0495033	0.0274848601	-0.1044758382	0.1037923074	0.1093769734	0.0309142755	-0.0899116692	0.0744533315	0.0615901222	0.0616149922	-0.0798536994	-0.0777049428	0.0042296223	0.0292264146	-0.0174228515	0.0547627778	-0.1545153195	0.1014582679	-0.0954611075	-0.0345478221	-0.0646116647	-0.0137911345	0.1164636633	-0.0810727792	-0.1266335948	-0.0677963553	-0.0844009679	0.0093252765	-0.0326853065	0.0260292168	0.0448107118	-0.0140293055	-0.040566231	0.0406297431	-0.0251464403	0.0415367408	0.0843396528	-0.0652305981	-0.132089378	-0.0259292847	-0.0332408845	-0.0254285783	0.0685049497	0.0192498868	-0.0561902118	-0.0113579669	0.0070002799	-0.0452177489	-0.013123006	0.0469608672	-0.0283477948	-0.0562612404	0.115298214	0.1104089332	0.0162294866	0.009398156	-0.0508788752	0.0819421125	-0.0228519204	-0.0308806813	-0.0405560204	-0.0171630739	0.0276897324	-0.0878271862	-0.0592156799	0.0476895133	-0.0807769057	-0.0499736636	0.0773214161	0.1417138048	-0.0241866417	0.1066641777	0.0119262166	-0.0905524805	0.0236579709	-0.081758086	-0.0179908646	-0.0033583027	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00426695	0.0042543978	1.809990064064484e-05	1.82068623025e-05	0.0589441	-0.0474609	0.00347440692481	0.00225253702881	0.127652	0.0003549999999999	0.0162950331039999	1.260249999999959e-07	0.00337601	0.00025643	6.57563449000001e-08	1.13974435201e-05	0.000493599	-6.334100000000007e-05	2.43639972801e-07	4.012082281000009e-09	-0.0007976259999999	0.0	0.0	6.362072358758405e-07	0.0	0.0	0.0	0.0	0.0
66478.08226877397	74.37174491364567	5531.15644150038	4419335422.133881	121505.11245939048	83.58528968131577	6986.5006511094725	14763492353.769129	64760.57159225519	-243.28464329027335	59187.41766087556	4193931632.95561	85934.32405827554	82231.75772179835	1.360832	23.655069	0.1173949228999999	0.0809918	-0.1079012107	0.0502371464	0.1327130812	-0.0733717647	-0.0023287344	0.0775164649	-0.0727364392	0.1342394766	-0.0095252404	-0.0886375156	-0.0857253951	0.0853837926	-0.0487010431	0.1689160243	-0.0977690432	-0.1116725785	0.0314289057	-0.0260475373	-0.0277932604	-0.0353611163	-0.0860037448	0.0598775546	-0.0367051407	0.0391473069	-0.0793667625	0.0359478523	-0.0623016246	0.0818452483	-0.0073124616	-0.0743773933	-0.057514649	-0.0042275825	-0.057090001	0.1268375588	0.1130211943	-0.1514832928	-0.0327593071	0.0397474735	-0.095885829	-0.0674830393	0.0308351956	-0.0548276563	-0.0141078763	-0.017049533	-0.0479031332	-0.0867945089	-0.0430754837	0.0221293406	-0.1218636021	-0.1646569232	0.0812102259	-0.0755442697	0.156432877	0.0813772599	-0.0089340084	0.0601548685	0.0083604443	0.0639332828	-0.05996119	-0.009623233	-0.1066732122	-0.0481279698	-0.0806919156	0.0486807696	0.0061180482	0.1506644261	-0.0050209136	-0.0109281791	0.1075540724	-0.073386801	-0.0265963092	0.0922467791	-0.0389031572	0.1568460435	0.0737601895	0.0804327069	-0.1147960755	0.1013346856	0.0975763397	0.0914153405	0.0830033923	1.37271e-05	-0.0042532229	1.8089905037084408e-05	1.8843327440999999e-10	0.0645864	0.0056423	0.00417140306496	3.183554929000003e-05	0.122689	-0.0049629999999999	0.015052590721	2.463136899999981e-05	0.00184076	-0.00153525	2.3569925625e-06	3.3883973776e-06	0.000386262	-0.0001073369999999	1.4919833264400002e-07	1.1521231568999986e-08	-0.000389485	0.0004081409999999	1.6657907588091837e-07	1.51698565225e-07	0.0	0.0	0.0	0.0	0.0
