global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
73443.65638287272	n/a	5393970662.885481	n/a	100708.56916427612	n/a	n/a	10142215903.115788	73191.33258458976	n/a	n/a	5356971165.508031	78603.14759943823	73661.00581545552	n/a	n/a	n/a	n/a	-0.0941796883	0.3493264345	0.0340258295	0.0740401094	-0.2883434304	-0.0200332033	0.1495617541	-0.059759364	0.0529182258	-0.1669851022	0.1124744361	-0.1355085207	0.1581340864	-0.0223172754	-0.2727821076	0.0470144217	-0.0350959849	0.0468656725	-0.1859734402	0.1518051921	-0.0505712451	0.1609796282	-0.0208071603	0.1065660104	-0.0757859534	0.1090065916	-0.1301657035	-0.0661483101	0.0615756988	-0.0669467277	-0.0278438297	-0.0973012987	0.2920430972	0.0167876143	-0.1074747452	0.1351423851	-0.0116650176	0.1510174893	-0.1869528246	0.251303761	-0.2718883305	0.1559735144	-0.0156769442	0.1164079111	-0.1004510809	0.119967384	-0.0862656276	0.0878353315	-0.0477970801	0.0222880619	-0.0357976631	0.1490484942	-0.00841475	n/a	n/a	7.08080175625e-05	7.8149e-05	n/a	6.107266201e-09	n/a	-0.0891629	n/a	n/a	0.00795002273641	-0.00239496	n/a	5.735833401599999e-06	n/a	-0.0	n/a	n/a	0.0	-0.00043218	n/a	n/a	1.867795524e-07	0.0	0.0	0.0	0.0	0.0
73212.56027618014	-231.0961066925811	5360078982.193311	53405.41052846882	100856.99690055849	148.42773628236318	22030.79289790675	10172133823.799265	73422.81831828541	231.4857336956484	53585.64490461264	5390910249.799948	78809.35165248137	72075.23496804212	1.395079	22.580229	0.186679449	0.0880019999999999	-0.1863400757	0.2819598723	0.0850376724	0.1610124275	-0.2905866416	-0.1676307415	0.1622663037	-0.3850644256	0.1141889493	-0.0322549022	0.1392143072	-0.038647153	0.1672046991	-0.2519969798	-0.1313857241	-0.2008837253	-0.0831729392	0.0028690756	0.0740549945	0.1288794523	-0.0535971463	0.183761606	-0.0132404662	0.0922218934	0.0167409728	0.0432694716	-0.1163135876	-0.0716014526	0.0222124522	0.1482943822	-0.0686990003	0.0141716742	0.2296718114	0.1065109432	0.008298118	0.2029659739	0.2296729634	0.1257585869	-0.2187820746	-0.0520500277	-0.4283107551	0.0768552099	-0.0765828428	-0.0373805979	0.041319354	0.038099497	-0.0230878272	-0.0914198927	0.0771417896	-0.0389850832	0.0166558262	0.1488669016	-0.0147516	-0.00633685	4.01556679225e-05	0.00021760970256	-0.0708379	-0.070916049	0.0050180080764099	0.0050290860057704	-0.0398029	0.04936	0.0024364096	0.00158427084841	-0.001623	0.0007719599999999	2.6341290000000005e-06	5.959222415999996e-07	-0.000404962	-0.000404962	1.63994221444e-07	1.63994221444e-07	-0.000407771	2.4408999999999976e-05	5.957992809999989e-10	1.6627718844100002e-07	0.0	0.0	0.0	0.0	0.0
72835.28319013273	-377.277086047412	5304978477.386831	142337.99965642634	97620.4535369873	-3236.543363571181	10475212.944276655	9529752948.767096	73362.22224535413	-60.5960729312792	3671.8840546929073	5382015652.776732	78462.66265808491	68831.92110330895	1.481099	23.972517	0.15475064	0.0896871999999999	-0.3052480015	0.1588346357	0.1136227846	-0.0268692059	-0.2678576173	-0.2674204896	0.1618906749	0.13890222	0.1252216865	-0.0140642153	0.2061172897	-0.0727769219	0.2886389211	-0.0098794457	-0.1209732824	-0.0317757883	0.0484008785	-0.124862152	0.0770187433	0.1154752235	-0.1119108573	-0.0299192038	-0.1081965524	-0.0502569806	0.0097931059	0.0451638511	0.2014847175	-0.0364772473	0.1932043078	0.1225341317	0.1230734016	0.0243011222	0.3305069906	0.154155157	0.0549671519	-0.0387798649	-0.0735800697	0.1359545717	0.0754506471	-0.0336406407	-0.1528662311	-0.2283874264	-0.1420683994	0.0557594513	0.0911547182	-0.0388619879	0.045642363	0.0373183918	-0.0221338465	0.0302496559	-0.1224661834	0.1485039376	-0.00979776	0.0049538399999999	2.454053074559999e-05	9.59961010176e-05	0.0135284	0.0843662999999999	0.0001830176065599	0.0071176725756899	-0.0744514	-0.0346485	0.0012005185522499	0.00554301096196	-0.00204115	-0.0004181499999999	4.1662933225e-06	1.7484942249999977e-07	-0.000360581	4.438099999999997e-05	1.969673160999997e-09	1.30018657561e-07	-0.00056088	-0.000153109	2.3442365881000004e-08	3.145863744e-07	0.0	0.0	0.0	0.0	0.0
72944.45636898883	109.173178856101	5320893714.967316	11918.78298154622	98918.34192276	1297.8883857726903	1684514.2619236405	9784838368.748058	73713.35401143934	351.13176608520735	123293.51715411677	5433658559.61578	78633.92254544942	67996.05582010582	1.659351	26.857649	0.28779759	0.16441	-0.3053816316	-0.0361778117	-0.0888310272	0.1066205803	-0.1514033502	-0.1935812471	-0.1307209274	-0.1435323767	0.0802575054	0.1063646737	0.0210123399	-0.0730368273	0.097866848	-0.369670542	0.0203087337	0.101546296	0.0916483458	0.0166363858	-0.0248049187	0.1271968003	-0.0468120171	-0.1103447288	0.1348512804	0.0209257347	0.0577990339	0.076803765	0.0691912583	0.0666973335	-0.0811822222	0.0269716257	-0.1227316683	0.1041098908	0.1059655908	0.1132845078	-0.2046288155	-0.107092734	0.2547242311	0.0854740566	-0.1373600343	-0.1900150894	0.0607205296	-0.0561682595	-0.055728841	-0.0129609903	0.0174438211	-0.0723930804	0.090682191	0.1904745936	-0.0327160349	0.053618025	0.1815561065	0.1479600444	-0.036543	-0.0267452399999999	0.0007153078626575	0.001335390849	-0.073921	-0.0874494	0.005464314241	0.0076473975603599	0.0677946	0.1422459999999999	0.0202339245159999	0.00459610778916	-0.00168406	0.0003570899999999	2.8360580836e-06	1.2751326809999984e-07	-0.000561354	-0.000200773	4.0309797529e-08	3.1511831331600004e-07	-0.000491604	6.927600000000006e-05	4.799164176000008e-09	2.41674492816e-07	1.0	0.0	0.0	0.0	0.0
73074.27394824612	129.81757925728743	5339849513.063321	16852.603884222106	99181.1777162552	262.8357934952073	69082.65434225526	9836906013.183395	73376.60884357468	-336.7451678646612	113397.30808019884	5384126725.382962	78223.85293868564	68389.36072513642	1.334032	21.592154	0.09721225	0.0542545	-0.256646851	-0.1792538492	0.0640529897	0.0768281368	0.0484974549	-0.2525295399	-0.1341406705	-0.0941061926	-0.0218628468	-0.0528227815	0.0329880143	0.051038611	0.1511293243	-0.0188264566	0.1318642458	0.0217087416	-0.1652280756	0.0886006565	0.1263980645	0.0978983155	0.1962767489	-0.0516956615	0.0876483325	-0.0523560248	0.1515840273	-0.2127698758	-0.0410912124	-0.1138653398	0.1859924542	-0.1584924773	-0.0446079503	-0.0773002812	0.0325527753	0.1809215573	0.0650476441	-0.1769666488	0.1223531957	0.0574141441	-0.0591847599	-0.0827524202	0.0782757882	0.0321119013	0.2784760134	-0.1084481572	0.1953521005	0.1746909933	-0.1426682052	-0.0919485673	0.1142294793	0.0072691689	-0.0108074831	0.1472358847	-0.0200813	0.0164617	0.00027098756689	0.00040325860969	-0.068053	0.0058679999999999	0.004631210809	3.443342399999998e-05	0.0607454	-0.0070491999999999	4.969122063999998e-05	0.0036900036211599	-0.00128199	0.00040207	1.6434983601e-06	1.616602849e-07	-0.0007895769999999	-0.0002282229999998	5.208573772895436e-08	6.23431838928842e-07	0.00023477	0.000726374	5.27619187876e-07	5.51169529e-08	0.0	0.0	0.0	0.0	0.0
72969.02893766269	-105.24501058342868	5324479184.105455	11076.512252706012	97930.25204467772	-1250.9256715774827	1564815.035811576	9590334265.534103	73097.85091602385	-278.7579275508324	77705.98217243512	5343295808.541248	77968.92802901988	68551.60825944527	1.283872	20.780272	0.16679198	0.065962	-0.2202413893	-0.0828778504	-0.0813868569	-0.081715837	-0.0753886143	-0.2119226337	-0.058556778	0.2170486348	-0.0690237472	-0.1875156059	0.116495132	-0.024635726	0.1426339096	0.0637418492	0.0368749359	-0.0286552522	0.1339801702	-0.1353638381	0.0429575302	-0.0428095241	-0.1087494231	-0.0349487863	-0.106166795	-0.1675208021	0.0362276333	0.0024052522	-0.05092376	0.041392152	-0.0827228057	-0.1343090802	-0.0218240761	-0.1685933097	0.1871152525	0.0909247241	-0.0226690275	-0.1332744745	-0.0466687776	0.0567759618	0.3049307736	-0.0058218661	0.1030484651	-0.0047175956	-0.0133992716	0.0067785735	-0.137822505	0.0882557573	-0.0222335996	-0.0597735403	-0.0723352785	0.0510219012	0.0832227363	0.1463323407	-0.00510697	0.01497433	0.0002242305589489	2.60811425809e-05	-0.0364014	0.0316516	0.00132506192196	0.00100182378256	0.027142	-0.0336034	0.0011291884915599	0.000736688164	-0.00200387	-0.00072188	4.0154949769e-06	5.211107344e-07	-0.00103286	-0.0002432830000001	5.9186618089048676e-08	1.0667997796e-06	-0.00053132	-0.00076609	5.868938881e-07	2.823009424e-07	0.0	0.0	0.0	0.0	0.0
72977.83734270005	8.80840503735817	5325764743.217586	77.58799930215679	98411.39109611513	481.13905143740703	231494.7868180878	9684801897.472528	73077.64525990533	-20.205656118516345	408.268539179737	5340342236.732564	77859.3360768829	68536.21255709532	1.092529	17.683268	0.15924681	0.0760529	-0.2280051542	-0.0790818853	-0.1028232015	-0.0454337602	-0.045504315	-0.1939980994	0.0651710196	8.7992e-05	-0.1545233081	-0.2387279188	-0.0561614104	0.0683602156	0.0379740996	-0.0236455492	0.0172817155	-0.0986316679	0.0742171371	-0.236120734	0.0262262517	0.0782407312	0.0434520813	-0.0623928871	0.0590079145	-0.2099791145	-0.1012269223	-0.090897736	0.0083460055	0.0101336018	0.0161572759	0.2538985428	-0.0024620478	-0.2378011993	0.0738731832	0.0981088907	-0.1049849662	0.0745440316	-0.002208786	0.0724098213	0.1917207504	-0.1409504977	0.105710446	-0.1021143393	-0.0326622808	0.0080537701	0.085805972	0.1062622495	0.0848227128	-0.049180525	0.0288672573	-0.0906749215	0.002500327	0.1452505133	0.00647644	0.0115834099999999	0.000134175387228	4.19442750736e-05	0.00134319	0.03774459	1.8041593761e-06	0.0014246540742681	-0.00383591	-0.03097791	0.0009596309079681	1.47142055281e-05	-0.00134019	0.00066368	1.7961092361e-06	4.404711424000001e-07	-0.00042921	0.00060365	3.643933225000001e-07	1.842212241e-07	-0.000219832	0.0003114879999999	9.702477414399997e-08	4.8326108224e-08	0.0	0.0	0.0	0.0	0.0
73252.35940244902	274.5220597489679	5365908158.02556	75362.36128881588	98319.03439331056	-92.35670280456544	8529.760552930824	9666632524.032986	73328.55824859747	250.9129886921437	62957.32789442384	5377077454.817952	77944.91744474086	69094.50426664806	1.123169	18.179203	0.09960214	0.0551661	-0.1762530221	-0.1730327661	0.0096478059	-0.0260171081	0.0435264866	-0.2225548683	-0.0745775935	0.0591805327	-0.0084769714	-0.0999747228	-0.0351626186	-0.1338809833	-0.0166378199	0.0018357065	0.1701459142	0.090742453	0.0132559262	-0.0874327018	-0.0427237905	0.0088083329	-0.2344819543	0.0442385429	0.1878219915	0.0419378697	-0.172470411	-0.1960674656	0.0901344543	-0.1001915533	-0.0899143964	0.109208156	-0.0668804255	-0.1358598351	-0.0265353745	0.0480853608	-0.0453674154	-0.1947514088	0.0084691221	-0.1388738364	0.0215500796	-0.0785876688	-0.2071899026	-0.1721379912	-0.0202328145	-0.0598162928	-0.07756699	0.0650078117	0.0483418601	0.1212720185	0.1722212507	0.0296520187	-0.0895214287	0.1439917206	-0.0102943	-0.01677074	0.0002812577201475	0.0001059726124899	-0.0186086	-0.01995179	0.00034627999396	0.0003980739242041	0.0402401	0.04407601	0.00194269465752	0.00161926564801	-0.00144782	-0.00010763	2.0961827524000003e-06	1.1584216900000013e-08	-0.000476346	-4.713599999999998e-05	2.2218024959999972e-09	2.26905511716e-07	-0.000441138	-0.000221306	4.8976345636e-08	1.94602735044e-07	0.0	0.0	0.0	0.0	0.0
73435.50250410559	183.14310165657665	5392773028.0304985	33541.39568439116	99073.86980247498	754.8354091644142	569776.4949284085	9815631677.637762	73540.32433927945	211.76609068198013	44844.87716272863	5408179303.926418	78254.13934056007	70516.93366815476	1.152737	18.657778	0.045116165	0.0272964	-0.1234137712	-0.0479950455	-0.1371730401	-0.0207897134	-0.02909829	-0.1300161323	-0.0503222198	0.0599370028	-0.1799566363	0.0382572959	-0.0617595217	-0.1446219692	0.1102620373	-0.0437813905	-0.0192484325	-0.0468433391	-0.082203471	0.136131585	0.1008761361	-0.1066517337	-0.0224344836	0.0459292703	-0.095119239	0.0752103379	0.0876439439	-0.0405496833	-0.1726462051	-0.0969389558	0.0423942068	-0.0984246934	0.1175046635	0.0123473817	0.0009204804	0.1131134358	-0.1862607817	-0.0621512854	-0.0468240019	-0.0208270161	0.0339754961	-0.026899187	-0.0544721013	0.1176734225	0.1126403511	-0.0467709749	-0.0718850928	-0.1046137182	-0.0981273375	-0.1250108258	0.0908959251	0.089490143	0.0167819975	0.1425574961	-0.0102886	5.6999999999991086e-06	3.248999999998984e-11	0.00010585528996	-0.0185035	0.0001051	0.00034237951225	1.1046010000000071e-08	0.0368791	-0.003361	1.129632100000002e-05	0.0013600680168099	-0.00174339	-0.00029557	3.0394086921e-06	8.736162489999999e-08	-0.00035861	0.000117736	1.3861765696000004e-08	1.286011321e-07	-2.15567e-05	0.0004195813	1.7604846730969e-07	4.6469131489e-10	0.0	0.0	0.0	0.0	0.0
73291.84448243868	-143.65802166690992	5371694467.637978	20637.62718925036	98393.77687263487	-680.0929298401024	462526.3932184945	9681335327.261858	73526.12197032783	-14.202368951620883	201.70728383796487	5406090611.995525	78189.68191586212	69949.6159042762	1.171602	18.963118	0.0355451049999999	0.0188199	-0.1333664161	-0.1148043358	0.0572226051	-0.071219329	-0.009451869	-0.1631574969	-0.0432127188	0.1046430051	-0.0689428794	0.0500045639	-0.0033055084	-0.0011650889	0.1118090999	0.0282749782	0.2290032894	-0.0904224956	-0.1133952412	-0.1102441316	-0.0002990764	-0.0722758156	-0.1394207713	0.2248363347	-0.0466861759	0.0184614824	-0.1316330752	0.0066735502	0.0662789814	0.172952583	-0.0633987697	-0.0638951998	0.073917503	0.0206931447	-0.00413527	0.2370426338	0.0520551184	-0.1175406596	-0.0035596269	-0.1089905165	0.1524190269	-0.1119605379	0.0235935672	-0.0156918384	0.0950649997	0.0447200645	-0.1738811668	-0.0429378125	0.0025693269	-0.0787235869	-0.0327129127	-0.1547473659	-0.1514719082	0.1409495873	-0.0181635	-0.0078748999999999	6.201405000999999e-05	0.0003299127322499	-0.00663266	0.0118708399999999	4.3992178675600006e-05	0.0001409168423055	0.0402017	0.0033226	1.1039670760000014e-05	0.00161617668289	-0.00175428	-1.0889999999999943e-05	3.0774983184e-06	1.1859209999999878e-10	-0.000414468	-5.585799999999999e-05	3.1201161639999994e-09	1.71783723024e-07	-0.000204344	-0.0001827873	3.3411197041290005e-08	4.1756470336e-08	0.0	0.0	0.0	0.0	0.0
