global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
74500.50152568633	n/a	5550324727.578791	n/a	101716.91285400392	n/a	n/a	10346330360.549028	73923.69877409042	n/a	n/a	5464713240.442457	79556.91361550723	70917.07658920041	n/a	n/a	n/a	n/a	-0.2636924692	-0.0156640914	0.1243681878	0.1924559852	-0.1053268474	-0.1189145087	0.0386824721	-0.1442249672	0.0437933133	-0.0722247064	0.1563020209	-0.0411510964	0.0075887149	-0.0004408723	0.1253533199	0.0372226557	-0.0023659516	0.1991575616	-0.0396941272	0.0357526598	-0.1122914609	0.005323863	-0.0667662751	0.0993289857	-0.136455768	0.0895393963	-0.1871793873	0.0317594814	0.0454514057	-0.0338158375	-0.0422818084	0.0366564231	-0.163569894	0.0239585379	-0.0592453164	0.0834684694	-0.0740467537	0.1615476697	-0.1624960772	0.0817713017	-0.0763506914	0.2051702669	-0.0197604382	0.1648168212	-0.080121575	0.1499163283	-0.0253224238	0.0684434742	-0.0922168637	0.1920078038	-0.2537638093	0.0276123304	-0.0865494532	0.1157420793	-0.0068661894	0.1377761638	-0.0683632859	0.0278114245	-0.1794498348	0.0889641808	0.0832825955	-0.2370432105	0.0485401844	-0.0856286152	0.1043346279	-0.0275517834	0.1956496152	-0.1771351169	0.0332072148	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0371482	n/a	n/a	0.00137998876324	-0.0423597	n/a	0.00179434418409	n/a	-0.329659	n/a	n/a	0.108675056281	-0.00233466	n/a	5.450637315600001e-06	n/a	0.0007868699999999	n/a	n/a	6.191643968998427e-07	-0.000813067	n/a	n/a	6.61077946489e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74530.92238157011	30.420855883785407	5554858391.047628	925.4284727020412	100615.20564168294	-1101.70721232098	1213758.781680065	10123419606.318148	74140.38750675433	216.68873266391165	46954.00686349217	5496797059.651693	79548.68228149414	67859.76790215664	1.890432	34.904636	0.49223285	0.310443	-0.0893525123	0.0947111954	-0.0630956224	0.0663580129	-0.0088677624	-0.0654746288	0.0053890313	-0.0082560461	0.1783831995	-0.1874882966	0.0775686203	-0.1540405359	0.1240129536	0.017083374	-0.158624561	-0.1525616021	0.0753129327	-0.1630442489	-0.0175220341	0.0764319481	0.1301152966	0.0912387329	-0.1046121712	-0.1379978095	-0.0215950684	0.1149408908	0.0188096101	0.0356487736	0.1309281969	-0.069171991	-0.0255671002	-0.0140092695	0.0415706186	0.1048934721	-0.0304492222	0.027075156	-0.0320248641	-0.0180269268	-0.0843770873	-0.0765238847	0.0646339362	0.1908964093	-0.044493439	0.1117497799	-0.0163325722	-0.1230513968	0.0649603594	0.2847180139	0.1940128406	0.0378775447	-0.0795318324	-0.0497146555	-0.0947856258	0.0518382061	-0.0793473452	-0.1912474166	0.1111697502	0.0754026906	-0.0200837654	0.0378270479	-0.1027893574	0.0832947807	-0.0105269698	0.0417052269	0.0511164509	0.0011969032	-0.031130825	0.0622216141	-0.0158454312	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.123995	-0.0868468	0.00754236667024	0.0153747600249999	-0.0188225	0.0235372	0.0003542865062499	0.00055399978384	-0.0488521	0.2808068999999999	0.0788525150876099	0.00238652767441	-0.00325279	-0.00091813	1.0580642784100002e-05	8.429626969000002e-07	0.000663353	-0.0001235169999999	1.5256449288975297e-08	4.40037202609e-07	0.000166125	0.000979192	9.58816972864e-07	2.7597515625000003e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74345.53043840331	-185.39194316680369	5527257896.167553	34370.17259116337	100875.81956176758	260.61392008463736	67919.61534188174	10175930972.258291	73703.449714067	-436.9377926873276	190914.63467847407	5432198499.754003	78929.68778722426	66965.94797097854	1.493468	27.575151	0.2314775	0.105782	0.0176774723	0.0984686158	0.0368485045	0.0197801483	-0.0815964519	-0.0247564117	-0.0484813557	0.012676739	0.0430842652	-0.0090119205	0.0201948651	0.0062078167	0.0060412235	0.1175781613	0.0712276066	-0.1407983602	-0.0086380672	-0.0258950861	-0.0492226703	-0.0319381223	-0.0317236968	0.0196696918	0.0452898927	0.0642984932	0.0031040976	0.0550311281	0.0494014879	0.1130725722	-0.018162183	-0.1458607519	-0.003173149	0.0244431608	-0.0374449767	-0.0767715485	0.0082664841	0.0390951439	0.0070624021	0.0610042765	-0.0742183163	0.0376084907	0.0196358074	0.005179385	0.0529279434	0.0624986801	-0.0865021571	0.0328979188	-0.0414119017	0.1109640741	-0.0733505619	0.1541462517	0.0377281969	-0.022310323	-0.0226235078	-0.0410557247	0.0874299147	0.0209264129	0.0045520575	-0.114975118	0.0630268504	-0.1209525524	0.0641571482	-0.0207433409	0.048183908	0.1507017614	-0.1047158294	0.0576128621	0.1783088269	0.0297658706	-0.046235286	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.123273	0.000722	5.212840000000006e-07	0.0151962325289999	-0.0250731	-0.0062506	0.00062866034361	3.907000036000002e-05	0.0112846	0.0601367	0.00361642268689	0.00012734219716	-0.00217263	0.00108016	4.7203211169e-06	1.1667456256000002e-06	-0.00054889	-0.001212243	1.469533091049e-06	3.012802321e-07	-0.000828836	-0.000994961	9.89947391521e-07	6.869691148960001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74484.82803457319	139.29759616988304	5547989607.33994	19403.82029870781	99286.91682128908	-1588.902740478501	2524611.918700091	9857891851.877577	73564.56778525756	-138.88192880943825	19288.19014982988	5411745633.431754	78765.09075030159	67170.1952691381	1.41182	26.067614	0.39959182	0.221684	-0.0711964913	0.0252747631	-0.0954917433	0.0243340817	0.0939823801	-0.1077441083	-0.0059115029	0.0038434524	0.0563640291	0.0666299589	0.0388309978	-0.0565596158	-0.0789654631	0.0378150696	0.0820544435	-0.0318808755	-0.0082633488	0.08228048	-0.1053831886	-0.0329719935	0.0304661768	0.121283737	0.0300182873	-0.0282911035	0.0612324231	0.0673058238	0.0204097132	-0.0206452137	-0.1390057738	-0.1261163111	-0.0090674955	0.1116430892	-0.0101308717	-0.0701793386	0.1029758321	0.0874926878	-0.0878198038	0.0471753285	0.0115151547	0.0352942042	-0.0771044127	-0.0219863533	-0.0913372473	-0.0353926782	-0.0428492617	0.0200969241	0.0053062746	-0.0179431964	-0.0077282414	0.1670617878	-0.0587263838	-0.1122479308	-0.0098248836	0.003304985	-0.0271226326	-0.0109431964	0.008412687	-0.0837377564	0.0469540438	-0.1546133759	0.084045435	0.0591450511	-0.0031171561	-0.0132446062	0.0560208491	-0.1264866903	0.0967468605	-0.0235263314	-0.1061980661	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00537243	0.11790057	0.0139005444063249	2.88630041049e-05	-0.040039	-0.0149658999999999	0.0016031215209999	0.0002239781628099	-0.113435	-0.1247196	0.01555497862416	0.0128674992249999	-0.000948756	0.001223874	9.001379475360001e-07	1.497867567876e-06	-0.000707872	-0.000158982	2.5275276324e-08	5.01082768384e-07	0.000628423	0.001457259	2.123603793081e-06	3.94915466929e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74461.39546231367	-23.432572259524022	5544499414.195066	549.0854426978148	99523.9313720703	237.01455078122672	56175.8972820267	9905012915.75256	73384.19684347983	-180.37094177772812	32533.6766377846	5385240346.362596	78832.93693811753	67782.480353069	1.049912	19.385406	0.182965158	0.0933275	-0.0919380398	0.0072399743	-0.0647865437	0.0660744152	0.0576712085	-0.0261877099	0.0761958708	0.1060107035	-0.025754447	0.1300820513	0.0560986379	-0.0395183571	-0.0344157038	0.0086935044	-0.0117417928	0.177583066	-0.0110986882	-0.0233863924	-0.0471550315	0.0121062804	0.0590964928	-0.1498869167	0.0407750073	-0.1607080196	-0.029177565	0.1228147816	0.0257464837	-0.1445875193	0.0179781738	-0.0587249357	-0.0198905488	-0.0167241249	-0.0536015097	-0.0633161886	-0.0506732223	-0.14186979	-0.0532946431	-0.1204674255	0.0304596564	-0.1427050851	-0.14343429	-0.0305670939	-0.0139392994	-0.0586993327	0.0030988393	-0.0195902254	-0.0150388942	-0.0270887678	-0.0240984969	-0.05182824	-0.1538056586	-0.0276145671	0.0784981047	-0.0627921261	-0.1316621073	-0.0469230518	-0.2279294479	0.0102463711	0.004437845	0.0020937792	0.0205568137	0.0625050589	-0.0127300957	-0.0442574035	-0.0929354273	0.0652688945	-0.0574588659	0.0609417412	-0.0494740075	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0428469	0.04821933	0.0023251037856489	0.00183585683961	0.000380028	0.0404190279999999	1.44421280784e-07	0.0016336978244647	-0.163041	-0.049606	0.0024607552359999	0.026582367681	-0.000515584	0.000433172	2.658268610560001e-07	1.87637981584e-07	-0.000654335	5.353699999999999e-05	2.866210368999998e-09	4.281542922250001e-07	0.00103613	0.0004077069999999	1.662249978489999e-07	1.0735653768999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74451.15372362894	-10.241738684722804	5542974290.779428	104.8932112861476	100104.26949055988	580.3381184895698	336792.3317720139	10020864770.238636	73514.96370677234	130.76686329250515	17099.972535360732	5404449888.808054	78922.58500402114	67988.16768282428	1.036673	19.140957	0.139977778	0.0666666	-0.1391904271	0.0367662106	0.022418417	0.1246183375	0.0035959609	-0.0279283396	0.1121450798	0.004007057	-0.0980758135	0.0892986099	0.1074873291	-0.0092962319	-0.0520001947	-0.0232236773	0.0383648817	0.0951010252	-0.0046801388	0.0736589003	-0.0493495772	0.0058282435	0.0646261386	0.1297701675	0.0273534501	-0.0570303005	0.041329008	-0.0405880153	0.0749462591	0.0036608303	0.018775833	-0.132560265	0.0280234174	-0.0128557607	-0.0766875563	0.0396991996	0.0012123064	-0.1689280478	0.0109638389	-0.0596629684	-0.0311105665	-0.092297018	-0.1334483333	0.0128354159	-0.0333652237	0.0038037716	0.0013717803	0.0869107784	-0.0345287555	-0.0532237508	-0.102139283	0.005904796	-0.0989753334	-0.1513837713	0.0991131892	0.0409436177	-0.04953784	0.0220805615	-0.0052890529	0.0273787667	0.0696222271	-0.0837121399	-0.0877134814	0.0097248832	0.0031725082	-0.0505012179	-0.0722431794	0.0322675193	-0.0019318062	-0.0840454811	0.0221484164	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0571153	0.0142684	0.00020358723856	0.00326215749409	-0.041991	-0.042371028	0.001763244081	0.0017953040137767	-0.200438	-0.037397	0.001398535609	0.040175391844	-0.000401633	0.000113951	1.61309066689e-07	1.298483040100001e-08	-7.1859e-05	0.000582476	3.392782905760001e-07	5.163715881000001e-09	0.00125853	0.0002223999999999	4.946175999999999e-08	1.5838977608999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74376.61024613357	-74.54347749537556	5531880151.705261	5556.730037103562	99081.3568684896	-1022.9126220702748	1046350.2323906844	9817115278.900991	73341.69033681556	-173.27336995677615	30023.66073617781	5379003541.461345	78697.01234166762	67167.78544582207	1.017447	18.785976	0.11800855	0.072118	-0.1400325256	0.0168435201	-0.0702081136	0.0843295107	0.0989956319	-0.087130124	0.0546798114	0.0274263393	0.0380291312	0.1500184614	0.0688284	-0.0493212503	-0.0561771274	0.0111703788	0.0923072719	0.0467330572	-0.064865438	-0.0613724072	-0.0204870798	0.1968524566	0.0107691505	0.0267730755	-0.0283582391	-0.0185469202	-0.0841031727	-0.0467639821	-0.0107745198	0.065438166	-0.0834933406	-0.0078417085	0.0261522877	0.0275366779	-0.0759667219	0.036619611	0.0571530337	-0.0765971449	-0.0046040944	0.0500081459	-0.033319748	-0.0182733929	-0.1644720012	-0.0502313933	-0.0748873642	-0.0093552913	-0.0170559106	0.0500318383	-0.0256046524	-0.0634921052	0.0879950584	0.1045768324	-0.0419683933	-0.0354191239	0.0243172651	0.0663047388	-0.0049216466	-0.0579314944	0.0321262461	-0.0129180533	0.0395135713	0.1279401245	-0.0260115099	0.0633242063	-0.0530962162	-0.0334683769	0.0448685821	-0.0391242982	0.0928815907	-0.0630935103	0.0889857545	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.101802	0.0446867	0.00199690115689	0.010363647204	0.0116799	0.0536709	0.00013642006401	0.00288056550681	-0.211853	-0.011415	0.000130302225	0.044881693609	-0.000279682	0.0001219509999999	7.8222021124e-08	1.4872046400999993e-08	-0.000114627	-4.2768e-05	1.8291018239999994e-09	1.3139349129e-08	0.00125853	0.0	0.0	1.5838977608999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74549.05573177301	172.4454856394441	5557561710.498999	29737.44551742372	99534.94469604491	453.5878275553114	205741.9173063469	9907205215.64472	73445.54000810519	103.84967128963036	10784.754226964274	5394247347.08218	78933.27129408892	68183.7223577099	1.186093	21.89982	0.1287181849999999	0.068972	-0.1318397388	0.0367659276	-0.0644512439	0.1083323043	0.0273897883	-0.0938337255	0.0452151505	0.1477554902	0.0387179173	0.1064733586	0.0968594108	-0.0169154106	-0.0184763675	0.0482050512	0.145039006	0.0945975712	-0.0235950546	0.1160821541	0.0024348351	-0.0141190419	-0.0274728537	0.1199232227	0.1138781977	0.0599612566	0.0715057726	-0.0514225421	0.0011096046	-0.0339276648	0.0925205498	0.1593125443	-0.0913406151	-0.0048440415	-0.0170917336	0.0494724427	0.051206518	0.0507073562	0.2457854425	-0.0455140128	0.1265835452	0.1333875576	-0.1460555811	0.0093446334	-0.0060217284	-0.0406938954	-0.0215353131	-0.0043277919	-0.0422024982	-0.0918088615	-0.0458343236	0.0194608449	-0.0856526519	-0.0799940919	0.0516254733	-0.0477136755	-0.0617148735	0.1737318595	0.0273778849	-0.0049900248	0.0809831958	-0.0909764855	-0.0476588052	-0.0572078973	0.0540633067	-0.114816962	0.0674337999	0.0065043896	-0.0068217841	0.170649899	0.1426318766	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.116269	0.0144669999999999	0.0002092940889999	0.013518480361	-0.0484244	-0.0601043	0.00234492251536	0.00361252687849	-0.233205	-0.0213519999999999	0.0004559079039999	0.054384572025	-4.41613e-05	0.0002355207	1.95022041769e-09	5.5470000128490014e-08	0.00030575	0.000420377	1.76716822129e-07	9.34830625e-08	0.00125853	0.0	0.0	1.5838977608999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74940.42264974218	391.3669179691642	5616066946.92199	153168.06448068251	99438.48439941408	-96.46029663083029	9304.588826107763	9888012179.652515	73962.31619236311	516.7761842579202	267057.62461617595	5470424216.539099	79534.1648721134	68581.25574873645	1.709578	31.565363	0.230187815	0.195079	-0.1486619142	-0.0628789968	-0.0513282203	0.1003492493	0.0798812795	-0.0825331094	0.1102356814	0.0195835784	-0.1823928664	-0.1279683735	0.2613215151	-0.1023781956	-0.1221080778	-0.0130174193	-0.0895131444	0.1074264036	0.001158654	0.019220551	0.0313852561	-0.125998015	0.0024100329	-0.0057542421	-0.0131044101	0.0619968901	0.0079700854	-0.1116205147	-0.0400530185	0.042748269	-0.1229103432	0.1378530505	-0.0483856265	-0.108140354	0.1132468753	-0.0924433584	-0.0664777641	0.0705043901	-0.0054312056	-0.095268559	-0.0258181897	0.0109636246	-0.054651954	0.234755325	-0.1822959097	-0.1040958739	0.0320210802	-0.0482051584	0.0119373283	0.0020947213	-0.2236381581	-0.0295952467	-0.0241196814	-0.0686823496	0.0483852012	0.0644655502	0.1848853361	0.0141175635	-0.016593701	0.0254966455	0.0278625047	0.0039519678	-0.0648110417	0.0231377175	-0.0122170474	0.0808830305	0.0618886036	0.1038068964	-0.1271624954	-0.0059945022	-0.0803392123	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.10247	-0.0137989999999999	0.0001904124009999	0.0105001009	-0.0558429	-0.0074185	0.00311842948041	5.503414225000002e-05	-0.423954	-0.190749	0.036385181001	0.179736994116	0.000193351	0.0002375123	3.7384609201e-08	5.641209265129e-08	0.000425844	0.000120094	1.4422568836e-08	1.81343112336e-07	0.00126535	6.820000000000047e-06	4.6512400000000626e-11	1.6011106224999995e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75375.56946157751	435.1468118353369	5681476471.657097	189352.74785045805	99944.95170898436	506.46730957027467	256509.13566335244	9988993372.111216	73961.36490791607	-0.9512844470445998	0.90494209918895	5470283499.041919	80220.69452981387	69264.77759104421	1.611302	29.750826	0.38373215	0.171591	-0.1560846081	-0.1083805172	-0.1340615988	0.0477646249	0.0505159767	-0.0252983251	0.1560325975	-0.0115410844	-0.0858663415	-0.0779972729	0.2104962805	-0.070613505	0.0105586232	-0.1784485145	-0.0847598858	0.0434358048	-0.1090074128	0.0991063976	-0.0351606119	-0.0411315819	-0.0752630372	0.0135565393	0.0532413055	-0.0258916031	-0.0530291767	-0.0896934793	-0.1800242169	-0.0498006911	-0.070917353	0.1266915094	0.00306489	0.2134448497	0.0838158946	-0.0027521199	-0.1546030137	-0.0835216749	0.008924878	-0.0283389995	0.1267557259	-0.0078325447	-0.1453522597	0.3018701632	-0.1063269486	-0.2921745554	0.2258725562	-0.1154962548	0.384788436	-0.1061622386	0.2236124664	-0.1691346358	0.2578879567	-0.056450226	-0.1289411852	-0.2519634614	0.0805611179	0.0032516347	-0.0108958495	0.0652576561	-0.0794083553	0.0137903671	0.0979685586	-0.0254208622	-0.0242042629	-0.1664324908	-0.0682971716	0.0675496815	0.1104959215	0.0389890952	0.0522596466	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0489433	-0.0535267	0.00286510761289	0.00239544661489	0.0326046	0.0884475	0.0010630599411599	0.0078229602562499	-0.323405	0.100549	0.010110101401	0.104590794025	0.00218015	0.001986799	4.7530540225e-06	3.947370266401e-06	-0.000313716	-0.00073956	5.469489936e-07	9.841772865600001e-08	0.00116753	-9.781999999999998e-05	9.568752399999997e-09	1.3631263009e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
