global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
75459.78098514056	n/a	5694178546.325381	n/a	105297.69649707468	n/a	n/a	11087604887.590054	74368.64788358567	n/a	n/a	5530695788.032751	78192.46224067673	72761.91580444072	n/a	n/a	n/a	n/a	-0.379534289	0.0973205946	0.0217587623	0.0761950044	0.3695532948	0.0052895415	0.132991636	-0.1104911637	0.0059155113	-0.2707063758	0.0859267531	-0.0394296121	0.1751337245	-0.0751031358	0.2718778387	-0.1908878817	0.1668855846	0.1094223035	-0.0728026537	0.1162919291	-0.0921696241	0.0850551328	-0.0479376683	0.0612717288	-0.1415259349	0.0381753138	-0.0351858124	0.0446886599	-0.0136614094	-0.0280432381	0.041974013	0.0549346622	0.1066503174	-0.0469976741	0.0206105544	-0.0383181992	0.0632479356	-0.0017544727	0.0188978578	-0.0816986828	0.0935837996	-0.0007424688	0.0067626033	-0.0216612674	0.0908395682	-0.2670859112	0.0818124929	0.2751210987	0.0813929676	-0.0725695359	0.2423696113	-0.0202507374	0.1517177992	-0.060754682	0.0549620312	-0.0978534584	0.1215363365	-0.1769562416	0.1345187475	-0.0373864477	0.0444290435	-0.0573623537	0.0105841252	-0.0362048516	-0.002060532	-0.0081417315	0.0648935823	-0.0492730133	0.0075189994	-0.0087001449	0.0498602942	-0.0037982838	0.0628256919	-0.0774640079	0.0029199744	-0.0049731581	0.0895369793	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0980189	n/a	n/a	0.00960770475721	-0.149453	n/a	0.022336199209	n/a	0.644082	n/a	n/a	0.414841622724	-0.00197728	n/a	3.9096361984e-06	n/a	0.000952004	n/a	n/a	9.06311616016e-07	-0.000991871	n/a	n/a	9.83808080641e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74944.16496433741	-515.6160208031506	5616627862.201819	265859.880908875	103285.74129852158	-2011.9551985531	4047963.720984843	10667944355.585123	74441.04474012186	72.39685653618653	5241.304836321175	5541469142.000824	78319.32919059652	72293.81829504421	2.107686	41.252647	0.47188845	0.337418	-0.1319679265	0.054264826	-0.1803873664	-0.0805532286	0.0455482312	0.021896659	-0.0566252903	-0.1354261826	0.2449868082	0.0760899486	0.0096808142	-0.0640135275	-0.0064190389	-0.1795130976	0.0370581599	0.0424353094	-0.0226451815	-0.0244307836	-0.1625708584	-0.1074854069	-0.0108268045	-0.0284512886	-0.0915520012	0.0306645039	-0.1612040104	-0.0034006593	-0.0147409186	-0.0404026726	0.0942251189	-0.0439261719	-0.0029278062	-0.039768446	-0.072913281	-0.0195656099	-0.0476293858	0.0046434144	-0.068667185	0.0312579791	-0.0874846942	0.1419808804	-0.0291301193	-0.0215557059	-0.134459193	0.0408528692	0.0641310147	-0.132446369	0.0783820001	-0.0244257556	0.1074808132	0.0823440424	0.0306797072	0.1684171631	-0.0175393222	0.1368101795	0.046699738	-0.0970222672	-0.031618076	-0.0456991069	0.008278405	-0.0116648599	-0.0201769851	0.0070570544	-0.038787378	0.0202866866	-0.1099226047	-0.0874177087	-0.0196590473	-0.0340817838	0.1815817461	0.0980796704	0.0058151356	0.0765999073	-0.0753735641	0.0815090295	0.1144901495	-0.071147962	-0.0258374223	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0992756	-0.0012566999999999	1.579294889999999e-06	0.00985564475536	-0.0854804	0.0639726	0.00730689878416	0.00409249355076	0.331092	-0.31299	0.0979627401	0.109621912464	-0.00112785	0.00084943	1.2720456224999997e-06	7.215313249000004e-07	0.00059846	-0.000353544	1.24993359936e-07	3.581543716e-07	-0.00166228	-0.0006704089999999	4.494482272809998e-07	2.7631747984e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75118.26044194242	174.09547760500573	5642753051.823491	30309.23532251505	103194.98987528028	-90.7514232412941	8235.820820320496	10649205935.3592	74597.16590311115	156.12116298929325	24373.817533129462	5564737160.776289	78830.37374508908	73133.207706196	1.36672	26.750101	0.24136057	0.137812	-0.1448103565	-0.0168113524	0.0538770307	0.0033228181	0.0642595664	0.0560681242	-0.0312120143	-0.1116395733	-0.0568373788	0.1221131107	0.1519515541	-0.166507159	0.1574673927	-0.0650857379	0.0151032175	-0.0235405908	-0.0670249724	-0.072740553	0.0875919453	-0.037218376	-0.0257314872	-0.0360758627	-0.0614503445	-0.0367030178	0.024142705	0.0369000368	0.1410299578	-0.0910008764	0.0066766422	0.0203894923	0.1166487472	0.0936263503	0.0951540323	0.0088801852	-0.0952984256	-0.0403636913	-0.0626407808	-0.016723842	-0.0212190338	0.0307974646	0.0840043138	-0.0996842988	-0.0767890127	-0.1594448988	-0.0504682133	-0.0365274585	0.1741895291	0.0868839912	-0.1005077693	0.0577861203	0.0704645485	0.0826243115	-0.1169837855	0.0399795651	0.0873946526	0.0242551949	0.0773450392	0.1996683195	-0.1294250671	-0.0445438006	0.1015542226	-0.1101780562	0.1195199802	-0.0064817819	-0.0958685365	-0.0436020813	0.0951360704	-0.0600881441	0.0818949817	-0.0209769764	0.0267933273	0.0284733625	-0.0608801854	0.0415364591	0.0478244242	-0.0406204956	-0.0705247092	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.075932	0.0233436	0.00054492366096	0.005765668624	-0.0697773	0.0157030999999999	0.00486887159529	0.0002465873496099	0.237872	-0.09322	0.0086899684	0.056583088384	0.000187549	0.0013153989999999	3.5174627400999995e-08	1.7302745292009997e-06	5.01716e-05	-0.0005482884	3.0062016957456e-07	2.5171894465599997e-09	-0.00198047	-0.0003181899999999	1.0124487609999993e-07	3.9222614209e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74876.57285410615	-241.6875878362625	5606501162.3762665	58412.89011411112	102845.42703370236	-349.56284157792106	122194.18021203074	10577181861.744596	74252.5699605336	-344.5959425775509	118746.36364091074	5513444145.743937	78295.66192380938	72986.22244111096	1.090576	21.345274	0.1097331199999999	0.0530044	-0.0898291246	0.0029849737	-0.1017332944	0.0808508829	0.0160960256	0.0844208538	-0.068623896	-0.151989423	0.0226911284	0.1157858021	0.0420500418	-0.0077029593	0.0849454505	-0.0666587496	0.0887894636	-0.0016842635	-0.1263895301	-0.0389319115	0.0848175095	0.0789346632	0.0218043487	-0.1177202624	-0.0244451092	-0.0976242102	0.0471342463	-0.0315391331	0.0046289164	0.0712110778	-0.1319412181	0.0230949768	-0.0039655625	-0.0679391239	-0.0375429073	0.12813728	0.0021272746	0.0184134637	0.0535301302	0.1251611151	0.0247163763	0.0825894367	0.1037334842	-0.1009011255	0.0784541404	0.0717346635	0.1359481446	-0.0901293872	0.0158649409	0.0754541383	0.0156894097	0.0802651867	-0.0665545929	0.0450849806	-0.1953495764	-0.0063104327	0.032115049	0.0724519199	0.0412470435	0.0340220465	-0.1287412456	-0.0431058566	-0.0473482725	0.0275529697	-0.0601323926	-0.1961934009	0.0948583843	0.0218673381	0.0196818829	0.0018745931	0.0744368465	0.0477965576	-0.0185298502	-0.0728163024	0.0007275898	0.1466940505	-0.1137656738	0.0248824101	0.0094552191	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0518992	0.0240328	0.00057757547584	0.0026935269606399	-0.0805788	-0.0108015	0.00649294300944	0.00011667240225	0.267294	0.0294219999999999	0.0008656540839999	0.071446082436	0.000140787	-4.6762e-05	1.9820979369e-08	2.186684644e-09	0.000461126	0.0004109544	1.6888351887936006e-07	2.12637187876e-07	-0.00152865	0.0004518199999999	2.0414131239999974e-07	2.3367708225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75124.16796938282	247.59511527666476	5643640613.092044	61303.34110886489	104859.30084255886	2013.8738088565003	4055687.717998189	10995472973.190266	74220.85167212888	-31.71828840472153	1006.0498193250924	5508734822.936155	78859.63798771893	74281.64737182354	1.103412	21.596512	0.1674251999999999	0.114729	-0.0627519805	-0.1526307751	-0.0167624358	0.0140380198	-0.0479590536	0.099623433	0.0990930872	0.0193747973	-0.0181023847	-0.0363333881	0.0842521825	0.0072370288	0.0381243232	0.1042035913	0.1353439932	-0.054043585	-0.1117046433	0.0243104606	0.0851113219	-0.0161916504	0.1259911626	-0.0431016279	-0.051618202	-0.0665373466	0.0743171414	-0.0228153238	-0.0107333762	0.0159677507	-0.0298843975	0.0552500982	0.0612111847	0.0965652228	0.0729256231	0.0351347938	0.0069794824	-0.0429537249	0.0834934942	-0.0288173661	-0.0188561605	0.0178981663	0.0002756619	-0.0063085917	0.0565751381	0.0945843573	-0.0075267687	0.0735407799	-0.0054853628	0.1463756156	0.0552312953	-0.0444974453	-0.0147942041	0.0638134227	-0.1189681701	0.0497731758	0.1733698164	0.0304318386	0.047133827	0.1160476306	-0.0821267163	0.0394484243	-0.037145812	0.052974948	-0.0227792751	0.0365580799	0.006684306	0.0532670701	-0.0039632509	-0.0192982694	-0.0512232763	-0.0651023573	0.0431789909	-0.0466390853	0.0094130118	0.0212432119	-0.0668145319	0.1133638569	0.0039690637	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0518911	8.099999999996998e-06	6.560999999995137e-11	0.00269268625921	-0.0260083	0.0545705	0.00067643166889	0.00297793947025	0.168213	-0.0990809999999999	0.0098170445609999	0.028295613369	0.000236241	9.5454e-05	5.5809810081e-08	9.111466116e-09	0.000589714	0.0001285879999999	1.653487374399999e-08	3.47762601796e-07	-0.00147738	5.127000000000018e-05	2.628612900000018e-09	2.1826516644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74919.36358373037	-204.8043856524455	5612911039.791184	41944.83638247562	103151.15900889854	-1708.1418336603238	2917748.523900453	10640161604.87907	74182.86880308346	-37.98286904541601	1442.6983409212216	5503098023.855494	78172.93869680453	72743.29895995039	1.131849	22.153095	0.0869655999999999	0.0630617	-0.053985979	0.0513953402	-0.0858773633	-0.0390125476	0.0307389082	0.0564120588	-0.121537974	-0.0568966408	0.1357288881	0.027121021	-0.0447991173	0.0885968348	-0.051109293	-0.1676886105	0.0368760104	-0.0669388029	0.0865842791	0.0242929631	0.0348376885	0.0616641193	-0.0324002448	-0.0545275853	-0.0172833632	-0.0586751295	-0.0546682268	0.1162832358	-0.0276533475	-0.0815345098	0.1414891011	-0.0767255541	0.0621364291	-0.0228749265	-0.0982638871	0.0135559428	0.038386232	0.0532798714	-0.0636960675	-0.0120046985	0.0280320198	0.0459766767	-0.057834749	-0.0301467818	-0.0259923762	0.0611334137	-0.0615453337	-0.0992129894	-0.0777232098	-0.0628465344	0.1203725049	0.0109000522	-0.0197852848	0.0448535469	-0.0115088555	-0.0221829201	0.0459835064	0.160875321	0.0493802726	-0.0315775976	-0.0763526839	0.023937506	0.049099761	-0.149121053	0.0255693373	0.1207323178	0.0112020782	0.0326718738	0.0862396926	0.0269247028	0.0928679721	0.0186605984	-0.0793523161	-0.0865631048	0.0730482928	0.0742891984	0.1362087573	-0.0470182615	0.0846867423	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0518972	-6.099999999994998e-06	3.7209999999938976e-11	0.00269331936784	-0.0250277	0.0009806	0.00062638576729	9.615763600000032e-07	0.223216	0.0550029999999999	0.0030253300089999	0.049825382656	-0.000112329	-0.00034857	1.2617804241000001e-08	1.2150104489999998e-07	0.000461126	-0.0001285879999999	1.653487374399999e-08	2.12637187876e-07	-0.00161974	-0.00014236	2.0266369600000003e-08	2.6235576676e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75170.42860054133	251.06501681095688	5650593335.989082	63033.64266628606	103997.6519080192	846.4928991206543	716550.2282616902	10815511602.381529	74132.31585810562	-50.552944977840525	2555.6002459325714	5495600254.485938	78215.68957214941	72710.35230836806	1.195489	23.398682	0.16921411	0.073908	-0.1759461244	0.0410951366	0.0667048138	0.0715242496	0.1310956166	-0.124795531	-0.0354119314	-0.006677389	0.0109392861	-0.2181085844	0.0898349129	0.1120826664	0.0177245077	-0.1091542866	0.1297272027	-0.0850726917	0.0010594209	-0.0677615327	-0.0186569466	0.0689414971	0.0543786532	-0.0175509187	-0.0277876568	-0.0816184842	0.113251088	0.1802778611	0.1196425634	0.0572481814	0.0466303822	-0.055324427	0.0513352651	-0.0543108841	0.1146753153	0.0369212877	-0.0377184155	-0.0646192637	-0.1994744567	-0.0462534504	-0.164037785	0.0757977535	-0.0564744675	0.0794792943	-0.0480456108	-0.0186985306	-0.0038455221	-0.134289889	-0.0936501577	0.0024650055	0.0582187577	0.0062784637	0.1752183953	-0.0135265073	-0.0213870365	0.0728688995	0.1487733093	0.0983165496	-0.0231664495	0.1487404254	0.0100384726	-0.0051993818	0.2675767907	0.0096080662	-0.0795905931	-0.008538107	0.0296188565	-0.019070554	0.0118751777	0.0065183417	0.0196306564	0.0723347681	-0.0034668376	0.0302520313	-0.1244542793	0.0073758558	0.0509379777	0.1227599857	-0.0120065547	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0254334	0.0264638	0.0007003327104399	0.0006468578355599	-0.00294764	0.02208006	8.6885815696e-06	0.0004875290496035	0.239078	0.015862	0.000251603044	0.057158290084	0.000614731	0.00072706	3.77894202361e-07	5.286162436e-07	0.00116382	0.000702694	4.93778857636e-07	1.3544769924000002e-06	-0.000953329	0.0006664109999999	4.4410362092099996e-07	9.08836182241e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75279.65276733763	109.22416679629532	5667026120.770924	11929.918612344942	103598.5115107378	-399.1403972814005	159313.05674195423	10732651587.24047	74267.60154519018	135.28568708455714	18302.21712994071	5515676639.275134	78149.17837167106	73368.60256542757	0.981184	19.204212	0.06659326	0.0332311	-0.1521674927	0.0448348137	0.0700965885	0.0989501144	0.123390122	-0.1018062392	0.0068538064	-0.0893824993	0.0764184595	-0.0268016068	-0.0252297402	0.0191837469	0.003114642	-0.0785661216	0.1215469658	-0.1227691044	-0.0627239567	0.0086744136	0.0527281169	0.0602531371	-0.0420612084	0.0405674484	0.0784120709	-0.0232972045	0.0721763842	0.0557057019	-0.0175783024	-0.0886322002	-0.069385666	0.0625606225	-0.100277222	-0.0888349552	0.0311756201	-0.038807462	0.1022545292	0.0803159315	-0.0267663201	0.0663848388	-0.0373749906	0.0814543256	-0.054695062	0.0563220702	-0.0640546231	-0.0868354584	-0.0699503519	-0.1368265661	-0.0052438739	0.0165097015	0.0967296007	-0.044132747	0.1190543583	-0.1043546179	-0.1476505391	-0.0112371865	0.0119806161	0.0070612663	-0.1292991334	-0.0664700134	0.0288403223	-0.0425822679	0.0077195646	-0.0399940771	0.0146890499	-0.0367364619	0.1562094725	-0.0189710059	0.0293454863	0.0710535581	0.0295038195	-0.0452503032	0.0036018952	-0.0178752056	-0.0704530914	-0.0703975337	0.0083556716	-0.007834616	-0.1236543493	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0136797	0.0117536999999999	0.0001381494636899	0.0001871341920899	-0.0159392	-0.01299156	0.00025405809664	0.0001687806312336	0.246036	0.0069579999999999	4.841376399999989e-05	0.060533713296	0.000622461	7.730000000000063e-06	3.874576965210001e-07	5.975290000000098e-11	0.000650491	-0.000513329	2.635066622410001e-07	4.23138541081e-07	-0.00113007	-0.0001767409999999	3.1237381080999964e-08	1.2770582048999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75375.37803157888	95.72526424124952	5681447613.403423	9163.326214057046	103527.80288326794	-70.70862746985222	4999.70999867034	10718005969.836782	74487.32817115953	219.72662596935697	48279.790159877695	5548362058.078016	78590.58294783169	73703.58900481321	1.161321	22.729935	0.228401	0.14168	-0.0767016071	-0.0361223363	0.051761402	-0.1426885901	0.0170362694	-0.0339604716	-0.0103369138	-0.0342023499	0.2028948179	-0.0204512669	-0.0019354546	-0.0680412782	0.0231661522	-0.0698001856	-0.0066577128	-0.0754215986	-0.1271554146	-0.0179966832	-0.069747484	-0.0108953308	-0.1125206419	0.0728042271	0.0313261731	0.0657556485	-0.0169420726	0.1284620973	0.0945337701	-0.0550521578	-0.0194999641	0.0322751379	-0.0217008943	0.0135814124	-0.1012219416	-0.0364518731	0.2109667952	0.0654429326	0.0446618789	-0.0941686573	-0.0587314894	0.0567327675	-0.1083058518	0.0201800144	-0.0696507154	0.0225102155	-0.0230071618	-0.0414629156	0.075631106	-0.0648293718	0.0147030495	-0.1026297215	0.0865240324	0.0374467897	-0.1108254117	0.107542703	-0.0062519756	-0.0362402791	-0.1177728665	-0.0861397088	0.0519651598	-0.0383555259	0.0319116947	-0.1231753563	0.0373052678	0.0348953314	0.0213766872	0.0982029416	-0.0223668759	0.128933172	0.0413732982	0.0014663367	0.0850721319	0.0237341306	0.064335087	-0.098074454	0.0508193708	0.0329620835	0.0933303018	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0365241	-0.0228443999999999	0.0005218666113599	0.0013340098808099	0.0339112	0.0498504	0.00114996948544	0.00248506238016	0.123754	-0.122282	0.014952887524	0.015315052516	0.0010122	0.0003897389999999	1.02454884e-06	1.5189648812099998e-07	0.000461126	-0.000189365	3.5859103225e-08	2.12637187876e-07	-0.00121945	-8.938000000000001e-05	7.988784400000002e-09	1.4870583024999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75335.60099814234	-39.77703343653411	5675452777.751306	1582.2123890111527	103213.52315285172	-314.2797304162232	98771.74895049391	10653031361.624258	74543.4122161189	56.08404495936702	3145.4200990043014	5556720304.822225	78548.86487542736	73526.83085312648	1.290283	25.254049	0.379465545	0.189767	0.0527908889	0.1051064556	0.0923049001	0.0088716806	0.0520715495	-0.1294710799	-0.0258100404	-0.0424278337	0.0400045321	0.1756431516	0.0489471185	-0.1200321699	0.0703164502	-0.0120397925	-0.0918618636	0.0229341764	-0.0712824199	-0.0002288225	0.113922345	-0.2078162301	-0.0426016883	0.0370234236	-0.1062505594	0.1866614855	0.1278089962	-0.1597518088	0.0628108564	-0.0429985482	-0.0220396239	-0.0758763439	0.0363271042	0.0099862689	-0.0599098027	-0.038519915	0.0299228417	-0.1673521763	-0.0275422387	0.0475308755	0.0181103295	-0.0663180992	0.0199493143	-0.0087115296	0.0469286868	0.0880567652	0.012307405	-0.0223444245	0.1243404261	-0.0769435184	-0.1325500644	0.0195114901	0.0864420225	-0.0251811687	-0.0990470693	0.0650547321	-0.0462983308	-0.0970283485	-0.0931717739	-0.0468453046	-0.1497592328	0.0503082042	-0.2823392813	-0.068898995	0.055266776	0.0408409574	-0.0989448746	0.1278629936	-0.0829969161	-0.0882267186	-0.1063634098	0.074522009	-0.014689218	0.1003811673	-0.1291644496	0.0251203878	0.0290269843	-0.0148902187	0.015447043	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.072577	-0.0360529	0.00129981159841	0.005267420929	-0.0892861999999999	-0.1231973999999999	0.0079720255104399	0.0151775993667599	0.0206841	-0.1030699	0.01062340428601	0.00042783199281	0.00239852	0.00138632	5.7528981904e-06	1.9218831424e-06	-9.60309e-05	-0.0005571569	3.1042381121761e-07	9.221933754809998e-09	-0.00161888	-0.00039943	1.595443249000001e-07	2.6207724544e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
