onset	duration	trial_type	identifier	response
4.000416	9.970281	experimental_trial	34.mov	n/a
16.00071	9.968879	experimental_trial	5.mov	n/a
28.00098	9.968873	experimental_trial	30.mov	n/a
40.00132	9.970864	experimental_trial	2.mov	n/a
52.00158	9.973729	experimental_trial	26.mov	n/a
66.00188	9.972513	experimental_trial	47.mov	n/a
78.00216	9.970429	attention_check	f1.mov	Friendly
96.03515	9.975416	experimental_trial	32.mov	n/a
108.0354	9.966053	experimental_trial	43.mov	n/a
120.0357	9.972447	experimental_trial	8.mov	n/a
132.036	9.970976	attention_check	n2.mov	Neutral
148.06	9.976161	experimental_trial	37.mov	n/a
160.0603	9.968981	experimental_trial	17.mov	n/a
172.0605	9.966837	experimental_trial	21.mov	n/a
184.0607	9.969837	experimental_trial	24.mov	n/a
196.061	9.968246	experimental_trial	9.mov	n/a
208.0613	9.971268	experimental_trial	7.mov	n/a
220.0615	9.964904	experimental_trial	41.mov	n/a
232.0618	9.970283	experimental_trial	31.mov	n/a
246.0622	9.969132	experimental_trial	38.mov	n/a
260.0625	9.96789	experimental_trial	39.mov	n/a
272.0628	9.967862	experimental_trial	14.mov	n/a
284.063	9.966796	experimental_trial	49.mov	n/a
296.0633	9.965137	experimental_trial	36.mov	n/a
310.0636	9.966441	attention_check	a2.mov	Adversarial
326.0985	9.976402	experimental_trial	27.mov	n/a
338.0989	9.968026	experimental_trial	6.mov	n/a
350.0992	9.967334	experimental_trial	42.mov	n/a
