global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
65644.68073121745	n/a	4309224108.303472	n/a	121566.7342254568	n/a	n/a	14778470870.242851	63093.69745491465	n/a	n/a	3980814658.532303	79031.50078585332	69177.99903902094	n/a	n/a	n/a	n/a	-0.076476415	-0.0857741637	-0.1082826972	0.1482580083	-0.1586170422	0.0078132797	-0.0852851267	0.084115158	0.2110113342	-0.2309880857	0.0603794701	-0.0143686098	0.1351894672	-0.1205005384	-0.0679162793	-0.0732780958	0.058449104	-0.2861584038	-0.0233030635	0.1027764638	-0.034794929	0.0215237654	-0.0945683725	0.0321741976	-0.1216820573	0.0855593408	-0.2335270936	0.0711934588	-0.1160960762	0.0152720061	0.1509372278	-0.2190771614	0.0153946537	0.0236576371	-0.0256362882	0.0671542243	0.0288023073	-0.0609851099	-0.1410539188	0.027668955	-0.0969499624	-0.1742558149	-0.1763223663	0.1459200396	-0.0723140995	0.0065372369	-0.1430194102	0.0912740732	-0.204183669	0.1180764175	-0.0883771126	0.0549101547	-0.0326278009	0.0090568051	-0.1029457798	0.0686757755	-0.0008868204	0.2323080156	-0.119445568	0.1560232067	-0.0107443057	0.1490484942	0.0514043	n/a	0.00264240205849	n/a	-5.69661e-05	n/a	n/a	3.2451365492100003e-09	0.0578639	n/a	n/a	0.00334823092321	-0.00092467	n/a	n/a	8.550146089e-07	0.000382037	n/a	1.45952269369e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65478.40308243464	-166.27764878280868	4287421270.225786	27648.25648473908	120735.24387779148	-831.4903476653271	691376.1982606066	14576999114.229784	62995.091164475496	-98.60629043915104	9723.200514170212	3968381510.8205786	79165.86733546402	68471.66274739282	1.181367	20.867435	0.0814586642	0.0499427	0.0615536128	-0.0972308752	0.0428522911	0.2569015459	-0.0466869895	-0.0222809022	-0.0234143918	0.0683314729	-0.0676720934	-0.204566995	0.0106147109	-0.1809111345	-0.0595741617	-0.2419812751	-0.0129727212	0.1347710211	0.0895952857	-0.0524944959	-0.0614953798	0.1177886493	0.096920178	-0.0041990412	-0.0898758948	0.0314988077	0.0241295995	0.0571649097	0.1148740511	-0.1310620473	-0.0681692659	-0.1109703703	-0.1263759147	0.0556050122	-0.0358783983	0.2626362257	0.0958169922	0.0971832258	0.1291043412	0.0027911687	-0.0411323832	-0.1390438029	0.1288635003	0.0062311422	-0.0921977703	0.1803490033	-0.0621482703	0.012562044	-0.0678996589	0.1712300335	-0.0026742373	0.1109587393	-0.0310848283	-0.0756399189	-0.0242273951	-0.1001914821	-0.2201326844	-0.0723955225	0.0417236478	0.0034071564	0.0480286227	-0.0023212988	0.0707220952	0.1488669016	0.0550343	0.00363	0.00302877417649	1.317690000000001e-05	-7.433029999999998e-05	-1.736419999999998e-05	3.0151544163999926e-10	5.524993498089997e-09	0.0503152	-0.0075487	5.698287169000008e-05	0.0025316193510399	-0.000445813	0.000478857	2.293040264490001e-07	1.98749230969e-07	0.000595052	0.000213015	3.54086882704e-07	4.5375390225e-08	0.00071338	0.00071338	5.089110244e-07	5.089110244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65502.321886328624	23.91880389398284	4290554172.500206	572.1091797188087	120293.25169482308	-441.9921829684026	195357.08980517392	14470466403.314054	62907.97534932544	-87.11581515005673	7589.165249258855	3957413362.551337	78920.2690040597	67418.6744679496	1.255649	22.179541	0.0820667197	0.0436547	0.1502922462	-0.1377359384	0.0289360882	0.0037603552	-0.1281343575	-0.1709559339	0.2153225258	-0.0268163975	0.0090828492	-0.1657149173	-0.0790254126	-0.0773480567	-0.0722837469	-0.1427697116	0.133324905	-0.0657270998	0.0794343013	-0.1241511269	-0.1729755291	0.1743596357	0.0889624999	-0.0566053627	-0.0162853923	0.0860810877	0.2466640121	0.0160244123	0.1030952412	0.0207535956	0.0946916517	-0.073446335	0.0113395929	0.1079048705	-0.11105204	0.1766244881	0.0333998068	-0.0855024018	0.051572663	-0.0448411066	0.0975935822	0.0191240461	-0.051390885	0.1159080136	0.0346360255	0.1801266289	-0.0194460151	0.2014584216	-0.2257285659	0.1515072932	-0.1175155891	0.026553912	0.1130089567	-0.092699426	-0.1280216893	-0.0995679557	-0.1775557142	0.0309139664	0.0753761127	-0.1018511295	-0.0253936983	-0.1795635023	-0.0065525701	0.1485039376	0.056716	0.0016817	0.003216704656	2.8281148900000043e-06	-0.0215713	-0.0214969697	0.0004621197062827	0.00046532098369	0.0655839	0.0152687	0.00023313319969	0.00430124793921	-0.000946549	-0.000500736	2.50736541696e-07	8.959550094009999e-07	0.00042242	-0.0001726319999999	1.784386564e-07	2.9801807423999996e-08	0.000514361	-0.000199019	3.9608562361000016e-08	2.64567238321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65575.8950151322	73.57312880358222	4300198007.035641	5413.0052819485	120441.61032663863	148.3586318155576	22010.28363418418	14506181498.073866	63002.45775829433	94.48240896889185	8926.92560456493	3969309683.585661	78879.5782981727	68027.82931611716	1.145217	20.228891	0.0741956	0.0387794	0.1300556717	-0.0528048764	0.0807883359	-0.0192483684	0.0504802771	-0.0092419214	0.1467134993	-0.0321095119	0.0346933031	-0.0432197517	0.0771463563	-0.0258568609	0.2333689658	-0.0133399426	0.0832511618	-0.0977594778	0.0993810956	-0.0240261098	-0.2086844044	0.0186937975	-0.085224681	0.1706214068	-0.1411737459	0.0725071145	0.1513786429	0.0582947567	0.0220704389	0.0033637899	-0.0074327156	-0.2227746537	0.0716208378	0.0015359014	-0.197633866	0.1069730264	-0.0900872361	0.0096400882	-0.0791541532	-0.0313717816	0.0062718389	0.1368310442	-0.122291132	0.0697313204	0.0585153043	0.0393173873	-0.1014917685	-0.119814614	-0.1398609742	0.1942920891	-0.1579196683	0.1128035496	0.2077058991	0.1288948608	-0.1126773695	0.0425100751	-0.0710413765	0.0580654066	0.0370035242	0.0353593555	-0.0491837935	-0.1489507695	-0.0271582603	0.1479600444	0.0465652	-0.0101508	0.00216831785104	0.00010303874064	-0.015323	0.0062483	3.9041252890000025e-05	0.000234794329	0.0622515	-0.0033323999999999	1.1104889759999994e-05	0.00387524925225	-0.000445813	0.000500736	2.50736541696e-07	1.98749230969e-07	0.000107363	-0.000315057	1.1526813768999998e-08	9.9260913249e-08	0.000240872	-0.0002734889999999	7.479623312099998e-08	5.8019320384e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65617.74357287123	41.84855773902382	4305688271.595083	1751.3017848364102	120373.14231075988	-68.46801587875234	4687.869198373082	14489693389.76645	63041.770632571584	39.312874277253286	1545.5020839391232	3974264844.489765	78950.86563223379	67612.19108328877	1.138942	20.118061	0.07206048	0.0285186	0.1674974032	-0.0018895035	-0.0899322202	-0.0792848261	0.0503566215	0.0522616806	0.0412765205	-0.0720598222	-0.0596687278	0.0441788535	0.1319262248	-0.1049261912	0.01285097	-0.1564160141	-0.0020618897	-0.2019438986	0.0820881031	-0.0381695146	-0.1215213843	0.1775944514	-0.1179868697	0.1127930594	-0.0758420127	-0.0580150045	0.0535071047	0.1556847091	-0.0929067071	-0.1752146697	0.0030137842	0.0312835794	0.1170385398	0.0405841033	0.0256246557	-0.0473323774	-0.0304869258	-0.136877021	-0.1881807545	0.2386218694	0.0603110186	-0.1786468769	-0.0410322275	0.0247213166	0.0407607144	-0.0622592701	-0.0551541946	0.039422664	-0.2201715779	0.2392509898	-0.0408319433	0.0564825648	-0.0807105292	0.1563631436	-0.0681934335	0.0463961767	-0.0974172664	-0.018662769	-0.1113993001	0.0470354375	-0.0137850471	-0.0355009276	0.1067723101	0.1472358847	0.0380838	-0.0084814	0.00145037582244	7.193414596e-05	-0.00351197	0.01181103	0.0001395004296609	1.23339332809e-05	0.0447612	-0.0174903	0.00030591059409	0.00200356502544	-0.000880531	-0.000434718	1.889797395240001e-07	7.75334841961e-07	0.000180926	7.356300000000001e-05	3.2734217476000005e-08	5.411514969000002e-09	0.000418146	0.000177274	3.1426071076e-08	1.74846077316e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65661.75609259929	44.01251972805767	4311466213.164	1937.1018928126653	120807.60986894576	434.46755818587553	188762.05911599717	14594478602.2474	63023.719347983206	-18.05128458837862	325.84887529063553	3971989200.453353	78731.55310483306	68603.09172324887	1.301817	22.995045	0.0529420199999999	0.0268109	0.1076922025	0.0211243026	-0.121045325	0.0109533561	-0.1962921672	0.0759530385	0.1230115349	0.0655588474	0.197357708	0.083236054	0.1645528156	-0.0408434893	0.0667722453	-0.0465057547	0.0048305168	-0.0703859568	0.1006608629	-0.0436571445	-0.0682021904	0.0556499918	0.0335547342	0.0549330039	-0.1284935576	0.1310265464	-0.0556660714	0.0819083571	-0.087103416	0.035937832	-0.0918092322	-0.0426123379	-0.1444510659	-0.0020899916	0.2377302059	0.0991529053	0.0959423832	0.1289212928	0.1308601124	-0.1719056984	0.0185693385	-0.1129479694	-0.226687001	-0.0416467895	-0.1131735204	-0.0191664144	-0.0916312769	0.0142142657	-0.0333857595	0.0669537884	-0.0145851519	0.0279547727	0.0334077272	-0.0405588526	-0.1935478814	-0.1155654799	0.0089363029	-0.0048483472	0.1559484353	0.0920736899	0.1482162657	0.0099455994	-0.1222958567	0.1463323407	0.0380986	1.4800000000002311e-05	0.00145150332196	2.190400000000684e-10	-0.00050031	0.00301166	9.0700959556e-06	2.503100961e-07	0.0569391	0.0121778999999999	0.0001483012484099	0.00324206110881	-0.000641613	0.000238918	5.708181072400004e-08	4.11667241769e-07	0.000301416	0.0001204899999999	9.0851605056e-08	1.4517840099999997e-08	2.28008e-05	-0.0003953452	1.5629782716304e-07	5.1987648064e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65622.31460444714	-39.44148815215158	4306288174.045036	1555.6309876563132	120830.94030959975	23.33044065399736	544.3094611096926	14600116136.102058	62983.325595401984	-40.393752581221634	1631.6552475929493	3966899303.056419	78762.27969254174	67675.56245279797	1.197874	21.159019	0.0355707699999999	0.0214687	0.0549798576	-0.1841868744	-0.1573621089	-0.0125206156	-0.0734962824	0.1735733783	0.0384666274	0.0756600229	0.1715551235	0.1412129319	0.1110078495	-0.128932243	0.134283411	-0.2300522429	0.0030824382	-0.0117658135	0.0803459564	-0.2088019489	0.1801217994	-0.0020170867	-0.016867493	0.1733778929	0.0056169764	-0.0724418953	0.0689109345	-0.2692645715	-0.1949602714	0.1124923179	0.0128861775	0.0210531388	-0.0554124068	0.1778712935	0.1042764764	0.0446117117	0.0837768472	0.0208933973	0.0332813117	0.1098524686	0.0038882853	0.0494605894	-0.1687835908	-0.0735455506	-0.1802908669	-0.0092949393	0.0292814421	0.0308241639	0.0180477468	0.1784256536	-0.0322866956	0.0914547286	0.0668471913	-0.1291573204	-0.0322512572	0.1387573967	0.0931869888	-0.2701743153	0.0183811664	-0.1062559076	0.1753505928	0.0511474376	-0.3005681252	0.1452505133	0.0381141	1.5499999999994685e-05	0.0014526846188099	2.4024999999983516e-10	0.00353126	0.00403157	1.62535566649e-05	1.24697971876e-05	0.0502762	-0.0066628999999999	4.439423640999999e-05	0.00252769628644	-0.000445813	0.0001958	3.8337639999999993e-08	1.98749230969e-07	-0.0	-0.000301416	0.0	9.0851605056e-08	2.28008e-05	0.0	0.0	5.1987648064e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65952.36828880037	330.0536843532318	4349714882.901561	108935.43455514275	121365.29628135877	534.3559717590106	285536.3045545165	14729535141.461996	63128.657372831774	145.33177742979024	21121.32553090209	3985227381.696388	79022.20538501332	69450.08600028548	1.570819	27.746645	0.29448737	0.156287	-0.1033755127	-0.0811052721	-0.1635103892	-0.0595640597	-0.1278598599	-0.0427645273	-0.0880118801	-0.0421954157	0.2089411485	0.096586799	-0.0907085915	-0.0573720906	-0.0707579741	-0.1092555554	-0.1092868088	-0.0701907902	0.0476192023	-0.1726379029	0.0368422957	-0.1120881164	-0.0850624548	-0.1098517175	0.1959721734	0.1390931094	-0.0550715322	-0.1595101623	0.1740063477	0.1471388988	-0.2027475582	-0.1043464797	-0.0040728214	-0.0013720831	0.0989677745	-0.1494788995	0.1228954041	-0.0817751217	-0.0573087281	-0.1251916982	0.1901980077	-0.1370952129	-0.0629286992	-0.1081881321	-0.0762422006	-0.1881675888	0.0519009791	0.2674066815	0.1517516851	0.0701306932	-0.1463967045	-0.0050145974	0.0672189676	-0.1411252794	0.3174318574	-0.1210796056	-0.0754206456	-0.1260458898	0.0733618406	0.218901679	0.1442667049	0.0558410186	0.3083403731	0.1439917206	0.0381446	3.0500000000002747e-05	0.00145501050916	9.302500000001675e-10	-0.0356879	-0.03921916	0.0015381425111056	0.00127362620641	-0.0898372	-0.1401134	0.01963176485956	0.00807072250384	-0.000837876	-0.000392063	1.53713395969e-07	7.020361913759999e-07	0.0010851	0.0010851	1.17744201e-06	1.17744201e-06	0.000848124	0.0008253232	6.811583844582401e-07	7.19314319376e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0
65925.7524365094	-26.615852290968174	4346204834.319925	708.4035931746361	121209.37703469404	-155.91924666472187	24310.81148049438	14691713081.138617	63152.908448341135	24.251075509360817	588.11466336072	3988289845.484557	79306.59606371878	70427.26592244052	1.458627	25.764902	0.1122158	0.0484023	-0.2066885927	0.0136981851	-0.0491007578	0.1410209593	0.0275221174	-0.0351977253	-0.1911948481	-0.0165860282	0.0406318675	0.0367686998	-0.1585455127	0.0754670075	0.0588630424	-0.1101401598	-0.1573232584	-0.0931049728	-0.1255780622	-0.127196597	-0.0120398001	0.1756013939	0.2464997377	-0.0193230358	0.1049840729	0.0561097645	-0.1075522898	-0.0502177615	0.2010212106	0.1152189402	0.1685869143	0.1293689915	-0.0121611933	-0.0824742424	0.0262437486	0.1044082879	0.0429510653	-0.0028821998	-0.0774705332	-0.0173338175	0.0050750652	-0.2053452254	0.1028978051	-0.1897818245	-0.0313358105	-0.0544049471	0.1499377129	-0.0538694042	-0.2812567982	-0.045630858	-0.1850224771	-0.141856907	0.1281139975	-0.0019144616	0.1964503947	-0.0643775014	0.1677191245	-0.0584981009	-0.046639111	-0.1257673754	-0.1918051954	0.2225309297	-0.0227554501	0.1425574961	0.0555616	0.017417	0.00308709139456	0.000303351889	-0.0151615	0.0205264	0.00042133309696	0.0002298710822499	-0.0738580999999999	0.0159791000000001	0.00025533163681	0.0054550189356099	-0.0012206	-0.000382724	1.4647766017600006e-07	1.4898643600000002e-06	0.0016298	0.0005447	2.6562480400000003e-06	2.9669809e-07	0.000609682	-0.000238442	5.6854587364000034e-08	3.7171214112399993e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65729.82640145882	-195.92603505057923	4320410078.765913	38387.0112106408	121115.05764211137	-94.31939258267812	8896.147817165356	14668857187.651958	63085.0577204364	-67.8507279047335	4603.721277202182	3979724507.5907927	79291.56620896465	69258.77740247022	1.454143	25.685701	0.18721068	0.0892340999999999	-0.0460913547	-0.0965335752	0.0704571596	0.2278447691	0.0377408561	0.0585061846	-0.12248741	0.088529476	-0.0714054992	-0.1269037511	-0.007463264	0.1021959278	-0.0173463765	-0.0175363154	-0.0938258729	0.0120210691	0.0118059008	-0.0767316412	0.0994556963	0.1001735949	0.0939139989	-0.1220549565	-0.1149770155	-0.1372720857	-0.1048589168	0.0954645972	0.0845236953	-0.0961293019	0.0381054596	-0.1538686871	0.1832010118	0.0124911911	0.0197224266	-0.0765773923	-0.0721028439	0.0389726409	0.0360686584	0.0575570826	0.0590959038	0.1204444891	0.1671677984	-0.0894506356	-0.0843328163	0.1045977845	-0.0146985981	-0.0803060347	-0.1816046669	-0.0102946463	0.1308383744	-0.0327091117	-0.0935319784	0.0610223661	0.1873506121	0.0112330759	-0.0219800826	-0.1393893465	-0.062580286	0.1434076002	0.0512476831	-0.0736167058	-0.143840814	0.1409495873	0.0380619	-0.0174997	0.00144870823161	0.00030623950009	-0.00923437	0.0059271299999999	3.513087003689999e-05	8.527358929690001e-05	-0.0178979	0.0559601999999999	0.0031315439840399	0.00032033482441	-0.000445813	0.000774787	6.002948953690002e-07	1.98749230969e-07	0.000311507	-0.001318293	9.703661104899998e-08	1.7378964338490004e-06	0.000546289	-6.339299999999991e-05	4.018672448999989e-09	2.9843167152100005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
