global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
65356.27338799098	n/a	4271442471.1658177	n/a	120451.67026115024	n/a	n/a	14508604868.700865	62604.7456481866	n/a	n/a	3919354177.67414	78954.17179426494	69778.76510574906	n/a	n/a	n/a	n/a	-0.0007218263	0.090427065	-0.0630479948	0.0032953811	-0.1213772048	-0.0382649695	0.029261952	-0.054852184	0.1787293976	-0.1292777487	0.0671440704	0.0315058794	-0.0136098307	0.0745948379	-0.0814639314	0.066307001	0.0919000319	-0.0580663943	0.0327559469	-0.0011997135	0.0785180999	-0.0793278939	0.2496121566	-0.1152768266	0.0453670492	0.0198932939	-0.0291024202	0.2751670977	-0.0674790158	0.0882686638	-0.0541713181	0.0020688108	-0.0046784986	0.0305731563	-0.1617045324	0.1254444757	-0.0335534105	0.0566300278	-0.045108688	0.1029079027	0.0430050871	-0.1761091289	0.0921795348	-0.0066052454	-0.0026628489	-0.061406416	0.0793864528	-0.1328729431	-0.0225908719	-0.0022656172	0.0535706778	-0.119189328	0.0353823929	-0.0766578209	-0.0970108405	0.0858334426	-0.1227617548	0.0338875705	-0.0568710446	0.2152407916	-0.073087935	0.0998389491	-0.1088986928	0.1675272137	0.1593276683	-0.0875864694	0.0485129768	-0.0367614016	0.1370631076	-0.2098360026	0.090357524	-0.1368360272	0.2122149978	-0.0243984343	0.0240538135	-0.1175145089	0.1303536954	-0.0546132594	0.1203780544	0.1203546593	0.1203156708	-0.147819	n/a	0.021850456761	n/a	-0.000465641	n/a	n/a	2.16821540881e-07	-0.000195196	n/a	n/a	3.8101478416e-08	0.000398202	n/a	n/a	1.58564832804e-07	0.000978965	n/a	9.58372471225e-07	n/a	-0.00243347	n/a	n/a	5.9217762409e-06	0.0	0.0	0.0	0.0	0.0	0.0
65826.33828747139	470.0648994804069	4333106812.336621	220961.00972352503	120122.87385379989	-328.79640735035355	108107.07748649962	14429504822.89592	62751.64377855066	146.89813036405394	21579.060704454587	3937768796.9101152	78820.41974713335	71313.53121563946	1.366597	23.67985	0.092190164	0.0517574	-0.1094184206	-0.0498421899	-0.0712253049	-0.1141031243	-0.1678605982	0.027180007	0.1478180944	0.136923446	0.2168609187	-0.1554073239	0.1612264624	-0.0500579096	0.1350955303	-0.0147010929	-0.184645875	0.1973816775	-0.0210083518	0.017758745	0.0815312889	-0.112895992	-0.0891098271	-0.0031470143	0.1084794293	0.0117586192	-0.033173592	0.1430635359	-0.0886715703	0.0515875321	-0.1611553373	0.083202192	-0.1486794611	-0.0959352567	0.0383912168	0.0027578423	-0.058344159	0.0064814247	-0.0449564097	0.0086114081	-0.1377386464	-0.002875823	0.0182468128	0.1296907568	-0.1039495679	0.0348020873	-0.1203484806	-0.0229598568	0.0184778172	0.0793166034	-0.0127852385	0.0865373554	0.0538268697	-0.2419142583	0.1988285592	-0.0220990705	-0.1166920723	-0.0130432296	0.0277236206	-0.0275597397	-0.2856031369	0.1798453913	-0.1244795769	-0.2251324767	-0.0273837776	0.0482924186	0.0644169248	0.071962113	0.1418298569	-0.02500241	-0.1102913773	0.1161328009	-0.0099973705	-0.0874171933	0.0028495839	0.1202751738	-0.0077412371	-0.001686607	-0.0187587622	0.0360683805	0.1203156708	0.1201052059	0.1197547036	-0.147681	0.0001379999999999	0.021809677761	1.9043999999999793e-08	-0.000432431	3.320999999999999e-05	1.102904099999999e-09	1.86996569761e-07	-0.0309084	-0.0307132039999999	0.0009433008999456	0.00095532919056	0.000647082	0.00024888	6.19412544e-08	4.18715114724e-07	0.00139477	0.000415805	1.9453833529e-06	1.72893798025e-07	-0.00187204	0.00056143	3.1520364490000014e-07	3.5045337616e-06	0.0	0.0	0.0	0.0	0.0	0.0
65823.65359510038	-2.6846923710108967	4332753372.607771	7.20757312696411	120994.02308905516	871.1492352552741	758900.990085849	14639553623.274813	62792.35054592331	40.70676737265603	1657.0409099315336	3942879287.082116	79000.04005122806	73274.69396633572	1.493874	25.885244	0.104764081	0.0490627	-0.2547509528	-0.0685790202	0.0402688192	-0.0684609211	0.1454342995	-0.1939079986	0.0108892506	0.165725521	0.0669147162	0.059496122	0.0198245676	-0.0941486869	-0.124183002	-0.206480363	-0.2450061511	0.1413037499	-0.0948996837	-0.1851423858	0.1589841092	0.0241940754	0.0310527148	0.0951707145	-0.1805105475	-0.0630705861	-0.0659499691	-0.0706401078	0.060984177	-0.0224247778	-0.0391569347	0.0088616883	-0.0835260906	-0.0682584677	-0.0552048922	0.0423329403	-0.1057789733	-0.1368899275	0.0249457977	0.0996695888	-0.0258791676	-0.0332124004	0.0182950972	0.0370683293	-0.0529643751	0.0099836475	0.0020364498	0.0759298217	-0.1814701913	-0.1977892038	-0.0803272319	0.1162593081	0.2202259124	0.0190434407	0.1410728551	0.0972602342	-0.0588909446	-0.0648990744	-0.0389685875	-0.090727562	-0.0819493575	-0.1411139413	-0.035313448	-0.1156987958	-0.2197305937	-0.0077119782	0.001942275	0.0240085327	-0.0818532821	-0.2080034986	-0.0152540228	-0.0402028757	-0.0332399872	-0.0577919391	-0.1610048922	-0.0071963555	-0.0550497999	-0.2065198279	0.0158209196	-0.0677522494	0.120190936	0.1196068161	0.1186353847	-0.10906	0.038621	0.0118940836	0.001491581641	0.0279196	0.028352031	0.0008038376618249	0.00077950406416	-0.027583	0.0033253999999999	1.1058285159999997e-05	0.000760821889	0.0008390449999999	0.0001919629999999	3.6849793368961615e-08	7.039965120248322e-07	0.00166689	0.00027212	2.7785222721000003e-06	7.404929440000003e-08	-0.00209727	-0.00022523	5.072855290000004e-08	4.3985414529e-06	0.0	0.0	0.0	0.0	0.0	0.0
65431.4378446224	-392.2157504779752	4281273058.414684	153833.19492300134	121098.45953684344	104.43644778827728	10906.971626633567	14664836902.196508	62708.63278654485	-83.71775937846542	7008.663235350634	3932372625.957728	79136.42633810076	72014.17083649812	1.370044	23.739578	0.14378089	0.0722021999999999	-0.1405318286	0.073619933	0.0868986135	0.0492781853	0.2359209781	-0.1919494699	-0.1837159526	-0.0645005256	-0.0813135829	0.0729349156	0.0587279081	-0.101952207	0.0861022881	0.0170411387	-0.1651374814	-0.0994773565	-0.1187681329	-0.0413974548	0.0412141491	0.0106780659	-0.1026669584	0.0291121954	-0.0207555711	-0.0705609441	-0.0592078538	0.0021749813	0.0447262776	-0.0726909398	-0.1171199532	-0.0607526438	0.0099283469	0.1066709276	0.077283879	-0.0111114565	-0.0297301246	0.1106926909	0.0063790807	-0.1241153419	0.1353291087	0.1541873821	0.0751121228	0.0876672408	-0.1898050283	-0.0249079259	-0.0321439557	0.2309307179	0.0197075233	0.2052386225	0.1686767386	-0.0422606787	0.2530826904	0.0597527234	-0.0846396679	0.0409497913	0.0852671087	-0.0118580984	0.1324681201	-0.0165482119	-0.1335436007	0.0287136667	-0.0195839212	-0.117278409	-0.0255136226	0.1456916999	-0.0681860128	0.0583159182	0.0213148124	-0.0376277934	-0.039725485	-0.0161270852	-0.1210364249	0.1011361172	0.0015153027	-0.1146376871	-0.0852206729	-0.0296992487	-0.0328075827	0.1065950338	0.1200039147	0.1188605229	0.1169629329	-0.0916161	0.0174439	0.00839350977921	0.0003042896472099	0.0203872	-0.0075323999999999	5.673704975999997e-05	0.00041563792384	0.00757234	0.03515534	0.0012358979305156	5.73403330756e-05	0.00038403	-0.0004550149999999	2.07038650224909e-07	1.474790409e-07	0.00100014	-0.00066675	1.0002800196e-06	4.445555625000001e-07	-0.00154605	0.00055122	3.038434884000001e-07	2.3902706025e-06	0.0	0.0	0.0	0.0	0.0	0.0
65323.29173275487	-108.14611186752882	4267132442.802601	11695.581512064056	120409.8311142899	-688.6284225535346	474209.1043485694	14498527428.971815	62493.227111884	-215.4056746608476	46399.60467609491	3905403434.8575134	79061.9023216308	71147.91911214193	1.26231	21.872797	0.09477185	0.0538855	0.0078478417	0.0938697557	0.0968008356	0.0165960645	0.1473273472	-0.0248583329	-0.063053142	-0.1645314451	-0.1065800259	-0.0179803874	0.0841098705	-0.2837228215	0.07421402	-0.0438618284	-0.0208116913	-0.0856928704	-0.2176031256	0.07206289	-0.1052898156	0.1038822234	0.1124085179	0.0090345007	-0.0236151219	-0.1295806473	-0.0293169172	0.0122238743	0.2091818002	-0.1113946246	-0.0605687424	0.0271231925	-0.0802215338	-0.1155718097	-0.0129991572	0.155396984	0.01977691	-0.0801403165	0.0687036547	-0.0636712853	0.1153098953	-0.090261253	0.055592243	0.1369980294	0.1377874971	-0.1173007776	-0.0037996178	-0.0127498169	-0.034477054	-0.0046741447	-0.0876560457	-0.1059374356	0.0309951158	0.199718754	-0.1042646824	0.0119541747	-0.0858217724	-0.068482461	-0.0806544857	-0.0800816561	-0.092733971	-0.0220588171	-0.1764980271	-0.0397950666	0.0973177857	0.0247199543	-0.0104735224	0.2464606559	-0.0141947894	-0.0413938291	0.0041065543	-0.0591528533	-0.1760953672	-0.0374828647	0.0038968759	-0.0493278218	-0.1898855177	-0.0788545718	0.1327017467	-0.0146088803	0.1197547036	0.1178678731	0.1147451459	-0.0711077	0.0205084	0.0050563049992899	0.00042059447056	-0.00307524	-0.02346244	0.0005504860907536	9.4571010576e-06	0.007606	3.365999999999959e-05	1.1329955999999727e-09	5.7851236e-05	0.000168201	-0.0002158289999999	4.658215724099999e-08	2.8291576401000005e-08	0.0008361939999999	-0.0001639460000001	6.992204056358327e-07	2.687829091603281e-08	-0.000910478	0.0006355719999999	4.039517671839999e-07	8.289701884840001e-07	0.0	0.0	0.0	0.0	0.0	0.0
65213.05276232198	-110.23897043288888	4252742250.581391	12152.63060210335	119581.99530057953	-827.8358137103787	685312.1344615249	14299853600.067823	62328.592253253046	-164.6348586309541	27104.63667643425	3884853412.272275	78741.05951390855	70444.3849243164	1.174934	20.358793	0.0567961319999999	0.0329473	0.0844275923	0.0395677463	0.0546620887	-0.0513038161	0.0602378354	0.0608061329	0.0392292396	-0.1279987108	-0.0609521777	-0.0223451569	0.0405477827	0.065495561	0.1522554041	-0.2609953175	0.14436802	-0.1274042893	-0.0068770621	0.0743999024	0.0759836728	0.0167412588	-0.0549831301	-0.108581418	0.0158042877	0.0129314207	0.0550224803	0.0226750374	0.210682592	-0.0178866455	0.0800438948	0.0387127582	0.0770347384	-0.1133406764	0.0652617005	-0.0148307113	-0.0632411595	0.1355557415	0.0172594774	0.1131910555	0.0868185696	-0.0871305151	0.1126499644	-0.0143718853	0.0510057852	0.0324213631	0.0003768365	0.0094504539	0.0214209212	0.2397243598	-0.032207745	-0.0228073418	-0.1083628273	0.0407598287	-0.1636872608	0.017613798	-0.0055760514	0.0742916252	0.0725650541	0.1914964811	-0.0360681573	0.0392711909	-0.0136369611	0.0251554778	-0.1235555821	-0.0609434616	-0.0846395775	0.1933842072	-0.0965442399	0.0891602038	0.0099493996	0.0025447463	-0.0567709034	-0.0155180283	0.0157627344	0.0068009189	-0.1414736423	-0.0386119487	0.0458405363	-0.1015588848	0.1194434321	0.1166309242	0.111992364	-0.0455082	0.0255994999999999	0.00207099626724	0.0006553344002499	-0.000252608	0.002822632	7.967251407424e-06	6.3810801664e-08	0.0244769	0.0168709	0.00028462726681	0.00059911863361	0.000182854	1.4652999999999997e-05	2.1471040899999987e-10	3.3435585316e-08	0.000665904	-0.0001702899999998	4.4342813721600003e-07	2.8998684099965927e-08	-0.000865359	4.511900000000004e-05	2.0357241610000035e-09	7.48846198881e-07	0.0	0.0	0.0	0.0	0.0	0.0
65209.632662306816	-3.420100015166099	4252296191.952992	11.697084113739152	119344.88658579078	-237.1087147887447	56220.54262877027	14243201954.175264	62292.19693469685	-36.39531855619862	1324.6192128071757	3880317798.951055	78719.77640368417	70278.79044551143	1.060839	18.381802	0.0729123319999999	0.0374541	0.0927983439	0.0152259343	0.0351231252	0.0815966987	-0.077535435	0.1042175006	-0.0070057216	-0.0444072645	-0.068595553	-0.0342710083	-0.0647199946	0.0176207145	0.1499859963	-0.0625725304	0.1672405403	-0.0829603707	-0.018209991	0.0037977242	-0.0431818866	-0.0725913629	-0.0781635056	-0.1408884871	0.124741699	0.0718875632	0.0662064059	0.1014363586	-0.0356320303	0.0314580797	0.0488131546	-0.0094160711	0.0199947045	0.1003344846	-0.0263935997	-0.1113679878	0.0130693983	0.0439360444	0.0592315561	-0.0978751863	-0.1533473808	-0.0288889183	0.0548128209	-0.0101136955	0.0503879528	0.0735522178	0.0165000671	-0.070178942	0.030637785	-0.0226044104	0.0536684833	-0.0318834317	-0.1389143406	0.0110473417	-0.0977883187	-0.0136502896	0.1126433951	0.0746697744	-0.0235259235	0.1122672963	0.0663048919	0.1983241159	0.0256672514	0.0053142674	-0.0486359457	-0.007194436	0.0150773351	0.0695613757	0.0200129196	0.0970328436	0.0075073105	0.0334426937	-0.0110929509	-0.0721934435	-0.0762454617	-0.0131903247	-0.0183589714	0.0463384858	-0.0183761424	-0.0075420222	0.1190702613	0.1151522399	0.1087174221	-0.0322498	0.0132583999999999	0.00104004960004	0.0001757851705599	-0.00690478	-0.006652172	4.4251392317584005e-05	4.76759868484e-05	0.00590334	-0.01857356	0.0003449771310736	3.48494231556e-05	0.000136535	-4.6319000000000015e-05	2.145449761000001e-09	1.8641806225e-08	0.000431689	-0.000234215	1.8635539272100005e-07	5.4856666225000014e-08	-0.000457329	0.00040803	1.664884809e-07	2.0914981424100001e-07	0.0	0.0	0.0	0.0	0.0	0.0
65271.94001203663	62.30734972981736	4260426152.934909	3882.205830353772	119226.7167372726	-118.16984851818415	13964.113098810589	14215009983.949837	62329.36049539729	37.16356070044276	1381.1302439354934	3884949179.765193	78691.28448825028	70195.37227263274	0.978938	16.962652	0.032305265	0.0168189	0.1036744383	-0.0120562502	0.036789376	0.0188231413	-0.101759074	0.1382079312	0.0471408171	-0.0420512585	-0.0083997446	-0.0172896359	-0.0153910016	-0.0267563564	0.0319107219	-0.0603136922	0.1461705479	1.19131e-05	0.0086037107	0.062404179	-0.0768631023	-0.0180556861	-0.1436631086	0.0200445273	0.1427860635	0.026526206	-0.0114201563	0.2262148316	-0.0724787383	0.1602076828	0.0695036365	0.154689057	0.0156624155	-0.1521200111	0.0032018491	0.0457356139	0.1135687339	-0.0907627162	0.1184270738	-0.0681238345	0.0750081109	0.0133570065	0.12049709	-0.0090967766	-0.0166160522	-0.023374359	-0.0794507306	0.0748975182	-0.061261791	-0.1199716402	-0.0034950301	-0.0329463051	-0.1699407796	-0.0341388879	-0.0321150735	-0.0408077253	0.0054346462	0.0106625556	0.0064928465	0.0120111087	-0.0585832409	0.2497423575	0.0708889787	0.0091503607	0.0383334905	0.0304689371	0.1693077687	0.087381146	-0.0940455465	0.0273363988	0.0457120538	-0.0335876352	0.0728070354	-0.0403490877	-0.0725281831	0.0777999615	-0.024798666	0.2067880686	0.1104082678	0.0594617959	0.1186353847	0.1134348849	0.1049355893	-0.0369195	-0.0046696999999999	0.00136304948025	2.180609808999999e-05	-0.0162243	-0.00931952	8.685345303040002e-05	0.00026322791049	0.00590719	3.849999999999687e-06	1.482249999999759e-11	3.4894893696099995e-05	9.36681e-05	-4.286689999999999e-05	1.837571115609999e-09	8.77371295761e-09	0.000367413	-6.427600000000005e-05	1.3499231256899998e-07	4.131404176000006e-09	-0.000198228	0.000259101	6.713332820100001e-08	3.9294339984e-08	0.0	0.0	0.0	0.0	0.0	0.0
65347.74958756145	75.80957552481414	4270328376.1586375	5747.091741252499	119423.41089440288	196.69415713028863	38688.59144919468	14261951069.653383	62419.42683675941	90.06634136212233	8111.945846358348	3896184846.629561	78718.97168079346	70615.585240795	1.072367	18.581545	0.094812385	0.0418085	0.0877996461	-0.0732282066	0.0401753744	-0.0524282402	-0.0741791333	0.0996652097	0.0554821119	0.0014308188	0.0234909007	0.0843576593	-0.0690982028	0.0651945522	0.0022177695	0.0150769392	0.0893685066	0.0664066709	-0.0840071539	0.1050923207	-0.1028617183	-0.0859178147	-0.0250701292	0.001492107	-0.0547357339	0.0531694856	-0.0011931631	-0.0822456996	-0.0206064725	-0.0992823618	-0.0224359452	0.0327042536	0.0488126275	0.1490145791	0.0106775052	-0.0942210679	-0.015723362	-0.0491407576	0.1757887864	-0.061948154	-0.1802568536	-0.0584429627	0.0507906561	-0.0262183051	0.064539052	-0.2317174485	-0.0084830467	0.029379617	-0.0060485957	-0.1851694961	0.1349283233	0.0346226794	-0.1280456126	0.0048214259	0.0287835788	0.0971950512	0.0427021956	0.0363307363	-0.0689050082	-0.0500608404	0.0346291417	0.0485798394	0.11610039	0.1055654343	0.0795596176	0.0224628016	0.0142848284	-0.0792398899	0.0285792506	-0.0576033817	-0.0171615368	0.0776279494	-0.0564795525	-0.0209583181	-0.0459285577	-0.2031845371	-0.0655100084	-0.0258226568	0.0065285159	-0.156023259	0.1181390277	0.1114824189	0.1006644984	-0.0104627	0.0264568	0.00010946809129	0.00069996226624	-0.00024264	0.01598166	0.0002554134563556	5.88741696e-08	-0.0119995	-0.01790669	0.0003206495467561	0.00014398800025	0.0	-9.36681e-05	8.77371295761e-09	0.0	-7.312259999999998e-05	-0.0004405355999999	5.346914630759997e-09	1.9407161486736e-07	-0.000353369	-0.000155141	2.4068729881000012e-08	1.24869650161e-07	0.0	0.0	0.0	0.0	0.0	0.0
65355.22844476234	7.4788572008910705	4271305885.067072	55.93330503132022	119263.10831820348	-160.30257619940676	25696.91593616661	14223689005.719536	62548.35580184109	128.92896508167905	16622.678037032816	3912296813.513708	78761.64747807987	70499.81938205296	1.01059	17.511101	0.0733056834999999	0.0386413	0.0745100469	-0.0840134494	0.0028624861	0.0880078325	-0.0550910039	0.0759332561	0.0150361102	0.0603011469	-0.0725180727	0.0370640709	-0.1997734334	-0.0340052914	-0.0320890539	0.0197412014	-0.0171789763	0.0243905298	-0.1074275288	0.0942474115	0.087288959	0.0988609067	-0.0131310869	0.1359910321	-0.0531272623	0.1180268843	-0.0397493984	-0.1045558559	-0.0564829451	0.2074964973	0.0735749502	0.024484875	0.2086059497	0.1306173069	0.078085268	-0.020651911	0.1306700239	0.0698984519	-0.0586498033	-0.0412339044	-0.0121204502	0.0048177892	-0.1481486618	0.0705060503	0.0048160799	-0.0370697487	0.0643622239	0.0342715304	0.0364432698	-0.0809468688	0.1081378755	0.0070442494	-0.0427867153	0.0379740551	0.0633986464	0.0666421505	0.1811639437	0.0255837952	-0.0307791956	-0.1437079926	-0.1039331889	-0.0931388709	-0.0112201669	0.0477407352	-0.0924501635	-0.0055348051	0.0180956431	-0.1762334877	-0.1068124613	0.0978460481	-0.0919900873	0.0266862266	-0.0447236593	-0.0817510685	0.0090870446	0.0524909235	-0.0445938336	0.0402119908	-0.2050730297	0.0735662744	0.1175814474	0.1092988885	0.0959240631	-0.0318023	-0.0213396	0.00101138628529	0.00045537852816	-0.00765314	-0.0074105	5.4915510250000006e-05	5.85705518596e-05	-0.0293095	-0.01731	0.0002996360999999	0.0008590467902499	0.000331499	0.000331499	1.0989158700100001e-07	1.0989158700100001e-07	2.86507e-06	7.598766999999998e-05	8.2086261049e-12	5.774125992028897e-09	-0.000490794	-0.000137425	1.8885630625e-08	2.4087875043600003e-07	0.0	0.0	0.0	0.0	0.0	0.0
