global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
65533.434765755264	n/a	4294631072.1975007	n/a	119531.0439018589	n/a	n/a	14287670456.268118	62429.33020141196	n/a	n/a	3897421269.396928	78412.88192632915	71043.20914066113	n/a	n/a	n/a	n/a	-0.1190851065	-0.048313593	0.0010146169	-0.0546578798	-0.0466240854	-0.1335993545	0.0269593272	0.0071291298	-0.0626741256	-0.0186878341	0.0931278358	-0.0640272623	0.007521696	-0.0800993761	0.0541642823	0.0662425263	-0.0558237862	0.0180439192	0.0666601387	-0.0689843957	0.0937249426	-0.0264647906	0.0655535031	-0.0309495378	0.0867273083	-0.0124567788	0.0566463836	-0.1255192788	0.0945798501	-0.1315655508	0.0964744449	-0.0821763665	-0.0184684375	0.0438578642	-0.017460968	0.0159090566	-0.0138404722	0.0645091066	-0.0543844485	0.0301397775	-0.0624476257	0.0850598718	-0.0926648393	0.0933696189	-0.1578173804	0.1316826267	-0.0839330716	0.0197915389	-0.0106956675	0.0701642209	-0.0426008156	-0.0060619034	0.0777782872	-0.0510141898	-0.0975493559	0.0615994305	-0.0057758544	0.0521378817	-0.0056401114	0.0960603487	-0.1635282269	0.0858739065	0.0006339003	-0.0246115496	0.1499849445	-0.0658559129	0.0447692686	-0.0428870873	0.0633549913	-0.1028141645	0.1276892262	-0.1512578979	0.1030873795	-0.0828344727	0.1331303719	-0.0432441328	0.0433539485	-0.0650076621	0.0570103384	-0.0024772956	0.0220942064	-0.0290184954	0.0955047463	-0.1028718862	0.0852897205	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0443369	n/a	0.0019657607016099	n/a	-0.0220574	n/a	n/a	0.00048652889476	-0.105938	n/a	n/a	0.011222859844	0.00173346	n/a	n/a	3.0048835716e-06	-0.0	n/a	0.0	n/a	0.00103049	n/a	n/a	1.0619096401e-06	0.0	0.0	0.0	0.0	0.0	0.0
65333.73996119914	-199.6948045561221	4268497577.3175898	39878.01496670781	119591.8690903103	60.82518845140294	3699.703550148681	14302215152.513916	62341.62019829734	-87.7100031146183	7693.044646366352	3886477608.9487553	78430.31439767001	70418.44636664096	1.103706	18.869719	0.05074295	0.0334068	-0.0935556439	-0.0432195953	0.0469739051	-0.0865890327	-0.0413948061	-0.1578392783	0.0608875783	0.0051475405	0.000498033	-0.0263849108	0.1219520509	0.055406116	0.0231525597	-0.0731810217	0.0319412511	0.0064763858	-0.1614409847	-0.0932884442	0.0066846548	0.0215344674	-0.0099445181	-0.0661870677	-0.0575869314	0.0777417627	0.0930366081	-0.1274389811	0.0619823121	0.011947429	0.0965898613	-0.0642614461	0.0368575693	0.09880016	0.0079181959	0.0089002929	0.0236103509	-0.0352740285	0.0351007305	0.0226986729	-0.0534835952	0.0630721286	0.0219896237	0.0564681837	-0.0592966132	-0.0383428024	-0.1006228307	-0.0166678051	0.0558371581	0.028020512	0.0875367258	-0.0729522039	-0.0757702807	0.0336234519	0.0126987137	-0.0882774861	-0.0920037932	0.0932275926	0.0679892923	0.0269242558	0.028394629	0.1279249001	-0.0589768142	-0.032747248	0.0022058667	-0.0172711665	0.0502753485	0.0475121513	0.0083809077	0.0595888678	-0.0033668968	-0.0090812546	-0.0010378646	-0.1759594176	0.154498807	-0.0203598643	0.1124121827	0.0267041558	-0.0183364104	-0.0711656101	0.011261398	0.0800123771	0.0009702343	-0.0058643341	0.1285676533	-0.0949745781	-0.0716077049	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0434022	-0.0009346999999999	0.00188375096484	8.736640899999937e-07	-0.0213982	0.0006592	4.3454464000000283e-07	0.00045788296324	-0.0837412	0.0221968	0.00049269793024	0.00701258857744	0.00147977	-0.00025369	6.435861609999999e-08	2.1897192529e-06	-2.11758e-22	-2.11758e-22	4.4841450563999997e-44	4.4841450563999997e-44	0.0007451349999999	-0.0002853550000001	8.142747602505707e-08	5.55226168224851e-07	0.0	0.0	0.0	0.0	0.0	0.0
65127.69998227665	-206.03997892249023	4241617304.981438	42452.47291438023	118628.63830137588	-963.2307889344228	927813.5527512308	14072753825.238665	62173.981537236985	-167.63866106035857	28102.720682109783	3865603980.1926856	78258.79839557603	68705.52518905654	1.226749	20.973352	0.1023524499999999	0.0501506	-0.0056167603	-0.0787315441	0.143531718	0.0011026186	-0.0989704467	-0.0329596036	0.0151217411	-0.0016081244	0.024990782	0.1120305473	0.1865576612	0.0976819775	-0.0194732473	0.035641323	-0.0956582842	0.0312475878	-0.057884877	-0.1585022425	0.0625221132	0.058626101	-0.0942213722	-0.0104903327	-0.0544190045	-0.0427069272	0.1078439853	0.0821826721	-0.1173452754	-0.0718495936	0.1081870291	-0.074241212	0.0908063008	-0.0947669328	-0.0106083553	-0.0796835575	0.046293722	0.0206323283	0.0234003432	0.0977702519	0.0166208193	0.0205060371	0.0294131027	0.0465166163	0.0045831442	-0.0172764544	-0.0861677353	-0.0203187296	-0.0774153197	-0.052984197	0.0970223691	0.0073490593	-0.0073855703	0.0003465504	-0.0409242686	-0.085352403	0.0825604874	0.0363030927	0.1199231441	0.1254426852	0.0686907832	0.0432711483	-0.0375064041	0.0434253166	-0.086105677	0.0718476984	0.0174629311	0.0862399229	0.0415313769	0.1526631514	0.0132218111	-0.0888814783	-0.0142101154	-0.080502441	0.1218029409	-0.0638838589	-0.0738939962	0.0943710218	-0.0463723183	0.1077881485	-0.0372269973	0.0449517309	0.0215497473	-0.0395447402	-0.0674141177	-0.074828558	0.0282354772	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0166731	-0.0267291	0.00027799226361	0.00071444478681	-0.0351077	-0.0137095	0.0001879503902499	0.00123255059929	-0.079436	0.0043051999999999	1.853474703999996e-05	0.006310078096	0.000955737	-0.000524033	2.746105850890001e-07	9.13433213169e-07	-0.000467503	-0.000467503	2.1855905500900002e-07	2.1855905500900002e-07	0.000584498	-0.0001606369999998	2.5804245768967866e-08	3.416379120040001e-07	0.0	0.0	0.0	0.0	0.0	0.0
65300.39927656405	172.69929428739852	4264142145.678687	29825.04624736548	118546.61610802107	-82.02219335480186	6727.640202732502	14053300190.66252	62210.79958731312	36.8180500761373	1355.5688114089537	3870183585.292839	77991.51587232928	68778.5521466646	1.280752	21.896622	0.06319645	0.0287441	0.0243220998	0.0359302753	0.0918479958	0.1704683949	-0.0635594833	0.1048360593	0.1083805907	0.0690654067	-0.0710959342	0.0393853577	0.1049254771	-0.0352908693	-0.0339493459	0.0834603716	-0.0137819332	0.083425979	-0.0270100952	0.0921747173	0.049119414	-0.0720041079	0.1719137128	0.0497502828	0.0439853105	-0.0671494339	-0.0037541164	-0.0761926015	-0.0417011145	0.0448194341	-0.0496263456	-0.0354796982	0.1228688625	0.0472967512	-0.104162882	0.1140139094	0.0847725528	-0.0141985503	0.0390274437	-0.0676169071	0.0109780974	0.0195201251	0.1138032223	0.062618036	0.0442104841	0.016956592	-0.043460646	0.0116607332	0.0636393153	0.0492547829	0.0294024928	0.1612272028	0.0304065247	-0.1230459086	-0.0181006473	0.1163257496	0.0262581239	-0.0398711931	0.0605407914	0.0611811283	0.0857111732	0.0315598801	-0.1008928208	0.1186441842	-0.0821053258	-0.0383177905	-0.0220460622	-0.0590220133	0.0363368582	-0.1152227972	-0.014637247	-0.0976012194	-0.0582046011	-0.0271886399	0.0334044253	-0.0811262004	0.1703201314	0.0298398301	-0.0726580175	0.0470571372	0.1321179072	0.014473356	0.0667135107	-0.0275104561	0.0125994978	0.0810865245	-0.1804353153	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0332515	0.0165784	0.00110566225225	0.00027484334656	-0.0481979	-0.0130902	0.00017135333604	0.00232303756441	-0.0757714	0.0036646	1.3429293160000027e-05	0.00574130505796	0.00115606	0.0002003229999999	4.012930432899999e-08	1.3364747236e-06	-0.000171187	0.000296316	2.9304988969e-08	8.780317185600003e-08	0.000685124	0.0001006259999999	1.0125591875999985e-08	4.6939489537600006e-07	0.0	0.0	0.0	0.0	0.0	0.0
65717.40248376486	417.0032072008107	4318776989.213144	173891.67481576226	118478.77849183988	-67.83761618119024	4601.942169146484	14037220952.91846	62366.65722764396	155.8576403308398	24291.60404949741	3889599933.750435	77951.81992098772	69696.45962521591	1.387637	23.724014	0.070792	0.0398624	0.0136028569	0.1199674045	-0.0952401567	0.1612089116	0.0526664511	0.1553722083	0.0175871616	0.1039728061	-0.0953964275	-0.0256229502	0.0470358282	0.022844912	0.0669886709	-0.0072894002	-0.0289149848	0.1451523435	0.1044118716	0.145536154	-0.0786054868	0.0661129023	-0.0296515305	0.0083331996	-0.0356793541	-0.0984265892	0.0798567063	-0.0106711136	0.0255693015	0.0593499886	-0.0384773673	0.0179307293	0.0755239639	0.0323847652	-0.1690736178	0.0458654991	0.1171435226	0.063353827	0.0581375619	0.0366902477	-0.0282827737	0.1471904285	0.0096506694	0.002794817	0.0264835308	-0.0773954841	0.0267434376	0.0887517213	0.1124954303	0.0786426158	0.0113111019	-0.0058965574	0.047331423	0.07664315	0.0194099499	0.1411612553	0.0128855438	-0.1361128058	-0.0765116145	0.0902131878	0.0023056317	0.0200403821	-0.0375572963	-0.0028209596	-0.0442775784	-0.1094175128	0.1252968564	0.0977308948	0.0349797029	0.107402667	-0.1197774659	0.0457789179	-0.1430424511	-0.0432918929	0.0892536803	-0.0743940882	0.0163155589	-0.0799371489	-0.1234913522	-0.0129801361	-0.0551549935	0.0077925099	-0.0230405282	0.0542275534	0.0408296234	0.0443045839	-0.0442625457	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0229329	-0.0103186	0.00052591790241	0.00010647350596	-0.0171827	0.0310152	0.00096194263104	0.0002952451792899	-0.0787863	-0.0030149	9.089622010000004e-06	0.00620728106769	0.00113971	-1.6350000000000045e-05	2.673225000000015e-10	1.2989388840999998e-06	-0.000365413	-0.0001942259999999	1.3352666056899998e-07	3.772373907599999e-08	0.000366834	-0.0003182899999999	1.0130852409999997e-07	1.3456718355600004e-07	0.0	0.0	0.0	0.0	0.0	0.0
65789.18347603362	71.78099226875929	4328216662.443215	5152.510851087681	118141.94109978776	-336.83739205212623	113459.4286844778	13957518246.82572	62480.41827156008	113.76104391611445	12941.575112884117	3903802667.389098	78236.48860067078	71159.31104245393	1.320312	22.572968	0.07259725	0.0327395	-0.1170751652	0.0751804924	-0.1329722475	0.0264827656	0.0296319189	0.0587241147	-0.0870223328	-0.1083483376	-0.1315685744	-0.0881688732	0.0930054138	0.098124566	-0.0079895402	-0.1014185538	0.074499748	-0.0424756109	-0.0215177242	0.0965615192	0.0839777428	-0.0134710399	0.0602254516	-0.1261010342	-0.1576986947	0.0246203194	0.1294304743	-0.0314321958	0.0033438195	-0.0670928925	-0.0840402364	0.124707088	0.0660032258	0.0506639752	0.0004835992	-0.0419688905	0.1019322062	0.144476032	0.0348417922	-0.0445244456	-0.0328031043	-0.1089575252	0.0063119253	-0.0230111387	-0.0126614693	0.1303038726	0.012970399	-0.0583831391	-0.0778564017	0.0033603386	0.0913431619	0.0752535129	-0.0190507342	0.1003108404	-0.122312925	-0.039438905	0.0168121136	-0.0152966013	-0.2018364526	0.0600457097	0.1013213961	0.0612467353	0.06985761	0.0633888186	-0.0899673595	-0.0637190737	0.0096981012	0.0546292705	0.1398814799	0.1180385672	-0.036122611	0.0805199577	-0.0174476612	-0.0965429845	0.0268991661	0.0711750472	-0.0424257302	0.004899198	0.0246466927	-0.0595460399	0.0730196812	0.0651043899	-0.0393623076	-0.085336203	0.1184535569	0.0833593072	-0.044800295	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0166671	-0.0062657999999999	0.00027779222241	3.926024963999998e-05	0.0075892499999999	0.0247719499999998	0.0006136495068024	5.759671556249848e-05	-0.0850564	-0.0062701	3.931415401000001e-05	0.00723459118096	0.000766348	-0.0003733619999999	1.3939918304399994e-07	5.87289257104e-07	-0.000480175	-0.000114762	2.30568030625e-07	1.3170316644000005e-08	0.000584498	0.000217664	4.7377616896e-08	3.416379120040001e-07	0.0	0.0	0.0	0.0	0.0	0.0
65593.67254231402	-195.5109337196045	4302529877.58832	38224.52520391159	118874.07239827284	732.1312984850811	536016.2382214508	14131045088.549812	62326.83660800803	-153.58166355204594	23587.32737941384	3884634561.56133	78096.09147412692	71385.67729160193	1.290535	22.063877	0.05862159	0.0335824	-0.1363603701	0.0992367261	-0.0551242181	-0.0321987014	0.0176339124	-0.0641485942	0.0809520528	-0.0899293422	-0.0595021791	-0.0865887117	-0.1095484989	0.0003404831	0.0476174461	-0.0218766854	0.1131269444	-0.0993746207	-0.0793531993	-0.0300103314	0.1501281393	0.0263693138	-0.0284622056	-0.0459510346	0.0878628923	-0.022599644	0.1416310355	0.0247126864	0.0643413718	-0.0239412955	-0.1466323621	0.1091634641	0.0516413607	-0.0388419387	-0.01368015	0.0019353852	0.0739503205	0.038163906	0.0280943983	0.0188020727	-0.0729440005	0.0702076834	0.1259864677	-0.0649625174	-0.0823404627	-0.1022531289	0.0011991468	-0.0526020318	-0.1024934885	-0.0347873923	0.0410059882	-4.9028e-06	0.0593913964	-0.0813548766	0.1209021339	0.0236527616	-0.0645548683	0.115300227	-0.0908730923	-0.0378893228	-0.0839046153	0.0433276047	0.0355281992	0.1431519439	-0.1230708281	-0.0676668656	-0.0641202645	0.0151277437	0.0304970047	0.0511654452	0.0439677917	0.0643169601	-0.0618879727	-0.0432661116	0.1050257811	0.180459027	-0.0584208773	0.068707239	-0.1390525616	-0.0583693701	0.1643381695	-0.0044418119	-0.0705258776	-0.0066612251	0.0354222981	0.1345397173	0.0338216064	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0166602	-6.900000000000656e-06	0.00027756226404	4.7610000000009045e-11	-0.00317779	-0.0107670399999999	0.0001159291503615	1.00983492841e-05	-0.0618483	0.0232081	0.00053861590561	0.00382521221289	0.000583646	-0.000182702	3.338002080400003e-08	3.40642653316e-07	-0.000449747	3.0427999999999987e-05	2.02272364009e-07	9.258631839999991e-10	0.000304837	-0.000279661	7.8210274921e-08	9.292559656900003e-08	0.0	0.0	0.0	0.0	0.0	0.0
65430.89724081704	-162.7753014969785	4281202313.738359	26495.79877743225	119382.5538641686	508.4814658957621	258553.40115950303	14252194167.131117	62366.77959319629	39.94298518825963	1595.442065749528	3889615196.826325	78076.9939864601	70366.58523037299	1.17171	20.032375	0.0890390499999999	0.0599101	-0.0916526554	0.0376188058	0.0565285643	-0.0314826073	-0.0568448841	-0.1291658745	0.1333361415	-0.0371765068	-0.0258137517	-0.0038608815	-0.063846517	0.0236650163	-0.0882279337	-0.0270556384	0.0365729669	0.0349963631	0.024497509	0.0322846727	0.0847209732	0.0193297885	0.0529000358	0.0080749059	0.1184580797	0.0339117351	-0.0457765127	0.0359221137	-0.008614583	0.0689515635	0.0348249951	-0.0388286436	-0.0283231517	-0.0467114354	-0.0311190506	0.0023194005	0.0379123717	-0.0177044523	-0.0851742996	-0.0501218952	-0.03960357	0.093621179	-0.0533877735	0.0672135487	-0.0226483546	-0.0015129542	0.1502274952	-0.0297793617	0.0444353783	-0.0518423213	0.0580769353	0.0501468622	0.0133451295	0.0803032819	0.013857098	0.0436435539	-0.1373651874	0.1085704755	0.0406283318	0.0044930394	-0.0783182919	-0.0102910199	0.0052652635	0.1403854806	-0.00136298	0.060334763	0.0325136309	0.0624315314	0.0089139605	-0.1091227553	0.030010837	0.0730176568	-0.0021630697	0.0455871743	-0.0059724016	0.0011875422	0.0333631832	-0.11431201	-0.1163844738	0.0376514077	-0.0932214831	0.1047229204	0.0252135604	-0.0329077164	-0.0285216043	0.0676864479	0.0266099733	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0166489	-1.1299999999998813e-05	0.00027718587121	1.2768999999997312e-10	0.013781	0.01695879	0.0002876005582641	0.000189915961	-0.0079030899999999	0.0539452100000001	0.0029100856819441	6.245883154809841e-05	0.000437027	-0.0001466189999999	2.1497131160999992e-08	1.90992598729e-07	-0.000521855	-7.210799999999998e-05	2.72332641025e-07	5.199563663999997e-09	0.000161089	-0.000143748	2.066348750400001e-08	2.5949665921e-08	0.0	0.0	0.0	0.0	0.0	0.0
65333.9659873614	-96.93125345563747	4268527111.637696	9395.667896481034	118083.6767143589	-1298.8771498097049	1687081.8502977826	13943754706.381226	62174.10256177326	-192.6770314230307	37124.438437991565	3865619029.3619	77891.4023049315	68848.76336201289	1.19327	20.400972	0.0757858399999999	0.0363393	-0.0116155593	0.0462402546	0.0870164456	0.0259498592	-0.0141152907	-0.0023612304	0.0728730854	-0.0865632796	0.0121765879	0.0215733296	0.0825572853	0.1556855827	-0.0053727214	0.1080992622	0.072740272	0.0985283699	0.0929940848	-0.158026127	-0.1390761862	-0.1204576497	0.0422010854	0.0172582801	0.0048175437	0.0488265094	-0.0735496741	-0.0228064571	0.0239645588	0.0894303283	0.0237553988	0.0917404066	0.0057127976	0.1219781867	0.0087290303	-0.0944069003	-0.0140186831	0.0753705004	0.0344085619	0.1331719716	0.0180872618	0.0439738298	-0.0782480032	0.0854369085	0.0599167781	0.014921727	0.0845653829	0.0026463599	0.0682578211	-0.0638395961	0.0015962019	-0.0224099198	0.0267865064	0.0026263085	-0.0599832203	0.052040076	0.0173546636	0.0674923935	0.0503595328	0.0086063152	0.149879608	-0.1834804449	0.0655568795	-0.0980926611	-0.1485736742	0.1169883545	0.0476583989	0.0417888117	-0.0528814434	-0.0204822497	0.033006116	0.0858432316	0.0183286232	0.1109448204	-0.005207832	0.0475961986	-0.0013131036	0.0402368337	-0.0081621942	-0.0655840278	-0.0454936849	0.0432065153	0.0158022622	0.015026018	0.0817425457	-0.054294869	-0.0559927608	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00886055	-0.00778835	7.85093463025e-05	6.065839572250002e-05	-0.00815323	-0.02193423	0.0004811104456928	6.647515943289999e-05	-0.0325162	-0.0246131100000001	0.0006058051838721	0.00105730326244	2.8146e-05	-0.000408881	1.67183672161e-07	7.92197316e-10	-0.000501733	2.0122000000000025e-05	2.51736003289e-07	4.0489488400000086e-10	0.000161089	0.0	0.0	2.5949665921e-08	0.0	0.0	0.0	0.0	0.0	0.0
65528.83529980955	194.8693124481506	4294028255.749566	37974.04893401494	118174.36418691452	90.6874725556263	8224.217678527473	13965180350.981504	62193.19475013843	19.092188365168116	364.5116565710607	3867993473.2286463	78055.1268921245	69418.0320978297	1.402415	23.976665	0.15673942	0.080871	0.0553562352	0.0964808856	-0.0815337887	0.0400487686	-0.0225148862	0.1091284169	0.014990879	-0.0035859666	0.028088665	0.0712011497	0.0059946552	0.0535810154	0.0925272027	0.0803138559	-0.0835553345	0.025934733	0.1315687656	-0.0307739135	0.092368159	-0.0779985181	0.0371744808	0.0725662505	-0.0899575489	-0.1099035486	0.0178123158	0.037586745	0.0764730966	-0.1772149729	-0.0918681052	-0.0328457385	0.0854470264	-0.136243192	0.1136165118	-0.0014661165	0.0365047374	-0.0868521801	0.0250945503	0.0126377987	0.0935664123	-0.1500551459	-0.0295312729	-0.018657568	0.0372074942	-0.0426168295	0.0894055957	-0.0211324111	-0.0580545821	0.0407588778	0.0816212451	-0.0024580754	-0.0654906596	-0.1216284047	0.0265888815	0.0378771188	0.1492091344	-0.0049427025	-0.0074939064	0.0886055192	-0.089627512	-0.0309542564	-0.021866007	0.0185852015	-0.1083566431	-0.1084909568	0.1267306441	-0.0839819846	0.01217243	0.1598293552	0.132565939	-0.0269813079	0.0134315244	0.0351031804	-0.0544015582	0.0282472523	-0.007648483	-0.0256744677	0.13909473	-0.0016602637	0.1078006111	0.0267469284	0.0930096568	-0.0104744037	-0.1404408189	0.0233356504	0.1147324695	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0382778	0.02941725	0.00146518997284	0.0008653745975624	-0.013473	-0.00531977	2.829995285290001e-05	0.000181521729	-0.0724746	-0.0399584	0.00159667373056	0.00525256764516	0.000687984	0.0006598379999999	4.35386186244e-07	4.73321984256e-07	-0.000122463	0.0003792699999999	1.4997186369000002e-08	1.4384573289999997e-07	0.000762861	0.000601772	3.62129539984e-07	5.81956905321e-07	0.0	0.0	0.0	0.0	0.0	0.0
