global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
65587.79733189942	n/a	4301759158.850312	n/a	119560.6427608076	n/a	n/a	14294747297.377457	62372.30025927574	n/a	n/a	3890303839.633249	78394.74949351166	71045.8154602617	n/a	n/a	n/a	n/a	-0.1562304657	-0.0437391155	-0.1479138522	0.0656896728	-0.0160382084	0.0526264525	-0.2393518673	0.0562915597	-0.0075189785	0.0935456268	-0.0166727647	0.3102258199	-0.1171488221	0.1431884124	-0.0444400515	0.0536439062	-0.1338677003	0.0205649161	-0.2049906234	0.017203196	-0.2871279335	0.036388946	-0.0922030153	0.0919653697	-0.1251604617	0.09125921	-0.1150286192	0.0230442618	-0.2065393716	0.0723570001	-0.1231877723	0.082496892	-0.1416466556	0.0351370902	0.1703577888	-0.1912978385	-0.0294364971	0.0456415648	-0.0349401583	0.1680496179	-0.1558572103	0.1383166107	-0.1693280205	0.0158940547	-0.1453128206	0.1345880359	-0.1987684281	0.2239626252	-0.0821994623	0.0062876056	-0.0847826658	0.0497213081	-0.0857057232	0.0861852012	-0.021539034	0.2263544091	-0.0496857193	0.1490484942	0.041615	n/a	0.001731808225	n/a	0.0207102	n/a	n/a	0.00042891238404	-0.0501379	n/a	n/a	0.0025138090164099	-0.000324547	n/a	n/a	1.0533075520900001e-07	0.00101774	n/a	1.0357947076e-06	n/a	0.000645592	n/a	n/a	4.16789030464e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65454.505939485694	-133.29139241372468	4284292347.782168	17766.59529158954	119167.3353488561	-393.3074119515077	154690.72029599297	14200853814.146729	62333.88992332968	-38.41033594605688	1475.3539074889488	3885513832.973782	78357.87747616526	70420.23018792034	1.059009	18.782537	0.11022837997	0.0509988	-0.1273299039	0.0269951915	-0.0587427778	0.1730938966	0.0494046313	-0.0071642558	-0.1455237644	-0.171561049	0.0424327305	0.1544542244	-0.0412665877	-0.0041566799	-0.0491395221	-0.1164224144	0.0465283121	-0.0277025574	-0.01464593	-0.0402067715	-0.1588010066	-0.1074750679	-0.015968011	-0.1308319274	-0.0690219827	-0.0728087381	0.0195062153	0.1205249957	-0.0268298619	0.1093719559	-0.0908932912	0.0014037549	-0.1550965368	-0.1786887362	-0.0987029084	-0.0027389463	0.0019746985	0.0925051271	0.1381637767	0.0882697779	-0.0670816387	0.1560604561	0.0597411833	0.0999898464	-0.0086264859	-0.1060986902	-0.1173380222	0.0982193075	-0.019536526	0.0347890745	-0.0037237346	-0.1153929444	0.1730671385	0.0638795093	-0.038910926	0.1564033809	0.0907879393	-0.0067681193	0.242162655	0.1488669016	0.0258858	-0.0157292	0.00067007464164	0.0002474077326399	-3.87997e-06	-0.02071407997	0.0004290731090035	1.50541672009e-11	-0.0172791	0.0328588	0.00107970073744	0.0002985672968099	2.6469800000000003e-23	0.000324547	1.0533075520900001e-07	7.006503120400002e-46	0.00101774	0.0	1.0357947076e-06	0.0	0.000151613	-0.000493979	2.44015252441e-07	2.2986501769e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65295.95340134421	-158.55253814148455	4263561530.590514	25138.90735110691	118826.63458970842	-340.7007591476722	116077.00728380017	14119769087.91609	62179.42156267114	-154.46836065854586	23860.4744445386	3866280465.868373	78202.22220714159	69207.96290545915	1.171195	20.772245	0.14231417003	0.082469	-0.0880087013	0.142812498	-0.0033374772	0.0539769712	-0.035704983	0.2269925134	-0.0617080654	-0.1182092176	0.1283087495	0.0243171532	-0.171934096	0.0169581972	0.1226334361	-0.0361126417	-0.2043498727	-0.13425124	-0.0803428584	-0.0649300765	-0.1665826229	0.045927852	0.2062657508	-0.0116528529	-0.2568262864	0.0918822923	0.2125450806	-0.1066038678	0.007058363	-0.070665795	0.0792771812	0.1117393552	0.0023052603	-0.0776152209	-0.0848459635	0.0463717912	0.1295955319	0.1593201623	0.0224660622	0.0492485193	-0.1400903018	-0.0299522093	-0.093848548	0.178727077	-0.0076706121	-0.1949988518	-0.0711720319	-0.1049832128	-0.0172400833	-0.1469541107	-0.0854676291	-0.1908559239	0.1311925165	0.0146178983	-0.2001331729	0.1708365801	-0.0378557126	0.0086922078	-0.0781295436	0.1485039376	0.0507836	0.0248977999999999	0.0025789740289599	0.0006199004448399	-0.0264525	-0.02644862003	0.0006995295014913	0.00069973475625	-0.0173316	-5.250000000000046e-05	2.7562500000000487e-09	0.0003003843585599	-0.000436551	-0.000436551	1.90576775601e-07	1.90576775601e-07	0.000756163	-0.000261577	5.71782482569e-07	6.842252692900001e-08	0.00127179	0.001120177	1.254796511329e-06	1.6174498041000005e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65383.50431559838	87.5509142541705	4275002636.587872	7665.162586741114	118979.47218713917	152.83759743074188	23359.33118840152	14156114801.930222	62288.57295232065	109.15138964950891	11914.025862418925	3879866320.436571	78212.9125987597	69578.73469274517	1.183159	20.984449	0.10116361	0.062291	-0.0413376151	0.0564914218	0.1103320413	0.1998917913	0.1372408732	0.1116448083	0.0459371146	-0.019061851	0.2358395271	0.044742311	-0.0255976379	-0.0518716255	-0.1381961447	-0.1871568325	0.0329078489	-0.1365204589	0.012382124	-0.1291355215	-0.0290679016	-0.0143461579	0.0204735956	0.0809265502	-0.0337146188	-0.1581240596	-0.1022517731	0.1274482616	-0.0444343825	0.0240945648	0.1154592729	0.1428629984	0.1064161058	0.1109199697	-0.1585612313	0.1803867477	0.1845873676	0.0442885797	-0.1449769613	-0.0529096737	0.0610444263	0.0136290633	0.0273750471	0.0559824748	0.1217629041	-0.2355378694	0.0228024636	0.1021212712	0.0209578452	0.0250108572	0.1251992089	0.094100359	0.1009089264	0.1101461728	0.0267098319	0.0255850449	-0.0975253178	-0.0306292062	0.0820698955	0.1479600444	0.0258749	-0.0249087	0.00066951045001	0.0006204433356899	-0.0129556	0.0134969	0.00018216630961	0.00016784757136	0.00150001	0.01883161	0.000354629535192	2.2500300001e-06	-0.000459527	-2.297600000000002e-05	5.278965760000007e-10	2.11165063729e-07	0.000727875	-2.828800000000001e-05	5.29802015625e-07	8.002109440000005e-10	0.000444526	-0.000827264	6.843657256960001e-07	1.97603364676e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65507.75419731993	124.2498817215528	4291265859.976487	15438.033107819863	118579.11790469832	-400.3542824408505	160283.5514687283	14061007203.056343	62427.51112404162	138.93817172097624	19303.81556116748	3897194145.1423407	78406.64911667991	69178.96198426992	1.09132	19.355597	0.07177316	0.0402794	-0.0382339201	0.0665650455	0.1023986891	0.0805214992	-0.1236177378	0.1696990915	0.0744497562	-0.1618452796	0.1823400552	-0.1068973684	-0.0348077168	0.0661933014	-0.0079485854	-0.2199189321	-0.0026698958	0.0385767245	-0.149212578	-0.0867285764	-0.0773466233	0.032829886	0.0067922637	0.1041983633	-0.0510108252	-0.0945551599	0.0332453585	-0.0729203128	0.1449437826	-0.0912702847	-0.1036437163	-0.1085238499	0.0696417426	-0.0991170045	0.1960435793	-0.0383948981	-0.0033876732	0.0542157027	-0.0343852574	-0.0742076515	-0.0918507947	-0.0399263468	-0.056435659	0.0918685199	0.1896204383	-0.0557038623	0.2483691851	0.0635787535	0.0047110491	0.095306883	0.0654099714	-0.0779056588	-0.0755228552	0.0828216865	-0.0064734021	0.0768184061	0.1081966435	-0.0131943244	-1.50704e-05	0.1472358847	0.0352571	0.0093822	0.00124306310041	8.802567684e-05	-0.0148019	-0.0018463	3.4088236900000013e-06	0.00021909624361	-0.0173152	-0.01881521	0.000354012127344	0.0002998161510399	-0.000166787	0.00029274	8.56967076e-08	2.7817903369e-08	0.000625623	-0.000102252	3.9140413812900005e-07	1.045547150400001e-08	0.000884123	0.000439597	1.9324552240900002e-07	7.81673479129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65605.26706685714	97.5128695372041	4304051066.91365	9508.759725379789	119245.13202764143	666.0141229431174	443574.8119596899	14219401512.289637	62441.30193643894	13.790812397317495	190.18650657800592	3898916187.517533	78402.76729177701	70893.16977319382	1.20935	21.448963	0.05068048	0.0288613	-0.0908120395	-0.0439798219	-0.0214537717	0.0277711422	0.0974602966	0.0279781697	-0.0627290006	-0.0033932333	0.0156498397	-0.045049368	-0.0033689362	0.2026707577	0.1626973319	-0.0646350349	-0.0215535	0.1142851968	-0.1721431314	-0.0140556911	-0.0236446696	-0.0333261172	0.0080529231	0.0301672895	0.0348319149	-0.0708535115	0.0313090591	0.014842757	-0.082181688	0.0218814007	-0.048207755	0.2065783125	0.0750723654	-0.150034621	0.0470616894	-0.1136411418	-0.183835542	0.0487317144	-0.0525998966	-0.031451607	-0.0254273173	0.0173649433	-0.1030806642	0.1021802246	-0.068600704	0.0998207652	0.0980441015	0.1069175894	-0.0164389727	-0.0894593708	0.0903110447	-0.1650485157	-0.1154478166	0.0162353222	0.0647214214	0.161435711	-0.025510658	-0.0341876537	0.0074760204	0.1463323407	0.036511	0.0012539	0.001333053121	1.5722652100000057e-06	-0.00849281	0.00630909	3.98046166281e-05	7.21278216961e-05	-0.00379061	0.01352459	0.0001829145346681	1.43687241721e-05	-0.000511177	-0.00034439	1.1860447210000003e-07	2.61301925329e-07	0.000675365	4.974200000000008e-05	4.5611788322500004e-07	2.474266564000008e-09	0.000686397	-0.0001977259999999	3.909557107599999e-08	4.711408416090001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65515.79816235017	-89.4689045069681	4292319808.849806	8004.684873676977	119460.69896164116	215.56693399972573	46469.10303404211	14270858596.403852	62426.30164122399	-15.00029521495162	225.0088565357005	3897043136.6010847	78424.54700520834	70091.58455079031	0.956415	16.962927	0.0767488299999999	0.0439013	-0.0924175892	0.0384912515	0.0297291839	0.0096201015	-0.0111502947	0.0204585109	-0.1409823106	-0.0215812561	-0.0171660245	0.025100343	0.0679972007	0.0556369614	0.115552786	-0.0006596664	-0.0024555394	0.0936476731	-0.0665148918	0.0170229703	-0.2408289937	0.0378930234	0.1601471795	-0.1189715626	0.1426500885	0.0276804286	0.1618059789	-0.0699720021	0.0237776427	0.0806295691	0.075190614	0.0295829289	-0.1506373116	-0.0946252041	0.0827281928	-0.1577154381	-0.0732549454	-0.0721653686	0.0593053273	0.0135165592	-0.081114463	0.1028921041	-0.0431507679	0.0843770287	-0.0681013851	0.067694602	-0.0050886755	-0.0350859047	0.1311050405	-0.0572194753	-0.1274200388	-0.1260727465	-0.0223705829	0.0470120609	0.0068381686	0.0286964164	0.1250686853	-0.0165267692	0.0257732199	0.1452505133	0.0363806	-0.0001304	0.00132354805636	1.7004160000000714e-08	-0.0264423	-0.01794949	0.00032218419126	0.00069919522929	-0.0087422	-0.00495159	2.4518243528100004e-05	7.642606084e-05	0.000156766	0.000667943	4.461478512490001e-07	2.4575578756e-08	0.000833403	0.000158038	6.945605604090001e-07	2.4976009444e-08	0.000934763	0.000248366	6.168566995599998e-08	8.737818661690001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65605.1470551447	89.34889279452909	4304035320.127161	7983.224643608252	119210.97911103492	-249.71985060624135	62360.00378680352	14211257540.611605	62373.20452834063	-53.097112883355294	2819.303396547775	3890416643.134213	78282.8918752207	70527.81303380283	0.90234	16.003857	0.05831741	0.0290606	-0.0614119172	0.0022193236	0.0258787508	0.0028950267	0.082956685	0.0902012718	-0.0298611139	-0.0074311722	0.1092806964	0.0123523013	-0.0163186427	0.0263767564	0.1476889248	-0.1298446021	-0.0483186105	0.0598748464	-0.1156770209	-0.0336890647	-0.1235723607	0.008290537	0.1542536698	-0.0715477067	0.0676683758	0.0056754061	-0.0345099209	-0.1715564137	-0.144484588	-0.095059167	-0.0843665162	0.1973080102	0.1814313235	-0.0606469257	0.0373814446	-0.0741101951	0.0157050158	0.0557395728	-0.0912194355	0.071855114	-0.0064216503	0.0222936362	-0.0977465817	0.1026894072	-0.0261126941	-0.0097892916	0.0509459419	0.0421130805	0.0597443801	-0.1119327999	-0.0007785937	-0.0659251216	-0.0145285786	0.017086496	0.0229028671	0.1411902362	0.0874035213	0.0095813191	0.0689879722	0.1439917206	0.0258471	-0.0105334999999999	0.00066807257841	0.0001109546222499	-0.0123924	0.0140498999999999	0.0001973996900099	0.00015357157776	0.00289996	0.01164216	0.0001355398894656	8.4097680016e-06	0.0	-0.000156766	2.4575578756e-08	0.0	0.000796698	-3.670500000000005e-05	6.34727703204e-07	1.3472570250000036e-09	0.000686397	-0.000248366	6.168566995599998e-08	4.711408416090001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65581.34166945092	-23.80538569377677	4300912375.165259	566.6963880294717	119363.03819193853	152.05908090360754	23121.964085249863	14247534886.410175	62396.01383659639	22.80930825575342	520.2645431059811	3893262542.696728	78528.95845471398	70423.73076973598	0.970194	17.207312	0.028788835	0.0191981	-0.1009289467	-0.0082687573	0.0368392492	0.0452379305	-0.0085417428	0.0219607568	-0.0787581847	-0.0843567246	0.0647173557	0.0594999304	0.0862120659	-0.0002824833	0.0764427867	-0.0318298188	-0.0404219761	0.0007987321	-0.1364865427	0.0130685549	-0.0580127427	-0.0554257888	-0.0510214966	-0.0023478417	0.0399026304	0.28285194	-0.1047302695	0.0376535391	0.210783048	0.0351034206	0.0517423284	-0.0327867338	0.0004320773	0.152904102	0.0007017442	0.1595680591	0.1005844004	0.1540769387	0.0332853591	-0.072105296	-0.0847872848	0.0564459201	-0.0264124336	0.1404605501	-0.0561926353	0.0145800415	0.0464775166	0.0371437077	0.2236923001	0.1219916163	0.0450232183	0.0778792673	0.1289540815	-0.1145260308	-0.0338346112	-0.0189775297	0.0144769373	-0.0107071215	-0.1258332682	0.1425574961	0.0258796	3.249999999999781e-05	0.0006697536961599	1.0562499999998575e-09	-0.0284592	-0.0160668	0.00025814206224	0.00080992606464	0.000148175	-0.002751785	7.572320686225e-06	2.1955830625000006e-08	5.293960000000001e-23	5.293960000000001e-23	2.802601248160001e-45	2.802601248160001e-45	0.000597943	-0.000198755	3.57535831249e-07	3.9503550025e-08	0.000686397	0.0	0.0	4.711408416090001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65485.53870818008	-95.80296127084148	4288355779.900552	9178.207388262352	119374.88259147662	11.844399538094876	140.2898004180221	14250362593.728828	62422.38495601725	26.371119420866307	695.4359395095921	3896554143.597209	78339.9043388065	70000.447269192	1.136264	20.152723	0.0873784249999999	0.0538654	-0.0535535064	0.1102487716	-0.0157112247	0.0358679267	0.0356369676	0.0455907429	-0.1249917679	0.0595773327	-0.010405899	0.0896746347	-0.0698080646	0.0767796065	-0.0023132958	-0.0661944402	0.0733987106	0.048321067	-0.0097373363	-0.0847124101	-0.0577246173	-0.1604607241	-0.0091582894	0.0392397884	-0.076235865	-0.080583147	0.0477933305	0.1264194738	0.0106362474	0.0617579812	-0.0688095535	0.1521152874	0.0632269934	0.0472638832	0.0707207426	0.0444275711	0.0416018668	-0.0215006368	0.1398021239	-0.0320916502	0.0073236142	0.141345683	-0.0323649917	0.0007952498	-0.0646556177	-0.0767900701	-0.0197680051	-0.0271085568	-0.1165574875	-0.0621549514	0.0143011271	0.0267774552	-0.1445321595	-0.0150140893	0.1315992275	0.1151155457	0.028033922	-0.0756418794	-0.0417300733	0.1409495873	0.0412341	0.0153545	0.00170025100281	0.00023576067025	-0.0177136	0.0107456	0.00011546791936	0.00031377162496	0.0482658	0.048117625	0.0023153058356406	0.00232958744964	1.05879e-22	5.29394e-23	2.8025800723599998e-45	1.1210362640999999e-44	0.000541504	-5.6438999999999925e-05	2.932265820160001e-07	3.1853607209999916e-09	0.000893172	0.0002067749999999	4.275590062499999e-08	7.97756221584e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
