global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
65629.7989686234	n/a	4307270512.661922	n/a	120355.23489040798	n/a	n/a	14485382565.52528	62253.576553914834	n/a	n/a	3875507793.754135	78799.95023501465	72370.54051953035	n/a	n/a	n/a	n/a	-0.0519656922	-0.1248868675	0.0005352085	-0.1317759215	0.0932201581	-0.0056922125	-0.1059355884	-0.1197936144	0.0175887646	0.0246830144	-0.077767639	0.1998538634	-0.10486498	0.0296928952	-0.2034443874	-0.0742790938	0.025524374	0.0217094163	-0.0722652242	0.1827481999	-0.033696231	-0.0157058514	0.0541957124	-0.0571986533	0.0117740028	-0.0666051035	0.1553168909	-0.0273231237	0.0737179327	-0.1012771007	0.089054047	-0.0327781536	0.0936251346	0.0707153876	-0.016090902	0.0383988495	-0.0584522317	0.0623237885	-0.0084447016	0.0291014011	-0.0453258421	0.1024528635	-0.013542948	0.0334886826	-0.1489867394	0.024027235	-0.0636708681	0.1193052207	-0.0392686012	0.0549138656	-0.1329614002	0.0884424419	-0.0894718776	0.0388649418	-0.022580844	0.0012339645	0.0479992586	0.1426611395	-0.125843588	0.1897618735	-0.0792851628	0.1426641452	-0.0032449076	0.0145863244	-0.1008603693	0.019106704	-0.0140825487	0.2341857803	-0.1432539946	0.057631585	-0.0661227129	0.0066716683	-0.0292009655	0.093394272	-0.0669670045	0.0253816414	0.0928253246	0.0076413344	-0.0971555545	0.0354427637	-0.2033398267	0.0083417753	-0.1020612265	0.1033663961	-0.0406792412	0.0058044314	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0163838	n/a	0.00026842890244	n/a	-0.000111772	n/a	n/a	1.2492979984e-08	6.13211e-05	n/a	n/a	3.76027730521e-09	-0.000627291	n/a	n/a	3.93493998681e-07	-0.000936514	n/a	8.770584721960001e-07	n/a	-0.000563815	n/a	n/a	3.17887354225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65297.64281272258	-332.156155900826	4263782156.897901	110327.7119028138	119147.81016710067	-1207.424723307311	1457874.4624537367	14196200667.61546	62211.53992960165	-42.03662431318662	1767.0777836479926	3870275700.41242	78442.00258394798	69819.24837458509	1.326271	23.099171	0.0723608159	0.0390773	0.0859550827	-0.030599012	-0.0929269285	-0.1637507525	0.065379712	-0.0338265268	0.0020631237	-0.1114000903	0.0881036702	-0.0412316602	-0.0653519911	-0.0308903435	-0.239872274	0.1084152046	-0.1146139661	-0.0548374438	-0.1682370708	-0.0012959107	-0.010991114	-0.0491687321	0.0818385014	0.0092828973	0.0942661701	0.0074005708	-0.0052163751	-0.0785816885	0.0683236485	0.0139204814	0.0096621681	-0.1291478771	0.1009489142	-0.0090863167	0.0680495738	0.0146483977	0.1024876175	-0.0669899256	0.0489435118	-0.1001715757	-0.1032936703	0.0673566378	0.0032771691	0.0049500995	0.0406027448	0.0141152401	0.0932123469	0.069955492	-0.0410453865	-0.0866675461	-0.0491215309	-0.0820413895	0.0621866343	-0.0519370521	-0.0354912097	-0.0170424445	-0.0802235787	-0.0522516701	0.1274419059	0.0814424522	-0.0422454832	-0.0867030207	0.0540662891	0.0520510527	0.1209491068	0.0772132617	-0.0456596332	-0.0739474685	0.0870623848	0.1997226494	-0.031303266	0.1154034952	-0.1621603883	0.0241830846	-0.0798406654	0.1061775998	-0.0537846287	-0.0112712308	0.0921128957	0.0153191924	0.0236484461	-0.1399512364	0.0771537538	-0.0839982817	0.1348662183	0.0399486661	0.0523038613	-0.0419936953	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0310729	-0.0146891	0.00096552511441	0.00021576965881	-0.000139359	-2.7587000000000005e-05	7.610425690000002e-10	1.9420930881e-08	0.0194886	0.0194272788999999	0.0003774191654583	0.0003798055299599	-0.000669	-4.170900000000002e-05	1.7396406810000011e-09	4.47561e-07	-0.00124462	-0.000308106	1.5490789444000005e-06	9.492930723600005e-08	-0.000978337	-0.0004145219999999	1.7182848848399996e-07	9.571432855689998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65333.10320419381	35.46039147122792	4268414374.2898393	1257.439363292734	118684.1429759838	-463.6671911168669	214987.2641182052	14085925793.943766	62161.84738581731	-49.69254378433834	2469.348907758383	3864095270.417642	78488.86583321569	69107.91565848017	1.098839	19.138067	0.0890493409999999	0.046099	0.131219452	0.0052802847	-0.068828005	-0.0534561727	-0.006051346	-0.0746293553	0.0748803724	-0.018875545	0.0080887959	-0.0255045381	-0.0954197507	0.0974009598	-0.0240164528	-0.0360093518	-0.1511342703	-0.1745241041	-0.0079098188	0.0370397244	0.0226162369	0.0165746483	0.0410013502	0.0011523563	0.0161242641	-0.0616719903	0.0415201403	0.0680361266	-0.0343006304	0.0072190811	0.0102294009	-0.002298907	-0.0030347384	-0.0095848092	-0.0358212938	0.0281526446	0.0033661902	0.1096604554	0.1069626582	0.1304878957	-0.0608144808	-0.0330219172	0.0196383787	-0.0948228602	-0.0115548153	-0.1238949051	-0.0734402467	-0.008877016	0.0262789862	0.0564093091	-0.0202908009	-0.0797672713	0.0097130249	-0.1500937026	0.027173528	0.0795416135	-0.0171207177	0.1335929195	0.0543301028	0.08086868	-0.0948469845	-0.0018971836	-0.0128802461	0.0418559176	0.045500522	0.0823052774	0.0295532481	0.0413124925	0.0079658631	0.1171168045	0.0609535861	0.124014951	0.06542009	0.0227274829	-0.026321265	-0.0344308591	0.0078367513	-0.0006352626	0.0572680034	-0.0780017087	-0.0551207091	-0.0290934982	0.0325827773	0.010618611	-0.0382370656	0.0016142633	0.0204444984	-0.1635637803	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0236132	0.0074597	0.00055758321424	5.564712408999999e-05	-0.0130837	-0.012944341	0.0001675559639242	0.00017118320569	0.0130823	-0.0064062999999999	4.104067968999998e-05	0.00017114657329	-0.000952056	-0.0002830559999999	8.012069913599998e-08	9.06410627136e-07	-0.000953219	0.000291401	9.08626461961e-07	8.491454280100002e-08	-0.000308014	0.0006703229999999	4.4933292432899996e-07	9.4872624196e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65297.39372071684	-35.70948347696685	4263749626.7183113	1275.1672101917686	118659.9774689851	-24.165506998702767	583.9717285043524	14080190252.940052	62184.137869162085	22.290483344775566	496.8656477437169	3866867002.530958	78367.29531834504	69789.98508862441	1.070091	18.637365	0.02898565	0.0172385	0.0944015506	-0.0291941889	-0.0338251389	0.0205304417	0.0312508119	0.0260337826	0.0993729095	-0.037197861	-0.0607680054	0.0198543919	0.0024415584	0.1134623685	0.0070414704	-0.0903969093	-0.1482102218	-0.1232898272	0.0137012618	0.0188965107	-0.0358502455	0.1469864407	0.0418497435	0.0122703125	0.1031417075	0.0842358086	0.068493806	-0.0607523405	-0.0307378127	0.0175501764	-0.0461125519	0.0547147905	0.0022893004	-0.1314332366	-0.0474586618	-0.075744773	-0.0120676832	0.015038069	-0.0045681365	-0.0162073148	-0.0393819566	-0.0111140984	0.0197208209	0.0362910706	0.0244544024	-0.0506886443	-0.061863199	-0.0065997067	0.0427251834	-0.0212558752	0.0084050224	-0.1150439596	0.074736186	0.0536658654	0.0504417494	-0.003711241	-0.0548176164	0.1133082937	0.0029499098	0.0457247235	-0.0083096652	0.0654977252	-0.0282545612	0.0619876989	-0.0240311774	0.0854669282	0.1185710342	0.026432998	0.03630603	0.0425481741	0.0524677402	0.1304479956	-0.0998439729	-0.0810793787	0.0485700484	0.0723239164	0.0049818642	0.0401045466	0.023046253	-0.1666016325	0.0591161681	0.0571859389	0.0799712709	-0.0633520169	0.0007706195	0.0652587454	-0.054491899	-0.0913108525	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0236065	6.700000000001843e-06	0.0005572668422499	4.48900000000247e-11	-0.0167661	-0.0036823999999999	1.3560069759999993e-05	0.0002811021092099	0.0285158	0.0154335	0.00023819292225	0.00081315084964	-0.000935634	1.6421999999999986e-05	2.6968208399999957e-10	8.75410981956e-07	-0.000895529	5.769e-05	8.019721898410001e-07	3.3281360999999996e-09	-0.000431163	-0.0001231489999999	1.5165676200999993e-08	1.85901532569e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65308.57702401903	11.183303302190325	4265210232.9022255	125.06627274878102	118345.96828884548	-314.0091801396193	98601.76521195586	14005768210.22442	62321.03346926511	136.89560010302375	18740.405327567	3883911212.677262	78458.88092223673	69408.24006474482	1.115554	19.42918	0.0932736799999999	0.0532944	0.0913972642	0.0414215804	0.0023898659	-0.0491420694	-0.1044008528	0.0336208317	0.106332384	0.0001189784	0.0395618248	-0.0265853153	0.0598011303	-0.0387640251	-0.0134074572	-0.1168414294	-0.1395636554	-0.0133985113	-0.0400668585	0.1031050442	-0.1309545385	-0.0044066417	0.0258131793	-0.0893023592	0.1218818659	-0.0194794993	-0.0662762084	0.1015430555	0.1506459584	-0.1805854232	0.0571632407	-0.0840588932	-0.0706299548	-0.0666461987	-0.1232219296	-0.0598038106	0.0287182565	0.0856751389	0.008282111	-0.0679025909	0.0118894466	0.1230834326	-0.0395919407	0.0020000851	0.0303489131	0.0219363283	-0.073508955	-0.0361543774	0.0391935534	-0.0136147221	0.0497318371	0.0728337786	-0.0688495816	0.0373046546	-0.050080714	-0.1016887258	-0.0165836627	0.0337089952	0.0785623193	-0.0694930421	0.0115362689	0.05995611	0.1229377385	0.035674253	0.0330695593	0.0514876366	0.1330451756	0.0172898413	0.1381655751	0.0058995827	0.0649267892	0.1345181553	0.0322598422	-0.0959734127	0.0558065594	0.0510867722	-0.0638004472	-0.1582792545	0.0218284567	0.0148286865	-0.0038221347	0.0852693828	0.0061525442	-0.1495919275	-0.0396284795	-0.0251744564	0.0283399584	-0.0301932341	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0262953	-0.0026888	0.00069144280209	7.229645440000008e-06	-0.004434	0.0123320999999999	0.0001520806904099	1.9660355999999995e-05	0.00142957	-0.02708623	0.0007336638556128	2.0436703849e-06	-0.00065375	0.0002818839999999	7.945858945599996e-08	4.273890625000001e-07	-0.000953219	-5.769e-05	9.08626461961e-07	3.3281360999999996e-09	-0.00111492	-0.0006837569999999	4.6752363504899995e-07	1.2430466063999995e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65326.33042086868	17.753396849650017	4267529446.256513	315.18309970116314	118578.34065303096	232.372364185474	53996.91563714656	14060822872.026257	62390.176206215656	69.14273695054726	4780.718073012574	3892534087.0426383	78770.01619847544	69363.97591806386	1.05018	18.290596	0.0637510199999999	0.0278075	0.0740918342	0.0642193069	-0.0088704575	-0.0364549309	-0.045632562	-0.0839573728	0.0400223348	0.0425379894	0.0726524149	0.0186110767	-0.0244293985	-0.012666673	-0.0211694634	-0.0603293665	-0.0064498833	0.0432394304	0.0151531814	-0.0699742377	-0.0901748368	0.0499597378	-0.0358521514	-0.0750002541	-0.0007254443	0.022036507	-0.0854094398	-0.0743740063	0.0079485893	-0.0002139654	-0.0190470807	-0.0164615282	0.111987399	-0.0102273526	-0.0574483099	0.1563570723	-0.0619026347	-0.0329110073	0.0325329001	-0.0039693197	-0.0821779147	0.0244670668	-0.0491273145	-0.125704973	-0.0529191112	0.1142870631	0.1216611654	0.0884896536	-0.0095387278	-0.1230171683	0.0953768183	-0.0472253234	0.0947499623	0.0702758946	-0.0365918438	0.0262112195	0.0950029219	-0.0046426841	0.0521769476	0.0202945288	0.0413840801	0.0008119925	-0.047419985	0.0405194459	0.1354144151	-0.0398927015	0.0623631625	0.0768138874	0.0313040756	-0.1359473468	0.0031855176	0.1091034333	-0.0840792784	-0.1149450384	-0.0128104433	-0.0429972536	-0.0782623658	0.0757052673	0.0219521943	0.0321738873	0.0021236977	0.0157532948	0.0894823011	0.0502545558	0.1589162724	0.0103624926	0.0747830247	0.1145295279	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0418741	-0.0155787999999999	0.0017534402508099	0.0002426990094399	-0.0134202	-0.0089862	8.075179043999999e-05	0.00018010176804	-0.0127909	-0.0142204699999999	0.0002022217670208	0.0001636071228099	-0.000495133	0.000158617	2.5159352689e-08	2.451566876890001e-07	-0.0011772	-0.0002239809999999	1.38579984e-06	5.0167488360999975e-08	-0.000998207	0.0001167129999999	1.3621924368999964e-08	9.964172148490005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65420.34907388582	94.01865301714132	4279822072.949074	8839.50711515762	118923.13535789208	344.79470486112405	118883.38850026963	14142712123.351522	62322.66292067308	-67.51328554257634	4558.043724753447	3884114313.523839	78415.60072654927	69456.25385869014	1.150389	20.035892	0.08702555	0.0390229	0.0407817028	0.0641836271	-0.0063055239	0.103592675	0.0641373324	0.0403715661	0.0473115264	-0.0570832214	-0.0417621063	-0.0233941808	0.0785513156	-0.0447698647	0.0932010359	0.0009296639	0.0130962497	-0.0210074124	0.0018036878	0.0590682374	-0.0812464241	0.0167657152	0.1233807015	-0.0581565422	0.0177740308	0.07252429	0.081691195	-0.0495206863	0.0664519316	0.0421618492	0.0134157924	0.0458100669	-0.001621211	-0.0127916699	0.1286834007	-0.0242350864	-0.0921319233	-0.0726001589	-0.0825224516	0.0998696777	0.0324738447	0.1995230821	-0.0762907646	-0.0254925887	-0.1628038317	0.1147158986	0.0091664705	0.0026859187	0.0097961574	-0.0115200613	0.0100395452	-0.0601923859	0.0365295982	-0.0694686581	0.0351889674	-0.0189827753	-0.0529896035	0.0260386694	-0.0107097974	-0.0057744433	0.0541981651	0.0990611105	0.1052429452	-0.1908548433	-0.0288850197	-0.0177692667	0.051809338	7.66491e-05	-0.047532283	-0.0003893349	0.0218179148	0.0267947227	-0.1325548944	-0.022299004	0.0410282477	0.1273329098	0.020216714	-0.0902786386	0.0167971977	0.0312536957	-0.1321864699	0.0643682772	-0.0475305853	0.0870070356	0.1126766845	0.0167387261	0.1173123394	0.0620267271	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0260886	0.0157854999999999	0.00068061504996	0.0002491820102499	-0.0167337	-0.0033135	1.0979282250000003e-05	0.00028001671569	0.0102493	0.0230401999999999	0.0005308508160399	0.0001050481504899	-0.000191699	0.000303434	9.2072192356e-08	3.6748506601e-08	-0.000953219	0.0002239809999999	9.08626461961e-07	5.0167488360999975e-08	-0.000627895	0.000370312	1.371309773440001e-07	3.9425213102500005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65420.14631945079	-0.2027544350348762	4279795544.458351	0.0411093609263118	119267.8569652416	344.72160734952195	118832.986573638	14224821705.081331	62401.47612465659	78.8132039835109	6211.521122146499	3893944222.536087	78545.55653364977	69769.525786391	1.100626	19.169182	0.02618414	0.0180829	0.0088020842	0.0783968989	-0.0168027664	0.0423174994	-0.0112421999	0.0298451272	-0.0512459702	-0.0113749514	-0.0619865583	0.0789235308	0.0341324883	0.0487949206	-0.0097961089	-0.1705539423	0.1348884997	0.0151939615	0.0053900954	-0.1104403921	0.0546798377	-0.0234726856	0.0322827705	0.0257525952	0.1102383192	-0.0539665528	-0.0149857755	-0.0543291017	-0.1081313573	0.0312974375	0.0413059218	-0.1698525006	0.0205912924	0.0435478753	0.1604745757	0.0050174555	0.0021794673	0.0356652983	0.0840877101	-0.0725956041	0.0311579026	0.0844618312	0.0087712049	-0.0861982833	0.0489861917	-0.1135897713	0.001852742	-0.0535941815	0.0300374075	0.0229768976	0.0692729418	0.0292253171	-0.0539572505	0.0170589029	0.0443753899	0.0814488934	-0.0390915135	-0.0564319882	-0.1102181786	0.0525873347	0.060855208	-0.0692693404	0.0177959441	0.0671505263	-0.029499895	0.0952685602	0.0456741416	0.0545445637	0.0670279628	-0.1093183744	0.0214981261	0.0959925098	0.0044611727	0.0354273231	-0.0299219261	-0.0241235174	0.0168441386	0.1217795753	-0.0961971649	-0.0458130763	0.0514201867	0.0102250915	-0.1247221457	0.0491194409	0.1331294848	0.0524180504	0.0805674031	0.1499098425	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0251348	0.0009538	0.0006317581710399	9.097344400000024e-07	-0.00283006	0.01390364	0.0001933112052496	8.009239603600001e-06	0.0102354	-1.3899999999998984e-05	1.9320999999997167e-10	0.00010476341316	-0.000178844	1.2855000000000012e-05	1.6525102500000027e-10	3.1985176336e-08	-0.000953219	0.0	9.08626461961e-07	0.0	-0.0008412959999999	-0.0002134009999999	4.5539986800957344e-08	7.077789596158317e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65525.776747158045	105.63042770725588	4293627418.318398	11157.78725761781	119629.3262713397	361.4693060980935	130660.05925103722	14311175704.134647	62271.38546102336	-130.09066363322927	16923.580764534	3877725447.235352	78689.61571080075	70392.67962521923	1.200981	20.91704	0.1428205899999999	0.0686036	-0.063043274	0.1078384505	-4.29102e-05	0.0037890184	-0.063574873	0.0626119259	-0.0879679023	0.0597739974	-0.0801799197	-0.0192438664	0.0068523421	-0.0560997501	0.0411071555	0.0037576031	-0.024609023	-0.1003553851	0.0393029826	-0.0096400846	0.0413178686	0.0620241463	-0.031670306	0.0617193055	-0.0398813078	-0.0205496024	0.0492545612	-0.1089718873	-0.0230652233	0.004383907	-0.1035747647	-0.1041318215	-0.0500923919	0.0494616612	-0.024568468	-0.044507949	0.0418066138	0.0280863856	-0.0614128449	0.0050240934	-0.1280556305	-0.0709281283	-0.0524625988	-0.0333083719	-0.0770169173	0.0010233032	0.0727421897	-0.0783080599	-0.0193523254	-0.0955082619	-0.0920753704	-0.0407437269	0.0254221074	-0.0454454129	0.0260321268	-0.0471790623	0.0270870918	0.0556423932	-0.0782041377	0.0007892641	-0.076088542	-0.0358557571	0.0254325817	0.0889382463	0.0264540529	0.0845601242	-0.0914926987	0.0779090239	-0.0009617712	-0.0497872908	0.1441083792	0.0027865185	-0.0943747829	-0.0127682659	0.0141547331	0.1349977614	0.0351066705	0.0045477701	-0.0612579315	0.100225859	0.1123633051	-0.0604558537	-0.1765085948	0.0480618125	-0.003970608	-0.0760164778	0.0517721769	-0.1270110718	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0240207	0.0011140999999999	0.0005769940284899	1.2412188099999997e-06	-0.0215499	-0.01871984	0.0003504324096256	0.00046439819001	-0.0465907	-0.0568261	0.0032292056412099	0.00217069332649	-0.000495133	-0.000316289	1.0003873152100003e-07	2.451566876890001e-07	-0.000549104	0.000404115	3.01515202816e-07	1.6330893322500005e-07	-0.000238489	0.0006028069999998	3.6337627924887937e-07	5.6877003121e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65489.70787886832	-36.06886828972347	4288901838.0595074	1300.9632597014192	119711.06397840712	81.73770706742653	6681.052756640428	14330738838.842283	62490.981082589286	219.5956215659244	48222.23701092467	3905122716.664532	79558.84477563876	69969.13184341119	2.008809	34.986675	0.5200115	0.300051	-0.0450130785	0.0081870064	-0.1326984304	-0.0919050313	-0.18563296	0.0109523906	-0.0906541744	0.4035954745	0.0455789724	-0.0229904353	-0.3780633409	0.1099701103	0.1048303536	0.224563889	0.2679020919	0.0734546172	0.0982752918	0.0617624343	0.0238471217	-0.1009089908	-0.162882759	0.4156248432	-0.2309137914	0.2457967574	-0.1307136848	0.2144186975	-0.0495979925	0.0594034684	0.1100050667	-0.0542529231	0.1150158691	-0.0253228748	-0.0816151134	-0.0123283258	0.0022580121	-0.1559570265	0.0868217823	-0.0221687414	0.0184195541	-0.0193435901	0.0024027022	0.0178912877	-0.0833821936	0.0060358376	-0.1071139935	0.1635784972	0.0658864712	-0.0360084447	0.0245214081	-0.038816645	-0.0145750945	0.1270466132	0.02967708	-0.0090261369	0.4044821212	0.0122811877	0.0828351197	-0.0805336291	-0.182606892	-0.2533411309	-0.1575613677	0.111368687	-0.5542198672	-0.2943259322	-0.0565581559	-0.0678964794	0.0192374278	-0.0919418727	-0.1885714591	-0.0263947957	0.0020855256	-0.0121755033	0.0944879989	0.087789616	0.057271571	-0.0302221818	0.0032739631	-0.0351365263	0.0279533199	-0.071800486	0.1273884344	-0.0503239498	0.0783559373	-0.0391043106	-0.0762781191	-0.0322691383	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0657766	0.0897973	0.00432656110756	0.00806355508729	-0.0170259	0.004524	2.0466576000000003e-05	0.00028988127081	-0.18213	-0.1355392999999999	0.0183709018444899	0.0331713368999999	0.00312771	0.003622843	1.3124991402649e-05	9.7825698441e-06	0.000545339	0.001094443	2.973946249210001e-07	1.197805480249e-06	0.000847243	0.001085732	1.178813975824e-06	7.178207010490001e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
