global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
58659.23943553234	n/a	n/a	3440906371.1551127	91196.55075104703	n/a	8316810868.888297	n/a	57388.53351358149	n/a	n/a	3293443778.8394656	66067.19786790188	57814.142276408704	n/a	n/a	n/a	n/a	-0.0649821095	-0.0304468899	-0.0724730945	0.0322807796	0.0671210384	0.1022956222	0.0785527867	-0.0108149666	0.0043132442	-0.0426197447	-0.0254548156	0.072745392	0.0215446722	0.1328733701	-0.0716077476	0.0097293806	-0.0427438564	-0.0605190938	0.1299450908	-0.0358694219	0.0866221001	-0.0337415642	0.0403050768	-0.0538472062	0.0219848311	-0.0226870616	0.0021629066	-0.0338288437	0.016104755	-0.0722476879	0.0908824839	0.0008002837	2.55689e-05	-0.0605773067	-0.0456100682	0.0407163563	-0.0012704632	0.0970574956	0.0498491139	-0.115704569	0.0893590448	-0.0104999726	0.0759557603	-0.0020171334	0.04530325	0.0232912158	-0.0450368725	0.0287705957	-0.0938686305	0.0761631513	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0937606	n/a	n/a	0.00879105011236	0.0319765	n/a	0.00102249655225	n/a	-0.22239	n/a	n/a	0.0494573121	1.3234900000000002e-23	n/a	n/a	1.7516257801000006e-46	0.000247269	n/a	n/a	6.1141958361e-08	-0.000389214	n/a	n/a	1.5148753779599998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58607.10543984553	-52.13399568681052	2717.953506272378	3434792808.037172	90225.21425647016	-971.33649457687	8140589287.625947	943494.5856968816	57318.53840228873	-69.99511129275925	4899.315604885754	3285414844.574648	66059.7694163044	58864.95311128562	0.949158	22.371807	0.1006518999999999	0.0474635	-0.0638155356	-0.0278710496	-0.1057480939	0.0842996407	0.1443222928	0.0393236792	0.0256063868	-0.0432519763	-0.0655688642	0.0127883126	-0.0290849882	0.067861137	0.0998107496	0.029987203	-0.0243856374	-0.1678599862	0.0183934741	-0.047795726	0.2068150918	-0.01649276	-0.0975884671	0.0513223543	0.126937343	0.1339765781	-0.071002249	0.0535177949	0.0522767265	0.1029999616	-0.0772992304	0.0563876718	0.0837749144	0.0939276223	-0.0077267368	0.0884227594	-0.0961460622	0.0520228938	0.0194044142	-0.0445707712	0.0052354834	-0.1365064699	0.0672238074	-0.0457540941	0.1056396615	-0.0765665198	0.0765980858	-0.062968159	-0.108479402	-0.0484731812	0.0404195621	-0.0325494239	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0835645	-0.0101961	0.00010396045521	0.00698302566025	0.0536327	0.0216562	0.0028764665092899	0.00046899099844	-0.213289	0.0091009999999999	8.282820099999997e-05	0.045492197521	0.000625883	0.000625883	3.917295296890001e-07	3.917295296890001e-07	0.0007807759999999	0.0005335069999998	2.8462971904889324e-07	6.096111621758438e-07	-0.000354632	3.458199999999996e-05	1.195914723999997e-09	1.2576385542400001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58484.51176745975	-122.59367238578125	15029.208509032263	3420438116.678138	89717.02680009665	-508.1874563735182	8049144897.84926	258254.49081538647	57126.03223245724	-192.5061698314894	37058.62542319024	3263383558.6237435	65850.55536672391	57875.63573279748	1.027366	24.215164	0.0788982	0.0452309	-0.0312435424	0.0055430695	-0.008493725	0.0991795025	0.0759407416	-0.0335937446	-0.0636537808	0.0082426029	-0.1316757833	-0.0348228578	0.0795248084	-0.0100739525	0.1130701297	0.0141012387	0.0454749962	-0.1244299714	0.0485118877	0.0478003171	-0.0534413839	-0.109169767	0.0718571819	-0.0339840578	0.0215411806	0.1047563977	-0.0566790632	-0.1162165752	-0.0806251602	0.0307598995	0.0070100086	0.0591718063	-0.043413695	0.0367133224	0.0294770502	-0.0817045542	-0.0517342973	-0.0902569491	0.0737860941	-0.0103535446	-0.0202480054	-0.1453140867	0.02943276	-0.0133833082	0.073017041	-0.1029419042	0.1055210566	-0.0456533786	-0.0284187249	0.1373637421	0.1503255827	0.0883585483	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.064133	-0.0194315	0.00037758319225	0.004113041689	0.0425703	-0.0110624	0.0018122304420899	0.00012237669376	-0.20873	0.004559	2.078448100000007e-05	0.0435682129	0.00137985	0.0007539669999999	5.684662370889998e-07	1.9039860225e-06	0.000692352	-8.842399999989996e-05	7.818803775982309e-09	4.793512919040001e-07	-0.000389147	-3.451499999999999e-05	1.1912852249999992e-09	1.51435387609e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58572.97209566073	88.46032820097753	7825.22966542466	3430793060.11905	90461.728428372	744.7016282753466	8183324310.248526	554580.5151559525	57179.49757922535	53.4653467681128	2858.543305034549	3269494943.412638	65938.3997968978	57627.48808560391	0.99271	23.398333	0.20785536	0.112153	-0.0558736123	0.0808170803	-0.0499917302	0.0140241953	-0.0016276594	-0.0125571476	-0.0312131866	0.0147688518	0.0641148403	-0.1048935929	0.0809671214	-0.0541621459	0.0320996933	0.1044882697	-0.0084587719	-0.0760843209	-0.0516283817	0.0011846665	-0.0121898119	0.0157546906	0.0285307425	0.1035220588	0.1171267481	0.1111074345	0.0089156339	0.0164253137	-0.0437445787	-0.0113644446	-0.013368786	-0.0213983241	-0.1140173512	0.0170866613	0.0946788416	0.0066843151	0.0009974902	-0.0797310673	0.0390300716	0.065060075	0.0175349452	-0.1110699256	-0.0707121562	-0.0364502464	-0.0556939679	-0.0688452438	0.0168409787	-0.0310640919	-0.0197905351	-0.0192300692	-0.0561530243	0.1391432045	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0401876	-0.0239454	0.00057338218116	0.0016150431937599	0.00680664	-0.0357636599999999	4.63303480896e-05	0.0012790393765955	-0.125189	0.083541	0.006979098681	0.015672285721	0.000584603	-0.0007952469999999	6.324177910089999e-07	3.417606676090001e-07	0.000515412	-0.00017694	3.13077636e-08	2.656495297440001e-07	-0.000709066	-0.0003199189999999	1.0234816656099997e-07	5.027745923559999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58645.32179250327	72.34969684254611	5234.478633208327	3439273768.14626	90292.25636611362	-169.47206225837	8152691559.683986	28720.779886104832	57393.331826898895	213.83424767354157	45725.085478109504	3293994538.192526	66011.69511395763	56809.60734811389	1.00839	23.7679	0.136589055	0.0667037	-0.0215236794	0.0481368308	-0.1064571493	0.0158895535	0.0093053628	-0.0323010429	0.0105337993	0.0099160802	0.0851299497	-0.0420945227	-0.0437945222	0.0215955053	0.0355486928	0.0774129888	-0.0038749741	-0.1427384356	0.009110503	-0.045151419	-0.1291248056	0.0124726783	0.0340982453	0.0312069772	-0.0516035629	-0.0064130831	-0.1191740945	0.0187536401	0.0276196895	0.0442310498	-0.1047809133	0.0738022962	0.0031462391	-0.0934753552	-0.0545724613	-0.0720032456	-0.0101959274	0.0067990749	-0.0327023736	0.036918553	0.0566037463	-0.0253484449	-0.0829079612	-0.0995141608	0.0264484833	-0.0723631959	0.0461860704	-0.008381113	-0.0776723656	-0.0167622323	0.0476031347	0.0806526386	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0573891	0.0172015	0.00029589160225	0.00329350879881	0.0274211	0.02061446	0.00075191672521	0.0004249559610916	-0.126023	-0.000834	6.955560000000023e-07	0.015881796529	0.00138961	0.000805007	6.480362700490001e-07	1.9310159521000004e-06	-0.0	-0.000515412	2.656495297440001e-07	0.0	-7.07031e-05	0.0006383628999999	4.0750719209640993e-07	4.998928349609999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58739.86718024897	94.54538774569664	8938.830343984126	3450371996.35329	89637.959830058	-654.2965360556263	8034963842.495091	428103.9570943916	57253.55752483652	-139.77430206237477	19536.855517023985	3277969849.2497644	65931.93213175614	57608.586632052895	1.074021	25.314835	0.130971385	0.0747813999999999	0.0157643397	-0.0333285173	-0.0237214951	0.0787544776	0.0422864914	-0.0917006089	-0.0155219267	0.0283359216	0.0510677554	0.0346039161	0.0171856801	-0.032252998	0.1125185127	-0.0198901412	-0.0424924271	-0.143581648	0.0744791558	0.0427945207	-0.0119731619	-0.0703322734	0.0295582738	0.0094798161	0.0736737435	-0.0852016661	-0.0260050956	0.1532642072	0.0042997846	0.0929039328	0.0857409307	0.0361205188	-0.1095915194	0.0523533079	-0.0623055592	0.0597072311	-0.0485838186	-0.0792720719	0.021887925	-0.09415541	0.0290917953	0.0085554423	-0.0842998181	-0.0793809384	0.0974531704	-0.03256424	0.0024126195	-0.0395977955	-0.1354206104	0.0466042789	0.0456590973	0.0104142495	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.073107	0.0157179	0.00024705238041	0.005344633449	0.0165394	-0.0108817	0.0002735517523599	0.00011841139489	-0.0527825	0.0732404999999999	0.0053641708402499	0.00278599230625	0.00183339	0.0004437799999999	1.9694068839999998e-07	3.3613188921e-06	5.49404e-05	5.49404e-05	3.01844755216e-09	3.01844755216e-09	5.32022e-05	0.0001239053	1.5352523368089998e-08	2.8304740848399996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58777.164219210885	37.29703896191495	1391.0691153266018	3454755033.6520844	90638.16921378329	1000.2093837252904	8215277718.426413	1000418.8112921256	57380.74355508048	127.18603024395998	16176.286289217502	3292549730.93391	65864.81931313837	57566.05515712861	1.073342	25.29883	0.27751471	0.149273	0.0149697723	0.0128079902	0.0486100102	-0.0053175601	-0.0728758907	0.0355075282	0.0074696673	0.094517846	0.0755317312	0.0802642945	-0.0375808375	-0.0049080932	0.0304722441	-0.0178178507	0.1309858374	-0.0859437366	-0.0120608742	0.0855486336	-0.0524865926	-0.0077613717	-0.0186902869	0.0472895948	-0.032781014	-0.0413505297	0.0084099531	-0.0357914352	0.1075136438	-0.0605078067	0.0046267001	0.02460264	0.0391377077	0.05430008	-0.0322390972	0.0250946691	0.0251899086	-0.0506446572	-0.0243405287	0.0276019257	0.0439051085	0.1282793732	0.0521824662	-0.1086352326	0.0470880385	-0.0008052481	0.0231222867	-0.0612149646	0.0019941646	0.0092839884	0.0925052713	0.0349729557	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0349886	-0.0381184	0.00145301241856	0.00122420212996	0.00953948	-0.00699992	9.10016786704e-05	4.89988800064e-05	-0.0292502	0.0235323	0.00055376914329	0.00085557420004	-0.000329696	-0.002163086	4.678941043395999e-06	1.08699452416e-07	0.00127995	0.0012250096	1.50064852009216e-06	1.6382720025e-06	-0.0007359839999999	-0.0007891861999999	6.228148582702822e-07	5.416724482558528e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58752.17329155387	-24.99092765701789	624.5464651583018	3451817866.480776	90571.51497731422	-66.65423646906856	8203199325.285853	4442.787239274509	57463.87557375503	83.13201867455064	6910.932528905836	3302096995.956	66005.46839376367	58294.52271565735	1.04112	24.539345	0.17307358	0.0903035	-0.0352858438	0.0954097939	-0.0249564755	-0.0049681202	-0.0222318693	-0.0013544353	0.0438377008	0.0056921604	0.0884329995	0.0038952194	-0.0883644493	-0.0604101223	-0.0579603548	-0.0019870112	0.0303614204	-0.0763063684	-0.0787172846	0.0780353742	-0.1432258861	0.1377438072	-0.0731330353	-0.1525220566	-0.1203110687	0.0377121483	-0.086834273	0.0928948287	-0.0121265706	0.0190108903	0.1167624991	0.0148781817	0.0554067066	-0.0808269457	-0.0045801941	-0.0451372956	0.0382770276	0.0603563294	-0.0829121838	-0.0055652055	0.0146030167	0.0450315615	-0.0169958642	-0.0910139255	0.0480125406	-0.0447731427	-0.0905877079	0.0519629525	0.0423851469	-0.124144382	0.0369729155	0.0263828632	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00116321	-0.03615181	0.0013069533662761	1.3530575041e-06	0.040924	0.03138452	0.001674773776	0.0009849880956303	0.0146725	0.0439227	0.00192920357529	0.00021528225625	-0.00130957	-0.000979874	9.601530558759998e-07	1.7149735848999998e-06	0.00111717	-0.0001627799999999	2.6497328399999985e-08	1.2480688089e-06	-0.000825621	-8.963700000010001e-05	8.03479176901793e-09	6.81650035641e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58717.50411915062	-34.66917240324983	1201.9515151262597	3447745289.9824696	90876.3874067064	304.87242939218413	8258517788.093786	92947.1982034923	57407.22373302314	-56.65184073189448	3209.4310583119386	3295589336.733375	66113.60708178805	56741.27555729793	1.299758	30.635483	0.14961918	0.0760341999999999	0.0641799665	-0.0862300413	-0.0326647142	0.047427812	0.0447165562	0.0070694157	0.0275564101	-0.080677548	0.0577393909	0.0589404757	-0.0758489681	0.0433999697	0.066126444	-0.1396645496	0.046961543	-0.0017921077	0.0457430126	0.0441791766	-0.0214664737	0.1627315544	0.0220788917	-0.1411419894	-0.0515291929	-0.0454237489	-0.0099592755	0.0043281109	0.0664280026	0.037390359	-0.0560630431	-0.0488901113	-0.0118909592	-0.0569935405	0.1059989177	0.0011442485	-0.030153519	0.0432646741	-0.0486869221	-0.1080418547	0.000177086	0.0547740777	0.0324249901	0.008223963	0.0886440681	0.0493570664	0.0444991711	-0.0744084005	0.0476345739	-0.0646806768	0.0773547596	0.0587670313	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0269609	-0.0257976899999999	0.000665520809336	0.00072689012881	0.0408742	-4.980000000000262e-05	0.00167070022564	2.480040000000261e-09	0.00524136	-0.00943114	8.894640169960001e-05	2.74718546496e-05	-0.000242701	0.0010668689999999	1.1382094631609997e-06	5.8903775401e-08	0.000474276	-0.000642894	4.13312695236e-07	2.2493772417600003e-07	-0.000248573	0.000577048	3.329843943040001e-07	6.1788536329e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58771.68194246124	54.17782331062335	2935.236538677123	3454110598.3458247	90612.06475851052	-264.32264819588454	8210546279.800504	69866.46234928534	57311.57135783451	-95.65237518862703	9149.376879225874	3284616211.504157	66149.85020975195	57798.56460447736	1.068084	25.1749	0.18466121	0.121793	0.0123127939	-0.0301888562	0.0585707352	0.0996640136	0.0345122297	0.0153947402	-0.0712619889	-0.0466140084	-0.0069813592	-0.0528189767	0.0341751847	-0.0012313154	0.0200283625	0.003581274	-0.0246677101	-0.0021893965	0.094079413	0.083589514	0.0106938387	-0.0074564036	-0.0722543869	0.0397267247	-0.0196696624	-0.1020990513	0.0386757034	0.0056317706	-0.0191495411	-0.0522195084	-0.0232654254	0.0332668092	-0.0063766212	0.0036160809	0.0598088786	0.0325422552	-0.0304540298	-0.049511596	0.0067647383	0.0194905361	0.0113341169	-0.0366343081	-0.0206262497	0.0941546936	0.0708931263	0.0533394489	0.0487676921	-0.0381908061	0.0121107477	0.0296741176	0.0512884833	-0.0237201454	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0180033	0.0089576	8.023859775999999e-05	0.00032411881089	0.0501456	0.0092713999999999	0.00251458119936	8.595885795999998e-05	-0.0988079	-0.10404926	0.0108262485065476	0.00976300110241	0.000410279	0.00065298	4.263828804000001e-07	1.68328857841e-07	0.000457865	-1.6410999999999976e-05	2.693209209999992e-10	2.09640358225e-07	0.000329695	0.000578268	3.343938798240001e-07	1.0869879302500001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
