global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14
58249.57334765277	n/a	n/a	3393012795.1835794	90161.27290661704	n/a	8129055132.141477	n/a	56808.7822265625	n/a	n/a	3227237738.0650034	64799.478563238496	55512.00392923807	n/a	n/a	n/a	n/a	-0.121270853	-0.0455481807	-0.0347893113	0.0542609502	-0.009302608	-0.119130073	-0.1024441372	0.0638863795	0.1283481403	-0.0140961213	0.071278665	-0.3920362863	-0.087568641	0.0171591042	-0.0273461074	0.0206550339	-0.1132875272	0.0477294922	-0.0562855842	0.102542805	-0.0173730914	0.0473782622	-0.0378355972	0.1239506034	-0.0854939578	-0.0471509137	0.0151065064	-0.1765129361	0.0890307501	-0.2329630198	0.0046464413	-0.0342606237	0.1253374206	-0.0165771716	0.146196722	-0.1166269884	0.0621441876	-0.112672736	0.1490484942	-0.0540745	n/a	n/a	0.0029240515502499	-0.0186669	n/a	0.00034845315561	n/a	-0.202379	n/a	n/a	0.040957259641	0.00141247	n/a	n/a	1.9950715009e-06	0.000662062	n/a	n/a	4.383260918440001e-07	-0.00118264	n/a	n/a	1.3986373696e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58272.83035625787	23.25700860510551	540.8884492579518	3395722757.729209	89644.8501599203	-516.4227466967423	8036199160.194563	266692.4533058076	56932.26992034912	123.4876937866211	15249.210516738298	3241283358.283489	64817.926517801614	56674.00177094151	0.922497	21.259567	0.0489151	0.0295563	-0.1553000511	-0.0900692303	-0.15355826	-0.0090108594	-0.11366194	0.0478010778	-0.091593764	-0.0901796684	0.0470489267	-0.0698849534	0.0823789262	-0.12326096	-0.0601161171	0.1534174813	0.0214694741	-0.066953347	-0.0621545387	0.1557137928	-0.0849532923	-0.0978481485	0.0282764106	-0.0248780758	-0.0500776581	-0.1180956844	0.0036459809	-0.088013874	0.1426388489	-0.0603817559	-0.1036317406	-0.1286877348	0.0007220827	0.0451378441	0.0632164194	0.0092010632	0.1652906722	0.0408986313	-0.0771505753	-0.0574806462	0.1488669016	-0.0515951	0.0024793999999999	6.147424359999998e-06	0.00266205434401	0.0039369	0.0226038	1.549918161e-05	0.00051093177444	-0.18893	0.013449	0.000180875601	0.0356945448999999	0.00122591	-0.00018656	3.480463360000004e-08	1.5028553281e-06	0.00067347	1.140799999999997e-05	1.3014246399999928e-10	4.5356184090000003e-07	-0.00119233	-9.689999999999916e-06	9.389609999999835e-11	1.4216508288999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58214.59531979296	-58.23503646491008	3391.319472069407	3388939108.2472606	89895.5545039849	250.7043440645939	8081210719.578918	62852.66813285828	56841.76784515381	-90.5020751953125	8190.625614657998	3230986571.762361	65256.54734530472	55465.723288852045	1.177921	27.145975	0.08104727	0.0500658	-0.0438181987	-0.2138945977	-0.1724020639	-0.0316643706	0.1196109201	0.0482648568	-0.2126490598	0.0353439604	-0.222217632	0.0503743798	0.0429802715	-0.0875332673	0.1750755158	-0.0043190949	0.1568908016	-0.0533025616	-0.01823497	-0.0794529962	-0.0168585606	0.1706145243	-0.0146521682	-0.0388803843	-0.0166609319	-0.0123485849	0.0741943267	-0.2188553442	-0.0798088347	0.0399128864	-0.1093927662	0.028173098	0.0248467221	0.0991123637	0.093549997	0.1025558321	0.0516556977	-0.1396557796	-0.0798166824	0.0821871821	0.1485039376	-0.0514849	0.0001101999999999	1.2144039999999516e-08	0.00265069492801	0.00583707	0.0019001699999999	3.40713861849e-05	3.610646028899999e-06	-0.212988	-0.024058	0.000578787364	0.045363888144	0.00180148	0.00057557	3.312808249000001e-07	3.2453301904e-06	0.000698468	2.4998000000000037e-05	6.249000040000016e-10	4.878575470240001e-07	-0.00169134	-0.00049901	2.490109801000001e-07	2.8606309956e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58523.396288415526	308.80096862256323	95358.03822223328	3424987913.130928	90341.02820233852	445.4736983536277	8161501376.655725	198446.81592485888	56964.10764312744	122.3397979736328	14967.026168229291	3244909559.5778103	64843.13625330379	57475.66128832	1.710169	39.411999	0.20947577	0.106662	-0.1875647748	0.1434209991	0.0199956999	0.0330668154	0.0262056975	-0.2038382274	-0.0312440826	-0.0480096101	-0.0118226638	-0.101975763	0.1366236447	-0.0591084156	-0.0551571399	0.2014176625	-0.1976748939	0.066002795	0.115198604	-0.2506824632	0.125388869	0.3204658845	0.0470140603	0.1695802388	0.0712089518	-0.0429273144	0.1609040249	0.0032886941	0.025493563	-0.1278193553	0.1142155538	-0.1612358787	-0.0161647187	0.2331271119	0.194074574	-0.0588535362	-0.2547218087	-0.0550255858	-0.1829662808	-0.0759451841	0.1479600444	-0.0515112	-2.629999999999993e-05	6.916899999999965e-10	0.00265340372544	-0.0352673	-0.04110437	0.00124378244929	0.0016895692330969	-0.303885	-0.090897	0.008262264609	0.092346093225	0.00147655	-0.0003249299999999	1.0557950489999999e-07	2.1801999025000003e-06	0.00127444	0.0005759719999999	3.317437447839999e-07	1.6241973136e-06	-0.00104328	0.00064806	4.199817636e-07	1.0884331584e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58415.32591557572	-108.07037283980752	11679.20548573501	3412350301.822932	91867.9965787542	1526.9683764156798	8439728795.393993	2331632.422573537	56997.34758758545	33.23994445800781	1104.8939075714443	3248697632.020033	65085.48608617071	57574.92726754518	1.583297	36.488152	0.3488139	0.217184	-0.2694320289	0.0291324237	-0.0780771163	0.3408160233	-0.137247646	0.0304487552	-0.1026362794	-0.1463563593	0.1857786146	0.2041480393	0.1147722589	-0.0473422924	-0.170949476	-0.1251866808	-0.0743140449	-0.0389935617	0.0677463285	0.1630801286	-0.0721462861	-0.1635770087	-0.0863046655	0.1487391036	-0.1474896326	-0.033417406	0.0140441254	-0.0456581677	0.3060572891	-0.0056243683	0.1848126744	-0.1070949179	0.0743059859	0.0964002869	0.0725083515	0.1612553372	0.1311476348	0.1026363726	0.3999069528	0.0342761202	0.1472358847	-0.0515583	-4.710000000000131e-05	2.218410000000123e-09	0.00265825829889	-0.021511	0.0137563	0.0004627231209999	0.00018923578969	-0.211467	0.092418	0.008541086724	0.0447182920889999	-0.00169627	-0.00317282	1.00667867524e-05	2.8773319129e-06	0.00045405	-0.0008203899999999	6.730397520999999e-07	2.061614025e-07	-0.00190192	-0.00085864	7.372626496000003e-07	3.6172996864e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58332.446359168935	-82.8795564067841	6869.020870185308	3402674298.2453213	90618.7771012479	-1249.2194775062962	8211762763.325652	1560549.3029811038	57113.36795043945	116.0203628540039	13460.72459677473	3261936798.6422844	65043.93112319263	53597.16108831154	2.516712	57.99934	0.3408364499999999	0.23523	0.1431499123	-0.1630174557	-0.0058332458	0.0800510979	-0.0726456481	0.04499216	0.0540125638	-0.2077289939	-0.0523590367	0.1671285328	0.1167240951	-0.0671610664	-0.0634209844	0.1497402157	0.1752301242	-0.1537489042	-0.0282806989	-0.0230746901	0.0208916889	0.0316190469	0.0460188633	-0.0355594876	0.2088395337	-0.0092246594	0.0927804418	0.0261613219	0.1314299261	0.1002375414	-0.01729466	-0.0227483866	0.1298504615	0.2866882222	-0.1187240845	-0.0137304147	0.0906400599	-0.1298861322	-0.1742389306	-0.179998254	0.1463323407	-0.0284094	0.0231489	0.00053587157121	0.00080709400836	-0.0310959	-0.0095849	0.00096695499681	9.187030801e-05	0.0208109	0.2322778999999999	0.0539530228284099	0.00043309355881	-0.00119302	0.00050325	2.532605625e-07	1.4232967203999998e-06	0.000390358	-6.369200000000001e-05	4.056670864000002e-09	1.5237936816399998e-07	-0.000952367	0.000949553	9.016508998090002e-07	9.07002902689e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58397.43863512392	64.99227595498814	4223.99593380933	3410260839.143064	90289.28781721897	-329.48928402893944	8152155494.540606	108563.18828990312	56937.6033782959	-175.7645721435547	30893.18482080684	3241890678.4641323	65500.14731712531	56293.47029745327	1.871259	43.124432	0.371211	0.279063	-0.0797119092	-0.0374386163	-0.0270546441	0.0448720219	0.2140422529	-0.0091425344	-0.1620892222	0.0149168413	0.0274215481	0.3095400471	0.1137402996	0.0147484564	-0.0154570719	0.0264109396	0.0944580716	0.0592487749	0.058287437	0.0159486436	0.0002679143	0.1109482592	-0.1799223213	0.0387336842	0.0249102689	-0.1933234209	-0.1273537666	-0.1549994064	-0.1034451379	0.0539603702	0.162637151	-0.0869518398	0.1508228813	0.080620547	-0.0795493467	0.0908783869	0.1346733845	-0.0133411884	0.0778587843	-0.0297418884	0.1452505133	-0.0455626	-0.0171532	0.00029423227024	0.00207595051876	-0.0214178	0.0096780999999999	0.00045872215684	9.366561960999998e-05	-0.239951	-0.2607619	0.06799676849161	0.057576482401	-0.000191926	0.001001094	1.0021891968359998e-06	3.6835589476e-08	0.000919188	0.00052883	2.796611689000001e-07	8.449065793440001e-07	-0.000809935	0.0001424319999999	2.0286874623999992e-08	6.55994704225e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58221.46214103914	-175.9764940847817	30967.72647037122	3389738653.840454	89467.8058475776	-821.4819696413615	8004488283.179842	674832.6264458508	56891.31095886231	-46.29241943358648	2142.988097015095	3236621262.617967	64989.49737737096	56353.23857517761	1.12222	25.862324	0.2442935	0.168386	-0.1071694271	0.0123845788	-0.0999477234	-0.0510658013	0.0071325025	0.0031222083	-0.0614835357	-0.0044451177	-0.1857091955	-0.0004564644	0.019090581	-0.2249639518	-0.1002223233	-0.0020189613	-0.1007927482	0.1055214692	-0.0856091202	0.1865685189	-0.0018115938	-0.0876473735	-0.1070766239	0.0001135419	0.2359806124	0.1078313704	0.0641230716	-0.0846331669	0.0052374885	-0.0161409165	-0.1202681675	-0.1378083467	-0.0138581813	0.0232662327	0.1026385296	0.0660591851	0.0375303571	-0.0841625844	0.0861783356	-0.069926451	0.1439917206	-0.0515296	-0.005967	3.5605089e-05	0.00265529967616	-0.0284035	-0.0069857	0.00080675881225	4.880000449000001e-05	-0.0924148	0.1475362	0.02176693031044	0.00854049525904	-0.00111582	-0.000923894	8.53580123236e-07	1.2450542724e-06	0.000292571	-0.000626617	3.926488646890001e-07	8.5597790041e-08	-0.000935516	-0.0001255809999999	1.5770587560999983e-08	8.751901862559999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58113.820973260415	-107.6411677787255	11586.621000767733	3377216188.112162	90133.6760237521	665.8701761744887	8124079553.554703	443383.0915186447	56914.13383483887	22.822875976555224	520.8836678412216	3239218630.1699505	64697.43909942475	54691.45650977743	1.190225	27.429531	0.12597895	0.072261	0.0093709749	0.010835341	0.0080182599	-0.0354380641	-0.0961622642	-0.019584023	0.048470998	0.0131105983	-0.0256361804	-0.0127594273	0.072923532	0.1414494393	-0.0961106125	0.1742304966	-0.0578094508	-0.0918354616	-0.2177679566	0.1125515346	0.1347105728	0.0997119119	0.0974214058	0.0749873984	0.1658272161	-0.0139245562	-0.1510365743	0.0646684879	0.0547187783	-0.0596061669	-0.0721455165	-0.1045776912	-0.0080467668	0.1434049242	0.0465955755	-0.0121055219	-0.0714478159	0.1621723819	-0.1056885159	-0.0520430926	0.1425574961	-0.0515687	-3.9100000000000246e-05	1.528810000000019e-09	0.00265933081969	-0.0103268	0.0180767	0.00010664279824	0.00032676708289	-0.0352016	0.0572132	0.00327335025424	0.0012391526425599	-0.00149865	-0.00038283	1.465588089e-07	2.2459518225000003e-06	0.000705038	0.0004124669999999	1.7012902608899996e-07	4.970785814439999e-07	-0.000717814	0.0002177019999999	4.7394160803999986e-08	5.152569385959999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58184.22729697349	70.40632371307584	4957.050418790424	3385404306.145875	90843.20750970008	709.531485947984	8252488350.650429	503434.9295515543	57028.28463745117	114.15080261230467	13030.405737033348	3252225248.6901493	65296.32270386349	55180.08624581052	1.196151	27.566097	0.19996801	0.150503	-0.0914218205	-0.1243042637	-0.1357091189	0.1225796219	-0.0653419422	0.0459758292	-0.0628216578	-0.1554590562	-0.037570998	-0.0717959285	0.1603207682	0.03682282	-0.1248490704	-0.067826279	-0.1372208726	0.0478451816	0.0203421701	0.0207742571	-0.1070095561	-0.0124511055	-0.044689092	0.2268552958	0.0650553983	-0.1028512661	-0.0534745621	-0.1136075569	0.1820742601	0.064138868	-0.0378976774	-0.0439817567	0.0603257643	0.0497390957	0.0418770132	0.0325109036	-0.1318491128	0.1053648684	0.0839907283	-0.0315087854	0.1409495873	-0.0516279	-5.919999999999537e-05	3.5046399999994516e-09	0.0026654400584099	0.00900386	0.01933066	8.106949489960001e-05	0.0003736744160355	-0.175722	-0.1405204	0.0197459828161599	0.0308782212839999	-0.00102001	0.00047864	2.290962496e-07	1.0404204001e-06	0.000486948	-0.0002180899999999	4.7563248099999975e-08	2.37118354704e-07	-0.000613389	0.000104425	1.0904580625e-08	3.76246065321e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
