global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20
58282.10855120973	n/a	n/a	3396804177.174994	89400.23579084667	n/a	7992402159.458981	n/a	56598.35743011603	n/a	n/a	3203374063.787171	64614.8027514548	53296.80825100941	n/a	n/a	n/a	n/a	-0.0604081556	0.2149838564	0.0178907968	0.1975599399	-0.0013519049	-0.0807515285	0.2807893955	0.1357004427	-0.039303382	0.2018821351	-0.2262254639	0.1358284777	0.2175876991	-0.0605919342	0.2834768534	-0.1506267268	0.0331495536	0.1800285659	-0.0726588103	0.020061681	-0.0304832774	0.01819657	-0.1337468295	0.007889452	-0.104318941	0.1377678382	-0.0522034673	0.044778185	-0.0703673313	0.0943392073	-0.011311693	-0.1353072486	-0.0360164837	0.0247023954	-0.0956281441	0.0433482115	-0.0427751826	0.0920573443	-0.0619882849	-0.0696599168	-0.0023844933	0.353657005	-0.1783225783	0.0506067557	-0.1662304807	0.1496093753	-0.0472824071	0.2364116711	-0.0227311198	-0.1925515842	0.1243286645	-0.0967156187	0.1523583118	-0.2212247519	0.1299132383	-0.0171757882	0.066723894	-0.0505040418	0.0506701919	-0.0539134373	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.00399238	n/a	n/a	1.5939098064400002e-05	-0.309025	n/a	0.0954964506249999	n/a	-0.802147	n/a	n/a	0.643439809609	-0.0148886	n/a	n/a	0.00022167040996	-0.00536629	n/a	n/a	2.87970683641e-05	0.00191277	n/a	n/a	3.6586890729e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59026.32699322602	744.2184420162957	553861.0894371625	3484107278.311243	89817.72694433932	417.4911534926505	8067224073.447897	174298.86324462385	56607.10025217563	8.742822059597529	76.43693756578517	3204363798.959862	65968.34162708173	58075.01691433704	2.462131	58.060474	1.31393668	0.864508	0.1133414079	0.223740312	0.1955840621	0.0632984343	0.0232324573	-0.0572844075	0.3505610028	-0.2895339353	-0.0390129165	0.0842605178	-0.1468480423	-0.1275251072	-0.038552845	0.2606060617	0.154768134	0.1480933712	-0.1590893399	-0.0537857494	0.1271243803	-0.1170835634	-0.2071659498	0.0473483066	0.1509060978	0.0424151149	-0.0501045728	-0.0498387206	0.1856663426	0.002851621	-0.152992505	0.1496824556	-0.1097787646	0.1608804034	-0.0425633723	0.1335162426	0.0941867812	0.1232524887	-0.0726722721	0.0547865245	0.0365574447	0.2240398442	-0.2523066871	-0.0432757715	-0.3190245762	-0.0118329964	0.0217550605	-0.0287476776	0.0127289088	-0.2455553069	0.2855954462	0.0350286075	-0.0659810009	0.1684102941	-0.0824404549	-0.0274187905	-0.1469237249	-0.1794036302	0.0621716324	0.0196267263	-0.0914310244	0.1094607531	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0515583	-0.05555068	0.0030858780484624	0.00265825829889	-0.13399	0.175035	0.0179533201	0.030637251225	-1.11276	-0.3106129999999999	0.0964804357689999	1.2382348176	-0.00121146	0.01367714	0.0001870641585796	1.4676353316e-06	-0.00409129	0.001275	1.6256250000000002e-06	1.67386538641e-05	0.00141015	-0.00050262	2.5262686440000005e-07	1.9885230225e-06	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58861.8304614654	-164.49653176062566	27059.108961274527	3464715085.274296	89963.85977542441	146.13283108509495	8093496065.692226	21354.80432094489	56518.37192609441	-88.72832608121826	7872.715849174996	3194326365.176337	64817.65696333269	58725.80695438002	2.070311	48.820801	0.6920183	0.48009	0.2563346806	0.1074119866	0.1041716329	0.1003525624	0.0017706384	-0.0503465404	0.2504668433	0.0511435073	0.0864397047	0.0795030525	-0.1606513066	0.0723933613	-0.0460600411	0.0093879282	0.1246605659	0.1562685275	0.1128210206	0.0092293859	0.1360246974	-0.0029293096	-0.026857263	-0.0601271158	0.0329217659	-0.1164750076	0.0153107815	-0.0144047165	0.0390040764	0.077366066	0.020034406	0.080241656	-0.0316610589	0.1151153494	-0.0022811502	0.0392438824	0.0848017021	0.0313300747	0.0299541775	-0.0728532662	-0.0400195156	-0.0009977547	-0.0513390462	0.2490176325	-0.0236598454	0.0120460033	0.0435629838	0.1517320295	-0.042430957	0.0901916466	0.1615532045	0.1052616042	-0.127732393	-0.0020408587	-0.1345455151	0.0880866717	0.1189016186	0.0033868079	0.0908119105	0.0130286938	-0.0197908884	-0.189144769	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0908965	-0.0393382	0.00154749397924	0.00826217371225	-0.157733	-0.023743	0.024879699289	0.000563730049	-0.745661	0.3670989999999999	0.1347616758009999	0.556010326921	-0.0055747	-0.00436324	1.90378632976e-05	3.107728009e-05	-0.003827	0.0002642899999999	6.984920409999996e-08	1.4645929e-05	0.0008009179999999	-0.0006092320000001	3.7116362982412185e-07	6.414696427238399e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58653.76492320201	-208.06553826338492	43291.26821283211	3440264139.6662426	88687.99262847373	-1275.8671469506808	7865560036.468211	1627836.97666807	56617.6392322653	99.2673061708847	9853.998074424162	3205557072.2349467	64810.5077471949	56844.18637587459	1.858579	43.827877	0.2807596	0.204259	0.0234673349	0.2124234557	0.0268656176	0.1995811558	0.2045939446	-0.1579616431	0.1469335899	0.1284060408	-0.0110869229	0.0740627816	-0.1444106779	0.2561389674	0.1301215699	-0.0835390422	0.1608576804	0.0211284007	0.0496787488	-0.0301210346	0.1083197134	0.109086619	0.0447038756	-0.0114561896	0.0120504704	0.0246270625	0.0142187466	-0.0588162932	-0.1001282057	0.0088767423	-0.0541680262	0.1291117066	0.1103241746	-0.0636049183	0.0576983457	-0.1323879813	0.0005237663	0.0380494568	0.039650715	-0.1525260442	0.004246901	0.0202386597	0.0752480136	0.3383529192	-0.0566520975	0.0253278225	-0.037493616	0.0655747464	-0.1107832853	0.0227842779	-0.0799961569	-0.2288748035	-0.0795511672	-0.0428053349	0.0082833761	-0.0547580573	-0.1649238301	-0.0059563752	-0.1162213566	0.0315116316	0.0355408124	-0.0746034454	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0613674	0.0295291	0.00087196774681	0.00376595778276	-0.16129	-0.0035569999999999	0.0260144640999999	1.2652248999999835e-05	-0.719041	0.0266199999999999	0.0007086243999999	0.517019959681	-0.0092662	-0.0036915	1.3627172250000005e-05	8.586246244000002e-05	-0.00371082	0.00011618	1.3497792400000004e-08	1.37701850724e-05	0.000187528	-0.0006133899999998	3.762472920998772e-07	3.5166750784000004e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58721.51859185047	67.75366864846	4590.559615325313	3448216745.733041	88745.32738835424	57.33475988051214	7875733133.266177	3287.2746905559843	56561.77825026371	-55.86098200158449	3120.4493101813464	3199234758.832005	65300.331085833015	57863.3019529289	1.457678	34.374081	0.1705649690000001	0.0775175	0.1113622585	0.0978457109	0.129144943	0.0698777879	0.1681705715	-0.1383283469	0.0733198085	-0.0996371291	0.031836723	-0.0273069403	-0.19881113	0.1503976169	0.0818434713	0.0037596474	0.107855831	-0.1449509061	0.1044689929	0.1062030239	-0.0097141461	0.0293092438	0.0281824	0.0174606394	-0.0133232619	0.1005772561	-0.0054003045	0.0509827101	-0.0022576971	-0.0373884471	0.0538258127	-0.1512892476	0.1309399314	0.1126439448	-0.0973196806	0.0376043998	-0.0583346168	-0.0418858544	-0.0062825818	-0.0123598099	0.0295250197	0.1210943539	-0.0529472905	0.1732168042	-0.0306668545	0.0274584225	-0.0106124211	0.1112626212	-0.093678709	0.0295220436	-0.0908376987	-0.1716044028	0.1805430298	0.0275129829	-0.0271427138	-0.010431583	-0.1204368372	-0.0080920678	-0.0873236486	0.1516614602	0.0260451311	0.1233737012	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0756516	-0.0142841999999999	0.0002040383696399	0.00572316458256	-0.187449	-0.026159	0.035137127601	0.000684293281	-0.653285	0.065756	0.004323851536	0.426781291225	-0.0086117999999999	0.0006544000000001	4.28239360000131e-07	7.416309923999829e-05	-0.00327502	0.0004358	1.899216400000001e-07	1.07257560004e-05	-9.58738e-06	-0.00019711538	3.88544730325444e-08	9.19178552644e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58472.41513950181	-249.10345234865963	62052.52997202094	3419023332.2462406	89560.9956071583	815.6682188040577	8021171934.145429	665314.6431669841	56659.7357677347	97.95751747098984	9595.67522907928	3210325657.269515	64876.15137221097	56555.75443277014	1.393734	32.866177	0.2428316709999999	0.119649	0.0649581285	0.1301670908	0.0318812236	0.0675965178	0.0633881743	-0.0102589868	0.1015849612	0.0443147833	0.0893162102	0.1331995642	-0.0897844857	0.1592118137	0.1829033582	-0.0723284312	0.0497692753	0.02737391	0.0916172754	0.0546003029	-0.0457315402	-0.0377359614	0.0277781421	-0.0109701764	0.0052352676	-0.0693869546	0.0195107155	0.0670482043	-0.0935262309	-0.0851821771	0.0909758304	0.0209434721	0.0592988254	0.0902201439	0.1210448509	0.0606314304	0.0758082111	0.0171152938	0.0652106521	0.0799474757	0.0340450109	-0.0237374482	0.0297938754	0.2220429502	0.025747763	-0.0711638582	-0.0383122139	0.1393876839	0.0149909148	0.0283763818	0.0724993016	-0.00515186	0.1220558563	-0.0233375908	-0.0559419013	0.0415212835	-0.0111282505	0.0220901196	-0.1145424016	0.0049295807	-0.1651028386	-0.0730379804	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0830281999999999	-0.0073765999999999	5.4414227559998525e-05	0.0068936819952399	-0.137381	0.050068	0.018873539161	0.002506804624	-0.549286	0.1039989999999999	0.0108157920009999	0.3017151097960001	-0.0075194	0.0010923999999999	1.1933377599997828e-06	5.654137636e-05	-0.00282413	0.0004508899999999	2.0330179209999985e-07	7.975710256900002e-06	-9.40588e-05	-8.447142e-05	7.1354207968164e-09	8.84705785744e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58539.10551052135	66.69037101954018	4447.605586723925	3426826873.9719515	88691.75988896248	-869.2357181958214	7866228272.201374	755570.7337874054	56604.14597343091	-55.58979430379259	3090.225230737971	3204029341.3814745	65233.17121993956	57580.27131377071	1.422406	33.542309	0.25776041	0.123039	0.1467312294	0.0604252002	0.0378401933	0.0168523011	0.1174189601	-0.0623408085	0.0552595825	0.0007755603	-0.0574836984	-0.0998424193	0.0078760088	0.0368277715	-0.040392697	0.0119668273	0.0560653749	0.137672343	-0.0964994877	-0.0198195279	0.1204455061	-0.0493402906	0.093009579	-0.0894799872	0.1285725129	0.0738116306	0.0638777445	-0.057393114	-0.1517466742	0.0331971943	0.0962709991	-0.0785223235	-0.0635960087	0.0422111721	0.0515892699	-0.0577288549	-0.083500847	-0.01097154	0.0179051315	0.1198663648	-0.1047024826	0.0948052548	0.0289008763	0.0578140562	-0.0340847616	-0.0079341821	0.1583869392	-0.0662747019	-0.0661261404	-0.0287509005	0.0344696956	0.1218331724	-0.0473737504	-0.0019502459	-0.0069952337	0.0864385851	0.0613848558	-0.0173505978	-0.1120914484	-0.0383782325	-0.0315379639	-0.0701511942	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0881326	-0.0051044000000001	2.605489936000108e-05	0.00776735518276	-0.078782	0.058599	0.006206603524	0.0034338428009999	-0.475174	0.074112	0.005492588544	0.2257903302759999	-0.00570437	0.0018150299999999	3.2943339008999984e-06	3.2539837096900004e-05	-0.00229284	0.00053129	2.822690641000002e-07	5.2571152656e-06	-0.000146639	-5.25802e-05	2.76467743204e-09	2.1502996321e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58612.66149454642	73.55598402506439	5410.482785895528	3435444087.474284	90887.05472129108	2195.2948323285964	8260456715.910958	4819319.40084864	56530.63972672732	-73.50624670358957	5403.168304448972	3195713227.913041	64970.57733229649	53445.81701022841	1.875834	44.234768	0.3406093999999999	0.244784	-0.0982164917	0.0675019045	-0.0790119209	0.0798652502	-0.0600309967	0.0996553347	0.0431169541	0.0685578274	0.1267257368	-0.0708568449	-0.0923260121	0.016811114	0.0481599227	-0.0690480227	0.0092899346	0.1351572564	0.0684244124	-0.1118148769	-0.0084847111	-0.045396741	0.1217803951	-0.087515739	-0.0265538436	-0.0616730605	-0.0383018833	0.0778106757	-0.0148393451	-0.1043492324	-0.0241701687	-0.1681398299	0.0218718513	0.0123262918	0.0785436429	0.0005123916	-0.0590654552	-0.0904082705	0.0009523237	-0.0375852327	0.028356121	-0.079042945	0.0090941463	0.0985764865	0.0556028322	-0.0342963485	-0.1176090994	0.0526025375	0.0668670779	0.1189580094	0.0636816632	0.08055293	-0.1538615204	0.0325151365	0.0104895405	0.1624274053	0.1563693176	0.11037878	-0.0077574936	0.0711130289	0.1144801227	0.2060337095	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0881208	1.180000000000625e-05	1.392400000001475e-10	0.00776527539264	-0.117352	-0.0385699999999999	0.013771491904	0.0014876448999999	-0.237963	0.2372109999999999	0.0562690585209999	0.056626389369	-0.00558986	0.0001145099999999	1.311254009999999e-08	3.12465348196e-05	-0.00207334	0.0002195	4.818025000000003e-08	4.298738755599999e-06	0.000815683	0.000962322	9.26063631684e-07	6.653387564889999e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58805.67101544431	193.00952089789644	37252.67515723552	3458106943.576668	90797.30287629756	-89.75184499351599	8244150209.610113	8055.393679740121	56578.8502192115	48.21049248417694	2324.251585566881	3201166292.127969	66684.87595244985	57555.83467831286	2.551962	60.17881	0.866646	0.633596	0.0315658536	0.2475137307	0.187122327	0.0379023552	0.025336754	0.1091936499	0.3955379404	-0.2736328303	-0.0333552678	-0.1603167833	-0.1440703587	-0.0629315929	-0.0528339547	0.1503505303	0.0285158177	0.0094450352	-0.3762605321	0.0935289904	0.0954183758	-0.0089756234	-0.1926730732	0.180007872	0.087156177	-0.1167038402	-0.1037630631	-0.0895348123	-0.0696668327	0.0328075056	0.0677525696	-0.1087892649	0.0531423466	-0.0335837339	-0.0171386809	-0.0938747604	0.0524801443	-0.003473196	-0.0378470525	0.0083577791	0.081903073	0.3415054145	-0.1415617803	-0.1058625935	-0.4765749584	-0.0363050088	-0.0309243488	-0.0251982637	0.177579882	-0.0233344114	-0.1407444478	0.0229907407	-0.0105329778	0.0789136509	-0.1122496747	0.0266769361	-0.0765430634	0.1326308066	0.1562594716	-0.0819330443	0.0136367385	0.039053481	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.027301	0.0608198	0.00369904807204	0.000745344601	-0.199082	-0.08173	0.039633642724	0.0066797929	-0.877148	-0.639185	0.408557464225	0.769388613904	-0.00702717	-0.0014373099999999	2.0658600360999997e-06	4.93811182089e-05	-0.001893	0.0001803399999999	3.252251559999999e-08	3.583449e-06	0.000896257	8.057400000000003e-05	6.492169476000005e-09	8.032766100490001e-07	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59373.32637310252	567.6553576582082	322232.6050780683	3525191884.606951	91337.94623161764	540.6433553200768	8342620421.809875	292295.2376517508	57086.68857957542	507.83836036392313	257899.80025711784	3258890012.9814267	65855.13278738265	58967.213182931926	3.08894	72.84148399999998	1.11549405	0.803284	0.1083157115	-0.2419390741	0.0972823744	0.0209649803	-0.3060195412	0.0966802648	-0.0859279317	-0.0128753974	0.1958671991	0.0473550261	0.1890560983	0.0124867507	0.1400892755	0.2115986643	0.0065527375	-0.0655938876	0.2792218037	-0.1367668116	-0.0699180467	0.2144149993	-0.2271795965	0.0139993052	-0.0530661419	-0.0378489516	0.0348681965	-0.0327191028	0.0769970663	0.034942479	-0.0295320637	0.0463635695	0.0394666416	0.144831811	0.1586390751	0.0534439305	0.0369902201	-0.0566364837	-0.0316870649	-0.0719654316	-0.1502001459	-0.1580401954	-0.074395673	-0.216283741	0.1073396393	-0.2329229154	-0.2268618384	0.2730211867	-0.2724105378	0.0551764322	0.1675856644	0.0929864641	-0.0916681597	0.1454538821	0.0541258145	-0.103498388	-0.0502064525	0.1036661991	-0.0577961889	-0.1216458635	-0.2543905277	-0.0185507952	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0528969	-0.0255958999999999	0.0006551500968099	0.0027980820296099	-0.119908	0.079174	0.014377928464	0.006268522276	-0.0655441	0.8116039	0.6587008904952101	0.0042960290448099	-0.00499769	0.00202948	4.118789070400001e-06	2.49769053361e-05	-0.000198789	0.001694211	2.870350912521e-06	3.9517066521e-08	0.000637543	-0.000258714	6.693293379600005e-08	4.06461076849e-07	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
