global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
57993.71622070545	n/a	n/a	3363271121.087714	88651.4840373411	n/a	7859085622.022943	n/a	56720.13057260665	n/a	n/a	3217173212.173548	64565.61338450315	54099.15407189229	n/a	n/a	n/a	n/a	-0.1671868909	-0.3588202904	0.03193778	-0.1560019779	-0.0162588326	0.1393374794	-0.2949307319	0.0318192898	-0.0731915909	0.2962636629	-0.0093146635	0.0427376224	-0.1588102332	0.0374911068	-0.0039015562	0.0427232189	-0.0055743729	0.0850678831	-0.0723070059	0.1153338741	-0.0190135229	-0.0827738948	0.020542287	-0.0371758762	0.0804831681	-0.048500916	0.0756716441	-0.0043888621	0.1418054639	-0.0422970014	0.1036809604	-0.0056150367	0.0856908476	-0.1597019202	0.2418720353	-0.0243376866	0.2385899769	-0.0927054945	0.0733201072	-0.0493576744	0.0070477326	-0.0172147585	0.0092414002	-0.1704687541	0.2484742454	-0.1233036131	0.1567343217	-0.09909082	0.2176930132	-0.0411018276	0.1203780544	0.1203546593	0.1203156708	0.0425384	n/a	n/a	0.0018095154745599	0.22261	n/a	0.0495552121	n/a	-0.685563	n/a	n/a	0.469996626969	0.0250256	n/a	n/a	0.0006262806553599	-0.0	n/a	n/a	0.0	-0.000338384	n/a	n/a	1.1450373145600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58073.49385294007	79.77763223461807	6364.470604961972	3372530688.287468	88176.45048993644	-475.0335474046588	7775086421.004212	225656.87115985417	56727.06261625744	6.9320436507914565	48.05322917647814	3217959633.0687923	64563.77157315341	56365.12029550349	1.654149	32.558689	0.1533693149999998	0.0869590999999999	-0.0102026534	-0.3117771538	-0.0697199138	-0.0294866263	0.0112524207	0.0804048217	-0.3394845496	0.1051397298	0.064195228	0.3440796555	0.0007631505	0.1788170224	-0.0905826139	0.0324196941	-0.079916796	0.0194368049	0.0205254899	0.0597535969	0.0496313958	0.0145912065	0.0379704614	0.0628957657	0.0756475853	0.0707293585	0.1212304959	0.0242023964	-0.0787414694	0.0676757566	-0.0340159112	-0.0885275257	-0.0329545606	0.0544661837	0.1249050728	-0.1047178835	0.3253619663	0.0068695499	0.1678321209	-0.0887878081	0.0902677921	-0.1280723735	0.0809422522	-0.0591686926	0.0689218008	-0.0614322644	-0.0172001437	0.0639016817	0.0095929199	-0.0754649259	0.1309590189	0.1210103151	0.1203156708	0.1201052059	0.1197547036	0.0315035	-0.0110349	0.00012176901801	0.0009924705122499	0.190873	-0.031737	0.036432502129	0.001007237169	-0.648561	0.0370019999999999	0.0013691480039999	0.4206313707210001	0.0238223	-0.0012032999999999	1.4479308899999938e-06	0.00056750197729	7.374929999999998e-05	7.374929999999998e-05	5.438959250489997e-09	5.438959250489997e-09	-0.000533243	-0.0001948589999999	3.7970029880999995e-08	2.84348097049e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57964.05574419125	-109.43810874881456	11976.699646517362	3359831758.315711	88250.93573225636	74.48524231991905	7788227657.618842	5548.05132345706	56708.54677424355	-18.515842013890506	342.83640548335285	3215859277.2465687	64576.8100836833	55854.086253927984	1.116749	21.98101	0.1539932650000001	0.100273	-0.0262003556	-0.3414881543	0.0129201212	-0.0429570929	-0.0302517786	0.1081322278	-0.2770512646	0.1563088361	0.154799903	0.3136264924	0.0407832432	0.1589449402	-0.0762344211	0.115375583	0.0677592558	0.0044230421	0.1531770907	-0.012812944	-0.0334901906	0.127126796	-0.0572032334	0.0097287932	0.042533526	0.0473988133	-0.1250372563	0.0345087306	-0.0240097461	-0.0243652597	0.0402987531	0.0141136863	0.016358224	0.010512228	-0.0287243337	-0.1070725128	0.2909566645	0.0426254413	0.1741332738	-0.0168614531	-0.1209102055	-0.063576557	0.0878087211	-0.0566750217	-0.062158256	-0.0473427299	0.0977280754	0.0505749587	-0.0446816091	-0.021880897	-0.0151655693	0.0371028187	0.120190936	0.1196068161	0.1186353847	0.0180266	-0.0134768999999999	0.0001816268336099	0.00032495830756	0.176604	-0.0142689999999999	0.031188972816	0.0002036043609999	-0.622817	0.0257440000000001	0.000662753536	0.3879010154889999	0.0221253	-0.001697	2.879809000000002e-06	0.00048952890009	-0.0	-7.374929999999998e-05	5.438959250489997e-09	0.0	-0.0007725609999999	-0.0002393179999999	5.7273105123952144e-08	5.968504987208454e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58258.60873839136	294.5529942001085	86761.46639224916	3394065492.1329703	88533.66796875	282.7322364936408	7838210364.00087	79937.51755269604	56976.97506665427	268.4282924107174	72053.74816653361	3246375687.746142	64809.79122647373	57132.39724243287	1.324759	26.075279	0.43286165	0.301793	0.0006026418	-0.2257756721	0.0467447226	-0.0516419946	-0.0718561659	0.158633875	-0.2154973996	0.0270065373	0.0813500493	0.1767450004	0.173420333	-0.033198507	-0.1054898912	-0.0549377557	-0.1341882169	-0.027099829	-0.0190678241	-0.0355162673	-0.0163778174	0.0128323203	0.1716784887	-0.0181845213	0.0200912468	0.1546404066	-0.0937335656	-0.1116840288	-0.1014819528	0.0432554817	-0.1730418923	0.0682827223	-0.1642676979	0.1335247341	-0.1617931954	-0.1333939514	0.1269669103	0.1138879048	0.136932875	0.0703880252	-0.0690790255	0.1570103007	-0.0649407557	-0.0184441291	0.152198458	-0.0100392938	-0.1557485611	-0.0342519852	-0.0907554418	0.0916061882	-0.1776579025	0.0995450029	0.1200039147	0.1188605229	0.1169629329	-0.0145639	-0.0325905	0.00106214069025	0.00021210718321	0.139435	-0.037169	0.019442119225	0.001381534561	-0.493295	0.1295219999999999	0.0167759484839999	0.2433399570249999	0.0174997	-0.0046256	2.139617536000001e-05	0.00030623950009	-2.8399600000000002e-21	-2.8399600000000002e-21	8.0653728016e-42	8.0653728016e-42	-0.000818564	-4.600300000010005e-05	2.1162760090092046e-09	6.70047022096e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58302.52537559389	43.91663720252837	1928.6710231784984	3399184465.1717696	88355.75758739407	-177.91038135593408	7806739898.842344	31652.103794213897	56888.30435422867	-88.67071242559905	7862.495242063285	3236279172.2993526	64680.188503582016	56602.3238670303	1.082935	21.315453	0.0971017999999999	0.0589916	-0.0423868167	-0.2439825884	0.0383486156	-0.1279462529	-0.0258335715	0.0734815296	-0.1979524522	0.0296037556	0.0179817754	0.2055496952	0.0773559287	-0.0621739842	-0.1919223029	-0.1114565636	-0.0187056045	0.0190887234	-0.0103609936	-0.1972219858	0.0104661323	-0.1150888693	0.067835978	-0.1096678157	-0.0797470195	0.0530164503	-0.1238635417	-0.0093037738	0.0203860467	-0.032748019	0.0682316417	-0.039547423	-0.0454058317	-0.0212220745	0.0510487593	-0.1599818226	0.131332595	0.0216067912	0.1683847606	-0.0174995297	-0.0207169582	0.149307397	-0.0893069903	0.0754063974	0.0103518715	0.0260915773	-0.0937820459	0.0226684599	0.0743758738	0.1390447961	-0.0745320486	-0.1442644198	0.1197547036	0.1178678731	0.1147451459	-0.0305219	-0.015958	0.000254657764	0.00093158637961	0.144315	0.0048799999999999	0.020826819225	2.381439999999996e-05	-0.539291	-0.0459959999999999	0.0021156320159999	0.2908347826809999	0.0179112	0.0004114999999999	1.6933224999999895e-07	0.0003208110854399	-0.0	2.8399600000000002e-21	8.0653728016e-42	0.0	-0.00101242	-0.0001938559999999	3.758014873599998e-08	1.0249942564e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58412.28359472085	109.7582191269612	12046.86666592203	3411994874.750095	88287.58566604873	-68.17192134533252	7794697782.739894	4647.410859914204	56859.200505332345	-29.10384889632405	847.0340205800628	3232968682.105586	64787.22278073277	58125.61296784614	1.167872	22.987274	0.14200875	0.077435	0.032708561	-0.2432756301	-0.0483877499	-0.0826851017	-0.0155824667	0.0835911559	-0.1900748054	-0.0794990287	0.0349547035	0.2328614142	-0.0097952182	-0.0165958069	-0.0730127661	-0.1283301859	0.0175258388	0.0337337322	0.0618564939	-0.0688166361	-0.0889421002	0.0334708646	-0.0587399458	-0.0679230941	-0.0267221833	0.0874921419	0.041433396	0.0944305008	0.068942167	-0.063803731	-0.0004209577	-0.022580108	-0.0047993226	-0.1117596841	0.0371497249	-0.1617290818	0.1648440067	-0.0640614954	0.11191566	-0.0043100778	0.0650307553	0.0701178937	0.0284856117	-0.0424126817	-0.0894154785	-0.0087631115	-0.0344302596	0.0626984652	0.1916795627	0.0063883594	-0.0544899292	-0.0189238302	0.1194434321	0.1166309242	0.111992364	-0.0283909	0.002131	4.541161000000004e-06	0.00080604320281	0.138592	-0.005723	0.0192077424639999	3.275272900000007e-05	-0.587977	-0.048686	0.002370326596	0.345716952529	0.0165546	-0.0013565999999999	1.8403635599999989e-06	0.00027405478116	0.000299517	0.000299517	8.9710433289e-08	8.9710433289e-08	-0.000959162	5.325800000000004e-05	2.836414564000004e-09	9.19991742244e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58585.14970172807	172.8661070072194	29882.690951831428	3432219765.573889	89506.48812897246	1218.902462923725	8011411417.181888	1485723.214121522	57168.68963913691	309.4891338045636	95783.52394309908	3268259075.05596	65061.62777866771	59170.64053731569	1.424944	28.047224	0.5126469	0.327748	0.0969246868	-0.1290503728	0.0288963767	0.0003828606	-0.1568706518	0.0621799565	-0.0792777665	-0.0188975697	-0.0710577796	0.0943453497	0.1867693054	0.0612875669	0.1121054831	-0.2263367063	-0.0905464072	0.0080434885	0.073514364	0.0440642185	0.0781381494	-0.0918879209	0.0259210975	0.0809117124	-0.0827580745	-0.0675964739	-0.1001276654	-0.061924811	-0.0994789551	0.0402187373	-0.047076608	0.0291987661	0.1461376148	0.0360681552	-0.0193089456	-0.0295911948	0.0808328515	0.1728146391	-0.0408049609	0.2187958115	0.1033558792	0.0645933099	-0.0267117406	0.0573281458	-0.0408115233	-0.0213826509	-0.2787795888	0.0136241923	-0.1714004097	0.0402361882	-0.1378717964	-0.0850139602	0.1190702613	0.1151522399	0.1087174221	-0.0194018	0.0089891	8.080391881e-05	0.00037642984324	0.0895929	-0.0489990999999999	0.00802688773041	0.0024009118008099	-0.368944	0.2190329999999999	0.0479754550889999	0.1361196751359999	0.0128595	-0.0036950999999999	1.3653764009999998e-05	0.0001653667402499	-0.000423667	-0.000723184	5.22995097856e-07	1.79493726889e-07	-0.000664932	0.0002942299999999	8.657129289999997e-08	4.421345646240001e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58529.78930422134	-55.360397506730806	3064.7736121032463	3425736235.996543	89599.63145524364	93.14332627117984	8028093956.915485	8675.679228859459	57160.606941344246	-8.082697792662657	65.33000360751379	3267334985.902852	65087.19504664726	58324.425219223056	1.363683	26.841421	0.32732474	0.203391	-0.0016700146	0.0202593281	0.0891669027	0.0751427916	-0.1160959823	0.1119793395	0.0173123239	-0.0504473232	-0.0544535361	-0.0264456485	0.1534641432	-0.0156087733	0.1218113825	-0.1445412308	0.0283825006	-0.0169656509	-0.0374474763	0.0375474598	-0.0371531252	-0.08827687	-0.0492640294	0.0038365636	-0.0511396058	-0.1754267559	-0.1195822269	0.134364256	0.0953416034	-0.1143557857	-0.0801936059	0.076377971	-0.0162039987	0.0887774688	0.0041462331	0.0110562913	-0.0090217042	0.1142885318	-0.0380083463	0.2220836233	0.105073299	-0.0147554762	-0.0365181197	0.0946821921	0.0078325309	-0.0292361285	-0.0775758893	0.0967892456	-0.1203394781	0.0211548617	-0.0145391539	-0.0136595555	0.1186353847	0.1134348849	0.1049355893	0.00827679	0.02767859	0.000766104344388	6.850525270409999e-05	0.115269	0.0256760999999999	0.0132869423609999	0.0006592621112099	-0.251642	0.117302	0.013759759204	0.0633236961639999	0.0103004	-0.0025591	6.54899281e-06	0.0001060982401599	-0.000381288	4.2379e-05	1.7959796409999994e-09	1.4538053894400002e-07	-0.00013305	0.000531882	2.828984619240001e-07	1.77023025e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58380.71498913368	-149.07431508765876	22223.15141885457	3408307882.642458	89216.93413003178	-382.69732521186233	7959661335.562428	146457.24272431392	57030.70598493303	-129.90095641121297	16874.258476547853	3252501425.1398764	64929.77719755512	59011.13465436172	1.144701	22.531197	0.1405979699999999	0.0757266	0.0829418424	-0.0261343633	0.087267279	-0.0994455262	-0.0811744395	0.005137217	0.0247483444	-0.0042253801	-0.1077610278	-0.0263957299	0.1133879242	0.0023285978	-0.0117358212	-0.0075907877	0.0728162488	0.0923956342	-0.1087985162	0.0076888569	0.0684442203	-0.0097298656	-0.03960833	-0.1558675326	-0.0045524653	-0.1328259154	0.1346612925	0.1133434576	0.0715525726	-0.0443440437	0.0107584757	-0.0498151169	-0.0162190413	0.1065260743	-0.0381078277	-0.0600636005	-0.0390762529	0.0941329871	0.0207788895	-0.0036892011	0.0613724534	-0.0251899678	-0.036961666	0.1037699676	-0.0578989744	0.1081183569	0.0627187524	-0.1175081319	-0.0208984279	0.1458529579	-0.0546504274	0.0033898384	0.1181390277	0.1114824189	0.1006644984	-0.00761678	-0.01589357	0.0002526055673449	5.80153375684e-05	0.106011	-0.009258	0.0112383321209999	8.571056400000004e-05	-0.239909	0.0117329999999999	0.0001376632889999	0.057556328281	0.00924767	-0.00105273	1.1082404529e-06	8.551940042889999e-05	-0.000111078	0.00027021	7.30134441e-08	1.2338322084e-08	-0.000884378	-0.000751328	5.64493763584e-07	7.821244468840001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58502.61190339069	121.89691425700585	14858.857705379834	3422555599.5187497	89372.94514036017	156.01101032839506	7987523323.061829	24339.43534368659	56994.152080233136	-36.55390469989652	1336.187948809117	3248333371.3447437	65053.91974383569	56512.93169416892	1.442545	28.393669	0.1275398199999999	0.0564008	-0.1019272735	0.0327720446	0.1352906212	-0.085812627	-0.0750044785	-0.0693158433	0.0184608677	0.0300596019	-0.0907820914	-0.0021941101	0.0502554555	0.0078368346	0.067342789	-0.0040605341	-0.066223934	0.1039079448	-0.1106949232	0.0852850204	0.1067546222	-0.0849151287	-0.23906808	0.0030614883	0.0957564935	-0.2162977653	0.1670562187	0.0113007237	0.0698546757	-0.037566871	0.0065266091	0.2128964032	-0.0105801382	-0.1081352514	-0.1007483841	-0.0905436259	-0.0352595328	0.0574706021	-0.031265905	-0.0300610248	0.0889841659	-0.0111586648	0.0158131223	0.0453345888	-0.0652751941	0.1494617322	-0.1056852605	-0.184449015	-0.0926806729	-0.015188257	0.0744205039	0.0743606721	0.1175814474	0.1092988885	0.0959240631	-0.0192926	-0.01167582	0.0001363247726724	0.00037220441476	0.0792811999999999	-0.0267298	0.0062855086734399	0.00071448220804	-0.274379	-0.0344699999999999	0.0011881808999999	0.075283835641	0.00877456	-0.0004731099999999	2.238330720999989e-07	7.699290319360001e-05	-0.00017605	-6.4972e-05	4.221360784e-09	3.09936025e-08	-0.00143958	-0.000555202	3.08249260804e-07	2.0723905764e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
