global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
58939.94440862861	n/a	n/a	3473917046.892231	91940.31580928156	n/a	8453021671.110428	n/a	57172.05497044769	n/a	n/a	3268643869.543892	65688.93112036443	59793.012121643376	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.83973e-05	n/a	n/a	3.3846064729e-10	-0.00505892	n/a	2.55926715664e-05	n/a	-6.09631e-06	n/a	n/a	3.71649956161e-11	0.0	n/a	n/a	0.0	0.000234356	n/a	n/a	5.4922734735999993e-08	0.000150746	n/a	n/a	2.2724356516e-08	0.0	0.0	0.0
58932.04440194216	-7.900006686446432	62.41010564589833	3472985857.3924828	90860.64022269518	-1079.6755865863815	8255655941.678053	1165699.372270647	57151.99905684104	-20.055913606644022	402.239670597169	3266350996.19316	66133.6348811324	60170.56732809555	2.334003	44.26165	0.52887802639	0.314543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0136522	0.0136338027	0.0001858805760625	0.00018638256484	0.133411	0.13846992	0.017798494921	0.0191739187448064	-0.270447	-0.27044090369	0.0731382823886638	0.0731415798089999	-0.000233989	-0.000233989	5.4750852121000004e-08	5.4750852121000004e-08	-0.00129716	-0.001531516	2.345541258256e-06	1.6826240655999995e-06	0.000511909	0.0003611629999999	1.30438712569e-07	2.62050824281e-07	1.0	0.0	0.0
58720.186854848005	-211.85754709415775	44883.62026075328	3448060344.2682643	90461.9442353613	-398.6959873338783	8183363354.841617	158958.49031613604	57008.77766599598	-143.2213908450649	20512.36679559484	3250000730.970962	65565.09867767901	60532.91017440719	1.459286	27.673662	0.1613571999999999	0.0802021	-0.0813574684	-0.1540697385	0.0862777892	0.1275992648	-0.0395790768	-0.0436934875	-0.1013436359	0.0058090123	-0.0931317317	0.058571896	-0.1794426135	0.3083555341	0.0369643915	-0.2245735415	0.1766870715	0.0949550476	-0.2899328201	0.0049585889	-0.0662850995	0.0618866226	-0.1034349017	0.0609503578	-0.0294047363	0.0017851456	-0.0152932731	0.0817188205	-0.1368696238	0.0080727663	0.0900698981	-0.1320565859	-0.0052434191	0.0321824291	0.1200812848	-0.1741566987	0.5269730149	-0.0571860092	0.0505715302	-0.0111317505	-0.0123185974	0.0205672025	-0.1853536388	0.1700690566	-0.0707804988	0.0054930297	-0.1512086259	0.1262552127	0.150731656	0.0	0.0	0.0102186	-0.0034336	1.1789608960000002e-05	0.00010441978596	0.118563	-0.014848	0.014057184969	0.000220463104	-0.24292	0.0275269999999999	0.0007577357289999	0.0590101264	0.00114444	0.001378429	1.900066508041e-06	1.3097429136e-06	-0.0008765259999999	0.000420634	1.7693296195608402e-07	7.682978286758247e-07	0.0	-0.000511909	2.62050824281e-07	0.0	0.0	0.0	0.0
58584.56255429423	-135.6243005537763	18393.95090070104	3432150969.6780133	90197.74246651786	-264.2017688434425	8135632746.056278	69802.57466000385	57041.61365851358	32.83599251760461	1078.202404616186	3253745688.767123	65535.51990354656	60951.676624577965	1.328387	25.191313	0.1522491999999999	0.0860911	-0.1183451812	-0.0532850619	-0.0758348146	0.2055865091	-0.0133564484	0.0726120418	-0.1321085009	-0.0302476659	-0.1483810327	0.0529005698	-0.1478068666	0.1833307226	0.0956192644	-0.2165217822	0.0259541247	-0.0865777562	-0.1245850502	0.2856225322	0.0238829664	0.1053944548	0.044134304	0.0728987794	0.017798574	-0.0412603525	-0.1606285836	0.1613924688	-0.0454219497	0.1101893577	0.1109660956	-0.0130285906	0.0337754677	0.0571694424	0.0951755117	-0.142724188	0.3674049747	-0.0289930562	0.0637513665	-0.0849041928	0.1261036653	0.0378273835	-0.0390954043	-0.1490783834	0.0470939369	-0.1086270204	-0.1431073043	-0.187629284	0.1505395713	0.0	0.0	0.018226	0.0080074	6.411845475999999e-05	0.000332187076	0.109318	-0.009245	0.011950425124	8.547002500000006e-05	-0.205143	0.037777	0.001427101729	0.042083650449	0.00274526	0.0016008199999999	2.5626246723999994e-06	7.5364524675999986e-06	-0.00053295	0.0003435759999999	1.1804446777593129e-07	2.840357025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58383.19250849938	-201.37004579485077	40549.895343420285	3408597167.484498	89702.65514041737	-495.087326100489	8046566339.240646	245111.46046533197	56967.9711236167	-73.64253489688417	5423.222946038804	3245349733.941226	65296.04107958364	59970.01087836644	1.307232	24.790134	0.1677799	0.101123	-0.1084133478	0.0499645774	-0.0370174358	0.1640453022	-0.075472315	0.0146021045	-0.0346403405	-0.2601156538	-0.1514767295	0.1097127385	-0.1832166692	0.1955587607	-0.0604708941	-0.0952200624	0.165438118	0.0518631446	0.0067295834	-0.0178762139	0.0460581199	-0.1900166482	-0.033057105	-0.1527697265	-0.0198385312	0.0397839263	0.1283006026	0.0838993102	0.1003075095	0.008272701	-0.0137296301	-0.0158891871	0.0500770388	-0.0843943464	0.1471615353	-0.1916772206	0.2177819006	0.1276196873	-0.0578374418	0.1537935533	-0.0018040559	0.0640853619	0.0134227745	0.0091065387	0.1477622929	-0.0239204786	0.2338040057	0.084631366	0.1501556467	0.0	0.0	0.0271469	0.0089209	7.958245681000005e-05	0.00073695417961	0.145705	0.036387	0.021229947025	0.001324013769	-0.211634	-0.0064909999999999	4.213308099999996e-05	0.0447889499559999	0.00448142	0.00173616	3.0142515456e-06	2.00831252164e-05	-0.000868012	-0.000335062	1.12266543844e-07	7.534448321440001e-07	-0.000248398	-0.000248398	6.1701566404e-08	6.1701566404e-08	0.0	0.0	0.0
58357.368518717085	-25.82398978229321	666.8784482759842	3405582460.429352	90548.45482830668	845.7996878893173	8199022671.793896	715377.1120336666	57095.46947308853	127.49834947183264	16255.829118041564	3259892634.3523846	65527.37865041544	58952.34556866363	1.113518	21.116568	0.078600135	0.0325696	0.0005861751	0.1217457902	-0.1184854462	0.0500235037	-0.0988960162	0.1655379638	0.0877122285	-0.1514190873	-0.0950999669	-0.0197173523	-0.2347230877	0.0459424411	-0.0932844407	-0.0120849542	-0.068193315	-0.0931048076	-0.1430812591	-0.0532837175	0.1329240325	0.0781752516	0.1391853821	0.0936931948	-0.0867164867	-0.0326017707	0.1023747429	0.0812838521	0.1145629159	0.0358708249	0.184231535	0.054635168	0.0084086518	-0.2490195507	0.0681472342	-0.0316958486	0.1640743305	0.0350226876	0.0535544696	-0.0374899492	0.0486357779	-0.099826969	0.0593672852	-0.0597975079	-0.0638060422	0.231008011	0.0307752264	-0.0094855034	0.1495803714	0.0	0.0	0.0179544	-0.0091925	8.450205625000004e-05	0.0003223604793599	0.151988	0.006283	0.023100352144	3.947608900000014e-05	-0.191305	0.0203289999999999	0.0004132682409999	0.036597603025	0.00493954	0.00045812	2.098739344000002e-07	2.43990554116e-05	-0.000976339	-0.0001083269999999	1.1734738928999993e-08	9.53237842921e-07	4.10677e-05	0.0002894657	8.379039147649002e-08	1.68655598329e-09	0.0	0.0	0.0
58385.00873402981	27.640215312727378	763.981502533929	3408809244.8727374	90775.16479573296	226.70996742627176	8240130543.692475	51397.4093304212	57012.42507388078	-83.04439920774894	6896.372239775972	3250416612.80487	65762.60117588435	59160.089299770334	1.049485	19.902262	0.0953956149999999	0.0595477	0.0698904426	0.1035099858	-0.0380202598	-0.0022321248	-0.1226092084	0.058686576	0.083529252	0.0329466128	-0.0741818575	0.0448176712	-0.1006915585	0.210032659	-0.1613129306	-0.0626161916	-0.110985792	0.024650599	-0.1248978593	-0.0087247284	-0.0150770625	0.0059653553	0.0416311988	-0.024515089	0.0647485347	0.071283097	-0.2150135463	-0.1241288398	-0.0212051386	-0.0828708626	-0.2824433705	-0.0417797265	-0.1384979381	-0.1167737922	0.097879389	0.088822066	0.216018428	-0.0288736167	0.0657048606	0.1204099931	-0.0570873206	-0.0134084563	-0.1069153963	0.0432379391	-0.0306303338	0.1678967682	0.0541736692	-0.0820708171	0.1488144786	0.0	0.0	0.0251482	0.0071938	5.175075844e-05	0.00063243196324	0.161911	0.0099229999999999	0.026215171921	9.846592899999974e-05	-0.24376	-0.052455	0.002751527025	0.0594189376	0.00521739	0.0002778499999999	7.72006224999998e-08	2.7221158412099995e-05	-0.0008982649999999	7.807400000009999e-05	6.095549476015613e-09	8.068800102248204e-07	0.00020162	0.0001605523	2.577704103529e-08	4.0650624400000004e-08	0.0	0.0	0.0
58385.123923829575	0.1151897997624473	0.0132686899693127	3408822695.6009364	90897.87413050247	122.70933476951905	8262423521.444671	15057.580839577897	56887.1074493838	-125.31762449698	15704.50700956608	3236142993.957738	65618.48410675555	59019.90677189659	1.079393	20.469425	0.1143868	0.0775064	0.0011319866	0.0944968475	0.1069048591	-0.0510259407	-0.0152459679	-0.0005412524	0.0925713586	0.1567928937	-0.0223040349	0.1878862528	-0.0159465002	0.1822336221	0.032895783	0.0384915614	-0.004243325	-0.2012899849	-0.0307107724	-0.0342616369	0.0780045415	-0.1753335908	-0.1392823101	-0.0020693005	-0.0325009043	0.1109908789	-0.0378735688	-0.0028283962	0.0974377498	-0.0611988685	-0.0146687077	0.0798763176	-0.0445778087	0.0417939525	0.0428957928	0.1574902951	0.1345282953	-0.0105488481	0.0998706492	0.0952049143	-0.0707545406	0.092343212	-0.0005166972	0.1532066318	0.0923475344	-0.1302280672	0.0704490256	-0.1975684372	0.1478589443	0.0	0.0	0.0246887	-0.0004594999999999	2.1114024999999826e-07	0.00060953190769	0.136995	-0.0249159999999999	0.018767630025	0.0006208070559999	-0.231582	0.0121779999999999	0.0001483036839999	0.053630222724	0.00665574	0.00143835	2.068850722500002e-06	4.42988749476e-05	-0.000955357	-5.709200000009998e-05	3.2594964640114162e-09	9.12706997449e-07	0.000160396	-4.122400000000002e-05	1.699418176000002e-09	2.5726876816e-08	0.0	0.0	0.0
58354.40196977441	-30.72195405516686	943.8384609677836	3405236229.2500114	90709.5776123858	-188.2965181166801	8228227470.617442	35455.57873486523	57018.98696868712	131.87951930331474	17392.207611673366	3251164874.935312	65421.69323623076	58740.245102956185	1.060868	20.11813	0.09429315	0.0480687	-0.0785635193	0.0922068949	0.0652052125	-0.107567437	0.0881862438	-0.0927570977	0.2338647677	-0.0333045082	0.0911687449	0.0610790756	-0.078756393	0.0254104458	0.1765450964	0.0382275225	-0.008047466	-0.0393537157	-0.1019306755	0.0235418609	0.0495464506	0.0972310651	0.1267208526	-0.0969485565	-0.0977765058	-0.0537060318	0.1061222168	-0.1309106173	0.0946412693	-0.0880936503	0.0479250192	0.1679922976	0.158174073	-0.0481261127	-0.1200810307	0.127216807	0.1585393849	0.0773700712	0.035688013	-0.1044087999	0.0683625604	-0.0412268322	0.157240266	-0.033127298	0.008397431	0.1153105712	-0.0369102258	0.0855338884	0.1467149861	0.0	0.0	0.0200615	-0.0046272	2.141097984000001e-05	0.00040246378225	0.14909	0.0120949999999999	0.0222278281	0.0001462890249999	-0.19756	0.034022	0.0011574964839999	0.0390299536	0.00635059	-0.00030515	9.311652250000037e-08	4.03299933481e-05	-0.00116972	-0.0002143629999999	4.595149576899999e-08	1.3682448784e-06	-0.00019107	-0.000351466	1.2352834915599998e-07	3.65077449e-08	0.0	0.0	0.0
58233.89018482953	-120.51178494487976	14523.090310600948	3391185966.058785	90118.87339402513	-590.7042183606682	8121411341.80833	348931.47358908795	57040.69552471076	21.708556023644636	471.26140463171765	3253640945.942758	65533.84846957478	58376.392629038746	1.223615	23.204435	0.176050035	0.0999569	0.032658034	-0.022541269	-0.1442235131	-0.1717242617	-0.1404682945	-0.1514909236	0.0521736837	-0.1182676384	0.0738517447	-0.0335876096	0.0077745844	-0.0171425583	0.0603026998	0.07183954	-0.0597090284	-0.0347196745	-0.0444225023	0.2569249077	-0.0845492095	0.1106257271	0.1045889216	-0.1420996206	-0.1584927116	-0.0892745479	0.014312552	-0.0706681817	0.0702227514	0.0663335012	-0.0700418596	0.0259012392	-0.0526410845	-0.0563061746	-0.134286606	0.0617808549	0.1103271634	0.1102150014	-0.1808137436	-0.071648826	-0.0412773981	-0.0182974785	0.0585836785	-0.1422523803	-0.1245035989	-0.0196556898	0.0484298928	0.1399685281	0.1453840619	0.0	0.0	0.0392131	0.0191516	0.00036678378256	0.00153766721161	0.171107	0.022017	0.029277605449	0.000484748289	-0.277016	-0.0794559999999999	0.0063132559359999	0.0767378642559999	0.00700602	0.00065543	4.2958848490000033e-07	4.90843162404e-05	-0.00134001	-0.00017029	2.8998684100000007e-08	1.7956268001e-06	9.17187e-05	0.0002827887	7.996944884769e-08	8.41231992969e-09	0.0	0.0	0.0
