global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
58491.85164036744	n/a	n/a	3421296708.3187547	89885.86378272805	n/a	8079468507.967142	n/a	57041.1009682429	n/a	n/a	3253687199.669281	65524.99201143011	57395.4507776742	n/a	n/a	n/a	n/a	-0.0097546114	-0.0709739415	-0.015458166	-0.031045889	0.0181058512	0.0132730106	-0.1283999296	-0.0433180411	-0.1660738891	0.0535855169	-0.0022813084	0.0576723551	-0.0511584473	0.0143522813	-0.087546916	0.0071753212	-0.1075988394	0.1379315041	-0.057995177	0.0350671298	-0.0869367822	0.0676772842	-0.0210075943	0.1278735832	-0.0605069628	0.0031477758	-0.0540341768	-0.0174819116	0.0730642154	0.0238912577	-0.0276378728	0.0051296025	-0.0140432841	0.10872641	0.0687006586	0.0487993686	-0.0786728135	0.0315278585	-6.43728e-05	0.061899704	-0.0040299342	0.037861427	-0.0062241911	0.0662088979	-0.0820278229	0.0427192147	-0.0263902254	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0321439	n/a	n/a	0.00103323030721	0.0155772	n/a	0.00024264915984	n/a	-0.0845970999999999	n/a	n/a	0.0071566693284099	-4.21031e-05	n/a	n/a	1.77267102961e-09	0.00079402	n/a	n/a	6.304677604e-07	-0.00108597	n/a	n/a	1.1793308408999998e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58647.74233679229	155.89069642485265	24301.909231825568	3439557681.202779	90605.378922746	719.5151400179457	8209334689.734384	517702.036715044	57250.081143826064	208.98017558316496	43672.71378677046	3277571790.9746685	65689.94461014471	56888.704672210384	1.191482	27.288847	0.306542145	0.192853	0.0320329597	-0.0678112569	-0.0548141735	0.0049506072	-0.0177280286	0.062313808	-0.1143188799	0.0041069144	-0.0273409867	0.0502082162	0.1332098723	0.0419774091	0.0331713068	-0.0458924465	-0.0875370009	0.0052147369	0.0078257605	0.1879037039	0.0138204539	0.0211234852	-0.0903960059	-0.07597723	0.0395616445	0.0938135662	0.0397552831	-0.0324886788	0.0652207405	0.0874848266	0.1496082561	0.1451295996	-0.0321849916	-0.0107828097	-0.0598384266	0.0530806946	-0.0040424521	-0.0430926409	0.0562702354	0.0930913659	-0.0357515109	0.0734071133	-0.050397139	0.1077427501	0.0365108275	0.0598574432	-0.0433822513	0.0722471032	-0.0514217704	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0466227	0.0144788	0.00020963564944	0.00217367615529	-0.0185093	-0.0340865	0.00034259418649	0.0011618894822499	0.0728154	0.1574124999999999	0.0247786951562499	0.00530208247716	-0.00141279	-0.0013706869	1.8787825778316097e-06	1.9959755841e-06	0.00121899	0.00042497	1.805995009000001e-07	1.4859366201000002e-06	-0.0013016	-0.00021563	4.649629690000003e-08	1.69416256e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58698.91973453098	51.17739773869107	2619.1260393041816	3445563178.0009108	90066.26038257495	-539.1185401710391	8111931259.30179	290648.80035615223	57225.723971539046	-24.35717228701833	593.2718418194937	3274783484.0667787	65891.30126953125	56934.345177852745	1.207097	27.646486	0.41070639	0.277384	-0.0035276739	-0.0280688123	0.0290341919	-0.0038662022	-0.0541534039	-0.0428986583	-0.0580989918	-0.0350334762	-0.0045659976	0.0062700336	-0.094912267	-0.0689625442	-0.1208776924	-0.0398114087	-0.1629002963	-0.0550291218	0.0344672398	0.0548131193	0.0194673313	0.0409540886	-0.023395061	-0.0823000423	-0.0049953763	-0.2008896435	0.0749162165	0.0213600538	-0.0452747675	0.0807328698	0.0443622532	0.015037754	0.0250391301	0.0649594069	0.0451153299	0.0008269734	-0.0123973483	0.0669256887	-0.0601411559	0.0590587156	-0.0116230858	-0.0073353667	-0.0328513621	0.0740195619	0.1247696256	-0.1735327196	0.0452424316	-0.0734954199	0.0783284922	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0384026	-0.0082201	6.757004401000002e-05	0.00147475968676	0.00622904	0.0247383399999999	3.88009393216e-05	0.0006119854659555	-0.166601	-0.2394164	0.05732021258896	0.0277558932009999	0.000235574	0.0016483639999999	2.7171038764959995e-06	5.549510947600001e-08	0.000833001	-0.000385989	1.4898750812100008e-07	6.93890666001e-07	-0.000569322	0.0007322779999999	5.362310692839999e-07	3.241275396840001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58668.6041336124	-30.31560091857682	919.0356590544158	3442005110.986522	89567.16917955554	-499.09120301941584	8022277794.839124	249092.02893136776	57245.028556034486	19.304584495439485	372.66698254156256	3276993294.381204	65769.46282087054	58614.98612344145	1.377481	31.548845	0.06358845	0.0396412	-0.065597205	-0.0506618408	0.0745412546	-0.031948183	-0.0172477625	-0.077566647	-0.0423888265	-0.0124678049	0.0416871799	0.0414661759	-0.0540370784	-0.0308389569	-0.0903963799	0.0534460981	0.0970649998	-0.0642439207	0.0045752187	-0.0034635881	0.0143636699	0.0219655949	-0.1366940971	-0.0207794908	-0.1485160935	0.0800371702	-0.0496230446	-0.0003319992	-0.0748069753	0.0829423397	-0.0471369497	-0.0178272012	0.0007906045	0.0665433555	0.0463639374	0.0156056497	-0.0544288453	0.0533908807	-0.0480804385	0.0292482447	0.0210429282	-0.1186679628	-0.0410678899	0.0172281271	0.0369461949	-0.1181647318	-0.0843967124	-0.0712748592	-0.0428009223	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0321804	-0.0062222	3.871577284000005e-05	0.0010355781441599	0.00524029	-0.00098875	2.74606392841e-05	9.776265625e-07	-0.201103	-0.034502	0.001190388004	0.040442416609	0.000388609	0.000153035	2.3419711225e-08	1.51016954881e-07	0.000913033	8.003200000000006e-05	6.405121024000011e-09	8.336292590890001e-07	-0.000773765	-0.000204443	4.1796940249e-08	5.98712275225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58715.79883349969	47.19469988728815	2227.339697451196	3447545032.656004	91241.59184966216	1674.4226701066218	8325028083.260336	2803691.278166989	57501.9605413286	256.93198529411166	66014.0450671736	3306475466.096511	66105.28167718597	58234.64512483231	1.166171	26.709156	0.210512275	0.131449	-0.023788298	-0.0606789024	-0.0185446226	0.056302523	-0.0931056967	0.1136598054	-0.001847408	0.0819609244	0.1110238867	-0.0306601334	0.0589574191	0.0177794839	-0.1064992506	0.0282628799	-0.0873322444	0.047751046	-0.1214114716	-0.0212062989	-0.0194728817	-0.114279682	-0.0104656215	0.0143768666	0.0271378922	0.0123474796	-0.0274887201	-0.0824359185	-0.0176771118	-0.0368707042	-0.1064168744	-0.0576683308	-0.0079507489	0.108884498	-0.0400891471	-0.0663446661	-0.0710081128	-0.1171883016	-0.0992478593	0.0132323995	0.0541694986	-0.1080117453	0.0434116326	0.0213966685	0.0360384245	0.0661104713	-0.0552533656	0.0163134056	0.0665146865	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0501726	0.0179922	0.0003237192608399	0.00251728979076	0.0151645	0.00992421	0.0002299620602499	9.848994412409998e-05	-0.0761976999999999	0.1249053000000001	0.01560133396809	0.0058060894852899	0.000501903	0.000113294	1.2835530436000013e-08	2.519066214090001e-07	7.557969999999998e-05	-0.0008374533	7.013280296808901e-07	5.712291052089998e-09	-0.000570701	0.000203064	4.123498809600004e-08	3.25699631401e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58500.97030032153	-214.82853317815895	46151.29866747935	3422363526.079102	90797.89612806163	-443.6957216005249	8244257941.28227	196865.8933666105	57335.25641797667	-166.70412335192668	27790.264742534386	3287331628.515135	65920.78199757542	57780.865318097975	1.103593	25.275904	0.099185345	0.0648267	0.0257412732	-0.009450824	0.0119545157	0.0018300628	-0.1053336916	-0.0203591236	0.0814895431	0.0421195671	0.0687954013	0.0582231363	0.0635898624	-0.0514698856	-0.0081455684	0.0302079443	0.0217883298	0.0283334616	0.0368469331	0.0342151548	0.0108554772	0.0975179648	0.0556004125	-0.0033223046	0.0833479181	-0.0535796886	-0.03077216	-0.0415345392	0.0219590597	-0.0569926076	0.0361049362	0.0018676833	0.0377804999	-0.0627762005	-0.0201864631	-0.0065107103	-0.0999721083	-0.0230514891	-5.45328e-05	-0.0358785442	-0.0213013534	-0.044922934	0.1075039693	0.00390865	0.0298976214	0.0523488953	-0.0285564622	0.0398309922	-0.0368492828	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0460012	-0.0041713999999999	1.7400577959999988e-05	0.0021161104014399	0.0102863	-0.0048781999999999	0.00010580796769	2.3796835239999997e-05	-0.0100982	0.0660994999999999	0.0043691439002499	0.00010197364324	0.000911405	0.0004095019999999	1.6769188800399996e-07	8.30659074025e-07	3.78628e-05	-3.7716899999999984e-05	1.4225645456099987e-09	1.4335916238399999e-09	-0.000537195	3.350599999999999e-05	1.122652035999999e-09	2.88578468025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58372.51871804267	-128.45158227885986	16499.808989942703	3407350941.488242	89730.83009792019	-1067.0660301414464	8051621870.06182	1138629.9126818262	57153.460882036	-181.79553594066965	33049.61688795531	3266518090.79442	65586.57457618149	56742.41163293088	1.010182	23.136497	0.068488225	0.0417316	0.0319088482	-0.0014720591	-0.0068007991	-0.0492723867	-0.0079920609	-0.0615944962	0.1065067034	-0.0046848869	-0.0665938457	0.0032315094	0.0200513922	-0.0081481166	0.0130576145	0.1103377122	0.0731845574	-0.0740257392	0.0545318745	-0.1502086964	0.0652144029	0.1622260387	-0.0695886511	0.0114664503	-0.0821196425	-0.0297128501	0.0430249304	0.0914952414	0.0423561413	0.0270758161	-0.0716461342	0.0975027782	0.0214751093	-0.1244363841	-0.0127538747	0.0467212494	0.0281351257	0.0089805194	-0.0670269723	-0.1456862998	-0.0311404427	0.0120267912	0.1048686504	-0.009954923	-0.0150852428	-0.0260446438	0.0589691659	0.0144543614	-0.02195395	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0440678	-0.0019334	3.738035560000007e-06	0.0019419709968399	0.00521206	-0.00507424	2.71655694436e-05	2.57479115776e-05	-0.0291591	-0.0190609	0.0003633179088099	0.00085025311281	0.00150371	0.0005923049999999	3.508252130249999e-07	2.2611437641e-06	-2.41389e-05	-6.20017e-05	3.84421080289e-09	5.826864932100001e-10	-0.000343108	0.0001940869999999	3.7669763568999994e-08	1.1772309966400001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58373.54315550756	1.0244374648900705	1.049472119470394	3407470540.527904	89704.08088972761	-26.74920819257386	8046822128.270795	715.5201389296606	57139.009793357	-14.45108867900126	208.83396400835835	3264866440.165347	65464.989962092055	57235.65091934975	0.877541	20.098581	0.197559985	0.147312	0.0276981886	-0.0211587944	-0.0366863625	-0.0578634147	0.015689963	0.0342787818	0.0345500874	-0.0109150078	-0.1078571887	-0.0275101225	0.032628775	0.0401575481	-0.0501815914	0.0363784435	0.0500288255	-0.0155589656	-0.0478211673	-0.0462319162	-0.0214088656	0.0380997718	-0.0250477407	0.1634433331	0.040935074	-0.0269247813	0.0382684803	-0.0658043359	0.0436395775	0.0494591757	0.0250919292	-0.017687476	-0.1794240116	0.0064393938	-0.0460489259	0.0807572074	0.0386728353	-0.0238137215	-0.042658434	-0.0957253551	0.0387580844	0.0625591223	0.0308260747	-0.046727705	-0.0274483703	0.0220405952	-0.0381823966	0.0191712272	0.0447442773	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0412586	-0.0028091999999999	7.891604639999987e-06	0.00170227207396	-0.00260365	-0.00781571	6.778993322499999e-06	6.10853228041e-05	0.06368	0.0928391	0.00861909848881	0.0040551424	-0.000306259	-0.0018099689999999	3.2759877809609997e-06	9.379457508100001e-08	4.78116e-05	7.19505e-05	5.176874450249999e-09	2.28594909456e-09	-0.000343108	0.0	0.0	1.1772309966400001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58324.08674794703	-49.45640756053035	2445.9362487932835	3401699094.982051	89470.46411462732	-233.61677510029403	8004963948.886815	54576.79760826136	57118.981506719065	-20.0282866379348	401.1322656512776	3262578048.3649144	65522.50631253848	56193.51737492109	1.02259	23.420671	0.1037884799999999	0.0651475	0.0274838005	-0.0669885658	-0.0136178201	-0.0786564445	-0.0023398375	0.0109303379	-0.0343110869	-0.0347626296	-0.0875182235	0.0119623912	0.1160638785	0.1338133163	0.0118765846	-0.0634752875	0.0210986474	-0.0407386073	0.0086815574	0.1318762751	0.0986443063	-0.0013055116	-0.0943025062	0.1678961359	0.1408014632	0.0901912943	-0.1039208163	0.0809977539	-0.0789608722	-0.0016230526	-0.0783390798	0.0020215466	-0.042026502	-0.005634586	-0.0204503006	0.0855165045	-0.0133672214	-0.0279449648	-0.0028630305	-0.0533917341	-0.0212152808	0.1391714823	-0.0754726008	0.0599864603	-0.0331591885	0.0657239936	-0.0348440677	0.0182512711	-0.0389546592	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.032041	-0.0092176	8.496414975999998e-05	0.001026625681	0.0201709	0.0227745499999999	0.0004068652068099	0.0005186801277024	0.00560359	-0.05807641	0.0033728693984881	3.1400220888100004e-05	-0.000160123	0.000146136	2.1355730496000007e-08	2.5639375129e-08	0.000176074	0.0001282624	1.645124325376e-08	3.1002053476e-08	-0.000343108	0.0	0.0	1.1772309966400001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58563.42212365465	239.3353757076184	57281.42206510684	3429674410.833363	89880.08218301309	409.6180683857674	8078429173.225186	167786.9619480872	57248.10190320741	129.12039648834616	16672.076789307714	3277345171.52002	65770.77237290256	56548.22659474383	0.966339	22.132339	0.0626307099999999	0.0367946	0.039772326	-0.0062961281	-0.0157330811	-0.0627923973	-0.0115813485	-0.0413696682	-0.0688788956	-0.0082413608	0.0109045697	0.0409223349	0.0896737934	-0.022225861	0.0593477985	0.0565522022	-0.0297623096	0.0846461215	0.0530478794	0.0533186397	0.056328475	0.0420620374	0.1222926796	0.0250076859	-0.1380682483	-0.0961799397	-0.0925069318	-0.1282020108	0.0357097041	-0.1850918149	-0.0237722914	0.0525502276	0.0782108919	0.1131122225	-0.0129412529	0.0402744955	-0.0374768554	0.0232158284	0.0513910919	0.0548197821	-0.0885174975	0.0270717699	-0.0437793574	0.0443744793	-0.0155448781	0.0068999025	-0.0668883931	0.0791470808	0.019556013	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0320243	-1.6700000000001436e-05	2.78890000000048e-10	0.0010255557904899	-0.0108293	-0.0310002	0.00011727373849	0.00096101240004	0.0197167	0.01411311	0.0001991798738721	0.00038874825889	-0.000262424	-0.0001023009999999	1.0465494600999995e-08	6.886635577599999e-08	0.000176074	0.0	0.0	3.1002053476e-08	-0.000590821	-0.0002477129999999	6.136173036899998e-08	3.49069454041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
