global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
55412.54873989339	n/a	3070550557.851061	n/a	84406.4227555756	n/a	7124444202.392949	n/a	53326.71463963964	n/a	2843738494.257557	n/a	60142.60798285903	54498.79342065816	n/a	n/a	n/a	n/a	-0.0106040234	-0.0387232488	-0.0714419175	-0.0564946419	-0.008129394	0.0236320913	0.0356901953	0.0318035273	-0.0398454335	0.0571659234	-0.1462243503	0.1573279447	-0.0078241572	0.0306173095	-0.0248543445	0.0676113557	-0.1244243104	0.0364070132	-0.0415435728	-0.0230702254	0.0266819555	-0.0152009603	0.0755996146	-0.2182612631	0.1024061201	-0.087953819	0.0066789662	-0.0003583933	0.0878760212	-0.0150124445	-0.0191665921	0.072970667	0.0072183897	-0.0709847098	0.068314483	-0.0436292999	0.0062414921	-0.0106215898	0.0354205219	-0.0160364079	0.0877790909	-0.0073713054	0.0567430318	-0.0539361084	0.0001275608	-0.0012976917	-0.0174404571	-0.0247842394	0.0534323982	-0.0995296832	0.0422501343	-0.0780551725	0.0720151931	-0.0316250298	-0.0707970889	0.0623599615	-0.0429549797	0.0922653745	-0.092570958	0.1029615823	-0.0618621868	0.0376346159	-0.171196319	0.0580559651	-0.1659507697	0.0504262333	-0.0670801421	-0.0561098079	-0.0420739855	0.006454725	-0.0102532627	0.0064341864	-0.0295758529	0.000830754	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0446727	n/a	n/a	0.00199565012529	-0.0735037999999999	n/a	0.0054028086144399	n/a	-0.0968538	n/a	0.00938065857444	n/a	0.0027777	n/a	7.715617290000001e-06	n/a	0.000601796	n/a	3.621584256160001e-07	n/a	-0.00127371	n/a	1.6223371641e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55512.68560176509	100.13686187170242	3081658262.720417	10027.39110551241	84587.52500667734	181.10225110175088	7155049386.755265	32798.02535412163	53346.761936936935	20.04729729729297	2845877009.156224	401.8941289260501	60349.937323637125	54245.686108040216	1.187716	20.735781	0.0364159	0.0208936	-0.0248756774	-0.0674921729	-0.0748118287	0.0759121745	-0.0186615123	0.0758802472	-0.0156688097	0.0527154912	-0.08408896	-0.0310939108	0.0197040437	0.1006835001	-0.030937988	-0.0034753356	-0.0534926512	0.0592787318	-0.1060728409	0.1052896767	-0.0516023992	-0.0082519939	0.0515966037	-0.0880689361	-0.0397516841	-0.0374512517	0.1037107305	-0.0368767601	-0.014871528	-0.0286399913	-0.1086256287	-0.0135450432	0.0325698145	-0.1718030387	0.0126944683	-0.1485822973	-0.0119765979	0.0031186583	0.1142626687	-0.003147229	-0.1402676409	0.012950169	0.0283122892	0.0722619841	-0.1400179666	0.1184965358	-0.0216356603	0.0814764528	-0.0007584523	-0.0402794551	0.1020461884	-0.0962990703	-0.0547642438	-0.0728921496	-0.0598093423	-0.0240035289	-0.0381913469	0.0774338151	-0.1278163114	0.0411512585	-0.0260638042	-0.0378170794	-0.0991712636	0.0582248331	-0.1005697936	0.0512492979	-0.0073195257	0.0212909337	-0.0105500723	-0.1208347501	-0.1479571591	-0.0286043173	0.1020432763	-0.1582274422	-0.0221243171	0.0146418645	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0409143	-0.0037584	1.4125570560000016e-05	0.00167397994449	-0.0721895	0.0013142999999998	0.00521132391025	1.7273844899997197e-06	-0.09683	2.3800000000004373e-05	0.0093760489	5.664400000002081e-10	0.00255537	-0.00022233	6.5299158369e-06	4.943062890000008e-08	0.000933964	0.000332168	8.722887532960001e-07	1.10335580224e-07	-0.00120182	7.189000000000002e-05	1.4443713124e-06	5.168172100000002e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55514.93977139902	2.254169633924903	3081908537.8220606	5.081280738509131	84837.61924078525	250.09423410790623	7197421638.444456	62547.12593402021	53296.32717483108	-50.43476210585504	2840498490.3266377	2543.665228674192	60140.84267306076	54960.28026241535	1.220179	21.302526	0.0772804	0.0427925	-0.0187034422	0.0471182724	-0.0152503213	0.1127939393	-0.0314988139	-0.0097362939	0.0309495705	0.0072187388	-0.0719659284	-0.0036392878	0.0817595522	0.1123064241	0.044283432	-0.0333541568	0.0782448275	0.0565245432	-0.1009424033	0.0048706322	0.0296562631	-0.0397026702	0.0297668166	-0.0186934548	0.1059755836	0.0266137925	0.1374364104	0.0071130433	0.1004290646	0.0237059075	-0.0134115985	-0.0188846668	0.1129085795	-0.0270291442	-0.0312167042	0.0142908708	0.0220141492	-0.0347296705	0.105705581	-0.0693211099	-0.1650885542	0.0820047662	0.0339692897	-0.0221633414	0.1533134692	0.039006593	0.0416258416	0.0052445532	0.0927738594	0.0173071446	0.0877354425	0.0018278117	0.0040379196	0.0001655127	0.0006499196	0.0374543519	-0.1520971405	0.0066883378	-0.0698144809	0.0942444104	-0.0168093759	0.06515733	0.1042414663	0.0734536028	-0.0551897308	-0.0260280374	-0.0526000258	-0.0321773951	-0.0654730067	-0.1663364287	-0.0515036692	-0.0409018975	0.0465966225	-0.0297660848	-0.1698615534	0.0309150624	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0446809	0.0037666	1.4187275560000014e-05	0.00199638282481	-0.056836	0.0153535	0.003230330896	0.00023572996225	-0.0833364	0.0134935999999999	0.00694495556496	0.0001820772409599	0.00186777	-0.0006876	3.4885647729e-06	4.7279376e-07	0.00088238	-5.1584000000000027e-05	7.785944644e-07	2.6609090560000027e-09	-0.00135597	-0.00015415	1.8386546409e-06	2.376222250000001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55435.17448722888	-79.76528417014197	3073058570.4295115	6362.500558743501	84433.61369441106	-404.0055463741882	7129035121.497039	163220.48150110638	53198.415512387386	-97.9116624436938	2830071413.028619	9586.693642487837	60165.73736566403	55070.01845535037	1.232442	21.516624	0.0325552999999999	0.0191905	0.0736413728	0.1465419325	-0.0661688845	-0.0108369947	0.0037081606	0.0903039653	0.0445873585	-0.1033127472	0.0204220366	-0.0560199677	0.0809838998	0.0696832086	0.0657534744	-0.0957809183	-0.0234804154	-0.0895035066	-0.1510735627	-0.0358671791	0.0197776433	0.0340128347	0.0600069932	0.0060604127	0.0820770828	-0.0651043198	0.1430819947	0.0285903654	-0.0594376395	-0.0981821627	-0.0908640113	-0.0666368434	-0.0978555873	-0.017963273	-0.0135360042	-0.0654829884	-0.0333838561	0.0171846673	0.0112998152	0.1369141207	0.0026989687	0.0426492988	0.0644463248	-0.021079191	-0.1041069361	0.0484233514	-0.0045794161	0.0842379863	0.1227087751	0.0332842576	-0.0980786971	-0.0798553903	-0.0653314902	0.0637170482	0.0772676566	-0.0175285954	-0.0701286013	0.0442277962	-0.0055243651	0.0163575226	0.0216311972	0.0561847452	-0.0281032635	0.0883867586	-0.072555646	-0.0584350137	-0.1101400434	0.0497990267	0.1322218795	-0.1042263959	-0.0797797537	-0.0236258554	0.0671317163	-0.0840914522	0.1015077018	0.0912691956	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0446839	2.9999999999960614e-06	8.999999999976368e-12	0.0019966509192099	-0.0721662	-0.0153302	0.00520796042244	0.00023501503204	-0.0869917999999999	-0.0036553999999998	0.0075675732672399	1.3361949159999212e-05	0.00164802	-0.0002197499999999	2.7159699204e-06	4.829006249999995e-08	0.000933964	5.1584000000000027e-05	8.722887532960001e-07	2.6609090560000027e-09	-0.00135597	0.0	1.8386546409e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55425.700322158445	-9.4741650704309	3072008256.201715	89.75980378177293	84276.93106053019	-156.68263388087507	7102601108.981358	24549.447759848343	53373.84909206081	175.43357967342308	2848767766.9020805	30776.940877031284	60098.57633885687	54152.50375249101	1.345814	23.49593	0.0812553999999999	0.0500815	-0.0030389805	-0.057351017	-0.0723890135	-0.0390353718	-0.0634117679	0.0426458551	-0.0159958359	-0.0184523093	-0.0591697464	-0.0334589445	-0.1112491461	0.0585625769	-0.0242531903	-0.0127690298	0.0109515111	0.0140494315	-0.1010315557	-0.0866640921	0.0459231702	0.1444748489	0.0010105183	0.0105041843	0.0154476804	0.1425613186	0.0543071955	-0.0508056251	-0.051364677	0.0133396195	-0.0031037726	0.0684899798	0.0039399071	0.0486720748	0.0156112649	-0.0513378168	0.146181949	0.1456693939	-0.0292554559	-0.041187608	-0.0066315524	0.0532745638	0.0880316888	0.1544309833	0.0892213836	0.0783240215	0.1771753666	0.0263267971	-0.030582331	0.0270180411	0.0258947887	-0.1099110666	0.022261971	0.0523563186	0.0349621823	0.0782549631	0.011128782	-0.0812138226	-0.0359779056	0.005718308	0.1557494029	0.1034678874	0.0775800426	-0.0227152917	-0.0633694581	-0.1158327286	-0.0245457243	-0.1404863229	-0.088880972	0.0423824769	0.0141529448	-0.0200935168	-3.51217e-05	-0.0412765171	-0.0292358212	0.1650292155	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.044669	-1.4899999999998248e-05	2.2200999999994778e-10	0.001995319561	-0.051723	0.0204432	0.002675268729	0.00041792442624	-0.0830348	0.0039569999999998	0.00689477801104	1.5657848999999138e-05	0.000796059	-0.000851961	6.33709931481e-07	7.25837545521e-07	0.000702839	-0.000231125	4.93982659921e-07	5.3418765625e-08	-0.00130225	5.371999999999994e-05	1.6958550625e-06	2.885838399999993e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55405.55558789023	-20.14473426821496	3069775590.0027943	405.8103187369941	84400.48715653378	123.55609600359458	7123442232.260223	15266.10885964948	53230.82611908784	-143.022972972969	2833520849.3205643	20455.57079802662	60139.65492727846	54688.5581164909	1.195627	20.873886	0.0359886499999999	0.0216233	0.0078412276	0.0219069877	-0.0860495541	0.079618565	-0.0033482826	0.0625546766	0.0151024313	0.0511866905	-0.0719016633	-0.0356777616	0.134907295	0.0653926504	0.0157620281	-0.1502987803	-0.0312729339	0.0834382061	0.0460534239	-0.0439288525	0.0495688936	-0.0064443549	-0.1825957216	-0.0936645518	0.0393964222	-0.096675868	-0.0801777269	-0.0022892608	-0.0948700194	0.0480403793	-0.0386561202	0.0411980042	-0.0456242976	0.0099373822	0.0485770282	-0.0918875911	0.0973197694	-0.1572812631	0.013725834	-0.0409438387	-0.0548659191	-0.0722883888	-0.0189680763	-0.0361412024	0.0124590265	-0.0553803197	0.0882779292	0.1042766894	0.0939024542	-0.0405765691	0.0889107883	0.0181945368	0.0493705983	0.0892580257	0.0089806882	-0.1015966262	-0.0005438472	0.0395960994	-0.1105132367	0.0114690369	0.0472912102	0.1758229071	-0.1264855755	-0.1099673122	0.0189626743	0.0469842357	0.0588639478	-0.0650770869	-0.0269275242	-0.0977473428	0.1131164758	0.1069595232	-0.0509613884	0.0124093956	0.0468500486	-0.1068697675	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0446671	-1.8999999999991248e-06	3.6099999999966737e-12	0.00199514982241	-0.0487599	0.0029630999999999	0.00237752784801	8.779961609999978e-06	-0.0997987	-0.0167638999999999	0.00995978052169	0.0002810283432099	0.0008166529999999	2.059399999990001e-05	6.669221224088367e-07	4.241128359958816e-10	0.000451958	-0.000250881	2.0426603376400005e-07	6.2941276161e-08	-0.00135597	-5.371999999999994e-05	1.8386546409e-06	2.885838399999993e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55350.03582559925	-55.51976229098364	3063626465.89512	3082.4440048473284	84398.76657652244	-1.720580011344282	7123151799.638321	2.9603955754374893	53257.0185106982	26.192391610362392	2836310020.648851	686.0413782705822	59984.20122440862	53646.68182841488	1.297744	22.656702	0.103897785	0.0577707	0.0702869557	0.0397545201	0.0479351985	-0.0323554335	-0.1579434969	-0.0545831472	0.0753969196	-0.0699716347	-0.0225231271	0.0050897995	-0.0558398156	0.020045789	0.0418448421	-0.0043977062	-0.0041859854	0.0997190999	0.0509258834	-0.070336435	0.0002758791	-0.0603320426	-0.0164082306	-0.0766566282	0.0473979902	-0.003743656	-0.1078294428	-0.1477805953	-0.047368236	0.1408241281	-0.2030190032	0.0218506452	-0.1031361385	0.0270154397	-0.040392438	0.1366144314	0.017894094	-0.0759939613	0.0076803518	-0.0698203572	0.1374209768	0.000311665	-0.0685904012	0.0472281245	0.0741426877	-0.0074106718	-0.0123659736	-0.0499190254	0.0579731854	0.0174946649	0.0225404806	-0.0170319702	0.0616692903	-0.012862033	0.0054519261	-0.0579906811	-0.0276052897	0.0816047323	-0.1850790153	-0.0661692774	0.0751468744	0.0609099272	-0.038566391	-0.0201440523	0.022949631	-0.0429093537	0.0513037758	-0.1358493477	0.0990157711	0.1515968158	0.0660393229	-0.0118234772	-0.0132764997	0.0576235411	0.1096360049	-0.1242311395	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.044673	5.899999999996186e-06	3.4809999999954997e-11	0.001995676929	-0.0571602	-0.0084003	0.00326728846404	7.056504008999999e-05	-0.0770687	0.02273	0.00593958451969	0.0005166529	-3.93727e-05	-0.0008560256999999	1.5502095052900004e-09	7.327799990603188e-07	0.000933964	0.000482006	8.722887532960001e-07	2.32329784036e-07	-0.00123877	0.0001172	1.5345511128999998e-06	1.3735840000000008e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55464.63223467788	114.5964090786365	3076325428.928069	13132.336973718202	84909.10143729967	510.334860777235	7209555506.889646	260441.67012451985	53309.39716356982	52.378652871615486	2841891825.943226	2743.523276645193	60121.8386167147	54677.24977928145	1.279729	22.342182	0.1044156349999999	0.0542028	-0.0161374647	-0.0516184558	-0.0253539505	-0.0895569507	-0.0759685386	-0.0727833087	-0.0025415683	-0.0340449658	0.0044215869	-0.0950011288	-0.1233565418	0.0488459282	0.072612534	0.0690505044	-0.1233456174	-0.0021046784	-0.060880769	-0.0290694104	-0.0032335655	-0.0273061134	0.049973276	0.0537053927	0.0290618563	0.0607218988	0.0720769117	-0.0332905709	0.1099247632	0.0132739468	0.0533747431	-0.0941171627	-0.1087346082	0.0964182487	0.0793485044	0.0270299974	0.0288774376	0.005347241	0.1378799038	-0.042694655	-0.0365878627	-0.0211947723	-0.0536659991	0.0264849441	-0.1082448569	0.1527234957	-0.006966459	-0.0805513505	-0.0019383238	-0.0607217164	-0.0009992937	-0.1153717064	-0.0931160556	-0.0170992786	0.0891899485	-0.0369044843	-0.0320848725	0.0271365382	-0.0476982661	0.0134768137	0.0946109822	-0.1003195321	0.1191526107	0.0482819471	-0.1372476055	0.0159150848	-0.0351143348	0.1071645933	0.044575417	0.0277938357	-0.0384656762	-0.0345129081	-0.1141379614	0.0430539969	-0.0238691327	0.0108412357	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.044634	-3.899999999999737e-05	1.5209999999997947e-09	0.001992193956	-0.0400697	0.0170905	0.00160558085809	0.00029208519025	-0.106015	-0.0289462999999999	0.011239180225	0.0008378882836899	0.000671245	0.0007106177	4.50569850025e-07	5.0497751555329e-07	0.000656375	-0.000277589	4.308281406249999e-07	7.705565292100004e-08	-0.00106018	0.0001785899999999	1.1239816324e-06	3.1894388099999994e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55657.62458470692	192.9923500290388	3097771174.4121723	37246.04716973103	84952.50338875534	43.40195145567122	7216927832.016488	1883.7293901604412	53407.94759994369	98.5504363738728	2852408866.838331	9712.188509480751	60063.445441957854	54404.45300733855	1.301315	22.71904	0.0694348	0.0389648	-0.0915965583	-0.110146777	0.029100454	0.0530467864	-0.129140184	-0.0718886641	-0.1090317893	0.0415001991	-0.1123100487	-0.0648748269	-0.0402480497	-0.0251556519	-0.0573146288	0.0473611578	-0.1192380864	0.1139638488	0.0397551777	-0.0185607014	-0.0100508414	0.0175474361	-0.0080975278	-0.1208666581	0.0315616985	0.1019673816	0.0336245392	-0.0772032027	0.0070233465	0.0636521339	-0.0531627375	0.0389175785	0.0182539347	0.0620863437	0.0864894851	0.0500727276	-0.0065559394	0.0372920103	-0.0423961189	-0.0396021818	0.0058575714	-0.0050010747	0.0099640653	-0.084511612	-0.0268842925	0.0430823488	-0.0625419762	-0.0730478343	-0.0978369592	-0.0375468612	0.1293307961	-0.0248341171	-0.0082554229	0.0513515271	0.0891702273	-0.0160214325	0.019704414	0.1060834677	-0.130365938	0.019285193	0.1076155786	-0.0304445866	-0.0153532082	0.0038186815	0.0872600807	-0.0896220376	0.0079478343	-0.140893637	-0.039315598	0.0333554387	0.0426287119	0.0255325266	-0.0928603994	0.0693417028	-0.0132369273	-0.0425893297	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.046978	0.0023439999999999	5.494335999999994e-06	0.002206932484	-0.0720675	-0.0319978	0.00519372455625	0.00102385920484	-0.106015	0.0	0.011239180225	0.0	0.000341114	-0.000330131	1.16358760996e-07	1.08986477161e-07	0.000933964	0.000277589	8.722887532960001e-07	7.705565292100004e-08	-0.00115432	-9.413999999999994e-05	1.3324546624e-06	8.862339599999988e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55724.43967550819	66.81509080126852	3105213177.149352	4464.256358781758	84261.72971337473	-690.7736753806093	7100039094.289819	477168.2705988355	53419.8006052928	11.853005349112207	2853675096.7092414	140.49373580608264	60192.32046071986	55826.51384933162	1.27389	22.240252	0.06153615	0.0412319	-0.1359547084	0.0306768526	-0.0031416943	0.0708862489	-0.0618626075	-0.0690619688	-0.0035860384	0.0524949679	-0.1668291007	0.0738890904	0.0544467698	-0.0422875512	-0.0773146151	0.0047208534	-0.0834393251	0.0775367234	0.1418508963	-0.0033262451	0.0466492416	-0.0021054006	-0.0620181405	0.021520648	0.0471082922	-0.0027871058	-0.0643162335	-0.0042727197	0.1162535982	-0.0303940401	-0.0942176797	0.0097805296	0.059366679	-0.0622280048	0.0692080056	-0.0729258186	-0.1151216692	0.0329780105	-0.0641919399	0.0077823822	0.0078459161	-0.0388264291	-0.0303791149	0.0877103544	0.0789479419	0.0027347177	-0.0224904198	-0.0106147082	-0.0381565944	0.0137025133	0.1729697458	0.0493937936	-0.0188787833	0.038294355	0.0441049076	-0.1318305439	-0.02294594	0.0731691664	0.0372370159	-0.0766826631	0.0304823219	0.0203585101	0.0587353326	0.1247712759	0.0577638531	0.0132259768	0.1420263558	0.0619511295	-0.0453041275	0.0662311815	0.0208136297	-0.0033248847	0.0424295421	0.0088258785	-0.1182034655	-0.0045695723	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.044684	-0.0022939999999999	5.262435999999988e-06	0.001996659856	-0.0338492	0.0382183	0.00114576834064	0.00146063845489	-0.105989	2.5999999999998247e-05	0.011233668121	6.759999999999087e-10	0.000559421	0.000218307	3.1295185524100005e-07	4.765794624900002e-08	0.000933964	0.0	8.722887532960001e-07	0.0	-0.00135597	-0.00020165	1.8386546409e-06	4.0662722500000024e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
