global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21
77672.06134982512	n/a	6032949114.330997	n/a	131167.06464778862	n/a	n/a	17204798848.317158	76996.84354226408	n/a	n/a	5928513915.471893	87266.17722341637	80251.65377680083	n/a	n/a	n/a	n/a	-0.0105232571	-0.0403612937	-0.082059628	0.0306765013	0.0015905326	0.0458757994	-0.0759567192	-0.0594858028	-0.0298120683	-0.006794392	0.06761309	0.1263163535	-0.0400537979	0.0056438286	-0.0140868232	-0.0143080901	0.0317708517	-0.0073047701	0.0733360014	-0.1057062127	0.1072761176	-0.0129019991	0.028232254	-0.053091656	0.1065254967	-0.0481086737	0.1495700632	-0.0965439237	0.1123285741	-0.0152775778	0.0652519731	-0.076615905	0.029562949	-0.0222629149	0.1146889888	-0.0343548276	0.0773921159	-0.0209240968	0.0419737568	-0.1130219227	0.0881951041	-0.0788252058	0.0532793007	-0.0354495786	0.045527459	-0.099610013	0.1063709541	-0.0961298252	-0.034490889	-0.0023837135	-0.0612272373	0.1175018006	0.0650141393	-0.0059233259	0.0125679555	-0.0112476807	0.0501030965	-0.0167023101	0.048482332	-0.0076636607	0.0674331405	-0.0009721165	0.0668323565	-0.0105976183	0.0046188355	-0.0324651537	0.0359276707	-0.0042339491	-0.0035974825	-0.0934676222	0.1713807827	-0.049367748	0.0934393156	-0.0302691514	0.0220266318	-0.0300776959	0.1336957854	-0.0228154471	0.0587332911	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0164237	n/a	0.0002697379216899	n/a	0.0146629	n/a	0.00021500063641	n/a	-0.0587256	n/a	0.00344869609536	n/a	0.00270916	n/a	7.339547905599999e-06	n/a	0.000166907	n/a	n/a	2.7857946649e-08	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77602.71427301844	-69.34707680667634	6022181262.539741	4809.017061631068	131705.34877232142	538.2841245328018	289749.7987240449	17346298895.238827	77062.38727067584	65.54372841176519	4295.980334115235	5938611531.855622	87275.41434324019	80053.430421733	1.184816	20.885181	0.0710302999999999	0.0377385	0.019217217	-0.1132643873	0.0319255951	0.0103574074	-0.0842346454	-0.0060136057	-0.0659846773	0.0246375723	-0.0763712198	-0.0081481625	-0.1111962032	-0.0103882782	0.0520763236	0.0575711247	0.0850010193	-0.0838388873	0.0314092112	-0.0865632582	0.0905720231	-0.0750737561	-0.043949213	0.048202485	0.0149001491	-0.043375148	-0.0047494561	-0.082368455	-0.0643673182	0.0613963399	0.0663081379	-0.0540526621	0.0448014673	0.0383901703	0.0801125509	-0.0042043353	0.0888819523	1.03429e-05	0.1801892171	0.0884189034	0.0168833212	0.1206548562	-0.0635056028	0.0215618849	0.117879212	-0.0366318323	-0.0182301358	0.0029618289	0.0794006241	-0.0925806534	0.0444775434	0.0874484509	0.073645298	0.0589921986	0.0256410755	-0.035883204	-0.0367030087	-0.0142648744	-0.0289347178	-0.0208144479	-0.1374721195	0.0335015486	0.06126543	-0.0301581074	0.0767532393	0.0454813533	-0.0403531322	0.0037112399	-0.0670586981	0.0121272281	0.0025032776	-0.0643097458	-0.0171245702	0.1447191024	-0.053767341	-0.046383607	0.0384278011	0.1208917604	0.0885095274	-0.0342133885	-0.1625273743	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0215896	-0.0051659	0.00046611082816	2.668652281000001e-05	-0.0165156	-0.0311784999999999	0.0002727650433599	0.0009720988622499	-0.0454988	0.0132268	0.0020701408014399	0.00017494823824	0.00267217	-3.6989999999999766e-05	7.140492508900001e-06	1.3682600999999824e-09	-0.0	-0.000166907	2.7857946649e-08	0.0	-0.000225285	-0.000225285	5.0753331225e-08	5.0753331225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77684.947277758	82.23300473955169	6034951033.548039	6762.267068495131	131385.96308528862	-319.3856870328018	102007.2170814148	17262271295.848824	77029.98185161952	-32.40541905631835	1050.1111842156006	5933618104.060833	87394.22763034613	80187.9136732575	1.185538	20.897913	0.07837995	0.044318	-0.0114744264	-0.0068955476	0.1012208677	0.0724995229	-0.0168333145	-0.0838565393	0.0735860663	0.0011504181	-0.0169243034	-0.012776898	-0.0252998046	-0.0722343999	0.0276893613	0.0149029864	-0.0245524109	-0.0069261942	-0.1020234682	-0.0181113037	-0.103055635	-0.0410583793	-0.0639719811	0.1093478819	0.1017440081	0.0037164321	-0.0347915819	0.0417918018	0.0356532775	-0.0878288096	-0.1417008532	-0.0371541826	-0.0038678335	0.0297106138	-0.1261447663	0.0828074633	0.0070704565	0.0666173752	0.1134790079	-0.0129676426	-0.0909462244	0.0105802538	-0.0423998953	0.1246889287	0.0034772803	-0.0480125994	-0.0312887727	-0.1150757644	-0.0983981595	-0.0650861405	0.0305561026	-0.0058871298	0.0909760908	-0.0512331618	0.0387795608	-0.023916058	0.0176225466	-0.0049657029	0.0995315898	-0.0414737897	0.0640272301	0.0115015242	-0.0387969201	0.0414367702	0.0085697685	-0.1194113718	-0.0473056869	-0.0448807254	-0.050936373	0.0273203498	0.0272713593	0.0711258012	-0.1602842571	-0.0614141843	0.0053283102	-0.0409353595	-0.0987172221	0.065911759	0.0163191399	-0.0469642983	0.0111629058	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0189491	0.0026405	0.00035906839081	6.9722402500000026e-06	0.022153	0.0386686	0.0004907554089999	0.0014952606259599	-0.0391923	0.0063065	0.00153603637929	3.977194225e-05	0.00275613	8.395999999999968e-05	7.596252576899999e-06	7.049281599999946e-09	0.000306042	0.000306042	9.366170576400001e-08	9.366170576400001e-08	0.0	0.000225285	5.0753331225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77724.66997949504	39.72270173704601	6041124323.421417	1577.893033290318	130450.47843127076	-935.4846540178552	875131.537902906	17017327322.94744	77026.85470196005	-3.127149659470888	9.77906499272889	5933136345.276865	87418.82206870499	78972.18418116056	1.183983	20.870497	0.05956668	0.0341497	-0.025357665	0.0705319575	-0.0464191408	0.0910917693	0.0879138101	0.0147623741	0.0534117952	0.0028276011	-0.018356271	0.0024708642	0.1275625562	-0.0588659867	-0.0801533263	0.002566995	-0.0106563193	-0.0554754631	-0.1283669544	-0.0319639323	-0.0550117148	0.0598447261	0.1147414777	-0.0473268993	-0.0455601438	0.1083846936	0.0001737872	-0.0324251878	0.0655397451	0.0405564643	0.1056043271	-0.0109872736	-0.0483855475	0.0066417969	-0.1217696858	0.0342721923	-0.088762686	-9.92174e-05	0.0379561971	-0.0421150761	0.142397227	0.0970117407	0.0319267431	-0.0742424545	-0.0199146359	-0.1052227305	0.1179264626	-0.0959964813	0.0804564183	-0.025375685	-0.050056343	-0.1147715559	-0.042978961	-0.044122206	0.0412315569	-0.0472069482	0.0388223942	0.025927312	-0.0679815821	-0.0087225342	0.0607621554	-0.0642591952	-0.0156102006	-0.0735817173	-0.0725657428	-0.0405325601	-0.0290004697	0.006198612	-0.0921284814	-0.0172244174	-0.1461356876	-0.0425287521	-0.0102102346	-0.0432496324	0.0217571611	-0.0114006626	-0.0163127052	-0.0518156415	0.0987389316	-0.0704835025	-0.0315646103	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0110381	0.007911	0.00012183965161	6.2583921e-05	0.00202402	-0.0201289799999999	4.0966569604e-06	0.0004051758358403	-0.0446149	-0.0054226	0.0019904893020099	2.940459076e-05	0.00227657	-0.0004795599999999	5.1827709649e-06	2.299777936e-07	0.00026352	-4.252200000000002e-05	1.808120484000002e-09	6.94427904e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77778.92976282969	54.25978333465173	6049561915.051194	2944.1240875233493	131041.18696143063	590.7085301598709	348936.5676036351	17171792680.260618	76994.44516178963	-32.40954017042532	1050.3782940584122	5928144585.77183	87112.75590472975	80283.65267674175	1.227996	21.646332	0.0550532799999999	0.0282301	-0.0257026772	-0.0431254643	-0.0986600614	0.0019130118	0.0499644075	0.0906525601	-0.0311057338	0.0212772828	-0.002394237	-0.0296018587	0.0454331715	0.064595251	-0.0254535799	-0.0208354787	-0.0053959047	0.0123849459	-0.0595076282	0.0440090314	0.0027788878	0.0672709464	-0.0536062548	0.0039925419	-0.0820549525	0.1055049232	-0.0292917589	-0.0672066018	-0.0288992503	-0.0645942955	0.0773864371	0.0379731414	0.0792176609	0.0121929767	0.0566643522	0.0062701655	-0.0245863601	0.0325889465	-0.1325821968	0.0439377628	0.0146078694	0.1375126018	0.0181841858	-0.0447634094	0.0681329607	0.0095337896	0.0488435603	-0.0343951813	0.0612624646	0.1000366673	-0.0411282149	0.0251496544	-0.1054125485	0.0170412516	-0.0049124939	-0.0630333756	0.003897538	-0.0247891167	0.089975342	-0.0485997233	0.0252638446	-0.0049012585	0.0068536617	0.0137144198	-0.066214185	0.0483011561	-0.0540352142	0.0352294184	-0.001745927	-0.0292177102	-0.1005524517	-0.0551831548	-0.0717251885	-0.0029562744	0.0629461355	0.0531404611	0.0174982308	-0.0425287753	0.0676446398	0.0584238868	-0.0023754721	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0063261	0.004712	4.001954121e-05	2.2202944e-05	0.0242387	0.0222146799999999	0.0005875145776899	0.0004934920075023	-0.0341343	0.0104806	0.00116515043649	0.0001098429763599	0.00203978	-0.0002367899999999	4.1607024484000005e-06	5.606950409999988e-08	0.00037965	0.0001161299999999	1.3486176899999998e-08	1.4413412249999998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77762.64377828833	-16.285984541362268	6047028767.388965	265.2332924814908	131837.36138652408	796.1744250934426	633893.7151728738	17381089857.36095	77042.82685109001	48.38168930038228	2340.787859558725	5935597169.207036	87169.82850563547	80259.12445792812	1.29572	22.840122	0.0310887499999999	0.019947	-0.0010190192	-0.077247905	0.0640853434	0.0219482496	-0.0693400678	-0.0104980604	-0.027059034	0.075656172	-0.0346233684	-0.0398582254	-0.1200212597	-0.0726906626	-0.0223137922	0.000903581	0.0904744634	-0.084213235	0.0031398924	0.0844985854	0.001549607	-0.0514776834	0.0224569605	0.0271880905	-0.0127079236	-0.0347161852	-0.0467841664	0.0255424131	-0.0768008646	0.127712903	0.1484725232	0.0921791329	0.0820404477	0.1232360298	0.0524532666	0.0423119492	-0.1312677389	0.0053012795	-0.053871364	0.0173651677	0.0431511622	0.0041297851	0.0512049689	0.0995694337	0.0464759201	0.0618162743	-0.0127727868	0.0148947501	0.1472454143	-0.0853741101	0.0301659565	0.0909623897	0.0419366331	-0.0480335919	-0.0107294268	-0.0602293059	-0.0491251315	-0.0615604979	-0.1020074862	0.0853132284	-0.1063100345	0.020121118	0.0783889076	0.0424599125	-0.0183322684	-0.0033636376	0.0751532959	-0.0928514617	-0.1005239977	-0.0443152484	0.0331149108	-0.0938046624	-0.0141257617	0.1162632238	0.0678365604	0.055533382	-0.0002986215	0.0472963683	0.0948169307	0.0036650977	0.0243455436	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0101181	-0.0037919999999999	0.00010237594761	1.4379263999999994e-05	0.0246634	0.0004247	0.0006082832995599	1.8037009000000005e-07	-0.0439114	-0.0097771	0.00192821104996	9.559168441000008e-05	0.00233332	0.0002935399999999	5.4443822224e-06	8.616573159999983e-08	0.000331291	-4.835899999999999e-05	2.3385928809999992e-09	1.09753726681e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77690.81343030925	-71.83034797907749	6035862491.46312	5159.5988907953615	130193.66220021802	-1643.699186306054	2701747.015063184	16950389677.10448	76998.30735955422	-44.51949153578608	1981.985126604928	5928739336.236382	87252.54975014697	79030.20628053568	1.303073	22.969742	0.09018838	0.0595948	-0.0187058503	0.0746121791	0.019618782	0.0981597616	0.0766459367	-0.029480436	0.0557561557	-0.0165550762	-0.0566355673	0.0014680438	0.102155652	-0.0406758215	-0.0534135794	0.0622309754	0.0017817803	0.0457955481	-0.1195290483	-0.0770987314	-0.0204555197	0.0882425954	-0.0571412235	0.0295014011	0.0279482823	-0.1291889758	0.1477243306	0.021681819	-0.0103039979	0.0810071368	-0.0328740824	-0.0099998739	-0.0191768347	-0.0071225108	-0.1075685188	-0.0194941128	0.0335707173	0.0210633731	-0.0412559822	0.0451253927	0.0837876469	-0.0145659432	-0.041574044	-0.0896246817	0.0400856032	0.0023914014	0.0037381202	-0.0111517043	-0.0367537412	0.1808868342	-0.0128674653	-0.0742486694	-0.0041254573	-0.0702178754	0.0354585389	0.0077362141	-0.0240926793	-0.0027757797	-0.0488633367	-0.0952952891	0.0512056033	-0.0887627853	0.0010664938	-0.0677561818	-0.0429698485	0.0235846148	-0.0603617387	-0.0200367291	-0.0908845502	-0.0570522743	0.1055506025	0.028383374	0.0014430308	-0.1263269667	-0.0849041972	0.0785761697	-0.0760952077	-0.0449061382	0.0122767216	-0.1329361109	0.0030044288	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00988907	0.0002290299999999	9.77937054649e-05	5.2454740899999934e-08	0.0132782	-0.0113851999999999	0.00017631059524	0.0001296227790399	-0.0316408	0.0122706	0.0010011402246399	0.00015056762436	0.00133854	-0.0009947799999999	1.7916893316e-06	9.895872483999996e-07	-0.0	-0.000331291	1.09753726681e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77695.07240475784	4.25897444858856	6036524275.980563	18.138863353730237	131055.13910013495	861.4768999169319	742142.4490904874	17175449484.55572	77037.20262398983	38.89526443560317	1512.8415955154965	5934730588.129665	87203.71432647615	79849.5134349789	1.404988	24.766237	0.05797437	0.030424	-0.0042713211	-0.0530159868	-0.114494165	0.0369741703	0.0374495298	0.0944312953	-0.0331655413	-0.0036038103	-0.049067543	-0.0157087359	0.018341806	0.0870523206	-0.0201317029	-0.0136486542	0.0119589251	0.0825840966	0.0033717131	0.0503809518	-0.0888109325	-0.1659923546	-0.0791930227	0.0129309371	-0.048333855	0.0191149947	0.0101702117	0.0487194063	0.0226890127	-0.0046975304	0.0355098686	0.0880982618	0.000642804	0.0874006184	0.0110821233	-0.0005435068	-0.0448960841	0.0999027784	0.0448311929	-0.0004817889	0.0183562515	-0.1200486404	-0.1300178729	-0.0465265574	-0.053953603	0.0182741889	-0.1120225468	0.1037253784	0.0004626394	-0.0429302609	-0.0311512912	0.0313950833	-0.1158598159	0.0396227559	-0.0202275034	-0.0214610849	0.0093545683	-0.068377059	0.1400197948	-0.0597341632	-0.0395548239	0.0931153016	0.0759562261	-0.0068184577	-0.0637002843	-0.0783882917	-0.0214303086	-0.0301666499	0.0622548651	-0.0068878824	-0.0485852461	0.0123531739	0.0275059453	0.0463428241	0.0293452241	0.0412667995	0.0091383944	-0.0105505053	0.0066246353	-0.0013368229	0.0904396092	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00551825	0.00437082	3.04510830625e-05	1.91040674724e-05	0.0234191	0.0101409	0.00054845424481	0.00010283785281	-0.0316561	-1.530000000000281e-05	0.00100210866721	2.3409000000008604e-10	0.00175682	0.00041828	3.0864165124000003e-06	1.7495815840000005e-07	0.00017545	0.00017545	3.0782702500000005e-08	3.0782702500000005e-08	0.000275217	0.000275217	7.5744397089e-08	7.5744397089e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77932.36382780764	237.29142304979905	6073453331.789781	56307.2194529987	131498.3331083887	443.1940082537476	196420.9289520229	17291811610.284756	77219.9133680103	182.71074402047088	33383.21598051404	5962915020.563015	87250.87060805225	80802.29236793707	1.390019	24.502375	0.0786207281	0.0516494	-0.017939983	-0.0537650852	0.0978416293	-1.27684e-05	-0.0506924783	-0.0330915967	0.042207629	0.1497078658	-0.0268264949	0.0521327428	-0.1350421057	-0.0032091122	0.0440236783	0.0176538329	0.1536954568	0.0044110768	-0.0243617778	0.0145041443	0.0385907155	-0.0196970323	-0.2085535197	0.0472328711	0.0321539747	0.0326335352	-0.096859219	0.0618732503	-0.0023500889	-0.0031910754	-0.0016670067	-0.0334798015	-0.0185309485	-0.0459138089	-0.0429330849	0.0638893696	0.002616975	-0.0459617497	-0.0693153323	-0.0108730561	-0.0739826465	-0.1202665661	0.0120118422	-0.0512621648	-0.0135533624	0.1400297878	0.0138357065	-0.0417269526	0.0939673261	0.1083742053	0.0918006708	0.0631298058	0.0478083365	-0.0477663005	-0.086074025	-0.0790932444	-0.0718040834	-0.0320097023	-0.0782410984	-0.0437723597	-0.1755221727	0.0118092449	-0.0112772978	-0.0139854844	0.0574028814	0.0448036356	-0.0568926151	-0.0749014111	-0.0354970324	0.0096523168	0.0026487771	0.0687412399	-0.1312901624	-0.0464993542	0.0645960646	-0.0498736177	0.0644569611	-0.0382251631	-0.0101873721	0.0737677324	0.0402007793	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.004249	0.0012692499999999	1.8054001000000003e-05	1.6109955624999988e-06	-1.47281e-05	-0.0234338281	2.1691692961e-10	0.0005491442994203	-0.0303881	0.0012679999999999	0.00092343662161	1.6078239999999957e-06	0.00092809	-0.00082873	8.613510481e-07	6.867934129000001e-07	0.000326887	0.0001514369999999	2.2933164968999998e-08	1.06855110769e-07	0.000202391	-7.282600000000001e-05	5.303626276000001e-09	4.0962116881e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77977.83459115535	45.47076334770827	6080542687.525583	2067.5903194232897	130194.95945156769	-1303.3736568210152	1698782.8892949854	16950727466.595354	77165.10684245471	-54.80652555558481	3003.755243474971	5954453714.007451	87449.82781957304	79893.26415279097	1.354855	23.882521	0.0948171381	0.0462693	-0.0328468989	0.1012213926	0.0003141868	0.0378898645	0.1143119462	-0.0133593345	0.0750491268	0.0120285725	0.0130027267	0.0652730525	0.070151129	-0.017494203	-0.0538725665	0.0551426499	-0.0168165073	0.0869786808	-0.1079165686	0.0369820283	-0.0508360487	0.0446077027	0.0418733848	-0.0851816895	0.1714258797	0.0688296275	0.0233724322	-0.0530331885	-0.1760264579	0.0306729755	-0.0229526874	0.0079891185	-0.0866713262	0.0730671224	-0.0189881525	-0.0368179099	-0.0474149057	0.1006277679	0.0841002559	-0.1172695811	0.0418516913	0.1315719237	0.051770387	0.0384913506	-0.0727829319	0.0445155278	-0.0238532791	0.0658243652	-0.0052209082	0.0462909036	-0.0048655427	-0.1165807993	-0.045921011	-0.0492096199	-0.0350494465	-0.0472649976	-0.0327934037	0.1158922961	-0.0593985141	-0.0505678618	0.0617923911	-0.0372548063	-0.0856729123	-0.0349921751	0.0685822215	-0.1312172414	-0.0457176411	-0.0203616066	-0.0585378984	0.003091375	-0.0703160745	-0.0093578606	0.0110209874	-0.0417265039	-0.0287399489	0.1585067943	0.049353569	0.0482583278	-0.0512605073	0.0334869367	-0.0790398628	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00497981	0.00922881	2.4798507636100004e-05	8.51709340161e-05	0.0251691	0.0251838281	0.00063348359481	0.0006342251977703	-0.0468622	-0.0164741	0.00219606578884	0.0002713959708099	0.00142504	0.00049695	2.0307390016e-06	2.469593025e-07	0.00058195	0.000255063	6.505713396900003e-08	3.386658025e-07	0.000328986	0.000126595	1.6026294025000004e-08	1.0823178819600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
