global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06
78813.18355390574	n/a	6211517901.901637	n/a	133050.24280362777	n/a	n/a	17702367110.104305	77029.74304759175	n/a	n/a	5933581313.978009	87432.87757294209	91448.0053985686	n/a	n/a	n/a	n/a	-0.1363618818	-0.0367996171	-0.0071030089	-0.0547145632	-0.0697740484	-0.191178493	0.1539776932	-0.1409144922	-0.089045434	0.0065057796	-0.0204858368	0.1892476586	-0.0384165863	0.0487256833	-0.054895042	0.0554283513	-0.0257927093	0.0766927178	-0.09269453	0.0746105814	-0.1638251411	0.1549069265	-0.1251766167	0.0081767639	0.0886687141	-0.1242333409	0.0082778688	0.0086684367	0.0444899468	-0.032562783	0.0328329956	0.0671913725	-0.153808895	-0.0914254263	-0.0831835559	0.099350813	0.2045843764	-0.0228470091	0.1598645799	-0.1137774386	0.0679360039	-0.0105046023	0.0252393706	-0.1468585478	0.0396306465	-0.053814774	0.1003551841	-0.0320058364	0.0270120788	-0.0879670084	0.0741489862	-0.1269905713	0.0831740357	-0.0437275984	0.0287126637	0.0326561114	0.0059344374	0.1490484942	-0.0164368	n/a	0.00027016839424	n/a	-6.64942e-05	n/a	4.42147863364e-09	n/a	-0.0570928	n/a	0.0032595878118399	n/a	0.000568695	n/a	3.2341400302500004e-07	n/a	0.000306212	n/a	n/a	9.376578894400001e-08	-0.000823746	n/a	n/a	6.785574725159999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78886.3281924116	73.14463850586617	6223052775.680874	5350.13814215384	133481.83472295816	431.5919193303853	186271.58483128576	17817400201.00712	77139.24828379841	109.50523620666354	11991.396756677175	5950463625.789496	87538.11183575801	91820.15565013226	1.279659	19.963453	0.0673113558	0.0460867	-0.049749263	0.1530085981	-0.0862418566	-0.0640554262	0.1592550605	-0.0681346756	-0.032419121	-0.0665288515	0.0383666197	-0.0215539588	0.0939016554	-0.0139891084	-0.0270887226	0.0743909545	0.0039740022	-0.0495346281	-0.0043122289	0.0583775573	-0.0019487283	0.1073876355	0.1213526467	-0.0758868925	-0.1397702293	0.1077189899	-0.1159019192	0.2707287242	-0.1880939114	-0.1081317196	-0.1220067615	-0.1506899858	-0.1414125676	-0.0315503564	0.091524643	-0.0910095287	-0.0930878502	-0.0901574845	0.0317027248	-0.0067299796	0.021429087	0.1374674676	0.0523385004	-0.0764250687	0.0927763185	-0.0147880751	0.0452279171	-0.2118689197	0.0675771324	0.0658002522	-0.1666974864	-0.0924096285	-0.019641408	0.162979714	-0.0481537168	-0.0655707606	-0.0596971555	0.0437581735	-0.0166892328	0.1488669016	-0.0158925	0.0005443	0.00025257155625	2.962624900000011e-07	-0.0446881	-0.0446216058	0.00199702628161	0.0019910877041705	-0.0460901	0.0110026999999999	0.00212429731801	0.0001210594072899	0.000667774	9.907899999999996e-05	4.45922115076e-07	9.816648240999993e-09	0.000232556	-7.365599999999999e-05	5.425206335999998e-09	5.4082293136e-08	-0.000873866	-5.012000000000007e-05	2.512014400000007e-09	7.636417859560001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78818.44654443419	-67.88164797741047	6212347515.67783	4607.918132129074	132589.6165836948	-892.2181392633647	796053.2080305809	17580006425.81119	77225.01582210435	85.76753830593952	7356.070627060803	5963703068.724268	87574.31484576932	90342.07500672412	1.280012	19.968967	0.0458624	0.0296209	0.0851202718	0.1154507265	0.0715648873	0.1105953084	0.1067623174	-0.001799245	0.078667752	0.0336546685	0.1127495387	-0.0193951576	-0.0830839909	0.0477889985	0.0106301912	-0.0867072118	-0.0918844748	-0.1109335808	-0.0588042994	0.1524188629	-0.1088458453	0.1418279547	-0.0504959719	0.0638798007	0.0210366658	0.2068262832	0.0265074336	-0.0316446511	-0.0101690201	0.0688382413	0.0078348497	-0.1776154633	-0.1144762542	-0.1065286829	0.1656980836	0.0727209712	0.0091711287	-0.1318140141	0.0090686457	0.0117003827	0.122713908	-0.0837985978	-0.1384780384	0.066747214	0.1125989265	0.0052477271	0.1045048312	-0.0249391646	0.0668129484	0.103966569	-0.139969959	-0.0192770563	0.0088551664	0.0010357977	-0.0376064648	0.0897461704	0.0476552414	0.1272283488	0.0664971011	0.1485039376	-0.0160267	-0.0001342	0.00025685511289	1.8009640000000263e-08	-0.0167171	0.027971	0.0002794614324099	0.000782376841	-0.0459742	0.0001159	0.00211362706564	1.3432810000000489e-08	0.000553385	-0.000114389	3.06234958225e-07	1.3084843321e-08	0.000352392	0.0001198359999999	1.4360666895999996e-08	1.24180121664e-07	-0.000992467	-0.0001186009999999	1.4066197200999969e-08	9.84990746089e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78942.05271120154	123.60616676734936	6231847686.258122	15278.48446291778	132672.50787411278	82.89129041798878	6870.966027159359	17601994345.606518	77173.5219044661	-51.49391763824679	2651.6235537345437	5955752483.13911	87774.38609725014	91296.38583377036	1.135779	17.718845	0.05190485	0.0263824	0.1312071872	0.0021600365	0.0134188108	0.1401042804	-0.0070044661	0.1231930056	0.0070930711	0.0882710765	-0.0794639954	0.0160990372	-0.1603180477	0.2427071913	0.0366748356	0.1529295451	-0.0414412967	-0.2065981647	0.0826330318	-0.0218457891	-0.1800993676	0.1443348434	0.048843098	-0.0365462321	-0.0238838962	0.0572434954	-0.1845535705	-0.0629371818	-0.0855731558	0.2600173754	-0.0351739813	0.0749956893	0.1761005322	-0.0093962283	0.0016737373	0.1207890897	0.1284874218	-0.0288760648	-0.0979656155	-0.0411228508	0.0689379349	-0.1324666921	0.0816226018	0.1462242596	0.174598986	-0.0184457082	0.083345586	-0.1928124496	0.1752434474	-0.0597824447	0.0361855318	-0.0970003727	0.2447010894	0.0464694268	-0.1235669289	-0.1071284472	0.0057068779	-0.1385046839	-0.0268787973	0.1479600444	-0.0163395	-0.0003127999999999	0.0002669792602499	9.784383999999907e-08	-0.0317177	-0.0150006	0.00100601249329	0.00022501800036	-0.064011	-0.0180368	0.0040974081209999	0.0003253261542399	0.000426148	-0.000127237	1.81602117904e-07	1.6189254168999996e-08	0.000581065	0.0002286729999999	5.229134092899999e-08	3.37636534225e-07	-0.00100765	-1.5182999999999992e-05	2.3052348899999978e-10	1.0153585225e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78869.73681877652	-72.3158924250165	6220435385.863073	5229.588297226559	133108.30799302543	435.80011891265167	189921.74364428132	17717821656.766117	77194.9946542909	21.47274982479576	461.0789850382661	5959067199.676001	87674.71656241025	91307.6780802208	1.211368	18.898079	0.0598591499999999	0.034528	0.0585872165	-0.1481833751	0.0282198886	0.0505049914	-0.1134042702	0.1231022351	-0.0067301649	0.067740495	-0.1388569508	-0.0679888562	0.0301504481	0.0370137679	-0.1727020843	-0.0388638081	-0.135816322	-0.1374939835	0.1098622283	-0.2678915077	0.0746116656	0.180882936	-0.0496138577	-0.0232904474	0.0495596806	-0.1116913574	0.1428908404	0.1229680324	0.1809280653	0.0058012125	0.0704691633	0.0726078901	0.0984856567	-0.046121219	0.0517944974	-0.0174390179	0.091160577	0.1096403477	-0.0713729769	-0.0576813806	0.0029754692	0.1216687294	0.0007501507	-0.0526691147	0.1917720012	0.2463183517	0.028993933	-0.1183481552	0.0155114075	-0.0724105195	0.0206545261	-0.0900177259	0.1975600113	-0.0965874293	-0.0447362028	0.0189251899	0.0565553224	0.0691832456	-0.0298998112	0.1472358847	-0.0174436	-0.0011041	0.00030427918096	1.2190368100000004e-06	-0.0349984	-0.0032806999999999	0.0012248880025599	1.0762992489999985e-05	-0.036219	0.0277919999999999	0.001311815961	0.0007723952639999	0.000229351	-0.000196797	5.2601881201e-08	3.8729059209e-08	0.000323957	-0.000257108	6.610452366399999e-08	1.04948137849e-07	-0.000907908	9.974199999999989e-05	9.948466563999975e-09	8.242969364640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78779.7195649081	-90.01725386842736	6206244214.725564	8103.105994012901	133117.98667007592	9.678677050484112	93.67678944756784	17720398375.09451	77112.19392181926	-82.80073247164546	6855.961297841003	5946290451.436258	87569.81018003303	91025.13980461036	1.315941	20.529478	0.0616696999999999	0.0407343	-0.0948773877	-0.0965718781	0.160217049	-0.0593072716	-0.1200261	0.1332428063	0.1271498959	-0.0764932362	-0.1820494285	0.0875390456	0.0133432521	0.0308333035	0.076834824	-0.0874026961	-0.2601685114	0.1849643863	-0.001406332	-0.0024118128	0.0462196974	0.1173179274	0.1809726458	-0.0475736637	0.0770289403	-0.0427717181	-0.0188983175	0.2852913714	0.0988328114	-0.1320752664	-0.0720976367	0.0125382742	0.0989627427	-0.0473314158	-0.0701481513	0.0227985864	-0.0266162076	0.1821442669	-0.0759088232	-0.115413331	0.1066627541	-0.0239369626	-0.0310177847	0.0617050944	0.0794147219	0.1318630339	-0.0660678199	0.1574809137	0.2052712275	0.0843807365	-0.0827767727	0.2657483871	0.0325849215	0.1315084489	0.0407614016	-0.3615122848	-0.028781497	0.1137617853	-0.0093924658	0.1463323407	-0.0174394	4.199999999999343e-06	0.00030413267236	1.7639999999994478e-11	-0.0273555	0.0076428999999999	0.00074832338025	5.841392040999997e-05	-0.0654023	-0.0291832999999999	0.00427746084529	0.0008516649988899	0.000659771	0.0004304199999999	4.35297772441e-07	1.8526137639999997e-07	0.00037799	5.403299999999999e-05	2.919565088999999e-09	1.428764401e-07	-0.000920241	-1.2333000000000004e-05	1.521028890000001e-10	8.468434980810001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78712.99433980389	-66.72522510420822	6195735477.937999	4452.255665207259	133962.11519124606	844.128521170147	712552.9602528993	17945848306.51268	77102.977199605	-9.21672221425979	84.94796837482987	5944869093.042808	87566.30932182474	91331.56750355726	1.272938	19.858606	0.0829639499999999	0.0398978	-0.1752863832	0.036619118	0.1308756574	-0.1612797671	0.010106851	0.116336212	0.0819138075	-0.1141226569	-0.0377035102	0.174932802	0.0100042826	0.106052241	0.0465135825	0.1068602999	0.1080917944	-0.095098338	-0.0593427148	-0.1202149622	0.0780299194	-0.0672339059	-0.020149611	0.0075422961	0.2077989338	-0.0415466554	0.0192331877	0.122416812	-0.0333730912	-0.0699172822	0.0007720145	0.1681329353	-0.3209826217	0.031841473	0.1193986563	0.0635656238	-0.1634786315	0.0642057204	-0.1658158399	-0.0284595197	0.0199779299	-0.0188855058	0.1976704571	0.096304428	0.0142389443	-0.0976035476	-0.0308648397	0.0099407031	-0.1193166839	-0.0825890471	-0.045313327	-0.0036815614	0.1262426475	0.0066428458	-0.1814160361	0.1444197167	-0.0379275024	0.1399140881	0.0221485069	0.1452505133	-0.0118242	0.0056152	0.00013981170564	3.1530471040000006e-05	-0.0448163	-0.0174608	0.00200850074569	0.00030487953664	-0.0555809	0.0098213999999999	0.00308923644481	9.645989795999987e-05	0.000162879	-0.000496892	2.6529568641e-08	2.46901659664e-07	0.000169917	-0.0002080729999999	4.329437332899999e-08	2.8871786889000002e-08	-0.000623875	0.000296366	8.783280595600004e-08	3.89220015625e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78738.73656203688	25.74222223299148	6199788635.385843	662.6620054927208	133456.93142960125	-505.1837616448174	255210.6330296077	17810752546.60529	77146.03604023319	43.0588406281895	1854.0637562438228	5951510876.720958	87644.13681691108	91083.4362800199	1.382867	21.573555	0.03870415	0.0196164	-0.0198222567	0.1746573103	0.1412441957	-0.0176907869	0.1631554949	0.0959949838	0.0748498783	-0.0650685366	0.1136565733	-0.0640827637	0.1097403089	0.2039649681	-0.1541206165	0.043620126	0.15564466	0.0595928295	-0.0617471693	-0.1529523294	-0.0224742466	-0.024505484	-0.0446962213	-0.0496589988	-0.0816736027	-0.072885145	-0.0130623645	0.0956490659	-0.0594936295	0.0534806453	-0.0485804334	0.1095860533	0.063403544	-0.018891436	-0.2281896972	-0.0261032928	-0.0870884094	-0.1114583996	-0.0895603336	-0.1317029037	0.1951786446	0.0450870222	0.1083723741	0.0487340253	0.0528179472	0.0127308672	0.04772649	-0.0669354236	-0.2309163621	-0.0548757442	0.0795874393	0.0418029648	0.06675308	-0.0681031683	0.1229769988	-0.1989212613	0.0586907576	0.1163286185	-0.1208174622	0.1439917206	-0.0120984	-0.0002742	0.00014637128256	7.518564000000026e-08	-0.0353692	0.0094471	0.00125098030864	8.924769841e-05	-0.0495412	0.0060397	0.00245433049744	3.647797609000002e-05	0.000426148	0.000263269	1.81602117904e-07	6.931056636100002e-08	0.000363607	0.00019369	3.75158161e-08	1.32210050449e-07	-0.000625779	-1.904000000000055e-06	3.625216000000209e-12	3.9159935684100004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78714.5082132624	-24.22834877448622	6195973803.255753	587.012884338148	132588.5235329998	-868.4078966014495	754132.2748797537	17579716572.66084	77167.72067425618	21.68463402299676	470.2233527113087	5954857114.060025	87684.36603480848	90076.64215973591	1.246062	19.439329	0.08043421	0.0384371	0.1156530142	0.0653554268	0.2280995322	0.1355975769	0.0570672115	0.1119482116	0.0952329801	0.0238673385	0.0189646023	-0.1306394426	0.0829608282	0.0592842545	-0.0494413701	0.017941321	0.1763509557	-0.179725738	-0.0318750057	0.1955252521	0.136367921	-0.0322991164	0.0245575087	-0.0318484141	0.249158256	-0.0373235763	-0.0094634963	0.0407518118	-0.2951774461	-0.1168990774	-0.0250899521	-0.1083924687	-0.021030824	-0.0554572744	0.0662525832	-0.1488232574	0.077891766	-0.1105356454	-0.0543592603	-0.1445698403	0.1188191821	-0.0725764047	0.0731976727	0.2342479506	0.0012938314	-0.0520426095	-0.0027800352	-0.0147714554	-0.242015076	0.0521880587	-0.0540125281	-0.0559437239	-0.1024160966	0.1120262983	-0.1766904108	-0.0914348892	-0.0257230381	-0.0842186858	0.0663930371	0.1425574961	-0.021413	-0.0093146	0.000458516569	8.676177316000002e-05	-0.0545593	-0.0191900999999999	0.00297671721649	0.0003682599380099	-0.0436945	0.0058467	0.0019092093302499	3.418390089000004e-05	-3.34042e-05	-0.0004595522	1.11584057764e-09	2.1118822452484005e-07	0.000434329	7.0722e-05	5.001601284000001e-09	1.8864168024100002e-07	-0.000234397	0.000391382	1.53179869924e-07	5.494195360900001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78812.6431584031	98.13494514070044	6211432721.613782	9630.467457768284	132575.94321766563	-12.580315334169429	158.26433390713842	17576380720.0537	77240.75848146025	73.03780720406212	5334.521281177748	5966134770.791273	87765.18436782021	90286.2510276561	1.136997	17.737843	0.0574765699999999	0.0276413	0.0769718986	-0.0657585806	0.1950051628	0.1251189773	-0.0905646183	0.016646466	0.1103262102	0.0835518562	-0.0974839752	-0.0497577704	-0.0295446727	0.0504415304	-0.094158286	0.0392256313	-0.1040706915	0.1116539472	0.0902842199	-0.0140981228	0.109067132	0.0088600995	0.0081855241	0.181629086	0.1233334369	0.0126918761	0.2248384879	-0.048472452	0.0969829972	-0.0416271057	0.0079183289	-0.2497490083	0.0064486874	0.0957740059	-0.0651873636	0.1522607471	0.1293190902	0.0618808752	0.007046799	-0.0501627245	0.120702683	-0.0702814878	0.2066532318	-0.0489773723	-0.0299586091	0.0954409538	-0.0493415763	0.055409423	0.1532074154	-0.1060979983	-0.0633257517	-0.113568091	-0.1405011664	-0.023489783	0.1124881797	0.2390510414	-0.0550752496	0.1128139289	0.1913305645	0.1409495873	-0.00811203	0.01330097	6.580503072089998e-05	0.0001769158029409	-0.0350306	0.0195286999999999	0.00122714293636	0.0003813701236899	-0.0443774	-0.0006829	0.00196935363076	4.6635241000000026e-07	-1.31342e-05	2.027e-05	1.7250720964e-10	4.108729e-10	0.000651322	0.0002169929999999	4.708596204899999e-08	4.24220347684e-07	-0.000476414	-0.0002420169999999	5.8572228288999995e-08	2.2697029939600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
