global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
78946.51314685513	n/a	6232551938.046569	n/a	129530.400390625	n/a	n/a	16778124625.355623	77078.82309792259	n/a	n/a	5941144970.160845	87586.5493693936	84122.84735125898	n/a	n/a	n/a	n/a	-0.0355075692	-0.0691447398	0.2189989512	-0.09371707	-0.0118503433	0.0555594464	-0.1296129499	0.0183838276	-0.366397734	0.3032891727	-0.1161482222	-0.1163314206	0.0160239613	-0.1151544093	-0.2807007368	0.100358554	-0.0018346775	0.0271479729	-0.0305133112	0.0862314491	0.090502229	-0.020273165	0.1667376233	-0.0749591293	0.019023936	-0.0867314965	0.0108444481	-0.0921871026	0.00833577	-0.099163979	0.0483947208	-0.056515902	0.0583046271	-0.0370604549	0.0458194255	-0.0578280769	0.0177330158	-0.1215271643	-0.0328004585	0.0796668371	0.1296017734	-0.0952126953	0.122134457	0.009777023	-0.0861912331	0.0508548527	0.0610421077	-0.0268084836	0.0706276117	-0.037265457	0.4093568266	-0.0301660372	0.1521434476	-0.0142834485	0.0634020379	-0.0039200161	0.0102231031	-0.142461405	0.0651581443	-0.0436514768	0.017799626	-0.032218138	0.0914218341	-0.0995896561	0.0995280411	-0.0791347365	0.032797678	-0.0935103385	0.0614594072	-0.1520903743	0.0500682941	-0.1693387657	0.038736265	-0.1008401817	0.0075893114	0.0417347312	-0.0465874959	0.0382110215	0.0301351644	-0.2066279016	-0.0662463541	0.1203780544	0.1203546593	0.1203156708	0.0463273	n/a	0.00214621872529	n/a	0.128992	n/a	0.016638936064	n/a	-0.240619	n/a	0.057897503161	n/a	0.00018864	n/a	3.5585049600000007e-08	n/a	0.000175727	n/a	n/a	3.0879978529000003e-08	-0.00112666	n/a	n/a	1.2693627556e-06
79130.27050415709	183.75735730196172	6261599710.061073	33766.76636260084	130319.5192025378	789.1188119128055	622708.4993146778	16983177085.18062	77137.42834371772	58.60524579513003	3434.574834707606	5950182851.482186	87688.07105090431	84728.63979736081	1.188959	18.131393	0.0812895	0.0424586	0.1057059654	-0.0480019835	0.1545742869	-0.1191688829	0.1280364982	0.0268871801	-0.0124998363	-0.0627446287	-0.2858304861	0.1684721085	-0.1447928149	-0.1687804925	0.0045068285	0.100239594	-0.2723230293	-0.1284357024	0.0427104544	0.0075284816	0.0203725692	-0.0936210424	-0.0003930755	-0.0392254594	0.0674228588	-0.0463875313	0.0357543657	-0.0126207285	0.1951274986	0.0193962325	0.1024404509	0.0545503712	-0.0789677335	0.1362373413	0.1713789293	0.154439537	0.0027650455	0.0720831046	0.0486387129	0.025482391	0.03528278	0.0834350545	-0.0387293833	0.1214504628	-0.0080976864	0.0569556147	0.0253550634	0.1563078197	-0.0419429561	-0.1211951531	0.0174992885	0.0580493175	0.2988757426	-0.0762706118	0.0633936003	-0.1058766717	0.0463426996	-0.1438416593	-0.1494402009	0.0135842333	-0.0410955147	-0.1141704267	0.0914035568	-0.0960046144	0.0751327299	0.0049114264	-0.0247473188	-0.1119331126	0.0174363594	-0.0277134176	-0.0675859036	0.0535989879	-0.077557987	0.0298314247	-0.0604626951	0.0646809393	0.0587005361	-0.0868171131	-0.1568332816	-0.1856506249	-0.0799167546	0.0760399163	-0.165685976	0.1203156708	0.1201052059	0.1197547036	0.0515015	0.0051741999999999	0.00265240450225	2.677234563999997e-05	0.127374	-0.001618	0.0162241358759999	2.617924000000027e-06	-0.224318	0.016301	0.0503185651239999	0.000265722601	-0.000192334	-0.000380974	3.6992367556e-08	1.45141188676e-07	0.000389438	0.0002137109999999	4.5672391520999996e-08	1.5166195584399998e-07	-0.000557419	0.000569241	3.2403531608100005e-07	3.10715941561e-07
79252.12510935665	121.8546051995654	6280899334.349119	14848.544808341954	130272.97942835987	-46.53977417793067	2165.950580532782	16971049169.141874	77205.93856382764	68.51022010992165	4693.650259509913	5960756949.521528	87650.88329195003	84529.18591936806	1.173634	17.897684	0.0488171099999999	0.0232786	0.0799322225	0.0870821397	0.053535508	-0.0875407078	0.0486893005	-0.1287670159	-0.0242892424	0.0691620286	-0.266390778	0.0477338115	-0.0273467921	0.0275011856	0.1618492315	0.0647479542	-0.1337650345	-0.0919280319	0.0698864015	0.0563320024	0.1008947891	-0.2403661845	0.1173996081	-0.0018812833	-0.1371852341	-0.0208290432	0.0630212423	0.0256363622	0.1579017384	-0.052541721	-0.0215792622	-0.0244707602	0.1651881065	-0.0848337122	-0.0297879937	-0.1198450679	0.0264261977	-0.0896891035	0.0275265503	0.0387157214	-0.0140480236	0.0696802906	-0.0537349711	-0.0230603444	-0.1049748182	0.116792386	-0.1206084512	0.0909658031	0.0215172049	-0.0042500934	-0.1257842509	0.0274940551	0.2130183707	-0.150300395	0.0511408406	0.0208386181	0.1132090907	-0.1387268559	-0.1001749319	-0.01449221	-0.0480247151	0.0832655193	0.1324406856	0.1067036411	0.0239106444	-0.0415941823	-0.2131281343	0.0613916356	-0.0774504174	0.0240822877	-0.00615312	0.1331252217	-0.0078681061	-0.0699763105	-0.0692927951	0.0127548109	0.1645808472	0.0498629135	0.119519353	-0.0817863537	-0.0100167037	0.0794737174	0.1577630123	0.120190936	0.1196068161	0.1186353847	0.0548289	0.0033274	0.00300620827521	1.1071590760000009e-05	0.115978	-0.0113959999999999	0.013450896484	0.0001298688159999	-0.239829	-0.0155109999999999	0.0575179492409999	0.0002405911209999	-3.30188e-05	0.0001593152	1.0902411534400003e-09	2.538133295104e-08	0.000329463	-5.997499999999998e-05	3.597000624999997e-09	1.08545868369e-07	-0.000709783	-0.000152364	2.3214788496e-08	5.03791907089e-07
79434.12808654389	182.002977187236	6309780704.869461	33125.08370501753	130546.40388598474	273.4244576248602	74760.93402744898	17042363567.56265	77201.93070038094	-4.007863446706324	16.062969407444694	5960138103.866421	87765.22068489279	85365.50808373999	1.305827	19.91361	0.0478371899999999	0.0202556	-0.0873638941	0.0424153265	0.0112936002	-0.0229732822	-0.0221788459	-0.0396051282	-0.1588411295	0.1286760784	-0.0981876011	-0.0340448323	-0.1789484936	0.0504977004	0.0919512569	-0.0794834305	-0.1266657804	0.0247988648	-0.0100668054	-0.1040066319	0.0265181431	0.0361557528	0.013370657	0.1126074719	0.123055765	-0.03618904	-0.0197262717	-0.0476698086	0.0188719461	-0.0380071393	0.074188666	0.1687474019	-0.0190322259	-0.0257614046	-0.0614049629	0.0639198946	-0.0065980734	0.2652454953	0.0744079813	0.0013395185	-0.0851287917	-0.1353405553	0.1450958729	-0.0566514314	0.0450332722	0.1420928671	0.0609792047	-0.0710379086	0.0474009048	0.0544571579	-0.0076022662	-0.0977931651	0.1041126293	-0.1190552537	0.2283855753	0.0094379616	0.0320436593	0.0034418699	0.046881099	0.0449512778	-0.1887666627	0.0087073745	0.112818701	-0.0426479853	0.0626705471	0.0004999628	-0.0086994129	0.0566539382	-0.1106430843	0.0275367782	-0.2418827408	-0.0613036693	-0.0025811731	-0.0867204686	0.0191250037	0.1387348748	-0.0378195769	0.0532606309	-0.0517363116	-0.0006973466	0.1186632889	0.0217662295	0.0197664093	0.1200039147	0.1188605229	0.1169629329	0.0466941	-0.0081347999999999	0.00218033897481	6.617497103999996e-05	0.125654	0.0096759999999999	0.0157889277159999	9.36249759999998e-05	-0.228397	0.0114319999999999	0.052165189609	0.0001306906239999	0.000148597	0.0001816158	2.2081068409e-08	3.298429880964e-08	0.000350854	2.1391e-05	4.5757488099999997e-10	1.23098529316e-07	-0.000540902	0.0001688809999999	2.8520792160999987e-08	2.92574973604e-07
79518.03151610671	83.90342956282257	6323117336.19654	7039.785492403528	131061.98706533396	515.5831793492252	265826.01482785534	17177244453.513767	77211.7795359714	9.848835590455565	96.9995624878242	5961658899.111451	87730.0413044915	85778.63055943433	1.276925	19.472847	0.0374253	0.0200068	0.0303780971	-0.1155226187	0.0255568016	-0.0376684692	0.0414104397	0.1207815653	0.0887523039	0.104793349	-0.1355977123	0.1886628073	0.0343034027	-0.1064074125	-0.0644225228	0.0379372947	-0.0587316286	0.0029327641	-0.1151466797	-0.0497078244	-0.0374708677	-0.104776648	0.0449517977	-0.018406295	0.061117643	-0.0438739786	0.0657129169	-0.004659777	-0.0780630418	0.0764183343	0.0378430594	0.0362048764	0.0033417178	-0.0992293349	-0.0606187949	-0.1096788005	0.1169148895	0.0140660291	-0.0987517328	-0.0598540522	-0.1683452897	-0.0225894497	-0.0822702152	0.1361801807	0.0531619576	0.0434939302	-0.0829688639	-0.0036737838	0.0155920134	-0.0741891101	0.0848070789	0.0545659778	0.1594870946	-0.053726665	0.1156057688	-0.0609195474	0.0020397497	0.1014466897	-0.0937897243	-0.0398947086	0.057267274	0.0262047993	0.1466660054	0.0606692378	-0.037019745	0.0331536951	0.0181668857	-0.0214791205	0.0594574892	-0.0990828905	0.102133082	-0.0331673259	-0.0153853414	-0.0315644872	0.0090568516	-0.0546461933	-0.0300371711	0.031386649	0.0988769287	0.0857222109	-0.0517937877	0.0677366061	-0.0280089089	0.1197547036	0.1178678731	0.1147451459	0.0417913	-0.0049027999999999	0.00174651275569	2.403744783999999e-05	0.115806	-0.0098479999999999	0.013411029636	9.698310399999964e-05	-0.231606	-0.003209	0.053641339236	1.0297681000000111e-05	0.000460664	0.000312067	2.1221132089600002e-07	9.738581248900001e-08	0.000339943	-1.0911000000000004e-05	1.190499210000001e-10	1.15561243249e-07	-0.000607234	-6.6332e-05	4.3999342240000005e-09	3.68733130756e-07
79512.74329108208	-5.288225024632993	6322276345.673518	27.96532391115462	131212.18841592627	150.2013505923096	22560.445719753905	17216638388.896538	77101.88470307658	-109.89483289481724	12076.874296979802	5944700624.766514	87673.09296772444	85923.79495784325	1.209663	18.447121	0.0564290999999999	0.0249488	0.1209895032	-0.0139810526	-0.0372690062	0.000399144	0.0612897043	-0.044996697	0.0415806771	0.0764247965	-0.0578823718	0.0901175719	-0.0706454732	-0.1349462806	0.0553475696	-0.0351982238	-0.0805524747	0.0362814049	0.0042811159	-0.0110184527	-0.2007902164	-0.0545891855	0.0641251749	0.0334714966	-0.0412641829	0.0868645017	-0.0050443794	0.1059074617	-0.0317434614	-0.085258835	0.0520700714	-0.0580751216	-0.050670395	-0.0342545199	-0.0883878066	-0.0703112409	-0.0098682283	-0.1158642716	0.0183265367	0.032096779	0.0879748202	-0.0786694638	0.0794045616	0.0600051971	-0.2041561905	0.137895418	-0.0662079587	0.1166532698	-0.0127117291	-0.0908682534	-0.0475314078	0.0440005334	0.1562465367	-0.0195333825	0.1144156491	0.0194327025	-0.0228118578	-0.0749984594	0.0932395029	0.1235387342	0.0908091058	-0.0075545345	-0.0596164744	0.0413064353	4.22626e-05	-0.0052974861	0.0321352522	0.1270027786	0.0932913851	0.0307636648	-0.0912080376	-0.0187004657	0.1009963828	0.2019712554	-0.0002999429	0.0810563602	-0.0890724661	0.0017167519	0.1466149531	0.1553907027	0.0212929546	-0.0360031815	0.1670094145	0.1194434321	0.1166309242	0.111992364	0.0348778	-0.0069135	0.00121646093284	4.779648225000004e-05	0.124789	0.0089829999999999	0.0155722945209999	8.069428899999983e-05	-0.241415	-0.0098089999999999	0.0582812022249999	9.621648099999968e-05	0.000204415	-0.000256249	4.1785492225e-08	6.566355000100002e-08	0.000396585	5.664200000000003e-05	3.2083161640000037e-09	1.5727966222500004e-07	-0.000908815	-0.000301581	9.095109956100001e-08	8.25944704225e-07
79482.00049738157	-30.742793700512262	6317388403.065763	945.1193645122568	130702.53624131944	-509.652174606832	259745.33908147275	17083152979.913422	77146.40207640592	44.51737332934863	1981.7965281446009	5951567353.334488	87683.46527847415	85374.0245286189	1.176722	17.944771	0.0760282499999999	0.0359765	0.0537338733	0.0852598842	-0.06109767	0.0842730175	-0.0018126626	-0.1247054337	0.0801615485	0.0411251313	-0.1525440258	-0.1272114275	-0.0490284735	-0.0559940885	0.1769537671	-0.0140607702	0.0910140815	0.1029053049	-0.033721001	0.0566197957	-0.0310276207	-0.0392780826	0.1200567192	-0.1081915349	-0.0692668173	-0.0381024615	0.0505461231	-0.0120080291	-0.0516302977	0.0039510094	0.08275295	0.0443109947	-0.0623702814	-0.1056742814	0.0829248243	-0.0182594154	0.0560699218	0.0561588323	0.1001851947	-0.0212695102	0.0790200319	-0.0977789819	-0.0170917122	-0.0957106988	-0.0143344129	0.0306914053	0.0391874515	-0.0284144336	0.1368984897	-0.0008802592	-0.1379389626	0.003813076	0.0472493506	-0.0384197223	0.0953813381	0.0484977036	0.0899061657	0.181636754	-0.0400903668	0.002607185	0.0669859317	0.0175474217	-0.0440697661	0.1887567692	-0.0324332257	0.0217099777	0.0850175288	0.1685849372	0.0566590279	0.0427017274	-0.0725995373	-0.0125096391	-0.0847272696	0.0282902467	0.0703951736	0.0465448113	0.0609088114	-0.0612623657	0.0302069536	0.092039853	0.0820547255	0.0572264157	0.0469681908	0.1190702613	0.1151522399	0.1087174221	0.02222	-0.0126578	0.0004937284	0.00016021990084	0.123889	-0.0008999999999999	0.015348484321	8.099999999999965e-07	-0.21198	0.0294349999999999	0.0449355204	0.0008664192249999	0.000541126	0.0003367109999999	2.92817347876e-07	1.1337429752099997e-07	0.000440538	4.395299999999995e-05	1.9318662089999954e-09	1.9407372944400002e-07	-0.00062877	0.000280045	7.842520202500001e-08	3.9535171290000005e-07
79414.2363357829	-67.76416159866494	6306620932.795581	4591.981597169976	131106.68142361112	404.14518229168607	163333.32836958015	17188961913.91226	77139.25800619835	-7.144070207577897	51.0377391308021	5950465125.746836	87770.32931920946	85850.01083703527	1.080331	16.474827	0.03087495	0.0176308	-0.0184717748	0.0905056641	-0.0312285779	0.1018277726	-0.089957904	-0.0961455318	0.0468051016	0.1057329726	0.0013901928	0.0238428446	-0.1232862	-0.0368202779	0.1244882929	-0.0879150417	-0.1740753514	0.1415196858	-0.1765451381	-0.0306559018	0.0679354546	-0.1380353224	0.0518835988	-0.073441217	0.0658674855	0.1644889732	-0.0066484723	0.1023093474	-0.0157403216	-0.0989766465	0.0989170022	-0.072385699	-0.123340578	-0.0361539986	-0.105019238	-0.0216838927	0.0024375641	-0.1213039874	-0.0425131471	0.0804676674	0.1637311844	0.0452523034	-0.0636034678	-0.1431131808	0.034991086	-0.0804127113	0.0029603901	-0.1243024624	-0.2045657004	0.058256866	-0.0892427498	0.01374935	0.1240825759	0.022737729	0.1749562252	0.0104516402	-0.0970905929	0.1512545484	-0.0221617878	0.0949830078	0.0750860519	-0.0076609026	-0.2017498725	-0.0329140459	-0.1298185763	0.04950041	-0.0715811953	0.0527503902	-0.0490863654	0.143943636	0.0259907723	0.0528015096	0.001660946	-0.0207745273	-0.0160196545	-0.071189783	-0.0949647959	-0.0998224823	0.0815489247	0.0683492552	-0.0847533937	0.1432537781	-0.0803553483	0.1186353847	0.1134348849	0.1049355893	0.021472	-0.0007479999999999	0.000461046784	5.59503999999998e-07	0.111294	-0.0125949999999999	0.012386354436	0.0001586340249999	-0.201811	0.010169	0.040727679721	0.000103408561	0.000460664	-8.046199999999995e-05	2.1221132089600002e-07	6.474133443999992e-09	0.000409425	-3.1112999999999985e-05	9.68018768999999e-10	1.67628830625e-07	-0.000664454	-3.568400000000002e-05	1.2733478560000012e-09	4.4149911811600006e-07
79476.8727373612	62.636401578303776	6316573300.110709	3923.318802678536	131519.20126442504	412.5198408139113	170172.6190651347	17297300301.232338	77300.7080542194	161.4500480210554	26066.1180060011	5975399465.6836605	87938.98921963882	85947.55363974009	1.050383	16.018137	0.06324105	0.0395636	-0.0852865956	0.0442826766	0.0258316949	0.1017708216	-0.0889646999	-0.0357418242	-0.0665691984	-0.0040253495	0.0718061222	-0.0449248185	-0.17346529	0.0587927962	0.0190799296	-0.0413135074	-0.0325309139	0.0612711714	-0.1224615049	-0.1204447705	-0.0046948999	0.0145735599	0.0705428658	-0.0311065968	0.1208311203	0.0069385415	-0.0679153324	0.0967869382	-0.110572059	-0.0307810653	-0.0588802046	-0.0574756017	0.1181224058	0.1787908837	-0.0382244029	0.0792291406	0.0207388031	-0.0396885583	-0.1736691433	0.1039696336	0.0072584997	-0.1600587554	0.0777501138	0.0314655538	-0.0103272855	-0.0987064047	0.1505592343	-0.0120879081	-0.0017045549	0.0841035316	-0.0092641963	-0.0609280352	-0.0113929447	0.0228363207	0.1055585444	-0.0794815335	-0.0417355633	0.090008935	0.0663397319	0.1060932	-0.1189786466	-0.0328835319	0.0031761442	-0.0851223923	-0.0098829667	0.1136420175	0.0880651522	0.053517305	0.1134354964	0.1287828377	0.2160457358	0.0526853686	0.0698628058	0.0516789926	0.0531691441	-0.210830441	-0.1186701595	0.0529111511	-0.04467649	0.0673955897	0.0202483573	-0.0384304135	-0.0030345012	0.1181390277	0.1114824189	0.1006644984	0.0223125	0.0008404999999999	0.0004978476562499	7.064402499999958e-07	0.100071	-0.011223	0.0100142050409999	0.000125955729	-0.163415	0.0383959999999999	0.026704462225	0.0014742528159999	0.000581832	0.000121168	3.38528476224e-07	1.4681684224000001e-08	0.000459352	4.992700000000001e-05	2.492705329000001e-09	2.11004259904e-07	-0.00074899	-8.453600000000007e-05	7.146335296000012e-09	5.609860201000001e-07
79610.90919940034	134.03646203913377	6337896863.555165	17965.77315596815	131474.42339569292	-44.77786873211153	2005.0575281902115	17285524007.229927	77377.86535140108	77.15729718167859	5953.2485083818665	5987334046.339556	87954.68645392722	86160.6146266102	1.146698	17.486916	0.20142925	0.101217	-0.0862231415	-0.010926867	0.0111581222	0.1090589733	-0.0636331817	0.0149883799	-0.0411838414	-0.0629409761	0.1044183882	0.0280925531	0.1258466806	0.110434622	-0.0196173136	0.0167171687	0.1213791879	-0.0882910019	0.0081665414	0.0228438101	-0.0223940773	0.0096408417	0.03099224	-0.0014195362	0.1259893126	0.1025809518	0.0410338728	-0.2277715655	0.1885228163	0.0664508183	0.056849587	-0.0274883352	0.0670887755	0.0073469873	0.1492272522	0.0352201941	0.0775022445	0.0464362479	-0.0821780343	-0.0572443682	-0.0187927356	-0.044093154	-0.0702064251	0.014454445	-0.141629905	-0.0136955242	0.0388457762	-0.0724881136	0.1094058709	0.0844837415	0.0275943978	-0.0238835243	-0.1181858129	0.0066827936	-0.0474086166	-0.0223045395	0.0570025297	-0.0757292723	0.0088645411	0.049264547	0.1231932851	-0.1930302772	0.0711825631	0.1138484349	0.1412143638	0.0402919549	-0.034140297	-0.1641817745	-0.0502334225	-0.0155884032	0.0492570787	0.0780285422	-0.2839266709	-0.019927128	0.0696927063	-0.2689979004	0.0438323814	0.0210076018	-0.000911118	-0.004158471	0.1508405659	-0.0444414607	-0.0612741867	0.1175814474	0.1092988885	0.0959240631	-0.0149608	-0.0372732999999999	0.00022382553664	0.0013892988928899	0.0278523	-0.0722187	0.00077575061529	0.0052155406296899	-0.116713	0.046702	0.013621924369	0.002181076804	0.000362919	-0.000218913	1.31710200561e-07	4.7922901569e-08	0.0007674739999999	0.0003081219999999	9.493916688393839e-08	5.890163406758465e-07	-0.00112666	-0.00037767	1.426346289e-07	1.2693627556e-06
