global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
78977.39038970697	n/a	6237428192.768179	n/a	132292.6456618341	n/a	n/a	17501344096.207592	76703.22262496872	n/a	n/a	5883384361.055513	86978.28549757281	85299.96989141165	n/a	n/a	n/a	n/a	-0.0622494953	-0.0306145766	0.1522698691	-0.0643570637	0.0619067405	0.0173770055	-0.0166605409	-0.0567868276	-0.1573668159	0.1417729809	-0.1003180695	0.0410446634	-0.019965722	-0.0251687831	0.0432139822	-0.0388503128	0.0122498482	-0.1171687364	0.0350466029	-0.0011447606	0.0047167702	-0.0036506908	0.006536054	-0.0262908315	0.0282904984	-0.0321485031	0.0217395223	-0.0001515855	-0.0744436035	-0.0400478272	0.0730719588	-0.0185666751	0.1100928473	-0.0217227573	0.0302310189	-0.1198889027	0.1676361646	-0.0705102285	0.0718704934	-0.0197116135	0.082096734	-0.0906329758	0.0017882649	-0.1090622677	0.0709499529	-0.0297181571	0.0454156246	-0.0486752782	0.0410116156	-0.0264174082	-0.089803359	0.0056788706	0.0258255901	-0.0438829109	-0.0382658146	0.0781542704	-0.0440924508	-0.0165110047	0.068431379	-0.1341603545	0.0176315644	-0.0723248993	0.0472482452	-0.0517848792	0.1080114041	-0.015403652	0.0840810529	-0.0903014667	0.0386001291	-0.0085487963	0.0951942919	-0.1173314415	0.0688766706	-0.0110178602	0.0639732084	0.0017283207	-0.0392362496	0.0456157022	-0.0354576243	0.0921668699	-0.0723559334	0.0003785606	-0.0338623795	0.1226517289	-0.1530925085	0.0365290845	-0.0946289309	0.0118405108	-0.0909940705	0.0644081933	-0.0154477411	0.0423882034	-0.1303683642	0.0951982664	-0.1207839255	0.1004142099	0.102594329	0.1025838106	0.1025662807	0.1025417406	-5.42526e-05	n/a	2.94334460676e-09	n/a	-0.138625	n/a	0.019216890625	n/a	0.0310276	n/a	0.00096271196176	n/a	-0.000257165	n/a	6.6133837225e-08	n/a	0.000935702	n/a	n/a	8.755382328039999e-07	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78849.28819111722	-128.10219858975324	6217210248.245856	16410.173283528577	132278.3503434354	-14.29531839871197	204.35612812055297	17497561969.580635	76599.39071493369	-103.83191003503453	10781.065541523503	5867466657.89907	86755.23943572423	85210.41440220011	1.286979	21.307192	0.4153864036	0.208976	-0.018314964	-0.0620617413	0.1920831728	-0.1419890692	0.0755313397	0.0406981954	0.0327640607	0.024273459	-0.17312395	0.0614294985	-0.0360169248	-0.0214345679	-0.0502841115	-0.0809886546	0.0075679415	-0.2611194651	0.0428252133	0.001806313	-0.0516243663	0.0193375562	0.0809048908	0.0104056607	0.0473525673	-0.0170808191	0.0012956616	-0.0793138192	-0.0107503289	0.1858624157	0.0440314019	-0.1463097988	-0.0266413476	-0.0786577286	-0.0109233201	0.0325858643	-0.1199548096	-0.0357104971	0.0698351679	0.0456920378	0.0728158006	0.1571825124	-0.1062528265	0.0103327712	-0.0817231671	0.0433967799	0.1297904243	-0.0263131216	0.008718363	-0.0396074834	-0.0406130484	-0.1765083308	0.072309658	-0.0968706319	0.0431548373	0.0864777066	0.1344876194	0.1133160774	0.0579073786	-0.0648783681	-0.0454113645	-0.0673660924	-0.0336720648	-0.1532856189	0.2179461457	-0.2433618847	-0.1761170807	0.0583943061	0.2159814517	-0.3029273486	0.098753803	-0.0534015304	-0.0556681949	0.1040264627	0.028241571	0.056359153	-0.1003482388	-0.1213585987	0.2095505728	-0.0067369577	0.1282040534	0.1035557444	-0.1032145761	0.0382150661	-0.0203505893	0.0855343285	-0.0874214251	-0.0953936833	0.0718864522	0.0176657001	-0.0401796847	-0.0410582345	0.0638687641	0.036054028	-0.049199349	-0.022239309	0.0032133316	0.1159657942	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0624117	0.0624659526	0.00389522029689	0.0039019952342254	-0.000431779	0.138193221	1.8643310484100003e-07	0.0190973663303548	-0.00750123	-0.03852883	5.62684515129e-05	0.0014844707411689	0.00219224	0.002449405	4.805916217599999e-06	5.999584854025e-06	0.000354773	-0.000580929	3.37478503041e-07	1.2586388152900001e-07	0.000493634	0.000493634	2.43674525956e-07	2.43674525956e-07	0.0	0.0	0.0	0.0	0.0	0.0
79071.24359780371	221.95540668649485	6252261564.103214	49264.20255736731	132749.312441013	470.9620975776052	221805.2973546977	17622379953.561687	76759.6611768018	160.2704618681164	25686.620947419357	5892045583.977414	87139.84459103727	85809.24808760527	1.409032	23.327902	0.157729141	0.0755575	-0.0150366243	-0.0674027136	0.1123682458	-0.1925955982	0.0900721981	0.0466162732	0.0075011441	-0.0249039897	-0.0636544008	0.152624121	-0.0464008795	0.0342359636	-0.0504539339	0.0400903792	-0.0428040399	-0.1020480107	-0.0845290916	-0.0183638798	-0.0510930848	0.1176857621	-0.0072478695	-0.0373153848	-0.0055833274	0.1501426337	-0.0343000859	0.1588443461	-0.0652976634	0.0194270609	0.1002947953	0.0459065582	0.0634042685	0.0177148686	0.114857503	0.0928628914	0.0272637477	-0.0447028201	0.0826970053	-0.0194719003	0.035388579	-0.0502899523	-0.0823155272	-0.0692989452	0.0436519671	-0.0034760527	-0.0397179068	-0.0873257009	0.0963536092	0.0283832388	-0.0588581579	0.036796977	0.0613765077	0.0786162661	0.010868827	0.0675902164	0.0064696036	-0.0065679115	-0.0041302014	-0.0560100526	0.0165823814	-0.0869153482	-0.087125868	0.0219881759	0.0215573905	-0.0130945343	0.0898239107	-0.017145338	0.0866742118	0.0150736655	-0.0212650697	-0.1379301852	0.2018253984	0.0340764051	-0.0187727507	-0.0736188068	-0.1242429285	-0.0131038474	-0.1961972473	-0.0415283273	0.0044247538	0.1113635952	0.0449283365	0.0487118816	-0.0477869045	-0.0590434457	-0.0317671887	-0.0015270728	-0.0276789752	-0.0356024053	-0.0366541707	-0.2011885497	-0.038470646	-0.127111244	-0.0008844014	0.0265438072	-0.0329877418	0.0848855963	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0575589	-0.0048527999999999	0.00331302696921	2.354966783999997e-05	-0.0510055	-0.050573721	0.00260156103025	0.0025577012557858	-0.0254191	-0.01791787	0.00064613064481	0.0003210500653369	0.00121953	-0.0009727099999999	1.4872534208999998e-06	9.461647440999998e-07	-2.5227e-05	-0.00038	1.4440000000000002e-07	6.36401529e-10	0.000158649	-0.000334985	1.1221495022500002e-07	2.5169505201e-08	0.0	0.0	0.0	0.0	0.0	0.0
79093.42277843242	22.1791806287074	6255769526.807852	491.9160533608296	132798.7225022284	49.41006121539976	2441.354149309552	17635500698.22386	76751.50681931931	-8.154357482490013	66.49354595224086	5890793799.036019	87063.02504260957	85546.45528756054	0.963032	15.943942	0.0668853	0.0331194	-0.0046822311	-0.0645935881	0.1174049974	-0.1909569932	0.0404170681	0.094030751	0.025648159	0.0306852164	-0.0475805219	0.0531202564	-0.0242492068	-0.0524354439	-0.0621015636	-0.0228199162	0.0112286102	0.0594552726	0.0181155801	0.047305571	-0.1067692443	0.0727993602	0.0769104997	-0.1049343367	0.0659165885	0.0754164012	-0.0924744401	-0.019682088	0.0156774477	-0.0540013972	0.0296471734	-0.0720026	0.0071030799	0.0033228355	-0.0117438999	-0.0574272394	0.1196377056	-0.1379719291	0.0975524632	-0.0121503696	-0.0372639568	-0.0038445449	-0.0508842282	-0.0796640893	-0.1965593556	-0.0073493399	0.0381925154	-0.0255517358	-0.0787077927	-0.0305577008	-0.0003933252	-0.0800703581	-0.0134626211	0.028204342	0.0071243303	-0.0150244986	-0.0064286265	0.0304837009	-0.0190875793	-0.0892509125	-0.0386334372	-0.0567300218	-0.1244352029	-0.0414674196	-0.0093141729	-0.0078946151	-0.0330978754	-0.032352516	0.0789311188	0.0317939698	0.0664766265	-0.01750845	0.1112822398	-0.0128003765	-0.0186901439	0.0690699573	-0.1075984307	-0.0658432599	-0.0175192244	0.0525399099	-0.043633312	0.0009079791	0.1073582288	-0.1654969944	-0.077127436	0.0379039989	0.0931945894	0.0487522573	0.0444959754	0.1001292832	-0.0083190658	-0.0689985946	-0.1518120354	-0.0488306039	-0.0472789699	-0.0944236838	-0.0837203853	0.0271770111	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0460875	-0.0114714	0.00212405765625	0.00013159301796	-0.0264184	0.0245871	0.00069793185856	0.00060452548641	-0.0114528	0.0139663	0.00013116662784	0.0001950575356899	0.00122572	6.190000000000102e-06	1.5023895184e-06	3.831610000000126e-11	0.000147144	0.000172371	2.971176164100001e-08	2.1651356736000005e-08	0.0	-0.000158649	2.5169505201e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79346.1264608197	252.7036823872768	6295807784.336391	63859.15109208966	133221.4444965132	422.7219942848024	178693.88445212046	17747953273.737545	76771.70478681807	20.197967498752405	407.9578910806585	5893894655.874344	87055.91209487435	86338.17537924944	1.057609	17.509745	0.0458772	0.0281639	0.0481408592	-0.0392998906	0.0082301394	-0.1494246482	0.024529825	0.0339431687	0.0171478058	0.0460693893	0.036974773	0.0575658153	0.0443139449	-0.0447793823	-0.0399603977	0.0006256379	-0.0058811728	-0.0303688366	-0.0899978209	0.0488970752	-0.013612114	0.0491297905	-0.0659243821	-0.0683874036	0.1221844701	-0.0018887834	-0.081132156	0.0150885749	-0.0129402665	-0.127158391	-0.0226321848	-0.0356462708	-0.0227964	-0.0428636127	0.1019553535	0.0960700765	0.0560349266	-0.0321988838	0.0845374865	0.0273133828	0.0694711884	-0.0515803523	-0.1794101373	0.0464167878	0.0340255464	-0.0004332905	0.0031787441	-0.0083580741	0.0071708743	-0.0745868012	0.0313781682	0.0673204995	0.0287099907	-0.0062090534	-0.0010179541	-0.00459363	-0.0087948066	0.0705318598	0.0151131889	-0.0538817138	-0.0433165168	-0.0028503171	-0.1351297085	-0.0093063092	-0.0189716537	0.1126665545	-0.0119251962	0.0029621604	0.1323719849	0.0283737855	0.0731890088	-0.108444264	0.0083293165	0.0083009491	0.0173101256	0.0401487653	-0.0287161533	-0.0451437829	-0.0681693637	-0.0046864622	-0.073396701	-0.0071387305	0.0529104539	0.0644041522	-0.1317587567	-0.0385780712	-0.0471988854	0.1038971612	-0.0096477781	0.1763141915	0.0962594063	-0.0765958089	-0.0217506516	-0.0786725005	-0.043045591	-0.0201967441	0.066794248	0.0408836005	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0356121	-0.0104754	0.00126822166641	0.00010973400516	-0.036514	-0.0100955999999999	0.0013332721959999	0.0001019211393599	-0.0357146	-0.0242618	0.0012755326531599	0.00058863493924	0.00120945	-1.6270000000000086e-05	1.4627693024999998e-06	2.647129000000028e-10	0.000151762	4.617999999999989e-06	2.1325923999999892e-11	2.3031704644e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79381.92006090641	35.79360008671938	6301489232.556136	1281.1818071679977	133556.45967911073	335.0151825975336	112235.17257085876	17837327922.01793	76815.3217944507	43.61700763263798	1902.4433548256	5900593662.385014	87018.49140000356	86507.95937866332	1.110366	18.383196	0.06364665	0.0372414	0.0728074875	0.0092775075	-0.0146808116	0.0505074655	-0.0720571685	-0.0440296377	-0.0031814589	0.1336377551	0.0863056651	-0.1071816663	0.0281523036	-0.0782358401	-0.034482748	0.0610668524	-0.0095323334	0.0159608402	0.0022625652	0.1182939783	-0.1010387864	-0.0692182993	0.0456732245	0.1978981532	-0.0281885915	-0.0392694921	0.0338620275	0.1123512545	0.0429914713	-0.0893206109	0.0458237363	-0.0821781564	-0.0603164868	-0.1018353423	0.0081454285	0.0528032555	0.0491774264	0.0529384251	0.0190221995	-0.0050980758	0.0626549542	-0.0035765944	0.0068629728	0.0013094168	0.0133494556	0.1081506701	-0.1483699451	-0.0156282696	-0.0012711835	-0.0650153318	-0.0884346232	-0.0880071717	0.060567314	0.087519013	-0.0616471348	-0.0376398807	-0.0697405036	-0.0018067176	0.0910187306	-0.0019953462	-0.0609179872	0.0814565352	-0.0315995261	-0.0139210438	-0.0184261717	0.1089919376	-0.056505765	0.0369738503	-0.0043101509	-0.1131423559	0.1215498035	0.0815790493	-0.0818905605	0.1137710624	-0.0827370021	0.0567031182	-0.0170177218	-0.0982908391	-0.0678197846	-0.1390069383	0.0047813661	-0.0936668909	0.1136191032	-0.007439961	-0.1184380475	0.1003525845	-0.0277975519	0.1118193555	0.0600605659	-0.0246135452	-0.1022080763	-0.0791640324	0.0490170325	-0.0254535289	0.043870204	0.0320837873	0.0161826504	-0.0284400257	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0194211	-0.016191	0.00037717912521	0.000262148481	-0.031009	0.0055049999999999	0.0009615580809999	3.0305024999999997e-05	-0.0213964	0.0143182	0.00045780593296	0.00020501085124	0.000681687	-0.0005277629999999	4.646971659690001e-07	2.7853378416899986e-07	0.000176648	2.4886000000000005e-05	6.193129960000003e-10	3.1204515904000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79415.56864372143	33.64858281501802	6306832543.005631	1132.2271254591258	133133.99562185403	-422.46405725670047	178475.8796737927	17724660790.23985	76792.0635205518	-23.25827389890037	540.9473047562702	5897021019.744463	87044.76719887742	86600.19838414094	1.075857	17.811863	0.0533836	0.0294508	0.0303430646	0.0802804155	-0.0068425806	0.1054344873	-0.115628527	0.0192910275	-0.0413998593	0.0958258301	0.0239311816	-0.1312537834	0.0101975797	-0.1210602349	-0.0432970749	0.0550366353	-0.0520909396	0.0175243095	-0.0274429468	-0.0437954224	0.0499231773	0.0214448449	0.0082159135	-0.0131026379	0.0661768096	-0.095236121	0.0422159025	-0.0480283167	0.0349943043	0.1315932059	-0.0078222495	-0.0030602507	-0.0239070525	0.025850529	-0.0027939717	-0.2394362457	-0.0615255503	0.1289476017	-0.0596404683	0.0299485852	-0.0788174757	-0.0080846283	-0.1055918702	0.0710783984	-0.0034642536	-0.0249362113	0.0005071904	-0.0691860196	0.0236533593	-0.0013389515	-0.005895924	-0.0282307224	4.76326e-05	0.0162954269	-0.0377873966	0.0230152401	0.0268506735	0.0397253284	0.017344407	-0.0115558474	-0.1193384243	0.0885920249	0.0064466436	0.150234914	-0.0683310273	0.0928906219	-0.1081113434	0.0123732234	-0.0224632133	-0.031431758	-0.0552534124	-0.0359960383	0.0284230836	0.0423234533	0.0776839291	0.0435913567	0.0063205232	-0.0070968117	0.1886735923	0.0402706514	0.0042978229	-0.0118289696	-0.1029255213	-0.0249892329	-0.0846889339	0.0265199807	0.0116608594	0.0484743435	0.0413797534	-0.0681170621	0.0807708482	0.0337689014	-0.0682921661	0.0825154829	0.0659425436	-0.0499279223	-0.0384469102	-0.1132242112	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0182902	-0.0011309	0.00033453141604	1.2789348100000017e-06	-0.0096939	0.0213150999999999	9.397169721e-05	0.0004543334880099	-0.0403132	-0.0189168	0.00162515409424	0.00035784532224	0.000594078	-8.7609e-05	3.529286700840001e-07	7.675336881e-09	0.000329455	0.0001528069999999	2.3349979248999996e-08	1.08540597025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79560.1415830612	144.57293933976325	6329816128.716743	20901.334789338864	132838.0835059249	-295.9121159291244	87563.98035365157	17645956429.52708	76789.85656359485	-2.2069569569575838	4.870659009863476	5896682071.05747	87059.64724733189	87022.39000970779	1.157492	19.163403	0.05084665	0.0258944	-0.0756175464	0.0570162561	-0.0825646512	0.1133924869	-0.0861681257	0.0662397397	-0.0611842248	0.0182445198	-0.0086003867	-0.0434575198	-0.0967755288	-0.0384365595	0.0188142848	-0.0292065548	-0.0359103346	-0.0890619948	-0.0827020663	-0.0568565616	0.0606908653	-0.1235790406	-0.0388194895	-0.0372209312	-0.0290120878	0.0406005736	-0.0137338791	0.0330503421	0.1292311523	0.0351978892	0.0195889441	-0.0580447502	-0.0237888585	-0.0120012134	0.0269894438	-0.0799579607	0.0644834126	0.0567414109	-0.1124669739	0.1288222676	-0.0177274017	-0.1324445467	0.0362009252	0.2199524282	-0.0928996496	0.0250191968	0.0493659911	-0.0892568382	0.0450984187	0.0012986243	-0.072279757	0.0986553316	0.163729261	-0.0501670848	-0.0512850028	-0.0366601829	0.0760554524	-0.0358541636	-0.0895410502	0.0059923004	-0.0232032436	0.0511536858	0.0231875608	0.1680653789	-0.0098983451	-0.0578751115	-0.0291460025	0.0220169003	-0.0434591247	-0.0736872228	-0.0498442946	-0.0360663185	-0.0775167263	0.0193853202	0.1139180636	0.0650736967	0.0088968124	0.0258370625	-0.0310139651	-0.0117616972	0.0614585272	-0.1476232306	-0.0273740643	0.1408400883	-0.0738029965	-0.0068180139	0.0459184124	0.04178721	-0.0155647353	0.0023823765	0.0468900364	0.1281840922	-0.0911717683	0.0296241825	0.0066270842	0.1119520671	-0.0338728339	0.0349332598	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0193016	0.0010113999999999	0.0003725517625599	1.022929959999998e-06	-0.0234816	-0.0137876999999999	0.0005513855385599	0.0001901006712899	-0.023035	0.0172782	0.000530611225	0.00029853619524	0.000578705	-1.5373000000000058e-05	3.34899477025e-07	2.3632912900000177e-10	0.000476208	0.000146753	2.1536443009000004e-08	2.26774059264e-07	0.000213261	0.000213261	4.5480254121e-08	4.5480254121e-08	0.0	0.0	0.0	0.0	0.0	0.0
79536.50657754685	-23.635005514341174	6326055878.560154	558.6134856629377	132979.52106818897	141.4375622640655	20004.584019201404	17683553023.524914	76836.61507601352	46.75851241867349	2186.358483607243	5903865416.339468	87042.30324747466	87518.08887441772	1.121931	18.574661	0.04805494	0.0284911	-0.0523874718	-0.0456230428	-0.1067842334	-0.0579211071	-0.0643390232	0.0726098665	0.0415623093	-0.021170136	-0.0055330123	0.0436515435	-0.0808442111	0.0202468747	0.0396435241	-0.0334299528	0.1043462776	0.0150087019	0.0674747853	-0.0398915939	0.015864936	0.0624254564	0.0726159445	-0.0331621529	-0.0389708065	0.0357405054	0.0273227356	0.0206143601	-0.0621561864	0.0286973904	-0.0819620754	0.0896860023	-0.027000396	-0.0041439171	-0.1106916221	0.0765089783	-0.0344867309	0.0703218505	0.0351887043	0.0177087849	-0.0290003233	-0.0529646361	-0.0596095308	0.0966439702	0.1017830054	0.0173153306	0.1516975057	0.0314857588	-0.0216865603	0.165716282	-0.0550382587	0.1652487853	-0.0136846348	-0.0531833777	-0.0993577734	-0.0142004858	0.0128289218	0.0054171127	-0.0774998062	-0.0467797942	0.0870030679	0.0326705563	-0.0514140554	-0.0137765147	0.0485235368	-0.0637632689	0.0820340306	-0.0167282153	-0.094652365	0.0038018995	-0.0161258895	0.0863593875	0.0691635372	0.0245527239	0.0015455298	-0.0134451559	-0.0214913187	0.0171859229	0.0539001463	0.0106285137	0.0349730652	0.0384368573	0.0293596936	0.0343153688	0.1045888645	-0.148708735	-0.0597932398	-0.0772224011	-0.0030209144	-0.0170905722	0.1140323477	0.0746416308	0.030814528	0.0391304186	0.0226315822	0.1206369426	0.0883316064	-0.0517527854	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0188651	-0.0004364999999999	0.00035589199801	1.905322499999995e-07	-0.00514086	0.0183407399999999	2.64284415396e-05	0.0003363827437475	-0.0206293	0.0024057	0.00042556801849	5.787392490000001e-06	0.000199985	-0.00037872	3.9994000225e-08	1.4342883840000006e-07	0.000325393	-0.000150815	2.2745164225e-08	1.05880604449e-07	0.000205356	-7.905e-06	6.2489025e-11	4.2171086736e-08	0.0	0.0	0.0	0.0	0.0	0.0
79549.4322982712	12.925720724349958	6328112178.977234	167.07425624389	133695.2414010067	715.7203328177275	512255.5948087186	17874417573.273457	76886.82459412537	50.20951811184932	2520.995709024125	5911583796.167802	87077.65831020667	87719.3509190099	1.068652	17.692583	0.06060703	0.0374942	0.0452322265	-0.0590020389	-0.1202694307	-0.110805444	-0.002444341	0.0146273002	0.0784734679	-0.0167871506	0.1200131726	0.0585800869	0.0561502369	-0.0169518715	0.0783148544	0.0231190422	0.018426493	-0.0456589338	0.0394957581	0.0444503127	-0.0140695736	0.0358911274	0.0005818163	-0.0390786674	0.0026521047	-0.0708938465	-0.0297568385	0.0577077736	-0.0286219923	-0.0704199644	-0.0254241335	-0.00633514	0.0099718291	0.0687049699	0.0488963732	-0.0816022926	0.0031663482	0.0615390987	-0.048531533	-0.0484583313	0.0771965939	-0.0481367797	-0.0254967646	-0.1939757765	0.0772765335	-0.1016980483	-0.013024086	-0.047387248	-0.0579513384	0.0302156621	0.0387608529	-0.0274703069	0.1021462612	0.0251190248	0.0216826424	-0.0050402675	0.1068192116	-0.0643361679	0.0134767232	-0.0161446196	0.082222757	0.0340597582	-0.1281703966	-0.0810431989	0.1133418091	0.0608822592	0.0148222694	0.0572549176	0.0076435147	0.0671302254	-0.0415631996	0.037614837	0.0466704766	0.0158840228	-0.0140185295	-0.0323985401	0.003907538	-0.0299971658	0.0222831533	0.0870619621	-0.0050044102	-0.1219731206	0.0972779773	-0.0261022764	0.0782719899	0.0897318193	-0.0047317934	-0.0139784628	-0.0235676247	-0.0815734995	0.110157382	-0.005967506	0.0004804134	-0.0115931207	0.1029232867	-0.0182056015	0.0792109814	0.0869337953	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0156698	-0.0031952999999999	0.00024554263204	1.0209942089999988e-05	-0.00513993	9.299999999996812e-07	2.64188804049e-05	8.64899999999407e-13	-0.0487761	-0.0281468	0.00237910793121	0.00079224235024	0.00053327	0.000333285	2.843768929e-07	1.1107889122500001e-07	0.000278754	-4.663900000000001e-05	2.1751963210000004e-09	7.770379251599998e-08	0.0	-0.000205356	4.2171086736e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0
