global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
79031.2590968753	n/a	6245939914.437436	n/a	128909.23946027058	n/a	n/a	16617592018.22538	77471.1429187629	n/a	n/a	6001777985.139386	87908.62324547865	86653.63735428087	n/a	n/a	n/a	n/a	-0.0095158582	-0.0608895167	-0.0875458142	0.0927086438	0.1098735198	0.0492191481	-0.1191867909	0.0573384144	-0.1123936812	-0.0023302135	-0.1300678985	0.1490345855	-0.0003784079	0.0008446138	-0.0072736584	0.018564557	-0.1237326658	0.079753362	-0.0486851328	0.0143747714	-0.0964696413	0.0465802719	-0.0478873664	0.0392317874	-0.1500103156	0.0720395476	0.0083116801	0.0520350527	-0.0693644027	0.0220819122	-0.0558751413	0.0206916977	-0.0625395751	0.0387972667	-0.0171962221	0.0893489163	-0.0697239647	0.0596001585	-0.0678376943	0.0609616394	-0.083617014	0.0488934206	-0.1089057793	0.0082884016	-0.2171917759	0.0152488194	0.0688927824	-0.0377307042	0.0162813831	-0.04489981	0.0306744897	0.1218431237	0.1015894674	0.0636392906	-0.0027737131	0.1364340546	-0.0190780461	-0.105025777	0.1846128253	-0.0335498438	0.0889948954	-0.0460031909	0.0324383001	-0.0503434055	0.0127185347	-0.0215928437	0.0490167043	-0.0134269703	0.0091500531	0.0877620958	-0.0397042978	0.0577059169	-0.0178784767	0.0720371985	-0.0634568478	0.0835709199	-0.0170671417	0.1046782439	-0.0514605618	0.0800199676	-0.0849835954	0.018723577	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0346189	n/a	0.00119846823721	n/a	0.0519704	n/a	0.00270092247616	n/a	-0.124754	n/a	0.015563560516	n/a	0.00202187	n/a	4.0879582969e-06	n/a	-0.00168501	n/a	n/a	2.8392587001e-06	-0.000451055	n/a	n/a	2.03450613025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79022.45057342002	-8.808523455285467	6244547694.628611	77.59008546231422	130004.41638481326	1095.176924542684	1199412.4960507718	16901148279.555902	77485.81141963364	14.66850087074272	215.16491779497989	6004050971.359027	87761.0516778036	86465.89035592691	1.128021	21.347456	0.06832225	0.042933	0.0181564674	0.0183890212	0.0618165792	0.0538229974	-0.0702153558	0.0708790285	-0.0938870138	0.0184827771	0.0760763773	-0.0538382154	-0.001860465	-0.014814625	0.0320229929	-0.2021338415	-0.0325799664	0.2036833471	0.1159986653	0.1777717663	-0.077296168	0.0302793926	-0.003923721	-0.0426687887	0.128350572	-0.1752059092	0.0184719871	-0.0230002431	-0.1262285686	0.0452083857	-0.0145890639	-0.1051492326	-0.0423416215	-0.0694457752	0.0092679661	0.0838502992	0.0027304753	-0.0187398643	-0.0145729225	-0.0005276876	0.0301698897	0.0048689715	-0.1443445993	0.0205981626	-0.1045269242	-0.0185123746	0.0912606859	0.0565473644	-0.0575825154	0.0535774696	-0.029244159	0.019060008	0.1059273094	-0.0457745368	-0.0138869448	0.0654046865	-0.0247599534	0.0360153514	-0.1950219844	0.1325997399	-0.0669323429	-0.1079418746	-0.0473388304	-0.1436034896	-0.1130726698	-0.081418519	0.0424763167	0.0093382913	-0.0383522721	-0.0078501214	-0.079916878	-0.0162493723	-0.0713791762	-0.1640403887	-0.1323065125	0.1072706897	0.0427850879	-0.0348226297	0.0639746656	0.0286502367	0.0083731158	-0.0202706766	-0.0715562193	-0.0507570647	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0290979	-0.005521	0.00084668778441	3.048144100000002e-05	0.0514771	-0.0004933	0.0026498918244099	2.43344890000002e-07	-0.0834906	0.0412634	0.00697068028836	0.00170266817956	0.00215821	0.0001363399999999	4.6578704041e-06	1.8588595599999995e-08	-0.00161855	6.645999999999996e-05	4.416931599999994e-09	2.6197041025e-06	-0.000669146	-0.000218091	4.7563684281000004e-08	4.4775636931600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79149.94278020012	127.49220678009442	6264713442.1089525	16254.262789658354	131352.7108347823	1348.2944499690493	1817897.9238173408	17253534643.64594	77546.05771494453	60.24629531089158	3629.616098687157	6013391067.129508	87956.7411615703	87439.1405884653	1.184545	22.417158	0.08650265	0.0436493	0.0213843134	0.0900464007	-0.0971804552	-0.1085508443	0.0509569801	-0.0049608659	0.0010273684	0.076282577	-0.0519974446	-0.0263349251	0.0377364273	-0.0505702262	-0.0831524194	-0.0226960234	0.098707602	-0.0421517044	-0.1264643549	-0.0232151269	-0.0168612557	-0.2223387403	-0.0717149966	-0.0595346228	-0.0656621917	-0.0638061204	-0.1079006284	-0.0278516278	-0.03732607	-0.0062419323	-0.0482173833	-0.0755419374	-0.0055724147	0.0181128066	0.0251654675	0.0050062261	-0.0005330035	0.0428862123	-0.0845539188	0.0775971467	0.0673533624	0.1503014205	-0.0006386738	0.0702340338	-0.0566359898	0.0768592513	0.0198832716	-0.0539763472	0.0202883174	-0.0819199404	0.0628224309	0.045446204	-0.0764672516	-0.0489247987	0.062974388	0.019848927	0.0334119583	0.0625148104	0.0385192197	-0.0713733155	0.0065853988	0.1711295878	0.0543960454	-0.01522174	-0.0321616706	0.0085277662	-0.0006173136	0.0002809316	0.0666517795	-0.0739072672	0.010928616	-0.0789818665	-0.0070472395	-0.093172164	-0.0534202773	0.1664695045	-0.0795497716	0.1877121731	0.0477779957	-0.009453333	0.0181496894	0.0937450762	0.0285325683	0.0040887026	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0224685	-0.0066294	0.00050483349225	4.394894436000001e-05	0.0573882	0.0059111	0.00329340549924	3.494110321000003e-05	-0.102405	-0.0189143999999999	0.010486784025	0.0003577545273599	0.00255991	0.0004017	6.5531392081e-06	1.6136289000000006e-07	-0.00108194	0.00053661	2.879502921000001e-07	1.1705941636e-06	-0.000506501	0.000162645	2.6453396025e-08	2.56543263001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79185.69878383989	35.75600363977719	6270374891.885023	1278.4917962877598	129561.9797333508	-1790.7311014315055	3206717.8776340927	16786306592.425203	77531.57523461687	-14.482480327656958	209.7422364409708	6011145158.361056	87985.33002478574	86841.42457116168	1.221463	23.115824	0.0607593	0.0342477	-0.0080687408	-0.1010311121	-0.0581955227	0.1155032584	0.0799872389	0.0170407148	-0.0506417652	-0.0103817853	-0.0840015232	-0.0092705118	-0.0725558774	0.0658496651	-0.0420658393	-0.0838707973	0.0089100937	0.0163548605	-0.0941215381	0.0716067625	0.0423885572	0.1127957794	-0.173223192	0.1023316475	-0.0243209004	-0.0126711548	-0.0372009358	0.0665677046	-0.0207237733	-0.1035979809	0.0532206068	-0.0373351241	0.0005595536	0.0036094584	-0.0220222409	-0.0538146612	-0.1328643824	-0.0505248776	0.1129972164	0.0192627366	0.0944483263	-0.0275836486	0.0530741713	-0.0443360952	0.0086440421	-0.0443165825	0.1278959686	-0.0441711807	-0.0641372755	0.0007171759	-0.08611685	-0.0441293003	0.028185409	0.0949684967	0.0562187926	0.00864228	-0.0287485171	0.1096908317	-0.0479533709	-0.0796460147	0.1650346065	-0.1150670144	-0.0230977893	-0.0126205566	0.0420391052	-0.0831676592	-0.1608996131	0.0143108624	0.1138744771	-0.0449442482	-0.0182084721	-0.0070741074	0.0883911453	0.043124025	-0.1595570133	0.0098980147	0.0330245462	-0.0187575761	0.0853686272	-0.0925674065	0.0329996605	-0.0283924139	-0.0288679784	-0.0161260306	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0247763	0.0023078	0.00061386504169	5.32594084000001e-06	0.0475172	-0.0098709999999999	0.00225788429584	9.743664099999997e-05	-0.108033	-0.005628	0.011671129089	3.167438400000009e-05	0.00221254	-0.00034737	4.895333251599999e-06	1.2066591690000005e-07	-0.00159362	-0.00051168	2.618164224e-07	2.5396247044e-06	-0.000506501	0.0	0.0	2.56543263001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79234.55104072408	48.85225688418723	6278114078.62511	2386.5430026786184	130572.31864519816	1010.3389118473568	1020784.7167929012	17049130396.383163	77361.46343282379	-170.11180179308576	28938.02510929009	5984796024.468132	87712.69765942766	86940.00460546973	1.204043	22.786148	0.0870346	0.0406208	0.0175543987	0.0441501571	0.0834334332	0.0408579166	-0.1018539332	0.0434612008	-0.0219013572	0.029267326	0.1025613433	-0.1219711354	0.0065060198	-0.0183235251	0.0535740824	-0.132672066	-0.0815093559	0.0052134889	0.0823433518	0.0713443776	-0.0134990006	0.0637482672	-0.0235912309	-0.097431812	0.0055025681	-0.0054595722	0.0664647917	-0.0499728312	-0.0519281528	-0.161090885	-0.0902202701	0.0551997029	-0.0356199828	-0.0217232792	-0.0371388361	0.0979012724	0.0238578444	-0.0748844439	0.0209038396	0.0964287894	-0.0657250804	0.0036201325	0.0902981561	0.0828213111	-0.1611443115	-0.0599860326	-0.0293355427	0.1501419781	0.0706088888	0.0029361687	-0.0145348869	0.0570352458	0.1302218015	-0.0536738345	-0.0006090808	0.018844846	-0.0357885027	0.030906165	-0.1508170481	0.1393981771	-0.098416764	-0.0480350292	-0.048664481	0.0400153187	-0.128600694	-0.0087585053	-0.026422882	0.0382707517	-0.0111599357	0.0596183957	0.0390694076	-0.040084535	-0.0491533722	0.043143657	-0.0798527414	0.0867046007	0.06937516	0.0196921205	-0.1261183551	-0.0449100601	0.0483286161	-0.0663451216	-0.1508407691	-0.0732901359	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0321106	0.0073343	0.00103109063236	5.379195649000003e-05	0.0682806	0.0207633999999999	0.0046622403363599	0.0004311187795599	-0.103158	0.004875	0.010641572964	2.376562500000004e-05	0.00162689	-0.0005856499999999	2.6467710721e-06	3.429859224999998e-07	-0.00125284	0.0003407799999999	1.1613100839999997e-07	1.5696080656e-06	-0.000351693	0.000154808	2.396551686400001e-08	1.23687966249e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79286.27023352338	51.71919279929716	6286312647.543295	2674.8749038108717	131229.53769888528	657.2190536871203	431936.8845293939	17221191564.663155	77403.88219572368	42.41876289989159	1799.351445957219	5991360978.969469	87800.81672855535	88056.80802104398	1.132122	21.42507	0.0374874	0.0200118	-0.0031938086	0.0390536684	-0.0857554346	-0.0804222725	0.0581548056	-0.0318795887	0.0416205786	0.084544161	-0.0541847319	-0.0878435708	0.0326513791	-0.012548874	-0.1225325741	0.0216615393	0.0283522109	-0.0799722781	-0.0400740854	0.0109037478	0.0021597349	-0.0531501908	0.0412915202	-0.0890946997	-0.0204298377	0.0931369402	-0.0875357708	-0.0301420377	0.0279641155	-0.0030490173	0.1175213313	-0.086624306	-0.0101833982	-0.1279956115	0.0537198096	-0.0227264332	0.0795749032	0.0233040298	-0.0915975444	-0.0052196677	0.0558486475	0.1286508547	0.0354591726	0.1214658016	0.0855940425	-0.0599668099	0.0883749127	-0.1239383355	0.0894036475	0.139496623	-0.2197790941	0.0705363238	-0.0444522319	-0.03333079	0.0857162355	-0.0802972639	0.0079166038	-0.0104094967	0.0147042378	-0.0500303083	-0.0133498326	0.1268057962	-0.0115936911	-0.000649921	-0.0156014019	0.0443747406	-0.0454526051	-0.0545517421	-0.0240816003	-0.0392521135	0.1137557169	-0.0616310565	-0.01278259	-0.0182123906	-0.0639958481	0.1438284642	-0.0314917717	-0.0177467371	0.0433754659	0.1787482607	-0.0252022136	0.1568376216	0.1252112802	0.0770707577	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.024522	-0.0075886	0.000601328484	5.758684996000007e-05	0.0510472	-0.0172333999999999	0.00260581662784	0.0002969900755599	-0.108007	-0.004849	0.011665512049	2.351280100000006e-05	0.00158434	-4.254999999999992e-05	2.5101332356000003e-06	1.810502499999993e-09	-0.00121557	3.7270000000000055e-05	1.389052900000004e-09	1.4776104249e-06	-0.000275185	7.650799999999998e-05	5.853474063999997e-09	7.5726784225e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79295.38604606714	9.11581254376506	6287758248.194819	83.09803833306441	129780.4171231898	-1449.1205756954732	2099950.44290398	16842956668.669138	77461.35071594427	57.46852022058738	3302.6308163440603	6000260854.73852	87879.74097318057	87242.26000408793	1.002979	18.981083	0.072143895	0.0383922	-0.0103135216	-0.0724826465	-0.0109262716	0.1010564142	0.0438594563	0.015182846	-0.0380289254	0.0337744994	-0.0900692917	-0.0356224191	-0.0798063517	0.1077069766	-0.0041728915	0.0477136374	-0.0624412842	0.072491484	-0.0885343485	0.0618631769	0.0776264366	0.0730240983	-0.0215785914	0.1008131018	0.0180666129	-0.0436185981	0.0133136814	-0.0071783375	0.1520972542	-0.0002193962	0.051822258	0.1523343562	0.039822414	-0.0232068698	-0.1818051607	-0.1312041968	-0.0931138139	0.0651657673	0.0880035614	-0.0594479595	-0.007885924	0.0332069845	0.1670885153	-0.0737177784	-0.0432416176	-0.1172377551	0.0950286075	-0.1020899781	0.0688387563	-0.0329519563	0.0525097156	-0.0205179023	0.0898059731	0.0958798201	0.0576479345	0.0077868019	0.009783928	0.0669915605	0.008900586	-0.107496927	0.1263335055	-0.0630263715	0.0148567396	-0.0840488029	0.0224351745	-0.0814099724	0.0295165985	0.0314540914	0.138936055	0.0373182354	0.0175850363	0.025862708	0.0259625552	0.0920926434	0.0391792676	-0.0403956254	0.021051019	-0.146976796	0.0504587643	-0.0195886417	-0.0028982722	-0.0449386057	0.086329334	0.1287290443	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0356692	0.0111472	0.0012722918286399	0.0001242600678399	0.0571445	0.0060973	0.00326549388025	3.717706729e-05	-0.122775	-0.0147679999999999	0.0150737006249999	0.0002180938239999	0.0020893	0.00050496	4.3651744900000006e-06	2.549846016000001e-07	-0.0012666	-5.1030000000000086e-05	2.6040609000000088e-09	1.6042755600000003e-06	-2.85471e-05	0.0002466379	6.083025371641e-08	8.1493691841e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79281.5398629061	-13.84618316104752	6285562563.033568	191.7167881292759	131238.62436582983	1458.2072426400264	2126368.362487829	17223576525.435383	77367.53266092621	-93.81805501805502	8801.827447370799	5985735110.039484	87679.02986544887	87287.36335518338	1.018773	19.279974	0.0734048559999999	0.0420784	0.0016012107	0.0688661313	0.0180039609	-0.0359691479	-0.1005726289	0.0448612275	-0.0060749673	0.0763844558	0.0936076792	-0.135392227	0.0759299699	-0.0648789573	0.0250301521	-0.0998139119	-0.1172876026	0.1121751188	-0.0281742835	0.1058876715	0.0552301865	0.139603898	0.0042411563	0.0934835765	0.1353025392	0.1483308502	-0.01750088	-0.0741352436	0.0207864016	0.0346022007	-0.0144451334	-0.0681806071	-0.0061507987	-0.0088111527	-0.0321199608	0.0020902594	-0.0309565804	-0.0135534989	-0.0355229294	-0.114226862	-0.1576772776	-0.055728244	0.0375557913	-0.092182724	-0.0159576735	-0.0555519141	-0.0993570222	0.0304321169	0.1076343898	-0.0639734613	0.0122830734	0.0920804785	0.0947802395	-0.1055578598	0.0349902297	-0.0642503747	-0.0002229013	0.0187419708	-0.0975014134	0.1247739261	0.0724222638	-0.0522308619	0.0534105492	-0.0236874674	-0.1593417525	-0.0833302607	-0.0600672483	0.1588092568	0.0036586934	0.1502245867	0.0509978765	0.0251760812	0.0242983597	-0.0066384145	0.0252037391	0.0001684513	-0.0356714236	0.0067250119	-0.0067770096	0.0695817405	-0.0023120521	-0.0568193868	0.0235157341	0.0460251166	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0311458	-0.0045233999999999	0.00097006085764	2.046114755999997e-05	0.0527561	-0.0043884	0.00278320608721	1.925805456000001e-05	-0.108052	0.014723	0.0116752347039999	0.000216766729	0.00147977	-0.00060953	2.1897192529e-06	3.715268209000001e-07	-0.0016195	-0.0003528999999999	1.2453840999999998e-07	2.6227802500000003e-06	4.42402e-06	3.297112e-05	1.0870947540544e-09	1.95719529604e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79435.79085470342	154.25099179732206	6310044868.712183	23793.36847045752	130231.92449504574	-1006.6998707840976	1013444.6298367188	16960354157.683294	77573.16717863132	205.63451770511165	42285.554871813874	6017596266.123884	88017.28778008788	88103.73926077478	1.147175	21.709936	0.0713296009999999	0.0325427	-0.0276034525	-0.0539166059	-0.100175392	0.04474155	0.106547174	-0.0162818821	0.0063012937	0.0562199832	-0.0786589161	-0.0072260909	0.0118405315	0.083081573	-0.0422653626	0.0356830746	-0.0907531829	0.0370084873	-0.0394095007	-0.0398016411	0.0507640888	-0.0078778493	0.0028499103	0.0680717596	-0.038369785	-0.0691665594	0.0042036518	0.0969191372	0.0123968816	0.0330103052	0.1829980054	-0.0028868028	0.1381334279	-0.0784323522	0.1084427621	-0.0480975579	0.0419403832	0.0899960429	-0.1497937483	0.0060672559	-0.014402243	-0.1279087335	0.0043409606	0.1695598945	-0.0218532702	-0.0359474521	0.0539633312	-0.0298367217	-0.0473279277	-0.0128082661	0.0149821969	-0.0187409501	-0.0154238544	0.0658129395	0.0870251945	-0.0989249837	0.0358109318	0.0327643074	0.0167577732	-0.1024450301	0.0424175184	-0.0382577172	0.0469055729	-0.0247749978	0.0698336537	-0.0454988007	0.0833532822	-0.0032299537	0.1213013915	-0.0614984593	-0.0069617993	-0.0782086626	0.1121149822	0.0046973862	0.0513247091	-0.0257547793	0.0909359132	-0.0617815349	-0.1203449489	0.0926832622	-0.2347866801	0.0335945003	-0.0174869979	0.1139971793	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0243311	-0.0068147	0.00059200242721	4.644013609e-05	0.0344999	-0.0182562	0.00119024310001	0.00033328883844	-0.117099	-0.009047	0.0137121758009999	8.184820899999998e-05	0.00175004	0.0002702699999999	3.0626400016e-06	7.30458729e-08	-0.0012666	0.0003528999999999	1.2453840999999998e-07	1.6042755600000003e-06	-0.00011664	-0.0001210640199999	1.4656496938560398e-08	1.3604889599999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79544.62859497813	108.83774027471372	6327347938.313012	11845.65370810604	130957.83050388243	725.9060088366969	526939.5336652226	17149953370.2836	77469.03147171698	-104.13570691434144	10844.245454549617	6001450837.165876	87928.44754820962	87828.01226109272	1.212407	22.944431	0.03938375	0.0241961	-0.0147108297	-0.0685599288	0.1160072931	0.1200039563	-0.0939797988	-0.0101928166	0.0250725152	0.0402914832	0.096974748	-0.0548567	-0.038775676	0.0795036862	0.0525170626	0.0165272219	-0.1095324136	0.055549273	-0.0008127667	-0.0545865336	-0.0231411774	0.0858623492	-0.0129611243	-0.003388722	-0.0225190105	-0.0784683071	-0.0370104749	-0.1303568114	-0.0502692068	-0.030795453	0.0743104814	-0.03791483	0.0852190044	-0.1225918524	-0.0731985295	0.0417704942	0.0791776821	0.0729263159	0.082282183	-0.0647498037	0.0387879045	0.0767439886	0.0071588129	-0.0789580928	0.1042305455	0.1347671443	0.0278743219	0.0424682456	-0.1079822867	0.0424919707	-0.0230484014	-0.025470747	0.1584635996	0.0268408964	-0.0177842714	-0.0355184057	0.0018931151	0.0241519467	0.0077578103	0.0985626788	-0.0280019585	-0.0512935738	0.0380634979	-0.0562679183	-0.0232066867	0.0982350037	0.0418703393	0.0695108899	0.0701266238	-0.0817264474	0.0678472312	-8.39677e-05	0.0638061995	-0.07797996	0.033764866	0.0667673007	0.1362118864	-0.0632936759	0.1112593086	0.1388871169	0.0451926929	0.0518214903	0.1910850543	-0.1352382157	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0250952	0.0007641	0.00062976906304	5.838488100000003e-07	0.0569356	0.0224357	0.00324166254736	0.00050336063449	-0.127353	-0.010254	0.016218786609	0.0001051445159999	0.00164137	-0.0001086699999999	2.6940954769000003e-06	1.1809168899999988e-08	-0.0012666	0.0	0.0	1.6042755600000003e-06	-0.000126569	-9.928999999999993e-06	9.858504099999984e-11	1.6019711760999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
