global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
77188.40842060365	n/a	5958050394.505917	n/a	126399.3334669909	n/a	n/a	15976791500.899565	76091.42056078545	n/a	n/a	5789904282.958324	86031.12872450906	80448.48190465466	n/a	n/a	n/a	n/a	-0.0741289003	0.1189006191	-0.0047532987	0.033817665	-0.0114062001	0.0656393888	-0.1637619481	0.0489956038	-0.0013439018	0.0250355508	0.0093305053	-0.0063884437	0.1609365016	-0.1385075807	0.0546311555	-0.1760282064	0.1375450847	0.0046123667	-0.1155087277	0.0406233446	-0.0022067819	0.0210307416	-0.0404360646	0.0704178942	-0.0194611145	0.1327220736	-0.0706828564	0.1571860228	-0.2841308862	0.1393482095	-0.0188693148	-0.1585089292	-0.0177458978	0.0818727053	-0.0102893852	0.0085046194	-9.79932e-05	0.0664397727	-0.0680835278	0.1893229979	-0.0176915358	0.1416986755	-0.0868178759	0.0008640811	-0.0884925541	0.1221458978	-0.0520231141	-0.0887571933	0.1203780544	0.1203546593	0.1203156708	-0.00134714	n/a	1.8147861796e-06	n/a	0.0856308	n/a	0.00733263390864	n/a	0.269623	n/a	0.072696562129	n/a	-0.00017029	n/a	2.89986841e-08	n/a	0.00564665	n/a	n/a	3.188465622249999e-05	-8.13251e-05	n/a	n/a	6.6137718900100006e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77699.23448788165	510.8260672780016	6037171040.002817	260943.2710107094	127212.34787613824	813.0144091473485	660992.4294812122	16182981452.159616	76287.949141919	196.52858113354887	38623.483202365904	5819851184.28002	86199.43259299471	80351.62389781557	1.358936	28.766123	0.344136415	0.1532	-0.0917475706	0.0400438025	0.1072045438	0.1268991993	0.0893850215	0.1611795562	-0.1147583613	0.092112691	-0.0849603931	-0.004368817	0.0161401729	-0.0100987055	-0.1124716816	-0.1539468012	-0.1331215035	0.1041914374	-0.2578541065	0.1385871573	-0.0307440552	0.134477352	-0.0062173729	0.1914796779	0.0383919443	0.0497494791	0.0492447995	-0.0683256617	-0.1584236206	0.0278071233	0.1019633244	0.1065238757	0.1564132494	-0.1288826906	-0.1328244883	-0.0885973215	0.005121611	-0.0056655614	0.0741591127	0.1003035164	0.1503260868	-0.0180163465	0.0535601518	-0.2722471673	-0.0703775643	0.0573666828	-0.0077136034	-0.0822670688	0.0635055135	0.1035104719	0.1203156708	0.1201052059	0.1197547036	-0.0796488	-0.07830166	0.00634393134144	0.0061311499587556	0.0406733	-0.0449575	0.00165431733289	0.00202117680625	0.34088	0.071257	0.1161991744	0.005077560049	0.00170429	0.00187458	2.9046044041e-06	3.5140501764000004e-06	0.00632373	0.00067708	4.5843732640000004e-07	3.998956111289999e-05	0.00035942	0.0004407451	1.9425624317401005e-07	1.291827364e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77587.63611892232	-111.59836895932676	6019841278.5223	12454.195954382029	124936.90986522145	-2275.438010916798	5177618.141524993	15609231446.670467	76421.05872719332	133.1095852743165	17718.161691900532	5840178216.98513	86026.88956287764	79961.48827782992	1.120415	23.717079	0.16194465	0.076975	-0.0887766344	0.1870645949	0.0637150062	0.1293195524	0.025495116	0.0030928757	-0.0841238465	0.1062238178	-0.1212799658	-0.0390542155	-0.1995423711	0.0910467198	-0.0981321255	0.0059661359	0.0008636636	-0.0731816217	-0.1593727931	-0.0221053176	-0.0097262785	-0.116815194	-0.0638471245	0.0321777702	-0.0464577897	0.1125988887	0.0817825481	0.0339772448	-0.0874751353	0.0157201282	0.0074122744	0.0480591319	-0.1644091515	-0.1201546236	-0.1183554244	-0.0212379718	-0.0039949664	0.0835625008	0.1455389599	-0.0804410421	-0.0213534247	-0.0166933019	0.1711129316	0.090249924	-0.0038584311	0.030708617	0.1685229969	-0.0703379766	-0.1042052235	-0.0577778198	0.120190936	0.1196068161	0.1186353847	-0.0572283	0.0224205	0.00327507832089	0.00050267882025	0.063965	0.0232916999999999	0.0040915212249999	0.0005425032888899	0.28255	-0.0583299999999999	0.0798345025	0.0034023888999999	0.00213441	0.00043012	4.555706048100001e-06	1.8500321440000018e-07	0.00655822	0.00023449	5.4985560100000186e-08	4.30102495684e-05	0.0008528589999999	0.0004934389999999	2.434820467209014e-07	7.273684738808295e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77819.63020772453	231.99408880221017	6055894845.666993	53821.25723916778	127496.41742873032	2559.5075635088724	6551078.967659124	16255336457.161049	76565.52054218427	144.4618149909511	20869.215990479785	5862278935.895641	86512.46580438067	83671.3331588219	1.161001	24.57622	0.2475997000000001	0.118919	-0.0369855873	0.0548323555	0.0595238582	0.074646602	-0.0136868441	-0.032864188	-0.0365361504	0.0574186282	-0.0867934195	0.0460427934	0.0242724689	0.0317935649	0.0169363799	-0.1017512543	0.0996930012	0.1165406952	-0.063222912	0.1457015784	-0.165910336	-0.0345652292	0.0595776428	-0.0325662415	-0.0078317894	-0.1064632503	-0.089371336	0.1551061911	0.1066145637	0.0129778476	-0.0368240194	0.1636792843	-0.2020428737	-0.0651679407	-0.0981639165	-0.0590144016	0.0038204705	0.0172155672	0.0529479715	-0.0010454671	-0.0519113365	-0.0253928972	0.1023636524	0.0250771654	-0.0823575705	-0.0566083671	-0.0211761043	0.0009483682	0.2178582236	-0.1251940207	0.1200039147	0.1188605229	0.1169629329	-0.0224031	0.0348252	0.0005018988896099	0.00121279455504	0.0699793	0.0060143	0.0048971024284899	3.617180449e-05	0.198679	-0.083871	0.0394733450409999	0.007034344641	0.0011889	-0.00094551	1.4134832099999998e-06	8.939891601000006e-07	0.00579683	-0.0007613899999999	5.797147320999997e-07	3.36032380489e-05	0.000101975	-0.0007508839999999	5.638267814558498e-07	1.0398900625e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77388.27852318977	-431.35168453476217	5988945652.782795	186064.275750977	127897.82091719269	401.4034884623688	161124.76054975908	16357852595.366293	76488.87774165372	-76.64280053054972	5874.118873165633	5850548418.1776495	86425.49055891238	82861.0502529802	1.040396	22.023237	0.12136595	0.064934	-0.0480650747	0.0386414202	0.0082601662	-0.0053299836	0.0727934417	-0.1116242751	-0.0550541827	0.0815236937	-0.0332278801	-0.1149124353	-0.0467200002	0.1284149292	-0.0486870488	-0.004496018	0.0576842696	-0.0800703359	-0.0567663724	0.1309971708	-0.0921709173	0.0886264365	0.0189123751	0.0244477243	-0.049410389	0.0368859259	-0.0129764277	-0.1061959142	0.0222767774	0.0592585869	0.0111912551	-0.0054648749	-0.0140007402	-0.0675478389	-0.0703103656	-0.0045232503	0.1658841047	0.134131708	-0.0860798273	0.0171140283	-0.0146117508	0.060223357	0.101394064	0.02745415	-0.0520056996	0.0847163303	0.0122791493	-0.0605785381	0.0158277091	-0.0145126871	0.1197547036	0.1178678731	0.1147451459	-0.00883545	0.0135676499999999	7.80651767025e-05	0.0001840811265224	0.0837962	0.0138169	0.00702180313444	0.00019090672561	0.218063	0.019384	0.047551471969	0.000375739456	0.0012152	2.630000000000015e-05	1.4767110400000002e-06	6.91690000000008e-10	0.00486916	-0.00092767	8.605716289000004e-07	2.37087191056e-05	-0.000436003	-0.000537978	2.894203284840001e-07	1.9009861600900001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77116.11744813753	-272.1610750522377	5946895570.274942	74071.65077358978	127340.9475146161	-556.873402576588	310107.98649722664	16215716913.920212	76334.36091566383	-154.51682598989282	23875.449513990818	5826934656.402825	86348.90389916918	81021.66497276569	1.079631	22.853765	0.13736895	0.0769611	-0.0716402757	0.0649800396	0.0512378103	0.0444087879	0.1602526583	-0.0994614119	-0.1018367978	0.0691351232	-0.0730374295	-0.0561126296	-0.0207926741	0.1820470216	-0.0607314417	0.0767209876	-0.060931825	-0.211415639	0.0033467539	-0.0646041104	-0.0209897235	0.0068080922	-0.1374224435	-0.0725860124	0.0663123952	-0.2076961221	-0.0927466773	-0.0758919405	0.1633334787	0.0503775281	0.1395372043	-0.1616735567	-0.0451598111	-0.1068208851	-0.0673209446	0.0023329084	0.1200093307	0.0091554678	-0.0954661626	-0.0287383125	-0.1124276665	-0.0420526285	0.0484075727	0.0515127917	0.0186495537	0.1651239969	0.1663082794	-0.0526521132	-0.0953414123	0.0887132447	0.1194434321	0.1166309242	0.111992364	-0.00148315	0.0073523	2.1997339225e-06	5.405631529e-05	0.0645503	-0.0192458999999999	0.00416674123009	0.0003704046668099	0.287099	0.0690359999999999	0.0824258358009999	0.0047659692959999	0.000952862	-0.000262338	9.07945991044e-07	6.882122624400006e-08	0.00520648	0.00033732	1.1378478240000023e-07	2.7107433990400003e-05	-0.000200966	0.000235037	5.524239136900001e-08	4.0387333156e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76850.68973025287	-265.4277178846678	5906028512.015594	70451.8734214628	126520.7902815863	-820.1572330297931	672657.8868910864	16007510373.477144	76187.27389039854	-147.08702526528214	21634.593001389745	5804500702.850604	86147.60921450151	80535.25520219473	0.8886659999999998	18.81139	0.10524888	0.0570838	-0.0786772176	0.0934319423	0.0188379601	0.0446365425	0.1771823321	-0.108189153	-0.1377747105	0.0635586836	-0.0941359671	0.0230907894	0.1111870364	-0.0281674735	0.0610641988	-0.2331414339	-0.0327537318	-0.0767076442	0.0429655542	-0.1284048129	0.1136262019	-0.0123513305	0.01391543	-0.0614756651	-0.1925950962	0.0054989554	0.0134008835	-0.091851718	0.0734057675	0.0346300015	-0.0160046442	-0.2047731922	-0.0619662906	-0.142877095	-0.0659985815	0.0206205425	0.1149981567	-0.0490001954	-0.0601067925	-0.0246098318	-0.0940446646	-0.0195491616	-0.0102008937	-0.015500138	0.0117708955	0.1122067367	0.082808042	0.1982479439	0.0312173839	0.054983528	0.1190702613	0.1151522399	0.1087174221	0.00867878	0.01016193	7.532122228840001e-05	0.0001032648213249	0.0466678	-0.0178825	0.00217788355684	0.00031978380625	0.327282	0.040183	0.107113507524	0.001614673489	0.0007866299999999	-0.000166232	6.187867568998427e-07	2.763307782403323e-08	0.00464266	-0.00056382	3.178929924000005e-07	2.15542918756e-05	-0.000190589	1.0377000000000026e-05	1.0768212900000056e-10	3.6324166921e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76787.03065722776	-63.65907302510459	5896248077.1540365	4052.477578415599	126395.90664127174	-124.88364031456877	15595.923618218583	15975925215.66908	76059.00020623059	-128.27368416795798	16454.138050021033	5784971512.371385	86051.34360838369	78304.48428081644	0.953107	20.175495	0.11433962	0.0769873999999999	-0.1038274607	0.0884902808	0.0548815429	0.0415670695	0.1445996098	0.002273543	-0.1931584926	0.0510921172	0.0068859676	0.057025859	0.0257059772	-0.0032405376	-0.0348343827	0.0669582669	-0.1590397282	0.0943523855	-0.0302225479	0.0179980333	0.2254319676	0.1466340122	-0.1659616211	0.1733775309	-0.1635374342	0.0052902039	-0.084390966	-0.0150223453	0.1368391171	-0.0654746499	0.0485057268	0.0034229864	0.0980329282	-0.184406525	-0.0616398495	0.0437925571	0.0153369015	-0.0772187993	-0.0541030477	0.0457176198	-0.0407406347	-0.1316718532	-0.1000273951	-0.0899849162	-0.0162262533	0.0875739102	0.0357973522	-0.0011236712	-0.0468372247	0.067655878	0.1186353847	0.1134348849	0.1049355893	0.00713611	-0.00154267	5.0924065932100005e-05	2.379830728900001e-06	0.0383563	-0.0083115	0.00147120574969	6.908103224999999e-05	0.400102	0.07282	0.160081610404	0.0053027523999999	0.000522505	-0.0002641249999998	2.730114750250001e-07	6.976201562494717e-08	0.00469346	5.080000000000015e-05	2.580640000000015e-09	2.20285667716e-05	-0.000508973	-0.000318384	1.0136837145600001e-07	2.5905351472900004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76991.52111391605	204.49045668829055	5927694323.434582	41816.346876585645	126303.55770772972	-92.34893354201633	8528.325526347746	15952588689.629812	76006.61970270445	-52.38050352613209	2743.717149651136	5777006238.631541	85980.71314907477	79028.91519178193	0.879768	18.623037	0.05017424	0.0297275	-0.0885335844	0.1221645888	0.0665756484	0.0416285105	0.0395515049	0.0383607788	-0.1941218521	0.0525780842	0.0013066573	0.0803633593	0.062898906	-0.0319390264	0.1661337781	0.1474620375	-0.0633026812	0.1044736476	0.0783450365	-0.0917138004	0.0635390955	0.0795947396	0.0392261224	-0.0038053671	-0.1187610616	0.0270063178	0.021247435	-0.0273678644	-0.1936773119	-0.0986452699	-0.070397509	-0.2088412699	0.0628955009	-0.1846978371	-0.0675041912	0.0729721424	-0.0777399038	-0.1090729016	-0.0136754724	0.0589054604	-0.085528673	-0.0382991452	-0.0954550716	0.0226929717	0.0919074553	-0.0196159088	-0.1226672711	0.0368300751	-0.0514340782	0.0348377457	0.1181390277	0.1114824189	0.1006644984	0.0169064	0.0097702899999999	0.0002858263609599	9.545856668409996e-05	0.0375734	-0.0007829	0.00141176038756	6.129324100000048e-07	0.374513	-0.025589	0.1402599871689999	0.000654796921	0.000310067	-0.000212438	9.614154448900001e-08	4.5129903844000013e-08	0.00469371	2.5000000000025e-07	6.250000000012503e-14	2.20309135641e-05	-0.00044102	6.795300000000005e-05	4.6176102090000065e-09	1.9449864040000002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77329.11662985613	337.59551594007644	5979792278.753892	113970.7323828464	126659.1172004346	355.55949270488054	126422.552852552	16042531969.993427	76059.44488790761	52.82518520315352	2790.50019174747	5785039156.656654	86177.6147422583	81119.63752720274	0.95271	20.167091	0.122323045	0.067189	-0.0584613997	0.1218674298	0.0567532408	0.0262105673	-0.0003004987	0.137348804	-0.1910781437	0.0704470369	0.0137870051	0.1257924051	0.0349605427	-0.1454851484	0.1342617568	0.016191738	0.1327848253	0.0092882495	-0.0014067177	-0.0843250207	0.044470317	-0.0976643365	-0.077941095	0.0087590878	0.1520224683	-0.0738500584	-0.0231756055	0.0894844001	0.0041002977	0.0281733661	0.017070357	0.0599847667	0.187803095	-0.1729413737	-0.0559226832	0.0784809805	-0.1037375198	-0.091029323	0.049070304	0.1200188192	-0.0177802381	-0.0246774779	-0.0325601433	0.0845115194	-0.0929812598	-0.0873517783	-0.1432102765	0.1432037984	-0.0119173945	0.0026993234	0.1175814474	0.1092988885	0.0959240631	0.0167605	-0.0001458999999999	0.00028091436025	2.1286809999999252e-08	0.0405372	0.0029638	0.00164326458384	8.784110440000014e-06	0.319148	-0.055365	0.1018554459039999	0.0030652832249999	-0.000213	-0.000523067	4.5369e-08	2.73599086489e-07	0.0050955	0.0004017899999999	1.6143520409999998e-07	2.596412025e-05	-8.891009999999998e-05	0.0003521099	1.2398138167801e-07	7.905005882009997e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
