global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
43396.97879026558	n/a	1883297768.1227608	n/a	66904.12241886053	n/a	4476161596.637876	n/a	40099.99090834067	n/a	1608009270.8490045	n/a	45879.98428911976	41559.769722555866	n/a	n/a	n/a	n/a	-0.1460800938	0.1129850117	0.2290103525	0.0541663597	-0.2162533312	0.1120386126	-0.0770438376	-0.0844619058	0.146130233	-0.253895727	-0.3383823251	0.0341441755	-0.1328188772	0.3670207379	0.0357871485	-0.039332315	0.0363962692	-0.0193958883	0.0198150198	-0.0862619103	0.0094043909	-0.0088839327	0.0060601827	-0.0897923581	0.0203110803	-0.0839205158	0.0976577927	-0.0721955056	0.0731573626	0.0540718379	-0.1460026849	-0.0244235665	0.1263972247	0.0571728596	-0.0993289776	-0.1676677265	0.1493263501	-0.3209442748	0.0494138163	-0.2257945019	0.0617906286	-0.2569913226	0.0833241074	-0.2219868588	0.1041890089	-0.094987469	0.025178273	-0.0342337314	0.1835494783	-0.0590792552	0.2920791259	-0.0185124422	0.0874777231	-0.1405422716	0.1034385276	-0.1048483513	0.0060141566	0.1420630438	-0.1275731301	0.1453590932	0.1490484942	-0.0541074	n/a	n/a	0.00292761073476	-0.0270161	n/a	n/a	0.00072986965921	-0.051812	n/a	n/a	0.0026844833439999	0.000263068	n/a	n/a	6.9204772624e-08	-0.0	n/a	n/a	0.0	-0.000504209	n/a	n/a	2.5422671568100005e-07	0.0
43481.67832327515	84.69953300956695	1890656349.808776	7174.010892038721	68699.30565464229	1795.183235781762	4719594597.429966	3222682.8500318774	40127.60679834214	27.61589000147069	1610224827.3623545	762.6373805733288	45921.13491851786	41837.22906246478	1.602513	25.740747	0.2992961999999999	0.175283	-0.1511848294	-0.0118261253	0.2141637249	-0.0476313978	-0.2690900877	-0.2455681854	-0.202904787	0.0761320195	-0.4982347587	0.2228026583	-0.2846559742	0.1661739887	-0.0371390475	0.0574452968	-0.1671679437	-0.1214964716	-0.2032307047	-0.03929543	-0.2071013549	0.0039742542	-0.0287033601	0.0026582945	0.114783386	0.1595994259	-0.0774249367	0.0805077669	0.1095908755	-0.0799797028	-0.012481025	-0.1115290436	-0.0155347202	0.1850318003	-0.2018418833	-0.0074666182	-0.1539527937	-0.175439081	-0.1031428836	-0.0961760452	0.3794885136	-0.0102554852	0.1207374666	0.1899001534	-0.115492322	0.2026116186	0.4604230007	-0.0975366381	0.1524517374	0.0704100196	-0.2517132523	-0.1000773094	0.1208837831	-0.0160710776	-0.1782510954	0.1505885364	-0.0430267779	-0.1564899837	0.1072611127	0.1275940521	-0.0726564373	0.0247828095	0.1488669016	-0.056977	-0.0028696	8.234604159999999e-06	0.003246378529	-0.0961791	-0.069163	0.004783520569	0.00925041927681	0.0887909	0.1406029	0.01976917548841	0.00788382392281	-0.000701989	-0.000965057	9.31335013249e-07	4.92788556121e-07	-0.000486732	-0.000486732	2.3690803982400003e-07	2.3690803982400003e-07	-0.000785634	-0.0002814249999999	7.9200030625e-08	6.17220781956e-07	1.0
43431.06777900706	-50.61054426808551	1886257648.4247053	2561.4271911118426	67286.28198477693	-1413.0236698653607	4527443743.334916	1996635.891599772	39969.68427459287	-157.92252374926466	1597575661.0106368	24939.52350733706	45590.6194275431	41455.34102669828	1.435363	23.055857	0.17619995	0.0927138	-0.0753819961	-0.1607381178	0.1658898528	0.0462453167	0.1587236362	-0.1070251182	-0.2368370917	-0.0023652334	-0.1607809086	-0.2849133667	-0.0484973794	0.3059342289	0.0850264089	0.1212588824	0.2849379236	0.1284182242	-0.1610965901	-0.1144633784	0.0013561144	-0.0283816105	-0.0832625571	0.0326479742	0.0567421922	0.1528502717	-0.0861932358	-0.0446873596	0.0077225521	0.0960786106	0.0861394674	0.0026440545	-0.1362762668	-0.1597413245	-0.061724407	0.052187214	-0.1301596122	-0.0363164424	-0.0598151612	0.1146529428	0.1464324674	-0.1406933589	0.2365106018	0.128004186	0.2350635963	-0.0414281781	-0.0400753779	-0.3848913239	-0.0096569939	0.1070226462	-0.0260793426	-0.0098423984	0.0907907266	-0.1419578099	-0.0592060791	0.132576514	0.1387424996	0.1227361657	-0.129862521	-0.0628610273	-0.1739609065	-0.0328770774	0.1485039376	-0.0362085	0.0207685	0.00043133059225	0.0013110554722499	-0.0385029	0.0576762	0.00332654404644	0.00148247330841	0.0840102999999999	-0.0047806000000001	2.2854136360001024e-05	0.0070577305060899	0.000493215	0.001195204	1.428512601616e-06	2.43261036225e-07	-5.293960000000001e-23	0.000486732	2.3690803982400003e-07	2.802601248160001e-45	-0.000608077	0.0001775569999999	3.152648824899998e-08	3.697576379290001e-07	0.0
43512.91987620576	81.85209719869454	1893374196.153102	6699.765815824538	66912.13895134143	-374.14303343549545	4477234339.043623	139983.00946831427	40008.55882299002	38.87454839714337	1600684779.0926523	1511.2305130818422	45517.07973525462	42030.282934768446	1.271867	20.429667	0.06916995	0.0306568	0.0103892641	-0.1319741019	0.0456015482	0.1762850784	0.1246289974	0.0373519602	-0.1155589694	-0.0232038452	-0.144621105	-0.0170871464	0.0851391104	0.169018455	0.0583422439	0.0639923643	0.1686031074	-0.0875143895	0.0635579458	-0.1093051663	-0.0848546681	0.0290875635	0.1122843132	0.0270260017	-0.2449645352	-0.0403715876	0.091057782	-0.0040922721	0.0462333382	-0.0439794771	0.0994723041	0.004384566	0.056973771	0.0521487757	-0.1059813393	-0.2751835673	0.1834755614	-0.155683642	0.1128716541	0.1265510208	0.0142222219	-0.1785856836	0.1248719986	0.0551977223	0.1183420812	-0.006241264	-0.1269953308	-0.0289116304	0.0913866181	-0.1782213489	-0.0039014809	-0.0616634273	-0.0615098052	-0.0532996283	0.0216848175	-0.0950032161	0.0235997028	0.0305390702	0.1467611077	0.0228315638	-0.0667757349	-0.0530385977	0.1479600444	-0.045841	-0.0096325	9.278505625000005e-05	0.002101397281	-0.0196229	0.01888	0.0003564544	0.0003850582044099	0.0701772	-0.0138330999999999	0.0001913546556099	0.0049248393998399	0.000312249	-0.0001809659999999	3.2748693155999986e-08	9.749943800100001e-08	-0.000314991	-0.000314991	9.9219330081e-08	9.9219330081e-08	-0.000648607	-4.052999999999999e-05	1.6426808999999992e-09	4.206910404490001e-07	0.0
43457.37843520432	-55.54144100143458	1888543740.4605615	3084.851668515838	66979.04544940716	66.90649806572765	4486192529.31375	4476.479483419217	39973.43935913659	-35.1194638534289	1597875854.19857	1233.376741352299	45566.55615787392	42091.85753046144	0.96141	15.442869	0.067532765	0.034604	0.0146832685	-0.116524415	0.0782598923	0.1833011223	0.0824701085	0.0498834294	-0.0371859475	-0.1548614036	-0.0464819511	0.0109247071	0.0599375988	0.1306434634	0.1670492277	-0.015395739	0.1501670104	0.0077512621	0.1565080039	0.089179963	0.0272241681	0.0415274387	0.2461082681	0.1251675176	0.1333140446	-0.0488650792	-0.0068144887	-0.0257401192	-0.0732591922	0.0388908613	-0.0066547675	-0.0644936816	-0.0707322736	-0.0932299663	0.1111273975	-0.1836435869	0.0667221111	-0.1452927719	0.0072068222	0.0669640448	-0.0099778014	-0.0611103566	0.1296367617	0.0405379562	0.0368467488	-0.0316837775	-0.1275141262	0.049881954	0.0037690635	-0.0802910138	0.1570654195	-0.0041507761	-0.2333276059	0.0608364729	0.0615992103	0.1310341274	0.012553941	-0.1376850908	-0.0329798118	0.089991863	0.1355714686	-0.1062361681	0.1472358847	-0.0458604	-1.940000000000275e-05	3.7636000000010653e-10	0.00210317628816	-0.0281472	-0.0085243	7.266369049000003e-05	0.00079226486784	0.0388872	-0.03129	0.0009790640999999	0.0015122143238399	6.87027e-05	-0.0002435463	5.931480024369002e-08	4.72006098729e-09	-0.000471997	-0.000157006	2.4650884036000002e-08	2.2278116800900003e-07	-0.000495178	0.000153429	2.3540458041000022e-08	2.45201251684e-07	0.0
43445.511068174725	-11.867367029597515	1887512431.9748929	140.8344002151782	66891.72709003216	-87.318359375	4474503153.087342	7624.49588394165	40020.64508601086	47.20572687427193	1601652033.1004453	2228.3806497283595	45505.87412883598	41757.06809107348	1.009865	16.221191	0.11205574	0.061024	0.0514817571	-0.1483336513	0.1005446481	0.1623999455	0.1127587338	-0.0045963099	-0.1287559888	-0.01814659	-0.0124006242	0.0111913055	0.0092893718	0.1243090901	0.0624876659	0.0719414749	0.1421493219	-0.1544980905	0.0644706904	0.0684907945	0.0028285599	0.1973625691	0.032677008	0.1109743383	-0.0303744438	0.0034089116	0.0551412504	0.1120107054	-0.2427791546	-0.0299780288	-0.0797290122	-0.017065573	0.0711139985	0.0776434224	0.0744449875	0.1220219353	-0.0519027005	0.1586556782	0.0411702344	0.1222081698	0.0207284587	-0.1011726468	0.0935485647	0.0723083505	0.0526578643	-0.0391955633	-0.0576485883	0.1575313726	0.0607231626	-0.1021878049	0.1681670625	-0.0319769388	-0.0251988553	0.0374236632	-0.0722882676	0.025732216	-0.0311848428	0.179898332	-0.0097728445	-0.0627898175	0.1677645725	-0.0370363889	0.1463323407	-0.0306249	0.0152355	0.00023212046025	0.00093788450001	-0.000371276	0.027775924	0.0007715019540537	1.3784586817599997e-07	0.0396129	0.0007257	5.26640490000004e-07	0.00156918184641	0.000960248	0.0008915453	7.9485302195209e-07	9.22076221504e-07	-1.18298e-06	0.00047081402	2.216658414285604e-07	1.3994416804000001e-12	-0.000491165	4.012999999999977e-06	1.6104168999999813e-11	2.41243057225e-07	0.0
43399.682160434495	-45.82890774022962	1883532411.626736	2100.288784662479	66905.71576065113	13.98867061897181	4476374801.445042	195.68290568608515	40017.52219043427	-3.122895576590963	1601402082.2618992	9.752476782291405	45571.07013098039	41863.96238594296	0.998468	16.038124	0.061131184	0.0398301	0.0122087929	-0.1333208664	0.0924859885	0.157780994	0.061544278	0.0252435999	-0.121501158	-0.1626963602	-0.0187004005	0.0818091185	0.1008105742	0.1363886079	-0.0050517931	0.1915617581	0.0751069799	-0.0324457681	0.149338816	-0.062311171	0.0668316415	0.0098346199	-0.0520532428	-0.0182052072	-0.0649832197	0.0537838753	0.0588147025	0.198731224	-0.0785796113	-0.1997610103	0.124801152	0.2636340706	0.0781529361	0.1680147836	0.0715385152	-0.050283086	-0.0273491826	-0.0589932137	-0.1032619781	0.0683353978	0.016975675	-0.1239178727	0.1716355437	-0.0252458373	-0.0444696307	-0.0091606763	-0.0717740013	0.0394383854	0.0795627892	-0.1207978343	0.1065315714	0.1431506524	-0.1889757182	-0.1156713739	-0.1098240104	-0.0418225676	-0.0397923217	0.0978426792	0.081907751	0.0171514235	0.0173461658	0.2719987757	0.1452505133	-0.0303696	0.0002552999999999	6.517809e-08	0.00092231260416	-0.000391459	-2.0183000000000006e-05	4.0735348900000014e-10	1.53240148681e-07	0.0568258	0.0172129	0.00029628392641	0.00322917154564	0.000387047	-0.000573201	3.28559386401e-07	1.4980538020900005e-07	-0.000291778	-0.00029059502	8.444546564880043e-08	8.513440128400002e-08	-0.000482105	9.060000000000023e-06	8.208360000000045e-11	2.3242523102500003e-07	0.0
43403.10101087939	3.418850444897544	1883829177.3606	11.688538364576132	66761.22080988745	-144.49495076367748	4457060604.026549	20878.79079619758	40061.45626788072	43.93407744645083	1604920278.3033197	1930.2031610707395	45675.09680070057	41954.29207881449	1.063353	17.080353	0.093776271	0.0429133	-0.0034822252	-0.1139842405	0.106370686	0.1168723931	0.0223537854	0.0443925557	-0.1237037904	-0.3284312867	0.0360948789	0.0090665521	0.0349421006	-0.0269168131	0.1370382138	0.1931077452	0.0735747895	-0.202268911	-0.080885651	0.0843841097	0.080192826	0.1847917884	-0.0295982069	-0.1584228203	0.2160980351	-0.0539495028	-0.0049283203	-0.0319227371	0.0970418194	-0.040914594	0.0283700185	0.0144407009	0.0712960136	0.1085243598	-0.0575282689	0.0880429387	0.0488757602	0.0091976068	-0.0669900216	0.0036710055	-0.0450406723	-0.0263809797	0.2406910457	-0.0397798788	-0.1095682885	0.1604488504	-0.0247387595	-0.0402955821	0.0385640248	0.1160690152	0.1852784703	0.1158826846	-0.0353880629	0.2044372133	-0.119040277	-0.0230948623	-0.1203759796	-0.1148316024	0.0817822234	0.0159760183	-0.1096371395	-0.0198647481	0.1439917206	-0.0410284	-0.0106588	0.0001136100174399	0.00168332960656	-0.0278816	-0.027490141	0.0007557078521998	0.00077738361856	0.0444844	-0.0123414	0.00015231015396	0.00197886184336	-2.21996e-05	-0.0004092466	1.6748277961156002e-07	4.9282224016e-10	-0.000706728	-0.00041495	1.7218350249999997e-07	4.99464465984e-07	-0.000523627	-4.152200000000005e-05	1.7240764840000043e-09	2.74185235129e-07	0.0
43348.732965488256	-54.36804539113655	1879112649.713208	2955.884359652684	66547.34707847668	-213.87373141077117	4428549403.183239	45741.972987566674	40008.92847482028	-52.52779306044249	1600714357.7032847	2759.1690438006704	45521.34966012242	41304.369529510856	1.118753	17.970238	0.0762236199999999	0.0398633	0.0278108914	-0.1310463199	0.195887171	0.0568808299	0.0920635506	0.0144471348	-0.2693303349	-0.148329309	0.1452358049	0.0467250051	0.0520834562	0.1018613178	0.0519898229	0.0703711037	-0.0947281094	-0.1156915523	0.0755854544	-0.0740022984	-0.0302688951	-0.1421607716	0.0749785781	-0.1289344767	0.1763861836	0.141912536	0.0150861774	0.06204039	-0.1543725799	-0.1406404376	0.034198221	-0.0048530468	-0.1016740966	-0.1103884931	-0.0248079648	0.0483325195	0.1069192035	0.1938379745	0.0026258628	0.0710709043	-0.0181187942	-0.0989960111	0.2241596133	-0.0214519497	-0.0407622817	-0.0951133727	0.0723736417	0.1199238763	0.01323033	0.0413614429	0.0382835721	-0.0990840244	-0.114486694	0.0214339708	0.0654642025	0.0385863336	0.1975543804	-0.1004474443	-0.1442758638	-0.1484905994	0.0881582968	0.0436848969	0.1425574961	-0.0138388	0.0271896	0.00073927434816	0.00019151238544	-0.00974466	0.0181369399999999	0.0003289485925635	9.49583985156e-05	0.0466285	0.0021441	4.5971648100000125e-06	0.00217421701225	0.000325983	0.0003481826	1.2123112294276006e-07	1.0626491628900001e-07	-0.0007552159999999	-4.84879999999e-05	2.351086143990302e-09	5.703512066558489e-07	-0.000345238	0.000178389	3.1822635321000016e-08	1.1918927664400001e-07	0.0
43496.94022478337	148.20725929511536	1891983808.9183776	21965.39170776956	67132.8181207295	585.4710422528151	4506815268.830947	342776.3413165976	40113.00223738263	104.07376256235148	1609052948.4962635	10831.348053884712	45707.53023960589	41896.88516422475	1.228335	19.730427	0.14693149	0.0783785	-0.0349433245	-0.1046323448	0.1093669181	0.0345237571	0.0277439055	-0.0163377831	-0.1277517057	-0.0916201883	-0.0677063947	-0.0497545195	0.0007865705	0.0501729476	-0.0581383045	0.0738023548	-0.0079604266	-0.2507851651	-0.1324682554	-0.0268913544	-0.0180919264	0.0614513057	0.0990127755	-0.0249573092	0.0407828134	0.0900383282	0.0826967396	-0.0443504289	0.1355327578	0.0924299762	-0.1649785149	-0.0140480883	0.1962692031	-0.0770982885	0.168441612	0.035908597	0.0459202564	0.0601097056	-0.0533784036	0.0344992415	0.0577564176	-0.0594812419	0.1329933385	0.0060541551	-0.050030519	0.1974931533	-0.0150865238	-0.0657737556	0.0431009763	-0.0744430159	0.0052728447	0.0201120942	0.1560079311	0.2543999806	-0.1531131448	-0.1572801822	-0.0406552461	-0.1625468291	-0.0078083267	-0.0378254007	0.1456372993	-0.0162943107	0.1409495873	-0.0369829	-0.0231441	0.00053564936481	0.0013677348924099	-0.0451579	-0.03541324	0.0012540975672976	0.00203923593241	0.0406808	-0.0059477	3.537513529e-05	0.00165492748864	-0.000878234	-0.001204217	1.450138583089e-06	7.712949587559999e-07	-0.000354919	0.0004002969999999	1.6023768820891998e-07	1.2596749656099998e-07	-0.000389253	-4.4015000000000005e-05	1.9373202250000006e-09	1.5151789800899998e-07	0.0
