global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
44183.77687155212	n/a	1952206138.6351044	n/a	69201.21964067589	n/a	4788808799.757067	n/a	40605.33399130098	n/a	1648793148.5451026	n/a	45820.18508179855	44397.5266884368	n/a	n/a	n/a	n/a	-0.0634803459	-0.0309734554	-0.085624928	0.0684611825	0.0377603178	-0.0267430625	-0.1104026272	0.0160420822	-0.0662820909	0.1010557211	-0.0807246198	-0.04332645	0.0964998568	-0.0080350258	0.0382035315	-0.0544801525	0.1081498389	-0.1054637989	0.0090241071	-0.0233206789	0.0453065701	-0.0301898686	0.0556067742	-0.0242281765	0.1330440432	-0.1233100344	0.0231921675	-0.1017823938	0.0534745963	0.0734217167	-0.0010499021	0.1486888977	-0.1251046898	0.040422755	-0.0599658769	0.0311832871	-0.1268619566	0.0206207248	-0.0215971338	0.0189824415	-0.1141657347	0.0579943135	-0.020261491	0.1216055626	-0.0075050208	0.0220396146	-0.02475169	0.0412424508	-0.045637585	0.0642898225	-0.0680657702	0.0395157576	0.1290530805	-0.0015035367	-0.0442941747	-0.0295563836	0.0847540691	-0.0418405544	0.0062033644	-0.0201386084	0.1095538651	-0.1691198112	0.0324327653	-0.0426705982	0.1350927411	-0.1073182408	0.0115985441	-0.0881873716	0.0178336126	-0.008056381	0.0629433737	-0.0442972704	0.0074381285	0.0101108155	-0.0974544017	-0.0774546609	0.0800862944	-0.1072808961	0.0214272914	-0.0637923991	0.0120635845	-0.1212223534	0.2155875697	-0.1049469765	0.1397617212	-0.0050126816	0.0177901753	-0.0892871057	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.106026	n/a	n/a	0.011241512676	-0.0294059	n/a	n/a	0.00086470695481	0.0289273	n/a	n/a	0.00083678868529	-6.16105e-06	n/a	n/a	3.79585371025e-11	-0.000110744	n/a	n/a	1.2264233536e-08	0.00079157	n/a	n/a	6.265830649e-07	0.0	0.0	0.0
44144.82021533379	-38.95665621833177	1948765151.844143	1517.6210637132876	69389.000216307	187.7805756311136	4814833351.018653	35261.54458435238	40722.20349438534	116.86950308436644	1658297857.43813	13658.480751186737	45969.5422673768	43902.37519464968	1.153025	21.908356	0.0997206025	0.0467896	0.0510661485	-0.0792991443	0.0316866998	0.0600768314	0.1435522737	-0.0004732836	-0.0024181483	-0.0704088101	-0.0036819923	-0.0025433518	-0.0581074725	0.0445277406	0.0369993705	-0.1160813883	0.0421679573	-0.04689164	0.0666291673	0.1127932193	-0.0946300868	0.0289252756	-0.0663007796	-0.0027189366	0.0966032309	-0.0314305308	0.0400814285	-0.0242089304	-0.0153601494	-0.0555437304	-0.0396057081	-0.0478885999	-0.0073033568	-0.0586343844	-0.0024237039	-0.0942004647	0.0865304994	-0.0162925153	0.0049876686	0.1019922241	0.1113920821	0.1364455048	0.0032705532	0.0048722007	-0.0283976107	-0.0328941356	-0.1401110653	0.0981345398	-0.1212762961	0.157060217	-0.0423839172	0.011571005	-0.0401707433	-0.1054951556	0.0554804148	-0.1009927567	0.0897167824	-0.0326256796	0.1202329207	-0.0125913766	0.0694512734	-0.0271855321	0.1094359622	0.0265936892	-0.0386782126	0.1035286834	0.0143203408	-0.079903336	-0.0269452351	0.0175445236	-0.0295543663	0.0664142358	0.0319017657	0.0709537014	-0.0165430457	-0.0229741673	-0.1310455501	0.0934563444	0.0631660443	-0.0387317793	0.0127394238	-0.0241599089	0.0555765187	0.1501479008	0.0578075627	0.0681528356	-0.0751420561	0.0865053279	0.0106709514	-0.1393201451	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.107936	0.00191	3.648100000000034e-06	0.011650180096	-0.0478096	-0.0184037	0.00033869617369	0.00228575785216	0.0398809	0.0109535999999999	0.0001199813529599	0.0015904861848099	0.000723605	0.00072976605	5.325584877326025e-07	5.23604196025e-07	-0.000493537	-0.000382793	1.46530480849e-07	2.43578770369e-07	0.000535063	-0.000256507	6.5795841049e-08	2.86292413969e-07	0.0	0.0	0.0
44140.87106836998	-3.949146963808744	1948416498.674462	15.59576174175982	69382.76038909813	-6.239827208875795	4813967439.211004	38.93544359662669	40631.68882978724	-90.51466459810035	1650934137.1606574	8192.9045073066	45818.50350817332	43230.93132025947	1.195201	22.709734	0.14856933	0.068428	0.0848641828	0.0733214752	0.0361074523	-0.0484235379	-0.0273041023	0.1359190379	0.0376906577	0.011863975	0.0522655944	-0.0071802295	-0.0227445241	-0.0509334854	-0.0815226297	-0.0527117952	-0.0323212839	-0.0307173686	-0.0820452328	0.048951247	0.0317713663	0.0318285664	0.0280373756	-0.1368682952	0.0747876016	0.1014579158	-0.0166970236	-0.0592992307	-0.0509213931	0.0007740586	-0.1071544369	-0.0116443348	-0.0094662477	0.0664912677	0.0279059926	-0.0649528942	-0.0123039078	-0.1572491571	0.0420639899	-0.1167284709	0.149499066	-0.0417616905	-0.0640159423	0.0042303051	0.0572915364	-0.0213244283	-0.0075865488	-0.0640683358	0.0065613191	0.0064498398	0.0392306519	0.0809857843	0.0364728067	-0.0222899311	0.055193772	0.064764745	0.1049132662	0.0242092844	0.0031338093	-0.0510538526	0.0226321476	-0.0023650563	-0.1265095896	-0.0316911226	0.0016059526	-0.0789604665	0.1434747885	-0.0723867195	0.0433383849	0.0207034887	-0.0521668775	0.0897697485	-0.0672647892	0.000421857	0.0963962422	-0.0612653568	-0.1142278671	0.045393253	0.0452907547	-0.0071688609	0.0364896503	-0.0136620163	0.1899137804	0.1345778641	0.1091060021	-0.0486144555	-0.0008942013	0.0345521516	-0.1663570462	0.0414152357	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0957158	-0.0122202	0.00014933328804	0.00916151436964	-0.00148177	0.04632783	0.0021462678325089	2.1956423329e-06	0.0766709	0.03679	0.0013535041	0.00587842690681	0.00117189	0.000448285	2.009594412250001e-07	1.3733261721000002e-06	-0.000293699	0.0001998379999999	3.9935226243999976e-08	8.625910260100003e-08	0.00011856	-0.000416503	1.7347474900900004e-07	1.40564736e-08	0.0	0.0	0.0
44141.11709655243	0.2460281824460253	1948438218.531553	0.0605298665576947	68815.68644391287	-567.0739451852569	4735598700.746934	321572.8593079717	40616.00326675163	-15.685563035614903	1649659721.364779	246.03688774424867	45740.791457496656	43658.23997830352	1.117755	21.238199	0.08036043	0.0457497	-0.0090579996	0.096025891	-0.0281223968	-0.0370867245	-0.0832335756	0.0190714513	0.0189594885	-0.0291552801	-0.1310183888	-0.0757564505	-0.1246315643	-0.0883995074	-0.0347182225	-0.0060195464	-0.023962666	0.0217322049	-0.0084850356	-0.0036894981	0.1023471991	0.0572727492	0.055770661	-0.0634773711	0.0953938915	0.0019031443	0.0580377303	-0.0646032962	-0.0270986559	-0.0211765365	0.0059297352	-0.0772692436	0.1631860573	-0.043683629	-0.0331376284	-0.0037823566	0.0289991133	-0.0125447203	0.0969791068	-0.0295003507	0.0073189208	0.028255048	-0.0285925762	0.2086045555	0.0058355033	-0.0605750119	0.1254568515	3.1443e-05	-0.0272033755	-0.108489939	0.0845404127	-0.0818159451	0.0168915408	-0.0010729829	-0.0097067737	0.0999826572	0.0313597013	-0.0518739913	0.0342903823	-0.0125879682	-0.0107001288	0.0128163358	-0.0443569163	-0.0738872504	0.0926817467	0.003795562	0.1267075864	-0.067260798	0.0094008806	-0.0118768034	0.0661544489	0.038981476	-0.0292348601	0.0487950101	0.0232778754	0.0452075328	0.0038166808	-0.020151696	0.0344985467	-0.0048719565	0.0904044639	-0.0490761989	-0.0765653737	0.1529902464	0.0833312559	0.0246669015	-0.0525402092	0.0587879167	-0.0470723417	-0.0540577624	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0857900999999999	-0.0099257000000001	9.851952049000211e-05	0.0073599412580099	-0.0314279	-0.02994613	0.0008967707019769	0.00098771289841	0.0771600999999999	0.0004891999999998	2.3931663999990025e-07	0.0059536810320099	0.000572678	-0.000599212	3.5905502094400014e-07	3.27960091684e-07	-0.000375915	-8.221599999999997e-05	6.759470655999996e-09	1.41312087225e-07	0.0	-0.00011856	1.40564736e-08	0.0	0.0	0.0	0.0
44092.88826468469	-48.228831867738336	1944182795.5219688	2326.0202233265727	68672.91514085403	-142.77130305883475	4715969273.94294	20383.64497711764	40591.76854083555	-24.23472591608152	1647691673.2727664	587.321940227593	45724.44986717704	43413.402481396704	1.139045	21.642733	0.08228615	0.0414059	-0.0927687592	0.0435253639	0.0041239974	0.011075929	-0.0679603633	-0.0451873731	-0.001383025	0.0011687406	-0.0185313002	0.0708130498	-0.0149095153	-0.0507269871	0.0134734641	0.0123116002	-0.0060228977	0.0073735009	0.0787419739	-0.012373477	-0.0439343117	0.0949836372	0.1840503106	-0.0436727048	0.0161426059	0.1021343005	-0.0643610695	-0.0202833761	-0.0493397589	0.1048044092	-0.067313734	0.0801505222	0.0090806053	-0.0793353141	0.0071625057	-0.0187955813	0.0255655593	-0.0137375877	-0.018904044	0.0649629034	0.0376216899	-0.0719950378	-0.0169125064	-0.0495952428	-0.0222258567	-0.0381519522	-0.0537989937	-0.0030745364	-0.0757021325	-0.0576594127	-0.0067225997	-0.1152186752	0.0555088516	-0.1588324992	-0.0007149336	0.0686389821	-0.0110156526	-0.0557009574	0.0314971873	0.007010047	-0.008178362	-0.007160282	0.0282751295	-0.124823859	-0.0951250228	-0.0357182816	0.0413024876	-0.0620723972	-0.0244891159	0.0467588345	-0.004977018	0.0318711489	-0.0898042348	-0.0439430542	-0.0314073013	0.029495802	-0.0199359706	-0.0725947892	0.087692168	0.0721908061	-0.0763922133	0.1046624792	0.0220193021	0.0628705126	-0.0064644588	0.0558547117	-0.0534842368	0.0814095804	-0.0319971192	0.130818318	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0957206	0.0099305000000001	9.86148302500021e-05	0.00916243326436	-0.0174207	0.0140072	0.00019620165184	0.00030348078849	0.0489947	-0.0281653999999998	0.0007932897571599	0.00240048062809	0.000513655	-5.902299999999995e-05	3.483714528999994e-09	2.638414590250001e-07	-0.000293699	8.221599999999997e-05	6.759470655999996e-09	8.625910260100003e-08	0.000462422	0.000462422	2.13834106084e-07	2.13834106084e-07	0.0	0.0	0.0
44118.58980440611	25.701539721419977	1946449966.3294468	660.5691440517288	68737.80438212541	64.8892412713758	4724885751.275339	4210.61363277482	40712.60624445922	120.83770362367068	1657516307.2163796	14601.750617042071	45963.83878744143	43538.54419155207	1.146074	21.776285	0.05214225	0.0318759	-0.0443257561	-0.0705564445	0.0251999435	-0.0018163629	0.0064375721	-0.0854293787	-0.0188529355	0.0588491021	0.0600530101	0.0074763771	-0.0636657122	0.1190258782	-0.0179608643	0.1023787822	0.0683837466	0.0264976969	-0.1367911128	0.0569537181	-0.0731610178	0.0625740105	0.1000846467	-0.0422931029	-0.0543921586	-0.1102074523	0.0428202515	-0.0853398862	0.0361875032	-0.0135128731	0.039330764	0.0187736574	0.0137964012	0.0201631493	0.0283021937	-0.0995427545	-0.0126701235	0.02703858	0.0449598095	0.0057732389	0.0978438476	0.0795561448	-0.173211559	0.1579225853	0.1946497956	0.0308912813	0.1306758653	-0.0511905374	0.0584378852	-0.1604664449	-0.0272377694	0.001826137	-0.0602783523	0.0264438854	-0.1110361029	-0.0495790013	-0.0594191354	-0.0547506211	-0.1272191647	-0.0250961573	-0.0358251681	-0.0832573871	-0.0168836303	0.0563194549	0.0744219713	0.0237247266	-0.0272829366	-0.090413592	0.0089504517	-0.1165870872	-0.086486167	-0.0555982332	-0.0865457309	-0.0504843619	0.0521558666	-0.0491985567	0.0382138551	-0.021602334	-0.0620171161	-0.0607917349	0.0718555315	0.2062223368	0.0347947005	0.0644804506	-0.0589916989	-0.0200549746	-0.1056532834	-0.0990121746	0.043448378	-0.0852041431	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0781914999999999	-0.0175291000000001	0.00030726934681	0.0061139106722499	-0.0173981	2.260000000000109e-05	5.107600000000492e-10	0.00030269388361	0.0261559	-0.0228388	0.00052161078544	0.0006841311048099	0.000709338	0.000195683	3.8291836489e-08	5.03160398244e-07	-0.000293699	0.0	0.0	8.625910260100003e-08	0.000501774	3.935199999999999e-05	1.5485799039999987e-09	2.51777147076e-07	0.0	0.0	0.0
44164.85662570919	46.26682130307745	1950534560.7694488	2140.6187534909013	69405.12446559446	667.3200834690506	4817071302.084659	445316.0938011407	40679.93140514184	-32.67483931737661	1654856819.1270454	1067.6451244163802	45947.25298328732	43604.89216176029	1.099729	20.895691	0.1286283	0.0641747	0.042510931	-0.0848485761	0.0314893834	-0.1226079908	0.0738608772	0.0185098894	0.152927738	0.0382944983	0.11040383	0.1445939959	0.0851666342	0.1398522308	-0.0929403481	-0.0274857128	0.0476296474	-0.1375853964	0.071214755	-0.029881269	0.0540564257	-0.0432977053	0.0328691032	-0.1473261343	-0.0288275681	-0.0474648191	-0.1048101314	0.0429337215	0.0439071941	-0.0847648877	0.0306069027	-0.105737058	-0.1412747505	0.0003158812	0.0102972837	-0.0279641699	-0.051087689	0.1112267199	-0.0261062064	0.030022447	0.0914833519	-0.0596025777	-0.0010625832	-0.0093858231	0.0161774413	0.0050698271	0.0488549966	0.0215192655	-0.07755954	0.0814330643	0.110875295	-0.0157660948	0.053285683	-0.069947955	-0.0666648397	-0.1061807467	0.0822313916	-0.0584840285	-0.0925494809	-0.0711454955	0.0589145569	0.0675504567	-0.0459319422	-0.0647850949	-0.0597326443	-0.1098188668	0.048657172	0.0445506974	0.0727304711	-0.0512810052	-0.090180018	0.0797823363	-0.0026932525	0.0871761481	0.0591060823	-0.0157172626	-0.0208383427	-0.0159788458	-0.1941466266	0.1214461651	0.0283460766	0.0862483293	-0.099538639	-0.056823227	0.0491989156	0.0409130544	-0.1384746199	-0.0177450829	0.1337197359	0.0164973727	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0666922	-0.0114992999999999	0.0001322339004899	0.0044478495408399	0.0227363	0.0401344	0.00161077006336	0.00051693933769	0.0733492	0.0471933	0.00222720756489	0.00538010514064	0.00095116	0.000241822	5.847787968400002e-08	9.047053456e-07	-0.000586401	-0.0002927019999999	8.567446080399997e-08	3.43866132801e-07	0.000440272	-6.150199999999995e-05	3.782496003999994e-09	1.93839433984e-07	0.0	0.0	0.0
44232.607273763904	67.7506480547163	1956523546.2350316	4590.150311834032	69722.31517838966	317.19071279519994	4861201233.834705	100609.94828352702	40722.47856872415	42.54716358231235	1658320260.780198	1810.2611289000463	45924.08941037588	43747.08446978401	1.096	20.824848	0.12550525	0.0697471	0.0973018027	0.0116041732	-0.027995641	-0.0971504073	0.0470607825	0.1110776135	0.080805323	0.1161335162	-0.0626816497	0.0538203507	0.0761190903	-0.0482414239	-0.0082841797	-0.0860606237	0.0310202369	0.0273889552	-0.1053467648	-0.0243837233	0.1679990598	0.0508661241	0.0736303858	0.0616335841	-0.0461024654	-0.0295871189	-0.1142272215	-0.1410503912	0.1216918868	0.0958644549	0.0210681919	-0.0582496234	-0.0267537279	0.0651067354	-0.0560376318	0.1043368383	-0.0297463319	0.0107852649	0.0652382013	-0.0214225275	-0.0224238454	0.0210133046	-0.006101235	0.0525420878	-0.0103860175	-0.0844556704	0.0221076171	-0.0236813598	0.181526156	0.0785030817	0.0817105585	0.0365151506	0.0492444557	0.0925182079	0.0576156299	0.0427732167	0.1031767584	0.0120542762	0.0432877118	-0.0861917014	-0.1157782521	-0.0769849738	-0.1309766309	-0.0604069058	0.0332147677	-0.0464599292	0.0473544959	0.1061935732	-0.0196409351	0.010503815	-0.1201957541	0.1111999077	0.0403378622	0.0149209643	0.1349696221	0.130552616	-0.0332123453	-0.0992532387	-0.0590644996	0.0719819553	-0.0709076505	-0.0044957965	0.010481339	-0.0175310795	-0.0229705131	-0.1320356434	0.0797741367	-0.0249676032	0.0123503842	-0.0619893397	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0575081	-0.0091840999999999	8.434769280999988e-05	0.00330718156561	-0.0251089	-0.0478452	0.00228916316304	0.00063045685921	0.0733035999999999	-4.560000000010389e-05	2.0793600000094747e-09	0.0053734177729599	0.000138564	-0.000812596	6.603122592160001e-07	1.9199982096000002e-08	-0.000470662	0.0001157389999999	1.339551612099999e-08	2.21522718244e-07	0.0	-0.000440272	1.93839433984e-07	0.0	0.0	0.0	0.0
44235.314381297554	2.7071075336498325	1956763038.4122305	7.3284311987436785	69035.09280524735	-687.2223731423146	4765844038.629114	472274.5901473547	40658.03389803118	-64.44467069297389	1653075720.4534523	4153.115580725847	45781.37165262613	43992.66901513009	1.168094	22.194679	0.09373977	0.0613246	-0.0092894871	0.0937347666	-0.0722960387	-0.1152144273	-0.1239561492	0.0638858424	0.0516724202	0.0794425316	-0.0522512867	0.0006648826	-0.0295312762	-0.0792992645	-0.0472977429	0.0187023593	-0.0099747797	0.0486234637	0.0185541047	0.0380877739	0.1029466504	0.0268029636	-0.0270192897	-0.0446137132	0.0013980219	-0.0352533425	0.0041857308	-0.0648205223	-0.0480276183	-0.1323417923	-0.0072333689	-0.2049799082	0.0424051894	-0.0667991713	-0.0390601353	-0.003649822	0.0076741943	-0.0126200739	0.0349598373	0.0338331853	-0.0369170097	0.1665391601	-0.0581552943	0.0689266035	-0.090282894	-0.0868762532	-0.0448185731	0.0606229107	-0.032533261	0.1059005494	-0.0641567434	-0.139470605	0.0580280915	0.0611923978	0.0225904992	0.1042132283	0.0562839243	-0.0619805248	0.0400852787	0.0356584153	-0.0252816599	0.0496852888	0.0005734442	0.0215908918	0.1067343523	0.0508134159	0.0583604596	-0.0377728214	-0.0207151364	-0.064018814	-0.0413019094	0.0686728572	-0.048791331	0.1324955014	0.0107473179	-0.0188866311	-0.0417291395	0.072951304	-0.0864329145	0.0797524618	0.0434900606	-0.0645402221	-0.0773675048	0.0287408986	-0.0238565318	-0.0115593401	-0.0021795908	0.0872212323	0.114777113	-0.0424964037	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0575175	9.399999999999686e-06	8.835999999999409e-11	0.00330826280625	0.00911107	0.03421997	0.0011710063468009	8.301159654490001e-05	0.073329	2.5400000000105893e-05	6.451600000053792e-10	0.005377142241	0.00107477	0.000936206	8.764816744360002e-07	1.1551305529e-06	-0.000404316	6.6346e-05	4.401791716000001e-09	1.63471427856e-07	-0.000187148	-0.000187148	3.5024373904e-08	3.5024373904e-08	0.0	0.0	0.0
44235.48079090435	0.1664096067979699	1956777760.802468	0.0276921572346549	68845.89224094055	-189.20056430679688	4739756878.451199	35796.85353401038	40665.47240922356	7.438511192383885	1653680646.265323	55.33144875922032	45874.65296668444	43900.36482541184	1.122125	21.32123	0.11813959	0.0589608	-0.0657286826	-0.0066931212	-0.0752345134	-0.0664446227	-0.0334749275	-0.0407661459	0.001544842	0.1015987888	0.0114168078	0.0728227097	-0.0445365128	-0.0438207841	0.0569323345	-0.0397381748	0.0664921099	0.0457763904	0.0180957637	-0.0906809996	0.0935495884	-0.0078469486	0.0980824223	-0.0120902617	-0.0165724719	0.1427233672	0.0233994701	0.0635846811	0.0350807569	0.002897411	-0.0124242533	0.0559923707	-0.0772991862	0.0421155663	0.1749305993	-0.0573801159	-0.1049786334	-0.003818863	0.1124415951	0.04912619	-0.0542717188	0.03641979	-0.0233173311	-0.1211429432	0.0106727672	-0.0912145218	0.065560007	-0.0240613794	-0.0238117137	0.0762959425	0.05980861	-0.0868518078	-0.0998316963	0.0916059476	-0.0046418675	0.0213835421	-0.0500220476	-0.05118896	0.0640550962	-0.0500458603	-0.0959742743	0.062159472	0.0271954713	-0.0812679632	-0.0007089311	-0.0906201831	0.0703476338	0.0036104041	0.0061745677	0.0171468017	-0.0973554622	-0.0195020397	-0.0376824809	-0.0072319135	0.0230671344	-0.0885109109	0.1041258383	-0.0697280427	-0.0414614587	0.0351039082	-0.0591763196	0.0367431635	0.0020611164	0.0920324931	-0.05620615	0.0906871546	0.1098208426	0.0686791553	0.0707110513	0.0705854776	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0459279	-0.0115895999999999	0.0001343188281599	0.00210937199841	-0.0128906	-0.02200167	0.0004840734827889	0.00016616756836	0.0533598	-0.0199692	0.00039876894864	0.00284726825604	9.16086e-05	-0.0009831614	9.666063384499603e-07	8.392135593959998e-09	-0.000470279	-6.596299999999999e-05	4.351117368999999e-09	2.21162337841e-07	-0.000429606	-0.000242458	5.8785881764000014e-08	1.8456131523600001e-07	0.0	0.0	0.0
