global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
43781.7359645824	n/a	1916840404.072408	n/a	69034.60598936776	n/a	4765776824.107251	n/a	40213.87510016026	n/a	1617155750.571289	n/a	45869.54988789835	39634.005570442	n/a	n/a	n/a	n/a	-0.0356778866	-0.0224005897	0.1502387561	-0.0721300387	0.1335052221	0.2639709868	0.002554006	0.0895480987	-0.0480144213	-0.0967183636	-0.2048894063	0.0437403509	-0.0010997174	0.0775326941	-0.1052960828	0.0822099415	-0.1050083348	0.0358906058	-0.1471590899	0.0403263414	-0.1980665072	0.1510811229	-0.0975572791	0.0145593894	-0.041609306	0.0464791755	0.0044233436	-0.0164007241	0.0586088296	-0.0437348187	0.0475919518	-0.0343020125	0.0227832295	-0.0772996942	0.0409451287	-0.0874452827	0.0257799905	-0.049961452	0.00072314	-0.0353322683	0.0474668518	-0.0307980036	0.1155984027	-0.2143964499	0.0206717401	-0.0225017728	-0.0426349975	0.000758342	0.0035783277	0.015468024	-0.0711031481	0.0546935956	0.0527723381	0.1863849514	-0.1983614657	0.0718849213	-0.0814585063	0.1069133294	-0.0400358416	-0.0545219711	0.1318143381	-0.1853717431	0.0915369252	-0.169788817	0.0084962535	-0.0167869252	0.0205004219	-0.1768522159	0.0129420269	-0.1588178708	-0.0338687447	0.1728603719	-0.0493780554	0.0151464097	-0.1333081868	0.0514727586	-0.0910260775	0.0038137958	-0.0641345053	0.0184460847	-0.0832118246	0.1006500483	-0.09713129	0.1004228375	-0.0253498546	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0400635	n/a	n/a	0.00160508403225	0.0154525	n/a	n/a	0.0002387797562499	-0.000170552	n/a	n/a	2.9087984704e-08	-0.000306681	n/a	n/a	9.4053235761e-08	0.00164756	n/a	n/a	2.7144539536e-06	0.000797045	n/a	n/a	6.35280732025e-07	0.0	0.0	0.0
43911.68203546191	129.94607087950862	1928235819.1835084	16885.98133702228	68698.23527072123	-336.3707186465326	4719447529.311366	113145.2603627848	40367.79556814713	153.9204679868708	1629558919.031719	23691.51046529732	45910.82220970731	40812.73574726545	1.21463	20.886421	0.0838374419999999	0.0460372	0.0245217527	0.0103556245	0.1396072206	-0.0342017867	0.1336244831	0.0470229091	0.0209677913	-0.0707030796	0.0768916046	-0.1078685896	0.0191696924	-0.0307255912	0.0225675871	0.1077222953	-0.1218476285	0.0066623002	0.1107734084	0.0621828199	0.0357281569	-0.0710755537	0.0353666281	-0.1158103907	-0.0154655599	-0.00573969	0.0586055432	-0.1136054994	-0.0015081573	-0.034470639	-0.008565523	0.0333786778	0.0619631977	-0.0935097754	-0.0186815704	-0.050843372	-0.0231641841	0.0707533194	-0.0499651873	-0.0188751803	-0.1195970114	-0.1147143982	-0.0095310439	-0.0536557184	-0.0399341864	0.0902644968	-0.0331564671	-0.0059744704	-0.0366104295	0.0672548604	-0.0818043492	0.1249809555	-0.1024648915	-0.0201624107	0.0264061013	0.0222817087	-0.0315505047	-0.013738693	-0.0680874591	0.0789502585	-0.1130728915	-0.0463004037	-0.0421839623	-0.0168416197	0.1260560992	0.1046992689	0.0456101833	0.1074452141	0.0212729499	0.0428317999	-0.0101352866	-0.1135749104	0.0749127396	0.0689175414	-0.0082613755	0.0795020342	-0.0454436404	-0.062180633	-0.0141889471	0.0396310414	0.1464272362	0.181753366	0.0133514109	-0.043976452	0.0043855271	0.0058833176	0.0062535033	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0502908	-0.0102272999999999	0.0001045976652899	0.0025291645646399	0.00875291	-0.00669959	4.48845061681e-05	7.661343346809999e-05	0.0195284	0.019698952	0.0003880487098983	0.00038135840656	-0.000965739	-0.0006590579999999	4.343574473639999e-07	9.32651816121e-07	0.0015119	-0.0001356599999999	1.8403635599999974e-08	2.28584161e-06	0.000647531	-0.000149514	2.2354436196e-08	4.19296395961e-07	0.0	0.0	0.0
43922.84627805053	11.164242588616617	1929216425.1652567	124.64031257748104	68378.89009144764	-319.34517927358684	4675672610.138276	101981.34352527931	40345.96950835623	-21.82605979089567	1627797255.5692108	476.37688599575273	45870.30034589085	40885.93090931185	1.160909	19.962656	0.06546508	0.0337213	0.0174496001	0.1075875146	0.0684204322	-0.0598736465	0.0606953087	-0.0853454201	0.0766880863	0.0252052784	0.0591582058	-0.0975715795	-0.0657770518	0.1168371034	0.110224859	-0.0072766477	0.0560727522	-0.0532885019	0.13899682	-0.0902337247	0.101441114	0.0893888039	-0.0087701924	0.0266818951	0.153750103	0.0963717968	0.0185036433	0.0378775604	-0.0228543832	-0.0418479482	-0.0435410485	-0.0399175151	0.0215977081	-0.0104171308	0.1106015993	-0.0917026794	-0.1706084042	0.0704653639	0.0735747038	-0.0632102603	-0.0891388075	0.1016739905	-0.0660425115	-0.0867308964	-0.0776670227	0.0175434283	0.1060164954	-0.0135698038	0.0416874386	-0.0568421482	0.1243083804	0.0657246262	-0.078797367	-0.0116183007	-0.0255618929	-0.0319261644	0.0028601577	0.1607484967	0.0257253158	0.0513311132	-0.0609899746	0.1026581313	-0.0804529207	-0.0738480962	-0.0217820769	0.0790214973	0.1133900485	-0.0766247317	-0.1274012835	0.0201355278	-0.035904345	0.0413561339	0.0747578487	-0.055175661	0.1594580133	0.0805574319	-0.1159989701	0.0091308157	0.0040971817	-0.0495414638	-0.0492238597	-0.0159263445	0.0019246823	-0.0342347905	0.0092604313	-0.1062675793	0.0859526924	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0431747	0.0071160999999999	5.06388792099999e-05	0.00186405472009	-0.0175291	-0.0262820099999999	0.00069074404964	0.00030726934681	0.00610053	-0.01342787	0.0001803076927369	3.72164662809e-05	-0.0008863039999999	7.943500000009995e-05	6.309919225015879e-09	7.855347804158228e-07	0.00128175	-0.00023015	5.2969022500000064e-08	1.6428830624999997e-06	0.000710728	6.319699999999997e-05	3.993860808999997e-09	5.05134289984e-07	0.0	0.0	0.0
43939.585491535305	16.739213484775973	1930687173.16794	280.2012680889058	68397.36930554119	18.479214093546037	4678200127.918588	341.4813535151104	40247.027732467184	-98.9417758890486	1619823241.2979827	9789.475016078715	45765.92980266381	41186.44000731978	1.175298	20.210083	0.10599467	0.0566979	0.02017956	0.1504325607	0.0015478163	-0.0796893345	0.0340214795	-0.0728656907	0.0017040168	0.0448248536	-0.0285218717	-0.0658590834	0.0439500813	0.0207418453	0.0620833054	0.0237309772	0.0354698389	0.0185347959	-0.0776721087	-0.099417013	0.15558605	0.0261919782	0.0721790533	-0.1630829341	-0.0919392817	0.0377327337	-0.1561179918	-0.0604777957	-0.0222181584	-0.0970383862	-0.0127075946	0.0578751254	-0.049995759	-0.0160223347	-0.026843427	-0.0451967927	-0.1438665868	-0.0563029085	-0.0643841979	-0.0108588616	0.0502873552	-0.0197535037	0.0438730897	0.0096938219	0.1175058733	-0.0461137207	-0.0995042572	-0.1098603442	-0.0762455847	-0.102203365	-0.0478419529	-0.0109475842	-0.0819132701	0.0594891789	-0.0225312297	-0.0660761627	0.0320315409	-0.012399728	-0.0004250705	0.0079517271	0.0543982034	-0.0801796139	0.0101910112	-0.0796237431	-0.0940138937	-0.0144459879	0.1331037014	0.10600971	0.0029750481	-0.0551875803	0.0133694003	0.0617323445	0.1075424413	-0.1326108568	-0.0339916879	0.0073793416	-0.0964706413	-0.0293305765	0.0762390766	0.0990175022	0.1499902535	0.0446357065	-0.0932076251	-0.0354659189	-0.0839866124	0.0078686248	-0.0459704663	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0338265	0.0093482	8.738884324000001e-05	0.00114423210225	0.0242136	0.0417426999999999	0.0017424530032899	0.0005862984249599	0.0119742	0.00587367	3.449999926890001e-05	0.00014338146564	-0.000266762	0.0006195419999999	3.838322897638762e-07	7.116196464399998e-08	0.00164281	0.00036106	1.3036432360000005e-07	2.6988246961e-06	0.000710728	0.0	0.0	5.05134289984e-07	0.0	0.0	0.0
43872.23081666819	-67.35467486711423	1924772636.83101	4536.652226454669	68348.49994502794	-48.86936051324301	4671517444.735485	2388.214396973315	40258.21344866072	11.185716193533151	1620723750.0779266	125.12024676226982	45747.95136226142	41474.40097274572	0.996353	17.132998	0.0515656	0.0286537	0.0343937334	0.1196827897	-0.0034893332	-0.0224135534	0.0165436028	-0.0788801078	0.0424629147	0.0127846087	-0.0061507905	-0.072935463	0.0433201618	0.000844344	-0.00531846	-0.0065988009	-0.0670653575	0.006354727	0.08747882	-0.0691077543	0.1425572365	-0.0479213436	0.13923957	-0.0763719126	-0.0652638334	0.0995344312	-0.0274260012	-0.0936212191	0.0070394074	0.0735282728	-0.0659576242	0.0053705866	0.0304096919	0.0749752939	0.0616225542	-0.0140277158	0.0255721487	0.063629666	0.0034393325	0.0152973823	-0.0442977497	-0.0746522437	0.0712425205	0.1547617702	0.0181717142	0.0596253003	-0.0539529313	-0.0889129323	-0.0472975522	-0.0268486678	-0.0914112117	-0.1554224031	-0.0879687771	0.0240741822	-0.0565700239	-0.0508045288	0.0630535632	-0.0309106074	0.0697583266	0.00912352	-0.0098749836	-0.0196412876	-0.0823651559	-0.0082087497	-0.0613166323	0.033768102	0.0523643068	0.0200983613	0.0614949632	0.0300450305	0.0228780947	0.0198014573	0.1142813016	-0.0949823012	0.1076035248	0.0118556266	0.0528851984	-0.096379758	0.0431127673	-0.1120237482	0.2038777953	0.0425737496	-0.0031255704	0.0641217379	-0.0538064685	0.0108631284	-0.1035412596	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0489665	-0.01514	0.0002292196	0.00239771812225	0.0386198	0.0144062	0.00020753859844	0.00149148895204	0.0135409	0.0015666999999999	2.4545488899999967e-06	0.00018335597281	-0.000645386	-0.000378624	1.43356133376e-07	4.1652308899600005e-07	0.00161238	-3.042999999999991e-05	9.259848999999945e-10	2.5997692644000003e-06	0.000710728	0.0	0.0	5.05134289984e-07	0.0	0.0	0.0
43853.0904436424	-19.140373025787994	1923093541.4582808	366.3538795663127	68316.58168848303	-31.918256544915494	4667155333.599175	1018.7751008670408	40258.44031641102	0.2268677503016078	1620742016.7100282	0.0514689761269127	45795.420299319405	41110.12467048777	0.999377	17.184992	0.07472414	0.0435627	0.0062040632	0.0887062953	-0.0566958958	0.0034285331	-0.0155222803	-0.065391135	0.0504101443	0.0307962357	-0.04178278	-0.0081883928	0.0608618649	0.0012519171	0.0937180704	-0.0133751513	0.0985209454	0.0258084617	-0.0618392382	0.047791029	0.0595959874	-0.0114595158	-0.0784596847	0.1137409166	-0.0218574304	-0.1328527004	-0.0813163218	-0.0955922515	-0.1010805538	0.0031623021	-0.0016559701	-0.0880073675	0.0619046126	-0.0849682306	-0.1681853695	0.130324372	0.0573906588	-0.0325273788	0.0839991699	0.1119446047	-0.1052591161	0.0633805459	-0.0146230351	0.0232685577	-0.0729401642	-0.0179453432	0.040259922	-0.0129029224	0.003340882	-0.020311423	-0.10160152	-0.1478699603	-0.0278096233	0.0480241496	-0.0481106797	-0.0509772785	0.0295560029	-0.0085379762	0.0548711743	-0.1202572423	0.0243760404	-0.082481429	0.0068040256	-0.054784549	-0.0619855786	-0.0009889757	0.0349952642	0.0477294936	0.0278524809	-0.0393338194	-0.0125419052	-0.1144037467	-0.2159392552	0.0207098367	0.0414362007	-0.0783622904	0.0287597285	0.1111264123	0.028890031	0.0036368842	0.035844116	-0.0669941575	0.056090215	0.0345577749	-0.0248441261	-0.0208788368	0.0211976848	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0412617	0.0077048	5.936394304000008e-05	0.00170252788689	0.00207036	-0.03654944	0.0013358615643136	4.286390529599999e-06	0.0142749	0.000734	5.387560000000004e-07	0.00020377277001	-0.000927404	-0.000282018	7.953415232400005e-08	8.600781792160001e-07	0.00129968	-0.0003126999999999	9.778128999999997e-08	1.6891681024000005e-06	0.000710728	0.0	0.0	5.05134289984e-07	0.0	0.0	0.0
43810.82691688088	-42.26352676152601	1919388555.140894	1786.205694322225	67876.70742252174	-439.8742659612908	4607247410.522617	193489.3698549844	40195.82820846688	-62.61210794413637	1615704605.364582	3920.2760612081847	45737.053777506175	40691.714623557775	0.974002	16.748667	0.07219919	0.0417859	-0.0050542125	0.0932306276	-0.0536937803	-0.0568422434	-0.0273701987	-0.0638057642	0.027625811	-0.0372070205	-0.0825613177	-0.0418662358	0.0828361469	-0.0754668141	0.0457153	0.0074638451	-0.0247028945	0.0045588255	0.0003403811	-0.051822028	0.0289564121	-0.1020186298	0.0867174135	0.1426680217	-0.0149720565	0.0070488455	-0.0986124121	0.074349145	-0.0131268016	0.0518598245	-0.0354861372	0.0448998226	0.0839012051	0.1259621586	0.073145944	-0.1785566354	0.0713890007	0.1877654621	-0.0473482342	0.0758151025	-0.0535247076	-0.0242838182	-0.1465241465	0.040330779	0.0452952362	-0.1231507876	-0.1028916699	0.0810086158	0.125676798	-0.0389787397	0.0175165147	-0.0018658271	-0.0324646443	0.0871420954	-0.0289898921	-0.0627817662	0.0489455397	-0.0329617531	0.0010273389	-0.0551907314	0.023337094	-0.0885793021	0.0227184938	0.0234779654	-0.0890332239	0.016980892	-0.0970258838	-0.0694996362	0.0948526554	-0.0931216466	0.006263356	0.0534133888	0.0824310561	-0.0469685586	0.1821079701	-0.0244476426	0.0059085981	0.077333411	-0.1067015801	-0.0380112075	0.0646974025	0.0990941377	0.1017070214	0.1345738176	0.0921868231	0.019805929	0.0042118976	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0456654	-0.0044037	1.939257369000003e-05	0.00208532875716	0.034028	0.03195764	0.0010212907543696	0.001157904784	0.0143131	3.820000000000039e-05	1.4592400000000294e-09	0.00020486483161	-0.000571251	0.000356153	1.26844959409e-07	3.2632770500100005e-07	0.00165952	0.0003598399999999	1.2948482559999997e-07	2.7540066304e-06	0.000710728	0.0	0.0	5.05134289984e-07	0.0	0.0	0.0
43819.88887338294	9.06195650206064	1920182660.8756297	82.11905564523909	68104.95376849649	228.24634597475236	4638284727.809044	52096.39445082634	40237.642222794566	41.81401432768325	1619067851.64962	1748.4117941957004	45746.18269174442	41039.69115944844	0.956578	16.449036	0.06983173	0.0403857	0.0020567889	0.0709252199	-0.0766712174	-0.0171508798	-0.0317920427	-0.0917632446	0.0402346877	0.0314679863	-0.0560380352	-0.0303689407	0.0616210348	-0.0221843206	0.0050299879	-0.0421622243	0.0348584039	0.0934930205	-0.0363255428	-0.1222186967	0.0303098935	0.0834113058	0.0228042687	-0.0093705207	-0.0425602259	0.0220907594	-0.0919890274	-0.0360371138	0.1872411183	0.0923193278	-0.0207675675	-0.0157246361	0.0614250039	-0.018081655	-0.0154622959	0.0369072223	0.0651205008	-0.1347107404	-0.0112696184	0.1114266285	-0.02654592	-0.0416545669	-0.0387742648	-0.0997418784	0.1709781836	-0.0733940867	-0.0069279168	0.0245920279	-0.1688011515	0.0499610837	0.0367142645	0.0074337719	-0.0297469242	0.0700272332	-0.0281340348	-0.0562265705	0.0424799839	-0.0311983287	0.0393423925	-0.0330651338	0.0523671157	-0.0783429877	0.0106420398	-0.020520074	0.0055714413	-0.110256219	0.0473984995	0.0094230186	0.0611163105	0.0474977542	-0.0178168605	0.0016436293	-0.0300720546	-0.0749793714	0.1478441609	-0.0170739949	0.1044070869	0.0431663218	-0.0537687728	-0.0355360553	0.0484393544	-0.0477158246	-0.1258418626	0.2018342049	0.0324398774	-0.0488488402	0.0289884632	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0471935	-0.0015280999999999	2.3350896099999925e-06	0.0022272264422499	0.00655402	-0.02747398	0.0007548195770404	4.29551781604e-05	0.0167583	0.0024452	5.979003039999999e-06	0.00028084061889	-0.00103609	-0.0004648389999999	2.160752959209999e-07	1.0734824880999998e-06	0.00135667	-0.00030285	9.171812250000009e-08	1.8405534889e-06	0.000710728	0.0	0.0	5.05134289984e-07	0.0	0.0	0.0
43768.60790998519	-51.28096339774493	1915691038.3780184	2629.737207000855	67667.43643612893	-437.51733236755535	4578881953.837549	191421.4161220219	40339.17052999084	101.52830719627671	1627248679.0476816	10307.997162141535	45851.07753620005	40053.91397735014	1.073129	18.453213	0.0343220599999999	0.0180048	-0.0337349495	0.0329100775	-0.0704561033	-0.0495272756	-0.0560195317	-0.0454562412	0.0070149509	0.0063670159	-0.0035653648	-0.0020370482	0.0641018825	-0.1409980959	0.1397851056	-0.0677514624	0.0432587907	-0.0069525333	-0.0463034055	-0.1073391315	0.035862731	0.0363810253	-0.1140254029	-0.0165040391	-0.0021610961	-0.0689502592	0.0322263374	0.1579270131	-0.0225195684	-0.0039716478	0.0492244639	-0.0448061559	0.0722009648	-0.0080035869	-0.0051469062	-0.0349980679	-0.1188783365	0.0243745063	-0.0756551504	-0.0618381622	0.2264835254	0.078666471	-0.1012658312	0.0526590941	-0.0117318201	0.1681579691	-0.1017866581	-0.0055490397	-0.1560336754	0.0100639727	0.117587303	-0.0538710051	0.0023272454	0.0542814344	0.0213908009	-0.0773135413	0.0911325663	0.0427512219	-0.0550465695	-0.0704850894	-0.0468716276	-0.1104039082	0.096455757	-0.0214463082	-0.0292035092	-0.0807009248	-0.0486768012	-0.009565149	-0.0168917962	0.0841032156	-0.0493163375	0.0394883721	0.008646211	-0.0906344291	0.0579067794	-0.0262250013	-0.1201025875	0.0486874681	-0.0340386778	-0.0114885049	-0.0807472146	-0.1407547423	0.0836102196	0.0058429231	0.0740866963	0.0848043976	0.055439871	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0338153	0.0133782	0.00017897623524	0.00114347451409	0.00656343	9.410000000000494e-06	8.854810000000929e-11	4.3078613364900005e-05	0.0265079	0.0097496	9.505470016e-05	0.00070266876241	-0.000863103	0.0001729869999999	2.9924502168999966e-08	7.449467886090001e-07	0.00130596	-5.070999999999982e-05	2.571504099999981e-09	1.7055315216000004e-06	0.000710728	0.0	0.0	5.05134289984e-07	0.0	0.0	0.0
43814.05003833168	45.44212834649079	1919670980.761433	2064.9870286589417	67943.88493377484	276.4484976459062	4616371499.894035	76423.77185067859	40265.97459506639	-73.19593492444983	1621348710.090532	5357.644889464295	45784.34345709782	40520.191635755495	1.000328	17.201361	0.07671632	0.0477151	-0.0189425578	0.0731194622	-0.0542014752	-0.0636977637	-0.0406261387	-0.0411495167	-0.0200373137	0.0207368115	-0.0322896278	-0.0423835109	0.0523414567	-0.0340731968	0.0141002279	-0.044296365	0.0047631188	0.0704857121	-0.0636151882	0.0434005214	-0.0080644915	0.0288832699	0.0341645675	-0.0433589608	-0.1494937446	0.0277373744	-0.0078040361	0.0080878245	-0.0265738578	0.0846655853	0.0694443201	-0.0619401031	0.025792039	-0.1740713186	0.1068017254	0.0276851002	0.0505459363	0.0122676757	-0.1492676643	0.0547186572	0.0047400438	0.1268337416	0.0170561565	-0.0286881079	0.0937502079	0.1261160561	0.0417863203	-0.0273782658	-0.1492360408	0.0403576608	0.0459041538	0.0183365354	-0.0217368075	0.0691422424	-0.0011924908	-0.0572268569	0.0603058456	-0.0207892389	0.0103207433	-0.0492322735	0.027166738	-0.0261384485	0.0414119399	-0.0108185979	0.0048849551	-0.1285519017	-0.0607621788	0.0709111559	0.0851146856	-0.0535422037	-0.0707826403	0.0028761521	0.0004951348	0.0123850483	0.0248393155	0.0346932955	0.1461263173	-0.0169941679	0.0760640209	0.0551986809	-0.0054862989	0.009582841	0.0452285182	-0.0016087109	0.0071742922	0.0525610011	0.0441579658	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0394241	-0.0056087999999999	3.145863743999997e-05	0.0015542596608099	0.0500821	0.0435186699999999	0.0018938746385688	0.0025082167404099	0.0268044	0.0002964999999999	8.791224999999892e-08	0.0007184758593599	-0.000544269	0.000318834	1.0165511955600002e-07	2.96228744361e-07	0.0011762	-0.00012976	1.6837657600000008e-08	1.38344644e-06	0.000807981	9.725300000000004e-05	9.458146009000013e-09	6.52833296361e-07	0.0	0.0	0.0
