global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
43819.492584255466	n/a	1920147930.34162	n/a	68250.47997889871	n/a	4658128017.350055	n/a	40328.41620063324	n/a	1626381153.2514975	n/a	45785.601339798544	41143.90454845758	n/a	n/a	n/a	n/a	-0.0636000036	-0.0212730174	0.1040332399	-0.0565655707	0.0833371507	-0.0253282131	-0.0307187568	0.062612954	-0.0200447032	-0.0177086615	-0.1153264548	0.0779654802	-0.0121614774	0.0322554716	0.00844676	-0.1129655685	0.2420588729	-0.0096209658	0.1167811662	-0.1946990756	0.1745478014	-0.1332532623	0.0668920987	-0.0150479791	0.0178916069	0.014537884	-0.0724913087	-0.0156772309	0.0159651746	-0.0636539991	0.0044457375	-0.0044306076	0.0216730136	-0.0376756606	0.0393506801	-0.0324089961	0.0664036224	-0.0055961689	0.0174757998	-0.1507562078	0.1243225781	-0.102778455	0.0274877822	-0.0662151405	0.1242433679	-0.1022461791	0.0608177465	-0.0058695626	-0.0426724605	0.0164020358	0.0994696276	-0.0192022646	-0.0770608871	-0.0139910484	0.0634357449	-0.0016721455	0.0495982316	-0.037444407	0.0712608209	-0.010917019	0.0933996569	0.1065687091	-0.0725042178	0.0168732251	-0.2458304709	0.0564847524	-0.0345617595	0.0490623862	-0.0036401162	0.0730036596	-0.1842121618	-0.1508001527	0.0640413006	0.0035277835	-0.1297515951	0.0938195508	-0.1061650966	0.1166638822	-0.0669280958	0.0362485723	-0.0923181025	0.0133670249	-0.0067822975	0.0415742154	-0.1446591385	0.0752311149	-0.0678635051	0.0916302958	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0784148	n/a	n/a	0.00614888085904	0.0461101	n/a	n/a	0.00212614132201	-0.0461046	n/a	n/a	0.00212563414116	0.00118858	n/a	n/a	1.4127224164e-06	3.21082e-05	n/a	n/a	1.03093650724e-09	0.000603805	n/a	n/a	3.64580478025e-07	0.0	0.0
43888.07156220086	68.57897794539167	1926162825.4488635	4703.0762160345175	68015.43380413485	-235.04617476386196	4626099235.56465	55246.70427112393	40286.36991110237	-42.04628953087376	1622991600.614174	1767.8904633140646	45853.84844467963	41603.10647408066	1.338411	22.083132	0.1297417099999999	0.0600716	-0.0879587709	-0.0791766389	-0.0211330029	-0.0866663561	0.0043897826	-0.0702198795	-0.0111108062	-0.0331226024	0.0056324512	0.036156041	-0.054269313	-0.0449511126	0.0778274089	-0.0370485862	0.0179105945	0.0096512415	0.1367479033	0.0488082792	0.0019990791	-0.1571534475	-0.0644886956	-0.0598795978	0.0067027147	-0.093646187	-0.0112504219	-0.0069517143	0.0777549558	0.0279564722	0.0148765961	-0.0606116139	-0.0390266295	-0.0433122641	0.0296135127	-0.0262019814	0.0319841463	-0.2048785934	0.0569542909	-0.0028848738	0.1204419286	0.1101531056	0.0826848065	0.0358196866	0.0444279593	0.089957617	0.1251579761	0.121146794	0.1339220951	0.0599267811	-0.0668848495	0.03239264	0.0255697902	0.0397491991	0.0353979558	-0.0944746754	0.0188940724	-0.0333666373	0.0388445506	0.055801065	0.0596084177	0.0013895058	0.0155788365	-0.005231151	0.0977498496	0.106267688	0.0229011593	0.0269200585	-0.225277874	0.1464934026	-0.145858007	-0.0768167582	-0.1492182559	-0.1199964109	0.1100559097	0.0184631668	-0.0326857349	0.0142284926	-0.0388868797	-0.0001543072	0.013872106	-0.0986365184	0.0892931376	-0.0324220152	-0.1011300203	0.1417458294	-0.1074523964	0.0019043292	-0.0007776293	-0.0165767171	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.103211	0.0247961999999999	0.0006148515344399	0.0106525105209999	0.0170435	-0.0290666	0.00084486723556	0.00029048089225	-0.063579	-0.0174743999999999	0.0003053546553599	0.004042289241	0.0008401819999999	-0.0003483980000001	1.2138116640406972e-07	7.05905793123832e-07	-0.000660995	-0.0006931032	4.803920458502402e-07	4.369143900250001e-07	0.000730394	0.0001265889999999	1.6024774920999994e-08	5.33475395236e-07	0.0	0.0
43924.98468039478	36.913118193922855	1929404279.172916	1362.5782947985183	68432.5784766881	417.14467255324416	4683017796.968075	174009.6778395533	40396.652259442446	110.2823483400789	1631889513.7703164	12162.196355402502	45992.30106178736	41642.93242369661	1.369892	22.602564	0.0871462499999999	0.0494224	-0.0807381494	0.0740537693	-0.0813767388	0.0740715463	-0.0366699207	-0.1311883611	0.0626292262	0.0257903776	-0.0372431829	-0.0944093089	0.1117277702	0.038832231	0.1198701241	-0.1028224463	-0.0651703468	-0.0003275972	-0.055135592	0.0802100692	-0.0205847499	-0.2025829694	-0.0166129345	-0.0806051691	-0.0575667013	-0.0538262951	0.0264391505	-0.0791575835	-0.1185538405	0.0948376068	0.0384548232	-0.0567454813	0.0519596898	0.0976159168	-0.1347652733	-0.129277578	0.0177201677	0.023086818	0.0020061643	0.0593275329	0.0422448898	0.0034352198	0.0138609096	-0.1146523751	0.1330833673	-0.0481179143	-0.0473385132	0.0142929451	-0.0627587393	-0.0128012917	0.0751362444	-0.0156155584	0.0489596026	0.0696919143	0.0380304937	0.1059659697	-0.0895834355	0.0209073144	0.1244334758	0.0079751349	0.1326784697	-0.0085172783	-0.1818095889	0.1042249959	-0.0634653642	-0.0099855054	-0.0099133959	0.0138799093	-0.0657028854	0.1190225433	-0.1417504204	0.1449953492	-0.1319240649	0.0577816371	-0.0833027064	0.0543015915	-0.0124956606	0.0714229117	-0.0253815461	0.0303153405	-0.0195522427	-0.0025301289	-0.0457045934	-0.028913935	-0.0924206495	-0.0713781899	0.00960255	0.0225712136	-0.1037255891	0.0774329651	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0623621	-0.0408489	0.00166863263121	0.0038890315164099	0.0170371	-6.400000000000156e-06	4.096000000000199e-11	0.00029026277641	-0.0461564	0.0174225999999999	0.0003035469907599	0.00213041326096	0.00103144	0.0001912580000001	3.657962256403825e-08	1.0638684736e-06	-0.000389995	0.000271	7.344100000000003e-08	1.5209610002500002e-07	0.000615285	-0.0001151089999999	1.3250081880999991e-08	3.7857563122500003e-07	0.0	0.0
43911.25764775347	-13.72703264131269	1928198548.2073877	188.43142513566403	69399.47936344454	966.9008867564409	4816287735.917164	934897.3248103914	40418.43094742956	21.77868798711279	1633649560.2521317	474.31125044001095	45916.27240841984	42082.13911883673	1.276168	21.056164	0.07795885	0.0469722	-0.0967726185	0.1227609491	0.0501248238	0.1684831152	0.0847793916	-0.0907712486	-0.0116749615	0.0918965455	0.0865680668	-0.1759401302	0.0058660323	0.0923920647	-0.0216753884	-0.1193412382	-0.0021284563	0.2031352316	-0.0676751944	0.0224703858	0.0819689459	-0.02413364	0.1533699857	-0.072837116	-0.059201739	-0.056484341	0.037890968	0.0244838326	0.0344336154	-0.0135557386	0.1044871411	0.0746711916	-0.0969966919	-0.0427145349	0.0186458115	-0.0872289134	-0.0186822867	0.0504205012	0.0652714599	-0.071310938	-0.077958357	-0.1625397376	0.0116805254	0.0405773925	-0.0415396601	-0.0317014321	-0.0669902136	-0.1476299618	-0.1351845457	0.0054234739	0.0034738416	-0.0051820109	-0.1060805786	0.0900318792	-0.1190523826	0.156468168	-0.0094465043	-0.0931299992	0.0540795381	0.0492394233	-0.1286104857	0.1070445126	-0.1416461811	0.0408412552	-0.0038005169	-0.0757263292	-0.017067309	0.0251327315	-0.0254450085	0.1256938242	0.0448010254	0.0107475693	-0.0869634515	0.0458921647	0.0192135383	-0.1014739155	-0.0861906301	-0.1031426292	0.0124387311	0.037980195	-0.0953926396	-0.0088203825	-0.0237942536	0.0320402316	0.053662311	0.0427992336	-0.0275431797	-0.1560262682	0.0343589742	0.0170210854	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0486097	-0.0137523999999999	0.0001891285057599	0.00236290293409	0.0170392	2.1000000000014063e-06	4.4100000000059066e-12	0.00029033433664	-0.0146199	0.0315365	0.00099455083225	0.0002137414760099	0.000571004	-0.000460436	2.1200131009600005e-07	3.260455680159999e-07	-0.000197074	0.000192921	3.721851224100001e-08	3.8838161475999993e-08	0.000615285	0.0	0.0	3.7857563122500003e-07	0.0	0.0
43769.13774639496	-142.11990135850647	1915737419.0628965	20198.066362151607	68755.77935967645	-643.7000037680846	4727357195.35651	414349.6948510321	40300.08868686301	-118.34226056654734	1624097148.169024	14004.890636000586	45899.187753946135	41493.46095610489	1.261269	20.810335	0.07137345	0.0443402	-0.0455662997	0.0667106063	0.0976906158	0.0265967881	0.0702548604	0.0033455322	-0.1735428201	-0.0693242753	-0.0874636613	-0.0095616498	-0.086262528	0.0768290318	0.0673625621	-0.2144349695	0.0661015557	-0.014459894	-0.0926957511	0.1826584877	0.027489259	0.0393618001	0.0477309108	-0.0101744261	0.1373432451	-0.0339620978	0.0571026967	-0.0513560658	-0.0999400113	-0.0140359495	0.2181822537	0.200067482	-0.0983661732	0.032341237	0.0317151959	0.1152794756	0.0308593696	-0.0016498679	0.0305102101	-0.1203602729	0.0251106474	-0.0013658287	-0.0105585408	-0.0096295842	-0.0398550935	-0.006530156	0.0430176532	0.0662356471	0.1658865473	0.0469687146	0.0759825102	0.034657965	0.0419074682	0.0349253715	-0.0127123578	0.009283541	0.1003785026	-0.1276068755	0.0339989768	0.0048357226	0.1764944949	0.1022126203	-0.0872527296	-0.0145465761	-0.138346914	-0.0974072336	0.0797518916	-0.1077147885	0.1117794835	0.0129324736	0.0907558143	0.0038065656	-0.1395079145	0.1614543664	-0.0751610128	-0.1026463682	-0.1047878622	-0.0597973152	0.0118411243	-0.0234085572	-0.0025643112	-0.2101161402	0.0539269522	0.091729861	0.0721217316	0.1305468109	0.0671075093	0.0207232277	0.028689331	-0.0169222624	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0486021	-7.599999999996498e-06	5.775999999994678e-11	0.00236216412441	0.0196941	0.0026548999999999	7.04849400999999e-06	0.0003878575748099	-0.0456114	-0.0309915	0.00096047307225	0.00208039980996	0.000994846	0.000423842	1.7964204096400005e-07	9.897185637159998e-07	-0.000148786	4.828799999999998e-05	2.3317309439999983e-09	2.2137273796e-08	0.000333026	-0.000282259	7.967014308100001e-08	1.10906316676e-07	0.0	0.0
43650.90258565018	-118.23516074477811	1905401296.5419216	13979.55323634352	68697.33745729501	-58.44190238144074	4719324173.721468	3415.455953961849	40308.80920263789	8.720515774875821	1624800099.3346648	76.04739537985805	45831.66163871043	40780.49933533326	1.106465	18.256134	0.109251895	0.0593753	0.0009284155	0.0452571063	0.0971323905	0.0704793116	0.0540901126	0.0543828936	-0.1470702812	0.0384934852	-0.0593917885	-0.055323529	-0.0184646565	0.0587763581	-0.0599116891	-0.1396261556	0.030669677	0.0421382444	-0.1289784875	-0.0061632144	-0.0364453945	0.0902742113	-0.0913390525	-0.0101454049	0.0474164646	-0.0043083285	-0.1429748921	-0.0414292377	0.0184566058	0.082845707	0.078577071	-0.0154195435	-0.0690983885	-0.0054977076	0.0284928638	-0.076380155	0.1447284073	-0.040132953	0.0380720203	-0.0122037044	-0.0405661374	0.1099839043	0.0159160817	-0.029650541	0.0816535505	-0.1237763696	0.0199159864	0.0103922517	0.0311176612	-0.1040199423	-0.2037008861	0.0566544194	-0.0269861058	0.0577587707	-0.0552007743	0.0601394026	0.0436911187	-0.0952739106	-0.0501755894	-0.0451126973	0.0916606633	0.1067657229	-0.1089321253	0.1247762682	-0.0316218422	-0.0858423387	0.0655639742	-0.1190412969	-0.0066535423	-0.0558318736	0.0590171043	0.0144531326	0.1216422764	0.0947086069	0.0392763559	0.0336389524	0.0327992823	-0.0605335286	0.0038388234	-0.0025038002	-0.0312605026	-0.0593335567	-0.0016352903	-0.0655239504	-0.067843769	0.0613452593	-0.1575904222	0.013649429	0.0852132635	-0.1144291003	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0241499	-0.0244522	0.00059791008484	0.00058321767001	0.0170657	-0.0026283999999999	6.908486559999997e-06	0.0002912381164899	-0.00069497	0.04491643	0.0020174856839449	4.829833009000001e-07	0.000696072	-0.0002987739999999	8.926590307599994e-08	4.845162291840001e-07	-0.000315113	-0.000166327	2.7664670929e-08	9.929620276900001e-08	5.30297e-05	-0.0002799963	7.839792801369001e-08	2.8121490820899997e-09	0.0	0.0
43504.41587701261	-146.48670863757434	1892634200.8000667	21458.3558074696	67946.6650390625	-750.6724182325124	4616749289.930558	563509.079495048	40252.40399711481	-56.40520552307862	1620256027.546944	3181.547210100739	45746.73599839389	39717.10763427623	1.207891	19.929615	0.050663372	0.0285989	0.0638976396	-0.0472835355	0.0675144951	-0.0338040377	0.0003539864	0.1052578768	-0.0508900381	0.0750289609	0.0344991555	0.0603277274	-0.0630530306	0.0594339632	0.0236626529	-0.0812629239	-0.0574651934	0.0672988104	-0.0227934745	0.0490399501	-0.0847276824	0.054061712	0.0428873546	-0.0408859957	0.1299533605	0.0324363478	0.0163483541	-0.1287175468	-0.21463045	-0.0957937393	0.0022031513	-0.022236046	0.095163563	-0.0604216704	-0.0698178494	0.005742032	-0.1435001703	0.1228492079	0.1152242913	0.0318322034	0.0425261832	-0.011381318	-0.0357594581	0.0480044323	-0.1001278982	-0.0466732556	0.1131472887	0.032402686	-0.0292685149	0.0510166206	0.0043146343	0.1368409366	-0.0518272883	-0.0033884882	-0.0137875675	-0.0202462672	0.0707324629	-0.0145145553	-0.0588380282	-0.070614744	0.0058374484	0.0622241877	-0.0618145233	0.1634975794	0.0042422041	-0.1236566667	0.045171242	-0.0448560369	0.1740391819	0.1057004331	-0.0159484921	-0.0101023901	0.0017160071	-0.0462408536	0.0053466891	0.0700509718	-0.0988153131	0.1753996623	0.0382836779	0.0157235288	0.0758339904	-0.0032952588	0.0820041621	0.1799372789	0.0475096396	-0.0288812393	0.0878866163	-0.0751461803	-0.0614101631	0.0805237605	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0447785	0.0206286	0.00042553913796	0.00200511406225	0.019355	0.0022893	5.2408944900000044e-06	0.000374616025	-0.000673413	2.1557000000000065e-05	4.6470424900000276e-10	4.53485068569e-07	0.00102753	0.0003314579999999	1.0986440576400001e-07	1.0558179009e-06	-0.000192366	0.000122747	1.5066826009000002e-08	3.7004677956e-08	0.000153303	0.0001002733	1.005473469289e-08	2.3501809809000003e-08	0.0	0.0
43571.35559245235	66.93971543974476	1898463028.163929	4480.925503154003	67656.71422829582	-289.950810766677	4577430980.169287	84071.47266425335	40247.14420807104	-5.259789043768251	1619832616.9052663	27.66538078494453	45680.23605157633	39668.59110743876	1.145605	18.901936	0.03615391	0.0179161	0.0536919598	-0.0871283815	0.0557789367	-0.0988501957	-0.0092072812	0.086796679	0.0268773789	0.0337041126	0.0235997427	0.0431341244	-0.0826510693	0.0150312928	0.0147020919	0.0087785666	0.0048593532	0.040400546	-0.1131230609	0.0194907002	-0.1176751688	0.0291172988	-0.1561475509	0.0702516674	-0.0469558126	0.0067066963	9.83297e-05	0.0534101195	-0.0430846913	0.1047214972	0.0141465641	0.0179714223	0.1163720383	-0.0104283892	-0.0038494113	-0.0829859388	-0.0222494398	0.0430325927	0.0661782711	-0.0070716044	0.0094045039	0.0604506988	-0.0042390529	-0.0873284359	0.1300671991	-0.0220168795	-0.0084612733	-0.0886059049	-0.0621288383	-0.0308120288	0.1302103646	0.0354320743	-0.0792466314	-0.0598866204	-0.0464805426	-0.0675019259	0.0131910302	0.0584218548	-0.0379208408	-0.0760723972	0.0077503048	0.0260930742	-0.0544190789	0.0876909321	0.0401949731	-0.0775181527	0.0750051847	-0.0202602417	-0.0058227118	0.1296915475	-0.0108538049	0.0839271638	0.0820113697	0.0971335559	0.0167098394	0.0185850806	0.0630642205	-0.068610304	0.0861829627	-0.0856099781	0.0570803833	-0.0163393866	-0.0212168436	-0.0905734464	-0.0329578588	-0.0488298321	-0.0396435107	0.1334826718	-0.0460869219	0.0439197333	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0352282	-0.0095502999999999	9.120823008999996e-05	0.00124102607524	0.0282152	0.0088601999999999	7.850314403999997e-05	0.00079609751104	-0.000684273	-1.0860000000000016e-05	1.1793960000000032e-10	4.68229538529e-07	0.0007989069999999	-0.0002286230000001	5.2268476129045736e-08	6.382523946488403e-07	-0.000318394	-0.000126028	1.5883056784000003e-08	1.01374739236e-07	0.000153303	0.0	0.0	2.3501809809000003e-08	0.0	0.0
43630.60526647127	59.24967401891627	1903629715.9186304	3510.523871347841	67791.08092280447	134.3666945086443	4595630652.682223	18054.408593179334	40222.13758992806	-25.00661814297928	1617820352.303104	625.3309509487804	45697.742148942736	40036.02819746467	1.058092	17.458006	0.059633317	0.0386733	0.0223188606	-0.0960476446	0.0049186844	-0.0792044177	-0.0284836672	0.0138054989	0.0007423272	0.0284007214	0.0301671777	0.1057498312	-0.0776235395	-0.0091337268	0.0255999404	0.0507421643	0.062645052	-0.0196033902	0.0062283162	-0.0451361342	-0.0174470461	0.0053328816	-0.0892532213	0.0111780946	-0.1218582422	-0.0032840723	-0.053657365	-0.0207840279	-0.0778942052	-0.0084058032	-0.0524080827	-0.0218747881	0.0716821844	0.0097169599	0.0916460386	0.0062909774	-0.0142219414	-0.1182848701	0.0096529532	0.0180466219	-0.0173386233	0.1048380366	-0.0386768116	0.1260804007	-0.051359649	-0.1229231123	-0.0457868435	-0.0869364078	-0.0986995153	0.0601248534	-0.0103002666	0.0270480613	-0.0866151128	-0.0072612437	-0.0282716072	-0.0848532274	0.0017374638	0.0564373821	-0.0445139036	-0.0262860805	-0.0268871777	0.0570457518	-0.0155768531	0.0769939355	0.0326282799	0.0558818702	-0.0222758908	-0.0613502813	-0.0184681473	0.0433278988	-0.0141554994	-0.0751339283	-0.0143164666	0.0238218988	0.0462101626	0.0416383362	0.0157742183	-0.0805216627	0.004508588	-0.0406740929	0.0790906521	0.0722602273	0.0159501114	0.0342893903	0.0862528679	-0.0067534512	-0.0538291462	-0.1217543458	0.0155851277	-0.0905092485	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0241589	-0.0110693	0.00012252940249	0.00058365244921	-0.00754273	-0.03575793	0.0012786295578849	5.68927758529e-05	-0.00718896	-0.006504687	4.2310952967969e-05	5.16811458816e-05	0.0007989069999999	0.0	0.0	6.382523946488403e-07	-0.000192366	0.000126028	1.5883056784000003e-08	3.7004677956e-08	0.000153303	0.0	0.0	2.3501809809000003e-08	0.0	0.0
43679.60416936227	48.99890289099858	1907907820.3921697	2400.892484521509	67754.38253617364	-36.69838663082919	4590656352.858151	1346.7715813058228	40210.94738037695	-11.190209551110456	1616920289.227444	125.22078979776369	45678.67134317563	40171.46575600066	1.056717	17.435329	0.061147235	0.0415743	-0.0029053125	-0.1168924283	-0.0185723181	-0.0965671939	-0.0246390274	-0.0239207691	0.0521730615	0.0013847624	0.0369703844	0.0938588826	-0.0666051183	-0.0123124173	0.0354111601	0.0587884775	-0.0301001705	-0.0076332852	-0.0148298175	0.0327117099	-0.1050651308	0.0702448865	-0.0708904354	0.1875904919	-0.0367982976	0.1069696913	0.0789639492	-0.0718563405	-0.0204251017	0.0278319212	0.0269708814	-0.1109222247	-0.1501715925	0.0511801971	-0.0183876735	0.0608855768	0.0469265725	0.0275478152	-0.000832182	-0.0482598505	0.0876263934	-0.0367941717	-0.0088861934	-0.0235783494	0.0447124057	0.0974850669	-0.0471595869	-0.1722549333	-0.0144931037	0.056884667	0.0020939887	0.048248633	0.003437755	0.0181741577	-0.0175803678	-0.1203712064	0.0069289942	0.065067897	-0.0207097573	-0.0029132509	-0.0187593339	-0.0087021995	-0.0326688178	-0.0437140379	0.0871039915	-0.0026068489	0.0067328137	0.007740549	0.0208546734	-0.1020253303	-0.0389450737	-0.0146138334	-0.0414335959	0.0278017441	-0.060073569	0.0078600944	0.1518796114	0.129055997	0.0246095714	-0.1257034987	-0.0033749635	-0.1023199406	-0.0127049277	0.1151526356	0.0609048819	0.092880159	-0.0289863123	0.0717122566	-0.1139021089	-0.0705902073	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0241509	-8.000000000001062e-06	6.4000000000017e-11	0.00058326597081	0.0301389	0.03768163	0.0014199052394569	0.00090835329321	-0.0211691	-0.0139801399999999	0.0001954443144195	0.0004481307948099	0.0007989069999999	0.0	0.0	6.382523946488403e-07	-0.000192366	0.0	0.0	3.7004677956e-08	-3.62463e-05	-0.0001895493	3.5928937130490005e-08	1.31379426369e-09	0.0	0.0
