global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07
43336.8727630758	n/a	1878084540.883021	n/a	66781.27128222035	n/a	4459738194.069508	n/a	40237.7155258306	n/a	1619073750.737669	n/a	45476.357247583874	39259.7636350497	n/a	n/a	n/a	n/a	-0.0541865745	-0.0287197414	0.0407858131	0.0487266432	-0.0269497815	0.0387132464	0.0404679151	0.0665268528	-0.0100730217	-0.0152874889	0.0177338824	-0.0862934178	0.140781218	-0.0751949519	0.0108809321	-0.0460851225	0.0972880821	-0.0553036817	0.0349849613	-0.0248498049	0.0495713958	-0.00499251	0.0306718217	-0.0106769451	0.0027511092	0.0011960112	-0.0035944782	0.0542898585	-0.0427954734	0.1395633407	-0.0887093763	0.006439552	-0.014792386	0.0882521188	-0.086487791	0.0217142225	-0.0762520066	0.0555361384	-0.0946187882	0.0112077225	-0.119061316	0.0335391988	-0.0516946603	0.0540466666	-0.0332811131	0.0428755528	-0.0353440696	-0.0341937829	0.0121169285	-0.0011859092	0.0692797417	0.0531118433	-0.0683833262	0.0455915976	-0.1146475741	0.0371314596	-0.0634114826	0.0097358234	-0.029307078	0.0529667297	-0.0098130212	0.0179814019	-0.0498519183	0.0047407961	-0.0619211306	0.0525384585	-0.026836486	0.11904618	-0.119263049	0.0451798064	-0.0273922838	0.0113717034	-0.1241690214	0.0514410637	-0.0167225862	0.0388587176	-0.1140650588	0.1018802364	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.044543	n/a	n/a	0.001984078849	0.0120485	n/a	n/a	0.00014516635225	0.0152968	n/a	n/a	0.0002339920902399	0.0	n/a	n/a	0.0	-0.0	n/a	n/a	0.0	0.0004316	n/a	n/a	1.8627856e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43335.49449055879	-1.3782725170094636	1877965082.7412512	1.8996351311436024	67053.92581857086	272.6545363505138	4496228967.682404	74340.49619251366	40229.47459075164	-8.24093507896032	1618410625.847932	67.91301097563873	45543.81444015295	39345.147919143456	1.124546	20.116961	0.0382600699999999	0.027187	-0.0376868424	-0.0333742775	-0.0546004361	0.0056041787	-0.0356126633	0.0098047725	0.0849033105	0.1054406753	-0.0169322284	0.0204559737	-0.0939780884	0.0461805388	0.08743034	0.1061216157	-0.1219671725	0.147200819	-0.1124646004	0.0228188573	-0.0379644005	-0.0230582332	-0.0282350547	-0.0248165207	0.0127970257	-0.0792394766	0.0020410978	0.0243771742	-0.0130414875	0.0798410658	-0.0864919474	0.0013846605	0.00721503	0.0176070215	-0.0147776828	-0.0022939241	0.027155051	0.0306910713	-0.0195767654	-0.0681281234	-0.007702931	0.0453998601	-0.0618572992	0.0224158148	-0.0931623227	-0.0056665964	-0.0671699065	-0.0168924768	0.0097645523	-0.0813638719	-0.0333390974	-0.0870572887	0.0248420594	0.0691445498	-0.0310564872	-0.073771872	0.048307382	-0.1035526243	-0.0910030261	0.1395449253	0.1212234411	0.0430396487	-0.0250451691	0.0198333877	-0.0645921534	-0.0590670356	0.067646786	0.0414767095	-0.0423400934	0.0458905514	0.0061924956	-0.0175536927	0.0019693882	-0.1307460421	0.0407170476	0.0052592258	-0.0050556317	0.0180807453	0.0341473395	0.0334848208	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0432934	-0.0012495999999999	1.5615001599999917e-06	0.00187431848356	0.0138626	0.0018140999999999	3.2909588099999964e-06	0.00019217167876	0.00780768	-0.0074891199999999	5.608691837439999e-05	6.09598669824e-05	-0.000535675	-0.000535675	2.86947705625e-07	2.86947705625e-07	-0.0	0.0	0.0	0.0	0.00045007	1.847000000000003e-05	3.411409000000012e-10	2.025630049e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43358.45953882621	22.96504826741875	1879956013.5800292	527.393441924873	67631.04968650478	577.1238679339149	4573958881.698478	333071.9589390028	40273.73820210072	44.26361134908075	1621973988.771347	1959.26728966247	45556.60116402525	39542.59276199341	1.032415	18.468836	0.04467018	0.0276164	-0.0283256557	-0.0399176257	-0.0853609758	-0.0435435472	-0.0886748249	0.0517064848	0.0523695215	0.0062481685	0.0265000586	-0.0254835911	-0.0257846593	0.0802990139	-0.0474608913	-0.007943635	-0.0397604167	-0.0707268824	0.1285434743	0.0101986448	0.0451485439	-0.0255565184	-0.055038122	0.0023371973	0.0534873183	-0.1059572658	-0.1104735657	-0.0029285575	0.082760702	0.0966931412	-0.0332286111	-0.2480230106	0.003497362	-0.0063701385	-0.0091339199	-0.0097727546	-0.0632121206	0.0679917761	0.0135992633	-0.0409332812	0.0015038744	-0.0302428293	0.0293545011	-0.1159932786	-0.0284077252	-0.107478196	0.0422996222	-0.0404983542	0.0870898175	-0.007627566	-0.0284596581	-0.0763427856	-0.0840289327	0.0225164842	-0.0522334718	0.0636539105	-0.0623648723	0.1684462811	0.1224522322	0.0501049339	0.0077423626	0.0860832478	0.0309895335	-0.1198710756	0.0608743357	0.0429809111	0.1013408416	0.0697476997	-0.0728218308	0.0503559475	0.0825095069	0.0110781346	-0.025245415	-0.0168551848	-0.0196128187	0.0415529891	-0.0059914968	-0.050884239	0.0584207835	-0.1001350211	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0431864	-0.000107	1.1449000000000626e-08	0.00186506514496	-0.00906868	-0.02293128	0.0005258436024384	8.224095694240002e-05	-0.00525172	-0.0130593999999999	0.0001705479283599	2.75805629584e-05	-0.000535675	0.0	0.0	2.86947705625e-07	-0.0	0.0	0.0	0.0	0.00027862	-0.00017145	2.9395102500000007e-08	7.76291044e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43332.05396437113	-26.40557445507875	1877666900.771172	697.2543623027074	67335.29491565486	-295.7547708499187	4534041941.378215	87470.88448048793	40218.40489049464	-55.33331160608213	1617520091.9357631	3061.775373295784	45444.40241692567	39111.55682494675	1.071168	19.162088	0.0974652712	0.0516058	-0.0449435026	-0.0362227911	-0.0798308409	-0.0372328921	-0.0057234148	0.0585731885	0.0299061217	-0.1465467606	-0.0217108654	0.0169610728	-0.0299350914	0.0599536023	-0.0216647143	-0.032896536	-0.0387226011	0.0104913073	-0.1002883522	0.1205324983	0.0177423754	-0.0807825716	-0.0321775654	-0.0214786051	-0.2329770777	0.020152859	-0.0750033674	-0.0247074084	0.0788732885	0.0847123056	-0.0743696563	0.0633120324	0.0554042125	-0.0508951777	0.0456325782	0.038288899	0.1029101001	-0.0216371039	0.0280447187	0.0118484257	-0.0523915462	0.0424201586	0.0457422328	0.1550845095	0.1416451609	-0.0581403907	-0.0826142142	-0.0996420636	0.0038034555	0.0029641001	-0.0055216131	0.0010630098	-0.0942259061	0.031133122	0.0403121864	0.0235880169	-0.018387331	0.0239324635	-0.1545881554	-0.0491350951	0.0584717922	-0.0149177998	0.0853319483	-0.0383242991	0.0541489037	0.0024052134	-0.0368591344	0.0063948933	-0.119891703	-0.115197331	0.0560183635	0.1876627537	0.0799552442	-0.1849102124	-0.0229893437	-0.0977108476	-0.1080435707	-0.052885045	0.0768481179	0.0285709039	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0302761	-0.0129103	0.0001666758460899	0.00091664223121	0.0256262	0.03469488	0.0012037346982143	0.00065670212644	2.34962e-05	0.0052752161999999	2.7827905956742432e-05	5.5207141444e-10	8.90625e-05	0.0006247374999999	3.9029694390624994e-07	7.93212890625e-09	0.000259791	0.000259791	6.7491363681e-08	6.7491363681e-08	0.000271451	-7.169000000000012e-06	5.1394561000000174e-11	7.368564540099998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43364.93065006691	32.87668569578091	1880517210.2851129	1080.8764623391648	67002.81794884554	-332.4769668093213	4489377613.086138	110540.93345872656	40200.02724597736	-18.37764451727708	1616042190.5773222	337.7378180034042	45490.17774767966	39566.1051126563	1.023051	18.301323	0.040610668	0.028483	-0.025664476	-0.045865859	-0.0367493899	0.0243886986	-0.0037507519	-0.0517443296	-0.0672970586	-0.1219495919	-0.0414288064	-0.0085025741	0.056965673	0.0711968923	-0.0778238475	-0.0522782462	-0.0794697733	-0.1331362412	0.0470508284	-0.0999276629	0.0047173994	-0.0077321257	0.0571333024	0.1173866678	-0.0145890749	-0.0601667778	0.0628821786	-0.0231345559	0.0690383342	0.0431074797	0.0502653025	0.1127080951	-0.0618969782	-0.1119323553	0.033109956	0.0113898173	-0.0872468303	-0.006313155	-0.0180083737	-0.187494922	-0.0724710242	0.1726302673	-0.0507073783	0.0868033025	0.0010918004	0.0291314639	0.007500183	-0.0719174736	-0.0196469018	-0.03854031	0.0210514954	0.0294524703	-0.0509837961	-0.0294150642	0.109063488	-0.079096207	-0.0036528365	0.0693355038	0.0481977064	-0.0148254569	-0.0530561933	-0.0679333357	-0.0274914849	0.0923327628	-0.033768864	0.1399957677	0.0530896103	0.0163596017	-0.0294789996	0.2117659111	-0.038334961	0.0223961672	0.0034516367	0.0184449156	-0.055176949	-0.046581479	0.0377611369	0.0151362048	0.0122710362	0.0745025064	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0314777	0.0012015999999999	1.443842559999993e-06	0.0009908455972899	0.0111962	-0.0144299999999999	0.0002082248999999	0.00012535489444	1.86032e-05	-4.893000000000002e-06	2.394144900000002e-11	3.4607905024e-10	-0.000370768	-0.0004598305	2.1144408873025e-07	1.37468909824e-07	0.000292803	3.3012000000000015e-05	1.089792144000001e-09	8.5733596809e-08	0.00026481	-6.640999999999993e-06	4.410288099999991e-11	7.01243361e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43335.82548744045	-29.105162626459787	1877993770.6778932	847.1104915126716	67008.76567165107	5.947722805532976	4490174676.838243	35.375406571457056	40201.18184548197	1.1545995046108146	1616135021.7735095	1.3331000160475386	45394.30442074144	39282.72902430659	1.02512	18.338337	0.0364183032	0.0197976	-0.0371467798	-0.0346003497	0.0066002886	0.0336267046	0.0179700514	-0.0286148198	-0.0941685129	-0.1230789453	-0.0441056995	-0.017400246	0.0679908462	0.1001878487	-0.0712816385	-0.003447737	0.0745490404	-0.0533510005	0.0526776026	-0.0585272577	0.0177454903	0.1590585921	0.0024666202	-0.1168046403	0.0158979208	-0.0213828352	0.034578536	-0.0018750028	-0.0022097232	0.0090848612	-0.0075749963	-0.0013854875	-0.1099446509	-0.0004592312	-0.0453523417	-0.0280232985	-0.0100747805	-0.0409388532	-0.0537503796	-0.0144703905	0.0287541611	0.0363499724	-0.0050093171	-0.0149709046	-0.1445833886	-0.0550594403	-0.0377911549	0.0897846427	-0.0036529097	0.0140439442	0.0176918821	0.0742278461	-0.0793891471	-0.0325122905	0.0384210654	-0.0429169364	-0.0301999488	-0.0220046268	0.0703774344	0.0570798481	-0.0199324297	-0.0542065024	0.0307829325	0.0345680612	0.116026012	-0.0110457281	-0.0191989592	-0.0325955867	-0.0823495103	0.1501247841	-0.0937035485	-0.0873546625	-0.0288687701	-0.0102471055	0.0161517332	0.1202075628	-0.0141261482	-0.1202938662	-0.1095370221	-0.1071596128	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0233868	-0.0080908999999999	6.546266280999996e-05	0.00054694241424	0.0256287	0.0144325	0.00020829705625	0.00065683026369	-0.0088652999999999	-0.0088839031999999	7.892373606696847e-05	7.859354408999823e-05	-0.000337814	3.2954000000000024e-05	1.0859661160000015e-09	1.1411829859600002e-07	0.000292803	0.0	0.0	8.5733596809e-08	0.000197544	-6.726599999999999e-05	4.5247147559999985e-09	3.9023631936e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43384.31782257835	48.49233513789659	1882199032.9304893	2351.50656712608	66970.36268411625	-38.40298753482057	4485029478.04207	1474.7894515995838	40195.12269303114	-6.059152450834517	1615647888.3078268	36.71332842245394	45367.36423286625	39561.8985744421	1.016362	18.181667	0.06489635	0.0300105	-0.0284386554	-0.0316938686	0.0574534711	0.0212021325	0.0357072818	-0.0429026959	-0.0419283218	-0.0588121811	-0.0417298732	0.0038796052	0.058886509	0.0696792208	-0.0748081169	0.0121378319	0.0027776217	-0.062784646	-0.0781154695	0.0774929768	-0.0359143982	0.1161321442	-0.0167279219	-0.066015386	-0.0544297028	-0.0829863679	0.0692573977	-0.0431811752	0.0270388739	0.0330358777	-0.0164199141	0.1294956641	-0.0041923071	0.2939487292	0.0178998649	0.0344325465	0.0472996846	0.0480123361	0.0268868618	-0.057193075	0.0046241453	-0.014549066	-0.1071375939	0.0680415549	0.0010597844	-0.0073924922	-0.079914363	0.0670675788	0.0419764378	0.0004016932	0.0377179464	0.0687643304	-0.0535985817	-0.0248927116	0.0522817904	-0.0384210908	0.0374247613	-0.0424250296	0.0453251241	-0.0559860451	0.0374751185	-0.1088876489	-0.0292495029	0.008896594	0.0888003372	-0.0142005275	-0.0136206806	0.0117938772	-0.0193372105	0.0173002405	0.0620340027	-0.0931441919	0.0862815387	-0.1414630295	0.1020168338	0.1328559768	0.0576473797	-0.0145025277	-0.059741603	0.2073773752	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0180763	-0.0053104999999999	2.8201410249999997e-05	0.00032675262169	0.0148542	-0.0107745	0.00011608985025	0.00022064725764	-0.0296823	-0.0208170000000001	0.000433347489	0.0008810389332899	-0.000700157	-0.000362343	1.31292449649e-07	4.902198246489999e-07	0.000292803	0.0	0.0	8.5733596809e-08	0.0	-0.000197544	3.9023631936e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43371.509909735374	-12.807912842974474	1881087871.8502736	164.0426313932305	66982.6617361664	12.29905205014802	4486676973.26169	151.26668133225022	40184.204563654646	-10.918129376492288	1614770296.413643	119.20554908182388	45331.68131798685	39458.31338555571	0.912206	16.318415	0.07669341	0.0472456	-0.030352053	-0.0261459422	0.0816060141	0.0214744402	0.0475156092	-0.0183201904	-0.0374503195	-0.0336585258	-0.0666652726	-0.0257130703	-0.0051098268	0.0282280765	-0.058681939	0.0025222532	0.0885734581	-0.0835580903	0.0119773641	0.079402051	-0.0069288142	-0.0167789947	0.1061793334	-0.0746492171	-0.1121161943	-0.012446109	-0.0734898338	-0.0327693233	-0.1513252918	-0.0122529807	0.014377171	-0.0448682996	0.0398501404	0.0894822667	-0.0684150458	-0.0303921031	0.032755366	0.0272290195	0.0930413294	0.1285156445	-0.0673289038	0.0633610612	-0.0667182021	-0.0457133629	0.0089129454	0.0718701291	-0.0515862454	0.0260462383	0.0347549724	0.0074168544	0.0377291127	0.0803247411	-0.0558024214	-0.0164424411	-0.0187120077	0.0402457703	0.0661527544	-0.0619414068	0.0327348934	-0.0572527525	0.0216249645	-0.0248965796	0.0426075629	0.0057782556	-0.0012594893	0.1048155082	0.0044479123	0.12287713	-0.0066975525	-0.0742920789	-0.0514838733	0.0430433148	0.0300732612	-0.0214580328	0.0966224591	0.0182652156	-0.0265969427	-0.1395057225	-0.0745314349	0.0683849521	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0215081	0.0034317999999999	1.1777251239999992e-05	0.0004625983656099	0.0356562	0.020802	0.000432723204	0.00127136459844	-0.0282559	0.0014263999999999	2.0346169599999937e-06	0.00079839588481	6.02652e-05	0.0007604221999999	5.782419222528399e-07	3.63189433104e-09	0.000292803	0.0	0.0	8.5733596809e-08	0.000260242	0.000260242	6.772589856399999e-08	6.772589856399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43416.09741773109	44.587507995718624	1884957514.9859164	1988.0458692682723	67194.91064764131	212.2489114749187	4515156016.9445	45049.60042228789	40194.86049007375	10.655926419101888	1615626809.8164916	113.5487678493136	45305.52424708894	39712.549784010735	0.915801	16.382734	0.0977449199999999	0.0530518	-0.020325894	-0.0161678478	0.0800194624	0.007650546	0.0360436691	-0.015020526	-0.0385548443	-0.0285026397	-0.0680116611	-0.0089538969	0.0759614982	-0.0139358889	-0.0275610443	0.0267047383	0.1435976888	0.047610542	0.0581813914	0.0150147598	-0.1764148052	-0.0165318331	0.0782858833	0.118444978	-0.0469652431	-0.0378898842	0.0579893272	-0.0396528552	-0.1200007575	-0.0899462357	0.0587941725	-0.0040284014	0.0165916378	0.1443268739	-0.001871888	0.1069031607	-0.0324352509	0.0820627187	-0.0042311913	0.0268737917	-0.0548683098	-0.0051250664	0.0356949225	0.0193166832	-0.0651493626	-0.0195068165	0.06684627	-0.0209920682	0.0577099544	0.0224368738	0.0284100886	0.1052760995	-0.0471812657	-0.0144160046	-0.0579244275	0.0265653407	0.0306358986	-0.0943998316	0.0664773501	0.0236012236	-0.0138142255	-0.059703141	-0.0250676486	-0.0262090903	-0.1552797011	0.0670695797	0.0209748216	0.052891354	-0.0645191979	-0.0970483926	0.0085231798	-0.0723787405	0.1302076323	0.0279449407	-0.0473126103	0.0674967426	0.0507937605	0.0125023795	-0.1339877763	0.0768241268	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0109592	-0.0105488999999999	0.0001112792912099	0.00012010406464	0.00700774	-0.02864846	0.0008207342603716	4.91084199076e-05	-0.0172896	0.0109663	0.00012025973569	0.0002989302681599	-0.000631118	-0.0006913831999999	4.780107292422399e-07	3.9830992992400006e-07	0.000292803	0.0	0.0	8.5733596809e-08	0.0	-0.000260242	6.772589856399999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43509.28266669744	93.18524896635064	1893057678.1705785	8683.49062492075	66978.42240371217	-216.4882439291396	4486109067.690093	46867.15975952264	40274.82227959252	79.96178951876936	1622061309.652762	6393.887783043974	45356.56632442631	39741.35932811792	1.100112	19.679865	0.0137069599999999	0.013689	-0.0153758255	-0.016785694	0.0684378276	0.0331338327	0.0909430218	-0.0188167165	0.0146791718	0.0064743848	0.0094988958	-0.0217014561	0.1174148387	-0.0105899341	0.1503582952	-0.0267691077	-0.0179415835	0.0258332876	0.0682276433	0.1235710832	-0.0467085608	0.0316842077	-0.1168789805	-0.1188806826	-0.1094804876	0.073865136	-0.0217094004	0.0847206927	0.0670926065	-0.031454853	-0.1244379793	-0.0151178722	-0.0073903927	0.0467330098	0.0043367777	0.1459274615	-0.023920586	-0.0236157882	-0.009210967	-0.034179263	-0.0571279921	-0.0376571966	0.0865169779	0.0053142981	-0.0520512321	0.0797745875	0.0908041549	-0.0226461258	-0.0663038196	0.0347515698	0.0592455269	0.0761731738	0.0577855847	0.06971607	-0.0244438083	0.0424378477	-0.069140208	0.0410404745	0.0533478513	0.1244862899	-0.0727924532	0.0047924162	0.0528243737	0.069694249	0.0791156611	-0.1398285113	0.0439697419	-0.1013831018	-0.1000213044	-0.162866799	-0.1333321437	0.0941225965	0.1456477367	0.0059580676	0.0842562485	0.1375987577	-0.079757478	-0.0091773002	0.0597197121	0.0339612609	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0109592	0.0	0.0	0.00012010406464	0.0206967	0.0136889599999999	0.0001873876258815	0.0004283533908899	-0.0173076	-1.8000000000000654e-05	3.2400000000002354e-10	0.00029955301776	-0.000631118	0.0	0.0	3.9830992992400006e-07	0.000292803	0.0	0.0	8.5733596809e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
