global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	cosine00	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
43667.40189579297	n/a	1906841988.328704	n/a	67592.04440259177	n/a	4568684466.521937	n/a	40196.79196185223	n/a	1615782084.024428	n/a	45469.53081391661	42034.021593508514	n/a	n/a	n/a	n/a	-0.1542616007	-0.0499942363	0.0533327621	-0.0151453587	0.1224046775	0.0719202653	0.1434193913	-0.058763772	0.0877041261	-0.1947034413	0.1072747243	-0.1496583491	0.0227930051	-0.0094455931	-0.1277646231	0.0661446149	-0.0507095151	0.0817533199	-0.0351062621	0.1180748633	-0.1064945807	0.055576037	-0.0822851551	0.1887086655	-0.0889815576	0.0434738795	-0.0154491515	-0.0986116266	0.0684993455	-0.064949985	-0.1018044065	0.0172321257	0.0213662971	0.060394052	-0.1541372795	-0.106619699	0.0593764769	0.1451193681	-0.0104133695	0.1159135345	-0.1191299589	0.1642481725	0.0154253261	-0.0899070213	0.1690544624	-0.0118786291	0.1660419144	-0.0333469735	0.1744091475	-0.1311655897	0.0522111733	-0.1062157068	0.0047660895	-0.0843882303	0.1048940513	-0.0115096977	0.0010218669	0.1490484942	-0.0485619	n/a	n/a	0.0023582581316099	-8.5636e-05	n/a	n/a	7.333524496e-09	-0.0942094	n/a	n/a	0.00887541104836	0.000580023	n/a	n/a	3.364266805290001e-07	0.0003056	n/a	n/a	9.339136e-08	-0.00050597	n/a	n/a	2.560056409e-07
43565.16201482527	-102.23988096770336	1897923341.3779745	10452.993260290152	67556.34621775793	-35.698184833832784	4563859914.293577	1274.3604004304889	40055.43646743392	-141.35549441830517	1604437990.596635	19981.375802243503	45317.4828764589	41813.13557461725	1.27113	19.595507	0.0754084359999999	0.0490724	-0.0905487802	-0.1638815873	0.0777378941	0.0339176647	0.1733557593	-0.0360964308	0.0711265911	-0.0541256862	0.1135678712	-0.0001990124	0.1250664723	-0.1456154049	-0.1017062583	-0.0873295529	-0.0964006983	-0.0669196244	0.0132601402	0.0791518989	-0.184072529	0.0866727338	0.0481313099	0.0125121574	-0.0566954172	0.2168924277	-0.1383653821	0.1573415303	-0.0428975515	-0.1490414681	0.0334584111	-0.0488486475	0.0795965653	-0.0526476743	0.0758101924	-0.1055520638	0.104749399	-0.1232359877	0.1231440416	-0.0434345812	-0.0545207942	0.0306096814	-0.1657782148	0.0596589399	-0.1607798129	-0.134612052	0.1587918285	-0.0356932797	0.0616550375	-0.1238205153	0.1898631036	-0.2140804038	0.0354994842	-0.1767338211	0.0941434786	-0.2131593271	-0.0480467474	0.002274411	0.0656713446	0.1488669016	-0.0485484	1.3499999999999623e-05	1.8224999999998983e-10	0.0023569471425599	0.0369236	0.037009236	0.0013696835493036	0.00136335223696	-0.0920215	0.0021878999999999	4.786906409999968e-06	0.00846795646225	0.00115296	0.0005729369999999	3.28256805969e-07	1.3293167616e-06	0.000394499	8.889899999999998e-05	7.903032200999995e-09	1.55629461001e-07	-0.00056809	-6.212000000000004e-05	3.858894400000004e-09	3.2272624810000005e-07
43552.52167134648	-12.640343478786235	1896822143.933105	159.7782832616937	67993.14935205854	436.8031343006005	4623068358.811338	190796.97813482845	40000.97810376531	-54.458363668614766	1600078249.2579117	2965.7133734631007	45365.08085911071	41626.38077777365	1.28001	19.732409	0.1161579577	0.0637823	-0.010914424	-0.1930573996	-0.0263914111	0.1704472454	0.185410473	0.0231538403	-0.0117715537	-0.0623370014	0.011392152	0.0680115421	0.1678529406	-0.1054060857	-0.2193135434	-0.1083137649	0.031380831	0.1584703324	-0.1842558375	-0.05950401	-0.2236784326	-0.0201110758	0.0897236973	0.1083682302	0.086211827	0.1078477668	0.0739160381	0.0760924383	-0.0520766922	0.0659272482	0.1119070732	-0.0261023657	-0.0273538009	0.0644927357	-0.0551959536	0.0640249562	0.0013276299	-0.0825002157	0.1477044123	-0.1782659676	-0.1840999814	0.0996747803	-0.0350683091	0.0897701905	0.2252454921	-0.2423088833	-0.0130373404	0.0542964895	0.2122528898	0.0539710728	-0.0811296309	-0.053910883	0.0278512458	-0.109191697	0.2438678078	0.093455661	-0.1237497723	0.0267840236	-0.0126126328	0.1485039376	-0.0335419	0.0150064999999999	0.0002251950422499	0.00112505905561	-1.10077e-05	-0.0369346077	0.0013641652459528	1.2116945929e-10	-0.0700267	0.0219948	0.00048377122704	0.00490373871289	0.00042811	-0.00072485	5.254075225e-07	1.832781721e-07	0.000337028	-5.7470999999999965e-05	3.302915840999996e-09	1.1358787278400001e-07	-0.00050597	6.212000000000004e-05	3.858894400000004e-09	2.560056409e-07
43512.81510870185	-39.70656264463469	1893365078.684072	1576.6111170522988	67431.71968781002	-561.4296642485133	4547036820.055386	315203.26789819833	40057.186713616335	56.20860985102627	1604578207.409521	3159.407821384887	45317.42456682384	41129.112296062965	1.162124	17.915096	0.037456006	0.0235156	0.0383833643	-0.1427166202	-0.0795333167	0.132580433	0.0244243706	0.0645937111	0.0235996566	0.1779359649	-0.010301569	0.02064404	0.0979239905	-0.1423698062	-0.0911868672	-0.2257406684	-0.0658676583	-0.0482848018	-0.0672088175	0.0866835857	0.1692906608	0.0774103736	-0.0660875544	-0.1478781894	0.2658060927	0.1626580092	0.0744659336	-0.079241974	-0.0355900698	-0.1492084452	-0.0007688046	0.011502568	0.0797058475	-0.0100289729	-0.1663524415	-0.0213944457	-0.0357314131	-0.0465698597	0.1271556617	-0.1218440824	-0.2135309899	-0.1018587438	-0.2113969919	0.0303216528	0.0165994837	-0.109099786	0.1815517619	-0.0875502689	-0.0465383236	0.1238685122	-0.0533609041	0.0802340928	-0.1737052661	0.083851565	0.1220482353	-0.1138866074	0.2388331022	-0.0608972038	-0.152733303	0.1479600444	-0.0136534	0.0198885	0.00039555243225	0.00018641533156	-3.69637e-05	-2.5956e-05	6.73713936e-10	1.36631511769e-09	-0.067137	0.0028896999999999	8.350366089999972e-06	0.004507376769	0.000662288	0.000234178	5.483933568400001e-08	4.3862539494400003e-07	0.000278169	-5.885900000000003e-05	3.464381881000003e-09	7.7377992561e-08	-0.00050597	0.0	0.0	2.560056409e-07
43561.04813758595	48.23302888410399	1897564914.8450809	2326.4250753348097	67204.01749441965	-227.7021933903743	4516379967.390262	51848.28887478742	40023.21264094235	-33.97407267398376	1601857550.1020875	1154.2376140571298	45398.80312552858	41346.170020614845	1.285394	19.815395	0.0706781137	0.0376414	-0.0040764424	-0.0254869191	-0.1700941525	-0.0042748994	-0.0325431766	0.1380956222	0.0338167032	0.2369196934	-0.0176965145	0.0804807544	-0.07315731	-0.1813995459	-0.2037597502	-0.1295779096	0.0432240148	0.1555887296	-0.0534711312	-0.1789440692	0.0392574218	0.0894739127	0.0620427372	-0.0835948068	-0.0040805549	-0.1767282094	-0.037885187	0.0383585808	0.0553063464	0.1471857372	-0.0161882076	0.1459712951	-0.0080115332	-0.1488000064	-0.1670012151	-0.265412394	0.0861459179	0.1012301397	-0.0040570623	-0.0581244393	-0.2637899915	-0.0541450564	-0.0111006854	0.1687827777	-0.1798811222	-0.1900970947	-0.1968724677	0.0064161793	-0.0557109642	0.0325234233	-0.2037872523	-0.1956373735	-0.0613889699	0.0792891222	-0.1341724206	-0.0140328613	-0.0550584213	0.008527996	0.0917011024	0.1472358847	-0.0208606	-0.0072072	5.1943731840000006e-05	0.00043516463236	0.0238829	0.0239198637	0.0005721598794265	0.00057039291241	-0.0462524	0.0208846	0.00043616651716	0.00213928450576	0.000365054	-0.000297234	8.8348050756e-08	1.33264422916e-07	0.000354264	7.609500000000004e-05	5.7904490250000055e-09	1.25502981696e-07	-0.00050597	0.0	0.0	2.560056409e-07
43593.74745164999	32.699314064040664	1900414816.8782403	1069.2451402587676	67333.2345641121	129.2170696924586	4533764476.865741	16697.051099905704	40079.992671697655	56.78003075530432	1606405812.5633378	3223.971892573305	45358.44738455684	41627.32636338386	1.324336	20.415716	0.096252685	0.0476756	-0.0693063587	0.0632626766	-0.1864761441	-0.0797177006	-0.03440618	0.2275979224	-0.0594137989	-0.1619291528	-0.0326817609	0.0362194158	-0.1571431257	-0.3057546688	0.0572517722	-0.052282914	0.1389144887	0.0301249278	0.0115934289	0.0206154807	-0.1712991824	-0.0977629413	-0.0581010696	-0.0417037649	-0.0399024567	0.0253760561	0.0362737755	-0.1012485583	-0.0669396547	-0.021764801	0.0590729826	-0.0703803055	-0.0929694407	-0.0900969722	-0.1001349568	0.07370156	0.096093475	-0.027038858	-0.1234484071	0.0946899063	-0.281698205	0.0412605489	-0.0361962441	-0.1406370517	0.0331127058	-0.075039324	0.1023691161	0.0788595501	0.1200225428	-0.1268538153	-0.1092343028	-0.0169254112	0.0722081911	0.1321112731	-0.0624628464	-0.06020743	0.0163456123	0.0050136846	0.0625500898	0.1463323407	-0.0300856	-0.009225	8.5100625e-05	0.00090514332736	-0.00310505	-0.0269879499999999	0.0007283494452024	9.641335502499998e-06	-0.0287275	0.0175249	0.00030712212001	0.00082526925625	-8.16513e-05	-0.0004467053	1.9954562504809005e-07	6.6669347916900014e-09	-4.93274e-05	-0.0004035914	1.6288601815396005e-07	2.43319239076e-09	-0.00050597	0.0	0.0	2.560056409e-07
43594.357216292985	0.6097646429916495	1900467981.1017563	0.3718129198427337	66785.3660218254	-547.8685422867129	4460285114.669189	300159.9396273677	40169.60469286701	89.61202116935601	1613597141.1812034	8030.31433805711	45329.63787238878	41115.539888575455	1.154899	17.803719	0.085391065	0.0417467	-0.0684879649	0.0983175612	-0.0869653143	-0.1478081871	-0.0253593753	0.0513803718	-0.031635941	0.019575585	0.0402895143	-0.0768203818	0.0002564633	-0.1456470394	0.0810406861	-0.1082097371	-0.1049081061	0.1050050286	-0.062697153	-0.0172125513	0.0376920576	-0.0471243322	0.153725434	0.0155562509	-0.1407800307	-0.0731067615	0.108802972	0.1051027322	-0.0682150621	-0.0988147498	-0.0783213183	0.128804594	0.0745037662	-0.0196658886	0.1858150727	0.0249815225	-0.033129145	-0.0906046565	-0.1022034959	0.1150947434	-0.1362013117	-0.0636540754	-0.0310928172	0.0372903617	0.0091697546	-0.0410678593	-0.0148472862	-0.084997866	-0.0093938394	0.0059345362	0.1909990709	-0.0368504017	0.0639957764	-0.0561096683	-0.2521483181	0.0906657248	-0.0133538069	-0.0714527132	0.0910067075	0.1452505133	-0.0122111	0.0178745	0.00031949775025	0.00014911096321	0.00984123	0.01294628	0.0001676061658383	9.68498079129e-05	-0.0336032	-0.0048757	2.377245049e-05	0.00112917505024	0.000473087	0.0005547383	3.077345814868901e-07	2.2381130956900002e-07	0.000164095	0.0002134224	4.5549120821760004e-08	2.6927169025000003e-08	-0.000280239	0.000225731	5.095448436100001e-08	7.8533897121e-08
43681.45516163088	87.09794533789682	1908069525.0375693	7586.052082083262	67189.04290984623	403.6768880208401	4514367487.141158	162955.0299221899	40110.3696318231	-59.23506104390981	1608841752.0014768	3508.7924568757217	45273.449551759135	41991.25563137773	1.283231	19.782057	0.07508352	0.0339083	-0.1787408592	0.0428353587	-0.0106839972	-0.1453213655	0.072154932	0.0841811637	-0.0490922924	-0.0219100154	0.1605209611	-0.1653535319	0.0756867069	-0.0500164815	0.1094968812	-0.0905041326	0.1007893781	0.0712380876	0.1303385458	0.0260660617	-0.0664914082	0.1408466861	-0.0141398848	0.0862598714	0.1561114774	-0.1575455977	0.0372117784	0.2312148584	0.1563129865	-0.1274288624	-0.0247285367	0.0994585752	0.0388817183	-0.1251818484	0.1474529924	-0.0026972054	0.0394185337	-0.1746985726	-0.028307563	0.1718598857	-0.0533720218	-0.1285372668	0.0603668662	-0.0231084576	0.021309076	0.009242092	-0.0864295307	-0.033879593	-0.0141608438	0.1134967971	-0.0627168606	0.0919359995	0.1854948552	-0.255244175	-0.0077945316	-0.0529438012	0.025887911	0.1411001	0.0792396784	0.1439917206	-0.0199359	-0.0077247999999999	5.9672535039999976e-05	0.0003974401088099	0.0365707	0.0267294699999999	0.0007144645664808	0.00133741609849	-0.0462601	-0.0126568999999999	0.0001601971176099	0.00213999685201	0.00011477	-0.000358317	1.2839107248900006e-07	1.31721529e-08	0.000278169	0.0001140739999999	1.3012877475999996e-08	7.7377992561e-08	-0.000193183	8.705599999999999e-05	7.578747135999997e-09	3.7319671489000005e-08
43759.96568217476	78.51052054388128	1914934596.505113	6163.901836071205	67411.14408482143	222.1011749751924	4544262346.824554	49328.93192536104	40225.55080691831	115.18117509521107	1618094937.7199664	13266.703096313671	45461.85336299581	42170.50813448257	1.217295	18.765602	0.118260415	0.0705575	-0.1606401715	-0.0132649726	-0.0385135729	-0.0313772915	0.1100701136	0.0600644232	0.144790202	0.0546560304	0.0416919177	-0.1705850165	-0.0109016732	0.0131519778	0.2753015221	0.00707539	-0.0405255674	-0.0521313301	0.0239940567	-0.2235991565	-0.1062609953	-0.332851087	-0.0069347123	-0.0244015611	0.0450237235	-0.0806652733	0.0852837565	-0.0233956115	0.0562483965	-0.0891249812	-0.1252899394	0.0127456272	-0.0174443117	0.1377860379	-0.0816513434	0.0248473778	0.1722975764	-0.1038161081	-0.024582045	0.2049072241	0.0445074456	0.0413251595	-0.0026524856	0.0005007138	0.1684428247	-0.0803162774	-0.1286013694	-0.0814065348	-0.0267429951	0.0572132645	0.1388722864	0.195068873	0.0648129913	0.2736161141	-0.0070534552	-0.0784982963	0.0303496937	0.1703951928	0.0534753616	0.1425574961	-0.00945153	0.01048437	0.0001099220142968	8.933141934089999e-05	-0.0270074	-0.0635781	0.00404217479961	0.00072939965476	-0.0626967	-0.0164365999999999	0.0002701618195599	0.0039308761908899	-0.00016476	-0.00027953	7.81370209e-08	2.7145857599999998e-08	0.000278169	0.0	0.0	7.7377992561e-08	8.251389999999998e-05	0.0002756969	7.600878066961001e-08	6.808543693209997e-09
43809.26984042321	49.304158248443855	1919252123.9510145	2430.900020587594	67356.47659040178	-54.667494419642026	4536894938.673344	2988.534946121592	40283.527521094686	57.97671417637321	1622762589.542793	3361.299386688874	45499.65864449425	42481.62033280083	1.227776	18.927166	0.0720222079999999	0.0376062	-0.1759518068	0.0361719198	-0.1493302218	-0.0860226005	0.0612148703	0.1323535204	0.1315333468	0.0296675765	0.0851657861	-0.3076492296	-0.0514179558	0.0258637757	0.2588572513	0.0347912014	-0.0737115556	0.0006627132	-0.1672306127	-0.0251147418	-0.0366752681	0.0246054458	0.1048712796	-0.010626523	0.1770940028	0.0398880262	-0.0426890289	-0.1744461031	-0.0090844533	-0.0258018146	-0.0885405524	0.113825121	0.1495319095	0.1425926275	-0.0018848401	0.0687835129	-0.0662963952	-0.078370617	-0.0254399434	0.3266663166	0.0820006657	0.0328754558	-0.0553856536	0.0509299037	0.0682084022	-0.0286116815	-0.0307306678	-0.0380320528	-0.1100837566	0.2168561008	0.1219224606	0.0997728212	-0.0470726994	-0.041953854	-0.0045553777	-0.0570657986	0.072136161	-0.1775737217	-0.1918979414	0.1409495873	-0.00353008	0.00592145	3.50635701025e-05	1.24614648064e-05	0.00231087	0.02931827	0.0008595609557929	5.3401201569e-06	-0.0462606	0.0164360999999999	0.0002701453832099	0.00214004311236	0.00016614	0.0003308999999999	1.0949480999999997e-07	2.7602499600000002e-08	0.000278169	0.0	0.0	7.7377992561e-08	6.48614e-06	-7.602775999999998e-05	5.780220290617597e-09	4.20700120996e-11
