global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08
43801.53046867	n/a	1918574071.397826	n/a	67064.82575334821	n/a	4497690853.326958	n/a	40132.17313864545	n/a	1610591320.8302152	n/a	45516.36767477171	40447.07118085121	n/a	n/a	n/a	n/a	-0.0032117918	-0.0395574564	-0.0680464182	0.0821875937	-0.0311531304	-0.0527198463	-0.0666073959	0.0113418309	-0.0233325303	-0.0926230475	0.0244154447	-0.0063484298	0.0864703245	-7.93624e-05	0.0121387552	0.0951462057	-0.0788066948	0.0714953036	-0.0156969311	0.0159906594	-0.0171083522	0.0172471621	-0.047260102	0.0916449468	-0.0200426329	0.0965440185	0.029600202	-0.1421792379	0.003515806	-0.0533666519	0.0830486388	-0.2157693759	0.0477504801	-0.0831586523	0.1582782702	-0.0646280394	0.1000441597	-0.0156952886	0.0162687215	-0.0191292502	0.0118154951	-0.0390216926	0.0379101363	-0.047936861	0.0060022577	0.0871651653	-0.0624945294	0.0172402826	-0.0213256587	0.0558931245	-0.0938376658	-0.0723407578	0.0656697067	0.0237107395	0.0057444767	-0.0046289977	0.005962295	-0.0224178903	0.0705729294	-0.0585102034	-0.0340525802	0.1202434233	-0.0723032274	0.0956189204	-0.1173014579	0.0658904175	-0.0046400903	0.0575620277	-0.0753723827	0.0634244477	-0.0242491907	0.0221484588	-0.0086190148	0.0625207764	-0.0388062778	0.1083264371	-0.180873233	0.0639978428	-0.0397514248	0.086326076	-0.0243238583	0.0739953107	-0.1065316878	0.039172704	-3.41634e-05	0.102594329	0.1025838106	0.1025662807	0.1025417406	1.18502e-05	n/a	n/a	1.4042724004e-10	0.00113103	n/a	n/a	1.2792288609000003e-06	1.59901e-05	n/a	n/a	2.5568329801000006e-10	0.00050589	n/a	n/a	2.559246921e-07	-0.0	n/a	n/a	0.0	-0.000374786	n/a	n/a	1.40464545796e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43791.17085447912	-10.359614190878348	1917666644.8061812	107.32160618384802	67049.00006813227	-15.825685215939302	4495568410.136401	250.4523125539998	40160.36030231396	28.18716366851004	1612854539.611675	794.5161956753723	45467.99874143909	40548.47002558487	1.09589	17.709265	0.0268613931999999	0.0237675	-0.0129664608	-0.0795252947	-0.0490721149	0.0872079374	-0.0517562196	-0.0386928956	-0.0385527108	-0.0353571083	-0.0109562828	-0.0612634647	0.0684200636	-0.0042802963	0.08620282	-0.0422754776	0.0196930706	0.084360912	-0.010230983	0.0911165502	-0.1119179393	0.0547664038	-0.0383602691	0.0811390819	-0.0623421267	0.0723323875	-0.0746937093	-0.0403077729	-0.0076888392	0.0433009018	0.0728523297	-0.0645113395	0.055611722	0.0027437552	0.1408514835	-0.070434767	0.0270654774	0.0427322799	-0.0336516944	0.0401060606	0.0135629639	-0.0111962077	0.0781266264	-0.0491882769	-0.0970511743	-0.0802694511	-0.0846258179	-0.1300876421	0.0011158022	0.0660874605	0.0524866355	0.0748451341	0.1695182739	-0.0556075155	0.0931743013	0.0082640631	-0.0358527358	-0.0355597154	0.0296846339	0.0005983791	0.0444017109	-0.0457829873	-0.0329222156	0.1096653292	-0.0847447224	0.1177231963	-0.1353022979	0.0974367033	-0.0913279336	0.0053140623	-0.0609074592	-0.0138707749	-0.045147984	0.0167765211	0.0626762572	-0.0136531249	-0.0023479953	-0.0417508615	0.0408849269	-0.0283377787	-0.0521930153	0.0163570133	0.1450013181	0.1296932395	0.0581769718	-0.0146036013	0.0632455244	0.1025662807	0.1024716367	0.1023139614	0.1020933517	1.38935e-05	2.0433e-06	4.175074889999999e-12	1.9302934225e-10	0.0245314	0.0234003699999999	0.0005475773161368	0.00060178958596	3.082e-05	1.4829899999999998e-05	2.1992593400999994e-10	9.498723999999999e-10	0.000510154	4.263999999999917e-06	1.818169599999929e-11	2.60257103716e-07	-0.0	0.0	0.0	0.0	-0.000439405	-6.461900000000003e-05	4.1756151610000035e-09	1.9307675402500006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43839.38478378215	48.21392930303409	1921891658.22051	2324.5829788379697	66998.57713221553	-50.422935916736606	4488809337.741434	2542.4724664633263	40145.1397673547	-15.22053495925502	1611632246.940444	231.6646844459042	45538.11966827834	40895.02757425334	0.995265	16.083193	0.029697971	0.029698	-0.0372639067	-0.0845162519	-0.0276345267	0.0604129136	-0.0388823385	0.0054180543	-0.0685461196	-0.0215348935	-0.0628393567	-0.0512087778	0.0563085619	0.0363978366	0.0568550589	0.0304795294	0.0593134293	0.059364426	0.0413842414	-0.012382549	0.1241029185	-0.0467101838	-0.0177408629	0.0027628047	-0.0347228324	-0.0015293156	-0.1247960384	-0.003239367	0.0509091989	0.0148459167	-0.1534516644	0.0383767374	0.0099013552	-0.0573155857	0.0434379437	-0.031787547	0.0159734386	-0.0729881562	-0.1221079602	0.0056386177	-0.1268146914	0.0111358801	0.0254181396	-0.0005872422	0.0071118581	0.048937058	0.0655984668	0.0177037934	0.0588106304	-0.0616358313	-0.0145162716	-0.0053162265	-0.013030346	-0.0565604942	0.0421171688	-0.0130657438	-0.019881123	0.0238404238	-0.0279710276	0.0152344335	-0.0330157658	-0.0885123895	-0.0149484504	0.058127188	-0.0824289297	0.1329141881	-0.0295974594	0.0034432637	0.058268173	0.0476849232	-0.0322507652	0.0315261197	0.0754167967	0.0869716594	-0.0596942969	-0.0129194531	0.0412829456	-0.1489755373	-0.1317913409	-0.0075689214	0.056794942	-0.0925185185	-0.027358349	0.0243705177	0.0227750495	0.0790022141	-0.0829732826	0.1025101919	0.1022474116	0.1018099433	0.1011985345	1.38945e-05	1.0000000000004984e-09	1.0000000000009973e-18	1.9305713025000003e-10	-0.00516657	-0.0296979699999999	0.0008819694221208	2.6693445564899995e-05	3.082e-05	0.0	0.0	9.498723999999999e-10	0.000510154	0.0	0.0	2.60257103716e-07	-0.0	0.0	0.0	0.0	-0.000439405	0.0	0.0	1.9307675402500006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43822.087530625184	-17.29725315696851	1920375355.5417752	299.19496677625705	66927.2679382527	-71.3091939628357	4479259193.678668	5085.001143629324	40167.0312644142	21.89149705949967	1613390400.5964282	479.2376435060827	45557.47387241019	40974.99435302845	0.949478	15.343291	0.03396056751	0.0226635	-0.0424283733	-0.0909885199	-0.0187329974	0.0681712257	-0.0440173064	-0.0018594537	-0.0485491613	-0.0365871454	-0.0381617955	-0.019244903	0.0112722515	-0.0257603832	-0.0056276274	0.0238687454	-0.0482274239	0.0196778129	-0.0774587834	0.1314858034	0.130136764	-0.0793881219	0.0953510179	0.1755465368	-0.0569550196	-0.055934115	0.0504668701	-0.0414466338	0.0051015361	0.0740037917	-0.0024803899	0.0573913786	-0.080489998	0.0776888989	-0.0378557576	0.0283953386	0.1169005338	-0.067285818	-0.0021808304	-0.0331241052	0.0047707595	0.0410571403	-0.1939442032	-0.0245891848	-0.0937521744	0.0686504285	-0.0267467702	0.0846770482	0.016109015	0.0423472859	0.0046088144	-0.0780700379	0.0527957942	-0.0336991143	0.0354937912	-0.0167712534	-0.0372644973	0.012719883	0.0560027854	-0.0444440311	0.0334727746	-0.0358488297	-0.0395733357	0.0663132676	-0.04319356	0.0799247349	0.1872395429	0.078773806	-0.0525307495	0.0276592897	0.0619108267	0.0194120323	0.0889979137	-0.131643015	0.0528974148	-0.0401404196	-0.0331801339	-0.15598753	0.0544666477	0.1045690927	0.0588007968	0.0296575561	0.0388252551	0.0649343935	0.0450383415	0.0105140551	-0.0354188564	0.1024260777	0.1019113804	0.1010554665	0.0998612018	6.91699e-06	-6.97751e-06	4.868564580010001e-11	4.7844750660100005e-11	0.0147928	0.01995937	0.0003983764507969	0.00021882693184	0.00460789	0.00457707	2.09495697849e-05	2.12326502521e-05	0.000510154	0.0	0.0	2.60257103716e-07	0.000188343	0.000188343	3.5473085649e-08	3.5473085649e-08	-0.000439405	0.0	0.0	1.9307675402500006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43840.21209049864	18.12455987345311	1921964196.1399028	328.4996706063866	67041.39513795162	114.1271996989235	4494548662.042963	13025.017711117966	40183.40657191728	16.37530750307633	1614706163.7240047	268.1506958203079	45618.47140105423	41166.17212986751	1.064113	17.195757	0.036856223155	0.0206402	-0.0518388488	-0.0699617201	-0.0050629509	0.0197965034	-0.0181343238	0.012105531	-0.0766489265	-0.0232756228	-0.0650178511	-0.0061722926	-0.0645676225	0.0302774443	0.0571580875	0.0007399441	0.1474106545	0.0093097599	0.0331987689	0.0324600526	0.2036571498	-0.0137565433	0.0860598451	-0.0502017205	0.0210321879	0.0936248875	-0.1065117293	-0.0162657485	0.034829759	0.040921197	0.0068096053	0.0043652341	0.1361620964	-0.0424044877	0.015460844	0.0984468158	0.16047676	-0.040367611	-0.0442168298	0.1128836	0.1342221284	0.01255497	0.0965270181	0.0075952971	0.0277203738	-0.1062788765	-0.0248917794	0.0628342601	-0.0356150537	0.0765509424	0.0348073692	0.0230380737	-0.0081420881	-0.0473110984	-0.0037107288	-0.0487573158	-0.0347303063	0.0370703378	-0.0329166813	-0.0168534447	-0.0878095943	-0.104731915	-0.0026948902	0.0257603	-0.0542671815	0.161596948	0.0503249664	-0.1106593165	0.0620028638	0.0340964936	-0.029475852	0.0715846438	-0.0226395106	0.0064517265	0.0243813821	-0.130989901	-0.0654437354	0.1035218396	-0.0640809331	-0.0084105502	-0.095202848	-0.0155159612	0.0276666496	0.0109172608	0.0599661112	-0.0815734333	-0.0671181675	0.1023139614	0.1014639107	0.1000523871	0.0980872016	3.62335e-07	-6.554655e-06	4.2963502169025006e-11	1.31286652225e-13	0.00185691	-0.01293589	0.0001673372500921	3.4481147481e-06	2.95615e-05	-0.0045783285	2.096109185391225e-05	8.7388228225e-10	0.000213742	-0.0002964119999999	8.7860073744e-08	4.5685642564e-08	0.00027864	9.029699999999998e-05	8.153548208999996e-09	7.76402496e-08	-0.000439405	0.0	0.0	1.9307675402500006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43791.260416057536	-48.9516744411012	1917674488.826968	2396.266430587561	66882.36572752285	-159.029410428775	4473250845.3101225	25290.353381323774	40173.54945994773	-9.857111969547988	1613914076.2108667	97.1626563802062	45577.16591870908	41046.52268467764	1.007913	16.287592	0.062811023065	0.0352752	-0.0445813859	-0.063940899	-0.0131912859	0.0065128676	-0.0239262086	0.0187723523	-0.0339498006	-0.0179844808	-0.0453444756	-0.0210624814	-0.0463497243	0.0102639004	0.0865842667	0.0198760648	0.0158750258	-0.0431656456	-0.0295519248	-0.0430276186	0.1294251838	-0.0084533732	-0.0367877317	0.0126339011	0.1394674156	-0.0591752301	0.0176305487	-0.0515353632	-0.0087816837	-0.0232735543	0.0298664206	0.07716676	0.0800848386	0.006646353	-0.0733077721	-0.0617399705	-0.0643325994	-0.0589803589	-0.0055331832	-0.0008146434	-0.1195608905	0.0633573229	-0.1094626225	-0.0062293706	0.0383639139	-0.0614078165	0.0605622794	-0.068091425	0.0701852646	-0.0965328065	-0.0350702706	-0.0110874809	-0.064728807	-0.050428478	0.0089594898	-0.0390043035	-0.0095945019	0.0671896142	-0.0033783852	-0.0366646048	-0.0134151296	-0.0430224806	-0.0021138746	-0.0050314253	0.0831940012	0.0561614957	0.0418834024	-0.0300270146	-0.0581827045	-0.0258416587	-0.0258931855	0.0815744898	0.079905123	0.0232517646	0.0463481392	-0.0427034626	-0.0038324065	-0.0091716164	-0.0292771164	-0.01818146	0.0309683271	-0.0183037994	-0.1627380461	0.0080974631	0.0159777781	0.0523509816	0.0310026974	0.1021738733	0.1009054916	0.0988031726	0.0958842909	1.58521e-05	1.5489765e-05	2.3993281975522497e-10	2.5128907441e-10	0.0275659	0.02570899	0.0006609521668201	0.00075987884281	2.99048e-05	3.432999999999972e-07	1.178548899999981e-13	8.942970630399998e-10	0.000563117	0.000349375	1.22062890625e-07	3.171007556890001e-07	-0.0	-0.00027864	7.76402496e-08	0.0	-0.000325696	0.000113709	1.2929736681000008e-08	1.06077884416e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43729.51557763093	-61.744838426602655	1912270532.6542664	3812.425072327268	66982.56043656562	100.19470904277114	4486663402.638165	10038.979720165564	40086.82435088023	-86.72510906749812	1606953486.5383244	7521.244542769446	45535.1691357792	40827.923350044	1.025081	16.565012	0.0755139128	0.0505581	-0.0157044818	-0.0638932784	-0.0193268615	0.0058320376	-0.000743745	0.028876603	-0.0533390439	0.0255421681	-0.0827433956	-0.0663629152	-0.0667595061	0.0112500665	0.0186140735	-0.0262219386	0.0256139234	-0.0525070777	0.0045520472	-0.012177118	-0.0012749176	-0.2725184376	-0.0207970243	0.0164288149	0.0172401259	0.0669010871	0.113516421	-0.093475576	-0.0343214295	-0.0615903708	-0.0022955366	0.056083298	0.0571240086	0.1063067132	0.1239238097	0.0064507766	-0.072672996	0.0621258506	0.0057131038	0.0639191894	-0.0330208423	0.0363304085	0.0973472482	0.0025431218	0.0065758466	0.1010371994	0.0706143812	0.0295738985	-0.0885481849	-0.0805690885	-0.1152327819	-0.0681205302	-0.0321419337	-0.0428412865	0.0233473701	0.0003406673	0.0196808055	0.0580816725	-0.0631397054	-0.1012755047	-0.0886586042	-0.0289281399	-0.0138168587	0.0865170724	-0.0372974259	0.0137701598	0.1126280766	-0.0225747076	0.0206412463	-0.0363191337	-0.0910270048	-0.0071055162	-0.0979183975	0.0338513379	0.1136693557	0.1093347305	0.1032932332	0.0144799581	0.1078704054	0.0952779764	0.0278424494	-0.1225164131	-0.0442284063	0.0158865344	0.0755610632	-0.0233189499	0.0654698028	0.102005852	0.1002367339	0.0973108962	0.0932621027	1.38945e-05	-1.9576e-06	3.832197759999999e-12	1.9305713025000003e-10	0.00737377	-0.02019213	0.0004077221139369	5.43724840129e-05	0.0081534799999999	0.0081235751999999	6.599247403005344e-05	6.647923611039838e-05	-0.000267099	-0.000830216	6.892586066560001e-07	7.134187580100003e-08	-2.3820200000000002e-23	-2.3820200000000002e-23	5.674019280400001e-46	5.674019280400001e-46	-0.000439405	-0.000113709	1.2929736681000008e-08	1.9307675402500006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43655.29944596445	-74.21613166648604	1905785169.716824	5508.034199537191	66464.25755943729	-518.302877128328	4417497532.927217	268637.8724395026	40131.01328028905	44.188929408817785	1610498226.9027362	1952.6614822974811	45555.75574361432	39974.27802295321	1.108388	17.911232	0.0535469785	0.0340332	0.0200718994	-0.0514304876	-0.0052586286	-0.0483990515	-0.0348361712	0.0334177049	0.038922911	0.024582969	0.0116723853	-0.0411591319	-0.0397382034	0.050910978	0.0589639969	-0.0523103338	0.0960183554	-0.0291689479	-0.0066812782	-0.0258044	0.102860921	-0.0062361404	-0.0968837452	-0.0329363768	0.0333316264	-0.077519353	0.0796496148	-0.0340669391	-0.0015494658	-0.0789335528	0.0635822694	0.0241818024	-0.1089455855	0.1063616695	-0.0460812836	0.0275379256	-0.0027870611	0.1166419745	-0.0957657813	-0.0525939542	0.049282746	-0.0423406788	-0.1095731034	-0.0211669016	-0.0504200348	-0.1378323148	-0.0554308696	0.0432472547	-0.0162817141	-0.0117009378	0.0431624386	-0.0415060267	0.1210023267	-0.0523948636	-0.0084104612	-0.0399081536	0.0417900327	-0.0034207837	-0.0195432673	-0.0048754963	-0.0830560037	-0.0206480244	0.0562637597	0.0072461555	0.0529699046	0.084592497	-0.001435979	-0.0540559415	-0.0483698678	-0.0756549712	0.0070831955	0.1332531069	0.0164296129	-0.0216099516	-0.011370609	0.0235918538	0.0025398874	-0.1036612836	0.0701390836	-0.0520789089	0.0476993945	0.0738965861	-0.0587711648	0.0400727939	0.0757662194	-0.1022768956	-0.1062029933	0.1018099433	0.0994583687	0.0955792289	0.090232103	1.4773e-05	8.785000000000001e-07	7.717622500000002e-13	2.18241529e-10	0.0194491	0.01207533	0.0001458135946089	0.00037826749081	0.0113701	0.00321662	1.0346644224400636e-05	0.0001292791740099	0.000328778	0.000595877	3.550693991290001e-07	1.0809497328400001e-07	-0.0	2.3820200000000002e-23	5.674019280400001e-46	0.0	-0.000270199	0.000169206	2.8630670436000013e-08	7.3007499601e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43711.92416861966	56.62472265521501	1910732314.523156	3206.35921578002	66728.23203579216	263.97447635486606	4452656950.622519	69682.52416682574	40188.12390932503	57.11062903598213	1615085303.3512623	3261.623948885565	45546.71430263612	40016.81030894322	1.083581	17.510359	0.1078452784	0.0663731	0.0211989522	-0.0590811051	0.0097780151	-0.0001366102	-0.0354250791	-0.0062918337	0.0429472355	0.0010795786	-0.0332828994	0.0173788728	-0.0210030585	0.0373463485	0.0457019791	0.0164951492	0.0411064017	0.0373500336	0.0757738502	0.0229210803	0.082745621	0.0206670624	-0.0292724585	0.0164392883	-0.0538895485	0.0479466788	0.129535356	-0.0163750483	0.0296531972	-0.0066264428	-0.0417022115	0.0784317665	-0.0244685155	0.0295318941	-0.0264964539	-0.0835761764	-0.0309699466	0.1667001211	0.0459473389	-0.0075653137	0.0274070648	0.0395602382	0.0830172119	-0.0144153866	0.0278910011	0.0032188196	-0.0391551182	-0.079352418	-0.034340408	0.0231659618	-0.0182378115	0.007005791	-0.0282953933	0.0036492094	0.0553920146	-0.0594726953	0.0057521749	0.0203291136	0.0298736563	-0.0562078764	-0.0914477067	-0.0142619906	0.0435971774	0.0551915927	-0.0046893615	-0.0004326405	0.033730065	-0.0962589744	-0.0568123652	0.0882735495	-0.0507864342	0.045751189	-0.0102014552	-0.0694650718	-0.0034537895	0.0309832199	-0.077083699	0.0178494712	0.0265674518	-0.0431142869	0.1436356327	-0.015042212	0.0920223895	0.0169124384	0.0237370896	-0.076861049	0.1021427851	0.1015862008	0.0985712473	0.0936124309	0.0868075413	1.04396e-05	-4.3334e-06	1.877835556e-11	1.0898524816000002e-10	0.00186187	-0.01758723	0.0003093106590728	3.4665598969e-06	0.0501338	0.0387637	0.0015026244376899	0.00251339790244	-0.000480309	-0.000809087	6.54621773569e-07	2.30696735481e-07	5.15063e-05	5.15063e-05	2.65289893969e-09	2.65289893969e-09	-0.000439406	-0.000169207	2.8631008849e-08	1.93077632836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43736.29445637798	24.37028775832005	1912863452.7749996	593.9109254233239	66457.16188226744	-271.0701535247208	4416554365.4459	73479.02813191571	40229.05427429274	40.930364967709465	1618376807.803991	1675.2947763898983	45653.65265805371	40062.5725525623	1.191178	19.249088	0.0912335499	0.0624191	-3.45095e-05	-0.028706886	0.019521485	-0.0699582435	-0.0502437847	0.0366517507	0.0274904823	-0.0091313094	-0.0077902192	0.0253970157	-0.0424562167	0.0126927948	0.0796076711	-0.0714599207	-0.0069532935	-0.0308389191	0.050492481	-0.0068189803	-0.0504600712	0.0558661321	0.0530053397	-0.0639242801	-0.0183195152	-0.0507281708	0.0341522099	0.0023569632	0.0523188536	-0.0515991462	0.0544342785	-0.01961979	0.0540659407	0.0710442618	0.0290774894	-0.0048973709	0.0366213276	0.0653365065	0.0599344296	-0.0626019144	0.0892962208	-0.1505889699	-0.0702677905	-0.060955043	-0.0016374939	0.0195434728	0.0305464211	-0.0542527527	0.0028135418	0.0135956712	0.0132922798	0.0194960804	-0.0191290284	-0.0373504576	-0.0192216886	-0.0638798433	-0.017859001	-0.0164784388	-0.0169677563	0.0275221269	-0.0093579724	0.0139480932	0.0498048145	-0.0400265754	0.0609940813	0.0366474586	-0.0673837846	-0.0709327383	-0.0856937513	-0.0182252465	-0.0049692375	-0.050338829	0.0046033976	0.0119294121	0.0327178852	0.0923859323	-0.0459970952	0.0016742308	0.0908737359	-0.1084503026	0.0330653704	0.0985220616	-0.0534958751	0.0366243157	-0.0972341351	0.0309725552	0.0092897549	0.1013346856	0.0975763397	0.0914153405	0.0830033923	1.38945e-05	3.4549e-06	1.1936334009999998e-11	1.9305713025000003e-10	0.0142701	0.01240823	0.0001539641717329	0.00020363575401	0.0143469	-0.0357868999999999	0.0012807022116099	0.0002058335396099	0.000328884	0.0008091929999999	6.547933112489999e-07	1.08164685456e-07	-0.0	-5.15063e-05	2.65289893969e-09	0.0	-0.000439406	0.0	0.0	1.93077632836e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
