global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
43663.11442896433	n/a	1906467561.6368327	n/a	68400.39090996415	n/a	4678613476.635906	n/a	40227.65437035422	n/a	1618264176.140679	n/a	45430.77464447975	41181.15259892772	n/a	n/a	n/a	n/a	-0.0457167763	-0.0552145698	0.009460026	-0.007092818	-0.0092894287	-0.0153088937	0.0442303174	-0.044777159	0.0773912441	-0.0361578347	-0.1937697355	-0.0632958629	0.0458424308	-0.0823991726	0.046180085	-0.0498177601	0.1049523869	-0.0243134885	0.1716281051	-0.05099358	-0.1088469804	0.0430365859	-0.0118198799	0.2198027081	-0.0711503131	0.0459237661	-0.0967070556	0.0814964033	-0.0006238329	0.0164900991	-0.0226187037	0.1007625455	-0.0719949445	0.067189364	-0.0197906487	-0.117492943	0.0704168642	-0.0914362847	0.014093742	0.0935670288	-0.0414203691	0.1278441096	-0.1707937704	-0.020999005	-0.1175887509	0.1049907867	-0.0514063855	0.1650838631	-0.0346185925	0.0551325086	-0.1196443051	0.0183026017	-0.006930883	0.0755665347	-0.0383835095	0.0381264978	-0.1361779143	0.0808505818	0.0019674781	-0.1192258914	0.0029613057	-0.1180866827	0.024311633	-0.1395727916	0.2389971025	-0.0185985316	0.0827637464	-0.0652814484	0.0265800756	-0.008103755	0.0749706404	-0.1871148002	0.0643490234	-0.1592827054	0.1203780544	0.1203546593	0.1203156708	4.5465e-05	n/a	n/a	2.067066225e-09	-5.21213e-05	n/a	n/a	2.71662991369e-09	0.234318	n/a	n/a	0.054904925124	-0.000216938	n/a	n/a	4.7062095844e-08	-0.000177262	n/a	n/a	3.1421816644e-08	-0.000190634	n/a	n/a	3.6341321956e-08
43580.49831362778	-82.6161153365465	1899259833.264114	6825.422513301553	67936.36923027664	-464.0216796875029	4615350264.192479	215316.11922001155	40240.63426786256	12.97989750833949	1619308646.2798746	168.47773932699772	45401.74871508501	40867.65290244794	0.928405	16.328676	0.0353876206999999	0.0229098	-0.0601043678	-0.0373427652	0.029427159	-0.0244996675	-0.043980949	-0.044760459	0.0652584041	-0.0857368919	0.0924944413	-0.0417091881	-0.2164531115	-0.0364968396	0.0894314664	0.0266888766	0.0747851489	-0.0570730967	-0.0310543589	-0.036202017	0.0067726753	0.0123947511	-0.0147845734	0.0268198024	-0.0285015515	-0.0493976523	-0.046989995	-0.0505097148	0.0122078135	-0.1043893701	-0.0287537791	-0.0214026123	0.004347343	-5.56998e-05	0.073259292	-0.041626899	0.0155385862	-0.1247018491	-0.1536397247	-0.1319958106	-0.0433282882	0.0526321469	0.0669593103	-0.0466299037	0.0895174629	-0.0019081912	-0.010601979	0.1102813152	-0.0949525022	0.1718805916	-0.0224314312	0.0540085485	-0.0863769484	0.0357127788	-0.077111425	0.0849184258	0.051594795	-0.0099964924	-0.0132398314	0.0138121603	0.0194759417	-0.0225148473	-0.0255929522	0.0933295739	-0.0704274326	-0.0386496016	0.0448588019	0.0931583378	-0.0309443186	-0.0525089888	-0.0130419282	0.0136724728	0.0211890004	0.0662661752	0.02032478	0.0700095892	0.1203156708	0.1201052059	0.1197547036	0.00383305	0.003787585	1.4345800132225e-05	1.46922723025e-05	-0.000161457	-0.0001093357	1.1954295294490002e-08	2.6068362849e-08	0.234305	-1.2999999999985246e-05	1.6899999999961638e-10	0.054898833025	-0.000609933	-0.000392995	1.5444507002500007e-07	3.7201826448900003e-07	-0.0	0.000177262	3.1421816644e-08	0.0	-0.000131337	5.929699999999999e-05	3.516134208999998e-09	1.7249407569000002e-08
43561.38122026844	-19.11709335933847	1897593933.817556	365.463258509663	68292.97303726946	356.60380699281814	4663930166.269214	127166.27516177107	40244.29425108086	3.6599832182982937	1619603219.7675798	13.395477158225136	45427.78812524397	40970.1137434837	0.8854309999999999	15.572854	0.081044393	0.0370778	-0.0707631143	-0.0221626725	0.0146103145	-0.0889135333	-0.0041467294	-0.0562508897	0.1052483659	-0.0063886186	0.1003907036	0.0202524287	-0.1726888833	-0.0782719252	0.089214016	0.0409599643	-0.0038874993	-0.0369930119	0.0464157112	-0.0332922386	0.1090636968	-0.0135981591	-0.0402251023	0.0332295367	-0.0298882228	-0.0561919105	0.1053263184	0.0610768181	0.0823664896	0.1149459602	0.0540396885	-0.0479669428	-0.1011121396	-0.1509861774	0.143157364	-0.1526398449	-0.1140089283	-0.0813434633	0.0802875008	-0.0650469014	0.0334705685	-0.159366431	-0.0103220626	0.0316005803	-0.0951298414	-0.018192709	0.0330255847	0.0851204138	-0.0546943367	0.1618956587	-0.0257053612	0.0550791108	-0.0981433559	-0.0155531952	0.0219766405	0.0884040766	-0.0206954544	-0.0106385512	0.0291946448	-0.0391784553	0.0153854329	0.0316352553	-0.0553220245	-0.0695294511	-0.044643404	0.0667676218	0.0112060343	0.0516010589	0.0852756024	-0.0235811239	0.0029897295	-0.1162563196	-0.0385342685	-0.0544282785	0.1049661551	-0.0365522035	0.120190936	0.1196068161	0.1186353847	-0.00295645	-0.0067895	4.609731025e-05	8.740596602499998e-06	-0.0189663	-0.0188048429999999	0.0003536221202546	0.0003597205356899	0.216355	-0.01795	0.0003222025	0.046809486025	-0.000678528	-6.859499999999996e-05	4.705274024999995e-09	4.6040024678400005e-07	-0.000411457	-0.000411457	1.69296862849e-07	1.69296862849e-07	-0.000401286	-0.000269949	7.287246260100001e-08	1.61030453796e-07
43484.61911605698	-76.76210421146243	1890912099.668548	5892.420642971418	67675.42803214652	-617.5450051229418	4579963559.334243	381361.8333522942	40214.30228401851	-29.99196706234943	1617190108.190416	899.5180882690531	45359.69390356632	40300.220098409256	0.903186	15.88513	0.0295700719999999	0.0198146	-0.1174742959	-0.0031962751	0.0244181128	-0.0792658878	-0.0457087592	-0.0803913444	0.1416465684	-0.1281597466	0.1066088456	-0.0525325484	-0.2140075903	-0.0367978256	0.016853918	-0.0639392937	-0.03023978	-0.0114388013	-0.032024295	0.022150209	-0.0098957772	-0.0491443437	-0.1438533248	-0.0223943387	0.1255728851	0.0321280671	-0.0099757485	-0.0253914779	0.1222394681	-0.0605974874	0.0519944453	0.0541502075	0.0759440845	-0.0750069367	-0.0545525691	0.070456938	0.2090907007	-0.0521550398	0.0019101837	0.1443501439	0.1633777482	0.0102597846	-0.1417974651	0.0632252369	0.0345267935	-0.01111952	0.0536808173	0.116711167	-0.0812718983	0.1746401525	-0.0083185463	0.0495580134	-0.0411796817	0.0460368466	0.0121598426	-0.0076537069	0.0116552148	0.0781582188	-0.0301971478	-0.0633887597	-0.0511069316	0.0574043714	0.0034940108	-0.0696368728	-0.1101171777	0.0409788446	-0.0181968762	-0.0216093912	-0.0670236325	-0.0073295547	-0.0164682209	0.0041276978	-0.0674979168	-0.1924376823	-0.0264776415	0.0572133269	0.1200039147	0.1188605229	0.1169629329	0.000104205	0.003060655	9.367609029024998e-06	1.0858682025e-08	-0.000172283	0.018794017	0.0003532150749962	2.9681432089e-08	0.220263	0.0039079999999999	1.527246399999996e-05	0.0485157891689999	-0.00060238	7.614799999999995e-05	5.798517903999992e-09	3.6286166440000004e-07	-0.000411457	0.0	0.0	1.69296862849e-07	-0.000401286	0.0	0.0	1.61030453796e-07
43474.25054001677	-10.3685760402077	1890010460.0161488	107.50736910156918	67803.91471567623	128.48668352971436	4597370850.770696	16508.82784446497	40189.783741182495	-24.518542836012784	1615218717.1630168	601.1589428013938	45330.590862329766	40359.401257920224	0.881575	15.505042	0.050633324	0.0285523	-0.1103503603	0.0100812447	0.0509749752	-0.0687869119	-0.0464016884	-0.0537459723	0.1315420251	-0.1556476578	0.1078953108	-0.0153811317	-0.2083163993	0.028315788	0.0892629999	0.0259678306	0.031332805	0.1110487292	-0.0168385159	-0.0491916992	0.1152517899	0.0184911537	0.0676164127	0.1033821431	-0.0391757873	0.0621289846	-0.0012624041	-0.1033434573	0.0687399111	-0.024979247	0.0271214222	-0.0073332982	-0.0964225891	-0.0078662308	0.0757267943	0.0445712818	-0.1214462321	0.0060154926	-0.0819085042	0.0207393136	-0.0193508233	-0.0930987698	0.0290612187	0.0360123201	-0.0123817236	-0.0079647906	-0.1244590541	0.0894038274	-0.1209733957	0.1854494144	-0.0218695033	0.0374512456	-0.0372308494	-0.0552751047	-0.0184297326	0.0609296389	0.073257492	0.0667595275	0.1188726593	0.0177180687	0.1682978343	-0.1581788353	0.0143590552	-0.0139300252	-0.1040181762	0.0451253454	0.054526926	0.0699161381	0.0083763573	0.009542002	0.0802430266	-0.1014789691	0.0400158267	0.0140226102	0.0576297459	0.0313846779	0.1197547036	0.1178678731	0.1147451459	-0.00939707	-0.009501275	9.0274226625625e-05	8.83049245849e-05	-0.000206857	-3.4574e-05	1.1953614759999999e-09	4.278981844899999e-08	0.234294	0.014031	0.000196868961	0.054893678436	-0.0007639809999999	-0.0001616009999998	2.611488320096767e-08	5.836669683608472e-07	-3.17285e-05	0.0003797285	1.4419373371225006e-07	1.00669771225e-09	-0.000401286	0.0	0.0	1.61030453796e-07
43500.65341148156	26.402871464786585	1892306847.2258425	697.1116215860417	67783.93094902665	-19.98376664958778	4594661294.902412	399.3509295051768	40226.02124260467	36.23750142217614	1618132785.0104823	1313.1565093222175	45370.82819480288	40245.20083921684	0.963862	16.952288	0.0842665552999999	0.0459012	-0.1238173189	-0.0071465391	0.0002555126	-0.0118567279	-0.0669245661	-0.0618655495	0.0514835957	-0.1353460314	0.0034526468	-0.0655160354	-0.2265112169	-0.0166942338	0.1016463828	0.0267597711	-0.0402586024	-0.0494410577	0.0510511041	0.0288667312	0.0381626759	0.0994156783	-0.0140996149	0.158203569	0.0446255112	-0.1601434274	0.074673407	-0.0794283394	-0.1116806052	-0.0560393822	-0.0545160761	0.1145520503	-0.1096348606	0.0633770529	-0.0451241589	0.0478829746	0.0167017092	0.055013658	0.1865753882	0.1163601059	0.0314349581	-0.0561238352	0.0428169866	-0.1032851486	-0.0242697893	0.0355577254	0.0857405745	0.1215142434	-0.0912306053	0.1729976884	0.0139589031	-0.0182935953	-0.0087719303	0.0774738035	-0.0471464748	0.0581913088	0.0201021178	-0.0205720855	-0.032863935	-0.0354873937	0.0678177672	0.0796313704	-0.0439520003	-0.07506147	0.0240842654	0.1675180768	-0.0333603981	-0.0027190005	-0.069327104	-0.0806772675	-0.1222133197	0.1278970095	-0.0040541128	0.043179991	0.0161356667	-0.0816662769	0.1194434321	0.1166309242	0.111992364	-1.65387e-05	0.0093805313	8.799436747027968e-05	2.7352859769000007e-10	-0.000141508	6.5349e-05	4.270491801e-09	2.0024514064e-08	0.213904	-0.0203899999999999	0.0004157520999999	0.045754921216	-0.000436889	0.0003270919999999	1.0698917646393459e-07	1.90871998321e-07	0.000118732	0.0001504605	2.263836206025e-08	1.4097287824e-08	0.000209775	0.000611061	3.73395545721e-07	4.4005550625e-08
43530.70197717968	30.048565698118185	1894922014.6260347	902.9163005141246	67940.42849641394	156.49754738729098	4615901824.276335	24491.482338237387	40174.447820274574	-51.57342233009695	1613986257.6639645	2659.817890838542	45359.31910009867	40554.89357587873	0.854067	15.021226	0.0468758503252	0.0334202	-0.0997154422	-0.0107471755	0.0255209166	0.0131932871	-0.0603119149	-0.0269146142	0.0538700222	-0.1479688811	0.0389788297	-0.0071846926	-0.2158911457	0.0242606427	0.0673600714	0.0593858814	-0.0133075185	-0.0550081852	0.0182737745	0.074476748	0.0048490159	0.1068761674	0.1014103835	0.0096668514	0.005771722	-0.010394414	-0.1281513478	0.0672105636	-0.1334923817	0.1072049705	-0.0580352425	0.045995805	0.0862907401	-0.0567952827	-0.0882071245	0.0983750014	0.0361383657	0.1548095744	-0.0628143148	0.0216560148	-0.1704724437	0.0182432589	0.05753148	0.024347483	0.0295293894	-0.1206422626	-0.0297859479	0.0995101655	-0.0902742014	0.1818058361	-0.0290816591	-0.0114511014	-0.0181255529	0.0641665218	-0.0037681269	0.0712408043	0.0327560227	-0.006062546	0.0655408747	0.0174575266	-0.0200646461	-0.0660543813	-0.0576122382	-0.054199568	0.107202361	-0.0231034048	-0.0735996697	-0.053135787	-0.0279205953	0.0781394741	-0.1222751845	0.0879696148	-0.0032396881	0.0734783807	-0.0834619893	-0.1420139704	0.1190702613	0.1151522399	0.1087174221	-3.63748e-08	1.65023252e-05	2.723267370065551e-10	1.3231260750400002e-15	0.00411714	0.004258648	1.8136082787904e-05	1.69508417796e-05	0.211178	-0.002726	7.431076000000034e-06	0.044596147684	-0.000623322	-0.000186433	3.475726348900002e-08	3.885303156840001e-07	0.000118732	0.0	0.0	1.4097287824e-08	-0.000401286	-0.000611061	3.73395545721e-07	1.61030453796e-07
43538.31435604992	7.612378870246175	1895584816.9662228	57.94831206417044	68099.86209976947	159.43360335553007	4637591218.007618	25419.073878928488	40292.58363831159	118.13581803701528	1623492296.2503347	13956.071503274785	45527.19527319353	40527.61903455848	1.001096	17.607159	0.0554367863747999	0.0350209	-0.1133071985	0.0005425282	-0.0466853172	0.0343373136	-0.0376011021	-0.0464234839	-0.0151363221	-0.0498703109	-0.0729726266	-0.0506909367	-0.1813644219	-0.120012024	0.0795345797	-0.0440144964	-0.0309844775	-0.1505159881	-0.0807910042	0.0484473042	-0.1760696631	-0.0156126096	0.1255452875	0.0143672686	0.0244249437	0.0585144678	0.0993248566	-0.0133636378	-0.0568895227	0.0378018664	-0.0387851462	-0.0372654248	0.0786421692	-0.1463846209	0.0010541206	-0.0269965548	0.0155751877	0.0495965126	-0.115533262	-0.006961851	0.021299797	0.0650250437	-0.0805014558	0.0204341756	0.032570896	-0.0193065475	-0.0359287957	0.1097051242	0.0149991868	0.1301436256	0.0168053941	0.0197462847	-0.0121845713	0.1171788453	-0.0532370151	-0.0713842157	-0.1626667724	-0.1289672323	0.0441022926	-0.0562838905	0.0296693632	0.0830831928	-0.032796097	0.0902130057	0.0997486846	-0.0775440634	-0.0938888164	-0.0892545882	-0.1255908369	0.0761777064	0.0015256275	-0.0202677343	0.0730644218	-0.0024322576	-0.1043110148	-0.0103021259	0.1186353847	0.1134348849	0.1049355893	0.00280321	0.0028032463748	7.858190237829343e-06	7.8579863041e-06	-0.0133351	-0.01745224	0.0003045806810176	0.00017782489201	0.181739	-0.0294389999999999	0.0008666547209999	0.033029064121	-0.000620759	2.5630000000000227e-06	6.568969000000116e-12	3.853417360810001e-07	6.449e-06	-0.000112283	1.2607472088999998e-08	4.1589601e-11	-0.000401286	0.0	0.0	1.61030453796e-07
43519.09474586123	-19.219610188694787	1893911607.4992464	369.39341580538047	67861.93038230021	-237.9317174692551	4605241595.212161	56611.50217786943	40283.815967745	-8.767670566587185	1622785828.9231472	76.87204716419924	45482.72489400807	40226.97041593969	0.939314	16.520538	0.0598047857999999	0.0277363	-0.1222109155	0.0267426747	-0.0619371426	0.0936232698	-0.0430555813	-0.0480003337	0.0013854973	-0.1461159539	-0.0467485516	-0.0968789576	-0.1596665252	-0.0756299801	0.0049209841	0.0564326749	-0.0019968991	-0.0877965991	-0.1905621167	0.0364662345	-6.95505e-05	0.0221592767	0.0561870181	-0.1371350478	-0.0468654612	0.0066860778	0.0697359175	0.0048283198	-0.0024043903	0.0318804841	-0.0121626663	-0.0446198121	0.1158023384	0.0486717376	-0.06982732	-0.1408581098	-0.0891116685	-0.0949619901	0.0305717263	0.0147477449	-0.0844611668	0.0629346855	0.121338638	-0.0974277281	0.0430855442	0.0801572962	0.1058311692	0.111345527	-0.0144260083	0.1162525969	0.0352541825	-0.0683288048	-0.0394087282	0.1045918485	-0.0705089975	-0.0273626844	-0.0127266574	-0.0378078413	-0.0406866552	-0.0199832074	-0.0695089883	0.0047418342	-0.12553562	0.1305099997	0.0718580297	-0.048477714	-0.0439974647	-0.0450964237	0.0768789172	0.1592423321	0.0953779688	0.0001194698	-0.0090300806	0.1355983714	8.14567e-05	0.2104432484	0.1181390277	0.1114824189	0.1006644984	4.75572e-05	-0.0027556528	7.593622354147841e-06	2.26168727184e-09	-0.000141417	0.013193683	0.0001740732711044	1.9998767889e-08	0.204838	0.0230989999999999	0.0005335638009999	0.0419586062439999	-0.000449471	0.000171288	2.933957894400001e-08	2.02024179841e-07	-0.000109088	-0.000115537	1.3348798369e-08	1.1900191744e-08	-0.000272982	0.0001283039999999	1.6461916415999994e-08	7.451917232400001e-08
43605.47122450607	86.37647864484461	1901437120.7112272	7460.896063083297	68154.85349001025	292.9231077100412	4645084054.244762	85803.94703050841	40292.78365822208	8.967690477074939	1623508414.928288	80.41947249262054	45518.09923189734	40601.74415133098	0.947647	16.667099	0.0873783102	0.043903	-0.0856240774	0.0119854512	-0.0701251586	0.0987507192	-0.0329530274	-0.0340594562	-0.0543668441	-0.1191659253	-0.0711949207	-0.0416210336	-0.1572329424	-0.171530896	-0.0448893039	0.0341061684	-0.0157098239	-0.0728354559	-0.0007712944	-0.0269820031	-0.1358643665	-0.0700355327	0.140808171	-0.0126273032	-0.0151969543	-0.0582518437	0.0231046106	0.0548119106	0.1246450069	-0.1635929892	-0.1113982981	-0.0556015372	-0.0632450009	0.1711315792	-0.0304962302	0.0257135641	0.0725524008	0.027230386	-0.0429431418	-0.1087902495	0.0515952068	0.0233589328	-0.0397532818	-0.146235805	0.0369211313	0.0245763389	0.0103728281	0.1128826739	0.0150678207	0.1030584982	0.0658969448	-0.0727507691	0.0129648855	0.0806447411	-0.0065323067	-0.0535257389	-0.0674876598	-0.1717869413	0.0389820138	-0.0724685953	0.0776244106	0.1239917275	-0.0460196075	0.2219657408	0.0659621058	0.0158272775	0.0608919382	-0.0082238311	0.0136800079	-0.092897757	0.0885160439	0.07466461	-0.0417924232	0.0585705002	-0.0187465893	0.1018971193	0.1175814474	0.1092988885	0.0959240631	-0.00487987	-0.0049274272	2.427953881129984e-05	2.38131312169e-05	-0.0126604	-0.012518983	0.0001567249353542	0.00016028572816	0.164577	-0.0402609999999999	0.0016209481209999	0.027085588929	-0.0007769819999999	-0.0003275109999999	1.0726345512093449e-07	6.037010283238446e-07	-0.000246691	-0.000137603	1.8934585609e-08	6.0856449481e-08	-0.000401286	-0.0001283039999999	1.6461916415999994e-08	1.61030453796e-07
