global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
58663.32635292076	n/a	n/a	3441385858.789288	89428.90518105996	n/a	7997529081.883014	n/a	56992.473955770176	n/a	n/a	3248142087.5991416	65529.31215007303	59281.584374594735	n/a	n/a	n/a	n/a	-0.170080452	0.1207235543	0.0941903649	0.1325103778	0.1177599567	-0.0148904606	0.0564118853	-0.1641675154	0.180607848	-0.1465288452	0.0183429296	-0.2127731135	0.1079531948	0.0141188639	-0.1621608635	0.0770312254	-0.0488212105	0.0042556117	-0.1732437881	0.0671611088	-0.0307576387	0.1549306332	-0.0467267244	0.0136988539	-0.0228161111	0.0333344863	-0.013722401	-0.0447596235	0.0516087354	-0.1337632956	0.0820346089	0.1128741816	-0.0479125641	-0.1404291018	0.0041776883	-0.0450833617	0.0514402564	-0.0444322192	0.0431020694	-0.0243727728	0.0450063526	-0.1595876293	0.0417636657	-0.1481591812	-0.0778706265	0.1505693978	-0.1833889805	0.1751770939	-0.0594943206	0.070884348	-0.0991302913	0.1559651952	0.0680307119	-0.0501674973	0.0656258703	-0.067317011	0.0542761235	-0.1579427196	0.0514435585	-0.0692432281	0.028037221	-0.1719708381	0.1105816239	-0.1190102211	0.0585109656	-0.1048352818	0.0848958567	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0234381	n/a	n/a	0.00054934453161	-0.039041	n/a	0.001524199681	n/a	-0.57635	n/a	n/a	0.3321793225	0.00417524	n/a	n/a	1.74326290576e-05	0.0015812	n/a	n/a	2.50019344e-06	-0.000394691	n/a	n/a	1.55780985481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58936.84699250742	273.5206395866553	74813.54027989299	3473551933.4182305	90094.49478066934	665.589599609375	8117017989.784055	443009.5151081681	57120.821435162405	128.3474793922287	16473.075466338574	3262788241.4277086	65673.61142226297	60572.53053329744	1.1861	25.858492	0.20301175	0.165574	-0.1939442809	-0.005545392	0.0674431755	0.1022269383	0.0727034404	0.0007036415	0.0913586157	-0.0786630024	0.1107828397	-0.1087397579	0.0522204172	-0.1719541662	-0.0121258867	0.0641709342	-0.0178960792	0.0517277967	-0.0333169225	0.0074250899	-0.1290660013	-0.0246722444	0.080981545	0.0048428362	-0.0374600324	0.0408387184	-0.0009907277	-0.0850661363	0.011287278	-0.0017601971	0.0689664126	0.0869108633	0.1975778684	-0.0917290413	-0.1635637293	-0.0618400198	-0.0245672924	-0.0276146286	0.0205697824	-0.0017228461	-0.0462764365	-0.0158053511	-0.1331695064	-0.0714127425	-0.0207166189	-0.0986888101	-0.0698623195	0.0824876388	-0.0467750351	0.1433511328	-0.0852496499	-0.0802297623	-0.0210386705	0.1664580827	0.0078364471	-0.0363082959	0.0262672189	-0.069416868	0.0741005532	-0.0056880064	-0.058385445	-0.1107819331	-0.0477841484	-0.0876888516	-0.1155228523	0.0094151048	-0.0292666108	0.0017904226	-0.0661537289	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0162386	-0.0071995	5.1832800250000015e-05	0.0002636921299599	-0.0410527	-0.0020116999999999	0.0016853241772899	4.046936889999993e-06	-0.416117	0.160233	0.025674614289	0.173153357689	0.00389858	-0.00027666	7.65407556000001e-08	1.51989260164e-05	0.0015812	0.0	0.0	2.50019344e-06	0.0	0.000394691	1.55780985481e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58821.421725912725	-115.4252665946915	13322.992168455605	3459959653.857677	89965.74524255701	-128.7495381123299	8093835317.048669	16576.44356413829	57195.94361312746	75.12217796505865	5643.341622213944	3271375965.7960563	65666.06659452592	59991.839337416095	1.011775	22.057995	0.07734785	0.0589672	-0.124281234	0.0163309141	0.02766385	0.0323936985	0.0331556803	0.0194720856	0.0741017687	-0.0592561353	0.058740091	-0.068377459	-0.030522717	-0.1633976262	-0.0247314449	0.2144663979	0.0465250025	0.0634494589	-0.1060350234	-0.0570032138	-0.0529276559	-0.0421850228	0.0040475019	0.0582006774	-0.0096495167	-0.0320533258	0.0542590103	-0.1483013454	-0.0426110653	0.0218894892	-0.0719983775	0.0105290487	-0.0509761273	-0.1164941591	-0.0690684582	-0.0788532348	-0.0411888164	-0.1577133955	-0.0758640089	-0.0331243659	-0.0430509506	-0.0079651266	0.0280225699	-0.0588641201	-0.0529963619	-0.0543389347	-0.0810825698	0.1172471233	0.0537513509	0.142600711	-0.133039103	-0.1192927539	-0.0141895905	0.0279829897	0.0985248127	-0.0405066521	-0.0918618639	-0.0397509095	0.0253620616	0.0205745878	0.0070071894	-0.1070672682	-0.0355120239	-0.0154915315	-0.0737011751	0.034437638	-0.1053330096	-0.0386566778	-0.0735788054	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.00395765	-0.0122809499999999	0.0001508217329024	1.56629935225e-05	-0.0410248	2.789999999999737e-05	0.00168303421504	7.784099999998532e-10	-0.359956	0.056161	0.003154057921	0.1295683219359999	0.00383399	-6.459000000000022e-05	4.171868100000028e-09	1.4699479320099998e-05	0.0015812	0.0	0.0	2.50019344e-06	-0.00011297	-0.00011297	1.27622209e-08	1.27622209e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58759.96729232515	-61.45443358757621	3776.6474075698143	3452733756.1951213	89926.04703995989	-39.69820259712287	8086693936.233078	1575.947289442213	57374.42375891978	178.48014579231676	31855.162442046647	3291824501.6680984	65697.78488524677	60234.449431697605	0.904375	19.716536	0.08961941	0.044349	-0.1735325044	-0.0096137666	-0.0239053567	-0.0508213038	0.0858061784	0.0414228929	-0.0051828653	-0.0993140577	0.0667315105	-0.0138390467	-0.0976776674	0.0191454203	-0.0948967317	0.1288683966	-0.0131338585	0.0151737778	-0.0269389964	-0.0428289904	-0.0044493701	0.0345319024	0.0607024775	-0.0265344075	0.1563485161	0.0840689584	0.0984032418	-0.1093940922	0.0601671052	-0.1457835072	0.0405857188	-0.0353306824	-0.0325229156	-0.0051516696	0.0305597081	-0.0600459173	-0.1007121499	-0.0217403538	0.1792078246	0.009571772	-0.1696939023	0.0189406193	0.0325790303	0.1114027288	-0.139669181	-0.030227954	0.077050918	0.0645899126	0.0779696786	0.1170740818	-0.033437294	-0.0936127576	0.0538405311	0.0062561157	0.0513184114	-0.046739135	0.0649258084	-0.0348070189	-0.113129057	-0.1145121091	0.0221998171	0.0900399712	-0.1180368599	0.034930089	-0.0931305037	0.0137505222	-0.1250717532	0.0594369282	0.0288341539	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.00550526	0.0015476099999999	2.3950967120999987e-06	3.03078876676e-05	-0.0318348	0.0091899999999999	0.00101345449104	8.445609999999995e-05	-0.346732	0.013224	0.000174874176	0.1202230798239999	0.00333764	-0.00049635	2.463633225e-07	1.1139840769599998e-05	0.00112996	-0.00045124	2.036175376000001e-07	1.2768096015999998e-06	-0.000478536	-0.000365566	1.33638500356e-07	2.28996703296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58693.17760793146	-66.78968439369055	4460.861941408791	3444889097.716187	90233.14865524705	307.1016152871598	8142021116.239912	94311.40211198272	57293.25033833661	-81.17342058316717	6589.124209171748	3282516534.3313084	65868.12859721124	59728.81894392171	1.065583	23.231066	0.094668783	0.0528261	-0.1211105462	0.1279041776	-0.0909693938	-0.0069000216	0.1497793447	0.0571776752	0.0405898985	-0.039830656	0.0352520458	-0.0282643599	-0.0171060641	-0.0256740021	-0.1768719258	0.024928015	-0.0643385405	0.0393404749	0.0348372184	0.0240531274	0.0128673999	-0.0194696814	0.029025477	0.017038776	0.0627714931	0.0057307995	-0.0590795623	-0.0569039351	0.1276002366	0.0769080001	0.0097102428	0.0282234114	0.1237456379	0.1172067463	0.0182501061	0.0026179789	-0.0607862412	-0.038525028	-0.0966298338	-0.1367851814	-0.0452603739	-0.0310071221	0.0191296613	0.0265667205	0.0178348754	-0.1252676051	0.0992393349	0.0284348482	0.027112913	0.0992124383	0.0202111944	-0.1130746227	0.0202945085	0.0886132114	-0.0135727467	0.0232586167	0.0781109768	0.0346808054	-0.1138698068	0.0159289716	-0.0832483181	-0.0246282979	0.0650798982	0.0790138387	0.0145367775	-0.0569527434	-0.0460550539	0.053047856	0.028436788	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.000525927	-0.004979333	2.4793757124889e-05	2.765992093290001e-07	-0.0168105	0.0150243	0.0002825929102499	0.00022572959049	-0.354827	-0.008095	6.552902500000031e-05	0.125902199929	0.00421158	0.00087394	7.63771123600001e-07	1.7737406096400004e-05	0.00088732	-0.0002426399999999	5.887416959999996e-08	7.873367824000001e-07	-0.000263713	0.000214823	4.6148921329e-08	6.9544546369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58742.80398058221	49.62637265075318	2462.776862471424	3450717019.5011053	90175.98598500845	-57.162670238598366	8131708448.36844	3267.57086880674	57244.872500922735	-48.3778374138783	2340.4151528436428	3276975427.6469	65852.014797727	59693.29147995885	1.047731	22.841875	0.1121362769999999	0.0612535	-0.116098007	0.0122328975	-0.1086712184	0.0912047195	0.0295661861	-0.006386301	0.1409909615	-0.0061001076	0.0270274809	-0.0377867746	-0.07171517	-0.1059987348	-0.0977543371	0.0252152454	-0.0774117369	0.0035087198	0.0499452679	-0.0253857135	-0.0706941243	-0.0664423344	0.0529472275	-0.0289754692	0.055675501	-0.1233614184	-0.0664718767	-0.0805877246	0.1244284654	-0.0064725162	-0.0464854528	0.0703957335	0.0418539527	0.0748004226	0.097826076	0.0095239588	0.0024778622	-0.0403724816	-0.1574800724	-0.032273974	0.216832104	-0.0195089905	0.0545224061	0.042839277	-0.0381190803	-0.0822413373	-0.050160109	0.0671242788	0.0291001035	-0.0119626186	0.03594178	-0.131752528	-0.0065370669	0.0557218531	-0.047312642	0.0647799607	0.0828874084	0.0085576024	-0.1422971437	0.0170860726	-0.1145846162	-0.0855579414	0.1896832599	0.0889255738	-0.0209418425	0.0456418966	0.0187523393	0.0943424667	0.0835887586	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0194225	-0.0199484269999999	0.0003979397397743	0.0003772335062499	-0.027196	-0.0103855	0.000739622416	0.00010785861025	-0.340735	0.0140919999999999	0.0001985844639999	0.116100340225	0.00528908	0.0010774999999999	1.161006249999999e-06	2.79743672464e-05	0.000825436	-6.1884e-05	3.8296294560000005e-09	6.813445900960001e-07	-0.000478536	-0.000214823	4.6148921329e-08	2.28996703296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58649.46384628793	-93.3401342942816	8712.380670074523	3439759609.457035	89993.72622928103	-182.259755727413	8098870760.630785	33218.618557816255	57251.96332123524	7.090820312507276	50.27973270426578	3277787304.136065	65726.29070563534	59404.776499328	0.930431	20.284573	0.1448383399999999	0.0968555	-0.1249908785	-0.0507636192	-0.0868897564	0.0119728341	-0.0192840878	0.0188727014	0.0404760964	-0.0384385358	0.0784995818	-0.0314054767	-0.1485293449	-0.0482267587	-0.001006224	0.1372189621	-0.0657398191	-0.0444791105	0.0656151272	0.0169132596	0.0673205856	0.1274264379	-0.0011214686	-0.0779575478	0.0992618419	-0.0437327924	-0.017518605	0.0148699822	-0.0496970229	0.0948627252	-0.0104669614	0.1190616257	-0.0885451238	0.0683816947	-0.0050158776	-0.0607176504	-0.0337660668	0.063359461	0.0373882187	0.0313269233	0.0727245313	0.0497394596	0.0641160415	0.0312787689	0.0239514849	0.0023168197	-0.028771946	0.1425805618	0.1030091619	0.0111118175	0.031428238	-0.0747454307	0.0174528819	-0.0706393488	-0.0078126556	0.0846099363	0.1055230982	-0.0335643629	-0.061858994	0.0088407941	-0.0342001583	0.1369901816	0.092304896	0.1080176378	0.1353436326	0.1068706715	-0.0450154322	-0.0143879309	0.0270092914	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.00189456	0.01752794	0.0003072286806435	3.5893575936e-06	-0.0364589	-0.0092629	0.00132925138921	8.580131641000002e-05	-0.280015	0.0607199999999999	0.0036869183999999	0.078408400225	0.00414253	-0.0011465499999999	1.3145769024999993e-06	1.7160554800900003e-05	0.000825436	0.0	0.0	6.813445900960001e-07	-0.000478536	0.0	0.0	2.28996703296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58502.74515723864	-146.7186890492885	21526.37371634181	3422571190.9328094	89839.28742609797	-154.43880318306037	8071097565.229046	23851.343928616057	57131.29103100394	-120.67229023130494	14561.801629668294	3263984414.869271	65773.64247257638	59743.58953317071	0.966236	21.065184	0.15144025	0.127618	-0.1909456391	0.0394961545	-0.0724757555	0.0002238279	0.1103355917	0.0260328072	0.1328713119	-0.0413860046	0.0682899451	-0.0501598941	-0.0909566754	-0.1271778701	-0.0310994004	0.0283871515	-0.1318302593	0.0961954721	-0.0298091385	0.009593328	-0.0829516604	-0.0240820031	0.0142631564	0.0047085701	0.1346788055	-0.0372595312	0.0239497936	0.0543026851	-0.11661615	-0.0692501928	-0.0133026032	0.0877444058	-0.0704874618	-0.0403403687	0.0403690263	-0.1087898641	0.1145259713	-0.0452438715	0.0037369935	0.0418928321	0.0312749589	0.0737465035	-0.0633455004	0.0661082947	-0.0739435592	-0.116889794	0.0027541673	0.1598468723	-0.0034890712	0.0406178145	0.0302702306	-0.0243061617	-0.0719628316	-0.0037722728	-0.0206433744	0.0946311873	0.0102093849	-0.0887699354	-0.1575694763	5.78012e-05	-0.0211014558	-0.0158103686	-0.0357622006	0.0492001921	0.0397867978	-0.0156081965	0.0456288327	-0.0714203139	-0.0309239627	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.00698291	-0.00508835	2.5891305722500003e-05	4.87610320681e-05	-0.0221815	0.0142774	0.00049201894225	0.00020384415076	-0.404657	-0.1246419999999999	0.0155356281639999	0.1637472876489999	0.00429118	0.00014865	2.209682250000005e-08	1.84142257924e-05	0.000825436	0.0	0.0	6.813445900960001e-07	-0.000478536	0.0	0.0	2.28996703296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58612.44214847923	109.69699124059116	12033.429887238332	3435418374.6088247	89974.61645507812	135.32902898015163	8095431606.238416	18313.94608471072	57291.57762518455	160.2865941806158	25691.792274021416	3282324866.7825475	65809.08273300572	59302.44806589783	0.9974	21.744587	0.2073233700000001	0.165329	-0.1047789349	0.0284463415	-0.077080832	0.0349990621	0.077135443	0.0099237601	-0.0185145979	0.0657495908	0.1408761052	0.0317829698	-0.0918633419	-0.0113296779	-0.101840739	0.1100635309	-0.1284880207	0.0831423586	0.0367688409	-0.0839588173	0.0408854783	-0.0362733703	-0.0190724748	0.0813822123	0.0972415568	0.1002666912	0.1771219316	-0.0332731854	0.0553102466	-0.138567955	-0.0051498167	0.0205389825	0.0877712608	-0.0247719035	0.081606296	-0.0248072817	0.1007258093	-0.0814123479	-0.0524057988	0.0353806848	-0.0240037243	0.0143466852	0.0623009995	0.1436431545	0.0773990034	-0.057987781	0.0577793158	0.0783544035	0.1028486359	0.0554876075	0.1054495727	-0.0663316927	-0.0344491254	0.0812524754	0.0163173535	0.00740812	0.0741572237	-0.024177981	-0.1294564169	-0.1648376955	0.1376025586	-0.0749220219	0.0586084273	-0.0089842897	-0.0560416476	-0.1079490438	-0.0756008598	0.0488507493	-0.1178902378	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00650336	0.01348627	0.0001818794785128	4.22936912896e-05	-0.0265506	-0.0043691	0.00070493436036	1.9089034810000005e-05	-0.254885	0.149772	0.022431651984	0.0649663632249999	0.00349726	-0.00079392	6.303089664000008e-07	1.22308275076e-05	0.000825436	0.0	0.0	6.813445900960001e-07	-0.000478536	0.0	0.0	2.28996703296e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
59094.80327321314	482.3611247339068	232672.2546545596	3492195773.8997626	92368.98085805532	2394.3644029771967	8532028624.755791	5732980.894244348	57426.24390225147	134.66627706692088	18135.0061790647	3297773488.720875	66102.47890263662	59872.01359929597	1.537685	33.523495	0.3794384399999999	0.202812	0.0811428075	-0.0345743071	-0.0193176705	0.0097463586	-0.2053867568	0.1784987891	0.0186372606	0.2267910226	-0.0766000603	-0.2170848561	0.0194938216	0.0909380892	0.0571998929	0.0986464891	-0.0131116333	-0.034634544	0.04261579	-0.028127524	-0.0630195872	0.0844220025	0.0688716608	0.1015383448	-0.0089356328	0.0867518007	-0.1026813599	0.0587019094	0.082347876	-0.0027968995	-0.1133736581	-0.1642956965	0.0098482782	-0.0649719237	0.0861684177	0.1814981642	0.0416610775	-0.0750279408	0.1360772835	0.0544035549	-0.0064162275	-0.0936815274	-0.0190492036	-0.0351359444	0.0886630561	0.133912953	0.0197658681	-0.0019623937	0.1332213013	-0.0984273889	-0.1432809757	0.0058037403	-0.0842569316	0.1020711929	-0.093301526	-0.1361965557	0.2102633841	-0.1418614591	0.1439094327	0.0807003338	0.1860625196	-0.2130033179	0.06488701	0.1382220185	-0.0766762236	-0.0809823441	0.2075407132	-0.0035902335	0.1087557017	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0188099	0.01230654	0.0001514509267716	0.00035381233801	-0.104702	-0.0781514	0.010962508804	0.00610764132196	-0.151983	0.1029019999999999	0.0105888216039999	0.023098832289	0.00106191	-0.00243535	5.9309296225000005e-06	1.1276528480999995e-06	0.000282667	-0.000542769	2.945981873610001e-07	7.9900632889e-08	0.000264915	0.000743451	5.527193894010001e-07	7.017995722500002e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
