global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11
68252.02448680929	n/a	n/a	4658338846.548015	115762.06702798432	n/a	n/a	13400856162.591534	67485.28924632353	n/a	n/a	4554264264.65995	82689.78857996323	69883.70047032693	n/a	n/a	n/a	n/a	-0.003015676	-0.032052824	0.0669470672	-0.0052351653	0.0940590596	-0.0143123779	0.0805870897	-0.0752405348	0.1080264891	-0.1845255484	0.0138307448	-0.0018882131	0.0281841391	0.1384125398	-0.049713609	0.0875006866	-0.1014246071	0.0476278174	0.0413579968	-0.0262228632	0.0086461924	-0.0600317869	0.0205147248	-0.1132090555	0.0424137808	-0.0018536376	0.0605009018	-0.0443236014	0.0033658263	-0.0574927703	0.0094018695	-0.0195921552	-0.0799907561	0.0463525384	-0.0363197406	0.0448667535	-0.0256959269	-0.0383775999	-0.0060012576	0.0541236642	-0.0548750841	-0.011661927	0.0398685544	0.0351063079	-0.0792920948	0.0348455631	-0.00522931	0.0713619362	-0.0331075223	0.0633991782	-0.1429869119	0.0734333421	-0.0047440793	0.018697693	-0.0178020084	0.0662329601	-0.1031468263	0.0748019358	-0.0891883978	0.0931274211	-0.0199148175	0.2246762246	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	0.0366344	n/a	0.0013420792633599	n/a	0.0539845	n/a	0.0029143262402499	n/a	0.0819421	n/a	0.00671450775241	n/a	0.00142336	n/a	n/a	2.0259536896e-06	0.000301109	n/a	9.0666629881e-08	n/a	-0.000508308	n/a	n/a	2.58377022864e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67902.3490775857	-349.67540922357875	122272.89181567729	4610729010.254305	114511.57084003216	-1250.496187952158	1563740.7160828786	13112899856.251703	67285.54271599265	-199.74653033088543	39898.67637922733	4527344258.585671	82432.94534174465	69526.04683130168	1.264513	23.058741	0.0296796	0.017658	-0.0140205729	0.0506213377	0.0601444234	-0.0524013682	-0.0750789735	-0.0199599146	0.0633537668	0.0510219489	-0.0862728813	0.000640766	-0.0096509752	0.0095851521	-0.0866956657	0.0782921048	0.0133103875	-0.0314278273	0.0476350675	0.0428800914	0.0251178737	-0.0024606079	-0.0193290735	0.1247027471	0.0351829125	0.0623445344	0.002801808	0.013845711	-0.1095640653	0.0581375043	0.055217006	0.0157931713	-0.0704023412	0.0232242252	-0.0235621517	-0.0043045541	-0.0434217187	0.2036143115	0.0271095402	-0.0819628364	-0.00603739	-0.0761230321	-0.0649896951	-0.0181285329	-0.0023053994	-0.017431329	0.0090399409	-0.0705924642	-0.0562862731	0.0495591692	-0.0186821693	-0.009174416	0.1256545202	0.0088211422	0.0772113718	-0.0415150145	0.0388912985	-0.0421954108	0.0093395633	0.0314000595	-0.0577803327	-0.0445114078	0.0028182175	0.0438132908	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.0355045	-0.0011298999999999	0.00126056952025	1.2766740099999917e-06	0.0387531	-0.0152313999999999	0.00150180275961	0.0002319955459599	0.0764936999999999	-0.0054484000000001	0.0058512861396899	2.9685062560001123e-05	0.00133432	-8.904000000000008e-05	7.928121600000016e-09	1.7804098623999998e-06	0.00030513	4.020999999999994e-06	9.31043169e-08	1.6168440999999954e-11	-0.000572645	-6.433700000000003e-05	4.139249569000004e-09	3.27922296025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67790.56049345201	-111.78858413369744	12496.687542616752	4595560092.0163765	114646.64514670418	135.07430667201697	18245.06832292609	13143853243.394308	67225.75361902574	-59.78909696690971	3574.736116118532	4519301949.645952	82470.93999415106	67718.72103252485	1.195257	21.795837	0.03884735	0.0196282	0.0053330505	0.0842162527	-0.0005739837	-0.1305021747	-0.0374762335	0.0057908845	-0.0152603475	-0.0693546459	-0.0255783939	-0.0357854803	-0.0578041489	0.036101498	-0.0807770001	-0.0814037996	0.0779279883	-0.0234447199	-0.0136162946	0.132179653	0.1216571663	-0.0626334744	-0.0061979781	0.0601885251	0.0237839075	0.0980144137	0.0224974826	-0.068775094	0.0365982344	0.0139571903	0.0921809978	-0.053242801	0.0258879118	-0.1119154717	0.0329935699	0.0057182584	0.0365413596	-0.0277489628	0.0562957436	-0.0212858334	0.0438473246	-0.0307315258	0.1206761549	0.081596317	0.0662744218	-0.034152926	0.018783859	-0.0466667146	-0.0421415807	-0.0051027782	-0.0724206327	0.0843250859	0.0688372255	0.0238035894	0.0604978514	-0.1946613489	0.0142800293	-0.0697361561	4.9162e-05	-0.0630371711	-0.0164529178	0.0375899607	0.0432566097	0.0255969367	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	0.0471459	0.0116413999999999	0.0022227358868099	0.0001355221939599	0.0539627	0.0152096	0.00291197299129	0.00023133193216	0.0765027999999999	9.099999999998e-06	0.0058526784078399	8.280999999996356e-11	0.00120397	-0.00013035	1.69911225e-08	1.4495437608999998e-06	0.000414525	0.000109395	1.71830975625e-07	1.1967266025000006e-08	-0.000572645	0.0	0.0	3.27922296025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67706.52013268738	-84.04036076462944	7062.782237449068	4584172868.478002	114549.15980142182	-97.48534528235903	9503.392544820765	13121510011.211672	67122.35852481618	-103.39509420955436	10690.545506602624	4505411013.933964	82651.57618545287	69054.67451969844	1.112897	20.293991	0.03485105	0.0167938	0.0083642561	0.0394118971	-0.0589563474	-0.1071531442	-0.0784848648	0.0257655645	-0.073520146	-0.0039580957	-0.0479510821	-0.0512418548	-0.0475767024	0.0694348414	-0.1779307806	-0.0570937881	-0.1119204836	-0.0281045507	0.0091829127	-0.0058133434	0.0312509029	-0.0312454535	-0.047734822	0.0940153226	0.0391368428	-0.047386425	0.0151709741	-0.0460003082	0.1365012501	-0.0158902192	-0.0854970232	-0.0552695869	0.0533890261	-0.0624588738	-0.0299184533	0.0253629221	-0.1179062868	-0.0658961317	0.0215598821	-0.0221986464	0.0107001187	0.1071996864	-0.0486280098	-0.0026961471	-0.0629888642	-0.0497597172	0.0860982484	0.0060431749	-0.0183751954	-0.0180486525	-0.113923503	0.0005590496	0.1494662655	0.0793817214	0.0431747171	0.0590805112	-0.0208953735	-0.1144680458	0.0315486018	-0.0115450168	0.0860205435	0.0031047424	-0.0158520163	0.0282452765	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.040025	-0.0071208999999999	0.0016020006249999	5.070721681e-05	0.0440406	-0.0099221	0.0019395744483599	9.844806841000008e-05	0.0765008999999999	-1.8999999999991248e-06	0.0058523877008099	3.6099999999966737e-12	0.00108103	-0.0001229399999999	1.5114243599999997e-08	1.1686258609e-06	0.000493197	7.867200000000001e-05	2.43243280809e-07	6.189283584000001e-09	-0.000418134	0.0001545109999999	2.3873649120999993e-08	1.74836041956e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67485.17772624634	-221.3424064410356	48992.46088910858	4554249212.743055	114116.3338273714	-432.8259740504145	187338.3238126901	13022537646.200071	67141.2580078125	18.89948299631942	357.1904575281669	4507948526.871647	82669.80789187834	68583.9275966303	1.098534	20.032068	0.0285159499999999	0.0153457	0.0291549325	-0.0593146544	-0.0392302104	-0.1293621512	0.0545043829	-0.0098013011	-0.103561062	-0.0514191246	-0.0546599428	-0.0302749055	-0.0638650235	0.1021652543	-0.1266113352	-0.0232590345	-0.1616642014	0.0427704949	-0.0635783746	-0.0351713016	-0.0574735661	-0.0025682221	0.0627818668	0.0146374153	0.0075220496	0.043645137	-0.0295824357	-0.0209937699	0.0294401864	0.0276207976	-0.0721849862	-0.0081153894	-0.036525391	-0.005492202	-0.0382242101	-0.0324416239	0.0961452478	0.0368077512	-0.1223854331	0.0771054572	-0.0632877807	0.0569997888	0.0758134919	-0.0538543057	-0.01433929	-0.0502762288	0.0055046476	0.1211952199	-0.0095219794	0.0172065379	-0.129563196	0.0309070656	0.128956263	-0.0264517855	0.0585774551	-0.053091726	0.0152924206	0.0058473595	0.0038230011	-0.090913016	-0.0023002573	-0.1311973236	0.0363459206	0.050036643	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	0.0357244	-0.0043005999999999	0.00127623275536	1.849516035999996e-05	0.0539573	0.0099167	0.00291139022329	9.834093889e-05	0.0764976	-3.2999999999006047e-06	0.00585188280576	1.0889999999343991e-11	0.00119359	0.00011256	1.2669753600000013e-08	1.4246570881e-06	0.000493197	0.0	2.43243280809e-07	0.0	-0.000244787	0.000173347	3.0049182409000015e-08	5.9920675369e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67442.26325983154	-42.91446641480434	1841.6514276673693	4548458873.608423	113774.27797176447	-342.05585560693	117002.20835498894	12944586327.99633	67269.60960477941	128.3515969669097	16474.132443956027	4525200376.379431	82494.44664522058	67554.40832448284	1.098318	20.028122	0.0623014949999999	0.0331931	0.0424490888	-0.0673005627	0.0508983562	-0.1772594322	0.1076653077	-0.0689482081	-0.0184975873	0.0134236892	-0.0628273672	-0.1089914381	-0.0117720651	0.0369208736	-0.1163436599	-0.0139809295	0.0328657503	0.1111472957	-0.0702883415	0.0921284891	0.0083678776	0.0488158738	-0.0438242643	-0.005435159	-0.0270395189	-0.0630661623	-0.0773943451	-0.0291920235	-0.0213311814	-0.0119725543	0.0249725685	-0.0269175924	-0.0756456713	0.0798954311	-0.0337763267	-0.0443820117	0.0796608368	-0.0162759149	0.0245136443	0.0294218486	-0.1347279298	0.0137465061	-0.018035015	-0.059739207	0.0444173248	-0.0094771921	-0.0788978133	0.085334732	-0.009573935	0.0360335822	-0.0606952848	0.0039754525	0.1155043918	0.1316911741	-0.0205840094	-0.1273911494	-0.0101619374	0.0582563052	-0.0219708089	-4.13551e-05	-0.0218603716	0.102972959	-0.0237010075	0.0545125373	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	0.0415105	0.0057860999999999	0.0017231216102499	3.3478953209999946e-05	0.0539215	-3.5800000000002496e-05	0.00290752816225	1.2816400000001786e-09	0.097894	0.0213963999999999	0.009583235236	0.0004578059329599	0.0010306	-0.00016299	2.6565740100000006e-08	1.06213636e-06	0.000151458	-0.000341739	2.2939525764000005e-08	1.1678554412099999e-07	-4.78521e-05	0.0001969349	3.878335483801e-08	2.2898234744100003e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67603.70531608962	161.44205625807808	26063.53752883645	4570260972.464684	113559.44775547629	-214.83021628818824	46152.02183042974	12895748174.528748	67328.21399356618	58.60438878677087	3434.474385070995	4533088399.563441	82277.66408965575	67460.98299909658	1.157094	21.099936	0.023471915	0.0145556	0.0195109774	0.0522060133	0.085897459	-0.1813608314	0.0271141351	-0.0396720337	0.0132851298	0.0634305356	-0.0766806072	-0.1439340627	-0.0115940554	0.0120880829	-0.0969598536	0.0602113633	-0.0285563558	-0.1820012876	0.0869807628	0.0089954973	-0.0109942374	-0.0039067275	-0.0137456136	-0.0940963818	-0.0533952574	0.0240969745	0.0189652885	0.0335214683	-0.0686373034	0.1173807758	0.0331840728	0.0250199677	0.0410982917	-0.0500880394	0.0714244759	-0.0502136157	0.0587338592	0.0843392868	-0.0397438942	-0.0227355929	0.0640955221	0.0630130594	-0.119836733	-0.0173090504	0.040377505	0.0039123502	-0.0389224873	-0.0130068657	-0.0137666011	0.0049910115	-0.0274962639	-0.0117206152	0.1038017275	0.1803283331	0.0490615512	-0.0060491397	0.1354561841	0.0509028928	0.0243060538	-0.0279010698	-0.0252289688	-0.0472014308	0.1461460649	0.0406400798	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.0510643	0.0095538	0.00260756273449	9.127509444000002e-05	0.053914	-7.500000000000562e-06	0.0029067193959999	5.625000000000842e-11	0.0988704	0.0009764	0.00977535599616	9.533569600000044e-07	0.00106079	3.0190000000000035e-05	9.114361000000019e-10	1.1252754241e-06	7.14268e-05	-8.003120000000001e-05	5.101787758240001e-09	6.404992973440001e-09	0.000100611	0.0001484631	2.204129206161e-08	1.0122573321e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67776.27627712433	172.57096103471122	29780.736592443816	4593623625.993086	113961.47555767684	402.0278022005514	161626.35374220565	12987217911.282974	67237.83928079045	-90.37471277573786	8167.588709297116	4520927031.149406	82495.35158130013	67744.24695916676	1.196385	21.816418	0.076131745	0.0487533	0.0250863572	0.0470396831	-0.0546174191	-0.1721301622	-0.0563470148	0.0149915449	-0.0288835227	0.1055614882	-0.0510569621	-0.1261480261	-0.0293869346	-0.0318277933	-0.1335877204	-0.0666538183	0.0843867448	-0.004271494	0.0230768876	-0.0308395618	-0.0100416253	-0.0266177216	0.0828289134	-0.0136906228	-0.1151012098	0.0789606372	-0.0231437458	-0.0301338879	-0.0638826583	-0.1267321936	-0.0628277893	0.0273910943	0.0396485671	-0.0084860633	-0.0506550413	0.0571539359	0.0230133781	0.0528268535	0.0316308694	0.0173054514	-0.0485241609	0.1310507227	-0.0413823135	0.0892513602	-0.0164779459	-0.0214546682	0.0539328005	-0.0259085168	-0.0012555005	-0.0427210155	-0.0375172321	-0.0111302169	0.0805302739	0.2070024634	-0.0629199915	-0.0006800072	-0.021439099	0.0135737031	0.0390327299	0.0339929875	-0.0545110945	-0.0686175341	0.0551206643	0.0277747915	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.0472857	-0.0037786	0.00223593742449	1.427781796e-05	0.0206014	-0.0333126	0.0004244176819599	0.0011097293187599	0.0997631	0.0008926999999999	0.0099526761216099	7.969132899999933e-07	0.000511607	-0.000549183	3.016019674890001e-07	2.61741722449e-07	2.98409e-05	-4.15859e-05	8.9047931281e-10	1.7293870788100002e-09	-7.1577e-05	-0.0001721879999999	2.9648707343999997e-08	5.123266928999999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68027.26199648826	250.98571936393276	62993.8313246308	4627708374.738856	114734.197698955	772.7221412781655	597099.5076215132	13163936121.62289	67349.61647518382	111.7771943933767	12494.141186454724	4535970839.354352	82901.91547042113	68435.3961743789	1.120449	20.431702	0.0814380049999999	0.0398154	0.0425717202	-0.0190858518	-0.0161871851	-0.1380500416	0.0141892689	0.0399391217	-0.1068449606	-0.0007999038	-0.0539708958	-0.0070154219	-0.0064117048	0.0022125561	-0.0639797372	-0.0758129701	-0.0790023456	-0.0829703499	0.0291015958	0.0371035724	0.1982511955	-0.0091973988	0.0261625975	-0.1679220109	-0.0064455567	0.0930494841	-0.050087618	0.0008248208	0.055488766	0.0267785681	0.0153001367	0.0302845779	-0.0513442972	0.0382643293	0.0703767197	0.0133355676	-0.1387131601	0.057540889	-0.0029912687	-0.0019771558	-0.0144585381	-0.0406726201	0.0733061041	0.0284654423	0.0189078816	-0.0290354109	0.0897954219	0.0661422451	0.011033538	-0.0132316213	-0.0353646228	-0.0460302547	-0.0010605225	0.0771050645	0.0912088285	-0.0201787359	0.0116057754	0.1041872704	0.0379124535	-0.1392604039	0.0844877602	0.1439173107	0.0791663765	-0.0080651579	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	0.0502086	0.0029228999999999	0.00252090351396	8.543344409999995e-06	0.0186388	-0.0019625999999999	0.00034740486544	3.851798759999994e-06	0.11448	0.0147169	0.0131056704	0.00021658714561	0.00109679	0.000585183	3.424391434890001e-07	1.2029483041e-06	0.000458166	0.0004283251	2.0991608355600002e-07	1.8346239129001e-07	-0.000294781	-0.0002232039999999	4.9820025616e-08	8.6895837961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68336.90934502395	309.6473485356837	95881.48045517916	4669933178.830021	115425.24646427852	691.0487653235177	477548.3960551583	13322987521.33944	67534.0853515625	184.4688763786835	34028.76635241401	4560852684.272129	82732.35221006015	69046.62734478828	1.120921	20.440298	0.1483185	0.0762969	0.0355348927	-0.0397938191	-0.0153962212	-0.0648085844	0.1033501298	0.0278366671	-0.0425300435	0.0001040555	0.0825789162	-0.0505705076	0.0082260988	-0.0102042025	0.0853277495	-0.02611176	0.0939785487	0.0851052788	0.0147230731	0.0300705198	0.0743910692	-0.0238884208	0.04297148	-0.1203947727	-0.0985504859	0.0267714109	-0.0542556524	0.0694417114	0.1810656937	-0.0050589621	0.1053206425	0.0354117325	0.0865051001	0.0139955283	0.0260824576	0.1032906441	0.0979345216	-0.0549545417	-0.10341323	-0.0303883984	-0.0678950032	-0.0277029967	-0.0413711953	-0.0495923505	-0.0409247494	0.0378882644	-0.0175715284	0.0885713998	0.0237963994	-0.0398398127	-0.0009663342	0.0180113697	-0.1324949673	0.00806283	-0.1436130804	-0.0124014052	-0.0132591253	0.2015959156	0.0235880044	0.0717776253	0.0164037823	0.1561567563	0.0770659711	-0.004299512	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	0.0352254	-0.0149832	0.0012408288051599	0.00022449628224	-0.019869	-0.0385078	0.000394777161	0.00148285066084	0.118293	0.0038129999999999	0.013993233849	1.4538968999999976e-05	0.000180692	-0.000916098	8.392355456040002e-07	3.2649598864000005e-08	-0.000168162	-0.000626328	2.8278458244e-08	3.92286763584e-07	-0.000572645	-0.000277864	7.720840249600002e-08	3.27922296025e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
