global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
67482.21826502167	n/a	n/a	4553849781.968024	113973.12342444132	n/a	n/a	12989872863.122934	65969.94547623504	n/a	n/a	4352033706.137424	81972.24478401909	76497.7214674695	n/a	n/a	n/a	n/a	-0.0197789817	0.1007862011	0.0028040459	0.2270052928	0.0346584059	-0.0450598324	0.0453114547	-0.0794094149	0.0662034524	0.0662838959	-0.0098274468	0.1137733315	-0.2188813496	0.010340905	-0.1811922948	0.0615600898	0.0101372976	-0.080949721	0.1376939396	-0.0410325805	0.0900841254	-0.1017147894	0.0430699471	-0.059125655	0.0220330872	-0.0438242414	0.0426002345	-0.059490761	-0.0663840583	0.0224844213	0.0038518586	-0.110525446	0.026403792	-0.0666927702	0.0362069245	-0.022270963	0.0083487707	-0.0790964306	0.0969245831	-0.0577349376	0.1274323177	-0.0867783908	0.0406321628	0.0575167336	-0.2224614029	0.1883042073	-0.1676285923	0.057885908	-0.0751611533	0.0513827328	-0.144265257	0.033662917	0.1200726577	-0.2042775445	0.0862248666	-0.0506997272	0.012530613	-0.0163774247	0.0895074947	-0.0772917705	0.0700048527	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0701715	n/a	0.00492403941225	n/a	-0.0265907	n/a	0.00070706532649	n/a	-0.166164	n/a	0.027610474896	n/a	0.00989222	n/a	n/a	9.78560165284e-05	0.00262176	n/a	6.873625497599999e-06	n/a	0.000553854	n/a	n/a	3.06754253316e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67680.23343577255	198.0151707508776	39210.0078474992	4580613997.920665	113293.4431606559	-679.6802637854271	461965.2609794277	12835404263.196768	65979.61557354042	9.670097305381203	93.51078189554084	4353309671.232177	82340.82230353038	77663.34778034358	1.560099	25.245117	0.1563555	0.0987879	-0.0064694926	0.1154471326	-0.0492344288	0.2451851654	0.0168552246	-0.0044207504	0.1815778738	0.1370731325	0.0509267094	0.0990132586	-0.0512959951	0.1571760576	-0.2458839273	-0.0344127857	-0.1296055542	0.0995839588	0.0234767061	-0.0407699801	0.1221107805	0.0181815839	0.0732687385	0.0313819389	0.1506244905	0.0283416614	0.0741122073	0.0130762858	-0.0545448916	-0.0643794657	-0.0199944805	-0.0908225863	-0.0386038443	0.0610760071	0.0744073383	-0.0867004453	0.0223980638	-0.0616388441	0.0853791182	0.053064275	-0.0279825464	0.037452302	-0.0603930628	-0.2505518576	0.0658161193	0.1544962206	-0.1765386762	0.0908774014	0.0082198953	-0.0987582054	0.0880128969	0.0373796158	-0.1548029366	0.0220058599	0.148243248	-0.126321401	0.0928097061	0.1789441118	-0.0822679938	0.10258473	-0.185931671	-0.0858610282	-0.0737700063	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0783940999999999	-0.0082225999999999	0.0061456349148099	6.761115075999834e-05	-0.0488176	-0.0222269	0.00238315806976	0.00049403508361	-0.178353	-0.012189	0.031809792609	0.000148571721	0.0080222699999999	-0.0018699500000001	3.496713002500378e-06	6.435681595289838e-05	0.00230841	-0.00031335	5.328756728099999e-06	9.81882225e-08	0.000462814	-9.104000000000002e-05	8.288281600000005e-09	2.1419679859600002e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67671.68020305019	-8.553232722362736	73.15779000289666	4579456301.503895	114049.82214923238	756.3789885764854	572109.174359987	13007361932.271536	66101.1243684506	121.50879491018712	14764.38724052592	4369358642.773375	82191.02180258076	77761.20013236649	1.33542	21.609415	0.1493511	0.0815633999999999	0.0336281692	0.0926844488	-0.0368892795	0.2195468185	-0.0084951048	-0.0979234236	0.0204689921	-0.0429212373	0.0790566074	0.0250304842	-0.0097265718	0.0323963214	-0.0981197963	0.0025590945	-0.0803540498	-0.0152694609	-0.0647524056	-0.0197760659	0.1850780444	0.0158127165	-0.0801493884	0.1134496952	-0.0094140332	-0.0558177806	0.0379717389	0.0200468989	-0.0241443825	-0.0719205341	-0.0196103801	0.0222969087	-0.0756678015	0.0667740274	0.0023998487	-0.0359006741	-0.0225304448	-0.0469757348	0.0252067164	-0.0485744862	-0.0562897902	0.0201926138	0.003862832	-0.0524272947	0.0894946455	0.0602813175	-0.1109156074	0.1308283237	-0.1328164276	0.0504630125	-0.0178372965	-0.110350589	-0.1112617459	0.061219008	0.0382292213	0.0949965396	0.0818114043	-0.0193528491	-0.0165611664	-0.0272272685	-0.0245507062	-0.0463772052	-0.1144998207	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0553799	0.0230141999999998	0.00306693332401	0.0005296534016399	-0.0178372	0.0309804	0.00031816570384	0.00095978518416	-0.109761	0.068592	0.0120474771209999	0.004704862464	0.00772568	-0.0002965899999998	8.796562809993994e-08	5.9686131462400005e-05	0.00213251	-0.0001759	4.547598900099999e-06	3.0940810000000044e-08	0.000400014	-6.279999999999995e-05	3.943839999999994e-09	1.60011200196e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67832.74769761716	161.06749456697435	25942.73780608231	4601281660.208586	113580.22133334848	-469.6008158838959	220524.92627882064	12900466678.13243	66263.72791916168	162.60355071107915	26439.91470385049	4390881637.744688	82432.87348378447	77246.50428572456	1.380342	22.336336	0.1958432	0.104623	0.0319610803	0.0789153026	0.0127797022	0.2145304714	0.0733295759	0.0165117671	0.1237946914	0.1654212665	0.0522492075	0.0303561595	0.0969687286	-0.0538115245	-0.1457945548	0.0223301829	-0.0512093213	0.0709120336	-0.0574140106	0.0565731114	0.0264077942	-0.0262624576	0.1155530168	0.0298178667	-0.0397379716	-0.0465622142	-0.0246412687	-0.1639808058	-0.0337331879	0.0718595129	0.0574626765	-0.0685169074	-0.0346528443	0.2080055891	-0.2549969913	-0.0332174868	0.0629447994	-0.0088737873	0.0378785542	0.0398948889	0.0500430089	0.1335915532	0.0020462352	-0.1602244806	0.0646267496	0.1015173551	-0.0875131118	-0.0268194526	0.0024505348	-0.0013187673	-0.0201316782	-0.080240026	0.0295973712	0.1146030437	0.1067848226	0.0147542419	-0.0686832406	-0.053162124	-0.061555193	-0.0520855581	0.0798144987	-0.1174589114	0.0074641199	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0592327	-0.0038527999999999	0.00350851274929	1.4844067839999974e-05	-0.0648671	-0.0470299	0.00420774066241	0.00221181149401	-0.142473	-0.0327119999999999	0.0202985557289999	0.0010700749439999	0.00599396	-0.00173172	2.9988541584e-06	3.592755648160001e-05	0.00171059	-0.0004219199999999	2.9261181480999994e-06	1.7801648639999994e-07	0.000491344	9.132999999999998e-05	8.341168899999996e-09	2.41418926336e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68033.68257425891	200.93487664175336	40374.82465103664	4628581964.615021	114196.05874207962	615.8374087311386	379255.71399268345	13040739832.2245	66267.07727123877	3.3493520770862237	11.2181593362818	4391325530.0723295	82296.50973395405	77960.56647009525	1.459686	23.620256	0.1773267	0.104908	0.0322721653	0.0716400054	-0.0464479288	0.1096772209	0.0155992086	-0.0980901622	0.0078119448	-0.0332334018	-0.0593452498	-0.0446097074	-0.0036638387	-0.0431133436	-0.0742720881	-0.0078407627	-0.054544148	0.0350917177	-0.0558050586	-0.0074090634	-0.0299571891	-0.0139249572	0.0220248512	0.0651870934	-0.1737244404	-0.06318435	0.0646299111	0.0346901061	0.0180201451	-0.1172998585	-0.0011566047	0.02831116	-0.0407440967	0.1368383349	-0.0597053684	-0.0545383167	0.0060098312	0.1156478195	-0.0659853647	0.0197294249	0.0140400856	-0.0568610077	-0.0217266954	-0.0151830949	0.0780447537	-0.0228219162	-0.0655526301	0.0067579124	-0.0878870386	0.0718140814	-0.0780250884	-0.1988261789	-0.1248841281	0.1072277357	-0.0590795605	0.1428335191	-0.0183098689	-0.0591480784	0.0847757384	-0.0881772691	0.0105452029	0.0873053954	0.0293403702	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0434737	0.015759	0.0018899625916899	0.000248346081	-0.0487335	0.0161335999999999	0.00237495402225	0.0002602930489599	-0.0854984	0.0569745999999999	0.00730997640256	0.0032461050451599	0.00438236	-0.0016116	2.5972545600000013e-06	1.92050791696e-05	0.00171059	0.0	2.9261181480999994e-06	0.0	0.000333754	-0.00015759	2.48346081e-08	1.1139173251600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68043.64138270171	9.958808442795998	99.17786560030486	4629937132.617717	114354.63571947676	158.57697739714058	25146.65776041324	13076982710.534231	66325.14883514222	58.07156390344608	3372.306534192021	4399025368.003767	82220.51094268705	78218.83589883316	1.183519	19.151384	0.0167353	0.00944391	0.013743084	0.0466947019	-0.0385292738	0.0872410499	-0.000988854	0.048145254	0.0942727016	0.1152331319	-0.0185473505	-0.0355455576	0.0059449768	-0.1313120167	-0.1440316267	-0.021743765	-0.0765858016	-0.0013661298	-0.0080028942	-0.1768577602	-0.1325333284	0.0261580125	0.0648145519	-0.007533762	0.0231738745	-0.0824690314	-0.0267661077	0.0965587028	-0.026250304	-0.0103326023	0.0397998939	0.082518599	0.1133002666	0.0406716103	0.1195289712	0.1253286192	0.0035121215	-0.0930797448	0.0666959432	0.1104866045	0.0374416693	-0.1389629296	0.0996620549	-0.0611292531	-0.0336125793	0.0086931387	-0.0744140663	-0.0454261694	-0.0599716661	0.099309081	-0.2154323822	-0.0626694591	-0.0336822354	0.0764500379	-0.0291849384	0.0271141095	-0.016038521	-0.0075966727	0.0444820963	-0.0781617846	-0.1127211629	-0.0865730299	-0.0319007296	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0501907	-0.006717	0.00251910636649	4.511808900000001e-05	-0.048724	9.499999999995625e-06	0.002374028176	9.024999999991684e-11	-0.0836716	0.0018268	0.00700093664656	3.3371982400000127e-06	0.00434548	-3.688000000000042e-05	1.3601344000000311e-09	1.88831964304e-05	0.00171059	0.0	2.9261181480999994e-06	0.0	0.000460514	0.0001267599999999	1.606809759999999e-08	2.1207314419600002e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68118.19603062558	74.5546479238692	5558.395527052094	4640088630.466734	114124.80153070494	-229.83418877182703	52823.75432840383	13024470324.422792	66132.50631549401	-192.6425196482014	37111.14037640767	4373508391.568855	82121.22821836696	77941.58678727124	1.277372	20.670099	0.0757159999999999	0.047697	-0.0093984022	0.053364783	-0.0620387784	0.0195272522	0.0272625113	-0.048013675	0.0576993595	-0.028078658	-0.0204114904	-0.0781804367	-0.0135253847	0.0749337424	-0.0334351783	-0.0100658012	-0.0500060906	0.0370217929	-0.1026614598	0.0419536978	-0.008056105	-0.0111114622	-0.128897849	-0.0883736262	-0.0956405752	0.0230283218	0.0546139028	-0.0767145713	0.0336661516	-0.0517014648	0.1863565977	0.0125606529	0.1990917643	-0.0204981023	0.0687223088	-0.0406673115	0.1425302145	0.0318955874	0.0433516325	-0.0134593587	-0.0528585641	0.0981060182	0.0148156568	-0.0294973368	0.0472238017	-0.0562614027	-0.0702845932	-0.0113630141	-0.0072306056	0.0258492979	0.0526811233	-0.0266624919	-0.1580326745	-0.0288122989	-0.0113211617	0.0405932521	0.0756868282	-0.0001051691	-0.0228856263	0.0397986657	0.0674151157	0.0543159907	0.0790350468	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0453612	0.0048295	0.0020576384654399	2.3324070250000003e-05	-0.0458262	0.0028978	0.00210004060644	8.397244840000035e-06	-0.0860797999999999	-0.0024081999999999	0.0074097319680399	5.799427239999529e-06	0.00347122	-0.0008742599999999	7.643305475999992e-07	1.2049368288400002e-05	0.0014	-0.0003105899999999	1.96e-06	9.646614809999997e-08	0.000333754	-0.0001267599999999	1.606809759999999e-08	1.1139173251600001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68123.75870134761	5.562670722036273	30.943305561799555	4640846499.599435	114889.4874579851	764.6859272801667	584744.5673803283	13199594328.358517	66155.464095247	22.957779752992792	527.0596511869257	4376545429.657516	82120.31987359551	78690.88725098106	1.094405	17.709379	0.1648621499999999	0.0865043999999999	-0.0111535654	0.0434045677	-0.077473512	0.0170182418	-0.0310928025	0.0179691342	0.0675299285	0.0389764227	0.0369074165	-0.066524835	0.0062023542	0.0537282894	-0.0563542561	-0.0302419207	-0.0527411263	-0.0526906853	-0.1225609283	-0.1389011648	0.0225696732	0.0977795706	-0.041137626	-0.0007987317	-0.0200776845	-0.0226087636	0.139063112	-0.0218656565	0.0673764517	0.0389420926	0.121757277	-0.0252659111	0.0027681191	-0.1679258943	0.1268231415	0.0432991034	-0.1154104948	0.0282824632	-0.1409426184	-0.1581091624	0.0794444	0.0090632793	-0.0092843541	-0.0260346645	-0.0013810636	-0.0207276029	-0.0503028911	0.0203762205	-0.0225556349	0.0792121297	-0.1236765476	0.1064778402	-0.0671484874	-0.0072070371	-0.0276861667	0.0453141616	0.1261028349	-0.0423808164	-0.0171784522	-0.0097572621	0.0411904506	-0.0039351502	0.0703078727	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0406759	0.0046852999999999	0.00165452884081	2.195203608999997e-05	0.0102421	0.0560683	0.00010490061241	0.00314365426489	-0.0783925	0.0076872999999998	0.00614538405625	5.9094581289998416e-05	0.00469963	0.0012284099999999	1.508991128099999e-06	2.20865221369e-05	0.00164651	0.0002465099999999	2.7109951801e-06	6.076718009999996e-08	-0.000119751	-0.000453505	2.05666785025e-07	1.4340302001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68076.04507144101	-47.71362990660418	2276.590478864393	4634347912.568868	114273.95035286836	-615.5371051167458	378885.9277755038	13058535729.249825	66165.39339680015	9.929301553143889	98.5910293332656	4377859283.353325	82050.06681473044	78058.5836346874	1.059913	17.151228	0.1831621	0.092616	0.006355634	0.0504173468	-0.0675860148	0.0008112553	-0.0172538655	-0.0486967621	0.0448283905	-0.0498509955	-0.0049452498	-0.0451490748	-0.0310621751	0.0472787411	-0.0259935181	0.0222238945	-0.0607980972	-0.0954888769	-0.122800647	-0.0754567709	-0.0796363965	0.0072478567	0.0882487452	0.0932955165	-0.1076577563	0.1253827451	0.0230572688	0.0966749807	0.0193613888	0.1892188865	0.1368948627	0.0391648029	-0.0486547403	-0.0968210652	0.0526452655	-0.03965353	0.0247193095	0.0449623441	0.0092239352	0.0526019493	0.0214461309	0.0608826314	-0.0113913608	-0.014774856	0.0414534746	-0.0574021809	-0.0056743993	0.0183736921	0.0427425591	0.0399491955	0.0542021789	0.0064417666	-0.1483061778	0.0072707781	-0.0047534109	0.0308358253	0.0273235935	0.0065096121	-0.0348348794	-0.0010033974	0.053584328	-0.063498035	0.0570529992	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0345364	0.0061394999999999	0.00119276292496	3.769346024999999e-05	-0.0278596	-0.0381017	0.00077615731216	0.00145173954289	-0.0611906	0.0172019	0.00374428952836	0.00029590536361	0.00322334	-0.00147629	2.1794321640999995e-06	1.03899207556e-05	0.00109779	-0.0005487199999999	1.2051428841e-06	3.010936384e-07	0.000289619	0.00040937	1.6758379690000006e-07	8.387916516100002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68202.2338606416	126.18878920059068	15923.610519911112	4651544703.581648	114746.71491117256	472.7645583042031	223506.32758856824	13166808582.90591	66187.25837387725	21.86497707710077	478.0772225821424	4380753171.0503845	82105.23329344955	78922.92860381686	1.126283	18.225214	0.1034057299999999	0.0521885	0.0270299542	0.0483656924	-0.0579946798	-0.0541272406	-0.0627850236	-0.0532291348	0.0518545342	-0.0297525853	0.0224044466	-0.0139182738	-0.0614708725	0.0165454837	0.0714966862	-0.0173869673	0.0479409228	0.0954996096	-0.0076139649	0.0097349095	-0.0640971504	-0.1794393864	-0.0591188332	-0.0195288578	-0.0933367986	-0.0999865309	0.1067142373	0.041982466	0.0743717512	0.006291142	-0.0200948185	0.1062622124	-0.0513267375	-0.0309488806	-0.051572389	-0.0054333424	-0.0177144617	-0.031088112	-0.0018080941	-0.0357619997	-0.1093971673	0.0232465398	-0.1393937599	0.0070192781	0.0429915857	-0.0684524374	0.0347889068	-0.0223817999	0.0177862602	0.0075701926	-0.056966294	0.0165295985	0.0106371006	0.0023159701	0.0039300589	0.1300381538	0.0932834213	0.0190136027	0.0330976105	0.0633628988	0.0333925523	0.0346206582	0.0444010425	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0299879	0.0045485	0.00089927414641	2.068885225000001e-05	-0.00635727	0.02150233	4.04148818529e-05	0.0004623501954289	-0.0248169	0.0363736999999999	0.00061587852561	0.0013230460516899	0.00272397	-0.0004993699999999	2.4937039689999985e-07	7.4200125609e-06	0.0008881559999999	-0.000209634	7.888210803358224e-07	4.3946413956041916e-08	0.000178999	-0.00011062	1.2236784400000005e-08	3.2040642001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
