global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17
67251.37495606886	n/a	n/a	4522747433.481766	117360.63473946707	n/a	n/a	13773518586.450603	66909.06449490307	n/a	n/a	4476822911.583098	82937.29638085938	71402.25405500106	n/a	n/a	n/a	n/a	-0.1650873044	0.1414255756	-0.0570685199	0.1491502528	0.032320978	-0.0216617213	-0.0050715123	0.1326226878	-0.2503869262	-0.0456831125	-0.1004373462	0.2147949223	-0.0726273243	0.0013969945	-0.1205188168	0.0719794637	-0.0770389416	0.0777739607	-0.0299423056	0.0307409729	-0.1410105289	0.0679334077	-0.0446835199	0.0034608616	-0.0292403566	0.0647743078	-0.0590879154	0.1173949439	0.0343698915	-0.1463812227	-0.0673952836	0.0765115713	-0.0707605537	0.0034599813	-0.1794724408	0.1434434092	-0.0073707241	0.0361511493	-0.0451073713	0.0773762338	-0.0502011494	-0.0953206267	0.1042959877	0.2017209602	0.1497869374	-0.0854523807	0.0657228423	-0.0227554498	0.1167473876	-0.159446371	-0.0185190093	0.0930039906	-0.0287235063	0.0569162158	-0.201196515	0.1579850394	-0.0639901612	0.0557855387	-0.0061624699	0.0974098204	0.007880111	-0.149695603	0.0580893395	-0.2212932596	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.00945612	n/a	8.94182054544e-05	n/a	0.0178431	n/a	0.00031837621761	n/a	0.121272	n/a	0.014706897984	n/a	0.0	n/a	n/a	0.0	0.000460189	n/a	2.1177391572100001e-07	n/a	0.000603008	n/a	n/a	3.636186480640001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67152.8329282301	-98.542027838761	9710.531250575144	4509502970.286784	114851.6572265625	-2508.977512904574	6294968.160260821	13190903167.687803	66872.71006016043	-36.35443474263593	1321.6449254565744	4471959350.790282	82499.61276367187	69547.2320588811	1.467424	24.739471	0.030424662	0.0146928	-0.2466680013	-0.0024357478	-0.0696085602	0.0406064179	-0.0929428409	-0.0301209517	-0.1015583081	-0.0301342881	-0.1887319726	0.0724452461	-0.1616702718	0.1425602123	0.0421311653	-0.1102730928	0.1187372598	0.0425164322	-0.0644156545	-0.0220916893	-0.0763362702	-0.0217706932	-0.0984448447	0.0307270919	-0.0748918528	-0.0291867403	-0.1672728948	-0.1458175808	0.0875513263	0.0853114081	-0.0742978686	0.023226051	-0.0855809229	-0.0288034199	-0.0311586789	-0.0064062838	0.0091732477	-0.0353866143	-0.045583988	0.0801030711	-0.0786325804	-0.1551249347	-0.1162678375	-0.051358658	0.2240656422	0.0970237845	0.0262826312	0.0101562608	-0.0164976038	0.0398636987	0.0335492602	-0.1240947909	-0.0059825847	-0.0304459164	0.0287483923	0.0177865769	0.0836132103	0.0837211719	-0.0839303818	-0.1038251237	-0.1062010645	0.01780975	0.0677621898	-0.2118311004	0.0332565555	0.0304190272	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.000128968	0.009327152	1.6632745024e-08	8.6995764431104e-05	0.00825709	-0.00958601	6.81795352681e-05	9.18915877201e-05	0.121269	-3.0000000000030003e-06	0.014706170361	9.000000000018002e-12	0.0	0.0	0.0	0.0	0.000551639	9.145000000000004e-05	3.043055863210001e-07	8.363102500000005e-09	0.000464288	-0.00013872	1.9243238400000012e-08	2.1556334694400003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67292.14355850722	139.31063027711934	19407.45170820824	4528232584.698745	115927.45650954472	1075.7992829822178	1157344.097265054	13439175172.772385	66912.71633731617	40.00627715574228	1600.5022118620668	4477311607.638139	82352.19293945312	70295.90360046033	1.094073	18.445097	0.0510786031	0.0319026	-0.2238755497	0.0024228242	0.0404781483	0.0630140488	-0.122778528	-0.050541545	0.0339191339	-0.0070652684	-0.1857238383	-0.029298699	-0.1695156971	-0.025533782	-0.0243600239	-0.0788574869	-0.1193581184	0.0219485868	-0.0344746826	0.0046411161	0.0377279765	-0.1094718683	0.0469389429	0.0736580818	0.0183837573	-0.0793140724	0.055278029	0.0989424333	0.0186199997	0.0570046636	-0.0886267334	0.0637094305	0.0331420086	0.0130763095	-0.0286138965	0.0566981744	-0.0456997299	-0.0177782087	0.0764620909	-0.0591189818	-0.1003882672	0.0009748033	0.1015198906	0.0654006529	0.1658555324	0.1054209405	0.0594857004	0.0313601606	0.0538326418	0.056339847	-0.0384434893	-0.0163421868	0.0518969733	-0.0427068344	0.0152524193	0.0538536686	-0.134599893	0.1073446624	0.0557001625	0.0935428313	-0.0041800859	-0.1087815449	-0.0238182749	0.1034678687	-0.0032520862	-0.0505212053	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-7.27249e-05	5.62431e-05	5.28891108001e-09	3.16328629761e-09	0.0137191	0.00546201	0.00018821370481	2.98335532401e-05	0.123151	0.0018819999999999	0.015166168801	3.5419239999999803e-06	-0.000548382	-0.000548382	3.007228179240001e-07	3.007228179240001e-07	0.000279977	-0.000271662	7.8387120529e-08	7.380024224400002e-08	0.000410765	-5.352299999999998e-05	2.864711528999998e-09	1.68727885225e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67592.73705451124	300.59349600401765	90356.44983991738	4568778102.520296	115569.38113258	-358.07537696471263	128217.97558842106	13356281855.367538	66940.03709893048	27.3207616143045	746.4240151856543	4480968566.806189	82187.48904101562	70332.56738434723	1.212764	20.446127	0.0498823748999999	0.0228834	-0.196801868	0.1292841526	0.0260953434	-0.0404761638	-0.06878115	-0.1454553849	0.014117535	0.0567807315	-0.1207354646	0.125473237	-0.135989226	-0.0085776688	-0.0781902409	0.0140248023	0.0333273701	-0.0638955358	-0.054191572	0.1327580188	0.0975659207	-0.0469757404	-0.0389793383	0.0625305024	0.0030525111	-0.0319405199	-0.0430610874	-0.0177562339	0.0220870439	-0.0107439574	0.0178826544	0.0692726084	0.0950136467	-0.0790260113	-0.0991744247	0.0563574401	0.0446761592	0.0224160094	-0.0987384069	0.0382562105	0.0860495725	0.1138869239	-0.051233199	0.0431848212	0.0823430648	0.1639625355	0.0222328704	0.0804886714	0.0572086649	0.0374806801	0.0339988435	-0.0345328489	0.141012263	-0.1465560521	0.0426488243	0.0374640405	-0.0936329221	0.012618337	-0.0084683835	-0.0106860006	-0.0784344136	0.0140735677	-0.0331108932	0.0328661877	-0.0355525715	0.0024188919	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0163057	0.0163784249	0.00026587585249	0.0002682528022049	0.0246454	0.0109263	0.00060739574116	0.00011938403169	0.132841	0.0096899999999999	0.0176467312809999	9.38960999999998e-05	-0.000617772	-6.939000000000001e-05	4.8149721000000015e-09	3.8164224398400003e-07	0.000221776	-5.8201e-05	4.9184594176e-08	3.387356400999999e-09	0.000280603	-0.000130162	1.6942146244000004e-08	7.8738043609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68012.96306341588	420.22600890464673	176589.89855992823	4625763144.665573	116132.9663115002	563.5851789201988	317628.2538985125	13486865864.30804	67138.99870487968	198.9616059491964	39585.720641883294	4507645147.093835	82418.07333203124	71551.83848610146	1.254323	21.146774	0.0411590899999999	0.0225047	-0.1288543438	0.0599295929	-0.068975797	-0.0889779864	-0.0420271575	-0.1494723369	-0.0467293508	0.0483728097	-0.079178025	-0.0280374523	-0.031820652	0.0760185272	-0.1408337436	-0.0866222343	-0.1043519933	-0.0705675481	0.0367592728	0.0208013305	0.0185043358	0.09049723	0.0774353814	-0.0989343765	0.0306727885	-0.0725881367	0.0237360172	0.0006534623	-0.1137239073	-0.0581454866	-0.053377197	0.0378150308	-0.0771406017	-0.062918666	0.0330299372	-0.0306293221	0.0496629954	0.0077030634	-0.0035922338	-0.0750346575	-0.0426964179	0.0480354325	0.0269074181	0.0299169777	0.0120650307	0.1610843346	-0.0961869085	-0.0471512097	-0.0088320055	-0.015240902	-0.1382210483	-0.0193421012	0.0679066928	-0.0150830973	0.0526290245	-0.0341250403	-0.092534713	-0.148715784	0.1154420783	-0.1213233235	-0.0877380013	0.175361175	-0.0939073428	0.0786835318	-0.0944964008	0.0739530738	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0083243599999999	-0.00798134	6.929496940959835e-05	6.370178819560158e-05	0.0201704	-0.004475	0.00040684503616	2.0025625e-05	0.12673	-0.0061109999999999	0.0160604929	3.734432099999973e-05	-0.000992344	-0.000374572	1.40304183184e-07	9.847466143360002e-07	0.00025301	3.123400000000002e-05	6.401406010000002e-08	9.75562756000001e-10	0.000234574	-4.6028999999999976e-05	2.1186688409999976e-09	5.5024961476e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68249.11367941614	236.15061600026087	55767.11343730269	4657941518.025867	116170.44058082218	37.47426932197413	1404.3208612158517	13495571264.742336	67311.13503718248	172.1363323028054	29630.91689866184	4530788899.993815	82549.03363671876	72578.90115869991	1.163597	19.617208	0.0682507999999999	0.0357218	-0.0727605144	-0.0529219683	-0.0435418841	-0.0970125672	-0.0822228782	-0.1168921907	-0.0337808111	0.0188089201	0.0078720354	-0.113293986	0.0308668782	0.0688574398	0.0654400868	-0.0922168904	0.0363295418	-0.1499383551	0.0278473341	0.063165626	0.0537848658	-0.0377236683	-0.0624018586	0.0245032165	-0.0257507858	-0.1265915296	0.0033612671	0.0614669423	0.067753997	-0.0758926948	0.0170645234	-0.1307363317	-0.0188592588	0.0617135713	0.0822670884	-0.096991991	0.115166736	0.0719700188	-0.0156676114	0.1562170479	0.1559861288	-0.0154042397	0.0662902761	0.041620664	0.020564479	0.0717704872	-0.101592801	-0.120326186	-0.0724456004	0.052252554	-0.0634150382	0.0870012472	-0.0634308516	-0.1013755045	-0.0455334538	-0.0663929298	-0.0327859286	-0.0139102357	-0.0113663933	0.0348172678	-0.1013338193	0.1201043119	0.0339705612	0.0561116696	-0.1556836208	0.0721094216	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0162484	0.00792404	0.00026401050256	6.279040992160157e-05	0.00697389	-0.01319651	4.86351417321e-05	0.0001741478761801	0.125818	-0.0009119999999999	0.015830169124	8.31743999999993e-07	-0.00147618	-0.0004838359999999	2.340972748959999e-07	2.1791073924e-06	0.000602982	0.0003499719999999	3.63587292324e-07	1.2248040078399998e-07	0.000325131	9.055699999999998e-05	8.200570248999996e-09	1.05710167161e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68435.79283934248	186.6791599263379	34849.10875080324	4683457741.549399	117358.08224341983	1187.6416625976562	1410492.7187377252	13772919467.853294	67416.90738845254	105.77235127006134	11187.790293197246	4545039401.823187	82486.22021679688	74035.92290209064	1.118884	18.863396	0.04601291	0.0218711	-0.0218007918	-0.0681615087	0.0529358877	-0.0325196123	-0.0762008796	-0.0773579099	0.0824150732	0.0138945553	0.0775172911	-0.1391525927	0.0790837541	0.0317723827	0.1275369017	-0.0208607232	-0.0078100806	-0.0611540093	0.0972231046	-0.0141871956	0.0320953967	-0.0758625559	0.0243219579	0.0146986049	-0.0170618627	-0.0190452139	0.1553485285	-0.0467228252	0.0040102088	-0.0527186311	-0.0605708957	-0.0326039493	0.056065029	-0.0642761262	0.0228671626	0.0125388269	0.0760481757	-0.0008754871	-0.0001874405	0.0110365337	0.0329164926	0.030983566	0.0233819881	0.1278500728	-0.0572502296	0.0193069307	-0.014061644	-0.1458362496	-0.0928895572	0.0436368087	-0.0411459686	0.0615041388	-0.0338996219	-0.0623192324	-0.0437095843	0.0620719263	-0.076078138	-0.022256671	-0.0880095891	0.0585867007	0.0188548456	0.0046156844	-0.0881951475	0.0421171873	-0.0618493919	-0.0328041534	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0162937	4.530000000000159e-05	0.00026548465969	2.052090000000144e-09	0.0221567	0.01518281	0.00049091935489	0.0002305177194961	0.123603	-0.002215	0.015277701609	4.906225000000038e-06	-0.00166083	-0.00018465	3.409562250000006e-08	2.7583562889000004e-06	0.000360593	-0.0002423889999999	1.30027311649e-07	5.875242732099999e-08	0.000180774	-0.000144357	2.0838943449e-08	3.2679239076e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68631.2408292954	195.44798995292516	38199.91677663872	4710247217.768744	117386.3944033668	28.312159946959586	801.5784008622225	13779565591.022783	67438.60727565174	21.699887199196382	470.88510445784704	4547965751.279588	82465.39272460938	74533.4890531027	1.195466	20.154497	0.08216231	0.0399424	0.031105321	0.0619905235	0.1281158901	-0.0125408268	0.0312049538	-0.1001389801	0.1374000545	-0.0351695646	0.0741165549	-0.0948178453	0.11314262	0.011280855	0.0520184838	-0.0250711496	-0.0206223353	-0.0871193524	0.0111679921	0.088825879	0.0705231141	-0.0158429679	0.0206700361	0.0993597607	0.0734694391	0.149015847	-0.1449929483	-0.0703257069	-0.0401535631	0.0888820744	-0.0133663729	-0.0381288923	-0.0347655857	0.0388824014	0.0931975702	0.01612718	-0.0107316487	0.0378801718	0.1101015488	-0.0264393886	0.0834483932	0.1760400186	0.0023698647	0.0856529361	-0.1614421986	0.0746671789	0.0125961192	-0.125031699	-0.1085074693	0.0611553696	-0.1080875322	0.1023971205	-0.0726039872	-0.0718926236	-0.07280167	-0.0673367829	-0.0813804486	0.0106447171	-0.0630159579	-0.008203243	0.0313794894	0.0987132534	0.0126013607	-0.0693717014	0.0195899629	-0.0680408189	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.016244	-4.9699999999999744e-05	0.000263867536	2.470089999999974e-09	0.0128384	-0.0093183	0.00016482451456	8.683071489000003e-05	0.14321	0.019607	0.0205091041	0.0003844344489999	-0.00100043	0.0006604	4.3612816e-07	1.0008601849e-06	0.000670092	0.0003094989999999	4.4902328846399993e-07	9.578963100100001e-08	8.69268e-05	-9.38472e-05	8.80729694784e-09	7.55626855824e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68756.58368341443	125.34285411902238	15710.831078702526	4727467799.814371	117190.97974359422	-195.4146597725776	38186.88925403225	13733725733.26351	67362.1704232119	-76.4368524398451	5842.592410910654	4537662004.125843	82530.35652148437	75351.68172326448	1.441442	24.301437	0.2297813199999999	0.144524	0.0897850704	0.093039504	-0.039611078	-0.1152915362	0.0795276166	-0.1275389027	-0.0395449909	0.0683612807	0.0950511758	-0.0080236734	0.070082713	0.0108835935	-0.1026473926	-0.0150998975	-0.035906809	-0.0762996714	0.01060878	-0.0845242502	0.0502243209	-0.1503464024	0.072878197	-0.0985737219	-0.0030926638	0.0325669963	-0.0784727212	0.0275828133	-0.0101036467	-0.1041979442	0.0068663895	0.0065586511	-0.0575941504	0.1556793875	-0.0925819745	-0.054269227	0.0674299747	-0.0906432855	0.0575318901	-0.1202573196	-0.0728563298	-0.0320465492	0.046747929	0.0114351673	-0.1184898609	0.0966062165	-0.1008010961	0.0142889743	0.047912938	-0.0429681615	-0.018503264	0.1302268359	-0.1527236287	0.0454051945	-0.0361556287	0.1416069062	-0.020215559	0.0328969651	-0.0506805775	0.0707872839	-0.1063254014	-0.0982995069	0.1461946331	-0.0162206989	-0.0905375044	0.1652239834	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0216506	-0.0378946	0.0004687484803599	0.00143600070916	0.0127287	-0.0001096999999999	0.00016201980369	1.2034089999999788e-08	0.00367149	-0.13953851	1.34798388201e-05	0.0194709957730201	-0.00137168	-0.0003712499999999	1.378265624999999e-07	1.8815060224e-06	0.00100359	0.000333498	1.0071928881e-06	1.11220916004e-07	0.000426949	0.0003400222	1.1561509649284e-07	1.82285448601e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68672.25440157596	-84.32928183846525	7111.427775391305	4715878524.5947695	116472.89189365933	-718.087849934891	515650.1602241145	13565934546.072052	67152.64790482954	-209.52251838234952	43899.68570928199	4509478120.630008	82715.5190859375	75893.39960342496	1.447525	24.403982	0.26955739	0.126884	0.0998870093	-0.0294723205	-0.0952917686	-0.1160376882	0.0592857573	-0.030407669	-0.148515182	-0.0549051377	0.0825034321	-0.0514448835	-0.0162775073	-0.0956094509	-0.0904526961	0.1341468202	-0.0486813722	-0.0445972182	-0.0282212515	-0.0314577035	-0.0624319212	0.0670950295	-0.0545783253	-0.0670704964	0.1210520362	0.1108801607	-0.077756775	-0.0466539123	-0.0032168282	-0.0032284135	0.0297986397	0.0100186733	-0.0337501119	0.0777908914	-0.0046662335	-0.0364237842	0.0445360143	-0.1774907556	-0.0127119058	0.0085534107	0.0221532978	0.0772251253	0.0162636728	-0.0973259779	-0.0104812919	-0.04274396	-0.1699049037	0.1607561066	-0.0089322407	0.0278707477	-0.0703071681	0.0379149619	0.0410241895	0.1395797522	-0.0512214276	0.1793482905	-0.1176616918	0.118642404	-0.0079474399	0.0853141889	0.0490199911	0.0373662712	0.0306190314	-0.1308642338	-0.0454327489	0.2040854392	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00418325	0.01746735	1.7499580562500004e-05	0.0003051083160225	0.0237711	0.0110423999999999	0.00056506519521	0.0001219345977599	-0.0845170999999999	-0.0881885899999999	0.0071431401924099	0.007777227406188	-0.0019644	-0.0005927199999999	3.513169983999999e-07	3.858867359999999e-06	0.00249718	0.00149359	6.235907952399999e-06	2.2308110881e-06	0.00139782	0.0009708709999999	9.425904986409996e-07	1.9539007524e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
