global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
68070.01290163874	n/a	n/a	4633526656.429264	115890.57468841644	n/a	n/a	13430625301.61143	65984.47747961957	n/a	n/a	4353951268.258422	81066.41153791959	78621.51118508945	n/a	n/a	n/a	n/a	-0.0664961671	-0.0849037839	0.0251233013	0.1230996132	-0.0996621482	-0.169325446	-0.0711831168	0.3027896998	-0.0932183759	0.1220412887	0.1339014808	0.1875123422	-0.0963841621	0.2267118215	0.0260648658	-0.0916702294	0.2028219802	-0.1692023615	0.0762509545	-0.062352689	0.0471709766	-0.1466117011	0.0092969314	-0.0453628967	0.0938233214	-0.0647851775	0.069660047	-0.0040457449	-0.0421395728	0.1846754694	-0.0104602154	-0.0214567358	0.0231982226	-0.0391211153	0.1482181625	-0.0104105398	0.1223802553	-0.0846395071	0.0996678636	-0.1318196903	0.0251292612	-0.102015575	-0.1689874947	-0.0880712474	0.3039970672	-0.2819007607	0.2236351053	-0.1916779634	0.1695226677	-0.132883594	0.088543436	-0.2462769326	0.2297580665	-0.078013059	0.260641704	-0.0239554667	0.0484715995	-0.0944264398	0.0130540467	-0.1075796961	0.0570420641	-0.1047311578	-0.0204495135	0.1133176875	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0845292	n/a	0.0071451856526399	n/a	-0.183506	n/a	0.033674452036	n/a	0.15184	n/a	0.0230553856	n/a	0.0033277	n/a	n/a	1.107358729e-05	-0.000505671	n/a	2.55703160241e-07	n/a	0.000556786	n/a	n/a	3.10010649796e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68038.15989623136	-31.85300540737808	1014.6139534824572	4629191202.0651455	112531.04979609603	-3359.5248923204053	11286407.502120432	12663237168.211445	65991.55704257246	7.0795629528875	50.120211603897175	4354885600.903094	80507.85352345316	75714.68044885118	2.261845	35.617622	0.2760262	0.155657	0.1210906842	-0.0311764984	-0.1128211709	-0.0527186742	-0.0916844444	0.101919379	-0.0963002231	0.1598714108	0.0812896021	-0.1111623425	0.1039659245	0.2054266483	-0.1976808186	-0.0163474852	0.1179155239	-0.041489902	0.0641052559	0.0990388669	0.0098570864	-0.037526936	0.08787913	-0.0156464556	0.0256846127	-0.0824286395	-0.1008282738	-0.0501376238	-0.0057829606	-0.0471352697	0.0336094035	0.0617988536	0.0040659872	-0.0115708238	-0.0635249331	-0.0383523657	-0.2206160526	0.0878167865	-0.0317523181	0.1820904839	0.0546095177	-0.077948843	0.0396082097	-0.0944084512	0.0805688499	-0.0048962514	0.0476099649	0.0095850379	0.2108896524	-0.2471528514	0.0645018239	-0.1555443223	0.0012823607	-0.0786061521	-0.1313140257	0.0305606928	-0.1837625751	0.0676054567	-0.1390836191	0.0153290403	-0.0839112177	-0.0712814746	0.1204440031	0.0992767808	-0.0073785654	-0.0044598247	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.0592131	-0.0253161	0.0035061912116099	0.00064090491921	-0.0481561	0.1353499	0.00231900996721	0.0183195954300099	0.0911005	-0.0607395	0.00829930110025	0.00368928686025	0.00269267	-0.00063503	4.032631009e-07	7.250471728899999e-06	-0.000934947	-0.000429276	8.74125892809e-07	1.8427788417600006e-07	0.000528678	-2.8108e-05	7.900596639999998e-10	2.79500427684e-07	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67926.32679641966	-111.83309981170169	12506.642213494031	4613985872.053999	111750.81692173754	-780.2328743584949	608763.3382297189	12488245082.6757	65620.06901041667	-371.4880321557866	138003.35803497877	4305993456.931847	80017.54706287575	77961.70676873076	1.634398	25.737122	0.0951460499999999	0.0531964	0.0650971919	0.0044647005	0.0164561781	0.0525703582	-0.1232447727	0.0479459999	-0.109717961	-0.1676082873	0.0282786563	-0.1304000373	-0.1559653582	0.0522814909	-0.0198221325	-0.0332905109	0.0763383068	0.0049268317	0.0847825159	0.0214830789	0.0054619941	0.1073623173	-0.0056510467	0.1301613925	-0.0484566164	0.0892789821	0.0077629298	-0.0039905693	0.0277496839	0.047239963	0.0326379984	0.0851998672	0.0162617867	-0.0755874225	0.0672891674	-0.0443295975	-0.0174962725	0.0827989592	-0.0312500452	0.026973318	-0.102715072	0.1067307317	0.2052922315	-0.0303272652	0.0996602931	-0.0744700532	-0.0515638585	0.1032338368	-0.1431954592	0.0647091232	0.099374212	-0.0514863063	-0.0401383318	-0.2037901996	0.0692471384	0.0072450913	-0.1648635809	-0.0206827408	-0.078438585	-0.0127724259	0.1350295308	-0.0322729575	0.0948940058	0.0539999893	-0.0235185792	-0.1086217189	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0498556	-0.0093574999999999	0.00248558085136	8.756280624999996e-05	-0.0410724	0.0070836999999999	0.00168694204176	5.017880568999998e-05	0.0667718	-0.0243286999999999	0.00445847327524	0.0005918856436899	0.00178575	-0.0009069199999999	8.225038863999997e-07	3.1889030625e-06	-0.00111555	-0.000180603	1.2444518025e-06	3.2617443609000045e-08	0.000528678	0.0	0.0	2.79500427684e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67731.51075997099	-194.81603644866848	37953.28805756892	4587557549.828066	111755.37525201614	4.558330278596259	20.778374928767445	12489263897.71894	65712.20476675725	92.13575634057634	8488.997596450052	4318093855.308234	80422.67641141659	78098.55083366309	1.418736	22.341061	0.09381713	0.0520795	0.0304811431	0.060489083	-0.0228725658	0.2009246577	-0.0556869487	0.0304246968	-0.0390677317	-0.1387448825	-0.0755775512	-0.0325499495	-0.0662758069	-0.0248481895	-0.1895821836	0.0661861889	0.0876346055	0.0548292926	-0.0869464831	0.0066906214	0.0432642538	0.0420328204	-0.1293665635	-0.0314115553	-0.0426987617	-0.007400381	-0.1272842737	-0.0663822416	0.0238944714	0.0695963392	0.0278998001	0.0519324432	-0.0370756027	-0.0367204613	0.1189232464	0.0052311216	0.0820060487	-0.064155604	0.0941378322	0.0544487296	0.0088042186	0.1002878039	0.0220410545	0.0987303351	0.0878471983	-0.0907514902	-0.1165078508	0.0630634933	0.0321911941	0.0251583644	0.1188736328	-0.0104982969	-0.1753329823	-0.0149647246	0.0144550535	-0.1109394928	-0.1621916014	-0.0015988936	0.1921038302	-0.1002525686	0.1730207947	0.012412602	0.0663460148	0.0071202109	0.1628463313	0.0330314456	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.059228	0.0093724	0.003507955984	8.784188176000006e-05	-0.00936462	0.03170778	8.769610774440001e-05	0.0010053833125284	0.0507379	-0.0160339	0.00257433449641	0.00025708594921	0.00251981	0.0007340599999999	5.388440835999999e-07	6.3494424361e-06	-0.00111555	0.0	1.2444518025e-06	0.0	0.000528679	1.000000000015745e-09	1.0000000000314906e-18	2.79501485041e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67711.46876663595	-20.04199333503493	401.6814968415846	4584843002.535116	112686.31728544264	930.9420334265014	866653.0696002693	12698206103.355448	65684.51908967391	-27.685677083340124	766.4967155629845	4314456048.041736	80590.75435245491	77753.0374623125	1.251033	19.700216	0.0938774299999999	0.0476618	-0.0019901189	0.0456631663	-0.0479719513	0.1377335934	-0.0490766411	-0.0266668791	-0.0580669267	-0.084163285	-0.1312712902	-0.0023788595	-0.0503686339	-0.0103323188	-0.0873999099	-0.0338671594	-0.009845598	-0.0233020139	-0.0480811498	-0.0154751054	0.1491298568	-0.0679103414	0.0615510523	-0.0743133619	0.042914701	0.0415250193	-0.196906713	-0.0029131737	-0.0104000056	-0.0141555797	-0.0144057949	0.0549887156	0.0455399392	-0.1025529758	-0.0167980114	-0.0037638322	-0.1352236954	-0.016221544	-0.0640860669	0.0632696514	-0.0025325699	-0.0470752497	0.0587622205	0.0752764554	0.0476766834	-0.10603932	-0.037016777	0.0109399395	0.0403643715	0.0260581346	0.107831574	0.0326024603	-0.0552741289	-0.074331721	0.0175564256	0.0130720943	-0.0322587138	0.0732700564	0.0782256849	-0.0697218423	-0.043204063	-0.0089160144	0.0229003553	0.0722373092	-0.0583819972	-0.0302889132	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.059252	2.3999999999996247e-05	0.003510799504	5.759999999998199e-10	-0.0178643	-0.0084996799999999	0.0003191332144899	7.224456010239999e-05	0.0271579	-0.02358	0.0007375515324099	0.0005560164	0.00178635	-0.00073346	5.379635716e-07	3.1910463225e-06	-0.00148246	-0.0003669099999999	2.1976876515999995e-06	1.3462294809999986e-07	0.000393574	-0.000135105	1.8253361025e-08	1.54900493476e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67441.53137574822	-269.93739088773145	72866.19499927592	4548360154.306032	112449.76211968476	-236.55516575787624	55958.3464467363	12644949000.77369	65553.19528985507	-131.3237998188415	17245.94039885916	4297221412.709876	80507.07169416959	77368.9394408726	1.219497	19.203615	0.0523334	0.0294842	-0.0141017933	0.0529735331	-0.044002303	0.1410341198	0.0174783364	-0.0215320683	-0.0018636115	-0.0439996369	-0.1857522711	-0.0163035691	-0.0758707636	-0.1519420608	-0.0801819907	-0.0599075842	0.1021913073	-0.1057459453	-0.0382123768	0.0067522988	0.0264249704	-0.0920760764	0.0968208044	0.0473996439	-0.0883707015	-0.160661848	0.0078742206	-0.0238060161	0.0386244533	-0.0433212835	-0.0596407549	-0.0865775658	-0.1234706412	0.1107114541	0.0178004926	0.0076730077	-0.0710594152	0.0389632494	0.0120574288	-0.1125664451	-0.1101996654	-0.0872533534	0.0569984239	0.1269711124	0.0408358015	-0.1100826471	0.0978074384	-0.0022133286	-0.0116395817	0.0615365176	0.0955789378	0.0815410928	-0.0994166792	0.0041959667	-0.0089000971	-0.1142500436	0.0535497903	0.0639706711	0.0359723905	0.1364981364	-0.1044586669	0.0619608982	0.0722910914	0.0922414177	-0.2280043045	-0.1058403016	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0592262	-2.5799999999999434e-05	0.00350774276644	6.656399999999707e-10	-0.0159483	0.001916	0.0002543482728899	3.671056000000004e-06	0.0441334	0.0169755	0.00194775699556	0.00028816760025	0.00142083	-0.0003655199999999	1.3360487039999986e-07	2.0187578889e-06	-0.00119276	0.0002896999999999	1.4226764176e-06	8.392608999999996e-08	0.000380472	-1.310199999999997e-05	1.7166240399999922e-10	1.4475894278400004e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67242.87721237776	-198.6541633704619	39463.47662441817	4521604535.798912	111777.62642618218	-672.1356935025833	451766.3904801986	12494237769.47114	65477.18428442029	-76.01100543477514	5777.672947205417	4287261661.815936	80254.33952670966	75439.52002792642	1.281558	20.180889	0.07764126	0.0404046	0.0013469847	0.0656020383	-0.1709420744	0.038600206	-0.0118901796	0.0752346588	0.074213738	0.0828006701	-0.1091847111	-0.1196812865	-0.159650463	-0.0802376642	-0.070972765	0.1201142041	0.0947614487	-0.1674725576	-0.0848280267	-0.022403708	0.0282256571	-0.1046001121	0.0768895917	-0.1126380681	-0.0009963208	0.0253514144	0.1115358914	0.0890541188	0.0265616374	0.1657143701	-0.0615119209	0.1092390436	-0.0691041144	-0.0501436328	0.053103859	-0.0131592965	0.0420262113	0.025675409	0.0085101319	0.0571715851	0.0920253328	-0.0436520802	-0.0967930366	0.0374701202	0.0622679581	0.0465916785	0.1505204175	0.096816458	0.0565763894	0.0885217626	0.0845129165	0.1333477881	-0.0887925481	0.0566922263	-0.0252984431	-0.1302020266	-0.1016780681	0.1907138442	0.001787047	-0.1324453211	-0.1053591272	-0.0864925288	0.0996347507	-0.1022794643	-0.0542268169	0.1631415344	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0534081	-0.0058181	0.00285242514561	3.3850287609999994e-05	-0.00831154	0.0076367599999999	6.908169717159999e-05	5.832010329759999e-05	0.0681783	0.0240448999999999	0.0046482805908899	0.0005781572160099	0.0008597859999999	-0.0005610440000001	3.147703699361123e-07	7.392319657958281e-07	-0.00109918	9.358e-05	1.2081966723999998e-06	8.757216400000001e-09	0.000528678	0.0001482059999999	2.196501843599999e-08	2.79500427684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67348.69368892547	105.81647654771224	11197.126708972532	4535846541.60471	111501.10790299672	-276.5185231854557	76462.49366466541	12432497063.595718	65611.44587862318	134.26159420289332	18026.1756779024	4304861830.2835	80320.53492531939	74796.16465288468	1.020793	16.074593	0.03738207	0.0183868	0.0121869336	0.0741046762	-0.2023768213	-0.0212332856	-0.0390143526	0.1138352902	0.0630237542	0.0134979069	0.0361434307	-0.1944451566	-0.0963745721	-0.0977885717	-0.0496365398	0.05255427	0.0610620129	-0.0184876177	-0.0333549677	0.0010884244	-0.1184094554	-0.0754084636	0.0364537371	-0.027271121	-0.0792351463	0.0619145799	-0.0236144455	-0.0428521287	-0.0177837465	0.1318725898	-0.0718215543	-0.0119528635	0.1054473386	0.0613732198	-0.1858233076	0.1306490974	-0.0735239181	0.0647948066	-0.1110058315	0.0464804369	0.0764919866	0.0383595118	-0.0832853674	0.0255008577	0.0750675361	0.1419123627	0.0271979207	0.1553755211	0.1036247749	0.03105658	0.0999770597	0.0737389684	-0.0481685384	-0.0371013801	-0.010463249	-0.074802126	-0.0170490598	0.1012074939	-0.0749076469	0.1304945549	-0.1408637695	-0.0186116668	-0.0792482775	-0.0043072865	-0.0313604759	0.0311703391	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0591917	0.0057836	0.00350365734889	3.345002896e-05	-0.00526317	0.0030483699999999	2.77009584489e-05	9.292559656899994e-06	0.0590217	-0.0091565999999999	0.00348356107089	8.384332355999988e-05	0.00107272	0.0002129340000001	4.534088835604262e-08	1.1507281984e-06	-0.000924244	0.000174936	8.542269715359999e-07	3.0602604096e-08	0.000528678	0.0	0.0	2.79500427684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67606.7652395273	258.0715506018314	66600.92523003362	4570674706.152557	112239.76175884348	738.6538558467582	545609.5187572835	12597764119.681944	65635.02127490942	23.575396286236355	555.799310053087	4307956017.7578125	80263.96208823897	75589.14290508284	1.059331	16.681454	0.06592688	0.0313712	-0.0058894267	0.0423225609	-0.1170968335	-0.0287324446	-0.0093257327	0.0586147932	0.0381808304	-0.0264460409	0.0796996405	-0.145122997	-0.05095815	-0.0677710077	0.0898538446	0.0920261786	0.039090266	-0.1152670237	-0.0050703604	0.0654191002	-0.1181468301	-0.1557052387	-0.0110122042	-0.111409358	-0.0200430618	-0.0132859887	-0.0040070219	-0.1171742943	0.0553962947	0.0045228159	0.0025499404	-0.0313085215	-0.0087033532	-0.0216337846	-0.1403027807	-0.0882769306	0.0970456136	0.0599832019	-0.0117232586	0.0564275448	0.0478077888	-0.0743580986	-0.0679362236	-0.0068698016	0.0279357305	0.1121535871	-0.0260362714	0.1545564384	0.027972854	0.0023154428	0.0307371652	0.0203152564	0.0654645931	-0.0279649027	0.0389998018	-0.154183915	0.1682279481	-0.0324080679	-0.0327042552	0.0567104849	-0.1086692779	-0.0494613001	0.0495335056	-0.0509293479	-0.0783010956	0.0385715989	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.046097	-0.0130947	0.002124933409	0.00017147116809	-0.0258855	-0.0206223299999999	0.00067005911025	0.0004252804946288	0.0441324	-0.0148893	0.00194766872976	0.00022169125449	0.00108541	1.268999999999988e-05	1.6103609999999694e-10	1.1781148681e-06	-0.0007483239999999	0.00017592	5.599888089758503e-07	3.094784640003516e-08	0.000370877	-0.000157801	2.4901155601e-08	1.37549749129e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67799.57678859723	192.81154906992745	37176.29345474503	4596782612.712893	112007.31721384714	-232.44454499633864	54030.46649855491	12545639109.443378	65706.22495471014	71.20367980071751	5069.964017163106	4317307997.798973	80181.33193731212	74926.37634980722	1.241544	19.550791	0.0741032499999999	0.0386904	-0.0389881986	0.001821886	-0.0874062984	-0.1038872437	-0.0207907265	0.0243879893	0.0781914303	0.0097573142	0.1415335424	-0.0469227363	-0.0216240938	-0.0027386073	0.1383726748	-0.0165807782	-0.0156574517	0.0163083292	0.0103682738	-0.0556804638	-0.0251890394	-0.0186943546	-0.0234268214	-0.0082209907	-0.0789942496	-0.1012220984	0.0306374032	-0.0763075728	0.091208515	-0.0282134372	-0.0399280662	0.0297123041	0.0549341146	-0.0033753867	-0.0118539049	0.0188651605	0.0466408468	0.0603960061	0.0318163009	0.1201992426	-0.0723706218	0.0952265566	0.0313874405	-0.051023885	-0.0403271252	0.1235884291	-0.01029175	0.0329629801	-0.0942551274	-0.0351148172	0.054533328	0.0429972591	0.1587035986	-0.0032554076	0.0193424175	-0.0525696169	0.0466970202	-0.009954437	-0.0090319358	0.0953451912	-0.0098372667	-0.0225206178	-0.0216004024	0.0653646233	0.1114110845	-0.0608304391	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0408191	-0.0052779	0.0016661989248099	2.7856228410000023e-05	-0.0114178	0.0144676999999999	0.00013036615684	0.0002093143432899	0.0440958	-3.660000000000469e-05	0.0019444395776399	1.339560000000343e-09	0.000509825	-0.000575585	3.31298092225e-07	2.59921530625e-07	-0.000395289	0.0003530349999999	1.56253393521e-07	1.246337112249294e-07	0.000528678	0.000157801	2.4901155601e-08	2.79500427684e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
