global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26
67447.59671901935	n/a	n/a	4549178303.17147	111876.83639676044	n/a	n/a	12516426522.1475	66084.37424015411	n/a	n/a	4367144518.712744	81206.22066788914	69642.73540973308	n/a	n/a	n/a	n/a	-0.113027103	0.1228171432	-0.0120785408	0.0364281243	-0.0037109699	0.1208838057	-0.0700524086	-0.1006409699	0.0442890135	-0.0406301207	-0.0098798932	-0.1785093522	0.11002376	-0.171167665	0.0464979602	-0.1062394149	-0.0366366063	0.0376656896	-0.004743757	0.00549457	-0.0223825508	0.0226145525	-0.1214092128	0.0743694284	-0.05711818	0.0022032066	-0.1334185201	0.0828258281	0.0622063507	-0.004300944	-0.0851935112	-0.066962857	0.0038713594	-0.0640429091	0.0722574259	-0.1518809987	0.027638451	-0.0596538314	-0.0342020914	0.1434835351	0.0790420872	-0.0493650264	0.0110990673	-0.0751807445	0.0684365712	-0.1875065577	0.0265410409	-0.1276989308	0.035585175	-0.022678758	0.1169379616	-0.0125004425	0.0446480455	-0.0658220773	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0186734	n/a	0.0003486958675599	n/a	-0.0582643	n/a	0.0033947286544899	n/a	-0.230946	n/a	0.053336054916	n/a	0.00300493	n/a	n/a	9.0296043049e-06	0.0008014339999999	n/a	6.422964563558397e-07	n/a	0.000839131	n/a	n/a	7.041408351610001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67647.44954758322	199.8528285638749	39941.15308498158	4576177430.292817	111365.39017846214	-511.446218298297	261577.2342116293	12402250129.601112	66282.86620291095	198.4919627568452	39399.05927906481	4393418352.072995	81239.31156039734	69502.71888676185	1.28841	23.298441	0.0916433	0.0428724	-0.0959556069	0.045127757	-0.091769516	-0.0708210618	0.0452259334	0.1221989738	-0.0771125213	-0.0710408767	0.0346528416	0.0178067328	0.0452535716	-0.0362249453	0.0958564134	-0.176092841	0.028630239	-0.0852182859	-0.0879760022	0.0840741794	0.032012023	0.0086736394	-0.0556646992	-0.137827575	-0.0496849777	-0.0322220683	0.0682293094	0.0692083192	-0.065686042	-0.0507857202	0.076730592	0.0659299184	-0.1344515173	0.0205425893	0.1015168315	0.0943955564	0.0741166122	-0.0306160256	0.0060262972	0.0248068272	-0.0690645957	0.0879763204	0.0703240078	-0.0412730469	-0.0055426059	0.0077277783	0.0023065333	-0.1874020138	0.0354330476	0.0035564335	0.094728017	0.0643894866	0.1005182643	0.0095195601	-0.0845251287	-0.1434824613	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.039853	-0.0211796	0.001588261609	0.00044857545616	-0.0495691	0.0086952	0.00245709567481	7.560650304e-05	-0.248007	-0.0170609999999999	0.061507472049	0.0002910777209999	0.00346838	0.00046345	2.147859025000002e-07	1.20296598244e-05	0.000712004	-8.942999999989997e-05	5.069496960160001e-07	7.997724899982111e-09	0.000497861	-0.0003412699999999	1.1646521289999997e-07	2.478655753210001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67657.77904542378	10.329497840561087	106.6985256381562	4577575065.3593855	112682.11865300898	1316.728474546835	1733773.8756824352	12697259864.130793	66139.8073630137	-143.05883989726135	20465.831672750257	4374474118.016561	81037.55139849751	70328.41198253987	1.346177	24.343039	0.14378065	0.0869126999999999	-0.0961431032	-0.0413301904	-0.0385180957	-0.070273632	-0.0044462604	0.0635133068	-0.0012438126	0.0040511004	0.072123198	0.0973159159	0.0366697192	-0.0201411665	0.1276652231	0.0452628416	0.030562967	-0.156942281	0.0255008554	-0.0468021159	0.0073291956	-0.0055935386	-0.0260910164	0.0705155168	-0.0941808621	-0.0704085574	-0.0425426852	0.0511387221	0.0006187547	0.0681369525	0.0235229775	0.1151356857	0.016877097	-0.0509951593	-0.1606575468	0.0865203571	0.1287398009	-0.0165872728	-0.0694805784	-0.1091428475	-0.0044959168	0.0350726443	0.1343000075	-0.0126637686	0.0340194444	0.0179434933	0.1053534361	-0.1675167003	0.0519725945	0.0596101403	-0.112443401	0.0556648764	-0.0692779262	-0.0100414208	0.0590883107	-0.0507392524	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0240892	0.0157637999999999	0.00058028955664	0.0002484973904399	-0.0359262	0.0136429	0.00129069184644	0.00018612872041	-0.225797	0.02221	0.050984285209	0.0004932841	0.00192228	-0.0015461	2.39042521e-06	3.6951603984e-06	0.000620265	-9.173899999999996e-05	3.847286702250001e-07	8.416044120999995e-09	0.000703301	0.0002054399999999	4.220559359999999e-08	4.946322966010001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67671.39141690207	13.612371478287969	185.2966572629078	4579417216.299567	113371.23984720922	689.121194200241	474888.0202959663	12853038024.49344	66288.82178938357	149.01442636987483	22205.299266342856	4394207894.224653	81609.74034374226	70226.29947069587	1.182187	21.3776	0.11735365	0.0713297	-0.0974494331	-0.1114619712	0.0086755781	-0.0216687636	0.1312634361	-0.0234548805	0.0323540178	0.0633616401	0.0889206686	0.052790024	0.0598079448	0.0451897107	0.1210180264	0.0502315493	0.0081382664	0.0184154981	-0.1194404849	0.0065508091	0.1289179786	-0.1336393424	-0.0371027949	-0.1012031425	-0.1171401328	-0.0168599983	-0.0582551986	-0.0693024289	-0.022468868	0.0355389039	0.1015095972	-0.1076929475	-0.0202597416	-0.0236516856	-0.0651285359	-0.0608599404	-0.0868949945	0.001601309	-0.0011817437	0.1167400115	-0.0881951019	-0.0979679729	0.1059962621	0.0147672065	-0.0502065888	-0.0190967669	0.0734029521	-0.039175601	0.0244065277	-0.0055083984	0.134890399	0.0601779713	-0.0680744886	0.0661934555	0.0835485509	-0.0822501105	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0252941	-0.0012048999999999	0.00063979149481	1.451784009999996e-06	-0.0159352	0.019991	0.00025393059904	0.0003996400809999	-0.210573	0.0152239999999999	0.044340988329	0.0002317701759999	0.00322194	0.00129966	1.6891161156e-06	1.03808973636e-05	0.000561777	-5.8488000000000095e-05	3.15593397729e-07	3.420846144000011e-09	0.000442774	-0.000260527	6.787431772900003e-08	1.96048815076e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67630.68696046197	-40.70445644010033	1656.8527740840252	4573909818.744001	112696.19823154376	-675.0416156654537	455681.1828802261	12700433095.843409	66233.92348030822	-54.89830907534633	3013.8243393322537	4386932619.5953245	81591.22852433566	70382.64834084209	1.300968	23.525524	0.23063945	0.136276	-0.0435748582	-0.0796845325	0.1065270825	0.0457771113	0.0580054785	-0.0827424406	-0.1043287031	0.0903062264	0.0663186628	-0.0480586267	0.015898692	0.0244089672	-0.0110085025	0.0586974655	-0.0680680288	0.0302169341	0.0653591277	0.050569609	0.0851854577	0.1540003003	-0.0797269216	-0.0878098335	-0.0255278361	0.0638992007	0.005458934	-0.0385258837	-0.0570638503	-0.0114153006	0.0489220286	0.071546984	-0.0072015303	-0.0669530331	0.0328701936	-0.0034246771	-0.0979533334	-0.0468473261	0.0083988203	-0.1299625096	-0.0651379858	-0.0822170238	-0.0841129319	0.054376112	0.0574497507	-0.017214761	0.0504686854	-0.030033638	0.1208947382	0.10145618	-0.0109151037	0.0661526177	0.1046480791	0.0503158328	-0.0416207156	-0.1096916419	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0156015	0.0096926	0.00024340680225	9.394649476e-05	-0.0422791	-0.0263439	0.00178752229681	0.00069400106721	-0.152485	0.058088	0.023251675225	0.003374215744	0.00103872	-0.00218322	4.7664495684e-06	1.0789392384e-06	0.000144632	-0.0004171449999999	2.0918415424000003e-08	1.7400995102499998e-07	0.000572708	0.000129934	1.6882844356000003e-08	3.27994453264e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67464.98945318075	-165.69750728122017	27455.66391921001	4551524801.91779	112767.0586176984	70.86038615464349	5021.194325985191	12716409509.287428	66228.82470034246	-5.098779965759604	25.99755713923151	4386257221.188692	81442.78558791192	70257.33835372074	1.270248	22.970018	0.115418885	0.053876	-0.0275632805	0.0631106106	0.0715255238	0.0740398517	-0.039390687	0.0217533504	-0.0725738431	0.0492604865	0.0245417533	-0.0880614768	-0.0080862001	-0.0133159173	-0.028093448	0.0290112872	-0.0738898853	-0.0150644506	0.1355056846	0.0476996289	-0.0680797337	-0.0232042274	-0.0035789554	-0.0667644731	-0.0470561923	0.0126178789	0.0317660351	-0.0241341796	-0.0989728932	0.0512491285	0.0649745147	0.0497463399	0.1596443613	0.0029986116	-0.0273522314	0.0062271217	0.0328778328	0.0610756651	0.0348893362	0.0777813812	-0.0031675191	0.0506348507	-0.0729134797	0.048592838	0.0586049851	-0.0278707391	0.0881722478	0.0124131834	0.0121813637	-0.0403594435	0.010770828	0.0122238248	0.0614946286	0.0319367371	-0.0160288251	0.1210712874	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0118373	0.0037642	0.00014012167129	1.4169201640000003e-05	-0.017428	0.0248511	0.000303735184	0.00061757717121	-0.113106	0.039379	0.012792967236	0.001550705641	0.0013877	0.00034898	1.2178704040000002e-07	1.92571129e-06	-4.12377e-05	-0.0001858697	1.70054790129e-09	3.4547545378090014e-08	0.000159066	-0.000413642	1.71099704164e-07	2.5301992356e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67391.63950844378	-73.34994473696861	5380.214392916349	4541633075.636041	111827.2324458234	-939.826171875	883273.233341217	12505329916.49222	66086.72522474315	-142.0994755993161	20192.26096560062	4367455250.930702	81477.68444545961	68816.48698612483	1.342839	24.282692	0.184253135	0.0897374999999999	-0.0351281696	0.069324566	-0.0548495093	0.0050124671	0.0709915269	0.1073117561	-0.0541927195	-0.0511050747	-0.0125256362	-0.0466847096	-0.013822538	-0.0879155549	0.0753500469	-0.0496631473	0.0323950813	-0.2164481583	0.0026930676	0.0193370186	0.0811615374	0.1139567973	0.0857833215	0.1287306756	0.093936669	-0.0425378144	0.0248716772	0.0722078726	-0.062008303	-0.0634521882	-0.1345535672	-0.1012766479	-0.1834090804	0.1138371596	-0.0290972453	-0.0044360697	-0.0388759062	-0.0390021336	-0.0480528143	0.0668064499	-0.0796194609	0.0694909729	-0.0366510857	-0.0388177526	-0.1045927979	-0.0283564884	-0.0330294964	-0.0975294903	0.007998898	0.0010155795	0.122659276	0.146615955	0.0780694447	-0.0612743888	-0.0503636173	-0.1635377096	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0398397	-0.0280023999999999	0.00158720169609	0.0007841344057599	-0.0717664	-0.0543383999999999	0.0051504161689599	0.0029526617145599	-0.174458	-0.061352	0.030435593764	0.003764067904	0.00120271	-0.0001849899999999	3.4221300099999964e-08	1.4465113441000002e-06	0.000346612	0.0003878497	1.20139878544e-07	1.5042738979009e-07	0.000397433	0.000238367	5.6818826689e-08	1.5795298948899998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67427.82387686284	36.1843684190535	1309.3085178857962	4546511432.769234	112774.72719580212	947.4947499787086	897746.3012372154	12718139094.08759	66148.92853167809	62.20330693494179	3869.2513936425776	4375680745.889055	81049.73043777874	68553.71698519909	1.244584	22.50593	0.1272654	0.0660142	-0.0103117347	-0.0023686981	-0.100388318	-0.039884973	-0.05941882	0.0553428229	0.071134721	-0.0353429395	0.1021214065	0.0015832784	-0.0398212959	-0.0265609562	0.1014737771	-0.0259806104	0.0669293086	-0.0929292979	0.0177405763	0.0436429384	-0.0493652778	-0.04689266	-0.00465178	0.0258987738	0.0551449912	0.0494793451	0.007193071	-0.0725190831	0.0169736884	-0.0757375536	0.0841452189	0.0183474186	0.049724542	-0.0425868465	-0.1266566762	0.0910884843	-0.0059930083	-0.005704235	-0.0746650384	0.0274323279	0.0484972804	0.0556546677	0.0975710992	-0.0225455032	-0.0127941031	-0.0529390866	0.0973628199	-0.0698537334	-0.0412450074	0.0384331225	-0.0874681423	-0.0499253345	0.0546678366	0.01331977	-0.0477348914	0.0393686028	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0121451	0.0276946	0.00014750345401	0.00076699086916	-0.0306001	0.0411662999999999	0.00093636612001	0.0016946642556899	-0.13244	0.042018	0.0175403536	0.001765512324	0.00127132	6.860999999999998e-05	4.707332099999998e-09	1.6162545424e-06	0.000144632	-0.00020198	2.0918415424000003e-08	4.07959204e-08	0.000340293	-5.714000000000001e-05	3.264979600000001e-09	1.1579932584900001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67346.02360417446	-81.80027268837148	6691.284611891932	4535486895.294024	112058.14894839918	-716.5782474029402	513484.38465106935	12557028745.741615	66176.58465325342	27.65612157533178	764.861060589532	4379340356.369216	81133.1221003159	69010.6222125766	1.245187	22.516844	0.06569718	0.0300884	-0.022134036	-0.1065266725	-0.0151665675	0.0405216037	0.0812633315	-0.0786764574	-0.0060862542	-0.0826003017	0.0315867784	-0.0300292639	-0.0289557261	0.0280154812	0.1207071537	0.0865791794	0.0636597903	-0.0853670925	0.0235665572	-0.0297145737	0.1126805626	-0.033619591	0.1947714576	-0.092100794	0.1630559354	-0.0221926638	0.0158880356	0.0385896266	0.0431312671	0.0648509261	-0.0441690337	0.0537659888	0.0300554246	0.02294374	-0.032842659	-0.0523692985	-0.0350354751	-0.0521444994	0.0561336571	0.0516538476	-0.0272504313	-0.0865274266	0.0585938369	-0.0543364638	-0.0034637781	-0.0692863606	0.0510217211	-0.0830971159	-0.0128487871	-0.0703580116	0.0038423466	0.0108178356	-0.0532569275	-0.1441143175	-0.0206785212	-0.0030616811	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0178706	-0.0057255	0.00031935834436	3.278135024999999e-05	-0.0485029	-0.0179028	0.00235253130841	0.00032051024784	-0.148587	-0.0161469999999999	0.022078096569	0.0002607256089999	0.000954422	-0.000316898	1.0042434240400002e-07	9.10921354084e-07	5.72084e-05	-8.742360000000001e-05	3.27280103056e-09	7.64288583696e-09	0.000226177	-0.0001141159999999	1.302246145599999e-08	5.1156035329000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67421.27419354193	75.25058936746791	5662.651200151275	4545628213.880763	112253.6903039584	195.54135555922403	38236.42173393888	12600890986.857004	66311.303125	134.71847174658615	18149.06662973573	4397188922.135635	81682.77321078071	69641.4272201141	1.226114	22.17193	0.08218752	0.0592871	-0.0515393044	0.0571684334	0.0389786305	0.1267167704	-0.0088323379	-0.0139836448	-0.1477134763	0.0686182555	-0.0288592521	-0.0345328345	0.0418008274	0.0078165414	-0.0248985325	-0.0395995135	-0.0657188273	-0.1262936662	-0.0251637296	-0.108438947	-0.0149760733	-0.0161157269	0.0087121175	-0.1069806832	0.0249316415	0.0284127026	0.060616179	0.0547482331	-0.0687622256	-0.0401067718	0.0912088622	-0.0272137752	0.1877639227	-0.0993245555	0.1433699193	0.012833397	0.0346888352	0.0442168215	-0.0600552398	0.0050542763	-0.0730970491	0.0124041898	-0.1116203772	0.0262636731	0.0767911794	0.0518298737	0.0491836145	-0.0204206156	0.021905089	-0.0146858694	7.77966e-05	-0.0156539195	-0.0317048835	-0.0416187806	0.0235556609	-0.038542561	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0179201	-4.950000000000093e-05	0.00032112998401	2.450250000000092e-09	-0.0486541	-0.0001511999999999	0.0023672214468099	2.2861439999999143e-08	-0.144339	0.004248	0.020833746921	1.8045504000000016e-05	0.00205902	0.001104598	1.220136741604e-06	4.2395633604e-06	-0.000325859	-0.0003830674	1.06184087881e-07	1.4674063294276e-07	0.000159066	-6.711100000000002e-05	4.503886321000002e-09	2.5301992356e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
