global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37
68128.76969544224	n/a	n/a	4641529260.214609	113962.25847690617	n/a	n/a	12987396357.157171	65961.94434366755	n/a	n/a	4350978101.597096	81516.39835467517	76390.60941803035	n/a	n/a	n/a	n/a	-0.068144062	-0.0486657996	-0.0699429331	0.0694761532	-0.0801846108	0.024033782	0.0702752115	0.0210040701	-0.0156938531	0.0346696537	-0.0381801135	0.0891152498	0.0653036202	-0.0109956536	0.0114269282	0.049305777	-0.1164837625	0.0133320675	-0.2004834248	0.0670827127	-0.0859351496	0.0424711799	-0.0352234859	0.0605225616	-0.1008812349	0.0687429812	-0.0960517349	-0.0411760663	0.1435064756	0.1541338895	-0.0718022471	0.0224428092	-0.1623889162	0.0104937784	-0.0495922403	0.0346785942	-0.0123459439	0.0567272208	-0.1601357091	0.0907588679	-0.0384893826	0.0665409127	-0.0302721785	-0.0082885734	-0.1025601574	-0.0423475892	0.0352610932	-0.0229699106	0.007363472	-0.0205164087	0.0479699891	-0.0784111219	0.0428220904	-0.0029512904	0.0960291969	-0.1190992846	0.0130009606	-0.0089972015	0.157573263	-0.1576366364	0.0733214517	-0.0167697604	-0.1070863637	0.1039291917	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0147936	n/a	0.00021885060096	n/a	-0.0446985	n/a	0.00199795590225	n/a	-0.0718127	n/a	0.0051570638812899	n/a	0.00183924	n/a	n/a	3.3828037776e-06	0.00113648	n/a	1.2915867904e-06	n/a	0.0	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68030.77640903379	-97.99328640845488	9602.684181129467	4628186538.8159485	114931.178988728	968.920511821838	938806.9582290924	13209175903.739033	65948.11436345647	-13.829980211085058	191.2683526390043	4349153788.095533	81689.17115846893	77166.19951611238	1.606827	27.402489	0.10428045	0.0561231	0.0939034597	0.0024756839	-0.1035890415	-0.0113368895	0.0871361436	-0.0309751575	0.0589093316	0.1354220192	-0.0332008539	-0.0357975729	-0.0367392416	0.0770681719	-0.0598801779	0.0704125678	0.048690624	-0.0003600681	-0.095994351	0.0770996687	0.0235144361	0.1468935232	0.0995289149	0.0212954084	-0.1204605655	-0.0003090374	-0.0020812048	0.0493547359	-0.1775350298	0.0634775735	-0.0426549896	0.015817796	-0.107965786	0.0174666425	-0.0977192899	-0.0559645943	0.0493476429	-0.0318783141	-0.1325112953	0.0001599874	0.0346650389	0.0072009905	0.0714968794	0.1073894078	-0.0259764584	-0.0573681469	0.0689940335	-0.0988681796	-0.0241442418	-0.076162541	-0.1201824277	0.0757974425	-0.0844566946	-0.1086388188	-0.012933328	-0.0106437896	0.0661342202	-0.1272529203	-0.0094541346	0.2150414918	0.0523402029	-0.0950295667	-0.0333353891	-0.034614779	0.0428251348	0.0129186354	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.015756	0.0009623999999999	0.000248251536	9.262137599999974e-07	-0.0815807999999999	-0.0368822999999998	0.0066554269286399	0.0013603040532899	-0.0766368999999999	-0.0048241999999999	0.0058732144416099	2.327290563999907e-05	0.00108238	-0.00075686	5.728370596e-07	1.1715464644e-06	0.000812333	-0.000324147	6.59884902889e-07	1.05071277609e-07	0.000151224	0.000151224	2.2868698176e-08	2.2868698176e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68059.34557940699	28.569170373200905	816.1974958129803	4632074520.697145	114366.57601150108	-564.6029772269248	318776.5218935074	13079713708.594454	66175.60701475924	227.4926513027749	51752.90639676593	4379210963.7718525	81710.4982992018	77511.68272521633	1.482132	25.275959	0.10321325	0.0477489	-0.0199918853	0.0958745991	-0.0759480892	0.0446603741	0.0359710636	0.0808243345	-0.0156903718	0.0811327362	-0.0179240616	-0.1161810726	0.0786659086	0.0567428508	0.01797769	0.0406525513	0.0988914081	-0.1050966278	0.0314035686	0.1356951241	0.0636191914	0.0202456741	-0.003103599	0.0518319062	0.0470370867	0.0121593953	0.0545273747	-0.1097288737	0.0275414123	-0.0652545023	0.1601460539	-0.0056771415	0.0675104318	-0.0747394822	0.1106611053	0.0955650563	0.0573697508	0.0203342335	-0.080338067	-0.0940131266	0.0033687419	-0.0015464657	-0.0748431161	0.016846675	-0.0348520973	-0.0554226909	0.0345934869	0.0108585469	0.129779552	-0.0654539559	-0.0070680519	0.0481748932	0.1797790143	-0.0080475108	0.0764278535	-0.0924958452	-0.1349539255	-0.1995590935	0.0815817058	-0.0207044823	-0.0814486774	0.0170469046	0.0638124301	0.0086277214	-0.1117752687	-0.0064985656	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0261959	0.0104399	0.00068622517681	0.00010899151201	-0.0644565	0.0171242999999998	0.00415464039225	0.0002932416504899	-0.0555904	0.0210464999999999	0.0030902925721599	0.0004429551622499	0.00182195	0.0007395699999999	5.469637848999999e-07	3.3195018025e-06	0.00101359	0.0002012569999999	1.0273646881e-06	4.0504380048999975e-08	0.0	-0.000151224	2.2868698176e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68315.15156693691	255.80598752992228	65436.70325615876	4666959933.613563	114236.74087014297	-129.8351413581113	16857.16393148074	13050032964.632193	66102.32234292546	-73.28467183378234	5370.643125785171	4369517019.128022	81882.84689541729	76856.47995193284	1.360985	23.209944	0.17329115	0.082845	-0.0598620406	0.0397219697	-0.0293060039	0.0814637476	-0.032824225	0.041299346	0.0184489125	-0.0571463517	0.0434375858	-0.068532694	0.0447332554	0.0851459648	0.0659891628	-0.1288324127	0.0124171346	-0.0977668931	0.0039293149	0.0275330129	0.1024887395	-0.0337572949	0.1435156534	-0.0633594771	0.075321548	-0.0978754099	-0.000232739	0.0731219975	-0.113417427	0.0169043836	-0.0023259196	0.0215817743	0.0169555702	-0.0090021368	-0.0101157306	-0.0732010669	0.0562160934	-0.0498183394	0.0694422632	-0.0369796692	-0.0132367082	0.0574450685	-0.056503352	-0.081686812	-0.0075180818	-0.0605287292	-0.0528300445	0.046080893	0.0602886775	0.0439628438	0.0067518627	-0.0191993889	0.069490965	-0.2187619508	-0.0792282844	0.008102276	-0.0389238461	0.0867653451	0.0360372421	0.1338066999	-0.0174972668	0.028519264	0.1272831608	-0.0703662869	0.1004470866	-0.0545753887	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0159578	-0.0102381	0.00025465138084	0.00010481869161	-0.100342	-0.0358855	0.010068516964	0.00128776911025	-0.0287892	0.0268011999999999	0.00082881803664	0.0007183043214399	0.000626299	-0.0011956509999999	1.4295813138009996e-06	3.92250437401e-07	0.000708004	-0.0003055859999999	5.012696640160001e-07	9.338280339599997e-08	0.00050609	0.00050609	2.561270881e-07	2.561270881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68325.75479856256	10.603231625646004	112.4285209070996	4668408768.793294	114091.99367668622	-144.74719345674384	20951.75001360403	13016983021.12101	66055.30911939315	-47.0132235323108	2210.2431868990225	4363303862.858583	81463.40092609714	76793.83529498891	1.336165	22.786671	0.16669806	0.0704005	-0.0770092295	-0.0302660623	0.0128397083	-0.0091927351	-0.1150183732	-0.028500605	-0.0127524378	-0.1191595418	0.042965806	-0.0459051081	-0.0342225326	0.0257546893	0.0620691272	-0.0998172101	0.0281651776	-0.0797341065	-0.0981838358	-0.0025497917	0.0671411846	0.0594265635	-0.0193289664	-0.0788412354	0.0047785399	0.0186648008	0.0032934182	-0.0470015675	-0.0039884677	0.0260279797	-0.0226678968	-0.0969609209	-0.1074671967	-0.0518300613	-0.0075188247	0.0239731615	0.0267265112	-0.0099893177	-0.0421297147	0.002947409	0.0683583278	-0.0739789148	0.0563829596	-0.0580798946	0.0173836339	0.0431851548	-0.1079306845	0.0160115088	0.0142135667	0.0777294056	0.019137833	0.0257371319	0.1015720294	-0.0279643698	-0.0083161845	-0.076940899	0.0430541309	-0.0331740489	-0.0047636219	0.0551921342	-0.0166251639	-0.1054143946	0.0014140936	-0.0574429217	0.0114560487	-0.0881346847	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.035994	0.0200361999999999	0.0012955680359999	0.0004014493104399	-0.0612216	0.0391204	0.00374808430656	0.00153040569616	0.00153101	0.03032021	2.3439916201e-06	0.0009193151344441	0.000199438	-0.0004268609999999	1.82210313321e-07	3.9775515844e-08	9.653e-05	-0.000611474	9.3180409e-09	3.739004526760001e-07	0.0	-0.00050609	2.561270881e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68278.31905341007	-47.43574515248474	2250.14991817148	4661928852.759261	114446.43602226906	354.4423455828364	125629.37634226284	13097986718.199326	66037.8064396438	-17.502679749348317	306.34379840824766	4360991879.35986	81362.65145193848	76477.80976428879	1.415478	24.139259	0.08253201	0.0475657	0.0734851105	-0.060703421	-0.0332425244	-0.0470449855	0.0439885155	-0.0688305922	0.0768925432	-0.0238518981	-0.0488647449	0.0752649901	-0.0491809793	-0.0225256621	-0.0487086987	-0.0490820779	0.0786038321	0.0410350013	-0.0183980615	-0.0693941089	-0.0659208528	0.0272518315	0.148814338	-0.0572324066	0.0151685586	0.1655948528	0.1362342977	-0.0382861457	0.0110386548	-0.0738391068	0.0577952249	-0.0491960373	0.0301058898	-0.0367885167	0.0309124714	0.0639235931	-0.0663319931	0.0165223229	0.0591819664	0.0061784328	0.1100283153	-0.0749913712	0.0598405035	0.0336748258	0.0473358755	0.0349135967	0.0337871861	-0.0956766284	-0.0370493468	-0.0208200193	-0.0167246684	-0.1044707788	0.0215434454	0.0764097984	0.0109022636	0.0184164159	0.0461483046	-0.0222050063	-0.054072718	0.0660690675	-0.008446333	-0.0825893818	0.0193751831	0.0815937357	-0.0179561959	-0.0765425413	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0243226	-0.0116713999999999	0.00059158887076	0.0001362215779599	-0.0493835	0.0118381	0.00243873007225	0.00014014061161	-0.0399109	-0.04144191	0.00159287993881	0.0017174319044481	0.000448331	0.000248893	6.194772544900003e-08	2.01000685561e-07	0.000199249	0.000102719	3.9700164001e-08	1.0551192961e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68307.35542062606	29.03636721598741	843.1106211016686	4665894804.559732	114184.89690822033	-261.5391140487336	68402.70817739649	13038190681.940905	65997.12494846636	-40.681491177441785	1654.9837244202738	4355620501.46348	81400.53731354783	77075.57441068802	1.570689	26.786186	0.09697625	0.0585025	0.0607691885	0.1113374471	-0.0014281539	-0.0322078647	0.1079835025	0.0529957939	-0.0660224252	-0.0279538685	-0.0318409332	-0.0391910088	-0.0303582419	-0.0571629341	-0.0945778535	0.026959674	-0.0688817635	-0.1032481574	0.0384396023	0.1436086395	-0.0942479293	0.0163213298	0.0931439573	0.0514492634	-0.0143800978	-0.1050743484	-0.1476578226	0.0450949225	0.0771068359	-0.0340692877	-0.0351547963	-0.071391125	-0.082539788	-0.1012198077	0.0850765402	-0.0192632802	-0.0145747817	0.0996714455	0.0958417541	0.0988238333	0.1762823779	0.0016324026	0.0977788476	0.0498989724	0.05540779	-0.0182506624	0.1168883691	0.0400609452	0.0676135137	0.0639446268	-0.0457491506	0.0562000704	-0.0973251309	0.0261443303	-0.0845732014	0.0121353938	-0.0080189947	-0.052128145	-0.0178814884	3.08853e-05	0.1623258969	0.0654125666	-0.0242372431	0.0327790298	-0.0842828145	-0.0044117498	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0243367	1.409999999999953e-05	0.00059227496689	1.9880999999998672e-10	-0.0568262	-0.0074427	0.00322921700644	5.539378329000005e-05	-0.0114064	0.0285045	0.00013010596096	0.0008125065202499	-0.000466006	-0.000914337	8.360121495689999e-07	2.17161592036e-07	0.000505211	0.000305962	2.55238154521e-07	9.3612745444e-08	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68170.61654052847	-136.73888009758957	18697.521330342977	4647232959.515774	114113.77694854289	-71.1199596774386	5058.048664520493	13021954089.461798	65881.80254370053	-115.32240476582956	13299.25704097383	4340411906.4071455	81667.16692091963	78297.30329422253	1.495805	25.509132	0.1440165199999999	0.0901924	-0.0974215767	0.0729593128	0.0056899531	-0.0804904438	-0.0335551714	0.1341881847	0.0219452947	0.0615506422	-0.011853723	0.0082338598	-0.1266314825	0.0133302952	0.0321887158	-0.1181164413	-0.0211692978	0.0130205807	-0.0472155018	0.0527273725	0.0266343144	0.0250610025	-0.0584030658	0.0348079486	-0.1086450265	0.0435700815	-0.1798945511	0.0231020497	0.0452797486	0.0601512297	-0.1418805709	-0.0670618612	-0.0408094308	-0.1196406716	-0.0351619106	-0.0580136654	-0.086550572	0.0583991138	0.0217003242	-0.0120795478	0.0716593456	0.0233624861	-0.025095203	0.0077828593	0.0223258691	-0.052752521	-0.066569036	0.0538038666	0.0828873132	-0.0228771975	-0.0681599534	-0.0719394407	-0.0792841275	0.0813749634	0.0191298731	0.030652431	0.06645586	9.42788e-05	0.0324292737	-0.0069710516	-0.0678851375	-0.0295766684	0.0155178468	0.0583114817	0.0291671694	-0.0978276172	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00686993	-0.01746677	4.71959382049e-05	0.0003050880542329	-0.0239021	0.0329241	0.0005713103844099	0.0010839963608099	-0.0113041	0.0001023	0.0001277826768099	1.0465290000000276e-08	0.00113119	0.001597196	2.551035062416e-06	1.2795908161e-06	0.00023194	-0.0002732709999999	5.37961636e-08	7.467703944099997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68182.00363606778	11.387095539306756	129.66594482129983	4648785619.828759	113819.48816096956	-294.2887875733286	86605.89049137972	12954875885.22509	66101.63596635884	219.83342265831016	48326.73371766723	4369426277.429025	81669.03474212586	76306.44463454549	1.691244	28.842102	0.13921198	0.0690276	-0.076503049	-0.0571940846	-0.0353008257	0.0719352207	-0.0001957885	0.0279682227	0.1513032835	0.0578178602	-0.0144219958	0.0224601639	0.0026850193	0.0862057072	0.0371631063	-0.0263538467	0.0460635347	-0.0371458012	-0.0994406567	0.0148889042	-0.0930937103	-0.0399816555	-0.0621149418	-0.0110363459	-0.0463336144	0.0552527279	0.0539073232	0.0339588635	-0.0943470752	-0.0107499885	-0.1239036891	-0.0716424835	-0.022098635	0.0300724474	0.0305569067	0.0190119625	0.04168928	-0.0119227673	0.0964456041	0.0353448088	-0.0379239185	0.0723174317	-0.0864720439	-0.0206537866	-0.0872653301	-0.0576689944	-0.0494958597	-0.0694997409	-0.015041065	-0.0937959359	-0.0228866422	-0.0768944263	-0.0914569354	-0.0820215977	-0.0156555701	0.0211232318	-0.0337629391	-0.0635687239	0.007486379	-0.018952425	-0.0369579303	-0.0478314544	0.0689293853	-0.0557210238	-0.0207511157	-0.1152563155	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0109259	-0.01779583	0.00011937529081	0.0003166915653888	-0.0628719	-0.0389698	0.0039528758096099	0.0015186453120399	-0.0626093	-0.0513052	0.00391992444649	0.00263222354704	0.000890191	-0.000240999	5.8080518001e-08	7.924400164810001e-07	0.000274136	4.2196000000000014e-05	7.515054649600001e-08	1.780502416000001e-09	0.000339628	0.000339628	1.1534717838400001e-07	1.1534717838400001e-07	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68146.4328325609	-35.57080350688193	1265.2820621252038	4643936307.802733	114474.69362857404	655.205467604479	429294.204778804	13104455481.35589	66070.0454526715	-31.59051368733344	997.9605550296016	4365250906.118078	81286.76875693417	76078.03081958325	1.603746	27.34993	0.19513219	0.106757	0.0148448156	-0.1006154518	0.020581179	-0.1966129163	-0.1046363076	-0.0932824265	-0.0527664617	-0.027884106	0.0073712564	-0.0517866595	0.0518843829	0.0156940988	-0.0126369089	0.1106803098	-0.0474035179	0.1056372667	0.0730915633	-0.0348998584	0.065300681	-0.1713713144	-0.1612688956	0.0486601222	0.0005326914	0.0271250898	0.0231369709	0.1103860759	-0.088815866	0.0522063276	0.0111017546	0.1245128545	0.0333814354	0.0199633945	-0.0787292239	0.0567289337	0.0440897339	-0.0486070582	0.065553533	-0.108559551	-0.1125921103	0.0410435157	-0.0196140914	0.0448224141	0.0167083915	0.0962735868	-0.0490291164	-0.0290166701	-0.007417683	0.0379472856	0.0632382749	0.1205814871	0.0973962012	0.0652483029	-0.0729247662	-0.0865012676	-0.1101871839	-0.0434495551	-0.0854595564	-0.0793122919	0.0271047873	-0.0189293126	0.0784520535	-0.0772312072	0.1612926303	0.0608898748	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00575385	0.01667975	3.31067898225e-05	0.0002782140600625	-0.0406802	0.0221916999999999	0.00165487867204	0.0004924715488899	0.00692679	0.06953609	4.79804197041e-05	0.0048352678124881	-0.000492694	-0.001382885	1.912370923225e-06	2.42747377636e-07	4.6092e-05	-0.000228044	2.1244724639999998e-09	5.200406593600001e-08	0.000216064	-0.000123564	1.5268062096000006e-08	4.6683652096e-08	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
