global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10
67284.73952661062	n/a	n/a	4527236173.163837	111241.2875769413	n/a	n/a	12374624061.775751	65727.36842467009	n/a	n/a	4320086960.032318	80571.1879942359	78110.27073327694	n/a	n/a	n/a	n/a	-0.1664423645	-0.124733453	0.2356065779	0.0199245911	-0.2163098409	0.0180166103	0.2538087031	0.1536874425	-0.0439951485	-0.0445607846	0.0278112087	-0.0402514685	0.090966096	-0.1860360392	-0.0219738342	0.0383546841	-0.2544357247	0.1176850028	-0.143795668	0.0086839549	-0.0020329782	0.0428846447	-0.0508577209	0.064621523	-0.1939568337	0.1544082091	-0.1409339718	0.1567777029	-0.0053094307	-0.0681781855	-0.0652698999	0.1329316359	0.1524110838	-0.2244665069	0.1371864145	-0.0992593878	0.2807106421	-0.0485187142	0.2019857052	-0.0001163503	0.1529584852	-0.0418477149	0.0067277348	-0.2496396699	0.0573043986	0.1490484942	-0.0116132	n/a	0.00013486641424	n/a	-0.071537	n/a	0.005117542369	n/a	-0.0533889	n/a	0.00285037464321	n/a	0.00255053	n/a	n/a	6.5052032809000005e-06	0.00141018	n/a	1.9886076324e-06	n/a	0.000442029	n/a	n/a	1.95389636841e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67484.39957919318	199.66005258256337	39864.136597271965	4554144186.564209	112178.36184303978	937.0742660984832	878108.1801840112	12583984865.787962	65684.92858779326	-42.43983687683067	1801.1397541319964	4314509843.5835	80500.42357405995	78605.86382443477	1.137229	17.862612	0.0787197	0.0462526	-0.1185847435	-0.1399711427	0.1861858413	-0.0200743302	-0.1548429304	0.0290137053	0.2240089752	0.0256095544	0.15558015	-0.0259550616	0.0197507289	-0.2676331755	-0.021362089	-0.1274027883	-0.2455721082	0.1081246924	0.0196121537	-0.0154239947	0.0823352132	-0.0641049365	-0.0781753851	-0.0527255281	-0.1900722111	0.0686865735	0.0622471395	0.0199520233	-0.0230464856	0.0815788218	0.1256550373	0.0115127606	-0.1695278338	0.0217160798	0.1566203712	-0.1121261651	0.0144463618	-0.1655924123	0.3091604477	0.1273910876	0.1563709271	0.0797271202	0.0627981318	-0.0670312429	-0.0005707228	-0.053681451	-0.0319266438	0.1488669016	-0.01659	-0.0049768	0.0002752281	2.476853824e-05	-0.0782893	-0.0067523	0.00612921449449	4.559355529000004e-05	-0.0565389	-0.00315	0.00319664721321	9.9225e-06	0.00173372	-0.00081681	6.671785761000001e-07	3.0057850384e-06	0.00104311	-0.0003670699999999	1.0880784721e-06	1.3474038489999997e-07	0.000349097	-9.2932e-05	8.636356624e-09	1.21868715409e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67676.74459556132	192.34501636814093	36996.605321660405	4580141759.052838	112070.1184481534	-108.24339488637634	11716.632536528004	12559711448.983131	65825.24182093109	140.31323313782923	19687.803393590817	4332962460.784055	80630.26717122395	79351.60461459533	1.011168	15.882554	0.1100157651	0.0506714	-0.1460229409	-0.1168041359	0.0751367965	0.0451402276	-0.0871545921	0.0198964037	0.1922671905	0.1821460712	0.2012371441	0.0475034004	-0.0520596923	-0.021500437	0.2148819502	-0.0341639859	0.0108094436	-0.0010058487	-0.0077291548	-0.094394322	0.0547644447	-0.1294585159	0.0110614758	-0.0060306997	-0.0204176205	0.1341220062	0.2173866592	-0.0522342108	-0.0968770052	-0.1200980656	0.102526524	-0.1650350356	-0.0513881226	0.0064534467	0.0643485995	-0.2780477556	-0.0612167625	-0.1187321795	0.2089371342	-0.0433334617	0.0287487686	-0.0039235333	0.055155704	-0.0357804437	-0.0153247223	0.0084798846	-0.0279366407	0.1485039376	8.246509999999998e-05	0.0166724651	6.800492718009997e-09	0.0002779710925107	-0.0477587	0.0305306	0.00228089342569	0.00093211753636	-0.0489054	0.0076335	0.00239173814916	5.827032225000002e-05	0.00215934	0.00042562	1.8115238440000006e-07	4.6627492356e-06	0.000984671	-5.843900000000019e-05	9.69576978241e-07	3.415116721000022e-09	-0.000270428	-0.000619525	3.83811225625e-07	7.313130318400001e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67816.05541098263	139.31081542131142	19407.5032933507	4599017371.505466	112577.82003432764	507.7015861742402	257760.90060383943	12673765563.68146	65721.89905608505	-103.3427648460347	10679.727046022825	4319368015.538233	80599.5766899295	79302.51524202549	1.160385	18.226318	0.0655168199999999	0.0351679	-0.0404162819	-0.1781370428	-0.011012248	0.0540046441	-0.0141498258	0.0178497397	0.1484417314	0.1259797586	0.2342998505	-0.0203547575	-0.180906663	-0.1819537087	0.0631889936	-0.2182287444	-0.1740633624	0.0622207015	0.0622349689	0.0199951737	-0.0871092428	-0.1154418249	-0.059969683	0.1379284764	0.0209991119	0.0790554942	-0.0239616907	-0.0074851551	0.1192285359	0.0206885819	-0.045891485	-0.0783172017	-0.0828561494	-0.0131836505	0.0141173392	-0.2196113085	-0.0819255015	-0.1692595441	0.1946278502	-0.0055929296	0.0735212793	-0.0231040243	-0.029540099	0.0299825641	0.057212114	0.1609616491	-0.0412906691	0.1479600444	-1.10049e-05	-9.346999999999998e-05	1.2110782401e-10	8.736640899999997e-09	-0.0340032	0.0137555	0.0011562176102399	0.00018921378025	-0.0651008	-0.0161954	0.00423811416064	0.0002622909811599	0.00195813	-0.0002012099999999	4.0485464099999946e-08	3.834273096900001e-06	0.000984671	0.0	9.69576978241e-07	0.0	0.000237811	0.000508239	2.58306881121e-07	5.6554071721e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67833.47285219614	17.41744121350348	303.3672584258496	4601380039.189631	113758.67147549716	1180.8514411695214	1394410.1261121358	12941035335.870092	65822.89867806085	100.99962197580317	10200.92363925514	4332653990.382265	80876.60318216463	80909.04912739416	1.56865	24.638994	0.0858872951	0.044998	0.121329159	-0.097757536	-0.1620987716	-0.0083301593	0.2277646982	-0.0324740107	0.006289332	0.1565535954	0.1786343178	-0.0208102487	-0.0118424779	0.0415718346	0.0354243722	-0.0892745084	0.2846713859	-0.0833436261	0.2631517027	0.0517377454	-0.0026599604	-0.1224423013	0.1083620615	0.098481564	0.000969573	-0.0966946092	-0.1908331748	-0.0156593744	-0.0109964118	-0.0447160017	0.0200125718	0.0292155751	0.0017403677	-0.0922279293	-0.2278832409	-0.1863660928	-0.0527377134	-0.1389316247	0.0324919824	-0.1652080936	-0.1734506714	0.0715608562	0.1997986655	-0.0595276928	-0.0946353823	-0.0117026355	-0.2346914168	0.1472358847	-0.0182915	-0.0182804951	0.0003345789722499	0.0003341765011011	-0.0608727	-0.0268695	0.00370548560529	0.00072197003025	-0.0571802	0.0079206	0.00326957527204	6.273590436e-05	0.00135737	-0.00060076	3.6091257760000013e-07	1.8424533169e-06	0.000929097	-5.557399999999986e-05	8.63221235409e-07	3.088469475999984e-09	0.000237811	0.0	0.0	5.6554071721e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67791.28428137074	-42.18857082539762	1779.8755082895912	4595658224.517624	113939.74011008524	181.0686345880822	32785.85043159244	12982264376.353767	65856.41775109971	33.51907303885673	1123.5282573842123	4337067759.007361	80935.40976522802	80811.06540246076	1.173376	18.430374	0.1137419916999999	0.0585103	0.1072887194	-0.0614099009	-0.0931391278	-0.1012031862	0.1092065053	-0.1065854474	-0.1061482022	-0.0946936435	0.1164574572	-0.0007127301	-0.0445580416	0.0459716257	0.0118524985	-0.0423899051	0.025204321	-0.0155045108	-0.0772181611	0.1297542868	-0.1052708472	0.2184516243	0.0007781737	-0.0427646169	-0.0390247307	-0.2763364531	0.0717138691	0.0223052714	-0.1613734591	-0.1358102663	0.0621458658	0.2413988871	0.010182742	0.0119375296	-0.1781061574	-0.0102652265	0.0348635593	-0.0105955211	0.0885756393	0.0630865194	-0.1492904552	-0.1128320698	0.1202628579	0.0417193856	-0.019000096	0.0251873625	0.1010094159	0.1463323407	3.28917e-05	0.0183243916999999	1.08186392889e-09	0.000335783331175	-0.0302189	0.0306538	0.00091318191721	0.00093965545444	-0.0549924	0.0021878	0.0030241640577599	4.786468840000016e-06	0.00223685	0.0008794799999999	7.734850703999996e-07	5.0034979225e-06	0.000906422	-2.2675e-05	8.21600842084e-07	5.141556249999998e-10	-0.000111554	-0.0003493649999999	1.22055903225e-07	1.2444294916e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67793.05682651635	1.7725451456062729	3.141916293212363	4595898553.883274	113198.67817826704	-741.0619318181998	549172.7867901223	12813940741.306871	65841.66817494502	-14.74957615468884	217.5499967429656	4335125268.059568	81023.97769388338	80097.8876845118	1.243281	19.528391	0.1230780917	0.0661772	0.1514999064	-0.0470500555	-0.0220902871	0.0291229922	0.1233610147	-0.0749810648	-0.0271006994	-0.014870493	-0.0809559779	0.0330249989	0.1422438828	-0.1495274042	0.0628271452	-0.1879157144	0.1255548956	-0.0554004426	0.035474375	-0.0242574823	-0.046699058	-0.1536456405	-0.131102714	-0.194809623	-0.0950276081	0.0038967629	0.1355541679	0.020120467	0.2043692271	0.1448423753	-0.0201748292	-0.0772847355	0.113821397	0.0108140457	-0.1513810254	0.0141109503	0.1930742936	-0.1730938046	0.0470299782	0.1329356953	0.0832682014	-0.070150225	-0.0551394339	-0.141668663	-0.043036362	0.0502079355	0.0688296359	0.1452505133	-0.0083931	-0.0084259917	7.044412761e-05	7.099733612846892e-05	-0.060884	-0.0306651	0.003706861456	0.00094034835801	-0.0586984	-0.003706	0.0034455021625599	1.3734436000000009e-05	0.00112822	-0.0011086299999999	1.2290604768999994e-06	1.2728803684000002e-06	0.0007587969999999	-0.0001476250000001	5.757728872088482e-07	2.1793140625029536e-08	0.000237811	0.0003493649999999	1.22055903225e-07	5.6554071721e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67765.52576959769	-27.53105691865494	757.959095058218	4592166482.8300085	113227.4799449574	28.801766690361543	829.5417644860199	12820462214.685732	65782.09282212243	-59.5753528225905	3549.222663936142	4327283736.058332	80764.57468321265	80270.96643820204	1.106767	17.384136	0.1028817442	0.0534218	0.1185479098	0.0011526736	0.0545720123	0.0411392966	-0.0015617032	0.0373047548	0.0801794035	-0.1538368037	-0.0355214159	-0.028204529	0.1026271244	0.070716104	0.2684283096	0.0469780923	-0.0269740352	-0.010226984	-0.0758487396	-0.0483487433	0.1336388709	-0.038247677	-0.0181463351	-0.1338360994	-0.0964454382	-0.1628662134	-0.1469501221	-0.0641040402	-0.1223550205	-0.1020695596	0.0261890914	-0.0835464584	-0.0372091569	-0.05671664	0.0320947482	0.0421632714	0.1593073556	0.0044697785	0.0591525409	0.0731914899	-0.0922720501	-0.1104171984	-0.0281134485	0.0108944089	0.0634995918	-0.0755757376	-0.0395223252	0.1439917206	4.08592e-05	0.0084339592	1.6694742246399995e-09	7.113166778726465e-05	-0.0249041	0.0359799	0.00062021419681	0.00129455320401	-0.0529616	0.0057368	0.0028049310745599	3.291087424e-05	0.00187112	0.0007428999999999	5.519004099999999e-07	3.5010900544e-06	0.0008088159999999	5.0019e-05	6.541833218558383e-07	2.5019003609999995e-09	-2.38917e-05	-0.0002617026999999	6.848830318728998e-08	5.7081332889e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67975.30630438328	209.7805347855901	44007.87277492819	4620642267.174729	112806.8540838068	-420.6258611506055	176926.11506868844	12725386328.285278	65836.70642412023	54.61360199780029	2982.645523174136	4334471912.775794	80793.7609764037	79524.36392996652	1.202562	18.888803	0.1592273542	0.0887392	0.137021856	0.0522901722	0.1165045416	0.1696368789	0.0803867338	0.1479340563	0.054241749	0.0263935345	-0.1435607616	0.0428092515	0.1388045778	-0.0309421889	0.0881677333	0.0105664477	0.013712471	-0.0557280023	-0.0414083515	-0.0442735104	-0.1239804301	0.0111163241	0.025895163	0.110673003	-0.1611313301	-0.0315440892	-0.1885714488	-0.0422723797	-0.1156545697	-0.2009940763	0.1118514838	0.0655988518	-0.0067222036	-0.1842908505	0.0876828132	0.0045649874	0.0787592453	0.0114425115	-0.0098990325	0.1194518232	-0.0813296474	0.1119507183	-0.0699049695	-0.1216933129	0.0065508482	0.1033001068	-0.1080105552	0.1425574961	-0.0103572	-0.0103980592	0.00010727159184	0.0001081196351267	-0.0807642999999999	-0.0558601999999999	0.0065228721544899	0.0031203619440399	-0.0640902	-0.0111286	0.00410755373604	0.00012384573796	0.000527132	-0.001343988	1.806303744144e-06	2.778681454240001e-07	0.00108658	0.000277764	1.1806560963999998e-06	7.715283969605553e-08	-3.89496e-05	-1.5057899999999995e-05	2.2674035240999988e-10	1.5170713401599999e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68028.92799052031	53.621686137033976	2875.2852241785818	4627935043.539398	113175.15460464016	368.3005208333634	135645.27364612676	12808615619.784204	65908.72219803886	72.0157739186252	5186.271693098538	4343959661.77826	81003.78895333143	81907.9858999226	1.444853	22.694496	0.0712500892999999	0.0310648	0.0880104132	0.1316442722	-0.0003051424	0.0548063046	-0.0041591081	0.1604478193	-0.0544670935	-0.028744284	0.0673691949	0.0689679221	0.0371179222	0.0539482236	0.001468324	0.2211020245	-0.1508991858	0.1733987819	-0.0138978709	0.0484798218	-0.0933143649	-0.1178576992	0.0048373093	0.0440327387	-0.0898635447	-0.08790219	0.2020811408	-0.0482183379	0.0769056618	0.0846248759	0.0055862515	-0.0588794769	0.0546406041	-0.0797330602	0.0973564603	-0.0065752311	0.0061197603	0.068468042	0.113782875	0.0491394491	-0.0818176196	-0.0648216424	-0.0040273312	0.1440770843	0.0029696758	-0.1499452667	-0.0489747203	0.1409495873	1.84093e-05	0.0103756093	3.3890232649e-10	0.0001076532683462	-0.0608349	0.0199293999999999	0.0037008850580099	0.0003971809843599	-0.0516884	0.0124017999999999	0.00267169069456	0.0001538046432399	0.000675173	0.000148041	2.1916137681000004e-08	4.558585799290001e-07	0.0008088159999999	-0.000277764	6.541833218558383e-07	7.715283969605553e-08	0.000106111	0.0001450606	2.1042577672360006e-08	1.1259544321e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
