onset	duration	trial_type	identifier	response
4.000544	9.967494	experimental_trial	39.mov	n/a
16.00085	9.971021	experimental_trial	2.mov	n/a
28.00115	9.97748	attention_check	n3.mov	Neutral
44.02103	9.980734	experimental_trial	44.mov	n/a
56.02132	9.970131	experimental_trial	22.mov	n/a
70.02164	9.971191	experimental_trial	48.mov	n/a
82.02191	9.972714	experimental_trial	20.mov	n/a
94.0222	9.97324	attention_check	a3.mov	Adversarial
110.0434	9.969234	experimental_trial	11.mov	n/a
122.0437	9.972011	experimental_trial	30.mov	n/a
134.0441	9.971343	experimental_trial	13.mov	n/a
146.0444	9.978036	experimental_trial	7.mov	n/a
158.0446	9.971563	experimental_trial	8.mov	n/a
172.0449	9.970695	experimental_trial	34.mov	n/a
184.0452	9.972509	experimental_trial	18.mov	n/a
196.0455	9.972125	attention_check	f3.mov	Friendly
212.0762	9.981578	experimental_trial	47.mov	n/a
224.0766	9.971066	experimental_trial	10.mov	n/a
236.0768	9.970359	experimental_trial	19.mov	n/a
248.0771	9.974155	experimental_trial	5.mov	n/a
262.0775	9.972873	experimental_trial	9.mov	n/a
274.0778	9.971527	experimental_trial	17.mov	n/a
286.078	9.972342	experimental_trial	37.mov	n/a
300.0783	9.966814	experimental_trial	12.mov	n/a
314.0786	9.98132	experimental_trial	15.mov	n/a
326.0789	9.971357	experimental_trial	25.mov	n/a
338.0792	9.971278	experimental_trial	26.mov	n/a
350.0795	9.970171	experimental_trial	23.mov	n/a
