onset	duration	trial_type	identifier	response
4.000308	9.968798	experimental_trial	37.mov	n/a
16.0006	9.968425	attention_check	f2.mov	Friendly
32.02292	9.975332	experimental_trial	18.mov	n/a
44.0232	9.972356	experimental_trial	10.mov	n/a
56.02349	9.967446	experimental_trial	38.mov	n/a
68.02378	9.975243	experimental_trial	16.mov	n/a
82.02409	9.967674	experimental_trial	46.mov	n/a
96.02437	9.97092	experimental_trial	36.mov	n/a
108.0247	9.96626	experimental_trial	14.mov	n/a
120.025	9.966896	experimental_trial	28.mov	n/a
134.0252	9.973461	experimental_trial	6.mov	n/a
146.0255	9.968988	experimental_trial	23.mov	n/a
158.0258	9.96631	experimental_trial	35.mov	n/a
172.026	9.966845	attention_check	a3.mov	Adversarial
188.0491	9.974396	experimental_trial	22.mov	n/a
200.0493	9.968759	experimental_trial	1.mov	n/a
212.0496	9.970274	attention_check	n3.mov	Neutral
230.0747	9.986101	experimental_trial	43.mov	n/a
242.075	9.967151	experimental_trial	20.mov	n/a
254.0753	9.96771	experimental_trial	47.mov	n/a
266.0757	9.966394	experimental_trial	40.mov	n/a
278.0759	9.968327	experimental_trial	34.mov	n/a
290.0762	9.967247	experimental_trial	4.mov	n/a
302.0765	9.965996	experimental_trial	41.mov	n/a
314.0768	9.971965	experimental_trial	21.mov	n/a
326.0771	9.967046	experimental_trial	44.mov	n/a
338.0775	9.972056	experimental_trial	26.mov	n/a
350.0777	9.966048	experimental_trial	30.mov	n/a
