onset	duration	trial_type	identifier	response
4.000005	9.971081	experimental_trial	26.mov	n/a
16.00017	9.967047	attention_check	n2.mov	Neutral
32.02013	9.975298	experimental_trial	28.mov	n/a
44.02039	9.969893	experimental_trial	39.mov	n/a
56.02065	9.96823	experimental_trial	40.mov	n/a
68.02094	9.966015	experimental_trial	38.mov	n/a
80.02122	9.968789	experimental_trial	23.mov	n/a
92.02151	9.970128	experimental_trial	7.mov	n/a
104.0218	9.966622	experimental_trial	34.mov	n/a
116.0221	9.966885	experimental_trial	11.mov	n/a
128.0224	9.967464	experimental_trial	45.mov	n/a
142.0227	9.9655	experimental_trial	6.mov	n/a
154.0229	9.967886	experimental_trial	18.mov	n/a
166.0232	9.967082	attention_check	n3.mov	Neutral
182.045	9.970036	experimental_trial	14.mov	n/a
194.0452	9.967505	experimental_trial	30.mov	n/a
208.0455	9.970042	experimental_trial	17.mov	n/a
220.0459	9.971132	experimental_trial	15.mov	n/a
234.0462	9.967566	experimental_trial	10.mov	n/a
246.0465	9.966522	experimental_trial	3.mov	n/a
260.0468	9.970257	attention_check	a3.mov	Adversarial
276.0813	9.98277	experimental_trial	22.mov	n/a
288.0816	9.971559	experimental_trial	8.mov	n/a
300.0819	9.97498	experimental_trial	5.mov	n/a
312.0821	9.966569	experimental_trial	31.mov	n/a
324.0823	9.968865	experimental_trial	2.mov	n/a
336.0826	9.968643	experimental_trial	32.mov	n/a
350.0829	9.966572	experimental_trial	42.mov	n/a
