global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	cosine00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
58989.2937205198	n/a	n/a	3479736773.645757	87188.60230355707	n/a	7601852371.647837	n/a	55906.36168555964	n/a	n/a	3125521276.916611	64074.90198017367	56572.98134577488	n/a	n/a	n/a	n/a	-0.2444873603	0.0245317678	0.1170584404	0.1076279682	-0.0639665536	-0.272849131	0.0191085842	0.1588680808	-0.0327282699	0.1192180382	-0.0115852237	0.1475558281	-0.1385333289	-0.0879329276	0.1539502328	-0.1443421807	0.1226645175	0.082704808	-0.0332707729	0.0381782705	-0.0348474417	0.068562104	-0.0111698457	0.0270883434	-0.0837003236	0.1164404074	-0.2052755733	0.0790165925	-0.0617093779	0.035089761	-0.1286955207	-0.0667918097	0.0897812718	0.0883120898	-0.1143625363	0.0830846009	0.0707019113	-0.0300234125	-0.2304841438	0.1309399168	0.1535675085	-0.0834798669	0.0029448413	-0.1817732344	0.0652896165	-0.0651832159	0.0268257258	-0.0525209735	0.0642426756	-0.138356614	0.0513576774	-0.1602794075	0.2278083556	-0.0458727433	0.0185740515	-0.0310464104	0.1916232826	-0.0550897621	0.1807642986	0.1490484942	0.0759856	n/a	0.00577381140736	n/a	-0.0392335	n/a	0.0015392675222499	n/a	-0.131167	n/a	0.017204781889	n/a	0.000945494	n/a	n/a	8.939589040359999e-07	-0.00176396	n/a	3.1115548816e-06	n/a	0.000149597	n/a	n/a	2.2379262409000002e-08
59005.88719872359	16.593478203787527	275.34351889957173	3481694724.1084924	86998.36480732517	-190.23749623190088	7568715479.148435	36190.3049725825	55746.36559180964	-159.99609375	25598.75001525879	3107657276.695698	63803.06400348471	56286.4414840206	1.154294	20.1444	0.0753545699999999	0.0491051	-0.2583525452	-0.1201421948	-0.1219115976	0.1167989796	0.098549964	-0.1118834209	-0.266204429	0.0793359259	0.0334438228	0.236061161	0.1238334683	0.1518384641	0.0950444549	0.2030121973	0.108427488	-0.0819657693	0.0763669148	0.1148765848	-0.0298678167	-0.0351441246	-0.1063270089	0.089152152	-0.0947606921	-0.1262872638	0.0982655633	0.1681473879	-0.0154953441	0.0120424479	0.0114101881	-0.0147221978	-0.0199245772	0.0995651641	-0.0643049996	-0.0895593241	0.0175137965	0.2947153754	-0.1543105558	0.0618961876	-0.0832735551	-0.2009658343	0.1265584196	-0.0388829926	0.0941734298	-0.2897302356	0.0242776645	0.0979348625	0.0193798517	-0.1387625081	-0.0004507756	0.1499798016	0.0614671535	-0.0070079703	-0.0392023521	0.1106998586	0.0347058111	-0.0580615255	0.1293304649	-0.0188888804	0.0135859098	0.1488669016	0.0692929	-0.0066926999999999	0.00480150599041	4.479223328999994e-05	-0.0390638	0.0001696999999999	0.00152598047044	2.8798089999998253e-08	-0.13126	-9.2999999999982e-05	0.0172291875999999	8.64899999999665e-09	8.513759999999998e-05	-0.0008603564	7.4021313502096e-07	7.248410933759997e-09	-0.00140593	0.00035803	1.9766391649e-06	1.2818548090000006e-07	0.0	-0.000149597	2.2379262409000002e-08	0.0
59129.07858226686	123.19138354327151	15176.116979305429	3496247933.98789	87258.60561319333	260.24080586816126	7614064253.558814	67725.27703890999	55911.88792509191	165.52233328227155	27397.64281520739	3126139211.3480387	63970.23191602968	57133.53070659022	1.247435	21.769869	0.07919352	0.0352276	-0.157386373	-0.0569231611	0.1625322371	-0.1038633468	-0.0492478118	-0.0683865702	0.0319780535	0.2140436956	0.1380160784	0.2273058088	-0.0412144453	-0.1120135549	0.0131860853	0.0560313282	0.0533342772	-0.1115448292	-0.1311011805	-0.0346912387	0.1445140022	0.0172514177	0.0605619192	0.0073973925	-0.1358646671	0.0147595303	-0.1213717006	-0.0383304508	-0.0221188301	-0.0273329902	0.0187550504	-0.0737689901	-0.0206566344	-0.1859430032	-0.078527067	0.2028515246	0.1223227194	0.1524801462	-0.0691234705	0.0633688593	-0.0375508001	0.0416777075	0.2290428147	-0.0160912546	0.0789982749	0.0647562989	-0.0019255107	0.0890799265	0.1244495874	0.0653806163	-0.0069558549	-0.1878971082	0.1740840868	0.0329292975	0.0990019547	0.0048940084	0.1240754421	-0.0401486809	0.065675637	-0.0777268447	-0.2021066241	0.1485039376	0.0592071	-0.0100858	0.0035054806904099	0.00010172336164	-0.0420635	-0.0029996999999999	0.0017693380322499	8.998200089999964e-06	-0.110073	0.0211869999999999	0.012116065329	0.0004488889689999	0.000407274	0.0003221364	1.0377186020496001e-07	1.65872111076e-07	-0.00185634	-0.00045041	3.4459981956e-06	2.0286916810000006e-07	0.000125874	0.000125874	1.5844263876e-08	1.5844263876e-08
59056.14769783038	-72.93088443647866	5318.913904687006	3487628580.907957	86984.78914728195	-273.8164659113827	7566353542.997099	74975.4570041994	55832.364366319445	-79.52355877246737	6323.996399838072	3117252910.7334576	63916.94447293728	56501.01737535128	1.189675	20.761852	0.11621624	0.0518428	-0.2012071117	0.0895937617	-0.0224151562	0.0509801115	0.1151160009	-0.2141672443	-0.0941913944	-0.0324253474	0.0830923535	0.1585352123	0.1246867948	-0.1817504563	-0.051928143	0.0613645403	0.1430914718	0.0544391516	0.2282867169	0.1050896678	0.1234621586	0.2609311597	0.099460172	0.1023915487	0.0813079294	-0.0497781908	0.1020120464	-0.0729398582	0.2319456726	0.2479968808	0.026684224	-0.0710314209	-0.0566046869	-0.2477739731	0.0109303181	0.1606283401	-0.0326138392	0.0617142651	-0.0085967318	0.1270326556	-0.2009830865	-0.0959602059	0.0296800148	0.0040716597	-0.0743103358	-0.1020289598	-0.0262635945	0.2079009234	-0.07339325	0.1207656119	0.1794117453	-0.1377806461	0.0319466692	-0.0884523204	0.0041568182	-0.0511317832	0.3905885467	0.1463642594	-0.1566710774	0.0982890015	-0.2097726498	0.1479600444	0.0720818	0.0128747	0.00519578589124	0.00016575790009	-0.00599106	0.03607244	3.58927999236e-05	0.0013012209275535	-0.120468	-0.010395	0.014512539024	0.000108056025	0.000182013	-0.000225261	5.074251812100001e-08	3.3128732169e-08	-0.00134049	0.00051585	1.7969134400999998e-06	2.661012225e-07	0.000522245	0.0003963709999999	1.5710996964099997e-07	2.72739840025e-07
59129.5737184388	73.42602060841455	5391.380502387317	3496306488.124288	87572.3688328979	587.5796856159577	7668919783.005108	345249.88694854773	55872.86892999387	40.5045636744253	1640.6196784555734	3121777482.4682746	63915.57678837399	57333.32043785177	1.149954	20.068655	0.0342006599999999	0.0180763	-0.1621575205	-0.1484399361	-0.0027498578	0.0419963801	0.0165276811	-0.0562023887	-0.1610206731	0.0993990053	0.0889071549	0.110054198	0.1915633219	-0.1518665329	0.0752491925	0.1794401383	0.0609507639	0.0277482598	-0.0250511991	-0.0244390087	0.0936238368	-0.1317795864	-0.0160255205	0.0391711195	0.111458611	0.0038209921	0.0171767077	0.0831755657	-0.0429318575	-0.0807933862	-0.1880928456	0.1271712452	-0.0525270496	-0.0915456507	-0.0416939617	0.0780470389	-0.1883892924	-0.1273394071	0.045180264	0.1876285166	0.0028364611	-0.1287170822	0.1438900914	-0.0276028639	0.0550877077	-0.0742339117	-0.0212207981	0.0811809618	0.1190761108	0.0516162748	-0.150871581	-0.0272537734	0.0236980226	0.0248248861	0.1474877571	-0.056249981	-0.1648139377	0.0989842053	-0.0972643995	0.2679510398	-0.0135908134	0.1472358847	0.0812849999999999	0.0092031999999998	0.0066072512249999	8.469889023999811e-05	-0.00164165	0.00434941	2.6950147225e-06	1.8917367348100007e-05	-0.131223	-0.010755	0.017219475729	0.000115670025	0.000352303	0.00017029	2.89986841e-08	1.2411740380899998e-07	-0.00135703	-1.654e-05	1.8415304209e-06	2.735716e-10	0.000511214	-1.1030999999999997e-05	1.216829609999999e-10	2.61339753796e-07
59259.44900806865	129.8752896298538	16867.590856438408	3511682296.7398887	87453.35950688303	-119.00932601487148	7648090089.040129	14163.219678513964	55925.38895909926	52.52002910539159	2758.353457231179	3127649130.226541	63869.7027666929	57717.9463682619	1.154151	20.141899	0.0256655	0.0128095	-0.0811975575	0.0360701209	0.0896520833	0.1277830849	0.1894696973	-0.1312708213	0.0685733893	-0.0743438615	0.1704819192	0.1073740455	0.0698586754	-0.0404222286	0.2009019231	-0.0531866209	0.1013092321	-0.0967575976	0.1184303537	-0.0207430092	-0.0012352012	0.2190986079	-0.0984098632	-0.0101419048	-0.0072294929	0.2423834416	0.0981978791	0.1348699804	-0.0867206029	-0.1203231026	0.0078778651	0.045425401	0.095750614	0.1557072667	-0.1486461235	0.1578894781	-0.0692643518	-0.0144993616	-0.1095552181	-0.1843774985	-0.0725546695	0.0686217045	0.0695579645	0.1232367418	0.0325236852	-0.17100959	-0.1539946555	0.1096385419	0.1520820703	0.1434413858	-0.001339836	0.0769847389	0.0138767953	0.1033941194	-0.0576539031	-0.1670794976	-0.000568611	-0.0957440685	0.121657817	0.0860520322	0.0387800776	0.1463323407	0.0729111999999999	-0.0083738	0.0053160430854399	7.012052644000002e-05	-0.00632815	-0.0046865	4.0045482422500006e-05	2.1963282250000007e-05	-0.139577	-0.008354	0.019481738929	6.9789316e-05	0.000352303	0.0	0.0	1.2411740380899998e-07	-0.00138913	-3.209999999999997e-05	1.9296821569e-06	1.0304099999999979e-09	0.000564138	5.292400000000009e-05	2.800949776000009e-09	3.182516830440001e-07
59200.74076484857	-58.708243220084114	3446.6578219885523	3504727707.106803	87437.69985304461	-15.659653838418308	7645351355.591118	245.22475833908925	55840.31165747549	-85.07730162377266	7238.147251582389	3118140406.003993	63956.735500857125	58055.7501312584	1.157991	20.208921	0.0940463	0.0449544	-0.0574125902	-0.0846313068	-0.0406966961	0.1579845944	-0.0477552715	-0.0836612287	-0.1809200483	0.1356365934	0.0341007925	-0.0195382332	0.0749257199	0.1506473793	-0.1274282116	0.1436999501	0.0627134359	-0.0911378625	0.1113834459	0.1768831636	0.008646107	0.0185803463	0.0522651726	-0.1459369421	0.1640513347	-0.0024058473	0.0254673982	0.2210143048	0.0017168082	-0.1139981926	-0.0297601338	-0.0636405967	-0.0986157294	0.0496243072	0.0192292307	0.0040744825	-0.0322315287	0.1435177017	0.1262493626	-0.1067003823	-0.0747408281	-0.0928927902	0.2145680415	-0.1187209615	-0.0250157306	-0.1763992214	-0.0034620925	0.1079874421	0.0020767821	-0.0558965002	-0.1166753381	-0.0286450646	-0.2216066218	-0.0841460874	-0.0698023605	0.0846010049	-0.0157355637	-0.0910315929	0.0031294817	-0.0248239661	0.0401927042	0.1452505133	0.0558794	-0.0170317999999998	0.00312250734436	0.0002900822112399	0.0151013	0.02142945	0.00022804926169	0.0004592213273025	-0.131213	0.008364	0.017216851369	6.995649600000018e-05	0.000580656	0.000228353	5.2145092609000024e-08	3.37161390336e-07	-0.0012372	0.00015193	1.53066384e-06	2.30827249e-08	0.0	-0.000564138	3.182516830440001e-07	0.0
59080.969460762986	-119.7713040855815	14345.165282360833	3490560952.423609	87241.34515989249	-196.35469315212688	7611052305.307496	38555.16552286589	55976.8297462214	136.5180887459137	18637.18855483717	3133405468.437457	64032.036250491794	56903.98982375497	1.202574	20.986971	0.1081878	0.0612889	-0.2033926735	0.0494812238	0.1252514647	0.0573489991	-0.0193385082	-0.2243612338	0.10757943	0.0963769795	-0.077670283	0.1125252444	-0.0349916846	0.0981331317	-0.0756492358	-0.1604239515	0.1106156772	-0.1184501375	0.2063720531	0.2057963986	-0.087503927	-0.1071249975	0.1094795871	-0.0605560202	-0.0490954913	0.1318011761	0.019019046	0.0030143762	0.0634263276	-0.0737290862	-0.0911121455	-0.0157490934	-0.0112220816	0.0613473904	-0.0831218005	-0.0671528671	0.1042707747	0.1064287287	0.2118993392	-0.111345055	-0.1233574179	0.1845986121	0.0839514169	-0.0956256144	-0.0092509866	-0.2123024084	0.0381409338	-0.0961840004	-0.0237693712	-0.0948437419	0.0556634019	-0.1732825427	-0.1218624229	0.0974375311	-0.0039252324	-0.0474943095	-0.0501516792	-0.0153950697	-0.0425529696	-0.1223298512	0.094539058	0.1439917206	0.0508777	-0.0050017	0.00258854035729	2.501700289000005e-05	-0.0191088	-0.0342101	0.0003651462374399	0.00117033094201	-0.0868208	0.0443921999999999	0.00753785131264	0.0019706674208399	0.000277283	-0.000303373	9.2035177129e-08	7.688586208900002e-08	-0.0012372	0.0	1.53066384e-06	0.0	0.000188303	0.000188303	3.5458019809e-08	3.5458019809e-08
59132.33031961895	51.36085885596549	2637.9378224224088	3496632489.028527	87641.4156639369	400.0705040444154	7681017739.578965	160056.4082063526	55802.42037505106	-174.40937117034628	30418.628752035616	3113910119.713913	63899.48404479541	56750.1143671945	1.194849	20.852144	0.0328349499999999	0.0154941	-0.2553145194	-0.1575803818	-0.1363311745	0.0765469264	0.0129949694	-0.0205408233	-0.2529410678	0.0589192361	-0.0808211843	0.1245792599	0.1024042026	0.1187278294	0.1030294723	0.1358368377	0.163119968	0.0062806636	-0.0775295669	-0.010568353	-0.0081227406	-0.0361771005	0.1299961216	0.1408150139	0.0012231273	0.2194948081	0.1272181903	0.0799326437	0.0113815106	-0.0433315168	0.0852192967	-0.2074454762	-0.1130614708	-0.0273268002	-0.0662110692	-0.0375942014	0.1479905847	-0.184155531	0.0996416258	-0.1092247411	-0.0440816257	-0.1853734958	0.0601295372	-0.0711117012	0.1089401146	-0.0961200164	0.0445232368	0.0741977091	0.2029706225	-0.1394359904	-0.0428573256	0.1291540764	-0.0066585166	-0.0303311253	0.137077669	-0.0297145873	0.043028362	0.0477681261	-0.0311870802	-0.1154767462	-0.1348983001	0.1425574961	0.0558794	0.0050017	0.00312250734436	2.501700289000005e-05	-0.0119143	0.0071944999999999	0.0001419505444899	5.176083025e-05	-0.0942934	-0.0074725999999999	0.00889124528356	5.5839750759999936e-05	0.000352303	7.501999999999997e-05	5.628000399999995e-09	1.2411740380899998e-07	-0.0012372	0.0	1.53066384e-06	0.0	0.0	-0.000188303	3.5458019809e-08	0.0
59359.77499263777	227.44467301882105	51731.07928463842	3523582887.1765847	87867.25516541902	225.83950148211443	7720654530.304855	51003.48042968997	55982.93760212418	180.51722707312	32586.46927016837	3134089302.563329	63960.21780154002	57810.87647501627	1.311727	22.891874	0.06547915	0.0310694	-0.1162990059	0.0263666902	0.2071482986	-0.04322429	0.0807912464	0.0094431674	0.1133810953	-0.0497130611	0.0856333302	0.18518261	0.0594505849	-0.0165497512	0.2411670799	0.0418361464	-0.0790488819	-0.2328245226	-0.1354027374	0.1116291386	0.0708124756	0.039710993	-0.0023533957	0.0286225163	-0.0197159045	0.0466328099	-0.0423989875	-0.1386815614	-0.0294547086	-0.0158368449	0.0793962367	-0.0158630584	-0.0070653902	-0.0500699667	-0.0059814714	-0.0248800125	-0.0158364036	-0.0342499125	0.0594139059	0.2365601764	0.0596616737	0.0653916709	0.0444014718	0.1159715905	0.1860851735	0.0204093464	0.0426073193	0.1581220143	-0.0090061295	-0.0522069918	0.1682802504	-0.0276849081	0.0457642368	-0.0194446668	0.0104999855	-0.0444323548	-0.0789262694	0.0029893439	-0.0399487945	-0.0649636935	-0.0322219612	0.1409495873	0.0434728	-0.0124066	0.00188988433984	0.00015392372356	-0.0316812	-0.0197669	0.00100369843344	0.00039073033561	-0.0815870999999999	0.0127063000000001	0.0066564548864099	0.00016145005969	0.000147989	-0.0002043139999999	4.174421059599999e-08	2.1900744121000003e-08	-0.0012372	0.0	1.53066384e-06	0.0	0.000207673	0.000207673	4.312807492899999e-08	4.312807492899999e-08
