global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
59275.63678210953	n/a	n/a	3513601115.924576	87888.59136284722	n/a	7724404491.745543	n/a	55849.74821464749	n/a	n/a	3119194375.63952	64159.85324768727	57642.67627193766	n/a	n/a	n/a	n/a	-0.0791297732	0.1460203021	0.0262769285	0.1073589269	-0.039314092	0.0524693305	-0.0562789437	-0.0645158109	0.1706769867	-0.0435048663	0.1430254745	-0.1120486798	0.1387761366	-0.1567449207	0.0320843348	-0.1523978565	-0.0748071073	-0.0590745146	0.0868904678	-0.0709511124	0.0064063782	-0.0840990999	0.0152357952	-0.0190748063	0.0160169001	-0.1279101922	0.040731266	-0.1021416298	0.0127189125	-0.0332191618	0.0696575164	-0.0388339109	0.0202037161	0.0918129506	-0.0433459155	-0.076587557	0.0300741237	-0.1691895974	0.0121495269	-0.1302928314	0.1094880271	-0.0280421489	0.0511401281	-0.0171508005	0.0463502989	-0.1264606721	0.0199192399	-0.0201170607	0.0814247663	-0.1443521462	0.0214034763	-0.0011068556	-0.1009402165	0.0291650009	-0.0608198473	0.0313212604	-0.0019452977	0.0453578927	0.1644708212	0.0456813082	-0.107455932	0.066496133	-0.0063772774	0.0334968841	0.0092298635	-0.0267147627	0.0301224472	-0.0688626132	0.0343325769	-0.1586565114	0.0464472544	-0.0034039766	0.1739525466	0.0111930672	-0.0838729772	0.0402732429	-0.0938161259	0.1739856637	-0.0412437899	0.0338130955	-0.0602125735	0.0036787197	-0.0080215261	0.0187912695	-0.0455715096	0.1085449701	-0.0489955774	0.0508095963	-0.072060012	0.0430136359	-0.1162393248	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0775297999999999	n/a	0.0060108698880399	n/a	-0.0860882	n/a	0.00741117817924	n/a	-0.0469666	n/a	0.0022058615155599	n/a	-0.000361342	n/a	n/a	1.30568040964e-07	-0.000573267	n/a	3.286350532890001e-07	n/a	-0.0014394	n/a	n/a	2.07187236e-06
59296.06417669071	20.427394581180124	417.2784493752271	3516023226.846223	87967.42344835069	78.83208550346899	7738267588.1414385	6214.497704826245	56001.789584810576	152.0413701630896	23116.57824106963	3136200436.7013984	64215.27377242216	56886.63919843995	1.143669	20.074663	0.20907005	0.112026	-0.1256660872	0.1070047066	0.0457436873	0.0744580093	-0.0236502675	0.0482356089	-0.0816523943	-0.0744374849	0.0386979813	-0.140795059	0.0077147442	0.0713116699	0.0693571905	-0.1300547863	-0.0195961627	-0.0020981587	0.0414085952	-0.0590368744	0.1164802741	-0.0720166817	-0.0840360622	-0.0495763715	-0.0720845907	0.0995842653	0.0354188833	0.0919716949	0.0115944664	-0.0401014352	0.0014849347	-0.1202153304	-0.1480012487	-0.0230992338	0.0516168377	0.062299387	0.0756927253	-0.0382800704	0.0640695403	0.1641507266	-0.0150367155	0.0270671797	-0.0331200074	-0.0245781746	0.1178189749	-0.0349796484	0.1094983997	-0.0006195558	-0.0720359965	-0.0180087949	-0.0344496093	-0.0428635669	-0.0101561009	0.0721209406	0.0739119832	-0.0185895038	-0.0548907375	-0.0944358673	0.0396706946	0.1494522155	-0.054667986	0.0705179509	-0.1291466621	0.1275578897	-0.0032405179	0.0104027463	0.0885777323	-0.0742304803	-0.0527155151	0.0067426684	0.0367821277	-0.0964799971	-0.1285183559	-0.0761331929	-0.0533768186	0.1210617104	-0.0494589663	-0.0176569138	-0.0634164492	0.0398527226	0.1081122366	-0.024796717	-0.0328823807	0.1363684687	-0.0132067544	0.1006639947	0.0303187221	0.0126925132	0.1578754283	0.0730508126	0.0458336737	-0.0605524845	-0.0246275787	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.103749	-0.0262192	0.0107638550009999	0.00068744644864	-0.146962	-0.0608738	0.021597829444	0.00370561952644	0.0319401	0.0789067	0.00102016998801	0.0062262673048899	-0.00092044	-0.000559098	3.125905736040001e-07	8.472097936e-07	-0.000520958	5.230900000000006e-05	2.71397237764e-07	2.736231481000006e-09	-0.0016894	-0.00025	6.25e-08	2.85407236e-06
59235.10803901262	-60.95613767808391	3715.650720629521	3508798024.393498	86862.38851589627	-1105.0349324544222	7545074538.686507	1221102.2019445496	55900.34901109197	-101.4405737186098	10290.189996360712	3124849019.5618906	64184.74252594765	56596.6731991785	1.30711	22.943514	0.327508265	0.172846	-0.1043352433	0.0132850054	0.0883583499	0.0762478498	-0.0556061774	-0.1072654374	0.1025938059	-0.0397642712	0.1652281889	0.0923513739	-0.080131968	0.0686747443	-0.0711296614	0.0245885892	0.0297956061	0.1002915805	-0.0528794918	0.0122819008	0.0898901769	-0.0210879007	-0.0177420636	0.1185332389	-0.1368405413	0.0223613773	0.0004825761	-0.1275391706	0.0375328576	0.0130443007	-0.0703269431	0.0458180771	-0.0572388067	0.0164862186	0.1755487686	0.0619244258	-0.0763096435	0.1171665625	-0.014712558	-0.0103095915	0.0103416154	0.1092830406	0.2094796788	-0.1044032201	-0.0937581361	0.0609987455	0.0428831864	-0.0380039047	-0.00987941	0.0100481356	-0.0814298833	0.1426584371	0.0681690137	-0.1004663107	-0.0186293346	0.0465851077	-0.0236473128	0.1412469716	-0.0509465372	-0.1007852518	0.1153136204	-0.0304590837	-0.0587679271	0.0433131598	0.0747754687	-0.0255552802	0.0764333223	0.0066863965	-0.1387604174	0.0192437409	0.0389289076	0.1459610438	0.0469933901	-0.0582487151	0.1285242682	-0.0204169194	0.05009704	0.0263048196	-0.0975249223	0.0974694212	0.0780210994	0.0094985392	-0.1908283635	0.0876074696	0.1202533682	0.0379142183	0.1004492303	-0.0456362897	0.0672773881	-0.0041280382	-0.070598936	-0.0537759928	0.0835348647	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0732074	0.0305415999999999	0.00535932341476	0.0009327893305599	-0.0643527	0.0826093	0.00414126999729	0.00682429644649	-0.0958866	-0.1278267	0.00919424005956	0.01633966523289	4.91593e-05	0.0009695993	9.4012280256049e-07	2.4166367764900003e-09	-0.000835442	-0.000314484	6.97963335364e-07	9.890018625600004e-08	-0.00124287	0.0004465299999999	1.993890408999999e-07	1.5447258369000002e-06
59278.88261928873	43.77458027610555	1916.2138783492092	3513985924.591411	87477.75656467014	615.3680487738748	7652357893.587689	378677.8354517659	55973.79509597852	73.44608488655649	5394.327385163262	3133065737.446589	64164.46081410762	57552.654428352165	1.202749	21.111679	0.145797715	0.0680163	-0.0483619988	0.1292474964	0.0739929711	0.0902526299	0.0675384102	-0.0741462977	-0.0109683569	0.0454590755	0.1638907149	-0.0188494817	-0.0468064843	0.1457943937	-0.0247491283	0.1154182152	-0.1126770374	0.0246651793	0.0112290087	0.0159357783	0.0778784994	0.0306096508	-0.1252797541	0.0589156946	-0.1744599402	-0.0726655086	-0.0788376683	0.0051972056	0.0376418576	-0.1219746555	0.1250962383	-0.0255282205	0.0432758946	0.009625005	-0.0005723849	0.1009536806	0.1067350942	-0.0808143831	0.0232243353	0.099768148	-0.1299083168	0.0838697834	0.0503145166	-0.0224282463	-0.0071852924	0.0163822784	0.0230128175	0.0511836617	-0.0306340012	-0.0557484288	0.0495562545	-0.0574090434	0.0286950869	0.0464213091	0.1134188757	0.0881124476	-0.1970312359	0.0031651537	-0.008363947	0.0111457456	0.0606394772	0.0127947431	-0.0972511327	0.0653390492	0.0346717514	0.0908953204	0.1679485916	-0.0774912975	-0.0182107651	-0.0434665083	-0.1531293879	-0.0055765054	0.0014518787	-0.0593364311	0.1164064234	-0.0459204588	-0.0822653265	0.0220940304	-0.0216929343	-0.1060257154	0.0440955752	-0.0643180965	-0.1390102023	0.067728148	-0.0850737466	0.1195471877	-0.0596277948	-0.0407946943	-0.1168033284	-0.0506659574	0.0717026805	0.0176890126	0.0565286693	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.039051	0.0341564	0.001524980601	0.00116665966096	-0.0723059	-0.0079532	0.00522814317481	6.325339024000012e-05	-0.0561932	0.0396934	0.00315767572624	0.00157556600356	-0.0004137	-0.0004628593	2.1423873159649002e-07	1.7114769000000006e-07	-0.000259527	0.000575915	6.7354263729e-08	3.31678087225e-07	-0.00100175	0.00024112	5.813885440000002e-08	1.0035030625e-06
59172.27483197735	-106.60778731137545	11365.22031542746	3501358108.7910604	87315.78254530166	-161.97401936848473	7624045881.498405	26235.582950382268	55882.10436714951	-91.69072882900946	8407.189753194947	3122809588.500991	64144.50219462151	56716.02180027022	1.243305	21.823555	0.0730373099999999	0.0467521	-0.1107262054	0.0711100376	-0.0675556414	-0.0088341268	-0.137453294	-0.0522610148	-0.0498087648	-0.0966541803	0.0732860712	0.0749207152	0.0746690905	0.0742709603	0.0162133123	0.1212310717	-0.0189247706	-0.072889654	-0.0611479983	-0.0213877289	-0.0337214991	-0.104319291	0.0587830343	-0.0682416551	0.0277300367	0.041436867	0.1260100912	-0.0362331619	0.0981385688	-0.1663623491	-0.0125025976	0.0247089919	-0.0547823139	0.0572680918	0.0652995724	-0.0988629899	-0.0438988539	-0.0592165833	-0.1527915738	-0.1471384587	-0.0367947913	0.0369335238	-0.0390482681	0.0585710224	0.0889640887	-0.056409918	0.0243351516	-0.0763028468	0.2557225538	0.031863291	0.0106565799	0.1208544423	0.0748210142	0.0588898105	0.0501783218	-0.0808286775	0.0448565323	0.0449015915	-0.0176198778	0.0305239089	0.1266332604	0.0161487996	-0.0024715882	0.0231809345	-0.1057580509	-0.1642832007	-0.0136982941	-0.0711140931	-0.1665832971	-0.0634086114	0.0355938219	-0.0351191978	0.1250890997	-0.0059323803	-0.1193483058	-0.0249171998	0.0044464953	0.0754239797	0.0385288761	-0.0188924901	0.0302360832	0.0012883856	-0.130384612	-0.1585044253	-0.1666633337	-0.0009718907	0.046459596	-0.0615494757	-0.0603695948	0.1125240305	-0.1829752455	-0.0184557657	-0.0230579127	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0397594	-0.0007083999999999	0.00158080988836	5.01830559999997e-07	-0.0353368	0.0369691	0.00124868943424	0.00136671435481	-0.0559805	0.0002126999999999	0.00313381638025	4.524128999999839e-08	4.84612e-05	0.0004621612	2.1359297478544e-07	2.34848790544e-09	-0.000489728	-0.000230201	2.398335139840001e-07	5.299250040100001e-08	-0.00101233	-1.0580000000000051e-05	1.1193640000000108e-10	1.0248120289000002e-06
59243.99661001062	71.72177803326485	5144.013444252913	3509851134.3269496	87242.91883680556	-72.86370849609375	7611326887.165442	5309.1200158037245	55763.81168329619	-118.29268385332398	13993.159053222456	3109602693.4501204	64089.39875655742	56605.58686134037	1.163354	20.420195	0.04135796	0.0207016	-0.0973856108	-0.0554972007	-0.0456217864	-0.1014650189	0.0146931475	-0.0504662322	0.0284840206	-0.0644190932	0.0091607415	0.151048931	-0.0029433933	0.0948064057	0.1634228264	0.082892732	-0.0164117355	-0.0267069704	-0.0853854587	0.1228798732	-0.0101024999	-0.0887360464	0.0163806001	0.0731550779	-0.1883722181	0.0162318699	0.1141643972	-0.0105787762	0.0411248439	0.0562052269	0.0014966022	0.0680251678	0.0430431251	-0.0319466698	-0.1092694731	-0.1050643294	0.1105206396	-0.0261821807	0.1211867229	-0.0241381436	-0.0326281378	-0.1461665411	0.1055720204	0.1071104318	-0.0443024174	0.0938661295	-0.0181778299	-0.0984805724	-0.033762174	0.0480894505	-0.0099108606	0.1042255532	-0.0218141119	-0.0312447488	0.0325246741	0.010403537	-0.0973095231	-0.1176160564	-0.0774544284	-0.0551785607	0.0429156975	0.0491801505	0.1336213751	0.1023966801	0.099424246	-0.1807871027	0.1006295526	-0.0983079234	0.0897571166	-0.0420721031	-0.0772663705	0.1598092199	0.0714325123	0.1070877288	0.0408049554	0.0050510324	-0.1107425203	-0.0069143308	-0.0174107392	0.0006054007	-0.0180674468	0.019720054	-0.0225629389	-0.01136668	0.0248369879	0.0051330986	-0.0875648009	-0.0589680052	0.0173684126	0.0009101013	-0.1085117433	0.1016489225	-0.0441225773	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0320526	0.0077068	0.00102736916676	5.939476624e-05	-0.0362286	-0.0008917999999999	0.00131251145796	7.953072399999967e-07	-0.0546832	0.0012973	0.00299025236224	1.6829872900000033e-06	-0.000122865	-0.0001713262	2.9352666806440006e-08	1.5095808225e-08	-0.000279978	0.00020975	7.8387680484e-08	4.399506250000001e-08	-0.000764165	0.000248165	6.158586722500005e-08	5.83948147225e-07
59333.63891219696	89.64230218634475	8035.742341267949	3520480706.562973	87324.09186469184	81.17302788628149	7625497019.99314	6589.060456227032	55901.9364458823	138.12476258610695	19078.45003946841	3125026498.399463	64181.803658055054	56739.24760584677	1.135578	19.932642	0.0842411	0.0677725	-0.1082907071	-0.1004598527	-0.0393742309	-0.0546634973	-0.1162650964	-0.057868494	0.1039433325	-0.0836028943	-0.0540930822	0.0793603201	-0.0065769573	0.0618364188	0.0843596804	0.1010393295	-0.090319649	-0.0921029421	-0.0047252212	0.1793761112	-0.0574879421	0.069002056	-0.0125864981	-0.0519043791	-0.1550252667	0.0073238673	-0.02413828	-0.051008938	-0.0682719207	-0.014159291	-0.1139845165	0.1483631712	-0.1124398827	-0.0576380528	-0.066062737	0.0814182849	0.085529444	-0.0028634489	0.0093948447	-0.1262570051	0.1058241361	0.0854317295	-0.0679749325	-0.0077892241	0.0111308691	0.0176921069	0.0098956943	0.0192583384	-0.0433697643	-0.0532306671	-0.0291638879	-0.0581023738	0.0833888136	-0.1185012562	-0.0149701075	0.0699502866	-0.0316150255	-0.0722940437	-0.0628138601	-0.1031149871	-0.0855030697	0.013021801	0.0597867881	0.1033604385	-0.0665870673	0.0213982053	0.0848525935	0.0176087055	0.0412329913	-0.0355327444	-0.0569001588	0.0960815064	0.0294245604	0.0295269193	-0.1567589206	-0.1440282311	-0.0350485648	0.0513568131	-0.0517923681	0.1090222601	-0.1713070475	-0.0856569011	-0.0535748161	0.0399170284	0.004947492	0.0236726146	-0.1508199361	-0.0357560427	0.0067773767	-0.0666131578	-0.0166726445	-0.1132927797	-0.0659475977	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0320463	6.300000000000749e-06	0.00102696534369	3.9690000000009436e-11	-0.0274595	0.0087690999999999	0.00075402414025	7.689711480999997e-05	0.0115677	0.0662509	0.00013381168329	0.00438918175081	-0.000218239	-9.5374e-05	9.096199876000005e-09	4.7628261121e-08	-0.000191056	8.892200000000001e-05	3.6502395136e-08	7.907122084000003e-09	-0.000764165	0.0	0.0	5.83948147225e-07
59505.409693106034	171.77078090907162	29505.201174112284	3540893782.7443976	87536.43343777127	212.34157307942223	7662627179.00536	45088.943657843614	55915.25078821414	13.314342331847	177.27171172961303	3126515270.7088823	64149.0113274199	57283.73891298574	1.038157	18.222628	0.0883323	0.0471708	-0.0618533131	-0.1049270363	0.0446513039	-0.1259853799	-0.0367884307	0.0495098946	0.0591511526	-0.0164016569	-0.092635757	0.0277108944	0.0126642414	0.0752300642	0.1910510436	-0.0281202457	-0.0052571309	-0.1309035409	-0.0066254063	0.1112192284	0.0204755051	0.1065019513	-0.0830252944	0.0700426468	0.0974780957	-0.0364960646	-0.0571605826	0.124331456	0.0604499561	-0.0931776974	0.0123846886	-0.0811940647	0.0374913214	0.0324958416	-0.0050299212	0.0474259086	-0.0713740909	0.0316472768	0.0827695945	-0.0719408813	-0.1497069146	-0.0766272369	-0.0391595325	-0.0381300094	0.0479879715	-0.011700077	-0.0379505518	0.1633498317	-0.0254619396	0.0745796839	-0.0672036823	0.0342853739	0.0597699724	0.0629099451	0.0053454246	-0.0982387112	-0.0275372082	0.0085322241	-0.0195268189	-0.1007011033	-0.0715077779	0.0430139887	0.030246516	-0.0508116967	-0.0329805785	0.062249428	0.0012237183	-0.1046466279	-0.0144920435	-0.0117794312	-0.1443408748	-0.1716018185	-0.066345665	-0.0401930475	-0.0458905442	-0.0633213255	0.0466756146	-0.0016812733	0.115291988	-0.0808286912	-0.0678228818	-0.1088187434	0.0286647527	0.135390844	-0.0561002591	-0.1339749822	0.0998623611	0.0796697507	0.0101133136	0.0893681776	0.1599921831	0.1339891027	-0.0580134517	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0469023	-0.014856	0.00219982574529	0.000220700736	-0.0409098	-0.0134503	0.00167361173604	0.00018091057009	-0.0189433	-0.030511	0.0003588486148899	0.000930921121	0.000302186	0.000520425	2.70842180625e-07	9.131637859600003e-08	-0.000121181	6.987499999999999e-05	1.4684834761000002e-08	4.882515624999999e-09	-0.000764165	0.0	0.0	5.83948147225e-07
59494.73978505357	-10.669908052463144	113.84693784801782	3539624062.091236	87554.94704182942	18.51360405815649	7665868751.497555	342.7535352221884	55930.339033377226	15.08824516308232	227.65514210127705	3128202824.38852	64109.76821271435	58093.57616574961	1.063925	18.674932	0.0457743	0.0265049	0.0019127044	-0.0385879499	0.1282896624	-0.0763616363	-0.0854711569	0.0857919086	0.0783473196	0.0344970298	0.0238806306	0.0062216779	0.0317512051	0.0129890182	0.1265991625	0.1213511522	-0.044125517	0.0812024126	-0.0584505668	-0.0325549481	0.0718116671	0.0444102641	0.0243293877	-0.0302453145	0.0283107621	-0.1287293822	0.005879211	-0.0306088685	0.0301423186	-0.0448247751	-0.0581409108	0.0635976292	0.0211770068	-0.0736783495	-0.0020751206	-0.1440402672	-0.0228259854	-0.0208981987	-0.0729563247	0.0309312377	-0.0138203715	0.0660080929	-0.0503207439	0.0478480226	-0.0062362912	0.0648448629	-0.0281668385	0.0048545304	0.0073669941	-0.0452977528	-0.0898182222	0.0001168822	-0.1004517267	0.1064417854	0.1121359829	0.0588037393	0.0339023135	0.0058819545	0.0600542277	-0.0851440606	0.0146239292	-0.0643426468	-0.0584992849	-0.0084745715	0.0046568577	-0.0886392197	-0.0519537989	0.077577262	-0.0859480955	-0.0226053371	-0.0748599546	-0.0695441804	0.1537519611	-0.0290610726	-0.0429800527	-0.0775567301	0.006694113	0.0415966094	0.0805235799	-0.1045949072	-0.0322777131	-0.084155669	0.0039198124	-0.012143791	-0.0763429926	0.0230806234	-0.0105764928	-0.056687705	0.0135543665	-0.0082984128	-0.0459033552	-0.0314108909	0.1538029254	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0423429	0.0045593999999999	0.00179292118041	2.0788128359999985e-05	-0.0269598	0.01395	0.0007268308160399	0.0001946025	-0.0413401	-0.0223967999999999	0.0017090038680099	0.00050161665024	0.000204824	-9.736200000000003e-05	9.479359044000009e-09	4.1952870976e-08	-0.000121181	0.0	1.4684834761000002e-08	0.0	-0.000764165	0.0	0.0	5.83948147225e-07
59511.1818973596	16.44211230603105	270.3430570841377	3541580770.820621	87890.85441758897	335.907375759547	7724802290.253818	112833.7650896655	55998.94536947933	68.60633610210061	4706.829353354394	3135881882.49393	64116.2144083512	58172.86043403653	1.100955	19.324915	0.06743466	0.0360108	0.0224006772	0.0982340715	0.0502185069	-0.0115278538	-0.0653010247	0.0469642418	-0.0587801778	0.001989708	0.0669642583	-0.080267659	0.0118698206	0.0663009512	-0.1034254964	0.1176535577	0.0311363066	-0.0102812583	-0.0088073757	-0.0946245777	0.1427722369	-0.0823023426	0.0278840661	0.0553919115	0.0310689434	-0.0666150694	-0.0827728888	0.0685857414	-0.0039693681	-0.0122328274	-0.0695112855	-0.1703840103	-0.0227825699	0.1073319318	-0.0327157243	-0.0408293666	-0.0222097977	0.0185808204	-0.0152884355	0.1226029185	0.06284495	-0.0987738886	0.0272052769	-0.0343725112	0.0911478091	-0.0760566367	-0.0266380641	0.0408354931	-0.016590886	-0.0869895183	-0.047359649	0.0376696083	-0.1130259118	-0.1380614969	-0.0343811633	0.019131746	0.0255534072	-0.0352890404	0.0518818738	0.0862511254	0.0524176237	0.0468140408	-0.0779871634	-0.0096721708	0.089489008	-0.0077604066	0.0396700994	-0.0465932349	0.0428191731	0.0726945318	-0.0833585769	-0.0200079684	0.002023018	-0.0879943704	-0.0026369665	0.0432820331	0.1291507704	-0.0983701702	0.139790886	0.0720709099	-0.0510264762	-0.0216139128	0.1500392971	-0.0481836741	0.0461444289	0.172172359	0.0458587905	0.0187809161	0.1059089215	0.0378793026	0.1249756185	-0.0424333438	0.0719784646	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0389477	0.0033952	0.00151692333529	1.1527383040000009e-05	-0.0420467	-0.0150869	0.00176792498089	0.00022761455161	-0.0153185	0.0260216	0.00023465644225	0.00067712366656	7.71348e-05	-0.0001276892	1.6304531796639998e-08	5.9497773710399995e-09	0.000209749	0.00033093	4.3994643001e-08	1.095146649e-07	-0.000764165	0.0	0.0	5.83948147225e-07
