global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
59479.3430372654	n/a	n/a	3537792248.1446915	87080.14540066614	n/a	7582951723.001156	n/a	56113.05826822917	n/a	n/a	3148675308.213682	64446.69670071567	59562.31396954718	n/a	n/a	n/a	n/a	-0.0941324699	0.1157106246	-0.0604755513	0.0398658411	-0.0732038136	0.0178424472	-0.0030083235	0.1401256979	-0.0458063532	0.0343351575	-0.0346401439	-0.0585429334	0.2820323185	-0.0189039272	0.004662457	-0.0285245163	-0.2115913308	0.0541251649	0.140695085	-0.0002674824	0.0399332305	-0.0396913749	0.0380567309	-0.0337356802	0.0228267027	-0.0985406693	0.028731931	-0.0386869014	0.1194985463	-0.006861916	0.0388684115	-0.0292770394	0.0049404532	-0.0089444649	0.0516394626	-0.0225159937	0.0345412996	-0.0974458001	0.0826492386	-0.0056868639	0.0415541126	-0.1152163787	0.0526139082	-0.1580097154	0.0366366014	0.0414195527	0.0500964402	-0.1721569806	0.0367510629	0.1824612057	-0.1659752328	0.0046433351	-0.0849422198	0.0188130883	0.007554467	-0.0241724748	0.0533356233	-0.0020404065	0.0372375511	-0.0451307405	0.144385084	-0.0274790046	-0.014495635	0.0086479657	-0.0807288919	0.1124508858	-0.1039507197	0.0715282492	-0.0054612813	0.0936323638	-0.2344278367	0.0347586842	-0.0575038669	0.0261807607	-0.0113986246	0.0044321757	0.0119214601	-0.0908012745	0.1794287165	-0.09444684	0.1203780544	0.1203546593	0.1203156708	-0.0234543	n/a	0.00055010418849	n/a	0.0547481	n/a	0.00299735445361	n/a	-0.174191	n/a	0.030342504481	n/a	0.0013504	n/a	n/a	1.82358016e-06	-0.000564698	n/a	3.18883831204e-07	n/a	-0.00109063	n/a	n/a	1.1894737969e-06
59421.79672753491	-57.54630973048916	3311.577763597391	3530949926.3284783	86786.67570165556	-293.4696990105731	7531927079.344333	86124.46423735637	56223.05965967116	110.00139144199056	12100.306119174034	3161032437.4949427	64577.68172438127	59621.27477152288	1.236098	20.121841	0.0816776499999999	0.0435377	-0.1407454493	-0.0063766005	-0.0685639636	0.1537474191	-0.1883998604	0.0231432615	-0.0319817089	0.1990147056	0.0531713379	-0.0155772263	-0.0005102331	0.0768038137	0.1421730624	-0.0815552522	0.2019555868	-0.131681517	-0.0229496872	0.1372396144	0.0480716479	-0.1893672197	0.0952783346	0.0817521122	-0.1188073642	0.2172297533	0.0781787989	0.0295383757	-0.0767114961	0.1115270532	0.1516130328	-0.0318254913	-0.0503490806	0.1921516956	0.003512542	-0.0244209095	0.100875898	0.0484301546	-0.0577656433	-0.0588207351	0.0306784738	-0.0901123108	0.0577860369	0.1397277549	0.013436225	-0.0628282681	-0.0359864834	0.0429625291	0.0185409678	0.1491344909	-0.1066730539	0.0545122321	-0.0853832701	-0.1908166396	-0.0308876486	0.0651639077	0.2473124957	-0.0012492557	-0.1042942228	0.1036294662	-0.0497952018	0.0470593162	0.0857348119	0.0306840725	0.0040618781	-0.0779840209	0.0079119422	0.1058618938	0.1674657433	0.0624647677	-0.1121600089	0.0893043246	-0.1011913712	-0.0109916758	0.0608514137	0.0055013927	0.1527467641	-0.0706684737	0.0753698479	-0.004082513	-0.0583784008	0.028865235	0.1203156708	0.1201052059	0.1197547036	-0.0185846	0.0048697	0.00034538735716	2.371397809000001e-05	0.0671647	0.0124165999999999	0.0045110969260899	0.0001541719555599	-0.136529	0.037662	0.018640167841	0.001418426244	0.00176057	0.0004101699999999	1.682394288999999e-07	3.0996067249e-06	-0.000564698	0.0	3.18883831204e-07	0.0	-0.000966213	0.000124417	1.547958988900001e-08	9.33567561369e-07
59483.78232133208	61.98559379717335	3842.213838388175	3538320359.251619	86830.67936912226	44.003667466691695	7539566879.703313	1936.322750519181	56149.879997702206	-73.17966196895577	5355.262925890632	3152809023.756358	64363.58125427691	58623.78606980847	1.294356	21.070192	0.0678527499999999	0.0395147	-0.1372129647	-0.0216536204	0.0497423051	-0.0200048933	-0.0149512682	-0.0510203472	-0.1067114343	0.073185279	0.036000411	-0.0860212523	0.0816595753	-0.0499448386	0.2140635835	-0.0074171766	-0.1698393287	-0.0034868776	-0.0012328405	-0.0500364341	0.0919843413	0.0646979011	0.0507247296	-0.0379171748	-0.0522532481	0.1141200302	0.0341624664	0.1100132338	-0.050051346	0.0319628454	0.0148265719	-0.0524215933	0.1202003232	-0.0193172735	-0.0194006857	0.0488112023	-0.1413530486	-0.0806658697	0.0303613297	-0.022800378	-0.0660391669	0.0695031641	-0.0908927352	-0.0241427865	-0.0344222441	-0.1724841123	-0.1418415199	-0.1267830774	-0.1536153941	-0.0391901354	0.0496497236	0.1514780055	-0.0416025399	0.0405447706	0.0123903241	0.1234285984	0.0301324659	-0.0437949465	0.0524929481	0.0713802025	0.1914716022	0.1914647416	0.0444506018	-0.1769951362	0.0371342192	0.0263827072	-0.0251549093	0.0377137464	0.0082956331	0.0568645774	-0.0595121486	-0.0428127883	0.111260096	0.0756436435	-0.0146514143	0.0547961958	0.0931152213	0.0327245368	-0.0370904026	0.0044259038	0.0686322909	-0.0107451973	0.120190936	0.1196068161	0.1186353847	-0.0185118	7.280000000000134e-05	0.0003426867392399	5.299840000000194e-09	0.0325377	-0.0346269999999999	0.00105870192129	0.0011990291289999	-0.140848	-0.0043189999999999	0.019838159104	1.865376099999991e-05	0.0016004	-0.0001601699999999	2.5654428899999952e-08	2.5612801600000004e-06	-0.000279416	0.000285282	7.8073301056e-08	8.1385819524e-08	-0.00109744	-0.000131227	1.7220525529000038e-08	1.2043745536000002e-06
59788.613067438135	304.830746106054	92921.78377157357	3574678252.527834	87124.58648241575	293.9071132934914	7590693569.73194	86381.3912445132	56156.72809436275	6.848096660542069	46.89642787212744	3153578110.26419	64310.16066769788	60172.104043065	1.422616	23.158077	0.0672467	0.0442474	-0.0634028407	0.12090852	0.0113067283	0.1563954531	0.0995419135	-0.1384742249	0.0774523744	0.0829892798	-0.1580724703	-0.082642177	0.0178941443	-0.2280538802	0.0192818684	0.0556964712	0.0211500264	-0.0224443212	0.1033667516	0.1452020562	0.0412178797	-0.0601114525	-0.0413818503	-0.1237465416	0.1763458596	0.0624961961	0.1011477359	0.0241136996	0.115794128	0.0518446693	0.0207550864	-0.0544025636	0.0231427999	-0.139863051	0.0632741989	0.045739039	0.0145460099	0.0469080588	0.0787605083	0.1395135937	0.0089912692	0.0416779917	0.0936072411	-0.027810535	-0.0683143986	0.000624347	0.1031393313	0.1088879681	-0.0564563563	-0.1448872089	0.0018128027	-0.0745112691	0.0663487305	-0.0190457674	-0.1792575909	0.1483969306	0.1221622012	0.0551470702	0.0702277368	-0.005503869	0.1779118358	0.1127970706	0.0714314515	0.1312897243	-0.0029424338	0.0609842799	0.1360761725	0.0240244003	-0.0995827729	-0.0928272253	-0.0816139277	-0.0837410599	0.0035927536	-0.0292486866	0.1430052954	0.073163799	-0.05819969	0.0212193682	0.0745818937	0.000560455	-0.0110232741	0.0197502448	0.1200039147	0.1188605229	0.1169629329	-0.0185191	-7.300000000001749e-06	0.00034295706481	5.329000000002554e-11	0.0326531	0.0001153999999999	0.0010662249396099	1.3317159999998772e-08	-0.114301	0.026547	0.013064718601	0.000704743209	0.000998238	-0.000602162	3.625990742440001e-07	9.96479104644e-07	-0.000224304	5.511199999999998e-05	5.0312284416000014e-08	3.037332543999998e-09	-0.000943174	0.000154266	2.3797998756000042e-08	8.89577194276e-07
59741.44963341418	-47.16343402395432	2224.389508931892	3569040804.3017635	87452.0220354134	327.4355529976601	7647856158.082432	107214.0413668835	56124.85112208946	-31.87697227329045	1016.141361312128	3149998913.4767065	64445.29612475764	61136.97507227962	1.465635	23.858366	0.11964925	0.0662963	0.0682245637	-0.0544366894	-0.1631478153	0.0837657105	0.0036187175	0.1858741791	0.0088174864	-0.0312475557	-0.1109917491	-0.0061839017	-0.0255544992	-0.0285326511	0.2017529641	0.1229883992	0.0683889383	-0.0975774293	0.0641015358	-0.0304658856	-0.0456630446	-0.0246451232	-0.0882537688	0.2602559058	0.0406506955	0.014924796	-0.0235987926	-0.1427509303	0.124746961	0.1303953429	-0.0216248713	0.0104190173	0.0723382815	0.1045733599	0.1504349215	-0.0107418254	0.051788675	-0.0368279632	0.1451476694	-0.0724000867	0.0992275153	0.0736373278	-0.1787615251	-0.108700711	-0.0215365908	0.008418275	0.2672204699	-0.201392002	0.0522086611	0.0810133607	-0.1899919468	0.116067807	-0.0571505865	-0.158127999	0.0906618496	0.0690410435	-0.1403057585	0.0424416825	-0.2380223621	-0.0894526846	-0.0357937592	0.0930409699	0.1644894509	0.0193201062	0.0225623023	-0.0637983123	-0.077060682	-0.0806027802	-0.0711881543	0.1450942541	0.0656360635	0.1407521025	0.0096948847	-0.0482215829	0.0154846366	0.0248410375	-0.084871422	0.030065758	-0.006723698	-0.0041549156	-0.0644648462	-0.0241150785	0.1197547036	0.1178678731	0.1147451459	-0.0185069	1.2200000000000403e-05	0.00034250534761	1.4884000000000987e-10	0.078612	0.0459589	0.006179846544	0.00211222048921	-0.137807	-0.023506	0.018990769249	0.000552532036	0.00166179	0.000663552	4.40301256704e-07	2.7615460041e-06	-0.000351525	-0.0001272209999999	1.23569825625e-07	1.6185182840999996e-08	-0.000730504	0.0002126699999999	4.522852889999999e-08	5.33636094016e-07
59592.02192194679	-149.4277114673896	22328.64095438144	3551209076.7457867	87387.1046177018	-64.91741771160741	7636506053.465159	4214.27112234332	56095.76327614379	-29.08784594566532	846.1027817587585	3146734657.5331626	64320.341910926094	60635.107192883785	1.284165	20.904299	0.0869802499999999	0.0391588	0.0812928114	-0.0083731585	-0.1383890965	0.0256559425	-0.0482182894	0.1179674399	-0.0447166327	0.0332893267	0.065656933	0.1253261486	0.0144216181	-0.0724942705	0.1999772648	-0.0146369269	-0.0704595321	0.0344873736	0.0208423347	-0.0444541489	0.0985607086	0.01279024	0.0667460346	-0.0067355486	0.0291825973	0.0713470509	0.0059690773	0.1328765831	-0.1377998367	-0.083039966	-0.0136780421	-0.044336972	0.0098763108	0.0673360752	0.0599578027	0.0605021382	-0.007915221	0.179539292	0.1390555672	-0.0470377361	-0.0152722587	0.0615853554	0.0435873171	-0.0566101948	-0.034583806	-0.095163073	-0.035234668	-0.0503230695	0.0570911264	0.1107163613	-0.0661943136	0.0133838342	-0.0736079701	-0.0720406164	0.0729679202	0.0123397916	-0.0587638963	-0.0526346733	0.0830339055	-0.0853026241	-0.0424774458	0.2019375289	0.0122930242	-0.2404594236	-0.063027853	-0.0417783524	-0.0118139017	0.0656369118	0.0906598662	-0.0217605486	0.0252330878	0.0493180743	-0.0015905985	-0.0109536137	-0.0204855932	0.0683274466	-0.0921936997	0.1073582173	-0.0279660087	-0.1769428793	-0.0254488386	0.0320539795	0.1194434321	0.1166309242	0.111992364	-0.013815	0.0046919	0.0001908542249999	2.2013925610000004e-05	0.0677744	-0.0108376	0.0045933692953599	0.00011745357376	-0.160739	-0.0229319999999999	0.0258370261209999	0.0005258766239999	0.00125297	-0.00040882	1.6713379240000007e-07	1.5699338209e-06	-0.000505955	-0.00015443	2.55990462025e-07	2.38486249e-08	-0.000323379	0.000407125	1.65750765625e-07	1.04573977641e-07
59545.96846012077	-46.05346182602079	2120.921346160754	3545722359.8536973	87336.0605223844	-51.04409531739657	7627587467.569591	2605.4996667714663	56128.31047028186	32.547194138067425	1059.3198462610503	3150387236.248352	64337.70937464359	59814.0030828223	1.211356	19.719067	0.0845285999999999	0.0473033	0.0279614161	-0.0001498397	-0.0691655017	-0.082319201	-0.1655959833	0.0409457738	-0.0991559742	-0.0081873571	0.1271878342	0.1248001528	0.0292580153	-0.1222857026	0.0250850304	-0.1931940634	-0.0064945695	0.0323768547	0.0329076422	-0.0218723179	0.069944474	0.0156147554	-0.0258431783	-0.0845354198	-0.0551613583	0.0775876315	-0.0265767595	0.1094346794	-0.0123492083	0.0140350895	-0.1139053315	-0.0617435785	0.0942443053	0.0352562184	0.0470888737	-0.0392064005	-0.0418702902	-0.0231488213	0.0299415391	0.0352124926	0.0335513146	-0.098913134	0.0095784689	0.0783999442	0.1251641419	0.1386800936	-0.1813280923	-0.0966245182	-0.024534109	0.2015681228	-0.1324246506	-0.0638097931	0.0009378642	0.0159784371	0.0498047159	-0.007275458	0.0820631792	0.0755306692	0.1494354674	0.0110634019	-0.0335859451	0.1899842451	-0.0558544838	-0.068647611	-0.1204339056	0.0054251398	-0.028539831	-0.1082997336	0.0361841375	-0.0630407007	0.1095161973	0.0580557688	0.10821941	-0.0413816472	-0.0410841543	0.0298076589	0.139078291	-0.0143282457	0.0171300488	-0.0252867028	-0.1480886595	-0.2307944835	0.1190702613	0.1151522399	0.1087174221	-0.0184199	-0.0046049	0.00033929271601	2.120510401e-05	0.0787041	0.0109297	0.0061943353568099	0.00011945834209	-0.122262	0.038477	0.0149479966439999	0.0014804795289999	0.000998238	-0.0002547319999999	6.488839182399997e-08	9.96479104644e-07	-0.000163507	0.0003424479999999	2.6734539049e-08	1.1727063270399999e-07	-0.000310219	1.3160000000000016e-05	1.7318560000000043e-10	9.623582796099998e-08
59583.0333372848	37.06487716403353	1373.8051191848945	3550137861.6719923	87202.00607979036	-134.05444259404612	7604189864.339794	17970.593579200406	56052.3954248366	-75.91504544526106	5763.094124956052	3141871032.8622427	64471.3423421818	59950.970765582126	1.163202	18.935202	0.06594495	0.0394812	0.002037132	0.1133095607	-0.0467227043	-0.008932355	-0.1911509107	0.0904324855	-0.0833251078	0.0292279368	-0.0792166194	0.0391438915	0.0420836149	0.1036288526	0.0047131617	-0.1477533371	0.0179794715	0.1293767767	-0.0318901089	-0.0150772204	0.1724629637	-0.1004056342	0.02289408	0.0351433786	0.0160908108	-0.0435760624	0.0067895804	-0.1163407585	-0.0118092479	-0.0261204256	-0.0672047581	-0.0429162083	-0.1527300882	0.0779329565	0.0545944782	0.0399805802	0.0546901289	-0.0099561136	0.0522213692	0.0949454966	0.0480910798	0.0773838474	-0.0307889131	-0.1590839801	0.0158172092	0.1302245253	-0.0799113443	0.199705995	-0.017405	-0.0232177952	-0.0296271063	0.1117832649	-0.1795601975	-0.0303402811	-0.0103830248	0.1061319294	-0.0462126987	-0.0167802974	0.0448287056	0.0245871193	-0.1664669125	-0.1052895221	-0.0412143831	-0.0338977384	0.0999096058	0.071184525	0.1193363381	0.0406737924	-0.0512589305	0.0525497175	0.0741935827	0.0889062851	0.008053074	-0.0080734352	-0.0392245399	-0.0457059022	-0.1739357972	-0.0663892375	-0.0599175056	-0.1910733466	-0.0693871242	-0.0332813223	0.1186353847	0.1134348849	0.1049355893	-0.0184322	-1.2299999999999813e-05	0.00033974599684	1.5128999999999535e-10	0.071993	-0.0067110999999999	0.005182992049	4.503886320999997e-05	-0.136826	-0.014564	0.018721354276	0.000212110096	0.00162474	0.0006265019999999	3.925047560039999e-07	2.6397800676e-06	-0.000175886	-1.2378999999999998e-05	3.0935884996e-08	1.5323964099999995e-10	-0.000564489	-0.00025427	6.465323290000003e-08	3.186478311210001e-07
59591.37495794023	8.341620655424776	69.58263515900927	3551131969.3778257	87092.38532278605	-109.62075700430432	7585083581.21264	12016.710366196736	56045.30630233864	-7.089122497956851	50.255657791037976	3141076358.52296	64300.6931348369	59831.76923788748	1.065883	17.350992	0.0934407	0.0474801	0.0610245291	0.1229005599	0.0187103968	-0.0439908985	-0.1074013758	-0.0631845725	-0.0120740083	0.0082154965	-0.0902754073	0.0548627724	0.0525389166	0.0758583414	0.0591786309	-0.1130273802	-0.0867912265	0.0698006347	-0.0627767395	-0.1422738065	0.0914808033	0.1503600547	-0.0604322611	-0.086093466	-0.0225006235	0.0807250443	-0.0170993435	-0.0516072513	0.0034282891	-0.192621905	0.0022492458	0.0407579777	-0.04762896	0.1056017935	-0.0285729251	0.0062922466	-0.052170186	-0.2637131353	-0.0564293626	0.0446320245	0.1270738367	-0.1041310244	-0.0533795261	0.0036911402	0.0056800485	0.0501150474	-0.0427940872	0.0043283978	0.1315148739	0.0266774817	0.1520486168	-0.0907016608	-0.0904238726	0.1302016591	0.0003783997	0.0960164982	-0.0628613129	-0.1037000785	0.1018869413	0.0649135878	0.0278750498	-0.0055356858	-0.1177299605	0.0021212626	-0.1070040569	-0.0615980557	0.0714921592	0.0739327877	-0.0748048703	0.0738244108	0.0716847739	-0.0516666464	-0.0040675263	-0.0378937896	0.0101866546	-0.2020132366	0.0552780056	0.0417887659	-0.0059375972	0.1929725047	0.0100569896	-0.0294376476	0.1181390277	0.1114824189	0.1006644984	-0.0238785	-0.0054463	0.00057018276225	2.966218369000001e-05	0.0544848	-0.0175082	0.00296859343104	0.00030653706724	-0.115286	0.02154	0.013290861796	0.0004639716	0.000998238	-0.0006265019999999	3.925047560039999e-07	9.96479104644e-07	-0.000351526	-0.00017564	1.23570528676e-07	3.0849409600000005e-08	-0.000741271	-0.000176782	3.1251875524e-08	5.494826954410001e-07
59693.72508113164	102.35012319141242	10475.5477172973	3563340814.0617247	87110.91441149099	18.52908870493411	7588311409.606108	343.3271282353168	56174.986366421566	129.68006408292422	16816.919020551333	3155629093.2676487	64324.5060251055	60385.56705444773	1.069176	17.404598	0.03285165	0.0172661	0.0483724054	0.1459208109	-0.0348328117	0.0002348686	-0.0839270098	-0.0339020188	-0.0483518719	0.0178643413	-0.0958626489	0.1323736599	0.1108288943	-0.065373594	0.0300396312	-0.0801513064	-0.0338564014	0.0086544262	-0.0842823739	0.0165763593	0.1309940678	-0.0027197876	-0.0150971752	0.0345227483	-0.1268184635	-0.0825626747	-0.0200504672	0.0664736463	0.0821003247	-0.0520602521	-0.1421720759	-0.0824227219	0.0490904286	-0.0847549495	-0.0145623889	-0.1075101279	-0.132988357	-0.0865629143	0.0354311735	-0.0167535327	0.0133606188	-0.0493766373	0.0284471821	0.1636585126	0.0128525007	0.1517231155	-0.0762662888	0.0065570449	-0.1132000653	0.0025989515	-0.0035530474	-0.1996064453	-0.0608465986	0.1204418905	-0.0384010698	0.1195691408	0.0241823527	0.0716677223	0.0224415023	0.0832665455	-0.036216237	-0.0512871599	0.0112708016	-0.0429619289	-0.0793348272	0.0819484762	0.0681244256	0.0673239816	-0.104413271	-0.2344104238	0.0736476744	-0.0577647964	0.0403970506	-0.0956645351	-0.0624438611	0.1055601561	0.0707334901	-0.0748479545	0.028721815	0.1930692212	-0.1046994947	0.0307575083	0.1175814474	0.1092988885	0.0959240631	-0.0320783	-0.0081997999999999	0.0010290173308899	6.723672003999995e-05	0.0516933	-0.0027915	0.0026721972648899	7.792472250000013e-06	-0.111372	0.003914	0.012403722384	1.5319396000000007e-05	0.000898686	-9.955200000000004e-05	9.910600704000008e-09	8.07636526596e-07	-0.000101158	0.000250368	1.0232940964e-08	6.2684135424e-08	-0.000732264	9.007000000000004e-06	8.112604900000006e-11	5.36210565696e-07
