global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
59292.30984207904	n/a	n/a	3515578006.409103	87237.56916803728	n/a	7610393474.348089	n/a	55871.29793553444	n/a	n/a	3121601933.0012555	64138.74039096917	57767.06867286381	n/a	n/a	n/a	n/a	-0.0746561015	-0.027879127	-0.0287519369	0.1410702754	0.0486399878	0.0282500134	0.0362282368	-0.0456452364	-0.0355140216	0.0834409923	-0.1658990628	0.2213146673	-0.1876097298	0.0408126262	-0.1320305207	-0.0703233136	0.0589951235	-0.133818297	0.109079823	-0.0575276709	-0.0951378443	0.1389280179	-0.131571666	0.0614961984	-0.0982931267	0.0428683388	-0.0082392452	0.0748860014	-0.0407420043	0.0207811959	-0.0499117346	0.0063913528	-0.1015913938	0.062653236	-0.1563173994	0.0128659493	-0.0374718547	0.0221861715	-0.0521029061	0.0328264739	-0.0615301735	0.0700547205	-0.0505597724	0.1149399787	-0.0053032525	0.0670381058	-0.0799458051	0.1330788286	-0.022669793	0.1051017086	-0.0566209318	0.0675194089	-0.0258488474	-0.0889888312	0.1372443458	-0.0433342118	-0.0583486546	-0.1147258196	0.025303467	0.0390571976	-0.0203512481	0.1328484552	-0.079757022	0.0909128437	-0.156083869	0.2678475893	-0.0074472663	0.2254922382	-0.0113692156	0.1150364558	-0.0901645143	0.0161279094	-0.0371067697	0.1347130291	-0.0428983363	0.0635632144	0.0081177904	-0.039866464	0.0721927429	-0.0195093665	0.108294109	-0.0248334605	0.0423470011	-0.0700898492	0.0142194475	-0.1193328282	0.1174747923	-0.0410762433	0.0910971504	-0.0511794117	0.0099345906	-0.0072811672	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.196038	n/a	0.0384308974439999	n/a	-0.112061	n/a	0.0125576677209999	n/a	-0.095	n/a	0.009025	n/a	-0.000876258	n/a	n/a	7.67828082564e-07	-0.000102535	n/a	1.0513426225e-08	n/a	-0.00246637	n/a	n/a	6.082980976899999e-06
59372.25055007077	79.94070799172914	6390.516794218907	3525064135.3803787	87100.09606633772	-137.47310169956472	7586426734.76526	18898.853690898864	55945.58799947751	74.29006394306634	5519.013600664886	3129908816.607282	64035.73778393447	57977.61859349624	1.202544	20.977268	0.11155815	0.0571247	-0.0598411874	0.000607604	0.0282958571	0.0788629868	0.0870147733	0.009420308	-0.0022536348	-0.0228373506	0.0365911058	0.0788417683	-0.09313422	0.1334226233	-0.1841910272	-0.0587270269	0.0922801617	-0.0139739198	-0.0399279852	-0.0772212805	0.0006021012	0.0681732629	-0.0113632022	-0.2140210121	0.0506900753	-0.1239270225	-0.0251032366	0.0301552873	-0.0326791151	0.1090806716	0.0550242955	-0.0396032142	0.0377100799	-0.0357777988	-0.0591453504	-0.0547498198	0.0157077457	-0.0624446628	0.0683759997	0.0256701962	-0.0104788815	0.1416185373	0.1645065473	0.0166109965	-0.028422819	-0.018533117	-0.0376770571	-0.0003153211	-0.0351552872	-0.0547052333	-0.0536114861	-0.0399793839	0.0668626128	0.1652871469	-0.027972876	0.0447721844	-0.0017995904	-0.1429606024	0.033045468	3.82482e-05	0.0433391505	-0.0190270966	0.0307061761	0.0196594205	0.0310772571	-0.0119408323	0.0579896022	0.1630377357	-0.1935943956	0.0297681212	-0.1003868667	0.1764865552	0.029255362	-0.0608788031	0.1768787365	0.0737835967	-0.2273702021	-0.0391300823	-0.0819032604	0.0532272506	0.007673172	0.0118753268	0.0751979691	0.0586340736	-0.0669116797	0.1462002986	0.0649269657	-0.0570788335	0.0844869477	0.0500202949	0.0125369523	0.0548407108	-0.0330052464	-0.0045052037	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.170978	0.02506	0.0292334764839999	0.0006280035999999	-0.10554	0.0065209999999999	0.0111386915999999	4.252344099999999e-05	-0.131116	-0.036116	0.017191405456	0.001304365456	-0.000411193	0.0004650649999999	2.1628545422500002e-07	1.6907968324900004e-07	-0.000492103	-0.000389568	2.421653626090001e-07	1.5176322662400002e-07	-0.00248896	-2.2590000000000283e-05	5.103081000000128e-10	6.194921881600001e-06
59516.69794934651	144.4473992757412	20865.051157525395	3542237334.7937474	87272.55986156798	172.46379523025826	7616499704.790966	29743.76066522445	55955.53399930334	9.945999825831676	98.92291253544376	3131021785.147192	64154.40681786894	58749.63344549364	1.167562	20.367029	0.1381144499999999	0.0603512	0.0151121393	0.0208162963	0.034457469	0.0154446848	0.2015736035	-0.0626890186	0.0493111771	0.0203261271	-0.0748903489	0.1484729614	-0.1162277885	0.0177651563	-0.0898900108	0.0047950211	0.0269423626	-0.0017579733	-0.0675006458	-0.0911190116	-0.0284387326	-0.0539909609	-0.1415461461	0.0289173601	-0.0515592436	0.0197646679	-0.0043111763	0.0119607628	-0.1054530217	0.0730321281	-0.0120572493	-0.1215987581	-0.1025548285	-0.0539115877	-0.0836829684	-0.0249208436	0.0978512924	0.0215781628	-0.1191697165	0.0749217627	-0.0750245475	0.0461034966	-0.0149223679	-0.0349221081	-0.0144262091	-0.100806167	-0.0429828018	-0.0398675906	-0.0357383329	0.0258362986	0.0336952068	-0.0166074098	0.0219571576	-0.0277355636	-0.0930315297	0.0348659902	0.0420781181	0.0462027298	-0.005939551	0.0242662777	0.038594264	-0.0680052325	0.1669528099	0.0521099147	-0.0295791233	-0.0093589947	-0.1312416355	0.1711870392	-0.0316202683	0.0111758492	-0.0155944125	0.0300500176	0.1607633271	-0.0109448041	-0.0528319915	0.0760110862	0.0366627012	-0.0900512456	0.0041022781	-0.0802097054	0.1383369432	-0.0388717639	0.1210824532	-0.047251068	-0.0286278214	0.0588931197	0.0943418247	0.0217166096	-0.0324333329	-0.0197215387	0.0243820488	0.0825574931	-0.0019909281	-0.0606058825	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.131521	0.0394569999999999	0.017297773441	0.0015568548489999	-0.0748559	0.0306840999999999	0.00560340576481	0.0009415139928099	-0.141813	-0.0106969999999999	0.020110926969	0.0001144258089999	-0.000875081	-0.000463888	2.1519207654400002e-07	7.65766756561e-07	-0.000121704	0.000370399	1.4811863616e-08	1.3719541920100006e-07	-0.00217772	0.0003112399999999	9.687033759999997e-08	4.742464398400001e-06
59566.80890011503	50.1109507685178	2511.1073869248144	3548204722.542823	87451.27444490131	178.7145833333343	7647725402.037449	31938.90229600729	55924.60317973726	-30.930819566077844	956.715599029264	3127561240.811079	64097.14115673183	58996.5606313179	1.125868	19.639723	0.1214932	0.0656338	0.0113973439	0.0668761241	-0.0182531701	0.0928660498	0.1658395237	0.0376484068	0.0705457008	0.029228818	-0.0538437926	0.0230143832	-0.0365963953	-0.023884509	-0.0940847019	0.0051709233	0.0778343614	0.0565536508	-0.0890485784	0.01751487	-0.0671802287	0.0680948595	-0.0782141114	0.0006333922	-0.0635769851	0.1073065934	0.0087210942	-0.1537776532	0.0173842545	-0.0257668562	-0.0420733663	0.1077086837	0.0299847724	0.0525648457	-0.0266780175	0.034709271	-0.1192821527	0.0721071886	-0.0280302589	-0.0241173342	-0.024135506	0.0387388896	0.002217935	0.143368347	0.0683077492	-0.0880974983	0.0671328224	-0.1192344678	-0.0560723983	-0.0746779202	0.0101056219	0.0401431442	0.011637267	0.0276839625	0.0190288331	0.1079919308	0.0121796333	0.0526948587	0.0591238222	0.0184686415	-0.0225833006	-0.106534814	0.0663332993	-0.0612500211	-0.1229780932	-0.030179356	0.0027752687	0.083457207	-0.0030847559	0.0699730704	0.0162468407	-0.0487212367	-0.0560494493	0.1151235899	-0.0778559959	0.0286386301	-0.0794686793	-0.0938357619	-0.117536474	0.089535817	0.0192582345	0.0348650632	0.0988073847	-0.0269897697	0.0527383532	0.0869722997	-0.094364155	-0.1162638346	-0.0723028581	-0.1074651804	-0.035801334	-0.0542917545	0.1089319	-0.0329015691	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.081927	0.049594	0.006712033329	0.0024595648359999	-0.0488506	0.0260053	0.00238638112036	0.00067627562809	-0.13245	0.0093629999999999	0.0175430025	8.766576899999967e-05	-0.000621123	0.000253958	6.4494665764e-08	3.85793781129e-07	-0.000121704	0.0	1.4811863616e-08	0.0	-0.00170106	0.00047666	2.272047556000003e-07	2.8936051236e-06
59567.90189118373	1.0929910686973017	1.1946294762520695	3548334935.71769	87767.64285910087	316.3684141995618	7703159133.042681	100088.9735031455	55965.482717331804	40.87953759454104	1671.1365939434938	3132135255.783965	64095.84653083701	59242.30362611176	1.152019	20.095905	0.08749875	0.0456	0.0507518357	0.0510656649	0.0381425664	0.0042333462	0.1545751746	0.0779810058	0.0232730189	0.078644373	-0.0182419765	0.0212873566	-0.043089255	-0.0453999627	-0.0564250898	-0.0058694744	-0.0725950518	0.0379935313	-0.1038165101	0.0274672739	0.0855207891	-0.1468355272	-0.0600433486	-0.0781285303	-0.0924775724	0.1120626714	0.0246119452	-0.0364141957	-0.0437088764	0.0867490805	-0.0303265729	0.0292150539	-0.0682278441	0.1217377823	0.0247840115	-0.0442078822	0.0538463436	-0.0384139291	0.1433072077	0.0356128362	0.0022614459	0.0728348574	0.0441212057	0.0557235287	-0.0188345088	-0.0375621505	-0.0131162254	0.0629752463	0.0797654283	0.0592509358	0.0861629817	0.0122244931	0.038173323	-0.046752623	0.0102798406	0.0051681455	-0.0146383348	-0.0317420292	0.0860820603	0.0003808455	0.0046915478	0.0200651651	0.0356481618	-0.0202052084	0.0042649798	-0.1660186995	-0.0723145302	0.1371274629	-0.0524266857	-0.0949769668	0.0215214093	-0.1912082524	-0.0169370762	0.0504961918	0.0027819148	0.0811982488	0.0702360255	0.0181800999	0.0145700153	-0.0570060976	0.0305559495	-0.0048968235	0.012582663	-0.0871139778	0.0210535705	0.0315835057	0.0197932616	-0.0031484125	0.0912018062	0.050685659	-0.0646684734	0.0454295539	0.041721508	-0.0242374556	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0606944	0.0212325999999999	0.00368381019136	0.0004508233027599	-0.0527652	-0.0039145999999999	0.00278416633104	1.532409315999998e-05	-0.108056	0.024394	0.011676099136	0.000595067236	-0.000927024	-0.000305901	9.357542180100001e-08	8.593734965760001e-07	-0.000121704	0.0	1.4811863616e-08	0.0	-0.00124781	0.0004532499999999	2.054355624999999e-07	1.5570297961e-06
59442.73877815779	-125.16311302593384	15665.804862342691	3533439193.448304	87246.29458607457	-521.3482730263058	7611915919.000104	271804.02178751153	55926.02222457205	-39.46049275975383	1557.1304888425848	3127719961.863327	64121.73754990364	58909.56468107709	1.134946	19.798075	0.1028677	0.0561645	0.0349272803	0.0389994148	0.0718127832	0.0561502746	-0.1061869166	0.041089951	-0.0091704895	-0.0547206473	-0.0236998858	0.0358950309	-0.0724057297	-0.159265829	-0.0210591722	-0.0550074451	-0.0277982545	0.0580747803	-0.0797082002	0.0711648437	0.0612497889	0.0047038822	-0.0567932288	-0.0252452127	0.0282107066	0.0470654373	-0.0512151602	-0.0666277376	-0.1031007364	-0.0630536431	0.1271355437	0.0163726919	-0.1258272087	0.1194148865	0.101268637	-0.0434532943	-0.0513506543	-0.0253388735	0.1104791907	0.0819569527	0.0938266927	-0.0535461365	0.0580931172	0.0228188103	0.0551083873	0.1582377209	-0.0432769849	-0.0051071253	0.0033605152	-0.0045113095	0.0979663273	0.0313626146	-0.1256470977	0.0551455707	0.0883995155	0.1190541754	-0.0109596292	-0.0392456393	0.0642525603	-0.017294555	-0.0098107806	-0.1082667168	0.0637658928	0.044530452	0.005327054	-0.1134775605	0.0409595901	0.0404270012	-0.0577686039	0.0295045023	0.0897047111	-0.0925638836	-0.020220194	0.0849018612	-0.0072842739	0.0519683552	0.1132429866	0.0596005563	-0.0676358413	-0.0283314138	-0.0634421666	0.1651842787	0.0336187247	-0.0721967016	-0.0294581076	-0.034751941	0.0650253163	0.1310063577	-0.0306885526	0.0067277687	0.0086825317	0.0688848635	-0.035937852	0.081807563	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0326791	0.0280153	0.00106792357681	0.0007848570340899	-0.0087945	0.0439707	7.734323025000001e-05	0.00193342245849	-0.0971597	0.0108962999999999	0.00944000730409	0.0001187293536899	-0.000740636	0.000186388	3.4740486544e-08	5.485416844960001e-07	-0.000121704	0.0	1.4811863616e-08	0.0	-0.00103449	0.0002133199999999	4.550542239999997e-08	1.0701695601e-06
59517.224036812215	74.48525865442207	5548.053756816158	3542299957.0480976	87490.28114035088	243.98655427631456	7654549294.017637	59529.438667628994	55944.95040057723	18.92817600518174	358.2758468831378	3129837475.3230467	64157.53349910518	58635.340795373406	1.051001	18.333731	0.05907915	0.0277685	0.0338573244	0.0096956316	0.0850922221	-0.0280665724	-0.0560476359	0.0601266959	-0.0448506981	0.0724141227	0.0182634019	0.003687171	0.0377770276	-0.0471349498	-0.0560776722	0.0356071371	0.0348854503	0.0243804823	-0.1269962855	-0.0628159112	0.1262724127	-0.039418644	-0.1801381281	0.0195904141	0.0395230209	-0.0556334272	-0.0158531275	-0.2173699959	0.0849421761	-0.0640877912	-0.0465377937	0.0061495381	0.0175810643	-0.0318503006	0.0508460264	0.0551627351	-0.1049448174	-0.0326679171	-0.0458159964	-0.0180981613	0.170431075	0.0116717409	-0.0216484218	-0.1205868979	0.0456448662	-0.0960664566	0.055085962	0.0194903055	-0.0042781096	0.0419451989	0.0327001371	-0.0987749117	0.0266404616	0.0291485336	-0.0443449271	-0.1482246425	-0.1676818067	0.0430298457	0.0786905776	-0.0243552522	0.0651973012	0.0216753616	0.0590808192	0.0156473606	-0.0732348305	-0.1721866447	0.0853276797	0.0518926823	-0.0013867904	-0.1586205302	0.1034282052	0.0065033899	0.0271273001	0.1145344976	-0.0333800683	-0.0691591025	0.1170282038	0.0788299176	-0.0592675773	0.1327676881	0.0776899839	0.0180809285	0.0899888093	0.0409310348	0.0741868213	-0.0846655817	0.018482647	-0.0598222287	-0.0101430627	-0.0563892325	-0.0047046209	0.0566662467	0.0199963847	-0.0180267073	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0249969	0.0076822	0.0006248450096099	5.9016196840000055e-05	-0.0141502	-0.0053557	0.00020022816004	2.868352249e-05	-0.0811752	0.0159845	0.00658941309504	0.0002555042402499	-0.000372138	0.000368498	1.3579077600400004e-07	1.38486691044e-07	-0.000121704	0.0	1.4811863616e-08	0.0	-0.000801853	0.000232637	5.4119973769000036e-08	6.429682336090001e-07
59443.37666390018	-73.84737291203783	5453.434486009578	3533515029.206312	87152.0379591557	-338.24318119518284	7595477720.434116	114408.44962503728	55931.15854523288	-13.79185534435237	190.21527383954103	3128294496.211977	64058.83804549835	58745.9588531166	1.041943	18.175732	0.06615045	0.0397742	0.050534751	-0.034881959	0.0954077658	-0.004245882	-0.0885857854	-0.0395636851	-0.0375678677	0.0069068984	0.0030659966	-0.0037327075	0.0142014139	-0.1116727112	0.0573068775	0.0130347287	-0.0501864589	0.0161762235	-0.0512581043	-0.0503537391	-0.0126163117	0.1055252632	0.0775913165	-0.0354303146	0.0668474373	0.0581754273	-0.0610530355	-0.1153984786	-0.1100475526	0.0553824175	0.042724464	-0.0377281532	-0.0457030161	0.027754825	-0.0111625305	-0.0052786452	0.0392477689	-0.0678037879	-0.0347184238	-0.0062331897	-0.0564871512	-0.0275660318	-0.0836201485	0.0267374289	0.0085829714	0.0731894333	0.0149511078	0.0654729066	0.0262779241	0.0563987087	0.0565663818	-0.0945630418	0.0473730654	-0.0303106053	-0.1157935934	0.0002445679	0.0466222709	0.0243884616	-0.0060024568	-0.0149309256	0.0892577426	-0.0465610661	0.0714285809	-0.0034700117	0.1265868662	0.0251548448	0.1418920358	-0.0114677986	-0.0722859659	-0.0208615904	0.0164955743	-0.0850927822	-0.0391558055	0.0042397725	0.0369650549	0.0788012038	-0.0064576504	-0.0580663841	0.0968157555	-0.0340624685	-0.006380534	0.0154325766	-0.0247912998	-0.128166128	-0.0244496768	-0.110529633	0.0280762326	0.024342468	-0.1036314959	-0.0314386096	-0.0101791743	0.0483077535	0.0960630072	0.0711228057	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0158243	0.0091726	0.0002504084704899	8.413659076e-05	0.0189883	0.0331385	0.00036055553689	0.00109816018225	-0.0978883	-0.0167130999999999	0.0095821192768899	0.0002793277116099	-0.000229613	0.0001425249999999	2.0313375624999997e-08	5.2722129769e-08	-0.000121704	0.0	1.4811863616e-08	0.0	-0.000801853	0.0	0.0	6.429682336090001e-07
59465.67498233731	22.298318437133275	497.21500512379777	3536166501.1049776	87225.45466008772	73.41670093202265	7608279940.659018	5390.011975742055	55910.39910616541	-20.75943906747125	430.95431039605154	3125972728.210702	64121.93760669053	58881.23022001533	1.014728	17.700981	0.03036833	0.0197553	0.0788515832	-0.0704673403	0.0564706679	-0.0331044819	-0.086227659	-0.031472531	-0.0068686381	0.025527877	0.0582573088	-0.0272528114	0.0026461464	-0.070813246	-0.1499416488	0.1305980091	0.0584697442	0.0177236962	0.0547546135	-0.1162526868	-0.1426969717	-0.020000279	-0.0003614558	-0.0483155735	0.0104409413	0.1443340811	0.0814343967	-0.0166604264	0.1408446098	0.085372344	0.1036599218	-0.1967288936	0.0122576212	-0.0388140107	0.0421165923	0.0990589781	0.0956608135	-0.0177121165	-0.0412093253	-0.0138061387	0.0054257518	0.0675148713	-0.0154852004	0.0138397729	-0.0624641749	0.0291229759	-0.0006853864	0.0043438598	-0.0620862251	0.0410480476	-0.0709555946	-0.1634211121	-0.0423542686	-0.028019562	0.0075013033	-0.1190251174	-0.0452653243	-0.0004404344	-0.0769719998	-0.0329883715	0.0412402269	-0.0061307183	-0.007800222	-0.1229474286	-0.0655474943	0.0871460721	-0.0323252343	0.0310473232	-0.0824366883	-0.0921126775	0.0010966495	-0.0559854922	0.1279409335	-0.0358459237	-0.0676227427	-0.0545059593	-0.041695898	0.1220802235	0.1285584088	0.0337454504	0.0955175386	-0.1914626054	-0.091243392	-0.0407163266	0.0709212537	-0.0188584731	-0.010319506	0.0440539333	0.0267713436	0.0244636604	-0.0243516405	0.0580444552	-0.0509543917	-0.0432352113	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.00557177	0.01025253	3.10446209329e-05	0.0001051143714008	0.0153662	-0.0036220999999999	0.00023612010244	1.3119608409999995e-05	-0.114382	-0.0164937	0.0130832419239999	0.00027204213969	-0.000229613	0.0	0.0	5.2722129769e-08	-0.000121704	0.0	1.4811863616e-08	0.0	-0.000801853	0.0	0.0	6.429682336090001e-07
59456.26149430181	-9.41348803549772	88.61375699445875	3535047030.8787966	87146.06814692983	-79.3865131578932	7594437193.469337	6302.218471368351	55972.92000895701	62.52090279159893	3908.8632858765623	3132967774.3291	64116.78738986784	58923.8705765919	1.031851	17.999681	0.1533202799999999	0.0785879	0.060201286	-0.0522516989	0.0603987738	0.0353698436	-0.0394798505	-0.026814093	-0.0338363299	0.0209580441	0.0273026345	-0.0718242427	0.0218125403	-0.0990336196	-0.0449361532	0.0079052398	-0.051889891	-0.0650095013	0.0003038	-0.1132284132	-0.1042163017	0.0609550631	0.0683450505	0.0788936002	0.0250532455	-0.0718271843	0.0850126913	0.0702530888	-0.084689183	-0.0340581728	-0.0115517006	-0.0887553029	-0.0101242745	0.0844018244	-0.0732958637	-0.0221931372	-0.0255520344	-0.0843386062	-0.0649285718	0.0165459787	0.0353603178	0.0685342524	0.0163536121	-0.0404377731	0.1010865981	0.018124154	0.0217963502	-0.0072964018	0.0500643299	0.026073248	0.070794489	0.0412872747	0.0662816527	-0.0929086846	0.0431286814	-0.038890451	0.0079796272	0.0437042002	-0.0490922399	-0.023800694	0.0498424149	0.1106312328	0.0402698508	-0.0356410574	0.0156030828	0.1264444533	0.0179834518	-0.0189267502	-0.0933737215	-0.0107371752	0.0687813732	0.0200543516	-0.0516846931	-0.1100378968	-0.0002185437	-0.1609453932	0.0713480311	-0.0894072917	0.0780616991	-0.0575140274	-0.013617035	0.0886598781	-0.0345752391	-0.0839149672	-0.0474619453	-0.0262331103	0.0063956775	0.0671396359	0.0510908423	-0.0327148685	-0.0476607827	-0.0389744593	0.0143009104	0.0322623608	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00747361	0.01304538	5.5854846432100006e-05	0.0001701819393444	-0.0340449	-0.0494111	0.00115905521601	0.00244145680321	-0.0749014	0.0394805999999999	0.00561021972196	0.0015587177763599	-0.0008424469999999	-0.0006128339999999	3.755655115558774e-07	7.097169478088315e-07	-0.000536534	-0.00041483	2.87868733156e-07	1.720839289e-07	-0.000801853	0.0	0.0	6.429682336090001e-07
