global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
59422.9530927296	n/a	n/a	3531087354.260742	87183.0402129709	n/a	7600882500.776501	n/a	55935.39455309005	n/a	n/a	3128768363.8098564	63909.5704016758	56994.1251801938	n/a	n/a	n/a	n/a	-0.0830365202	-0.0446292028	0.1271584429	-0.0395029917	0.1125573015	-0.094968669	0.0366014072	-0.1199462411	0.1276171121	-0.0192896058	0.1549779615	-0.0081186642	0.0278299631	-0.0247797314	0.0144415074	-0.0042168569	0.0918284365	-0.1048082875	0.0106832074	-0.1027401774	0.1774761202	-0.009079367	0.1473800549	-0.0093149589	-0.0324623992	0.0692189321	-0.006904404	0.1800936505	-0.0238598898	0.0700302331	-0.0024874922	0.1052245927	-0.0219245863	0.0266972869	-0.2087697046	0.0559409862	-0.0254850448	0.0740811526	-0.1245853978	0.0611217158	-0.0077674815	-0.0713253854	0.0464569729	-0.0607257597	0.0451904244	0.0542796695	-0.0295168664	-0.0242470567	-0.0959750494	0.139339519	-0.1472502504	0.0279726221	-0.0218342506	-0.0115956118	0.1696788294	-0.2142189651	0.0653383588	-0.0520307079	0.215508282	-0.1269245873	0.0481448999	-0.0533267884	0.0129944389	-0.1555124456	0.0361505487	-0.0282320168	0.0134640811	-0.0556068302	0.0220196301	-0.001845577	0.1706982978	-0.0308311585	0.0786202377	-0.0478124208	0.0396552447	-0.1252534805	0.0608854885	0.1203780544	0.1203546593	0.1203156708	0.0521715	n/a	0.00272186541225	n/a	0.0859020999999999	n/a	0.0073791707844099	n/a	-0.0874974	n/a	0.00765579500676	n/a	0.000538832	n/a	n/a	2.903399242240001e-07	0.00172476	n/a	2.9747970576e-06	n/a	-0.000194333	n/a	n/a	3.7765314889000004e-08	0.0	0.0	0.0
59481.65809032166	58.704997592059954	3446.276742283765	3538067649.1739283	86894.59397741867	-288.4462355522264	7550670462.500445	83201.23080425049	55947.2445680661	11.850014976043894	140.4228549324646	3130094174.7590013	63970.08065864201	57315.31880854101	1.130082	19.115225	0.06686295	0.0350601	-0.0359359073	0.0418671252	0.1459955616	0.0323610567	0.1200557507	-0.0861421119	0.0560074797	-0.2095617703	-0.0339525727	0.1343818682	0.142193942	0.0299498517	0.1381004325	0.1422955294	0.061993141	-0.0414045764	0.1316526973	-0.0966379652	-0.0273853819	-0.0806850172	0.1613277869	0.0614553057	-0.0178552359	-0.1780258239	0.0210688496	-0.0903968121	-0.0174549706	0.0581069132	-0.006983342	-0.0575514173	-0.0593868621	0.2174913316	-0.0720851535	-0.029198905	-0.0627899838	-0.0987256237	-0.0800548862	0.0501572152	-0.0413771819	0.073875098	0.0164495349	-0.0192902726	-0.0455583243	0.0589033621	-0.0463710183	0.0295029056	-0.0449972589	-0.1017429794	-0.0882332259	0.1450603915	-0.0038462318	-0.0203413014	-0.0872657461	0.0220490787	0.0849164208	-0.1387727988	0.2616888059	-0.0091385598	-0.0276143383	-0.0196498152	-0.0300755918	-0.051028828	0.0293412394	-0.0784860539	-0.0358603649	0.0409426566	0.0190958906	-0.021126366	0.0945560639	0.1021045951	0.1227927088	0.0927115679	-0.0244368316	-0.1372447453	0.0821892649	-0.0627266098	-0.0941988157	0.1203156708	0.1201052059	0.1197547036	0.0283176	-0.0238539	0.0008018864697599	0.00056900854521	0.0964947	0.0105926000000001	0.00931122712809	0.00011220317476	-0.087535	-3.7599999999998746e-05	0.007662376225	1.4137599999999054e-09	0.000545898	7.065999999999908e-06	4.9928355999998704e-11	2.98004626404e-07	0.00135983	-0.00036493	1.8491376289e-06	1.3317390490000008e-07	-0.000469914	-0.000275581	7.5944887561e-08	2.20819167396e-07	0.0	0.0	0.0
59503.23828640567	21.580196084010822	465.704863024356	3540635366.5687737	87499.9566499893	605.3626725706272	7656242413.750007	366463.9653418524	55876.50511057308	-70.73945749301492	5004.070846406065	3122183823.3719	64002.61259931737	57152.40767078417	1.089162	18.423079	0.09467055	0.050701	-0.017991117	0.0886493108	0.1063507062	0.0456330171	0.0840032135	0.0745065165	0.0325953865	-0.0883857826	-0.0529705122	0.0646864177	0.0527132111	0.0971924339	0.0856445996	-0.0704744904	-0.0475012409	-0.0711270603	0.1063441727	0.033296461	0.1054466701	-0.0377812548	-0.0299391928	0.0119662782	0.0252547999	-0.0994691442	0.0526543432	-0.0298442371	0.1269888118	0.0327262931	0.1247556414	0.0890153581	0.037925922	0.0166307469	0.0175488277	0.0348865444	0.0507950099	0.0719304868	-0.0051447312	0.0139642377	0.0300374109	-0.1191096597	0.01796951	0.0607267629	-0.0367881875	0.023663614	0.0002933419	-0.0106771429	0.0505497703	-0.0759917377	-0.0184751459	0.0858326196	0.0251249872	-0.0605404648	-0.0410620164	0.0045637604	0.0444107413	0.0161662673	0.1764301115	-0.1039956476	-0.0593262554	-0.0941464663	-0.0781721354	-0.0140219997	0.1010470726	0.1267245404	-0.0016783797	-0.0053033608	-0.0391726284	0.0450279866	0.0498276185	-0.053863114	-0.136142792	-0.0369382581	-0.0125037631	0.0497535204	-0.1381359139	0.0579027805	0.1396839413	0.120190936	0.1196068161	0.1186353847	0.0252428	-0.0030747999999999	0.00063719895184	9.454395039999994e-06	0.0707098	-0.0257849	0.00499987581604	0.00066486106801	-0.0511979	0.0363371	0.00262122496441	0.00132038483641	0.000231139	-0.0003147589999999	9.907322808099997e-08	5.3425237321e-08	0.00153592	0.00017609	2.3590502464000004e-06	3.1007688100000023e-08	-0.000371288	9.8626e-05	9.727087875999998e-09	1.37854778944e-07	0.0	0.0	0.0
59474.72742835019	-28.51085805548064	812.8690270597652	3537243202.6765504	87280.14158818492	-219.8150618043728	7617823115.653607	48318.66139606024	55940.71033221845	64.20522164536669	4122.310486530663	3129363072.473172	63983.28443410083	57087.26710236942	1.050287	17.765512	0.05289995	0.0236316	-0.0043755966	0.0729004981	0.0928161913	0.1017229296	0.0225401685	-0.0160363624	0.0431922619	-0.1420506003	0.0215064463	0.1406642146	0.0386456302	0.0784084631	0.1007702355	0.0632097826	-0.0716745127	-0.0756629413	0.0148020625	0.0106528781	-0.0842477346	-0.0139627539	0.0369511099	0.1051005195	-0.0401564493	-0.1250138579	0.0875124451	-0.0073930694	-0.0344088177	0.1504659812	-0.0378241899	-0.0269726144	0.1583061777	0.0930265734	0.0051938247	-0.0265809022	0.0865012061	-0.0515999273	0.0215840323	0.0272380052	0.1074405176	-0.0512336646	0.0261720694	-0.0035513958	0.0602528341	0.0044771165	0.0502125628	-0.0379870552	0.0255850741	0.21108768	-0.0294229507	0.0833269104	0.0519876127	0.0546001428	-0.1004313778	0.0012839474	0.0794860687	0.0684398616	0.1533507038	-0.084434975	-0.0519543982	-0.1040571681	-0.0419066932	0.0190261731	0.0623984824	0.139570692	-0.0433827539	0.067104456	0.1304243392	0.0155655396	-0.0484031027	0.1194233913	0.1094471103	-0.060702858	0.0674944978	-0.0366627345	-0.0793741234	-0.0594053041	-0.0758410509	0.1200039147	0.1188605229	0.1169629329	0.0339963	0.0087535	0.00115574841369	7.662376225000002e-05	0.0859703	0.0152604999999999	0.00739089248209	0.0002328828602499	-0.0422117	0.0089862	0.0017818276168899	8.075179043999999e-05	0.0	-0.000231139	5.3425237321e-08	0.0	0.00146769	-6.823000000000007e-05	2.1541139361e-06	4.6553329000000095e-09	-0.000469914	-9.8626e-05	9.727087875999998e-09	2.20819167396e-07	0.0	0.0	0.0
59518.42259433711	43.6951659869228	1909.2675306247356	3542442628.1180987	87887.68225599315	607.5406678082218	7724244692.330413	369105.6630408601	55916.50946610423	-24.20086611421721	585.6819206782666	3126656030.8729243	63983.20288020367	57556.35820066382	1.039354	17.58057	0.0798109949999999	0.0371106	0.0509940335	0.0498172522	-0.0096695696	0.1035989388	0.0207188923	-0.0181249054	-0.0093124272	-0.0706514803	-0.1216756931	0.088580239	-0.0656034005	0.0577382619	0.0712682224	-0.0242833924	-0.1466212528	-0.0655940156	0.1063510469	0.036724856	0.0205151963	-0.0421352355	-0.0289601942	0.0926130306	-0.0334238264	-0.1936725941	0.0689659705	0.0721660486	-0.1359283399	0.1304389301	0.0588768219	0.0142822524	-0.0424524819	0.0449690042	0.1572771981	0.0201939903	0.0698720878	-0.0386222952	0.0420473394	-0.1353314428	0.12936931	-0.0926713351	-0.0492869172	-0.1540423193	0.08433078	-0.0159948726	0.1128290487	0.0912008329	0.0466799907	-0.1215419165	0.0371357287	0.0160608923	0.1114915531	-0.0392145773	-0.0495254985	0.0194701641	0.0374959526	0.0667656377	0.1885690198	-0.1348446995	0.1108242849	-0.0744517237	-0.0467826584	0.0708972738	0.0825581061	0.0825468269	-0.1149416652	0.0153110495	-0.0127319872	-0.1475170185	0.0665240456	-0.0637229316	0.0559550905	0.0938286028	-0.0824823506	0.1255509162	-0.1673680008	-0.0672225652	-0.0257792095	0.1197547036	0.1178678731	0.1147451459	0.0268058	-0.0071904999999999	0.00071855091364	5.170329024999999e-05	0.0570968	-0.0288734999999999	0.00326004457024	0.0008336790022499	-0.0265225	0.0156891999999999	0.00070344300625	0.0002461509966399	9.25789e-05	9.25789e-05	8.57085272521e-09	8.57085272521e-09	0.00128189	-0.0001858	1.6432419721e-06	3.4521640000000034e-08	-0.000187137	0.000282777	7.9962831729e-08	3.5020256769000005e-08	0.0	0.0	0.0
59444.62728478044	-73.79530955666996	5445.747712564746	3533663713.0264635	87872.68234963613	-14.99990635701397	7721608303.320053	224.9971907191881	55942.14537053215	25.635904427916103	657.1995958372485	3129523628.657752	63982.45296063675	57842.45457534034	1.076703	18.212328	0.05226183	0.0257465	0.0781949321	-0.0012495908	-0.0630528127	0.058418093	-0.0398373528	-0.0900288696	-0.0165108669	0.0273383334	0.0382396314	0.0438603479	-0.106254454	-0.0847909963	0.0354333121	-0.0145413886	-0.0081259275	-0.0031808559	-0.0524354041	-0.0404991521	-0.0016161128	-0.0565209598	-0.0153098126	0.0002599481	-0.0994791895	0.0652394091	-0.0906863568	0.0332144086	-0.1126565451	0.0337894552	0.0932138343	0.0700189809	0.1499195142	0.0310040391	0.0672568059	0.0195652361	-0.0299342546	-0.0853320501	0.1347459461	0.0813748096	-0.0085664561	0.0033498364	-0.0183848548	0.0923488503	-0.0750408322	-0.0588090577	0.0163586113	-0.03965789	-0.1173411873	-0.0425176152	-0.0058535864	-0.0398858764	0.0372326284	0.062769648	0.0607379337	0.04184012	0.0117502927	0.0418048861	0.0666006585	0.027709115	0.1378309061	0.0821562852	-0.0949647077	0.0286041871	-0.0160901511	0.0426494036	0.0245292643	-0.0086703179	-0.1017293334	-0.1160969064	0.0256291202	0.1222049913	0.007611645	-0.0088926916	0.0341406586	0.0537958651	0.0273248389	-0.034079935	-0.0585193679	0.1194434321	0.1166309242	0.111992364	0.0276161	0.0008102999999999	0.00076264897921	6.565860899999998e-07	0.0764703999999999	0.0193735999999998	0.0058477220761599	0.0003753363769599	-0.0222413	0.0042812	0.0004946754256899	1.8328673440000025e-05	-0.000169437	-0.0002620159	6.865233185281001e-08	2.8708896969000003e-08	0.00112672	-0.00015517	1.2694979583999998e-06	2.4077728900000013e-08	-4.83883e-05	0.0001387487	1.925120175169e-08	2.34142757689e-09	0.0	0.0	0.0
59553.08308833001	108.45580354956472	11762.66132358178	3546569705.3255377	88178.5876832727	305.9053336365614	7775463325.81661	93578.07314729596	56003.84751896965	61.7021484375	3807.155121803284	3136430936.928003	64059.53556366103	57684.11787619192	1.01039	17.090645	0.132610715	0.0666272	0.0741497801	-0.0457781396	-0.0598371488	0.0439338959	-0.0430261431	-0.0149760526	-0.0837879636	0.0873549899	-0.0005996083	0.0068956427	-0.086383901	0.0364509293	-0.0017767177	-0.0006061853	-0.0305422212	0.0421407386	-0.0935458507	0.0636447893	0.0345101079	-0.0534707534	-0.0071842317	0.1227090836	-0.058479224	-0.0543896861	0.0205847646	-0.0665846814	-0.0039695792	-0.1705162623	0.0670246477	0.1094671089	-0.0372885628	0.0378070563	0.0136363715	0.0206526616	0.0089751173	0.0850799268	0.0569316461	-0.0032669922	-0.0763461069	-0.0347654921	-0.0124687457	-0.1024024023	-0.1690686488	-0.0055692188	0.0683621837	-0.0393198397	0.218977422	-0.0702513384	0.0788996797	-0.0540183043	0.0139806551	0.0313850921	0.039725864	0.1134561601	-0.088827615	-0.0224048451	0.0526687128	-0.0561308411	0.0290869144	0.1263314778	-0.1240216858	0.009578102	0.0431759003	0.0654760613	0.0091307138	0.0531065094	-0.060521857	0.0345627202	0.0782722437	-0.0074943478	-0.1063110541	0.130997338	-0.1456183051	0.1231814628	0.1038276929	-0.0369167698	-0.0254889155	0.1190702613	0.1151522399	0.1087174221	0.0156622	-0.0119539	0.00024530450884	0.00014289572521	0.0330609	-0.0434094999999999	0.00109302310881	0.0018843846902499	0.0216453	0.0438866	0.00046851901209	0.0019260336595599	-0.000311264	-0.000141827	2.0114897929e-08	9.688527769600001e-08	0.000908782	-0.0002179379999999	8.258847235240001e-07	4.7496971843999946e-08	0.000259061	0.0003074493	9.452507207049e-08	6.7112601721e-08	0.0	0.0	0.0
59501.130405700365	-51.95268262964237	2699.081232416344	3540384519.5561604	87754.53707927547	-424.0506039972242	7700858777.997933	179818.91475041068	55983.7467583117	-20.100760657944196	404.04057902795705	3134179901.0987763	64015.71377014325	57819.465111843216	0.993577	16.806267	0.061921425	0.0266755	0.0416421127	-0.0749652877	-0.0703630203	-0.042304356	-0.0362143991	-0.0305039973	-0.0431181021	0.0481166992	0.0097878164	-0.0590689955	0.0097713432	-0.0769990547	0.0492350493	0.0168812559	-0.0975443351	0.0571127119	-0.0889274227	-0.0408419668	-0.0088849143	-0.1460323413	0.070010844	0.0234552733	0.1054841654	0.0209157286	-0.0417746493	-0.0095828175	0.0389219751	-0.1382069398	-0.045239858	0.0460075334	-0.1783490169	-0.0644206889	-0.0297450859	-0.1023591697	0.0377161601	-0.0118443804	0.0944163198	0.1161970862	0.0184631691	0.0542999333	-0.106300753	0.0009297622	-0.0264813259	0.0365547543	-0.0530980576	-0.1108699544	-0.1062477182	0.0363306763	0.0411268598	-0.0492121765	-0.0437585015	0.0599855234	0.0434772669	0.0857313048	-0.0563745774	-0.0589889826	-0.0454294986	-0.0750780871	0.0191607201	-0.0842742979	0.009111283	-0.0120401803	-0.0176718096	-0.1596808401	0.0821880239	0.0498996703	-0.0564434996	0.0484422256	0.0016752056	0.1053270497	-0.0326711521	-0.0019422803	-0.0970376469	0.046569011	0.0562935444	0.136619587	-0.0873218779	0.1186353847	0.1134348849	0.1049355893	0.0182653	0.0026031	0.00033362118409	6.776129610000003e-06	0.0473445	0.0142836	0.00224150168025	0.00020402122896	0.0084922	-0.0131531	7.211746084e-05	0.0001730040396099	-0.000521695	-0.0002104309999999	4.428120576099998e-08	2.72165673025e-07	0.000786565	-0.0001222169999999	6.18684499225e-07	1.4936995088999997e-08	-4.59235e-05	-0.0003049845	9.301554524025001e-08	2.10896785225e-09	0.0	0.0	0.0
59551.78179812781	50.65139242744772	2565.563554839308	3546414715.331827	88082.93785116117	328.40077188570285	7758603940.491522	107847.06697512545	56006.24566006889	22.498901757186104	506.200580279512	3136699552.935985	64127.76320676197	57542.88369336201	1.0216	17.280264	0.038709065	0.0209852	0.0585872017	-0.1271522424	-0.0211607539	-0.0903318762	-0.0177688843	-0.0161396306	-0.0932144015	0.0429169362	0.0255331569	-0.1086703151	0.0072783734	-0.0423943314	-0.0389979829	-0.0117819039	-0.1433561418	0.0457508402	-0.0355877381	0.0031256489	0.0075398128	-0.0284629811	0.0004566784	-0.0412734553	0.1172329911	0.1403497457	0.0654594155	-0.0474515511	0.0315049457	0.0930823846	0.0588539013	0.0004342511	0.0319526204	-0.0753153451	-0.0112099264	0.0019897531	0.0138425716	0.1584170132	-0.008031126	0.1045193606	-0.033985889	0.0156926157	-0.0392189648	0.077776813	-0.03940554	-0.026104276	-0.0501892157	0.0758254612	-0.0827596508	0.1342350569	0.0479466804	-0.0729916279	-0.0692522786	-0.0200699654	0.0856994275	0.013750277	-0.0858696058	0.0035982942	-0.0301212516	-0.0834046445	-0.0102356257	-0.0905265206	-0.0217289625	-0.1903876722	-0.0267477366	-0.0683701599	0.0613241696	-0.1248875214	-0.1674875012	0.0098582792	-0.0910462954	0.0873236547	-0.0465646867	-0.112097978	0.0121673245	-0.0430102358	0.0423573041	0.0757484863	0.0978021261	0.1181390277	0.1114824189	0.1006644984	0.0156523	-0.002613	0.00024499449529	6.827769000000004e-06	0.0330568	-0.0142877	0.0010927520262399	0.00020413837129	0.0216702	0.013178	0.00046959756804	0.000173659684	-0.000521695	0.0	0.0	2.72165673025e-07	0.000636115	-0.00015045	4.04642293225e-07	2.26352025e-08	-2.37662e-05	2.21573e-05	4.909459432900001e-10	5.648322624399998e-10	0.0	0.0	0.0
59730.26180392047	178.480005792655	31855.11246774616	3567704175.1648803	88411.19151661494	328.2536654537689	7816538785.387566	107750.46888383484	55990.49063061601	-15.755029452877352	248.22095306103284	3134935041.0571	64133.547607640445	58084.49497149422	1.086237	18.373604	0.043180595	0.0234635	0.0759267117	-0.0471516208	0.040625732	-0.140347045	0.0365725756	0.0437106246	-0.0760705198	0.0136190276	0.1500200794	-0.2050281483	-0.0577728212	-0.0047062394	-0.2311657519	-0.1135474483	0.0498292696	0.0395993088	0.1038003208	-0.1549592483	0.0370323156	-0.0317414902	-0.1923120751	-0.1184728742	-0.0120648431	0.0337778519	0.0143590771	-0.1013324702	-0.0699741485	0.02901035	-0.1330083129	-0.0790580059	0.0581519178	-0.0451590444	-0.0422439555	0.0456656928	0.0054758578	-0.1101374979	-0.0139803002	-0.0514442531	-0.0643696784	-0.0639882696	0.0453115184	-0.0674312372	0.1654169643	-0.1423822749	-0.0727261932	-0.1610699178	-0.0196760611	0.0300853106	-0.0254884958	0.0959195798	-0.1505767991	-0.0488854801	0.021917885	-0.0156806582	-0.1749876512	0.1665155489	-0.1090651974	0.0660910961	0.0735676178	0.0192693162	0.1908413725	-0.078597768	0.0493031766	0.0242221717	0.1001733989	-0.0613445218	-0.0972959472	0.0645154442	-0.1230776176	-0.1958688628	0.0308960404	0.0577861475	0.1437518416	-0.1933211468	-0.0874667578	-0.0880179728	-0.0798462752	0.1175814474	0.1092988885	0.0959240631	0.00600092	-0.00965138	3.60110408464e-05	9.314913590440002e-05	0.0330385	-1.8299999999998876e-05	0.00109154248225	3.3488999999995876e-10	0.0196055	-0.0020646999999999	0.00038437563025	4.2629860899999964e-06	-0.000910064	-0.000388369	1.5083048016100005e-07	8.282164840960001e-07	0.000462061	-0.000174054	2.13500367721e-07	3.029479491600001e-08	4.27351e-05	6.65013e-05	4.42242290169e-09	1.8262887720099999e-09	0.0	0.0	0.0
