global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	a_comp_cor_42	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
59044.15839911545	n/a	n/a	3486212641.0598354	87525.27176430171	n/a	7660673197.41487	n/a	55927.6776423085	n/a	n/a	3127905126.4619746	63983.85506341828	59813.82616014582	n/a	n/a	n/a	n/a	-0.0714893263	0.0593184737	-0.029396641	0.0885095099	-0.1001447235	-0.0176811854	0.1740876208	-0.109339521	0.0051570219	-0.042490312	-0.0499720023	0.0770160135	-0.0397460517	0.046468274	-0.0370224279	0.0487795084	0.0032372583	-0.0338026651	0.0267812795	-2.72762e-05	0.0560103014	-0.0263057502	0.0372263903	0.0090685492	-0.0970761694	0.0187188171	-0.0292351252	0.0872015981	-0.0452646047	0.0797236127	-0.1084359982	0.041188395	-0.0955025667	0.0626770882	-0.0752462685	0.1144674034	-0.0832811167	-0.0103038752	-0.0242574291	0.0648571531	-0.0844631749	0.044914872	-0.0511237575	0.0139371288	-0.0223646768	0.0238350428	-0.0180447356	0.0797300136	-0.0242542621	0.0028851505	-0.0392752796	0.0394415567	-0.0907832518	0.0449803405	-0.136866949	0.089451416	-0.047287171	0.0029230602	-0.0271725689	0.1062999501	-0.0061143895	0.1333722297	-0.0759559007	0.0438015218	-0.1680664198	0.1622779927	-0.0644524219	-0.0948657879	0.057073101	-0.0660341939	0.0364081261	-0.0414715532	0.0620839249	0.0496905473	-0.0715007836	0.0013161906	-0.0006677028	0.092165317	-0.0262448108	0.0718830146	-0.0440727971	0.0080974857	-0.0268760211	0.0429864352	-0.0701474339	0.0057011257	0.0987204252	-0.1472517035	0.1068263615	0.1116010257	-0.0353099634	0.0143878497	-0.0150037563	0.1027128742	-0.0369781016	0.0033122743	-0.0829771609	0.0819850391	-0.0048870631	0.0414225979	-0.0302165192	0.0749252232	-0.0251244235	0.0267271909	-0.0633177923	0.0810427089	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	0.074615	n/a	0.005567398225	n/a	0.0481748	n/a	0.00232081135504	n/a	-0.0622567	n/a	0.00387589669489	n/a	0.00169293	n/a	n/a	2.8660119849e-06	0.00076619	n/a	5.870471161e-07	n/a	-0.000387553	n/a	n/a	1.50197327809e-07
58947.38817134556	-96.77022776988451	9364.476982635328	3474794572.223291	86509.23162662867	-1016.0401376730442	7483847156.629689	1032337.5613626586	55853.95173085017	-73.72591145833576	5435.510020362364	3119663923.9521403	63695.63452529557	58564.095273924046	1.276686	21.569078	0.1069858599999999	0.0573252	-0.0976824943	-0.0431041203	-0.032393198	-0.0328784037	-0.1851982285	0.0387327364	0.0025735374	-0.0466570018	-0.1540932201	0.1127153505	-0.1773737991	-0.070474095	-0.1239404122	0.0864624014	-0.0781745022	-0.1090754708	0.0278978085	0.0610320409	-0.0490410912	0.0453417427	0.0167887679	-0.1493590635	-0.0717864474	-0.0445940961	0.0290882955	-0.0389982371	-0.0814110437	-0.083168793	0.0296261619	-0.0423709615	-0.0737913373	-0.145255566	-0.0282149888	-0.0400857131	-0.1097628947	-0.0793400052	-0.072353117	0.0278750617	0.0782126767	-0.0357489076	0.1333156762	0.0403220185	-0.0221007186	0.0497909696	-0.0768012328	-0.0721654854	-0.098064859	0.1166076283	-0.0992395884	0.0632990594	0.0703781112	0.1016929922	-0.0521359077	-0.0803588099	-0.0158169846	-0.0751371559	0.0812712196	-0.0326328366	-0.0101064398	-0.0732674881	0.0310284936	-0.0456249856	-0.0679015247	0.0277587861	-0.0373969284	0.123511435	-0.1400731056	0.084888357	0.0387849218	-0.0208518881	-0.0728600987	-0.0501577001	0.0591010584	-0.1436996914	-0.0015249986	-0.0049620346	0.0649617788	-0.0301677763	0.1351972282	0.1171576828	-0.1260764494	-0.1983658074	-0.1363440512	0.1012043238	0.0064863038	-0.1024342952	-0.033692995	0.0694686079	0.0407347159	-0.0606347313	0.0188347604	0.0657747052	-0.0326602137	-0.067048585	-0.1414892938	0.0974934155	-0.1637997403	-0.116839708	-0.0227681211	0.0311991534	-0.019034627	-0.0211915251	-0.007028707	0.0422822255	0.0244695461	0.0499217228	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.0729182	-0.0016967999999999	0.00531706389124	2.879130239999994e-06	0.00508024	-0.04309456	2.58088384576e-05	0.0018571411015935	-0.0509082	0.0113484999999999	0.00259164482724	0.0001287884522499	0.00125654	-0.00043639	1.9043623210000007e-07	1.5788927716e-06	0.000278813	-0.000487377	7.7736688969e-08	2.3753634012900005e-07	-0.0002944	9.3153e-05	8.677481409000001e-09	8.667136e-08
59215.74513943883	268.3569680932705	72015.46232421263	3506504472.418974	86769.59140243282	260.35977580415783	7528961992.145144	67787.21285679133	55836.84407880892	-17.107652041246183	292.6717583643547	3117753156.681219	63713.99632690542	58822.69733534844	1.402502	23.694691	0.05917386	0.0279928	-0.02910109	-0.0779793024	0.0383840613	-0.0433747217	-0.0220766532	0.0909459162	-0.0553628781	0.0113892152	-0.0535846946	0.1478132973	0.0851979616	0.0048504392	-0.0065285129	-0.0228584688	-0.1506394021	0.1689442148	0.0121510002	0.0992488008	0.0494110855	-0.1077425175	-0.0125051261	0.0494017081	-0.0905296825	0.0325490377	-0.0389683025	0.0100452673	0.0242369548	-0.0580778477	-0.1274740159	0.0594311372	0.0365831435	-0.0191880979	-0.0115080591	-0.0017850217	0.0541886743	-0.1384033066	0.0690211447	0.0325314564	-0.0186427905	-0.0309427091	0.0368033474	-0.0549222714	-0.058769526	0.0121442406	-0.0087335418	0.0796391834	0.0284521765	-0.0356798038	0.0177173703	0.0253526434	-0.1351156137	-0.0323522752	0.0244959782	-0.0078570707	0.1504772951	-0.0019113673	-0.0080425685	0.0538013269	0.0190196829	0.0175043867	0.0177124354	0.0822594112	-0.0046260204	0.0506613249	0.0925878736	0.005185212	-0.1184816246	0.0561135081	-0.0858758251	0.0686049346	0.0440867545	-0.0394331183	-0.047355006	0.0143571765	0.0767469964	-0.1950752533	-0.070840344	0.0404677283	0.0224437418	0.0448490125	-0.0414539317	0.0924838129	-0.0413653152	0.0427752242	0.1899515486	0.0364714544	-0.06808701	-0.01040741	-0.0067500661	0.1088238074	0.1303806423	-0.0066984905	-0.0050010639	0.0464827904	-0.018369788	-0.033162649	-0.0426060654	-0.0473106421	-0.0726537099	0.0098017192	0.0634023412	0.0301339441	0.0330424642	0.0636800228	-0.1316592192	-0.0989007046	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	0.0772618	0.0043436	0.00596938573924	1.8866860960000025e-05	0.0228505	0.01777026	0.00052214535025	0.0003157821404676	-0.0570498	-0.0061415999999999	0.00325467968004	3.771925055999996e-05	0.000939261	-0.0003172789999999	1.0066596384099999e-07	8.822112261210001e-07	-3.43341e-23	-0.000278813	1.1788304228100003e-45	7.7736688969e-08	-0.000316676	-2.2276e-05	4.962201760000001e-10	1.00283688976e-07
59343.17819351531	127.43305407647858	16239.183271258717	3521612798.1073112	87155.04203990228	385.450637469461	7596001352.977135	148572.19392561392	55943.66022529987	106.8161464909499	11409.68915117607	3129693119.4037986	63724.04265668044	59829.90414624197	1.261705	21.315977	0.119558013	0.0642546	0.0546581146	-0.0456167035	0.0288170367	0.0183265565	0.0773970453	-0.0194512033	-0.0332203736	0.0039204466	0.0599390944	-0.0329865953	0.1156974844	0.0691966588	-0.0327528541	-0.0841450361	-0.0021990364	0.0886766534	-0.0219716673	0.0015565092	-0.0163892605	0.0339882302	-0.001044685	-0.0433906118	-0.0002090641	0.1891911974	-0.0058360466	-0.1230158996	0.0555151328	0.2294082301	0.1386674642	0.0234851105	-0.1503839112	-0.0434975108	0.0594177179	-0.0930348389	0.0841689893	-0.118551299	-0.0373685897	0.144447749	-0.0164707816	0.0181062058	0.0383554128	-0.0858357334	-0.0202368309	-0.0274941456	0.1035786343	0.0289140578	-0.0578961484	0.0019904452	-0.0287412943	0.0238904904	-0.0162788196	-0.0068033864	0.0094461139	-0.0395601581	0.0635432054	-0.0461302186	0.0491404577	0.0444637222	-0.0568559104	0.0059830265	-0.0074887358	-0.0789202566	0.0307576576	0.0243061847	0.0102389896	-0.0140127767	0.0484441941	-0.0506415979	0.0255758558	0.0041036743	0.0119777123	-0.0411435259	0.0943850437	0.1278423378	0.0997428395	-0.1765694032	-0.0227529557	-0.1786797068	0.1050640363	-0.0697755284	0.186758619	-0.0280566386	0.0495651662	-0.091759267	-0.0490617815	0.0256557705	0.0123104093	0.0780972609	0.0777548807	-0.1712281738	0.09467598	-0.104166902	-0.1126452635	0.0198011942	0.1149451209	-0.011126889	-0.0448151069	-0.0174316794	0.021886762	-0.0798001765	-0.0313143209	-0.1118851617	-0.0294836123	-0.0207822554	0.0843618683	-0.0851555365	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.0538142	-0.0234476	0.00289596812164	0.00054978994576	0.00502318	-0.01782732	2.5232337312400005e-05	0.0003178133383824	0.000444413	0.0574942129999999	1.97502914569e-07	0.0033055845284893	0.00123054	0.000291279	8.484345584099999e-08	1.5142286916e-06	6.26526e-05	6.26526e-05	3.92534828676e-09	3.92534828676e-09	-0.00025483	6.1846e-05	3.824927716e-09	6.49383289e-08
59189.44120406141	-153.7369894539006	23635.061926348742	3503389950.0490427	86787.39079041124	-367.6512494910421	7532051200.207558	135167.4412523245	55988.42078664247	44.76056134259852	2003.507851704525	3134703262.1821384	63932.9549095357	59544.75196832949	1.26233	21.326546	0.138492928	0.0710898	-0.0138501729	-0.0738451205	0.0673291173	0.0981391573	0.0559358183	0.0731713905	-0.0434569182	-0.1481280351	0.0301612398	0.0909593387	-0.0051688025	-0.0481484928	0.1196769628	-0.0128128566	0.0598392385	-0.0210870263	-0.0517804381	0.0394473376	-0.0795256375	-0.0733582114	0.0441991285	0.0226252548	0.0712994095	-0.0650713618	0.0338068491	0.0989264518	0.0370757525	0.0255183717	-0.0419093195	-0.0076488551	0.0927660054	0.0153126237	-0.0699840037	0.0141316738	0.0954536488	0.0927595576	0.0404503554	0.0285718959	0.0426788287	0.0829540399	-0.0049003407	-0.0289262306	-0.0425235764	0.0278900317	0.0003991646	-0.0154772111	0.0316751602	0.0561687171	0.0357609305	-0.0072814648	-0.0820790188	0.0514859519	-0.0342483375	-0.0089764239	-0.0466404655	-0.094351434	-0.0373974637	0.0392132655	0.0590659121	0.0119919481	0.1266078801	-0.019295759	0.0205612024	0.1051882641	0.0367054908	0.1048011925	-0.0498067258	0.0352153667	-0.1347120661	0.0144701055	0.0353265886	0.037335645	-0.093610394	-0.0894336733	-0.0070415609	0.0095369847	-0.1218085761	0.0850517713	-0.0803465963	-0.0700086257	-0.0518295192	-0.0036373116	0.0712130316	-0.0543731483	-0.0599058548	-0.0196314334	-0.0213074243	0.0012942318	-0.0540469878	-0.0272877281	0.006514508	-0.1468999354	0.1074827645	0.1832893769	-0.0638561685	0.0195563151	-0.0129242316	0.0408465323	0.0108655212	-0.0139619023	0.0531834153	0.1685893431	0.036642003	-0.0014270514	0.073651381	-0.0041816448	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	0.0681725	0.0143582999999999	0.0046474897562499	0.0002061607788899	0.0554408	0.0504176199999999	0.0030736823046399	0.0025419364064643	-0.0429789	-0.043423313	0.00184718584521	0.0018855841118959	0.00109205	-0.00013849	1.9179480100000002e-08	1.1925732025e-06	-2.02073e-05	-8.28599e-05	4.083349732899999e-10	6.86576302801e-09	0.000129694	0.000384524	1.4785870657600005e-07	1.6820533635999998e-08
59179.4590486896	-9.98215537181386	99.6434258670323	3502208373.295529	87141.90504758754	354.514257176299	7593711615.322762	125680.35854126306	55829.48997790404	-158.930808738427	25259.001966250464	3116931951.192888	63711.7062528696	59338.92277293358	1.194275	20.176788	0.0814097399999999	0.0434181	-0.0511767303	-0.0432760399	0.0704676976	0.0645852481	-0.0042738693	0.0885969627	0.0595290053	-0.1337061728	-0.0741160137	0.0015486279	0.1497367802	-0.0414466939	0.0399691059	-0.0571514012	-0.0174177074	-0.0255351613	-0.0765722907	0.0894498471	0.0139115912	0.1794099126	-0.0250257638	0.0354974913	-0.1668562124	0.0057676773	0.0479871765	0.0605390594	-0.02495202	-0.1057784534	-0.0812585658	-0.0165417022	0.002776977	0.0214296414	-0.0196627585	0.0881378423	-0.0333177067	-0.0715045943	-0.1503713077	0.0090465182	-0.0330471133	-0.0463139816	0.1023390989	0.0041188748	-0.0457173246	0.012673042	0.0342259058	-0.0453638285	0.0402523355	-0.0190133715	-0.1102437359	-0.1016663907	-0.0397024972	0.0229357872	-0.0970632057	-0.0708511679	-0.1113910079	0.0682365532	-0.1424237688	0.0475670867	0.0369578836	0.0246917647	-0.0216849159	-0.0041656315	0.077184979	0.0454720685	-0.0049510586	0.1343082323	0.0109906163	-0.0421705934	0.1106948186	0.1639121343	0.0176644625	-0.0892076285	-0.1320315203	-0.0765009498	0.0718704327	-0.0023840676	-0.1321892197	0.0112048271	-0.0488577263	0.1272604377	-0.0027017371	-0.0097753132	-0.1312768532	0.0206995661	0.1084519482	0.0181178456	0.0562084078	0.0609373273	0.026810536	-0.0886131885	0.0854990294	0.0521662762	0.0217967413	-0.087555097	0.0492167488	-0.0429122625	0.0813689551	0.0804895014	0.0424607557	0.0122101945	0.0036198214	0.0390500022	-0.1601807592	0.005859124	0.0232719542	0.0527224362	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	0.0538359	-0.0143365999999999	0.00289830412881	0.0002055380995599	0.0190262	-0.0364146	0.00036199628644	0.0013260230931599	-0.0274282	0.0155507	0.00075230615524	0.00024182427049	0.00139241	0.0003003599999999	9.021612959999997e-08	1.9388056081e-06	-1.84105e-05	1.7967999999999997e-06	3.3894651024999995e-10	3.228490239999998e-12	0.000129694	0.0	0.0	1.6820533635999998e-08
59114.41302162901	-65.04602706059086	4230.985636367118	3494513826.8917413	87296.94306672434	155.03801913680218	7620756268.794911	24036.78737786344	55819.883404356064	-9.606573547978767	92.2862553327254	3115859383.2759056	63656.39070570764	59280.99417559532	1.188949	20.086792	0.106732515	0.0752008	-0.1000258506	0.0147250694	0.0252845457	0.0138383802	-0.0959072712	0.0813062905	0.0345657132	0.0409862358	-0.0642239444	0.0685665655	0.0253057504	-0.0458743327	0.0005725632	-0.1056472932	-0.138750766	-0.0672470728	-0.0114124407	0.1266374553	-0.070973651	0.1060994901	0.098836637	-0.1076689233	0.0271232953	0.1040357878	-0.0415134189	0.0254814129	0.0490932145	-0.074832964	-0.0386765996	-0.0432926276	0.0163300374	0.0052965946	0.0469276376	0.0153970052	0.094820827	-0.0361093571	0.0103732198	-0.0015304148	0.0971611833	-0.0249317	-0.1091119662	0.036448721	0.106781645	-0.1323097925	0.0802777894	0.0383393433	-0.0095212536	0.0433988242	0.0189917145	0.0790665196	-0.0600773291	-0.0304903997	0.0102466383	0.0308975738	-0.1065449769	0.0252518453	-0.0372532277	-0.0179691971	-0.0117026614	0.0524724665	-0.0153056808	-0.142773001	-0.0724006633	-0.0050135912	0.0795908032	0.084354098	-0.0506564353	0.0955441974	0.023483376	0.0126363365	0.0249460686	-0.0578398285	0.0239476603	-0.1304667281	0.044740563	-0.0727153327	-0.0104256255	-0.0046768959	-0.0630495573	-0.0509410718	0.0996266605	0.0002043072	0.0544553054	0.0382026969	0.0603816504	-0.0733177471	-0.0609887476	-0.0543173507	0.0473518123	-0.0220555343	-0.1173185925	-0.0685731766	0.0184524611	0.0592099666	-0.0592165772	-0.0030723638	0.1186471822	0.041455429	0.1837129965	0.0514678633	-0.1113466702	-0.0718025356	0.0070239591	-0.0719601152	-0.0279356326	-0.0039290866	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.0743048	0.0204689	0.00552120330304	0.00041897586721	0.0190112	-1.5000000000001124e-05	0.0003614257254399	2.2500000000003368e-10	-0.00575951	0.02166869	3.31719554401e-05	0.0004695321263161	0.000103056	-0.001289354	1.662433737316e-06	1.0620539136e-08	-2.0655e-05	-2.244500000000002e-06	4.2662902500000006e-10	5.037780250000009e-12	0.000129694	0.0	0.0	1.6820533635999998e-08
59263.85679944522	149.44377781621006	22333.44272798076	3512204722.745149	87801.25255115025	504.3094844259031	7709059949.550868	254328.05608192016	56011.67401883417	191.79061447810815	36783.63980189032	3137307626.392143	63710.28865178776	59584.41123728905	1.168213	19.736479	0.170836319	0.0829942	-0.0750395245	0.0201637298	0.0145189599	0.0187255377	-0.0414524943	0.028026437	0.1135532234	0.0136382425	-0.0980978772	-0.1319337138	0.1619449513	-0.0767315474	-0.0223849317	-0.0515306676	0.01480221	-0.0906884123	0.011120891	0.0176041044	-0.1324154708	-0.0269724656	-0.0941121268	0.117422036	-0.0203246784	-0.0423222116	-0.0092962357	-0.0915147896	0.0552591969	0.0609922046	-0.0152603515	-0.0995505386	-0.0372737823	0.0017547154	-0.1268500206	-0.1372455697	-0.0412314826	0.0517156942	0.054958383	-0.1215789866	0.0118587696	-0.0630905098	-0.0460947176	-0.0667071642	0.0801822464	-0.0167026937	-0.0871966961	0.0049460186	-0.0208274492	-0.0043019956	-0.0860443177	0.0103842061	0.0253428036	0.029423669	0.1011241332	0.0378164767	-0.0821725044	0.0765008285	-0.0107568065	-0.014202913	0.0091505622	-0.0078091985	-0.1486749228	-0.0046905151	-0.0217206152	-0.0953297436	0.0093754566	0.0373069019	0.0985953396	-0.0885829795	0.0917147983	0.0758669731	-0.0378304933	-0.0629034108	0.1202340937	0.1619737145	-0.017365894	-0.1456655081	0.016137894	0.0203870933	-0.0579757551	-0.0630315232	-0.0050567551	0.0036125859	-0.0553253487	0.074329549	-0.024387507	-0.0099034121	-0.1007982386	0.1191994406	-0.0863645983	0.143634909	-0.1136307472	0.0973601625	0.1046570961	0.0836475068	0.1404529743	0.0939702778	0.1340022147	-0.0109261272	-0.0378527531	-0.0148745284	-0.0190581064	-0.011735037	-0.0363633426	-0.0496565868	0.094887494	-0.0699034209	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.0329562	-0.0413486	0.0010861111184399	0.00170970672196	-0.0333419	-0.0523531	0.00111168229561	0.00274084707961	0.0376504	0.04340991	0.00141755262016	0.0018844202862081	0.000244386	0.0001413299999999	1.9974168899999997e-08	5.9724516996e-08	0.000385045	0.0004057	1.4825965202499998e-07	1.6459249e-07	2.22982e-06	-0.00012746418	1.6247117183072398e-08	4.9720972324e-12
59125.54023023673	-138.31656920848764	19131.47331760635	3495829507.517342	87076.62342223126	-724.629128918983	7582338346.617074	525087.3744778842	55837.82851628262	-173.84550255155045	30222.25875740113	3117863093.4137845	63675.67610587408	58952.142502536975	1.242144	20.985516	0.162177209	0.0789296	-0.107996099	-0.0050046308	-0.027901923	0.0455898912	-0.0459365016	0.0419006447	0.0525003608	0.0368214086	-0.0703840178	0.1325141171	0.0249574055	-0.0249030174	-0.0192213135	0.0676747354	-0.1362619519	-0.0316207	0.0946059461	0.0194533844	0.0367818808	-0.0480056161	-0.061474803	-0.1234266387	-0.0379588015	-0.0508736063	0.1172345337	-0.0687435738	0.0365803572	0.0552203304	-0.0605753203	0.095247526	0.0785043783	0.0106665477	-0.0850625118	-0.0449794386	-0.022691466	-0.1040344466	-0.1542866681	0.0662589402	-0.0093548348	0.1191796533	0.0295673894	0.0563462708	-0.0133438301	-0.0391918449	0.0559103568	-0.0180212978	0.077761161	-0.0951168719	0.0156773255	-0.0436475578	0.015602086	0.0240803331	-0.0295850306	0.0079091562	0.0646633406	0.0032499951	0.024154938	0.0398161918	0.0237178584	-0.0283790167	-0.0448919401	-0.0402749337	0.0661296215	-0.0290328106	0.0167072774	0.0131894841	-0.138294419	0.1258960657	-0.0567946886	-0.0748342741	-0.1211630345	-0.0413271845	0.024517824	0.0338075071	0.0261893291	0.013028963	0.0249982038	-0.044545046	0.0181088015	0.0366678834	-0.1684641843	0.0145897289	0.1256443063	-0.0807699153	0.0742016933	-0.0119538316	0.0466327166	0.1066758821	-0.0080995316	-0.0298847942	0.0901561026	-0.0697603152	-0.0461055911	-0.0563342067	-0.0129151691	-0.0111463672	-0.1483517666	0.0690806291	-0.0062550988	-0.0466902125	-0.0673082959	0.0308881202	0.0189922577	-0.0267643597	-0.0428498943	-0.0703137666	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	0.053836	0.0208798	0.002898314896	0.00043596604804	0.0174957	0.0508376	0.0003060995184899	0.0025844615737599	-0.012296	-0.0499464	0.000151191616	0.00249464287296	0.000103056	-0.0001413299999999	1.9974168899999997e-08	1.0620539136e-08	-0.000100189	-0.0004852339999999	1.0037835721e-08	2.3545203475600001e-07	0.000185934	0.00018370418	3.3747225749472414e-08	3.4571452356000004e-08
59158.092750117146	32.552519880417094	1059.66655056495	3499679937.831463	87184.42069803542	107.79727580415783	7601123212.452027	11620.252670797672	55913.939716172135	76.11119988951395	5792.914748621549	3126368654.583732	63820.31898710113	59191.07450481157	1.235557	20.874218	0.05210074	0.0303954	-0.0030870817	-0.0554480549	-0.0942708857	0.1114293431	0.018454639	-0.0843018922	0.0596313375	-0.0902820338	0.021973095	-0.0129381364	0.0393670399	0.0780791721	0.0427866591	-0.0190335234	-0.0787583976	0.0542226451	0.0248235109	-0.0386012519	0.1058526063	-0.0214567343	0.1061802164	-0.063522889	-0.1168874938	-0.0197128854	0.0544977415	0.0505658273	0.0182503436	-0.0733465033	0.0152228359	0.0193762914	0.0498994853	0.0406993178	-0.0081597729	0.0897270442	-0.0553899307	0.0505562569	0.0215748696	-0.0526649944	-0.017960312	-0.0472506873	0.0262835045	-0.0338683689	-0.0801627758	-0.0463496032	0.0262512533	-0.0407217083	0.039270915	-0.0188102066	-0.0367565589	0.1880356001	-0.0277678127	0.0474968727	0.0292081305	-0.0573242664	-0.0175814262	0.0299530753	0.0877308813	-0.1330039625	-0.0658565904	0.0410225827	0.0374656814	-0.0940736074	0.1432437062	0.034297	-0.1190008954	-0.0031056674	-0.0473201901	-0.0180039639	-0.0308790773	0.027234814	0.0963535716	0.0074377558	0.0204073363	-0.0971823691	-0.021196735	0.0869313241	-0.0610329242	-0.1309067193	-0.1350190527	0.0417494258	0.0021497155	0.0734922642	-0.0963595899	-0.0707980067	0.05567562	0.0142899574	0.1019469602	-0.0176022222	-0.0145339186	-0.0321613629	0.0153808764	0.0247275077	0.0676180286	-0.069095672	-0.0244330795	-0.0665061654	-0.0025791309	-0.0121285874	-0.0244037507	0.0852749735	-0.0101489379	0.0134470079	0.191916661	0.0553056186	0.022654176	-0.0830965393	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	0.0538203	-1.5700000000000436e-05	0.00289662469209	2.464900000000137e-10	-0.00553374	-0.0230294399999999	3.06222783876e-05	0.0005303551067135	-0.0122796	1.6399999999999748e-05	0.00015078857616	2.689599999999917e-10	0.000267472	0.000164416	2.7032621056e-08	7.154127078399999e-08	0.000259939	0.000360128	6.7568283721e-08	1.29692176384e-07	0.000129694	-5.624000000000002e-05	3.162937600000002e-09	1.6820533635999998e-08
