onset	duration	trial_type	identifier	response
4.000004	9.973932	experimental_trial	2.mov	n/a
16.00029	9.966465	attention_check	f1.mov	Friendly
32.03954	9.980062	experimental_trial	22.mov	n/a
44.03973	9.970847	experimental_trial	29.mov	n/a
56.03995	9.970466	experimental_trial	8.mov	n/a
68.04023	9.973475	experimental_trial	45.mov	n/a
80.04052	9.967858	experimental_trial	4.mov	n/a
94.04089	9.971972	experimental_trial	14.mov	n/a
106.0412	9.971301	attention_check	f3.mov	Friendly
122.0457	9.979365	experimental_trial	39.mov	n/a
134.046	9.969014	experimental_trial	40.mov	n/a
148.0462	9.970702	experimental_trial	11.mov	n/a
160.0465	9.975401	experimental_trial	3.mov	n/a
174.0468	9.970692	experimental_trial	46.mov	n/a
186.0471	9.970754	experimental_trial	10.mov	n/a
198.0474	9.969791	experimental_trial	38.mov	n/a
210.0476	9.969925	experimental_trial	28.mov	n/a
222.0479	9.966521	experimental_trial	15.mov	n/a
234.0482	9.966311	experimental_trial	30.mov	n/a
246.0484	9.973537	experimental_trial	13.mov	n/a
258.0487	9.964347	experimental_trial	6.mov	n/a
270.049	9.967327	experimental_trial	23.mov	n/a
282.0493	9.966172	attention_check	a1.mov	Adversarial
300.0834	9.972816	experimental_trial	21.mov	n/a
314.0836	9.975093	experimental_trial	25.mov	n/a
326.0839	9.967734	experimental_trial	49.mov	n/a
338.0842	9.969776	experimental_trial	42.mov	n/a
350.0844	9.971256	experimental_trial	26.mov	n/a
