onset	duration	trial_type	identifier	response
4.000139	9.973068	experimental_trial	49.mov	n/a
16.00059	9.966635	experimental_trial	45.mov	n/a
28.00087	9.969893	experimental_trial	28.mov	n/a
40.00112	9.97004	experimental_trial	36.mov	n/a
52.00158	9.966752	experimental_trial	48.mov	n/a
66.00175	9.970088	attention_check	f1.mov	NoResponse
82.0215	9.969863	experimental_trial	38.mov	n/a
94.02179	9.967028	experimental_trial	3.mov	n/a
106.022	9.965707	experimental_trial	4.mov	n/a
118.0222	9.970118	experimental_trial	11.mov	n/a
130.0225	9.968041	experimental_trial	37.mov	n/a
144.0228	9.967008	experimental_trial	46.mov	n/a
156.0231	9.973999	experimental_trial	42.mov	n/a
168.0233	9.966736	experimental_trial	18.mov	n/a
180.0236	9.966417	experimental_trial	31.mov	n/a
192.0239	9.967095	experimental_trial	25.mov	n/a
204.0241	9.965761	experimental_trial	35.mov	n/a
216.0244	9.968927	experimental_trial	16.mov	n/a
230.0247	9.969173	experimental_trial	1.mov	n/a
244.025	9.968119	experimental_trial	21.mov	n/a
256.0255	9.966856	experimental_trial	27.mov	n/a
268.0257	9.96818	experimental_trial	19.mov	n/a
282.0259	9.967281	experimental_trial	41.mov	n/a
294.0262	9.965844	experimental_trial	7.mov	n/a
306.0265	9.968859	experimental_trial	2.mov	n/a
318.0268	9.965832	attention_check	f3.mov	Friendly
334.0498	9.973796	experimental_trial	9.mov	n/a
346.0501	9.967602	attention_check	f2.mov	Friendly
