global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12
63038.14202064857	n/a	n/a	3973807349.415459	104021.31086594988	n/a	10820433114.270584	n/a	60591.640534099846	n/a	3671346902.613572	n/a	73387.93846871135	62062.75274513128	n/a	n/a	n/a	n/a	-0.1302196675	0.0885636754	0.1305674871	0.1692074114	0.0215898341	-0.0082024875	-0.097140202	-0.0382255507	-0.0133139589	0.0745249555	-0.029366959	-0.04986032	0.0480906156	-0.0473761805	0.0052644628	-0.0182036335	0.0632857968	-0.0319741053	-0.0870106598	0.0885411484	-0.018386139	0.1756588207	-0.0414137843	0.1777765574	-0.0106291244	0.2536832978	-0.0403500937	0.0373635365	-0.0640470923	-0.0297562253	-0.0186903025	0.109348978	-0.0128084649	0.1319459211	-0.0825073292	0.1501604569	-0.1427607904	0.0877379958	-0.0722270498	0.0243270644	-0.0293618181	0.0638736937	-0.0441978115	0.0451021098	-0.026580687	-0.0286945117	-0.0067576489	-0.0745404131	0.0331568981	-0.0145939936	0.0123734053	-0.0304354245	0.0674673536	-0.0177631574	0.1341747657	-0.0096781373	0.0725447419	-0.0809350341	0.0366048219	-0.1154714403	0.1434414857	-0.1571904471	0.1214374562	-0.0342411513	0.0039135132	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0377891	n/a	0.00142801607881	n/a	-0.0822216	n/a	0.00676039150656	n/a	0.0136267	n/a	0.00018568695289	n/a	0.000292816	n/a	8.5741209856e-08	n/a	-0.000746294	n/a	n/a	5.56954734436e-07	-0.00175816	n/a	3.0911265856e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62931.84710490708	-106.29491574149142	11298.609112490762	3960417380.035401	104337.38902479116	316.0781588412792	10886290748.51061	99905.40249649294	60652.59591931997	60.95538522012066	3678737391.752309	3715.558987333304	73531.27204361858	62186.1993407685	1.27196	35.07209	0.19262575	0.100629	-0.111433787	0.0873747202	-0.0652771426	0.1229138281	-0.0020553346	-0.0390420409	0.0597574368	-0.1126937561	0.0561127815	0.020559778	-0.044568725	0.0137977791	0.031820974	0.0914056486	-0.0985184942	-0.02740744	-0.0212402278	-0.1300948283	-0.0064517034	-0.0022613027	-0.0978072127	0.1394839117	-0.1539188681	0.052075228	0.0268505799	-0.0729935474	0.0210969808	0.0438205292	-0.0787514984	-0.1509264807	-0.1699205269	0.0853556953	0.0161610425	-0.0093991349	-0.0682862062	-0.0694907016	0.013350959	0.0887665643	-0.0579276007	0.0248265891	0.0224318453	0.1377222335	-0.1202329215	0.0272821264	0.0051436729	-0.0199780328	0.0027689989	0.0363643311	0.002192945	-0.1395162512	0.0486171849	-0.0886048929	-0.058540277	0.0076492861	0.0121857956	0.0068318635	-0.0824377907	-0.0174420039	-0.0472112874	-0.0550493452	-0.0202041456	0.0193027162	-0.0021031655	-0.1978210047	0.0091946912	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0378414	-5.229999999999818e-05	0.0014319715539599	2.7352899999998093e-09	-0.0357483	0.0464733	0.0012779409528899	0.00215976761289	-0.0751445	-0.0887712	0.00564669588025	0.00788032594944	-0.000210515	-0.000503331	4.431656522500001e-08	2.53342095561e-07	-0.000594326	0.000151968	2.3094273024000013e-08	3.53223394276e-07	-0.00126688	0.00049128	1.6049849344e-06	2.413560384e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63052.15286860654	120.30576369946355	14473.476779311166	3975573981.366128	103778.93562664372	-558.4533981474378	10770067479.799065	311870.1979024207	60721.2357483294	68.63982900943665	3687068470.804197	4711.426126444701	73475.38542632962	64248.22530832599	1.385098	38.191677	0.12939985	0.0715186	0.0137489084	0.057418252	0.0127080596	-0.1079166573	-0.0423960227	-0.0501529687	0.0430504066	0.0947810898	-0.0846260967	0.0548756625	-0.0845862687	0.0074130508	0.028036306	-0.0395353336	0.0112010864	-0.0107726278	-0.0783824087	0.0130275518	0.0434104434	0.0828497301	0.0569226318	0.0504235697	0.014401395	0.0763521646	0.0164339627	0.0666020276	-0.0651080573	-0.0624822622	-0.094454827	-0.0502976323	0.0103862386	0.0152531299	0.0154538332	-0.0091695691	0.0124952251	-0.1165477215	-0.0575132029	-0.1791321694	-0.0514831612	-0.0139485155	0.0539570091	0.0137229027	-0.0240835014	-0.0249759808	-0.0067807107	-0.084738764	0.0262440559	0.0641220355	0.0625740531	0.0717898713	-0.0325010964	0.0780845255	0.0398156555	0.0067442075	-0.0046795266	0.0789689398	0.0634394231	0.1292181697	-0.0017997014	0.0979454757	0.0329934242	-0.1165651659	-0.0236735751	-0.0080969645	0.0253199365	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0378253	1.609999999999806e-05	0.00143075332009	2.5920999999993747e-10	-0.0521738	-0.0164255	0.00272210540644	0.00026979705025	-0.0350852	0.0400593	0.0012309712590399	0.00160474751649	0.00103433	0.001244845	1.0698385489e-06	1.5496390740250002e-06	-0.000384332	0.0002099939999999	4.4097480035999994e-08	1.47711086224e-07	-0.00127002	-3.1400000000000004e-06	1.6129508004e-06	9.859600000000002e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62817.102345446256	-235.0505231602874	55248.74843792481	3945988347.0782695	103560.55603148206	-218.37959516166305	10724788765.549736	47689.64758297183	60778.49769555817	57.26194722876971	3694025782.12897	3278.930600430408	73327.96073457792	62069.29110432805	1.266028	34.908531	0.16531758	0.0740215	-0.0443673222	0.014051074	0.1288136226	0.053481427	-0.0113206103	0.0373043466	-0.0614539553	0.0266186623	0.0238837309	0.0875667657	-0.094055228	-0.0075824316	-0.0600709337	0.1108267377	0.1106646624	-0.0473199975	-0.0042045677	-0.0609667812	0.0050837033	-0.0169383262	-0.0386702929	0.0420502745	0.0516039826	0.0283037243	-0.1350805121	-0.0407076859	-0.0259042096	-0.1700771829	-0.0405060322	0.0498608281	0.1279071675	0.1376965805	0.1235851297	0.0809712826	0.0161693854	-0.0249213176	0.0129099004	-0.0467757371	-0.0758291163	0.0534283985	0.0177690797	0.0025551082	0.130890041	0.0788951262	0.0551995032	-0.0038787021	0.0555644561	-0.0651153815	0.1251289225	-0.0003396684	-0.0275014399	-0.0386010703	-0.1769691387	0.0011368848	-0.043795354	-0.0936397959	-0.0141488418	-0.0802539842	0.0542542387	0.0830005689	0.0091514206	-0.1006105191	0.2276009749	-0.0052493814	0.0995358546	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00228492	0.0355403799999999	5.220859406400001e-06	0.0012631186105443	-0.0138225	0.0383513	0.00019106150625	0.0014708222116899	-0.0162319	0.0188532999999999	0.00026347457761	0.0003554469208899	0.0002946	-0.00073973	8.678916000000002e-08	5.472004729e-07	-0.000815794	-0.000431462	1.8615945744400002e-07	6.65519850436e-07	-0.00098976	0.00028026	9.796248575999998e-07	7.854566760000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63002.082327689175	184.9799822429195	34217.59383059081	3969262377.6249247	103421.34618415456	-139.2098473274964	10695974846.542742	19379.381592944854	60594.85062893082	-183.6470666273526	3671735922.742438	33726.24508083129	73375.69410704623	62802.79685676199	1.293671	35.67075	0.22010035	0.140196	-0.004394274	0.0210703657	0.0312611464	-0.0781382678	0.0589488616	0.017390979	-0.0977207404	-0.0457835256	0.012795724	0.0252249724	-0.0210365183	0.0337459536	-0.025445492	-0.01647147	0.0160615266	0.0219350169	0.0389480386	0.0956822489	-0.0862052852	-0.0467201721	-0.0303331459	-0.0611034608	-0.1317975044	0.0487362157	0.0410938587	0.0720346382	0.0735101741	-0.1285384697	0.0793658273	0.0283723031	0.0842147728	-0.0188230847	-0.0125436695	0.020373531	-0.1135261582	-0.028155724	-0.0249592229	0.0801828069	-0.0503429148	0.0431156994	-0.0676366633	-0.1266379324	0.0571692108	-0.0530314361	-0.0166947465	-0.0015894275	0.0095979129	-0.111745264	-0.0190354315	-0.0506232187	-0.0164747461	-0.0063546295	0.134343092	-0.0611390523	0.0882640312	-0.0233687061	0.0177739237	-0.0681566634	0.0546860416	0.0460195985	-0.0611727336	0.0629364728	-0.0488634868	0.0748108467	-0.0075414703	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0394787	-0.0371937799999999	0.0015585677536899	0.0013833772706883	-0.00107233	0.01275017	1.1498916289000002e-06	0.0001625668350289	-0.136212	-0.1199801	0.018553708944	0.01439522439601	0.0011242	0.0008295999999999	1.2638256399999997e-06	6.882361599999998e-07	-0.000716128	9.9666e-05	9.933311556e-09	5.12839312384e-07	-0.0009155	7.425999999999993e-05	8.3814025e-07	5.514547599999991e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63040.00599274215	37.92366505297832	1438.2043710504893	3974042355.564967	104919.942460164	1498.5962760094408	11008194325.844126	2245790.798469364	60635.336228626176	40.48559969535563	3676643999.558546	1639.08378269258	73413.18028479148	63759.92604393951	1.18312	32.62249	0.20381732	0.143605	0.0246862247	0.1122601142	-0.1241451589	-0.0417168572	0.001390451	-0.1008241236	0.0742352391	-0.0827644797	-0.0873339766	0.0507100438	-0.0335452356	0.0094111645	0.1097953959	0.0282622276	-0.0089833575	0.0657246588	-0.0219521734	0.0646775517	0.0607368025	-0.1937621026	0.127638564	-0.0948595469	0.0897301815	-0.0264740201	-0.0741853517	-0.0072879915	-0.062378861	-0.0028779459	-0.0941224371	0.1698950343	0.0113559523	-0.0279357552	-0.0217786265	-0.0526566296	-0.0523443559	0.0543776364	-0.1278517845	0.0159560414	-0.0175021859	0.065260868	-0.1306959567	-0.0478132995	-0.0247467803	0.0216153705	0.0500498199	-0.1311976445	-0.1073018458	0.0698379906	0.0325253229	-0.0077203011	-0.0001197054	-0.0313166471	-0.0619661508	0.0293981258	0.0204833285	-0.1089788554	0.1234020712	-0.0449020429	-0.1920731394	0.0330182918	0.0497768127	0.008546572	-0.0091828912	-0.009999773	-0.0396379194	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.021402	0.0180766999999999	0.000458045604	0.0003267670828899	-0.0108169	-0.00974457	0.00011700532561	9.495664448490002e-05	-0.00224535	0.13396665	5.041596622500001e-06	0.0179470633122224	0.000708352	-0.0004158479999999	5.01762555904e-07	1.7292955910399996e-07	-0.000718272	-2.144000000000039e-06	4.5967360000001666e-12	5.15914665984e-07	-0.000492904	0.000422596	2.42954353216e-07	1.7858737921600005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62736.53309482439	-303.47289791775984	92095.79977060307	3935872584.757997	103435.02064801208	-1484.9218121519225	10698803496.454683	2204992.7882045493	60589.60670941431	-45.72951921186905	3671100441.2015033	2091.1889273487004	73578.663127609	61983.32032338063	1.37006	37.77705	0.1607072	0.0727714	-0.0667754233	-0.0073466248	0.0331100194	0.092367985	-0.052227794	0.0038156188	0.0738396805	0.0795621237	0.0824891387	0.0319763334	-0.0030933936	0.0323344695	-0.06117074	0.0709127895	0.0139072585	-0.0734959584	-0.1164177238	-0.1518984379	0.0126294395	0.0440403906	0.059519074	-0.036860803	-0.0079071723	-0.0095607307	-0.1025873064	-0.0252385962	-0.1100058582	-0.0317769863	0.0751412421	-0.0119559126	-0.0920634424	-0.084495564	0.0140380148	-0.2144826973	0.0555623915	0.0557044206	-0.0037044616	-0.0436544213	-0.0190776306	0.1140977553	-0.0370596232	-0.036288339	-0.0146921599	0.0626575536	0.0711004617	0.0569361986	0.111129886	0.112829382	0.0317973658	-0.0170439641	0.0704345647	-0.0262731051	-0.0313141974	0.0296816736	0.0312269309	0.037461777	-0.1148624588	0.0752476363	0.0781122278	0.1756345016	-0.019378233	0.0211555268	-0.0795173658	-0.008804149	0.0602519321	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0311893	-0.0097872999999999	0.00097277243449	9.579124128999998e-05	0.0213149	0.0321318	0.00045432496201	0.00103245257124	-0.0520653	-0.04981995	0.00271079546409	0.0024820274180025	-0.000161273	-0.000869625	2.6008980529e-08	7.56247640625e-07	-0.00108869	-0.0003704179999999	1.3720949472399997e-07	1.1852459161e-06	-0.000632224	-0.00013932	3.9970718617600003e-07	1.9410062400000023e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62845.285247055406	108.7521522310126	11827.030614877336	3949529877.78376	102717.81506710242	-717.2055809096637	10550949532.159452	514383.8452879682	60591.88409492924	2.277385514935304	3671376418.1733394	5.186484783637139	73148.8695090252	62523.33593931344	1.126322	31.056395	0.099332491	0.0518415	-0.0526769357	0.0139842982	0.1035084986	-0.025890641	-0.0097495711	0.0306669219	-0.0648325804	0.0531232637	-0.0721641496	0.0064066093	-0.0287408464	-0.020559145	-0.0054133073	-0.0165596129	0.0428170317	0.0461913982	0.0169394437	0.0867525387	-0.0099137295	0.0003823901	0.0130941339	-0.0181338799	0.0602366283	0.1512665594	0.0534078839	0.0296598286	-0.0661344413	0.1137771788	-0.0838089517	-0.126459093	-0.095033627	-0.0369706181	-0.0003460121	-0.0009122162	-0.0233664056	-0.049919811	-0.0474541124	-0.0197471331	0.084665746	-0.1175533219	-0.0228701524	-0.1059349105	0.0811247187	-0.1225948982	-0.1690377339	-0.0112002401	0.0054999382	-0.0574691593	0.0514717854	0.0472920385	-0.0209912843	0.0315526503	0.0467144518	-0.0426018615	0.0014838946	0.041827191	0.0899146264	-0.0164897669	0.0021119551	0.0862550078	-0.0713326611	-0.0279085153	-0.0405107266	-0.068054873	-0.117362396	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0252147	0.0059746	0.00063578109609	3.569584516e-05	0.000232059	-0.021082841	5.3851379481e-08	0.0004444861846312	-0.0340725	0.0179928	0.0011609352562499	0.00032374085184	0.000738227	0.0008995	5.449791035290001e-07	8.091002500000001e-07	-0.000902546	0.000186144	3.4649588736000034e-08	8.145892821159999e-07	-0.000632225	-1.000000000015745e-09	3.997084506250001e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62827.34876691921	-17.936480136195314	321.7173196761291	3947275753.080105	103323.79508382968	605.9800167272624	10675806630.525229	367211.78067277325	60651.127621364	59.24352643475868	3678559281.7429833	3509.7954244259504	73103.64021915584	62230.226138466285	0.991903	27.350004	0.062470669	0.0361435	0.005274808	0.017161633	0.0252028695	-0.0570732333	0.08521553	-0.004609815	-0.0954849781	0.0040769683	-0.0655062066	-0.0220600313	-0.0533162044	0.0208933302	-0.00781214	-0.0137011794	0.0074482152	-0.0582974128	0.0903808646	0.1129214841	0.0670997658	0.0009070416	-0.0484602168	0.0022597954	0.019293926	-0.0094866719	-0.0881287457	0.1607131108	-0.0957601799	-0.0568023424	0.0323021315	-0.030562919	-0.1361296589	-0.1076742695	0.1521073823	-0.0353317821	0.0525120106	0.0518303904	0.0907679649	0.0080683195	0.1243157615	-0.0294540605	0.0773058547	0.0613681685	-0.105686084	0.0336190003	0.0247795768	-0.0468010832	-0.0472087725	-0.1014142997	0.0708540067	0.0137347271	-0.0571574404	0.0379134806	-0.0660656517	-0.0522080869	-0.00759652	-0.026543861	0.0246022121	-0.0035977186	0.0548161092	-0.0683966061	0.0143972772	-0.1315808581	0.0026137779	0.1344878732	-0.0475335584	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0350292	-0.0098145	0.00122704485264	9.632441025000008e-05	-0.00248061	-0.002712669	6.153425972099999e-06	7.358573103561e-06	-0.013758	0.0203145	0.0001892825639999	0.00041267891025	0.000628356	-0.0001098709999999	3.948312627360001e-07	1.2071636640999998e-08	-0.000419837	0.0004827089999999	2.3300797868099997e-07	1.76263106569e-07	-0.000632225	0.0	3.997084506250001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62808.6510695889	-18.697697330309893	349.6038854558777	3944926649.181371	103566.87041209004	243.07532826035455	10726096646.95465	59085.615208879135	60524.22238600629	-126.90523535771354	3663181495.4307446	16104.938761196669	73453.48222499227	62225.48196043264	1.127977	31.102028	0.17389841	0.103897	-0.0003899482	-0.0048458338	-0.0851512399	0.0427798176	0.037409277	0.0076893217	0.0530798207	-0.1097487007	0.066485058	-0.0071917002	0.0147998204	0.020397046	0.0190663416	0.0485996862	-0.0737374564	-0.0082744514	0.0802150371	0.0043141418	-0.0530007665	-0.0697101902	-0.0732346096	0.0056310504	0.0960676117	-0.0382063438	0.0226039085	-0.0262029843	0.0895340804	0.0581260692	0.1039493632	0.0544591315	0.0683236172	-0.0649664128	0.0515375423	0.0392267676	0.134305541	-0.001719008	0.0836308683	-0.0438063612	0.0473904966	3.5834e-06	0.1149529193	0.0638892096	0.0216565946	-0.1096335504	-0.0665862057	0.0190181058	-0.0064883946	-0.0053331641	-0.0547955422	-0.1119418888	0.0426695911	-0.0730901868	0.0460745576	0.0036528399	0.0010798232	0.0532390698	0.0043887987	-0.0213361009	0.0141961203	-0.1178929981	-0.0774701501	0.002202458	-0.0646527502	0.040988924	-0.0085901754	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.0213542	0.013675	0.00045600185764	0.000187005625	0.0252017	0.02768231	0.00063512568289	0.0007663102869361	-0.0989769	-0.0852189	0.00979642673361	0.00726226091721	0.0013479	0.0007195439999999	1.81683441e-06	5.177435679359999e-07	-0.000192938	0.000226899	5.1483156201e-08	3.7225071844000004e-08	-0.000632224	1.000000000015745e-09	3.9970718617600003e-07	1.0000000000314906e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
