global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31
78722.361027156	n/a	6197210125.68989	n/a	108792.371578125	n/a	11835780113.59282	n/a	76273.12542925825	n/a	n/a	5817589662.747361	83735.14199969248	71421.10359018951	n/a	n/a	n/a	n/a	-0.0417089772	-0.0761645483	-0.0657961159	-0.0845940193	-0.0783894129	0.07447439	-0.1647143845	-0.1113403842	0.0329596294	-0.0566594588	0.0704293073	-0.0891761698	0.0547222446	-0.0944258968	0.002459868	-0.1464462659	-0.127302499	0.0893334965	0.03803193	-0.100312872	0.0326491843	-0.0080895599	0.0140934477	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.125286	n/a	0.015696581796	n/a	-0.696388	n/a	n/a	0.484956246544	-2.11537	n/a	n/a	4.4747902369	-0.0417485	n/a	0.00174293725225	n/a	0.00265176	n/a	n/a	7.0318310976e-06	-0.00140662	n/a	1.9785798244e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79117.99863506085	395.6376079048496	6259657708.017491	156529.1167886715	107552.918390625	-1239.4531875000102	11567630254.34044	1536244.2040039354	76373.23886074862	100.11343149037566	10022.69916477814	5832871614.080963	83646.51264314374	72234.10568754603	1.680901	38.001663	0.082929	0.0513799	-0.0373003156	-0.0885382972	-0.0789939817	-0.0846435119	-0.0238840117	0.1320604769	-0.1522417498	-0.1427559518	0.0075774938	-0.0627612301	0.084980184	-0.0192542032	0.0535633916	-0.0737159038	-0.0550544387	-0.1385939495	-0.1352478488	0.0915724065	0.025292638	-0.1094925716	0.0455989402	-0.0551433497	0.0050105167	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.125122	0.0001639999999999	0.015655514884	2.689599999999917e-08	-0.651279	0.0451089999999999	0.0020348218809999	0.424164335841	-2.10682	0.00855	7.310250000000099e-05	4.4386905124	-0.0413535	0.0003949999999999	0.00171011196225	1.5602499999999965e-07	0.00279204	0.00014028	1.9678478400000003e-08	7.7954873616e-06	-0.00145346	-4.684000000000003e-05	2.1125459716e-06	2.193985600000003e-09	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79040.39441574345	-77.60421931740711	6247383949.396288	6022.414855864224	108195.2446171875	642.326226562509	11706210957.773045	412582.9813300316	76554.30421531593	181.06535456731217	32784.662624586475	5860561493.891139	83822.87836076616	72229.757018492	0.995329	22.502308	0.2008444999999998	0.139135	-0.0415135365	-0.0828309863	-0.0607505971	-0.0981312263	-0.0438587647	0.1231158335	-0.1300245544	-0.1448863188	-0.0541290452	-0.1064036641	0.0974744781	-0.0845575283	0.1127663122	-0.016826985	0.0949450668	-0.1226025943	-0.1332494097	0.0522962554	0.0079060104	-0.0780836451	0.1007528887	-0.0915960579	-0.0098616369	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.112366	0.012756	0.0126261179559999	0.000162715536	-0.668806	-0.0175269999999999	0.0003071957289999	0.447301465636	-1.98348	0.12334	0.0152127556	3.9341929104	-0.0418573	-0.0005037999999999	0.00175203356329	2.538144399999987e-07	0.00275807	-3.396999999999992e-05	1.1539608999999943e-09	7.6069501249e-06	-0.0010468	0.0004066599999999	1.09579024e-06	1.653723555999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79108.80026353449	68.40584779104393	6258202279.135795	4679.360012011469	107900.4008671875	-294.84375	11642496507.29976	86932.8369140625	76500.21830643315	-54.08590888278559	2925.285539676985	5852283400.93193	83623.40737208587	72065.47470659048	0.874718	19.775543	0.240219	0.159698	-0.0387794761	-0.074255059	-0.0539335381	-0.1003192492	-0.0113430904	0.1502945053	-0.1381593284	-0.1534712066	0.0267079143	-0.0871242033	0.0061640812	0.0086540619	0.1058296294	-0.0269137759	0.0048581567	-0.1282940447	-0.1393782606	0.0831934689	-0.0150504123	-0.0277571707	0.0282704727	-0.100400075	-0.005857173	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.111649	0.0007169999999999	0.012465499201	5.140889999999934e-07	-0.642138	0.026668	0.000711182224	0.4123412110439999	-2.04105	-0.0575699999999999	0.0033143048999999	4.165885102499999	-0.0395455	0.0023118	0.0015638465702499	5.344419240000013e-06	0.00312341	0.00036534	1.3347331560000002e-07	9.7556900281e-06	-0.00147494	-0.00042814	2.1754480036e-06	1.8330385960000005e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79318.56810523775	209.76784170325843	6291435246.265239	44002.5474128433	109102.436234375	1202.035367187491	11903341592.275862	1444889.0239695662	76713.41799021291	213.1996837797633	45454.10516379106	5884948499.741122	83804.25626574215	72625.5763964256	0.8263399999999999	18.681826	0.1247744999999998	0.0821814	-0.0407269124	-0.0769249786	-0.012759181	-0.137436756	-0.0227564136	0.132408114	-0.1154467179	-0.1622137222	-0.0197828317	-0.0151550257	-0.0651405467	-0.0227148143	0.0252735409	-0.0540454565	-0.0586552937	-0.1110213764	-0.1425329184	0.0385284172	-0.0345184581	0.0468685457	0.0662853855	-0.0646869684	-0.0568312382	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.104423	0.0072259999999999	0.010904162929	5.221507599999995e-05	-0.648259	-0.006121	3.7466641000000525e-05	0.420239731081	-1.96695	0.0740999999999998	0.0054908099999999	3.8688923025	-0.039753	-0.0002074999999999	0.0015803010089999	4.305624999999973e-08	0.00335661	0.0002331999999999	5.438223999999992e-08	1.12668306921e-05	-0.00116909	0.00030585	1.3667714281e-06	9.354422250000007e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79288.64527887355	-29.922826364199864	6286689270.159037	895.3755376220545	107881.5015625	-1220.934671875002	11638418379.379688	1490681.472986519	76593.50397779304	-119.91401241987478	14379.370374633883	5866564851.596198	83643.01141855084	73192.80176760751	0.827692	18.7124	0.1088665000000004	0.0599712	-0.0394041609	-0.0729877662	-0.0625379783	-0.1365799101	-0.0662189148	0.1427953774	-0.1370683113	-0.15618453	0.0027976685	0.0029180715	-0.0101467302	-0.0190696434	-0.073942675	-0.03687491	-0.0111168133	-0.1283341433	-0.1501430429	0.0574179739	-0.0074860962	0.0052390205	0.0258188957	0.0254112889	0.0289537483	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.122532	-0.018109	0.015014091024	0.000327935881	-0.642151	0.006108	3.730766400000003e-05	0.412357906801	-1.98764	-0.02069	0.0004280761	3.9507127696	-0.0397986	-4.5600000000006746e-05	0.00158392856196	2.079360000000615e-09	0.00429981	0.0009432	8.896262400000007e-07	1.8488366036100003e-05	-0.00145948	-0.0002903899999999	2.1300818704e-06	8.432635209999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79173.60522372586	-115.04005514769231	6268459764.12239	13234.214288384092	108577.9732265625	696.471664062512	11789176269.988125	485072.7788420045	76457.00333390568	-136.50064388735336	18632.42578166206	5845673358.800864	83593.90964737583	72797.32366386268	0.815682	18.440861	0.1741299999999999	0.0944666	-0.0373996267	-0.0609041449	-0.0575415251	-0.1362936924	-0.0944324268	0.0906505277	-0.1490004621	-0.1428254419	0.0273960132	-0.0073531734	-0.0023059745	-0.0411881998	0.0222747953	-0.0374299833	-0.0754762981	-0.1374328599	-0.1507942296	0.0839039734	0.0001644283	-0.004344188	0.0379909512	-0.0115682372	-0.0102085052	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.143938	-0.021406	0.020718147844	0.000458216836	-0.597755	0.0443959999999999	0.0019710048159999	0.357311040025	-1.98744	0.0001999999999999	3.999999999999119e-08	3.9499177536	-0.0389036	0.000895	0.00151349009296	8.010249999999999e-07	0.00549381	0.0011939999999999	1.4256359999999997e-06	3.01819483161e-05	-0.00153304	-7.356000000000007e-05	2.3502116416e-06	5.4110736000000115e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79230.07373214402	56.46850841816922	6277404583.600979	3188.6924429728483	108881.5519140625	303.57868749999034	11855192347.214687	92160.0195042168	76596.92090916896	139.91757526327274	19576.92786755359	5867088292.765484	83727.36337277414	72587.79025932778	0.820477	18.549284	0.0690304999999999	0.0374262	-0.0345799536	-0.063157666	-0.0338689314	-0.1399818512	-0.0700098197	0.1128156685	-0.1370220952	-0.1527285162	-0.0161548352	-0.03546364	-0.0209951403	-0.0456277657	0.0404506382	0.031486899	0.0060998711	-0.1269452161	-0.1453703355	0.0537908266	-0.0247304594	0.0242695421	0.0682443546	-0.053977384	-0.0251348047	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.146673	-0.0027349999999999	0.021512968929	7.480224999999931e-06	-0.575242	0.022513	0.000506835169	0.330903358564	-1.96345	0.0239900000000001	0.0005755201	3.8551359025	-0.0390364	-0.0001327999999999	0.00152384052496	1.7635839999998784e-08	0.00573974	0.00024593	6.048156490000005e-08	3.29446152676e-05	-0.00155016	-1.7120000000000026e-05	2.4029960256000004e-06	2.9309440000000085e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79352.8541847212	122.78045257717896	6296875467.261625	15075.039535056889	108392.501109375	-489.0508046874893	11748934296.745865	239170.6895654808	76348.09063787774	-248.83027129121183	61916.50391085808	5829030944.049595	83422.78480479732	72969.46443725708	0.8983459999999999	20.309736	0.106321	0.054469	-0.0353776511	-0.0663083846	-0.0319191721	-0.1589614612	-0.0186324825	0.1531516359	-0.1724579508	-0.1454773062	0.081715144	-0.0182787228	-0.0604284193	0.0353382811	-0.005207707	0.0372982064	-0.0195574597	-0.1558147278	-0.1493452672	0.0835528296	-0.0561166188	0.0605442877	-0.02409628	-0.0258980392	0.0275794308	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.158496	-0.011823	0.025120982016	0.000139783329	-0.597957	-0.0227149999999999	0.0005159712249999	0.3575525738489999	-1.98742	-0.02397	0.0005745609	3.9498382564	-0.0384237	0.0006127	0.0014763807216899	3.754012900000009e-07	0.00590774	0.0001679999999999	2.822399999999992e-08	3.49013919076e-05	-0.00172572	-0.0001755599999999	2.9781095184e-06	3.082131359999998e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
79589.74591520077	236.89173047956135	6334527654.846217	56117.69196960115	108350.761515625	-41.73959375001141	11739887521.015842	1742.1936864159914	76224.43082503435	-123.65981284339796	15291.749312464211	5810163854.600446	83114.14897749238	73533.49699880893	1.009982	22.833578	0.0547764999999998	0.0284935	-0.0319381998	-0.0737231159	-0.0275210127	-0.1753241874	-0.0317629969	0.1902783429	-0.185573902	-0.1163253989	0.1145991185	0.0243353018	-0.0290873075	0.0342397518	-0.0132399555	0.0168725861	-0.0317961635	-0.1693782404	-0.1334291422	0.0818364371	-0.0728204273	0.0940104446	-0.0846318951	0.0419804576	0.0358677209	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.150824	0.0076719999999999	0.022747878976	5.885958399999976e-05	-0.617044	-0.019087	0.000364313569	0.380743297936	-1.98846	-0.0010399999999999	1.081599999999854e-06	3.9539731716	-0.0381511	0.0002725999999999	0.00145550643121	7.431075999999882e-08	0.00585354	-5.419999999999991e-05	2.9376399999999903e-09	3.42639305316e-05	-0.00151297	0.00021275	2.2890782209e-06	4.526256250000002e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
