global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23
80589.11194878006	n/a	6494604964.693006	n/a	111936.37570950256	n/a	12529752206.978916	n/a	78844.14913881515	n/a	n/a	6216399853.423725	86243.76022153653	76495.814274809	n/a	n/a	n/a	n/a	-0.0154936247	0.0068670178	0.017195558	0.002819888	-0.0256765525	0.0077982893	0.0026525831	-0.0835768126	0.061525771	-0.0441237921	0.004301505	-0.0662201262	0.0073547381	-0.0307444262	0.088277651	-0.1623767535	0.0735767747	-0.0259737255	0.0054202508	-0.1480331746	0.0561550653	-0.0744233964	0.0448092417	-0.0169744106	-0.0265352672	-0.0122299818	9.90013e-05	0.00899462	-0.0124550781	-0.1127515744	0.0320450728	-0.0088597455	0.0467469858	-0.0456933034	0.0429755464	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.0130928	n/a	0.00017142141184	n/a	-0.0796743	n/a	n/a	0.00634799408049	0.152073	n/a	n/a	0.023126197329	0.00221877	n/a	4.922940312900001e-06	n/a	-0.0	n/a	n/a	0.0	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80409.68602732441	-179.4259214556514	6465717607.01289	32193.661290209588	111760.1713289222	-176.20438058036962	12490335895.470043	31047.983735711736	78766.50364231419	-77.6454965009616	6028.82312688084	6204162096.034694	86104.89948062558	75511.44825348575	0.951138	22.43486	0.0451031	0.0207646	-0.0125351032	0.01575692	0.0179977007	-0.0379893728	-0.0180040477	-0.0185728787	-0.0367958372	-0.0047608598	0.0889713776	-0.0172151295	-0.0608589508	-0.011413098	-0.0118996368	-0.0558927214	0.0014602344	-0.0857004021	-0.0764943641	0.0983255524	0.0945354598	0.1034654537	0.0069140407	0.1000440228	-0.0508080254	0.0608379923	0.0959559955	-0.0182623749	0.0199337003	0.0218910125	-0.018389889	-0.0085828459	0.1022963996	0.0031453962	-0.0409492679	-0.0401918195	-0.0175660143	0.1025662807	0.1024716367	0.1023139614	0.1020933517	0.018784	0.0056911999999999	0.0003528386559999	3.238975743999999e-05	-0.0682919	0.0113824	0.00012955902976	0.00466378360561	0.135448	-0.016625	0.000276390625	0.018346160704	0.00204387	-0.0001748999999999	4.177404576900001e-06	3.0590009999999995e-08	5.319e-05	5.319e-05	2.8291760999999995e-09	2.8291760999999995e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80377.96892534659	-31.717101977817947	6460617888.563982	1005.9745578713032	111654.49390146683	-105.67742745536088	12466726008.392694	11167.718673583062	78777.98688616071	11.483243846523692	131.86488923872423	6205971217.836109	86045.83198201156	75789.73442436848	0.763611	18.011599	0.089953075	0.0511971	-0.0120955226	0.0034189163	0.0147846306	-0.0544676326	-0.0070882656	0.0038489318	-0.0111841784	0.0052691754	0.0558037194	-0.0021213231	-0.0418341431	0.086884308	0.1087012598	-0.1227045695	0.030533559	-0.0358485175	-0.1511077591	0.0373058349	-0.0646972537	0.0010735774	0.0908528783	0.1703165044	-0.0325879361	-0.1502722458	0.1409215948	-0.0092093245	0.0243709808	0.0416255054	-0.037667851	-0.0082845478	0.0825285794	0.0214444481	-0.0725902225	-0.0071881614	-0.0201315091	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0214104	0.0026264	0.00045840522816	6.897976960000005e-06	-0.0426716	0.0256203	0.00065639977209	0.0018208654465599	0.1665	0.0310519999999999	0.0009642267039999	0.02772225	0.00159278	-0.00045109	2.5369481284e-06	2.034821881000001e-07	0.000126221	7.303100000000001e-05	5.333526961000002e-09	1.5931740841e-08	8.896649999999998e-05	8.896649999999998e-05	7.915038122249996e-09	7.915038122249996e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80176.71419717836	-201.25472816823455	6428305499.456021	40503.46561007	111193.4611846301	-461.0327168367367	12363985810.21784	212551.1659938626	78635.35855302848	-142.62833313223382	20342.841412079462	6183519614.763349	85905.41219873365	75034.68508119027	0.8725859999999999	20.582026	0.124904325	0.0792448999999999	-0.0098839943	0.0112422964	-0.0080716533	-0.0547756033	-0.0142387469	-0.0482826375	-0.0120988721	0.0285363787	-0.0001376246	-0.0567365215	0.0234871198	-0.0319536963	-0.0207375932	-0.1366532231	-0.0058524507	-0.0458481763	-0.0466919177	0.0300747089	0.0348779892	0.0260744125	-0.0305835677	0.0115993082	0.0010657576	0.0166316616	-0.0139259184	-0.0168290872	0.0338018864	0.0024089639	0.0218700269	0.052177656	0.0260958491	0.0697474397	-0.0609197473	0.0021680531	0.0006321708	0.1024260777	0.1019113804	0.1010554665	0.0998612018	0.0247713	0.0033609	0.00061361730369	1.129564881e-05	-0.0547038	-0.0120322	0.00014477383684	0.0029925057344399	0.144619	-0.021881	0.000478778161	0.020914655161	0.00287165	0.0012788699999999	8.246373722499999e-06	1.6355084768999995e-06	0.000316428	0.000190207	3.6178702849e-08	1.00126679184e-07	-0.000194561	-0.0002835274999999	3.7853982721e-08	8.038784325624997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80395.22845754519	218.51426036683552	6463392758.740885	47748.48198366518	111125.7138153699	-67.7473692601925	12348924270.975494	4589.706041676875	78704.4179008808	69.05934785232239	4769.193525788065	6194385397.116486	85835.78328336542	75210.8948830311	0.8581769999999999	20.242168	0.09497602	0.0503817	-0.0095765737	-0.0114464927	-0.024937863	-0.0948200258	4.804e-07	-0.0445156741	-0.0688125783	0.0263832782	-0.0467108344	0.0199603163	-0.0715529065	-0.1223201589	0.0625251982	-0.0907686674	-0.0154768424	-0.0960381536	-0.0748859876	0.0388659301	0.04006227	-0.0150926149	-0.0700400389	0.0024499421	0.0146454835	0.0202544824	-0.0317098103	-0.0106917651	0.054636907	0.0277270498	-0.0055195268	0.0701975413	0.0086291118	0.0778391633	-0.0725357785	0.0694526633	0.0676510415	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.019063	-0.0057082999999999	0.000363397969	3.2584688889999995e-05	-0.04838	0.0063237999999999	3.999044643999997e-05	0.0023406244	0.172814	0.0281949999999999	0.0007949580249999	0.0298646785959999	0.00235567	-0.00051598	5.549181148899999e-06	2.662353604000001e-07	6.11236e-05	-0.0002553044	6.518033665936e-08	3.7360944769600006e-09	-0.000518255	-0.000323694	2.68588245025e-07	1.0477780563600003e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80318.4317776085	-76.79667993669864	6451050483.21435	5897.730049299731	111017.0122130102	-108.7016023597098	12324777000.703655	11816.038355568466	78730.30544160232	25.88754072152369	670.1647646085474	6198460994.927997	85868.25089176296	75300.90054880062	0.975728	23.014879	0.0712525299999999	0.0343755	-0.0085741595	0.011351223	-0.0173712276	-0.0312729266	5.60681e-05	0.0011433447	0.0105066789	-0.0224650524	-0.0805497914	-0.1157952765	0.1454784783	-0.0392758506	0.0474295708	-0.0296347494	-0.0650430989	0.0127507656	0.0404152014	-0.0062612587	-0.0588713619	0.0565307093	-0.0112039901	0.1735616521	0.2483466832	0.0821922915	0.1083107061	-0.0114650967	0.0255314036	0.0200286258	-0.0133748096	0.0157975704	-0.075990606	0.0727134777	-0.0148946454	-0.0274297013	-0.0419383692	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0300958	0.0110327999999999	0.0009057571776399	0.0001217226758399	-0.0253478	0.0230322	0.00053048223684	0.00064251096484	0.169969	-0.0028449999999999	8.094024999999923e-06	0.028889460961	0.0021848	-0.0001708699999999	4.773351040000001e-06	2.9196556899999874e-08	-0.000161746	-0.0002228695999999	4.967085860416e-08	2.6161768516e-08	-0.000225144	0.000293111	5.068982073600001e-08	8.591405832099999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80487.15717955945	168.72540195095644	6478182470.847108	28468.261263511813	110690.27254464284	-326.7396683673578	12252336436.007313	106758.81088481096	78686.97709037163	-43.32835123069526	1877.3460203704915	6191640363.620669	85983.2714406075	76319.28082999952	0.857788	20.232981	0.08909975	0.0524822	-0.0118725553	0.0093301852	-0.0289316101	-0.0073455103	-0.0009418609	-0.0470831574	-0.0473624456	0.0641880906	-0.0862727184	-0.0638116699	0.0218765773	0.0607632126	0.0008922359	0.0056955609	0.0557590577	0.0557788555	-0.0974731913	-0.1232905658	-0.0050379789	0.0812604629	-0.0086616794	0.0206873276	-0.1315420649	-0.0458762256	-0.069012372	-0.008329058	0.0265537668	-0.0101328428	0.0500690673	0.0322096047	-0.0591194236	0.0682400633	-0.0077385399	-0.0723317527	0.0293819725	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.0342865	0.0041906999999999	0.0011755640822499	1.7561966489999987e-05	-0.031658	-0.0063101999999999	3.981862403999998e-05	0.0010022289639999	0.116953	-0.053016	0.002810696256	0.013678004209	0.00193932	-0.00024548	3.7609620624e-06	6.026043040000008e-08	-0.000118642	4.3104e-05	1.857954816e-09	1.4075924163999998e-08	-0.000448217	-0.0002230729999999	2.00898479089e-07	4.9761563328999993e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80356.91173398832	-130.24544557112677	6457233263.42399	16963.876092021346	111269.13695790817	578.864413265328	12380820839.357723	335084.00894501247	78956.18379735762	269.20670698599133	72472.25108624139	6234078959.842117	86008.07712017099	75842.45746746102	0.804529	18.976742	0.10273235	0.0706221	-0.0091425706	0.0051528904	-0.008673317	-0.0044802514	-0.0126458775	0.0793238994	-0.0125265017	-0.2020638957	-0.1072779412	-0.0019547642	-0.0195984903	0.0820313047	0.0850813355	0.0281839031	0.1307273535	-0.0074763087	-0.0901895358	0.0635080901	-0.0928591088	-0.0350873633	-0.0265820213	0.0183614656	0.0699186969	0.1106932821	0.0276652893	-0.0112335267	0.0034239709	0.0565924504	-0.0596821475	-0.1059054405	-0.0831501655	0.0347448264	-0.0385322007	0.0928256449	-0.0296037516	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0417074	0.0074209	0.0017395072147599	5.5069756810000015e-05	-0.0295756	0.0020823999999999	4.336389759999992e-06	0.00087471611536	0.175685	0.058732	0.003449447824	0.030865219225	0.00151454	-0.00042478	2.2938314116e-06	1.8043804840000007e-07	-0.000144907	-2.6265000000000007e-05	6.898502250000002e-10	2.0998038649e-08	-0.000209321	0.000238896	4.3815281041e-08	5.7071298816e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80423.28234350732	66.37060951899912	6467904342.903497	4405.0578079234565	111012.1303651148	-257.00659279336105	12323693088.201244	66052.3887392525	78816.92824716457	-139.25555019304738	19392.10825956834	6212108178.318688	86167.03053695436	76118.05808336346	0.8204669999999998	19.352673	0.0964572	0.0642833	-0.0107529144	-0.0012916214	-0.0178674184	-0.0111460174	-0.0134153863	0.0126261933	0.00975286	-0.0841298993	-0.0624692764	0.0045443947	-0.0047986966	0.021716736	0.0013108512	0.0305309502	-0.0020624103	-0.0361421985	-0.0552044174	0.0334218719	-0.0404369958	0.0510053972	-0.02179427	0.0334680462	-0.0050059737	-0.0542194949	-0.0713609956	-0.0082166095	-0.0047241419	-0.0003812066	0.0051878969	-0.0574111634	-0.0659350186	0.0660110785	-0.0131490938	-0.0155788396	0.0168860579	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0417078	4.0000000000456337e-07	0.00173954058084	1.600000000036507e-13	-0.0467364	-0.0171607999999999	0.0002944930566399	0.0021842910849599	0.11818	-0.057505	0.003306825025	0.0139665123999999	0.00171181	0.00019727	2.9302934761e-06	3.8915452900000015e-08	-0.000290933	-0.000146026	2.1323592676e-08	8.4642010489e-08	-0.000301845	-9.252400000000002e-05	9.1110404025e-08	8.560690576000005e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80455.14347497109	31.86113146376738	6473030111.578183	1015.1316981514676	111791.98568239796	779.8553172831598	12497448062.81347	608174.3158948178	78977.7822604971	160.85401333252958	25874.0136051816	6237490090.78649	86215.7476949113	76089.40644378969	0.817532	19.283438	0.036273115	0.0187118	-0.0103497801	0.0076972022	0.0115817612	-0.0157998268	-0.0083730269	0.0703204042	-0.0213865809	-0.1551668342	0.0357307854	-0.0050294053	0.0395576111	-0.0045488044	-0.0701285878	0.0875719921	-0.0194694748	-0.0625664064	-0.0220538003	0.051316527	-0.1246546049	-0.0281627753	-0.0385705725	0.0763797569	0.1540732343	-0.0631092046	0.004188451	-0.0072192755	-0.0115951321	0.0597485622	-0.0481744349	-0.1119538916	-0.0345423433	-0.0075571118	0.081661571	0.0313804141	-0.0166579423	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.04168	-2.7800000000001435e-05	0.0017372224	7.728400000000797e-10	-0.0352634	0.0114729999999999	0.0001316297289999	0.00124350737956	0.122434	0.004254	1.8096516000000067e-05	0.014990084356	0.00157688	-0.00013493	2.4865505344e-06	1.8206104900000036e-08	-0.00023494	5.5993e-05	3.135216049e-09	5.51968036e-08	-8.240169999999998e-05	0.0002194433	6.790040162889997e-09	4.8155361914890017e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
