global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09
80182.10986527191	n/a	6429170742.446535	n/a	115641.30203683036	n/a	13372910736.773424	n/a	78804.46922144397	n/a	n/a	6210144369.27351	86329.17449704208	66906.8050847879	n/a	n/a	n/a	n/a	-0.1502690668	-0.1783509152	0.090203771	-0.0566991045	0.0287174388	-0.1951554907	0.0525041299	-0.028669196	-0.1210293865	0.1019259241	-0.0072074496	0.0374132715	-0.0232447113	0.0792175256	-0.1200252816	0.0789167521	-0.1130952902	0.0985210285	-0.0079149296	0.0291993626	-0.0561787392	0.0451481274	-0.0836474055	0.1147761292	-0.0133076805	0.0933335924	-0.1046846633	0.1790960375	-0.0536421152	0.0184278679	-0.0253987337	-0.1888522615	0.0596183907	-0.0386260417	0.0114881204	-0.0175653431	0.0089007767	-0.2085547603	0.0240689089	-0.0769081298	0.0632416216	-0.1626024647	0.0424249547	-0.1227414181	0.0807194301	0.0738879763	-0.0418455494	0.0104206914	-0.0497912569	0.0457456221	0.1203780544	0.1203546593	0.1203156708	-0.000616765	n/a	3.803990652250001e-07	n/a	-0.195223	n/a	n/a	0.038112019729	-0.596281	n/a	n/a	0.3555510309609999	-0.0100333	n/a	0.00010066710889	n/a	0.00125646	n/a	n/a	1.5786917316e-06	0.00333661	n/a	1.1132966292099998e-05	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80311.33375014586	129.22388487395074	6449910328.727318	16698.812421916075	115756.41553531568	115.113498485327	13399547737.584673	13251.117533531382	78931.30086356562	126.83164212164412	16086.265443272809	6230150256.014714	86019.42546278525	67589.39935234365	1.162174	20.786417	0.1904444849999999	0.084417	-0.169443411	-0.109596505	0.0718130533	0.0316325908	0.0110998806	-0.1540948634	0.0992266483	-0.0250157094	0.0542316453	0.0037916958	0.0864981639	0.0334785311	0.0612715481	-0.0178739445	-0.139218461	0.0038704903	-0.0415862896	-0.0752410293	-0.0184014876	-0.0991786529	-0.0546485223	0.0774048424	-0.0226901225	0.0166080012	0.1540331952	0.063462429	0.0011837852	-0.044559954	0.040816579	-0.0981973607	-0.0071660474	-0.1231446535	-0.0627746394	-0.1341432056	-0.1032543599	-0.1953443779	0.0310093722	-0.017821585	0.1390231329	0.0334656533	0.0769143995	-0.0578590293	-0.0032738389	-0.052964744	0.1254419357	-0.1170587015	0.0068172174	-0.0378983735	-0.0903383489	-0.1229636572	0.1203156708	0.1201052059	0.1197547036	-0.0241764	-0.023559635	0.00058449831696	0.0005550564013332	-0.147606	0.047617	0.002267378689	0.0217875312359999	-0.568633	0.0276479999999998	0.0007644119039999	0.323343488689	-0.00930874	0.00072456	8.665264038759999e-05	5.249871936000012e-07	0.000831063	-0.000425397	1.80962607609e-07	6.906657099690001e-07	0.00265417	-0.0006824399999999	7.0446183889e-06	4.657243535999999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80271.58812479132	-39.74562535453879	6443527860.0761385	1579.7147348233566	115088.93313735652	-667.4823979591602	13245462530.69492	445532.7515853107	78942.59946719349	11.2986036278744	127.65844393981654	6231934010.637738	86165.43345968434	67801.60633442989	1.096532	19.612356	0.2384926499999999	0.125335	-0.1631083962	-0.1404773043	0.0449114937	0.1020009992	-0.0172230544	-0.1725904005	0.0563907411	-0.125179739	0.0496331121	0.089212015	0.0086386253	-0.0320686499	-0.0410417049	0.0073786367	0.0199880373	0.0580601966	0.0023828822	0.07456808	-0.0689315199	-0.0636272245	0.0151510078	0.1341394573	0.1437505655	0.054625174	-0.0159618221	-0.0703080436	-0.0336643742	-0.0417892642	-0.0556211004	-0.0303244092	0.0225916332	-0.1611465861	-0.0403095621	-0.1234067802	-0.0654429469	0.0672045931	0.0682002736	-0.0591350402	-0.0282359457	0.0914946321	0.011805095	0.0049581755	-0.0590271462	0.0488316692	-0.0265508353	-0.0582340246	-0.070571286	0.0003519798	-0.004099843	-0.0807203902	0.120190936	0.1196068161	0.1186353847	-0.0433081	-0.0191317	0.00187559152561	0.00036602194489	-0.147189	0.000417	1.738890000000006e-07	0.0216646017209999	-0.683346	-0.1147129999999999	0.0131590723689999	0.466961755716	-0.0101059	-0.0007971599999999	0.0001021292148099	6.354640655999998e-07	0.000509124	-0.000321939	1.0364471972100004e-07	2.59207247376e-07	0.00168865	-0.0009655199999999	2.8515388225000003e-06	9.322288703999996e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80279.68341550136	8.095290710043628	6444827569.293125	65.53373168011866	114816.35611447704	-272.5770228794863	13182795631.406408	74298.23340184402	78931.45695641762	-11.142510775869596	124.15554639037006	6230174897.262808	86019.04931546544	68223.35832832787	1.063249	19.017059	0.1832007499999999	0.101582	-0.1755181066	-0.1168007641	0.0281591868	0.1684592391	-0.008873497	-0.1596546707	0.0101843423	-0.0902921207	-0.0560431068	-0.0419020465	-0.0488892384	-0.0413861085	0.0042256548	0.049283498	0.0921007999	0.0102053229	-0.0549034322	-0.029935379	0.0484270865	0.0577479442	0.10034704	-0.1272131563	-0.0387576303	0.058595831	-0.0356506801	0.0324547703	0.0474301664	-0.0966079153	0.0159517751	-0.1067403826	0.0538585917	-0.1550493526	-0.0765930332	-0.1054399704	0.0300189349	0.0716570973	0.0029702026	0.0956011024	-0.0262723194	0.0063806685	-0.0368490805	-0.1186078506	-0.0464150212	0.0755700678	-0.0288848054	-0.0213584459	-0.0313584819	-0.0607982274	0.0802470574	0.0413977017	0.1200039147	0.1188605229	0.1169629329	-0.0156953	0.0276128	0.0002463424420899	0.00076246672384	-0.0985814	0.0486075999999999	0.0023626987777599	0.00971829242596	-0.680578	0.0027679999999999	7.66182399999996e-06	0.463186414084	-0.00878914	0.0013167599999999	7.724898193960001e-05	1.733856897599996e-06	0.000259867	-0.000249257	6.212905204900001e-08	6.7530857689e-08	0.00220688	0.00051823	4.8703193344e-06	2.685623329e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80454.39206268558	174.70864718421944	6472909202.176325	30523.11140094007	115298.00426797672	481.6481534996856	13293629788.17838	231984.94376965667	78947.12734973659	15.670393318971035	245.5612267712521	6232648916.775527	86356.26969942008	68538.67126899921	1.217324	21.772821	0.2216867999999999	0.117525	-0.1638725018	-0.1226114701	0.0517199181	0.1065036219	0.1178082655	-0.1485565818	0.0164566134	-0.0213706564	-0.1211276015	-0.0918857047	-0.0207356609	0.0881099962	0.0805817533	0.0310676556	0.0849115205	0.0505956246	0.178570451	-0.0374296286	0.0010486724	0.1586561798	-0.1196157646	-0.0745821542	0.0152266055	-0.0326175597	0.1041741363	-0.0114963872	-0.0739803189	-0.0709192682	0.0857349537	0.1066814066	0.0174740292	-0.1781943145	0.0260940095	-0.0112149583	0.1344152413	0.0970511447	-0.0879053491	0.0296172529	-0.0310140574	-0.070408511	0.046287353	-0.0294698028	-0.0615239384	-0.0709032285	-0.1967147139	-0.0693621832	-0.1484524157	0.0444974303	-0.0626698925	0.0557169061	0.1197547036	0.1178678731	0.1147451459	-0.0311332	-0.0154379	0.00096927614224	0.00023832875641	-0.145496	-0.0469145999999999	0.0022009796931599	0.0211690860159999	-0.719217	-0.0386389999999999	0.0014929723209999	0.517273093089	-0.0107322	-0.00194306	0.00011518011684	3.7754821636e-06	-0.000138369	-0.000398236	1.58591911696e-07	1.9145980161e-08	0.00213427	-7.260999999999986e-05	4.5551084329e-06	5.272212099999981e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80532.14259060113	77.75052791554481	6485425990.232912	6045.144591145912	115986.617250279	688.6129823022784	13452895381.162718	474187.839395238	79065.87150532806	118.7441555914702	14100.17448713128	6251412036.897048	86144.65009309331	69349.28465031703	1.120635	20.043451	0.156191045	0.0919397	-0.1786778633	-0.1145392819	0.0789547726	0.082596464	0.0916789272	-0.1189782218	0.0886111864	-0.031821865	-0.0895485722	-0.1181855544	-0.1074322697	0.1381186114	-0.0646562006	0.0244586933	-0.0151642088	0.1013265444	0.2080794268	0.0815923345	0.0324529293	0.003712397	0.0857083987	-0.1148211833	0.0998631912	-0.0942920674	0.0796114454	-0.1526166416	0.1063948342	-0.0674369795	-0.003871483	-0.1077460639	-0.1000731627	-0.126646429	-0.0339548439	-0.0756660201	0.0431609043	-0.0435628051	-0.0946452872	0.120586719	0.0730115017	0.0506079477	-0.0980788083	-0.0085019996	-0.007527431	0.056357839	-0.151377864	0.1724192566	-0.0324221287	-0.0631242863	-0.068646045	-0.1482186389	0.1194434321	0.1166309242	0.111992364	-0.0291422	0.0019909999999999	0.00084926782084	3.964080999999999e-06	-0.129316	0.01618	0.0002617924	0.0167226278559999	-0.677034	0.0421829999999999	0.0017794054889999	0.458375037156	-0.00901988	0.00171232	8.135823521439999e-05	2.932039782400005e-06	-6.75281e-05	7.08409e-05	5.01843311281e-09	4.56004428961e-09	0.00226785	0.0001335799999999	5.1431436225e-06	1.784361639999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80453.1413414661	-79.00124913503532	6472707951.709921	6241.197364895919	115852.78055843432	-133.83669184468454	13421866763.120735	17912.26008392905	78881.42137362309	-184.4501317049726	34021.85108598173	6222278637.923081	86278.72991602315	69389.98025633895	1.083991	19.388046	0.097616	0.0750022	-0.1703091758	-0.1721064275	0.1131682355	-0.034677673	0.0650705045	-0.1487595041	0.0874780243	-0.0010758392	-0.0193554638	0.0677938497	0.0830495112	0.0215349232	0.0123350378	-0.0987330018	-0.0119256039	-0.1399031111	-0.0155334523	-0.0416008382	0.0350750279	0.0792753522	-0.0124443051	-0.0949464204	-0.128509132	-0.1129784479	-0.1707200778	0.0037456034	0.1539477829	0.0469889162	-0.120307121	0.0914648799	0.0586300757	-0.1610531353	0.06495283	-0.0522468867	-0.0055799724	-0.0159710216	-0.0486596962	-0.1276428073	-0.0131072428	0.0623894865	-0.0750721711	0.0786276069	0.0103399491	0.0775230517	-0.0415553213	0.0831917498	0.0918661972	0.1337855693	0.0371259796	0.1136753765	0.1190702613	0.1151522399	0.1087174221	-0.0284447	0.0006975	0.00080910095809	4.865062500000002e-07	-0.129109	0.0002069999999999	4.284899999999378e-08	0.016669133881	-0.753683	-0.0766489999999999	0.0058750692009999	0.568038064489	-0.00919588	-0.000176	8.45642089744e-05	3.0976000000000283e-08	-7.48881e-05	-7.359999999999997e-06	5.4169599999999955e-11	5.6082275216099994e-09	0.00204996	-0.00021789	4.2023360016e-06	4.7476052100000046e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80343.86471750852	-109.27662395757216	6455136597.745311	11941.380543564634	115577.71917251276	-275.06138592155185	13358209169.120224	75658.76602508489	79156.37399724616	274.95262362307403	75598.94523721181	6265731544.391909	86315.97348604588	68729.33504223483	1.082606	19.36327	0.181896155	0.0914608	-0.1833625495	-0.1335760256	0.0860531065	0.0280531971	-0.0242610575	-0.0769178206	0.2153436381	-0.0076937647	0.038369428	-0.1074636879	0.0983802686	0.1355689783	-0.0289696278	-0.0003398573	0.1897547865	-0.0884761427	-0.0098664701	0.0432604929	-0.1449216089	-0.1138447572	-0.044301441	-0.0618255664	0.0624744448	-0.066131275	-0.0828311183	-0.123057338	0.0655056693	0.0032730947	-0.0177335949	-0.0943927374	-0.0150519451	-0.1222344475	0.047042203	-0.0784747837	-0.1299366484	-0.0601301509	-0.0712233251	0.1343597719	0.0425148953	0.1020378443	-0.0769461585	-0.0070709008	-0.0285073728	0.0325174761	0.0058122382	-0.0671795185	0.1363679682	0.0891135385	0.0345255987	-0.1516394994	0.1186353847	0.1134348849	0.1049355893	-0.0433036	-0.0148588999999999	0.0018752017729599	0.0002207869092099	-0.115164	0.0139449999999999	0.0001944630249999	0.013262746896	-0.66826	0.085423	0.007297088929	0.4465714275999999	-0.0086456499999999	0.00055023	7.474726392249828e-05	3.027530529001094e-07	0.000373887	0.0004487751	2.0139909038001003e-07	1.39791488769e-07	0.00169558	-0.00035438	2.8749915364e-06	1.2558518440000006e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80324.62809093627	-19.23662657225213	6452045877.947228	370.0478018802769	115659.33022361288	81.61105110011704	13377080667.774733	6660.363661665914	78970.98128442289	-185.39271282327536	34370.457967973445	6236415885.02467	86316.59835103941	67936.58239895263	1.10774	19.812815	0.1765364	0.108145	-0.1572179055	-0.1253754115	0.0547034885	0.1366926423	-0.034137782	-0.156988711	0.0342273021	-0.0898363808	-0.0439931824	-0.0155899051	-0.0995465117	-0.203871309	0.0675130509	0.0122188746	-0.0529601769	-0.0007463516	0.0755663039	-0.0613421118	-0.0211392173	-0.0256153921	0.108802465	0.0360891051	-0.0477972068	0.0370594765	-0.0248825957	0.0501219753	0.0557063713	0.0458996091	0.0080662518	-0.0572034969	-0.0235459919	-0.1591881232	-0.0215246276	-0.0791189504	0.0114970351	0.0747033675	0.0318601296	0.0578379299	-0.0498433115	-0.0919519583	0.0043215891	0.010989348	-0.0667126911	0.1035214946	0.1253239563	0.0260516714	-0.1067303859	-0.0623868093	0.0401308565	0.0389794159	0.1181390277	0.1114824189	0.1006644984	-0.0438383	-0.0005346999999999	0.0019217965468899	2.85904089999999e-07	-0.148769	-0.033605	0.001129296025	0.022132215361	-0.637918	0.0303419999999999	0.0009206369639999	0.406939374724	-0.0101512	-0.0015055500000001	0.00010304686144	2.2666808025003016e-06	-0.000178877	-0.000552764	3.05548039696e-07	3.1996981129000004e-08	0.00187836	0.00018278	3.5282362896e-06	3.34085284e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80472.68438566517	148.05629472889996	6475852932.234879	21920.666408850888	115411.1693080357	-248.160915577173	13319738001.048082	61583.84002010078	78910.57887332376	-60.4024110991304	3648.451266588352	6226879458.12305	86196.8885589776	68389.74824353002	1.116764	19.974216	0.1655979	0.109438	-0.1773275716	-0.1172190462	0.0414666069	0.100445033	0.0675256055	-0.1685843412	0.0537870946	0.0174383932	0.0692611257	-0.0546809533	-0.0592754265	-0.1375297776	-0.0840384594	-0.0586652642	0.0889018089	-0.1490706363	-0.0102270958	-0.0049537219	0.1702042785	0.023382114	0.1095905408	0.1920639924	-0.0236100803	0.0512692082	-0.1708904608	0.0607691533	0.0002683885	-0.0800732184	-0.0460747423	0.0109875996	-0.0864333675	-0.1594759778	-0.038344541	-0.0734942559	0.0646950736	-0.0074482789	-0.0468137295	0.1009832666	0.0433721073	-0.0170687975	-0.0943876341	0.1279873257	-0.0596663947	0.015234012	0.0535034919	-0.0799696801	0.1440241389	-0.0562163629	0.0398223295	0.1091397625	0.1175814474	0.1092988885	0.0959240631	-0.0434969	0.0003413999999999	0.0018919803096099	1.1655395999999909e-07	-0.122033	0.026736	0.000714813696	0.014892053089	-0.697089	-0.0591709999999999	0.0035012072409999	0.4859330739209999	-0.00889988	0.00125132	7.920786401440001e-05	1.5658017424000006e-06	0.000156793	0.00033567	1.126743489e-07	2.4584044849e-08	0.00187836	0.0	3.5282362896e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
