global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
48127.46519511406	n/a	2316252906.1069155	n/a	78780.36108305608	n/a	n/a	6206345292.376697	47558.54128655538	n/a	n/a	2261814849.3049927	54691.960874557495	41583.673382367146	n/a	n/a	n/a	n/a	-0.0209337626	-0.0261702948	-0.0573649378	0.0272007375	-0.0149879914	0.0514956152	0.1755250363	-0.0166428632	0.1596161411	-0.0329212295	0.0213759474	0.0882057934	0.0933066651	-0.0676862559	0.079444504	-0.0865405333	0.0376811947	-0.0470157514	0.0097960301	-0.0098992221	0.0695299231	-0.026605899	0.0365601196	-0.0842775403	0.0333360865	-0.0280210759	0.0241831726	0.0091373444	-0.0974743448	-0.0768072504	0.0373376593	-0.1592345706	0.0421338876	-0.122242252	0.0119531477	-0.0970679853	0.0211198903	-0.1521800625	-0.0162690643	-0.0004669221	0.0181466461	0.091206704	-0.1310887342	0.0654407263	-0.1715842583	0.0292371028	-0.0292163088	-0.1550199479	0.0037832388	-0.104302264	0.0709897581	-0.1028178297	0.0869729463	-0.0394360639	0.0506395155	-0.0919849719	0.0178256193	-0.0287140892	0.0560518615	-0.0593288181	-0.031027471	-0.032791168	0.1202264643	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.00706271	n/a	n/a	4.98818725441e-05	-7.1755e-05	n/a	5.148780025000001e-09	n/a	0.0520803	n/a	0.00271235764809	n/a	-0.000522722	n/a	n/a	2.73238289284e-07	-5.86709e-23	n/a	3.44227450681e-45	n/a	-0.000541143	n/a	n/a	2.92835746449e-07	0.0	0.0
48091.66964879837	-35.795546315690444	2312808689.6091547	1281.3211360387395	79287.8542025606	507.493119504521	257549.26634443004	6286563824.046507	47476.17016045549	-82.3711260998898	6785.002414963948	2253986733.104524	54618.20330810547	41247.51972911122	1.047022	17.655699	0.05646083639	0.0287303	-0.0322566609	-0.025578461	-0.0883973877	-0.1275381481	-0.0050081028	-0.0352957751	0.0041227275	-0.0494411662	-0.0205348978	-0.0939891487	0.0077735276	0.0895881875	-0.012352817	0.1113981235	0.0386362203	-0.0424247788	-0.0351161941	0.0702761056	0.0572633613	0.0253569487	-0.1243458572	0.1582398509	0.0501828502	-0.0705711736	-0.0716194276	-0.0601521155	0.0192363431	0.1079255908	-0.1342445944	0.0533263287	0.07240028	0.0283854769	-0.0568351422	0.0882879768	0.0944710905	0.1438805478	-0.0974805743	-0.1396538951	0.095614052	-0.0501762971	0.0527724962	0.0672021493	0.0598339016	0.0017314465	-0.0034534998	-0.0949538646	-0.0446909911	-0.1373765442	0.0175715939	0.0298893351	0.0468654998	0.1414098534	-0.016500747	0.0374768093	0.0073448239	-0.2254610384	0.0467918945	0.007224371	0.0332017674	-0.0404095044	0.0231995514	0.0426667197	-0.0616352325	0.1025662807	0.1024716367	0.1023139614	0.1020933517	7.768609999999998e-06	-0.00705494139	4.977219801633512e-05	6.035130133209996e-11	-0.0183864	-0.018314645	0.00033805970496	0.000335426221476	0.0435111	-0.0085692	0.0018932158232099	7.34311886400001e-05	-0.000899149	-0.000376427	1.4169728632900004e-07	8.084689242010001e-07	-0.0	5.86709e-23	0.0	3.44227450681e-45	-0.000467129	7.401400000000001e-05	5.478072196000002e-09	2.18209502641e-07	0.0	0.0
48142.91822700903	51.248578210659616	2317740575.4124784	2626.4167686140954	78517.58875764912	-770.265444911478	593308.8556246771	6165011744.315308	47495.4214382764	19.25127782090567	370.61169773769456	2255815057.599485	54525.01900863648	41345.15365298764	1.107396	18.673769	0.05162346044	0.0365104	-0.0503106331	-0.0023892375	0.1124436436	0.0230325387	0.0514963497	-0.0309234911	-0.0346172947	0.0350814641	-0.0486202011	-0.0608427178	0.037785482	0.0006902925	-0.0554012847	-0.0991678192	0.0437362866	-0.0947194254	-0.0425357381	-0.056626518	0.0117430918	-0.0328855484	0.0085677777	0.1429810767	-0.0615032594	-0.1691713168	-0.0501587941	0.0206704484	-0.0168870834	-0.1159624576	0.0184096076	-0.0217943139	0.0335171367	0.1157010064	-0.0502058916	0.1328466544	-0.0425887548	0.0782540673	0.043621865	0.0298371423	0.0837958591	-0.007890751	-0.0372717971	-0.062636065	0.0205731032	0.030440693	-0.1507143304	-0.0277500216	0.0701049152	-0.0381265736	0.0604920677	-0.0021399931	0.0392096856	0.115401091	0.0713027558	-0.0762949385	-0.011540043	-0.1228857264	0.1500050245	-0.0156783964	0.0410787296	-0.0511707085	0.0271475833	0.0648377748	0.0223092328	0.1025101919	0.1022474116	0.1018099433	0.1011985345	8.479049999999998e-06	7.104400000000003e-07	5.047249936000005e-13	7.189428890249996e-11	0.0158398	0.0342262	0.00025089926404	0.0011714327664399	0.05552	0.0120089	0.0030824704	0.00014421367921	-0.00086541	3.373899999999997e-05	1.1383201209999976e-09	7.489344681000001e-07	-0.0	0.0	0.0	0.0	-0.000541143	-7.401400000000001e-05	5.478072196000002e-09	2.92835746449e-07	0.0	0.0
48167.16115004532	24.24292303629045	2320075413.2544355	587.7193173435021	78098.79273482058	-418.7960228285374	175390.10873700082	6099421426.636464	47547.33291278468	51.9114745082843	2694.8011856242506	2260748867.1191773	54706.9445438385	41506.349684562265	1.155702	19.488342	0.13075048905	0.0692591	-0.0499489991	0.0095676488	-0.0135164139	0.1174397984	0.0076647563	0.0175642818	0.0484936703	-0.0697279856	-0.0016807408	-0.0502071308	0.0991390388	-0.024552997	0.0717900211	-0.0350727229	-0.0252028583	0.0934327115	-0.0732602851	-0.0507025223	0.0465514777	0.0014380307	0.0448738441	0.0383481357	-0.0353503701	-0.0984317423	-0.028431285	0.0113980661	0.0294563173	0.0788046519	-0.114534569	-0.0310833657	0.1466027944	-0.0434188097	0.0221646188	0.1123657384	-0.0418899619	0.088321383	-0.0129760772	0.0953958226	0.0011770889	0.1058608983	-0.0087040652	0.0090667756	-0.0655431521	0.0467016268	0.1165998539	-0.100509541	0.0081279185	-0.0667451134	0.0043170341	-0.0978829151	0.1550249097	0.1338603117	0.0696630362	-0.0622071451	0.0304056555	-0.0953351836	0.0034862332	0.0043778938	0.0176905654	0.0888033663	0.0597194743	-0.0346706999	0.0085905975	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00674941	-0.00675788905	4.566906441210991e-05	4.55545353481e-05	-0.04339	-0.0592298	0.0018826920999999	0.00350816920804	0.0399456	-0.0155744	0.0015956509593599	0.00024256193536	-0.00128261	-0.0004171999999999	1.7405583999999998e-07	1.6450884121e-06	-0.000413146	-0.000413146	1.70689617316e-07	1.70689617316e-07	-0.000694565	-0.0001534219999999	2.3538310083999988e-08	4.824205392249999e-07	0.0	0.0
48138.8043505344	-28.35679951091879	2317344484.29903	804.1080785024442	79423.55615977009	1324.7634249495022	1754998.1320839354	6308101273.064153	47535.03795855978	-12.29495422490436	151.16589939249354	2259579833.721719	54690.38612747192	41814.36898501889	1.169827	19.726528	0.1051912761	0.0620036	-0.0319276004	0.013320171	-0.0542735193	-0.1506403389	-0.0223768443	0.0230260341	0.0515218306	-0.0529922506	-0.0697367951	-0.0607478751	0.0142444797	0.0887180195	0.0660620386	0.0482854218	0.1427797107	0.042034597	-0.0656952121	-0.0254897117	-0.0131381689	-0.0017987669	0.0005705859	-0.0002416707	-0.0714565613	-0.0262145794	-0.0142573043	-0.0843403139	0.065131004	0.0861427672	0.02166573	-0.121125588	-0.0125316244	0.0021298612	-0.070136494	0.0178407503	-0.16104019	0.047971318	0.012625181	-0.1272517247	0.0775275788	-0.083585521	0.0942384563	0.0666201062	0.0118484068	0.0789491583	-0.0417450874	-0.0832560156	0.0223335316	0.0294110596	0.0488315124	-0.0102988573	0.1038544766	0.0985960618	0.0030171856	0.0921693862	0.0321700068	-0.0046296968	0.0157516866	0.0008835016	-0.150419097	0.0522311755	-0.043159106	0.1571655569	0.0360336431	0.1023139614	0.1014639107	0.1000523871	0.0980872016	9.82161e-05	0.0068476261	4.6889983205401214e-05	9.64640229921e-09	0.0128835	0.0562735	0.00016598457225	0.0031667068022499	0.0562381	0.0162925	0.00316272389161	0.00026544555625	-0.00154749	-0.00026488	7.016141440000005e-08	2.3947253001000003e-06	-0.000413146	0.0	1.70689617316e-07	0.0	-0.000443892	0.000250673	6.2836952929e-08	1.97040107664e-07	0.0	0.0
48237.65408936633	98.84973883193015	2326871272.0453606	9771.2708671408	78086.82058727424	-1336.735572495847	1786861.9907757998	6097551549.429156	47550.12018390916	15.082225349382496	227.473521489556	2261013929.504205	54627.839948654175	41590.02645263672	1.102666	18.594011	0.1085773839	0.0586533	-0.0439585835	0.0209442412	0.0597833567	0.074564434	0.0704677693	-0.0069401559	-0.0388464725	0.0020786183	-0.0330446131	-0.0194753726	0.0810832601	-0.0297466866	-0.042322654	-0.0100361373	-0.0462412206	0.0842888361	0.0003765441	-0.0509927006	0.1479431991	-0.0143244126	-0.0016221511	0.0419889704	-0.0185627519	-0.0461974348	0.0986609958	-0.0037004821	-0.0587324667	-0.0327576343	-0.1100108783	0.1139560801	0.0702130502	0.0277882234	0.0602032176	-0.0321727631	-0.1249924672	-0.132381367	0.0189313632	-0.0689031106	0.029974966	0.0370078934	-0.0196245519	-0.0761199007	-0.0223648119	0.0188513189	0.0529698868	-0.0131355595	0.0255522949	0.0127637196	-0.0121510653	0.1010556071	0.0768735724	0.1465259228	0.0659614499	-0.0507405386	0.0687635328	0.0110880489	-0.0102337203	0.0153676915	-8.52485e-05	0.0137743035	0.0713543459	-0.0100404267	-0.0132401361	0.1021738733	0.1009054916	0.0988031726	0.0958842909	0.0042965	0.0041982839	1.7625587704999207e-05	1.845991225e-05	-0.0116033	-0.0244868	0.00013463657089	0.00059960337424	0.0244579	-0.0317801999999999	0.00059818887241	0.0010099811120399	-0.0008208249999999	0.0007266650000001	5.280420222251455e-07	6.737536806248358e-07	-0.000192078	0.0002210679999999	3.689395808400001e-08	4.887106062399998e-08	-0.000458401	-1.4509000000000006e-05	2.1051108100000016e-10	2.10131476801e-07	0.0	0.0
48251.499432939214	13.845343572880664	2328207197.526933	191.693538651108	78577.88067000356	491.06008272932377	241140.0048501303	6174483330.58932	47589.98443161232	39.8642477031608	1589.1582449389612	2264806618.201103	54688.93846321106	42176.47161657312	1.1234	18.943649	0.055965135	0.0257094	-0.0248962295	0.0586711659	-0.0226803982	0.0226893775	0.007675057	0.0147049613	0.1387099938	0.0565308845	-0.0022312362	0.0185063503	0.0831905352	-0.0183485763	0.0484906644	0.0303595032	0.0289297118	0.0490206071	0.07662301	-0.1155289175	0.1260163742	-0.106137786	-0.1018197471	0.0168122729	0.0822380757	-0.0075046203	-0.1316910799	-0.0207294592	0.0261530142	0.1282319208	-0.0071807123	-0.0884973706	0.0037847517	0.0348811853	-0.0988301566	-0.0184910283	0.0209553085	-0.1202375428	0.0784691037	0.0600483898	-0.0200293635	0.0064645127	0.0532066511	-0.0256998357	-0.0791815565	0.1114434274	0.0123140509	0.0397754176	-0.1264721635	-0.1050078495	-0.1600644983	-0.0512932067	-0.0547352882	0.0956128834	0.0474798443	-0.1889254825	-0.113502678	-0.0208446888	0.0301884816	0.0154998819	-0.0491363071	-0.0168324331	-0.0620860122	0.0061179121	0.0778344841	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.000148585	-0.004147915	1.7205198847225004e-05	2.2077502225e-08	0.00528547	0.01688877	2.79361931209e-05	0.0002852305521129	0.0288192	0.0043612999999999	0.00083054628864	1.902093768999999e-05	-0.00107355	-0.000252725	6.386992562505051e-08	1.1525096024999998e-06	-0.000413146	-0.0002210679999999	1.70689617316e-07	4.887106062399998e-08	-0.000595951	-0.0001375499999999	1.8920002499999993e-08	3.551575944009999e-07	0.0	0.0
48208.689323110586	-42.8101098286279	2324077726.252197	1832.7055035391832	79378.47701179302	800.5963417894527	640954.5024866542	6300942612.711752	47583.76747703157	-6.216954580748279	38.65052425908701	2264214927.3082075	54838.93996429443	42130.1451407967	1.084206	18.282732	0.0705330949999999	0.0295976	-0.0029422912	0.0326045394	-0.1110875561	-0.0722082645	-0.098762359	-0.0497014222	0.032620163	0.010073058	0.0322885661	-0.01240694	0.0354358436	0.1256110895	0.0187201669	0.0421514819	0.0054483804	-0.0150268115	0.0159841173	-0.0239479994	0.1112088655	0.2121855819	-0.0840835111	-0.0141783651	0.1692359776	-0.0250977179	0.0563675387	0.11517747	0.0623210199	-0.0737281618	0.0558766641	0.1324067728	-0.0212374845	0.1245405727	0.071632935	-0.0862840319	-0.0854332047	0.0603845089	-0.1339844763	0.0480114691	-0.0092239409	-0.0116572724	0.103791193	0.0627229354	-0.004478608	-0.0690887253	-0.0058919583	-0.0533060792	0.006252046	-0.0447165926	-0.0472624139	0.0303489603	0.0840471032	-0.01663855	0.1209247095	0.0630474946	-0.0821516464	-0.0060103722	-0.047870607	-0.015745804	0.1660631438	-0.0769398509	-0.0441103551	0.0747355017	-0.0570146663	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0145327	0.014384115	0.0002069027643332	0.00021119936929	0.0136372	0.00835173	0.00018597322384	6.975139399290002e-05	0.0387651	0.0099458999999999	0.0015027329780099	9.892092680999994e-05	-0.000802375	0.0002711749999999	7.353588062499995e-08	6.43805640625e-07	-0.000114326	0.00029882	1.3070434276e-08	8.92933924e-08	-0.000408919	0.0001870319999999	3.4980969023999984e-08	1.67214748561e-07	0.0	0.0
48161.46456156607	-47.224761544515786	2319526668.7149844	2230.178102936377	78384.62638872386	-993.8506230691564	987739.0609749504	6144149654.099825	47394.58945555124	-189.1780214803293	35788.32381121195	2246247109.660249	54514.19952201843	42487.60321487595	1.193732	20.129631	0.0643336499999999	0.0339196	0.0657357901	0.0358911426	0.0412729768	0.0107357715	-0.0144063689	-0.0296009116	-0.1298035563	0.0121204372	-0.099741785	0.013172889	-0.1003863392	-0.0618279845	-0.0381121858	0.0370187099	-0.048507596	0.0276351513	0.0033715784	0.0955396119	-0.0511405676	-0.0551092235	0.0545500608	0.1035149065	0.226694749	-0.0376480645	-0.0304352692	-0.0565903733	0.0123050973	-0.0829877366	0.0906118133	-0.1501613387	-0.0937745163	-0.0343645237	0.0647761857	0.1866995141	0.0823961398	0.1212292248	0.0013261855	-0.0436712337	0.0196637799	-0.0483787709	-0.0453967737	-0.0667631564	0.1219031033	-0.0189735062	0.0034375195	0.046837915	-0.1724052272	0.0229763244	-0.0418306891	-0.1335540896	-0.0452886389	0.0403099066	-0.1293275679	0.0263493348	0.0301288992	0.0479252743	0.0214040826	-0.0554192075	0.0724333292	-0.1320491797	-0.0683368412	0.0230821808	0.0594855731	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00728609	-0.00724661	5.251335649210001e-05	5.3087107488100006e-05	-0.00354952	-0.01718672	1.25990922304e-05	0.0002953833443583	0.0117133	-0.0270517999999999	0.00013720139689	0.0007317998832399	-0.000757348	4.5027e-05	2.027430729e-09	5.73575993104e-07	-1.13496e-05	0.0001029764	1.2881342016000002e-10	1.060413895696e-08	-0.000299952	0.000108967	1.1873807089000004e-08	8.9971202304e-08	0.0	0.0
48177.33827435503	15.873712788961711	2321055923.2016344	251.97475770644655	78033.83195513011	-350.79443359375	123056.73464035988	6089278929.601485	47534.14144183489	139.5519862836445	19474.756875710504	2259494602.612365	54638.694818496704	42459.21006717892	1.097025	18.498886	0.083239371	0.0458733	0.0449153823	-0.0040696251	0.0830427409	0.0927593378	0.0234274125	0.0670856802	-0.0467173046	0.0590837411	-0.0218523609	0.0465691767	-0.0511767188	0.0236034792	-0.0446655301	-0.011040866	-0.082352259	0.0861840008	-0.0705433655	-0.0379348698	-0.1076329663	-0.1079134285	0.1016683831	-0.0388743124	-0.124007887	-0.046494865	-0.0416444567	-0.0760652675	-0.0813677314	0.0067838413	-0.1428510328	-0.0490672908	-0.0159620785	-0.0686487714	0.1805579455	-0.0172567993	0.0911307468	-0.057964852	-0.0718880869	-0.0010597772	-0.0378838764	0.0126813656	-0.0955116773	-0.0517206405	-0.0243268231	-0.0201736641	0.0120378626	-0.0985364591	-0.0474377298	0.0796643304	-0.0498933339	-0.0503599686	-0.0582506162	-0.04225187	0.0498650811	0.0125371539	0.0894327239	-0.0432862436	-0.0342055284	0.0160890742	-0.1408757016	0.0726245882	0.0717692938	-0.0181975228	0.0470165676	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0178234	0.01053731	0.000111034902036	0.00031767358756	0.0226028	0.02615232	0.00051088656784	0.0006839438413824	0.0130573	0.001344	0.00017049308329	1.806336000000004e-06	-0.000169467	0.000587881	3.456040701610001e-07	2.8719064089e-08	-2.00919e-05	-8.7423e-06	4.0368444561e-10	7.642780929e-11	7.53952e-06	0.00030749152	9.45510348719104e-08	5.68443618304e-11	0.0	0.0
