global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01
48067.69147432868	n/a	2310502963.6712503	n/a	77646.29677628611	n/a	n/a	6028947403.071098	47424.58990885417	n/a	n/a	2249091728.0229926	55077.2635679649	48575.22992860882	n/a	n/a	n/a	n/a	-0.0092960298	-0.0640397807	0.0454749257	0.0632504563	0.1696503963	0.0222049022	-0.0364852717	0.1234118625	-0.0095266319	0.1029651359	-0.0668928913	-0.1334950594	-0.0654561095	-0.070283966	0.1060756685	-0.0386937614	-0.039997362	0.1431850123	-0.095440002	0.1698298661	-0.0368104586	0.019575385	-0.0670199341	0.0146491718	-0.0138802933	0.0442092404	-0.0269256369	0.0063077375	0.0222331297	-0.013211732	0.0603426167	-0.1009202526	0.0825416392	-0.0682773785	0.0053763844	-0.0724252976	0.122920251	-0.0120879952	-0.0208259391	-0.0123445058	-0.044053223	-0.0473046339	0.1352480331	-0.0862359221	0.1005505479	-0.1673133213	0.1196914797	0.0629819978	-0.0499977337	2.91816e-05	-0.1331657765	0.1443306135	-0.0263066814	0.0106010999	-0.2296222904	0.0528650428	-0.0197753294	0.0632356155	0.0346046443	-0.0308047186	0.1273912878	0.0015054178	-0.0045027337	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0112471	n/a	n/a	0.00012649725841	-1.31084e-05	n/a	1.7183015056e-10	n/a	0.00576657	n/a	3.32533295649e-05	n/a	-0.000406487	n/a	n/a	1.6523168116900005e-07	0.000412236	n/a	1.69938519696e-07	n/a	0.0	n/a	n/a	0.0	0.0	0.0
48131.34717440604	63.655700077353686	2316626580.823204	4052.048152338006	77514.98746686033	-131.30930942577834	17242.1347418748	6008573281.987514	47321.3690226237	-103.22088623046876	10654.551354203371	2239311966.17533	55022.89556072968	48504.96037395536	1.117118	17.580118	0.0811621016	0.04116	-0.0564995026	-0.0833262099	-0.0731378842	0.0624726618	0.1572827562	0.0567278409	-0.0294697796	-0.0978617977	0.0825262716	0.0541334583	-0.0086575884	0.0351798766	0.0158592686	0.0906356515	0.0023475056	-0.016549963	-0.0378397636	0.0924033892	0.0433248917	0.0786727001	0.041971003	-0.0077076232	-0.0134612677	-0.0267755134	0.0873052964	-0.0062669857	0.0132342987	-0.0535403052	-0.0056334224	-0.1493077484	-0.1203429805	0.0400906704	0.0807950862	-0.1112910749	0.0204312589	0.0115528338	0.0628547788	0.0386996909	-0.0126591792	-0.0466912958	-0.0034842787	0.0209911257	0.0074123523	0.0889337548	0.0030383343	0.1048139247	0.0666372245	0.1076074496	0.0680526351	0.0271643774	-0.0537013378	0.1124510227	0.0091502054	0.0695982816	-0.0431850027	0.0879625272	-0.0192021051	0.1389744278	0.0611236179	0.0118683068	-0.0565110537	0.0307506632	0.0446695156	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.00887653	0.0023705699999999	5.6196021248999946e-06	7.879278484090001e-05	-0.019169	-0.0191558916	0.0003674505609999	0.0003669481829909	-0.0118303	-0.01759687	0.00013995599809	0.0003096498337969	2.20524e-05	0.0004285394	1.8364601735236005e-07	4.863083457599998e-10	-0.0	-0.000412236	0.0	1.69938519696e-07	0.0	0.0	0.0	0.0	0.0	0.0
48067.21316347501	-64.13401093102584	2310456981.3029456	4113.171358100942	77533.26827705465	18.28081019432284	334.1880213608579	6011407689.721729	47291.93868815104	-29.430334472657705	866.1445871725044	2236527464.883837	54931.724085975984	48887.545946973085	1.128593	17.760702	0.0767269153	0.0340377	-0.0320343224	0.0064138808	-0.1423927589	0.0820595966	0.1274332946	0.0593765551	0.0306345485	-0.0935491325	0.0205578235	-0.0514983936	-0.0046622293	0.1058145562	-0.0026133374	-0.0273747101	0.0588605483	-0.111172577	-0.0911134806	0.1197352892	-0.0349399832	-0.0141778209	0.0575866867	0.0266251735	-0.0894396235	0.1432413512	-0.0177911671	-0.0998901104	-0.0331387906	0.1232376979	0.0220308441	-0.0490948689	-0.1065698081	-0.0057999537	0.0288454982	0.0312265442	0.0809074982	-0.024701529	-0.0096988685	0.0937908533	-0.0087708179	-0.0573580849	0.0385823289	0.0817084992	-0.0675064478	-0.009991335	-0.0916366221	0.020792746	-0.044037558	0.0024033251	0.1224885888	-0.0584366703	-0.0406560028	0.1412805875	-0.017756227	-0.0110621458	-0.0624273803	-0.0037793214	0.1502762053	-0.0015293306	0.0016114657	-0.0459805598	-0.1065128912	-0.0985303114	-0.1228315299	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0193891	-0.0105125699999999	0.0001105141280048	0.00037593719881	-0.0322707	-0.0131017	0.00104139807849	0.00017165454289	-5.66747e-05	0.0117736253	3.21202162009e-09	0.0001386182527048	-0.000239276	-0.0002613284	6.829253264655999e-08	5.7253004176e-08	0.000322705	0.000322705	1.04138517025e-07	1.04138517025e-07	-0.000242747	-0.000242747	5.8926106009e-08	5.8926106009e-08	0.0	0.0
47944.58608787203	-122.6270756029844	2298683335.137372	15037.399670940053	77371.6189467227	-161.64933033195848	26130.505996770637	5986367418.436858	47217.448693847655	-74.48999430338881	5548.759251318897	2229487461.156136	54887.52755926724	48448.62818087576	1.121755	17.653091	0.0548399895999999	0.0347098	0.0720249379	0.0098993447	-0.0875301174	0.1009143114	0.193573081	0.0044320186	0.0036607728	-0.0817066152	-0.0461468175	-0.023893652	0.0475570442	0.0716789049	-0.010503202	0.0064025313	0.0491464175	0.1113852207	-0.0599153791	0.1303611515	-0.0235354983	-0.0514585917	0.0137188935	0.0570067966	-0.0863709025	-0.0104838171	0.0389959214	-0.0353951277	0.0188725868	-0.0146561958	0.0190496674	0.0379868217	-0.0255170257	-0.1664323476	-0.0555351161	0.0324270623	-0.0253115635	0.0580956424	0.0347542105	0.1152979255	0.0239120963	-2.76646e-05	0.0978044455	0.04084761	-0.0169514252	0.0568236727	0.0211777573	-0.0421945031	-0.0419689309	0.1096648967	-0.0144898693	0.0511302695	-0.0157091504	0.0691749354	-0.0267593529	0.0063687201	0.0393282758	-0.0018287409	0.1278527011	-0.1611657822	-0.0485889981	-0.0215708099	0.0054578788	-0.0501085917	-0.032721909	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.0115412	0.0078479	6.158953441e-05	0.0001331992974399	-0.000216243	0.032054457	4.6761035049e-08	0.0010274882135648	-3.85421e-05	1.8132600000000003e-05	1.4854934724099998e-09	3.287911827600001e-10	-0.000177682	6.1594e-05	3.7938208359999995e-09	3.1570893124e-08	0.000205379	-0.000117326	4.2180533641e-08	1.3765390276e-08	-0.000123277	0.0001194699999999	1.4273080899999996e-08	1.5197218729e-08	0.0	0.0
48071.67693848487	127.09085061283986	2310886123.6780577	16152.084309495178	77213.59371121954	-158.02523550315527	24971.975055827686	5961939053.801282	47279.40050455729	61.95181070963736	3838.026850202738	2235341712.0703325	54947.53516009852	48366.6114146912	1.209658	19.036427	0.0588405224	0.0335529	0.0668689447	-0.0256829003	0.0514614405	-0.0326831244	0.2046392557	-0.0802314895	0.0330631642	0.0575101561	-0.0258771455	0.1172243135	0.0457846498	-0.0117927024	0.0518398532	-0.1466347024	-0.0803888306	0.0889007786	-0.0323539604	0.0727456095	-0.0260377768	-0.0569036397	0.0670812962	-0.1217635246	0.1729955953	0.0470903485	0.0265834616	0.0461451343	-0.0541836924	0.0514911532	0.0289021958	0.0750530083	-0.0104614943	-0.024133074	-0.1437545612	-0.0603012144	-0.0151972604	0.1080785393	-0.0229439133	0.0090718527	-0.0072745077	0.0738311801	0.0024222802	-0.1607844768	-0.0118711972	0.031402112	0.0531289434	0.0865800446	0.0380071125	0.1416387839	0.0005295786	-0.1279345688	-0.0247809516	0.0662601296	-0.0799994653	-0.0132687507	0.0840215064	-0.0401537265	0.0470132096	-0.0397635904	-0.0182347915	0.0169204601	0.0572104154	0.0246652354	-0.0157263302	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0165087	-0.0049675	2.467605625000001e-05	0.00027253717569	-0.0287592	-0.0285429569999999	0.0008270915846399	0.0008147003943038	-4.80575e-05	-9.5154e-06	2.30952330625e-09	9.054283716e-11	-0.000105881	7.1801e-05	5.155383601e-09	1.1210786161e-08	0.000516712	0.000311333	2.66991290944e-07	9.6928236889e-08	0.0	0.000123277	1.5197218729e-08	0.0	0.0	0.0
48199.33486715386	127.65792866899574	2323175881.636034	16296.546752058404	77831.43625726253	617.8425460429862	381729.4117008795	6057732469.86832	47349.362284342445	69.96177978515334	4894.65063070629	2241962108.733911	54917.59568773092	48903.49459167347	1.172032	18.444304	0.0474176553	0.02649	-0.0282773884	-0.071864274	-0.0071050487	-0.0797976453	0.1508143112	0.0489728574	-0.1300253067	0.0990298327	0.0272394012	0.0070287623	0.0331457363	-0.0050229252	0.1744340578	-0.0241066741	0.0484530719	-0.0690555065	-0.0183118044	0.0943341676	-0.003735441	0.0665870514	-0.0101978241	-0.0307895181	-0.0078280989	0.08572016	-0.0414171027	-0.1548444328	0.0624059171	-0.0267684153	-0.0249214202	-0.0170063266	0.0034926999	-0.0040618775	-0.0430163762	0.0144608161	0.0610282116	0.0581627493	-0.0358259156	0.0963817815	0.0766034396	-0.0886865836	-0.0697460256	-0.0747490652	0.0243893016	-0.0739911417	0.07084013	0.0181185111	-0.134723961	0.0606011763	0.1138030079	0.0468139202	-0.0689176562	-0.0425083349	-0.0094743375	0.0285412598	0.0998307551	-0.0239069613	0.1675294637	0.024949192	0.0837373078	-0.0829541788	-0.0252284329	0.0755531141	-0.0144595263	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.0164743	3.44000000000004e-05	1.1833600000000274e-09	0.00027140256049	-0.0345987	-0.0058395	0.00119707004169	3.409976025000005e-05	-6.04628e-05	-1.24053e-05	3.65575018384e-09	1.5389146809000003e-10	-0.000370284	-0.000264403	6.9908946409e-08	1.37110240656e-07	0.000121793	-0.000394919	1.4833534849e-08	1.55961016561e-07	-0.000171305	-0.000171305	2.9345403024999997e-08	2.9345403024999997e-08	0.0	0.0
48204.69495468329	5.360087529428711	2323692615.674069	28.73053832313718	77441.27809115524	-390.158166107285	152223.39458019985	5997151552.391641	47330.00357666016	-19.358707682287783	374.75956312826816	2240129238.5666637	54810.8939578202	48965.856967535416	1.120136	17.627625	0.1571508772	0.0939623	-0.0444959333	-0.0379799949	-0.1135156571	-0.0691467037	0.0409173164	0.0154956846	-0.0579361793	-0.0889320147	0.1124159297	0.0331422032	0.0357197948	0.0194584558	0.0918887567	0.0434130721	-0.0173491745	0.0620558581	0.0166439621	-0.044226174	-0.0115750277	0.0279872403	0.140917002	-0.042384747	-0.0334513376	-0.1643595827	0.0628578834	0.0023807537	-0.0428959638	0.0085020902	0.0327628786	0.0036691917	-0.0420448875	0.0411094285	0.0039780038	-0.0139338231	0.0881953281	0.0765082073	0.1307004205	0.0117870581	0.0778048135	-0.0711869342	-0.0703442533	0.0422787823	-0.0325528428	0.0861231668	-0.015010673	0.0169350557	0.0849946164	0.0825938008	-0.0223310172	-0.0584404894	0.028576949	-0.0363856853	0.0838630946	0.1006046011	0.0058098524	0.1474864756	-0.0044654419	0.0057966909	-0.0480748326	0.016985499	0.0552596313	0.0525781881	-0.0532851091	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0164984	-2.409999999999912e-05	5.808099999999577e-10	0.00027219720256	0.00990309	0.04450179	9.80711915481e-05	0.0019804093132041	-0.0308991	-0.0308386371999999	0.0009547543808099	0.0009510215443532	0.000972345	0.001342629	1.8026526316410004e-06	9.45454799025e-07	-0.0	-0.000121793	0.0	1.4833534849e-08	0.0	0.000171305	2.9345403024999997e-08	0.0	0.0	0.0
48211.25118216455	6.556227481261885	2324324740.549763	42.98411878605357	77268.9786108134	-172.29948034184054	29687.110926068293	5970495055.558338	47376.50559488932	46.50201822916279	2162.437699385388	2244533282.382579	54962.34536253079	48885.23728420947	1.176071	18.507874	0.06708453	0.0589163	0.0718317836	0.0512998483	-0.1146564949	-0.0676073087	0.0087474203	-0.039722049	0.0015518943	-0.0556979277	0.0179490908	-0.0749155974	-0.0351696609	0.0325901066	0.0076042376	0.0949004375	-0.0044710419	-0.0300080296	0.0439573115	-0.0581934399	-0.038784665	-0.0651967857	0.0561455175	0.0388632162	-0.0212365551	-0.1545861222	-0.0378120847	0.0156276178	-0.0896705369	0.0079350687	-0.0044003056	-0.0237803886	-0.0101323483	-0.1000672362	-0.0039386982	0.0129010565	-0.066080314	0.1465158796	-0.0871881478	-0.0050757306	-0.0014647831	0.0168463104	-0.0063888646	0.0982162918	-0.0446014415	0.0249788216	0.013591084	-0.0074921273	-0.0008051834	0.0973088593	0.0656538765	0.0451213587	-0.0209714564	-0.0858794723	0.0328824735	0.0074593078	-0.0634614541	-0.0188864794	0.0018847667	-0.1171776929	-0.0255606702	0.1889422131	-0.0498103574	0.0002870093	0.0366098194	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0164984	0.0	0.0	0.00027219720256	0.00128156	-0.00862153	1.6423960336e-06	7.433077954090001e-05	-0.0282374	0.0026616999999999	0.00079735075876	7.084646889999997e-06	-0.000143681	-0.001116026	1.245514032676e-06	2.0644229761e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48274.34004918526	63.08886702070595	2330411907.184372	3980.205141956319	77161.38563730399	-107.59297350941053	11576.247948596712	5953879433.468742	47333.66557617187	-42.8400187174484	1835.267203711329	2240475896.8768783	54927.94395204741	49281.918241879	1.14572	18.030235	0.04320146	0.023791	0.0198059834	0.054010192	0.037644167	-0.1398334769	0.0609273777	-0.0516104979	0.0291594782	0.064952977	-0.0077812942	-0.1346249771	-0.0507273213	0.0397895175	-0.051363754	-0.0343922688	-0.1173388682	-0.0107287738	-0.0578117961	-0.0732523743	0.0403654531	-0.0652378831	0.0490337233	-0.0699555715	0.0737402819	-0.0990436267	-0.0624413801	0.0480809743	0.0011818669	0.0154278668	0.1217511169	0.0014216449	0.0421581784	0.0461579302	-0.0231127572	0.0772589167	0.0892518272	-0.0974825544	-0.0151842113	-0.1414084962	-0.0325504339	0.0539189345	-0.0332318959	0.0248530502	-0.1256115169	-0.1179961428	0.0038272641	0.0674642381	0.0164778063	0.0675504579	-0.0887022572	-0.0587776306	0.0998125554	-0.0476313785	0.0346915098	0.0018758366	0.0041591178	0.0279441787	-0.0991378935	-0.0329888583	-0.0434580777	0.050943698	0.1080853083	-0.0293682081	0.0379556609	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0164893	9.100000000001468e-06	8.281000000002671e-11	0.0002718970144899	-0.0101752	-0.01145676	0.00010353469504	0.0001312573496976	-0.0177902	0.0104472	0.00031649121604	0.00010914398784	-0.000418327	-0.000274646	7.543042531600003e-08	1.74997478929e-07	8.19231e-24	8.19231e-24	6.71139431361e-47	6.71139431361e-47	-0.000151122	-0.000151122	2.2837858884000003e-08	2.2837858884000003e-08	0.0	0.0
48310.3061254962	35.9660763109423	2333885677.939156	1293.5586452045247	77977.39069198443	816.0050546804414	665864.2492640301	6080473459.13038	47378.64025878906	44.97468261719041	2022.722076517009	2244735552.771748	55065.74377309113	49472.49480762357	1.236296	19.455635	0.07292298	0.0404711	-0.091345841	-0.0268204276	-0.0435930476	-0.0690216601	0.0200875894	0.0677542068	-0.0124217321	-0.0342608005	0.1247266385	0.0184806984	-0.0200329103	-0.0107108322	0.0758327444	0.0906932883	0.0879579451	0.1168134382	-0.1074198207	-0.0552137201	0.057375527	0.1160468204	-0.0448735845	-0.053993398	-0.1507975322	0.0403573992	0.1978640231	0.0613685806	-0.1020021297	-0.0881317546	0.0317793571	-0.0334525414	0.1036743458	0.1367451172	0.0733063916	0.0170008849	0.0655522286	-0.0308746873	-0.041926309	-0.1168516369	-0.0067400469	-0.0666241286	-0.0705226323	0.0199729315	0.0353789467	0.0773748042	-0.0010610779	0.0309740582	-0.0454995449	0.0414924044	-0.0703534622	0.0379944643	0.0381716907	0.0167094745	0.105247884	-0.1719867037	-0.0502215089	0.0691397052	-0.1705425034	0.0698820758	0.0137490484	-0.0275655684	0.0384354413	-0.0481954272	0.0055737845	0.1013346856	0.0975763397	0.0914153405	0.0830033923	-0.00541832	0.0110709799999999	0.0001225665981603	2.93581916224e-05	0.0151094	0.0252846	0.00022829396836	0.00063931099716	-0.015156	0.0026341999999999	0.0002297043359999	6.939009639999999e-06	0.000109215	0.000527542	2.78300561764e-07	1.1927916225e-08	-0.0	-8.19231e-24	0.0	6.71139431361e-47	0.0	0.000151122	2.2837858884000003e-08	0.0	0.0	0.0
