global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	cosine00	cosine01	cosine02	cosine03	cosine04	cosine05	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
48130.74407740632	n/a	2316568525.444784	n/a	77855.89231064741	n/a	n/a	6061539967.487126	47254.61320098459	n/a	n/a	2232998468.7746677	54942.85843889772	50467.7840584133	n/a	n/a	n/a	n/a	-0.0263646494	-0.0177111731	0.0417258179	-0.1107853233	0.056135005	-0.0672493889	0.022791455	-0.0410550317	0.0526165569	-0.078631736	-0.0446467773	0.0198796738	-0.0652607383	0.0700886701	-0.0897762472	0.0148559827	-0.0015591097	0.0326417665	-0.0208797952	0.0995604882	-0.0226858016	0.0333707008	-0.0370764836	0.0344455557	-0.0669761814	0.0013141282	-0.001785416	0.1075335569	-0.0135063709	0.0475497012	-0.0199365736	0.0712592995	-0.042611931	0.0294645517	-0.0646113525	-0.0361956547	0.0680937117	0.0135548619	-0.1092361075	-0.0368643416	-0.0096868472	0.0335508913	-0.0730160542	0.0320492278	-0.0281746247	0.0321299082	-0.0391165494	0.0380447807	-0.0243248829	0.1105804473	-0.0278467991	0.0143289226	-0.0101514612	0.029693787	-0.0117954282	-0.0133661557	0.0305924842	-0.0152228069	0.1408154821	-0.0626107738	0.0907709555	-0.0086089242	0.0117326865	-0.0430860646	0.0940986241	-0.0664238358	0.0134541592	-0.0294106657	0.0001954692	-0.1073197655	0.0796132855	-0.056197063	0.0018944016	0.0236625852	-0.0484212402	-0.0238307302	0.0669334394	-0.0494548371	-0.0489621713	0.0596123226	-0.1359525689	0.0291386348	-0.029737905	0.0334206346	-0.0005978939	0.0901651253	0.0901596109	0.0901504204	0.0901375543	0.090121013	0.0901007972	8.1843e-06	n/a	n/a	6.698276649000001e-11	-0.0629038	n/a	0.00395688805444	n/a	-0.0454754	n/a	0.0020680120051599	n/a	-0.000340759	n/a	n/a	1.1611669608100002e-07	0.000162281	n/a	2.6335122961e-08	n/a	0.0	n/a	n/a	0.0
48009.03474820986	-121.70932919646292	2304867417.4548216	14813.160813452983	78750.24181231331	894.3495016658999	799861.0311300434	6201600585.49782	47250.026376742906	-4.586824241683644	21.03895662409673	2232564992.6029005	54869.79059814913	50166.34373022991	1.164104	18.770927	0.0469381342999999	0.0276954	-0.0028157488	-0.1002367073	-0.0531735366	-0.0467522321	-0.1359437078	-0.0086476952	-0.0781571947	-0.0851220085	-0.0196957889	-0.00672403	0.0103232929	-0.0217075892	0.017876234	0.0103350949	-0.149851756	0.1069011875	-0.0141031136	-0.0430224762	-0.0487033973	-0.063819868	-0.1357933321	0.0177958945	0.0580096387	-0.0579768134	-0.0156738047	0.0125154612	-0.0529878456	-0.0127253859	0.036027025	0.0340320587	-0.0407688359	-0.1398799521	0.0723797397	0.0929298772	0.0092270811	0.0329333006	-0.0318629725	0.1238364386	-0.0854833507	0.0199312044	0.1347897944	0.0615806739	0.0802224769	0.0389832425	0.0331076659	-0.0197657447	0.0044972305	-0.0062040028	0.0976495928	-0.0443325475	-0.0635571547	-0.0033989578	0.1159100412	0.0521233541	0.0527292945	0.0625772932	0.0635014444	0.0246015958	0.006839668	-0.0190872663	-0.0568115204	0.0903988151	-0.0233648918	-0.0020488642	0.0054870472	-0.1507554904	-0.0152832033	-0.0735051479	0.0722275051	-0.0421382031	0.0811320855	-0.0097045309	-0.00824603	-0.003835412	0.1301561898	0.0386587601	-0.1050844226	0.0583206544	-0.0292414574	0.0279357224	-0.0450156637	0.0886660368	-0.0252531431	0.0156832632	0.0535995984	0.0901504204	0.0901007972	0.0900181122	0.0899023957	0.0897536901	0.0895720499	0.0	-8.1843e-06	6.698276649000001e-11	0.0	-0.0400341	0.0228696999999999	0.00160272916281	0.0005230231780899	-0.0329958	0.0124796	0.0010887228176399	0.00015574041616	-0.000410091	-6.933200000000002e-05	4.806926224000003e-09	1.68174628281e-07	-0.0	-0.000162281	0.0	2.6335122961e-08	0.0	0.0	0.0	0.0
47946.68513748709	-62.349610722769285	2298884615.673325	3887.473957280866	77504.45712998335	-1245.7846823299624	1551979.4747279652	6006940875.013427	47097.4594009907	-152.5669757522046	23276.682090173785	2218170682.0279675	54665.5976580891	49701.588825259	1.237357	19.95212	0.04147009337	0.0256582	0.0618032028	0.0475674773	-0.0713533086	-0.0151889304	0.0420775291	0.0123055016	-0.0598367623	0.0845607557	0.0501929856	-0.1015168313	0.0891654364	0.1096288491	-0.0163831135	-0.0109184474	0.0540965766	-0.0271759294	-0.0155295852	-0.0186149738	0.0140915337	0.0052054864	-0.0117465218	-0.0632178364	-0.1037703526	0.0223289436	0.1016597341	-0.0105375293	-0.0065394183	0.1026119406	-0.0530077831	-0.0092651847	-0.0616040064	-0.0122925225	0.0339568585	0.1174870577	-0.0039470756	-0.0106050276	-0.0454305758	-0.1148434322	0.0460019595	-0.0765009972	-0.0542259319	0.0381213566	0.0058473119	0.0630637864	-0.0844816584	0.0636549329	-0.0089790983	-0.026194324	-0.0316639455	-0.0037320347	0.1070151761	-0.0536669525	0.0388766934	-0.0267335813	-0.0698361514	0.0594215478	0.0212218475	0.0094332052	0.061194773	0.1469730101	0.0215378857	0.0115698342	-0.0480892394	0.1140434882	0.0108953313	0.0456369012	-0.0234475432	-0.0546190337	0.031906281	-0.1610660679	-0.0086922366	-0.0331195369	0.0427760793	-0.0240835132	-0.0694783208	0.0773839068	0.0059904252	0.0079626188	-0.0896261112	0.0556791015	-0.0561116255	0.0023706801	0.046510743	-0.065072376	-0.0399739715	0.090121013	0.0899832084	0.0897536901	0.089432692	0.0890205414	0.0885176582	-5.70837e-06	-5.70837e-06	3.25854880569e-11	3.25854880569e-11	-0.0192408	0.0207933	0.0003702083846399	0.00043236132489	-0.0396511	-0.0066553	0.00157220973121	4.429301809000004e-05	-0.000193035	0.000217056	4.7113307136e-08	3.7262511225e-08	-0.0	0.0	0.0	0.0	6.32597e-05	6.32597e-05	4.001789644089999e-09	4.001789644089999e-09
47969.16806406672	22.48292657962884	2301041084.7586784	505.4819875849809	77380.91615923714	-123.5409707462095	15262.37145291579	5987806185.642887	47204.58478702911	107.12538603840947	11475.84833387826	2228272824.91582	54763.28622844574	49953.52918250042	1.146922	18.493872	0.0442366483699999	0.0268815	0.0469745056	-0.025033565	0.0763559778	-0.0365452714	0.0943497349	-0.0159636355	-0.0332444454	-0.0150036127	0.0540308408	0.0688106983	0.0167165143	0.0230556848	-0.042247762	0.0758734478	-0.0628362327	-0.0080269114	0.0824093182	0.0516415421	0.0132665424	-0.0385973746	0.0259499071	-0.0998868323	-0.0577738933	0.0230298933	-0.0204751419	0.0945957282	-0.0272726362	0.0138288304	-0.0570888703	-0.1411499645	0.043153937	-0.0698264709	0.0445899261	0.1033509521	-0.0086302622	0.0647755197	-0.0006650107	0.0640164252	0.0080110915	0.103881637	-0.0942379973	0.0026757825	-0.0953071073	-0.0462392243	-0.004159601	-0.0596550621	-0.0411453551	0.0709567081	-0.0809199091	0.0904305434	0.0517143638	0.0711474426	-0.0274390947	0.0183860255	-0.0387453548	0.0133375908	0.0705779183	-0.0169852549	0.1405304415	-0.0071591017	0.0300621885	0.1087780966	0.16693719	-0.0235871942	-0.0002707824	0.0600927368	-0.026024426	0.051431286	-0.0617676201	0.0275474093	0.00075264	-0.0241036813	0.0330481941	0.1083798705	-0.0667522473	0.1254358332	0.0511160643	-0.0391104226	-0.0826275113	-0.1117006954	0.0006826422	-0.1376841704	-0.02295269	-0.0288930664	-0.0755363764	0.0900769079	0.0898069209	0.089357542	0.0887296686	0.0879245551	0.0869438097	0.00351551	0.00352121837	1.2398978809225456e-05	1.23588105601e-05	-0.0442039	-0.0249631	0.0019539847752099	0.0006231563616099	-0.0453979	-0.0057467999999999	0.00206096932441	3.302571023999996e-05	-5.61841e-05	0.0001368509	1.872816883081e-08	3.15665309281e-09	-0.0	0.0	0.0	0.0	0.0	-6.32597e-05	4.001789644089999e-09	0.0
47950.79612367408	-18.371940392637043	2299278848.8941574	337.5281937906085	78231.74364875344	850.8274895163049	723907.416916618	6120205714.324275	47248.20907992906	43.62429289994907	1903.0789310205464	2232393261.2606907	54762.63515551436	49749.53786130159	1.079343	17.404179	0.0464770349999999	0.028294	0.0559690355	-0.085631231	-0.0323642815	0.0038686611	-0.0960525306	0.0259117045	-0.0374818839	-0.0023215934	0.0170456263	0.1312909112	0.0412880815	-0.0493217457	0.0334413158	0.0250448501	0.0199338379	0.0677089329	-0.0556458867	0.0650276708	-0.0105978561	-0.0692399269	-0.0754814132	-0.1348807968	-0.0550693697	-0.038217225	-0.0399490434	0.0137985934	-0.0092478975	-0.0735070639	-0.0229368422	0.0892085241	-0.0215060789	-0.0495996916	0.0755790894	-0.0172999732	-0.0174339505	0.0735292926	0.0342321743	-0.0707368769	-0.0938912007	0.0131128869	-0.0432805329	-0.0132319211	0.0391892094	-0.0314386313	0.0440652103	0.0210863994	0.0463142486	0.0315703873	0.0494737701	-0.0756686364	-0.0277711895	0.0327042556	0.0729680029	0.0310941394	-0.011692889	0.020448432	-0.0230972505	0.0482677516	0.0154678788	0.0665633311	-0.1605362635	0.1185145547	0.0243473876	-0.0163417531	0.0109820251	-0.0287925289	-0.1040993493	-0.0207188213	0.0275524626	0.0425917138	-0.0299677302	0.0371429428	-0.0628346238	-0.0194807784	0.0253002843	-0.0173242574	0.0380802156	0.0061274729	0.0715955734	0.0381301031	-0.0785327295	0.0906773971	0.0653952759	0.0406946956	-0.0194775091	0.0900181122	0.0895720499	0.0888302494	0.0877951597	0.0864701985	0.0848597403	0.0074273	0.00391179	1.5302101004100002e-05	5.516478529000001e-05	-0.0327213	0.0114825999999999	0.00107068347369	0.0001318501027599	-0.0224435	0.0229543999999999	0.00050371069225	0.0005269044793599	-0.000218749	-0.0001625648999999	2.6427346712009996e-08	4.7851125001e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47991.42433966353	40.6282159894472	2303176810.149649	1650.6519344851731	77243.64253414379	-988.1011146096572	976343.8126928466	5966580311.942587	47200.81222862647	-47.39685130259022	2246.461513399848	2227916675.042054	54750.9907290931	49667.66046991763	1.099227	17.724802	0.0715654436699999	0.0467432	0.0965746621	0.0598736823	-0.0116597521	-0.0121294981	0.0958315715	0.0085945391	-0.0472595242	0.0469474256	0.016326879	0.0441526515	0.0305200625	0.0579521806	-0.0280166407	-0.0218897305	-0.0046978878	-0.1064218966	0.1562625989	0.1055966389	-0.0985456489	-0.0674847394	0.0490824767	0.0740832281	0.0194393678	-0.0143054693	-0.0319574553	0.0038513629	0.0466321651	0.0468481625	-0.0504896068	-0.069226692	0.0655102452	0.0393123707	0.0859493781	-0.1427711877	0.0220368458	-0.0194776006	-0.0784738429	-0.0095865864	-0.0354790289	-0.1004529945	-0.1096822081	0.0739764976	-0.0574341352	-0.0223639118	-0.1289555561	0.0424063011	-0.0354761263	0.1289427349	-0.0016168731	0.0410337971	0.1151802861	-0.0149506404	-0.0338684353	0.0033847948	-0.076958156	0.0638493882	-0.05788988	0.0203955193	-0.0660657789	-0.0066194263	0.056803844	0.0030493608	0.1158497519	0.0916919147	0.0094130372	-0.0274966103	0.0383346928	0.0743420671	-0.0487207535	0.0013089057	-0.0290596652	0.0553822442	-0.0969047353	-0.0639171152	-0.0073329632	-0.1224863277	-0.0912708915	0.0183183058	-0.1244445504	0.0870140279	-0.0024225836	-0.0105622724	-0.0785607277	0.0356425764	-0.0930123452	0.0899446357	0.0892787486	0.0881725861	0.0866316032	0.0846633992	0.0822776803	-1.55867e-06	-0.00742885867	5.518794113883418e-05	2.4294521689e-12	-0.0360731	-0.0033517999999999	0.0013012685436099	1.1234563239999968e-05	-0.0452938	-0.0228503	0.00205152831844	0.00052213621009	0.000486889	0.000705638	4.979249870439999e-07	2.37060898321e-07	5.30517e-05	5.30517e-05	2.81448287289e-09	2.81448287289e-09	0.0	0.0	0.0	0.0
48035.20626009496	43.78192043142917	2307381040.449866	1916.856556663995	77416.98110513126	173.33857098747103	30046.26019197853	5993388963.43225	47190.152160286205	-10.660068340264845	113.63705701911684	2226910460.910965	54763.42815001177	49830.38695652174	1.083251	17.467182	0.07059968467	0.0423174	0.0525501901	-0.0525230556	0.0610209689	-0.0171428864	0.0623915433	-0.0033714581	0.0070437989	-0.0499547225	0.0195102208	0.0426643335	-0.0385073014	0.0657463585	-0.0169726384	0.0369335333	0.0038445372	0.0340955249	0.0082827444	-0.0383944735	-0.0391003393	0.1068868733	-0.0234227167	-0.0943166867	-0.023154786	-0.0247361408	0.0304551979	-0.0735336133	-0.0658015579	-0.0716304869	-0.0954082907	-0.1327333809	0.0333510453	0.006573176	0.0119081171	-0.0732099229	-0.0101892488	-0.0228685198	-0.0075588897	-0.003209764	0.0116961458	-0.0738133756	-0.0098269655	-0.0928410256	0.0101443647	0.0558609532	0.0683029719	0.0655960137	0.048417485	0.1125547547	0.1403191528	0.0578463521	-0.0084385436	0.0382827918	-0.0025897689	-0.0025644456	0.0223149204	-0.0274847769	0.0307776005	-0.0754460034	0.0357103309	-0.0978455846	-0.0096012949	-0.0559774692	0.006872084	0.145536357	0.0320703867	0.1044913459	-0.0149489969	0.0478527256	0.0395809451	0.0184114743	-0.0410108598	0.0379989446	0.0112091992	0.0272149152	-0.0335389867	0.0280299525	0.0734389817	0.0249435797	-0.0217506362	0.0861904005	0.0230613194	0.0505215723	-0.0792968876	0.0519108041	-0.1733183484	0.0898564901	0.0889272083	0.0873855175	0.0852420348	0.0825115216	0.079212782	0.00768012	0.00768167867	5.900818718913298e-05	5.8984243214400005e-05	-0.0441748	-0.0081017	0.00195141295504	6.563754289000005e-05	-0.0172916	0.0280022	0.00029899943056	0.00078412320484	3.65858e-06	-0.00048323042	2.3351163881337645e-07	1.33852076164e-11	-0.0	-5.30517e-05	0.0	2.81448287289e-09	0.0	0.0	0.0	0.0
47969.58000718213	-65.62625291282893	2301080606.065448	4306.805071378588	78491.60551901425	1074.6244138829934	1154817.630913367	6160932136.952548	47267.70118334149	77.5490230552823	6013.850976828707	2234235575.1576624	54915.65748403661	49703.18178233271	1.119013	18.043842	0.0695598239999999	0.0368422	0.0550038815	-0.1082897193	-0.0599084939	-0.0213252961	-0.0966122423	-0.054712564	0.0256504452	0.0053716204	0.0553677581	0.1536210759	-0.0228142961	-0.0043971911	-0.0296019361	-0.0356316637	0.0726718505	0.0296350552	-0.0348137173	0.0507365545	0.014566669	0.0028372703	0.04547487	-0.0286708871	-0.0666445044	-0.0174666192	-0.0565803399	-0.0332905333	0.0204614857	-0.0940083488	-0.1130537662	0.0020785936	0.1614342172	0.069421113	-0.021867918	0.0128511131	0.0572763322	-0.0179314657	-0.1146758095	0.0235728454	-0.0167147351	0.0218457872	0.014568164	-0.0573239246	0.0050769962	0.0745663883	0.0800068625	0.0402615548	0.0961309916	-0.0396451944	-0.0581623881	0.0130063224	-0.0507662949	-0.0328463246	0.0528017005	0.0436218303	-0.0603362058	-0.0574532424	-0.099943316	-0.0318979756	0.0394229021	0.0153810173	-0.1465960923	-0.0222473952	0.0029970371	0.0029262988	-0.0439078418	0.0794355641	-0.11059876	0.097016803	-0.003194844	0.1092317868	-0.0029171846	0.0396506963	0.0098245824	-0.0563503507	-0.0978747735	-0.0177573937	-0.0006850689	0.0169599487	0.059638853	0.0640241728	0.1168926161	0.0518169753	-0.0598288753	-0.0422089619	-0.0135248898	0.0897536901	0.0885176582	0.0864701985	0.0836300796	0.0800233365	0.0756830317	0.0129582	0.0052780799999999	2.7858128486399996e-05	0.00016791494724	-0.0186533	0.0255215	0.00034794560089	0.00065134696225	0.00486214	0.02215374	2.36404053796e-05	0.0004907881959876	-9.08355e-05	-9.449408e-05	8.9291311550464e-09	8.25108806025e-09	0.000237636	0.000237636	5.6470868496e-08	5.6470868496e-08	0.0	0.0	0.0	0.0
47911.11149942108	-58.46850776104839	2295474605.109958	3418.5663998037758	77849.2735452091	-642.3319738051505	412590.3645724205	6060509391.516793	47262.03102831458	-5.670155026906286	32.15065802915063	2233699576.92137	54822.62392412606	49271.90469075079	1.194574	19.262249	0.0648724406399999	0.0352942	0.1305154883	0.0322272212	-0.0734683961	-0.0279439713	0.0419188455	-0.0360001637	-0.033807813	0.039417905	0.0613317881	-0.0284402583	-0.0810124975	0.0787860998	0.013034123	-0.0248201726	-0.0647940964	-0.0953560159	0.0480533134	-0.0240521737	-0.049693722	-0.1064723029	-0.0280829547	-0.0802129884	0.0406331536	-0.1154058481	0.0757006337	0.0048319784	-0.0344057461	-0.0244726657	0.0340005885	0.0306324538	-0.027821092	-0.0224587494	-0.0628625916	-0.0227483762	0.0287668062	-0.0357983479	-0.069396343	-0.0119130645	-0.0489888509	0.011848913	-0.0027804985	-0.1233952535	0.0323086842	-0.0191474043	-0.1441795527	0.0449966404	-0.0365192146	-0.0390799716	-0.0168802018	0.0701662521	0.0634845676	-0.030071763	0.0210964661	-0.034661353	-0.0382976165	0.0718301275	-0.0650665137	-0.0891786192	-0.124027468	-0.0414383851	-0.0255974179	0.0155645511	0.085006383	0.1144581625	-0.0667738489	-0.0460105241	-0.0252071818	0.0024538441	0.1734873892	-0.058972409	-0.1685358364	0.082357431	-0.0773417068	-0.0988068234	0.0311826122	0.0178827226	0.0612433417	-0.0122229832	0.0125384259	-0.0544632368	0.0115315011	0.0252786935	-0.0040583761	-0.0704954527	0.0213660663	0.0896362522	0.0880503657	0.0854279726	0.0817999431	0.0772089855	0.0717091433	-8.325639999999998e-06	-0.0129665256399999	0.0001681307871727	6.931628140959997e-11	-0.0366238	-0.0179704999999999	0.00134130272644	0.0003229388702499	-0.0224053	-0.02726744	0.0005019974680899	0.0007435132841536	-0.000121209	-3.03735e-05	9.225495022499995e-10	1.4691621681e-08	0.00013465	-0.000102986	1.81306225e-08	1.0606116196000001e-08	0.0	0.0	0.0	0.0
48005.3681526082	94.2566531871198	2304515371.4674497	8884.316670036982	77740.99707928825	-108.27646592084784	11723.793072308525	6043662626.881905	47231.97041264066	-30.060615673923166	903.6406146953152	2230859029.0605626	54781.78168586688	49591.85457020635	1.146431	18.485952	0.06029308678	0.0360166	0.105238711	-0.024850334	0.0732438928	-0.0126291908	0.0614610391	0.0215705202	-0.0298792781	-0.0542627491	-0.0380310366	0.0776776688	-0.0507534711	0.0515576449	-0.0100418069	0.0672374953	0.0438750421	0.0086691783	-0.1861160945	-0.0259484741	0.1146911779	-0.0380939472	-0.051602854	-0.1500460515	0.008862231	-0.0040522584	0.0325498944	-0.0427202576	-0.0328704604	-0.0576254884	0.1158946821	0.0647827202	0.0025531621	0.0087332552	-0.0032092155	-0.0703916516	-0.0912566629	0.0852977599	-0.0537080604	-0.0176733419	-0.019843202	-0.0301202578	0.041707844	-0.0160258832	-0.0162122207	0.000553561	-0.0270166129	0.0358090976	0.0171607581	0.0470782644	-0.0854478278	0.0559543878	0.0129814734	0.067511541	0.0291895047	-0.0337543652	0.0881589342	-0.0539695364	-0.0557271141	-0.0357966502	0.1007267303	-0.056713557	-0.1086056108	-0.0275376043	-0.0086101612	-0.0080423092	-0.0957246909	0.009629527	0.0552458735	-0.0527060576	0.145668675	0.0024173071	-0.1299179943	-0.0166821973	-0.0102871324	0.0300080888	-0.1294291677	0.0368882882	0.0432660963	-0.0603971588	0.0742503204	-0.0524400721	0.0303143451	0.0504570334	0.0147873193	0.0767844717	0.0606239757	0.0895041956	0.0875256354	0.0842603694	0.0797563999	0.0740799394	0.0673144371	-6.67886e-06	1.6467799999999978e-06	2.711884368399993e-12	4.4607170899600007e-11	-0.0442978	-0.007674	0.00196229508484	5.8890276e-05	-0.00348041	0.01892489	1.21132537681e-05	0.0003581514615121	-0.000600741	-0.000479532	2.2995093902400005e-07	3.60889749081e-07	0.000328969	0.0001943189999999	1.0822060296100001e-07	3.7759873761e-08	0.0	0.0	0.0	0.0
