global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
48311.84903149463	n/a	2334034756.841929	n/a	78393.9041936184	n/a	n/a	6145604214.71822	47423.80107179752	n/a	n/a	2249016908.097424	55105.18539473284	49628.565788435626	n/a	n/a	n/a	n/a	-0.0281599007	-0.0720836549	0.1149111217	0.0214208179	0.0799390511	0.0236241618	0.0805583736	-0.062846393	0.0132548956	0.0934456357	-0.1007026819	-0.0696222209	0.0505040788	-0.0603669212	0.0214943025	-0.0386139313	0.021448808	-0.0313790394	0.1363747963	-0.0780455713	0.049848897	-0.0753880891	0.0869790151	-0.0310403569	0.0072637849	-0.0556731276	0.1263861841	-0.07254682	0.0851312469	0.0229025574	-0.1370148394	0.1100964454	-0.0153989373	0.0762428702	-0.0655821982	0.1518285016	-0.1057603772	0.1583875453	-0.0268203569	0.0329463513	-0.012067815	-0.0545368284	-0.0314055599	0.0139583398	0.0311428454	0.1282083927	-0.0698010168	0.0234129989	-0.0133613668	0.090860903	-0.0646720059	0.0675670252	-0.0867982202	0.134312715	-0.0370513464	0.0269096566	-0.0294070225	0.0320372092	-0.0679329067	0.0893986271	-0.0303661696	0.048613616	0.1270867874	-0.0467549092	0.0108770702	-0.0371490346	0.020086698	-0.0026780334	0.0183068784	-0.0410978436	0.102594329	0.1025838106	0.1025662807	0.1025417406	-0.0168939	n/a	n/a	0.00028540385721	-0.0325804	n/a	0.00106148246416	n/a	-0.00961448	n/a	9.24382256704e-05	n/a	0.00110531	n/a	n/a	1.2217101961e-06	-0.0	n/a	0.0	n/a	0.0	n/a	n/a	0.0
48379.602847469	67.75381597437081	2340585971.6788306	4590.579579088905	77963.23358394938	-430.6706096690177	185477.17403268343	6078265790.865452	47467.72860036803	43.927528570508	1929.627766312797	2253185258.4781966	55105.71083100048	49577.23329342504	0.958525	14.760242	0.0420535199999999	0.0221778	-0.0211916962	-0.0259421225	0.1245789268	0.0465516253	0.1505244961	0.0185099334	0.0190491726	-0.0964004748	-0.0091928436	0.064132892	0.0407322746	0.008697853	-0.0290878494	-0.0123413875	0.0384232118	-0.0545127007	0.0793947163	-0.0856134646	0.0421418416	-0.0942878432	-0.0370417247	-0.0293843895	-0.1646085202	-0.0639796495	0.0226690283	-0.0957797431	-0.0234760299	0.0142342277	0.0003115069	0.0457303831	0.0487563684	0.0702771229	-0.0467558352	-0.0813236692	0.0426301387	-0.0297406577	-0.0620326766	-0.0811260776	0.0236615673	0.0598141432	-0.0395024963	0.0067379752	-0.0426015771	0.004221039	0.0352569624	-0.0318730694	-0.1132825221	-0.0545739031	0.0567255155	0.1029673121	-0.0603912953	0.0616867576	0.0110299203	-0.0481333611	0.1248179173	0.0470215833	0.047767808	-0.0238625656	-0.0881926729	0.0411540709	-0.0431247531	-0.0233766805	-0.0309276105	-0.0469962421	-0.0113721961	0.0483287669	0.0636309206	0.0189012864	-3.44194e-05	-0.0537441633	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-0.0174044	-0.0005105	2.6061025000000054e-07	0.00030291313936	-0.0450335	-0.0124530999999999	0.0020280161222499	0.0001550796996099	-0.0125278	-0.00291332	0.00015694577284	8.487433422400003e-06	0.00119127	8.595999999999994e-05	7.389121599999991e-09	1.4191242129e-06	-0.000330965	-0.000330965	1.09537831225e-07	1.09537831225e-07	-0.000106607	-0.000106607	1.1365052449e-08	1.1365052449e-08
48354.56246829104	-25.040379177960855	2338163711.499861	627.0205893760557	78265.94380915379	302.7102252044133	91633.48044330662	6125557960.337618	47439.515762203	-28.21283816502546	795.9642373259171	2250507655.752307	55126.2329106317	49783.907607432535	0.98204	15.122357	0.0437902	0.0215999	0.0121733646	-0.0292167717	0.1538272336	0.0146651857	0.079257265	-0.0445835956	0.0604062722	-0.0827879474	0.0012268033	-0.0009066813	0.0696409585	0.0107211827	0.0190754589	-0.0670162017	-0.0468754744	-0.0185787421	0.0797585664	-0.0434742342	-0.1016338738	-0.1457643624	-0.0064267727	0.0795232057	-0.0619710732	-0.1000342237	0.0151291508	-0.0307936929	-0.0011374943	-0.0413065391	0.0538921145	-0.0172000403	-0.1290459198	-0.0878827658	0.0701366368	0.0442428449	0.1106601624	0.1086514503	0.0301786279	-0.1211416139	0.0068577718	-0.1100523371	0.0927100766	0.0486460688	-0.0482992037	-0.0272294994	-0.0313111137	-0.0035795061	-0.0810164419	-0.0621073028	0.0545860308	0.1672503014	-0.0124758789	-0.0025651875	-0.0651021265	0.0808744892	0.0992887252	-0.0720550686	0.0402967439	-0.0820350424	-0.0852316412	0.097342742	0.0384747457	-0.0919845863	0.0794236145	-0.0319231403	-0.0671569658	0.0402200653	0.0189228049	0.0190452186	-0.0843684009	0.0614131014	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-0.0113152	0.0060892	3.7078356640000016e-05	0.00012803375104	-0.0396647	0.0053688	0.0015732884260899	2.882401344e-05	-0.0168888	-0.0043609999999999	0.00028523156544	1.9018320999999988e-05	0.000823947	-0.0003673229999999	1.3492618632899994e-07	6.78888658809e-07	-0.000416459	-8.549399999999998e-05	1.73438098681e-07	7.309224035999996e-09	0.0	0.000106607	1.1365052449e-08	0.0
48228.90756995014	-125.65489834090113	2326027525.390794	15789.153477062197	78618.14653862847	352.2027294746804	124046.76264941489	6180812965.169259	47454.20317342459	14.687411221588263	215.72004839203683	2251901398.8246603	55166.91526442308	49497.61276844808	1.057944	16.291185	0.05910808	0.0290778	-0.0417703312	-0.07642313	0.1541558151	-0.0318574387	0.019009369	-0.0840625835	0.0578872616	-0.0326447697	0.0205163642	0.1105529607	0.0459145405	0.0267900154	-0.0449400188	0.0052743516	-0.0319651862	0.0041926238	-0.0481466916	-0.1810819174	0.0852318328	-0.1720558858	0.0578136218	-0.0972557874	-0.0575965238	0.1353733331	0.0921253841	0.0072436255	0.0106429857	-0.130367372	-0.0705832972	0.0605421913	-0.0443652375	0.0622012196	0.0613997335	0.0276994571	0.075215103	0.044038571	0.069768349	0.0882496666	0.0524461512	0.0696132893	0.0286369215	0.0579911307	-0.0108390266	0.0071636473	-0.0690736511	0.0210644838	-0.1066711221	0.0581910199	0.0369858138	0.0143250052	0.000810768	0.0956774235	-0.0636340186	-0.0461609318	0.1740613629	0.1067514973	-0.084411256	0.0192514644	-0.0017932879	0.1456436167	0.0042061783	0.0193766506	0.0672678715	-0.0891263942	-0.0884844679	-0.1132180385	0.0968294106	0.0017192761	-0.0354004629	0.0583701259	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-0.00391551	0.00739969	5.47554120961e-05	1.5331218560099997e-05	-0.0169329	0.0227317999999999	0.00028672310241	0.0005167347312399	-0.00696641	0.00992239	4.85308682881e-05	9.84538233121e-05	0.000983085	0.000159138	2.5324903044000025e-08	9.664561172250005e-07	-0.000194513	0.000221946	3.7835307169e-08	4.9260026916e-08	0.0	0.0	0.0	0.0
48125.23854759752	-103.66902235262388	2316038585.263166	10747.266195548827	78252.9432421175	-365.2032965109684	133373.44778247827	6123523126.054063	47390.35350351885	-63.84966990574321	4076.78034707237	2245845605.188481	55131.239336736246	48919.95206528043	1.074792	16.550631	0.0360802399999999	0.0195948	-0.1006187628	-0.0727004754	0.1022884795	-0.0232953798	-0.0137311813	-0.0424691186	0.0248896177	0.044110979	-0.0193376711	0.1068210542	-0.0122655021	-0.0438472289	0.1303355858	0.0700827722	-0.0597789943	0.0619525945	0.0815030005	-0.0568222738	-0.0803738823	0.1192044852	0.0182324991	0.1035776099	0.0365233564	0.0479078025	0.0546482628	-0.0698776643	-0.0778390906	0.002520141	-0.0729262905	-0.0892380052	0.0046918878	-0.05378476	0.0310151136	-0.08373709	0.0237175281	0.1406565454	0.2419485999	0.1785664847	0.1706933557	0.0984357961	-0.1140815862	0.0542614666	0.0692418535	0.0350341922	-0.0131825889	0.160633643	0.0486217582	-0.082322725	0.0317748052	0.059996606	0.1240667967	-0.0628384597	0.04761932	-0.0354211621	0.0846548924	0.026748818	-0.0823102517	0.0315674473	0.0821637172	0.0782447413	-0.0664160942	-0.1564539182	0.0303782826	-0.0386468353	0.022211028	0.0504224513	-0.0755319601	-0.1245408636	0.089049617	0.0669455186	0.1023139614	0.1014639107	0.1000523871	0.0980872016	-0.0052603	-0.00134479	1.808460144100001e-06	2.767075609e-05	-0.0302221	-0.0132891999999999	0.00091337532841	0.0001766028366399	-0.00805926	-0.00109285	6.49516717476e-05	1.1943211225000005e-06	0.00118488	0.0002017949999999	4.0721222024999935e-08	1.4039406143999998e-06	-0.000399786	-0.000205273	1.5982884579600002e-07	4.2137004529e-08	0.0	0.0	0.0	0.0
48197.17968955104	71.9411419535245	2322968130.026871	5175.527905577162	78385.20882686492	132.26558474742342	17494.184908577845	6144240962.831223	47369.44298004907	-20.910523469778127	437.2499917801419	2243864128.24012	55049.00299910236	48997.070650725385	1.161778	17.890118	0.0429000061999999	0.0224279	-0.1038608321	-0.0304884838	0.0681061545	0.1023102794	0.0049647493	0.0962912389	0.09321794	0.0647350092	-0.0469043029	0.0214828301	-0.0704548731	0.033485023	-0.089691468	0.0428443776	-0.0966074155	0.0341574054	-0.1277938327	0.038430997	0.0596922688	-0.0541070259	0.0205417026	-0.0078902231	-0.0160806705	0.0229187337	-0.0402969438	-0.0194009351	-0.0642149583	0.0341773737	0.0360699576	-0.0345166377	-0.0236513575	-0.1290121532	-0.2091747867	0.0437298576	-0.0530350356	-0.0323944696	0.0660809573	0.053855631	-0.0761768878	-0.0461753448	0.024281723	-0.0926996919	0.0317348489	0.0259831567	-0.1109542024	0.0093458579	-0.0329967435	0.093540444	0.082689899	0.0176198272	-0.0377688225	-0.0026090259	0.0961107516	0.0501760413	-0.0921132231	-0.0001089295	0.0681043907	0.0395798837	0.0044316407	-0.1109530024	-0.0769352405	-0.0906589805	-0.0102294083	0.0526772007	0.0102743439	0.0134432676	0.1168869698	0.0324201555	0.0352916487	0.1213462841	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-1.66998e-05	0.0052436002	2.7495343057440044e-05	2.7888332003999995e-10	-0.0114867	0.0187354	0.00013194427689	0.00035101521316	0.000987066	0.009046326	9.74299288356e-07	8.183601409827601e-05	0.00114069	-4.418999999999994e-05	1.9527560999999952e-09	1.3011736761e-06	-0.000317289	8.2497e-05	1.00672309521e-07	6.805755009000001e-09	7.08066e-05	7.08066e-05	5.01357460356e-09	5.01357460356e-09
48467.58837162442	270.4086820733792	2349107122.5612226	73120.85534066186	77889.59456730231	-495.6142595626152	245633.4942817993	6066788941.858729	47404.114269918646	34.67128986957687	1202.0983412202236	2247150049.7155046	54961.66985721458	49803.112582943846	1.246182	19.189859	0.0498783308	0.0353088	0.0135275307	0.0286770352	-0.007530502	0.142626322	0.0899544176	0.1149442386	-0.0243860445	-0.0858625857	-0.0123878392	0.0533658245	-0.0726749686	0.0030236958	-0.1227504768	-0.0357346849	0.0495628227	-0.0418310891	-0.056207407	-0.0309331329	-0.0815151493	0.0871455377	0.0344612473	0.0537664379	-0.0085566039	0.0671565481	-0.1120978708	-0.1403336866	-0.0469171932	0.0576252816	-0.0056752707	0.0688022557	-0.0031461648	0.0435896606	0.0319973869	-0.1226066723	0.0319973996	-0.011223175	-0.0267454703	-0.0112426773	-0.0042736986	-0.009370916	0.0418597349	-0.0961610007	-0.0203285792	0.0014941322	0.0561475763	-0.057182723	-0.1146908178	0.0205617226	0.0959296872	0.0179601343	0.0715900285	0.0313211751	-0.0214979043	-0.0205583058	-0.1040553573	0.0727605604	0.0531305259	-0.0107730694	0.1095673726	0.074381193	0.0275528427	-0.2274529554	-0.1548177214	0.1309023455	0.0350942219	0.0953777556	-0.0168494858	0.027849482	-0.0378874187	0.0018725442	0.102005852	0.1002367339	0.0973108962	0.0932621027	-1.6015e-05	6.847999999999972e-07	4.689510399999962e-13	2.5648022500000005e-10	-0.0185774	-0.0070907	0.00034511979076	5.027802649e-05	-0.0330118	-0.033998866	0.00108977893924	0.0011559228892859	0.00114069	0.0	0.0	1.3011736761e-06	-0.000422244	-0.000104955	1.78289995536e-07	1.1015552025e-08	0.0	-7.08066e-05	5.01357460356e-09	0.0
48430.28041309507	-37.30795852935262	2345492060.89102	1391.8837696278947	78076.035796791	186.44122948868608	34760.3320532529	6095867365.741789	47446.52169825026	42.40742833161494	1798.3899777010572	2251172421.2625327	54987.650736748416	50381.901245650246	1.325621	20.41313	0.076567795	0.0445573	0.0625517627	-0.0937728109	-0.0587707077	-0.0274122386	-0.0277445517	0.0154678429	0.0065554283	-0.0365618757	0.124607132	-0.0140490251	-0.0269036858	-0.0588029596	-0.0530458262	-0.0354002222	-0.0330735518	-0.0317965679	-0.0633941298	-0.1353186751	0.147402984	0.0794480146	0.0069028992	-0.0052360034	0.0667633401	-0.0055166376	-0.0790866615	0.0469299232	0.0239787908	0.0772625736	0.0056799127	-0.0021036447	-0.0871356217	0.1197688211	0.0516700423	-0.0522060151	0.1473025854	-0.0673711771	-0.1846286701	0.0232430768	-0.1753249443	-0.0087032312	-0.1139242037	-0.0139462753	-0.1222823055	0.0439930452	-0.0121352005	-0.0237832473	0.0750024197	-0.032795474	-0.0105543271	-0.1414522738	0.0220785885	0.0748979547	-0.2412470466	0.0125476071	0.1583022706	0.0483885967	0.1215254127	0.0524730709	0.0822162167	-0.0495855027	-0.049145327	0.0760882066	-0.0171873302	0.0984755614	-0.0583069486	-0.0514494739	-0.0636106893	0.0181978268	0.0895949663	-0.0772309006	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.00366508	0.0036810949999999	1.3550460399024998e-05	1.34328114064e-05	0.0186815	0.0372589	0.00034899844225	0.0013882256292099	-0.0330142	-2.3999999999996247e-06	0.00108993740164	5.759999999998198e-12	0.0012722	0.00013151	1.7294880100000013e-08	1.61849284e-06	-0.0008409859999999	-0.0004187419999999	7.072574521958318e-07	1.7534486256391622e-07	-0.000162256	-0.000162256	2.6327009536e-08	2.6327009536e-08
48293.457174527706	-136.82323856736184	2332258005.8679414	18720.59861206121	78426.05810896898	350.02231217798544	122515.6190224231	6150646590.511379	47463.36756279055	16.84586454028613	283.78315210966963	2252771260.400558	55135.12655945716	50030.57410947309	1.136031	17.493649	0.08826857	0.0417339	0.0166213732	-0.0446236255	-0.0958430462	-0.0274274672	-0.1203553645	-0.0805477444	-0.024089408	0.0518999245	0.1528007865	-0.0155784144	0.0243851997	-0.0213951914	-0.0359441378	0.0173310256	-0.0412756377	-0.0504179215	-0.027937144	-0.0363057748	0.0639075335	0.0395666926	0.0878000339	0.0912409208	0.0249401489	0.0537050687	-0.008213255	-0.017138788	-0.0857823865	-0.0811055	0.0394976243	0.0250385372	0.0831292741	-0.0149330339	-0.0228313586	0.0011520961	0.1517726133	0.0321260654	-0.0111152128	0.0715894573	-0.0109060452	0.0930900629	0.0785753436	0.06473106	-0.056098171	0.1152920204	-0.0332076569	-0.0166974417	0.0478391699	-0.0560454584	-0.0285744298	-0.127880185	0.1075777527	-0.1300774698	-0.1479738956	-0.0077164845	0.0956181944	0.0877249508	-0.0997886052	-0.1515718942	0.0494080177	0.0269054099	-0.0139733845	0.0166764269	-0.0017326428	0.006909601	0.0003564636	-0.0514408693	0.1034450408	-0.0102278336	0.0715101065	-0.0428815541	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.0132057	0.00954062	9.102342998440004e-05	0.00017439051249	0.0287505	0.0100689999999999	0.0008265912502499	0.0001013847609999	-0.0182119	0.0148023	0.00033167330161	0.00021910808529	0.00117165	-0.00010055	1.0110302500000006e-08	1.3727637225e-06	-0.00034239	0.0004985959999999	1.1723091209999999e-07	2.485979712159003e-07	0.000315731	0.000477987	2.2847157216900003e-07	9.968606436099999e-08
48259.68303495636	-33.774139571345586	2328997006.6344547	1140.6925037847318	78061.26519797267	-364.7929109963152	133073.86791316554	6093561124.308218	47329.07722107438	-134.29034171616513	18033.8958782444	2240041550.598422	54976.68358804467	49644.13537757574	1.030847	15.873922	0.05951102	0.0313531	-0.028314087	-0.0573559826	-0.1128972468	-0.0240664748	-0.0830449497	-0.0120770257	-0.0075668506	0.1012481442	0.0211165654	-0.0808788978	-0.066655808	0.0013718868	0.0884952511	0.1138845576	-0.1495620607	0.0225707183	0.1666208757	0.0672551096	-0.0046510961	0.0878863957	0.0238347364	-0.0749122555	-0.0519266579	0.0586876345	-0.0263702401	0.1320157965	0.1474465888	0.1105235128	-0.0650173957	0.0361312893	0.0670366569	-0.0204125888	-0.0972444714	-0.0231330602	0.0090664966	0.0556231527	0.0322992588	-0.030547724	-0.0772522328	0.1168208589	0.050506171	0.002361142	0.0212032758	0.0367291866	-0.0114366333	0.1147302626	0.1541600197	-0.1961441477	0.0716583514	-0.0017185668	0.0289980418	-0.1140545326	-0.0145426015	-0.0831493644	0.0012952977	0.0009130075	-0.1569549433	0.0300977175	0.0177497882	0.0013389836	0.0699083107	0.0840935376	0.1807130767	0.1298735161	-0.0421266516	-0.0192262366	0.0705916183	0.0141104307	0.0549505387	0.0285415347	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.00478196	-0.00842374	7.095939558760001e-05	2.28671414416e-05	0.00540627	-0.0233442299999999	2.9227755312900003e-05	0.0005449530742928	-0.0145197	0.0036921999999999	0.00021082168809	1.3632340839999998e-05	0.0008970929999999	-0.0002745570000001	7.538154624905491e-08	8.047758506488205e-07	-0.000301705	4.0685e-05	9.1025907025e-08	1.6552692249999994e-09	0.000149956	-0.0001657749999999	2.748135062499999e-08	2.2486801936e-08
