global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
48248.39262005477	n/a	2327907390.418956	n/a	78061.85334372074	n/a	n/a	6093652947.456564	47342.97913635501	n/a	n/a	2241357673.505346	54927.42174174586	49047.72260771602	n/a	n/a	n/a	n/a	-0.0183070483	-0.0932414953	0.0644658354	-0.1060040871	-0.0847317607	-0.0225951766	-0.0056952594	-0.0106329188	0.1315811854	0.0324699931	-0.1043657186	-0.0025640617	0.0431114176	-0.0588365033	0.0217149242	-0.110832207	0.0090758641	-0.00874534	0.0109134257	-0.0385800961	0.0272504322	-0.0109829413	0.0077382068	-0.0448472523	0.0247431334	-0.0282958322	0.1394548049	-0.0816142681	0.0750787664	-0.0069625053	-0.1030708801	-0.0295259083	0.0156753527	-0.0738262976	0.0123302184	-0.0415048998	0.0820809581	-0.0228487253	0.0149909263	-0.019964822	0.0613989294	-0.129462489	0.0009629634	-0.0580894166	-0.0298357296	-0.0232264909	-0.0466423608	0.1120954662	-0.0196502164	0.0372492083	-0.0544688188	0.0014529541	-0.0577735795	0.0033482868	-0.0293736246	0.0659018892	-0.0169262854	0.0073990879	-0.0396985784	0.0034706401	-0.0102116107	0.0799333746	-0.0248776926	0.0896247629	-0.0143655328	-0.0287109008	0.0816992841	0.0800857497	-0.0616357435	0.0268270739	-0.0414360074	0.0054864587	-0.0315595697	0.102594329	0.1025838106	0.1025662807	0.1025417406	-3.75041e-06	n/a	n/a	1.40655751681e-11	-0.0243753	n/a	0.00059415525009	n/a	2.99207e-05	n/a	8.9524828849e-10	n/a	0.000386339	n/a	n/a	1.4925782292099998e-07	0.000148415	n/a	2.2027012225e-08	n/a	0.0	n/a	n/a	0.0
48192.56817567544	-55.82444437933009	2322523627.367125	3116.3685902609186	77991.15762523409	-70.69571848664782	4997.884612343359	6082620667.72411	47352.52230674342	9.543170388409637	91.07210106221852	2242261368.810633	55032.27074005544	49095.79751984679	1.025679	15.943871	0.055172339445863	0.030417	0.0492531327	-0.0664979421	-0.0108812685	-0.1057607497	-0.1484538725	0.0928943866	-0.0089224431	0.0331702804	0.0548229409	-0.0658556534	0.028396816	0.0080592732	0.0412173063	-0.0767249385	-0.0891022916	-0.0572180261	0.0610095911	0.0455555662	0.0534468706	-0.0634606252	0.0946292046	0.0660259992	-0.0541122298	-0.0564631719	0.0431896493	-0.0342303211	0.0700844562	0.0445428017	-0.0212575589	-0.070167221	0.0788384543	-0.0205212806	-0.0228005847	-0.0196249509	0.0571214048	0.0395802473	0.1007612961	-0.0213705703	0.0253065452	0.1222192812	0.0386378023	0.1197235475	0.0119669929	-0.0123524751	0.0645283251	-0.0451198213	0.0800532382	0.0676891135	-0.0414085847	-0.0399486339	-0.043162477	0.0494585416	-0.0026249007	0.0321440767	-0.0727971292	-0.0490928414	-0.0579511362	-0.0098481913	-0.0445449609	-0.075269357	0.1195866552	-0.0549881745	-0.0472937862	-0.0108827201	0.0645482163	0.0138619616	0.0876361153	0.0294474138	-0.0951607328	-0.0051041129	0.066837289	-0.0183756353	-0.0388249351	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-2.64137e-10	3.750145863e-06	1.4063593993776017e-11	6.9768354769e-20	-0.0112447	0.0131306	0.0001264432780899	0.0001724126563599	0.00985181	0.0098218893	9.70581602761e-05	9.646950942145452e-05	0.000882246	0.000495907	2.459237526490001e-07	7.783580045160001e-07	-0.0	-0.000148415	0.0	2.2027012225e-08	0.0	0.0	0.0	0.0
48194.380068797975	1.8118931225326376	2322698270.215752	3.2829566874810725	78024.61617070458	33.458545470493846	1119.4742650011042	6087840728.585775	47326.95976720648	-25.56253953694249	653.4434275777483	2239841120.806781	54929.6172617416	48784.09520535088	1.063606	16.53344	0.050144242445863	0.0323488	0.108828888	-0.0239092497	-0.0056382263	-0.0241053031	-0.1433608433	-0.0031239987	-0.0189463725	0.1288771045	0.0083205239	-0.0405285733	-0.0216226739	-0.0548498462	0.0088122755	0.0045222612	-0.1209775136	-0.0469218102	-0.0094913193	0.0875194569	0.0821000319	-0.0933437106	0.016884787	0.017391921	-0.1745395428	0.016468076	-0.0823821239	0.0177218526	0.134522638	-0.0414703545	-0.035931144	-0.0030981627	0.0886352418	-0.0225404807	-0.0494238392	-0.0183493359	0.0608888294	-0.0082897444	-0.0860163458	0.0468953303	-0.0124264708	0.076332639	0.0596311639	0.0730097275	-0.0053040722	-0.0154761584	0.0060989058	0.0231411041	0.1293974527	-0.0094173596	-0.0492177082	0.0028348727	-0.0201644976	-0.0666956014	-0.0327375524	-0.1771240107	0.0016203963	-0.0609342512	-0.0196624397	-0.0337802734	-0.0056045512	-0.0743407353	0.02734289	-0.0596937703	-0.11098893	0.0409997273	-0.1362220067	-0.013529201	0.1267846552	0.0865454166	-0.0954954643	-0.051745303	-0.0259847013	-0.1754001985	-0.1058730292	0.1025101919	0.1022474116	0.1018099433	0.1011985345	-2.95271e-06	-2.952445863e-06	8.716936573945815e-12	8.7184963441e-12	-0.0379134	-0.0266687	0.00143742589956	0.00071121955969	0.0108278	0.0009759899999999	0.00011724125284	9.52556480099999e-07	0.000592813	-0.000289433	8.377146148900004e-08	3.51427252969e-07	0.000160499	0.000160499	2.5759929001000006e-08	2.5759929001000006e-08	0.0	0.0	0.0	0.0
48303.76648790036	109.3864191023822	2333253856.9176054	11965.388684042007	78604.83815396769	580.221983263109	336657.54986177554	6178720581.211455	47437.88361509995	110.92384789347123	12304.100031493948	2250352801.8797684	55005.36044674403	48958.62216697935	1.216278	18.906673	0.0401447224099999	0.0195989	0.0907536582	0.0879675954	0.0937025274	-0.0258817158	-0.122167783	-0.1411527408	0.0042114088	-0.0335556418	-0.026927946	-0.0478155636	0.137143912	-0.0620914585	0.0260772335	0.1192047057	0.0405648607	-0.0427290365	0.0873846246	0.0265108062	0.1250795482	-0.0119120614	0.0410214604	0.1065320679	-0.0266212044	0.1258498674	0.0510854013	-0.0321022538	0.0283279996	-0.0316936542	-0.0845441129	0.0617668517	0.0088664159	-0.0182431501	0.1298981452	0.0908840245	0.0680324598	-0.050524798	-0.1412322209	0.1119195547	-0.0419630334	-0.0271847186	0.0856601282	-0.085251893	-0.0615542594	0.0624061511	-0.103500289	0.0641969543	0.0196506529	-0.0430870966	0.021606681	-0.0526337844	-0.0613825423	0.1056859654	0.0147158344	0.0771690173	-0.1718689103	-0.0617962741	0.0139820054	0.0060186176	-0.0202247393	-0.0597170313	0.0389702058	0.0124346862	-0.1580631302	0.0213237375	-0.0452206986	0.1071178913	0.0885275689	0.0383862451	0.0922102754	-0.0371482155	-0.177202259	0.0352955682	0.0995620986	0.1024260777	0.1019113804	0.1010554665	0.0998612018	2.51068e-05	2.805951e-05	7.873361014401e-10	6.3035140624e-10	-0.0245093	0.0134040999999999	0.00060070578649	0.0001796698968099	2.25871e-05	-0.0108052129	5.1017708641e-10	0.0001167526258143	0.000461473	-0.0001313399999999	1.7250195599999992e-08	2.12957329729e-07	0.000177016	1.651699999999999e-05	3.1334664256e-08	2.7281128899999966e-10	-0.00017029	-0.00017029	2.89986841e-08	2.89986841e-08
48399.2333873923	95.46689949194116	2342485792.4872694	9113.928898604394	77977.19597451428	-627.6421794534108	393934.7054290275	6080443092.047806	47506.14463404605	68.26101894610474	4659.566707560471	2256833777.9909024	55042.35843270285	49277.22406654316	1.267902	19.70916	0.0738656939	0.0394035	-0.0567653041	-0.0458994836	0.1177765305	-0.0245408434	-0.0517788272	0.0264977139	-0.1075088054	-0.0830145449	-0.0467897723	-0.0459188413	-0.1461034402	0.0982870293	0.0077834639	0.0599726417	0.1190884468	-0.0275437633	0.0139996337	0.1600543643	-0.0823663161	-0.010630212	-0.0452026574	-0.0727645826	0.0013981155	-0.0221863041	-0.0123448152	0.0108096361	0.1442942494	-0.0126868074	-0.0601917055	-0.0176811311	-0.1165071862	0.0705263001	0.0490317428	0.0106514272	-0.2052920152	0.0269208399	-0.0564749971	-0.0483439548	-0.0173824142	-0.0536823764	0.0452284018	0.0870311123	-0.0013434301	-0.1654609337	0.0290569893	-0.0993810917	-0.0648922133	-0.103320607	-0.0297654368	-0.0647840787	0.1017646969	0.1075562563	-0.1564238157	-0.028138472	0.0492499005	0.0241509017	-0.0072512982	-0.0207156415	-0.0413948401	0.0376429538	0.0280570857	0.0513102804	0.0679852118	-0.0023684587	0.0461152738	-0.0654779629	0.0493939382	0.0931846879	-0.0087061161	0.019752208	-0.0880489025	0.1073071877	-0.0004904613	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0	-2.51068e-05	6.3035140624e-10	0.0	-0.0132662	0.0112431	0.00017599206244	0.00012640729761	-0.0214215	-0.0214440871	0.00045888066225	0.0004598488715523	0.000937235	0.000475762	2.2634948064400005e-07	8.78409445225e-07	-0.0	-0.000177016	0.0	3.1334664256e-08	0.0	0.00017029	2.89986841e-08	0.0
48317.8071301874	-81.42625720489741	2334610485.8699884	6630.235362398107	78157.92552522238	180.72955070809985	32663.170499151634	6108661322.406208	47436.73424057439	-69.41039347166225	4817.802721890973	2250243755.410883	55033.32324980202	49755.93042981585	1.223404	19.017447	0.06098785	0.0337435	-0.0455653332	-0.0513987436	-0.0526073704	-0.0323091932	-0.035137758	0.0592255307	0.0533865274	-0.0211359273	0.0205809231	0.1466113799	0.0689691525	0.118837272	0.0245065318	-0.0214013774	0.1011659569	-0.0284760862	-0.0873669535	0.0189557233	-0.0408801545	0.0020303291	-0.0610948867	-0.0142890375	-0.0024969408	-0.1580824875	-0.049764669	-0.0593878299	0.0060027004	-0.1631385096	-0.0048976456	0.0802875229	0.1016284766	0.0155390648	0.0143580611	-0.1605840466	0.0246250375	-0.1214185629	0.0029283944	0.0700757904	0.0189667025	0.0151848896	-0.0297716353	-0.0385429435	-0.0718324905	-0.0465350663	0.0704120047	-0.057854129	-0.1259568121	0.0475921519	0.0340083932	0.0863903838	-0.0873328398	-0.0015235034	0.0107363059	0.0363613622	0.0058785232	-0.0420807645	-0.171541853	-0.0151151796	-0.060866605	0.0342014989	-0.1167514571	-0.0290481523	-0.0179775664	0.051290439	-0.0147386196	-0.0083053167	0.0067421063	-0.0796556947	0.0325981475	0.004006511	-0.1925454889	-0.0493766727	-0.0606379054	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-0.01324	-0.01324	0.0001752976	0.0001752976	-0.0150151	-0.0017488999999999	0.00022545322801	3.0586512099999978e-06	-0.00931025	0.0121112499999999	8.668075506250001e-05	0.0001466823765624	0.000467979	-0.000469256	2.2020119353600005e-07	2.19004344441e-07	0.000208498	0.000208498	4.3471416004e-08	4.3471416004e-08	0.0	0.0	0.0	0.0
48178.64777643475	-139.15935375264962	2321182101.565761	19365.32573685508	78261.93966526217	104.01414003978424	10818.94132821585	6124931200.169135	47329.30192782136	-107.43231275302968	11541.701823464786	2240062820.974875	55145.66416529605	49205.46596471112	1.086599	16.890844	0.0530853392	0.031648	0.0439398732	-0.0399524039	-0.0646324617	-0.0526996975	0.015211478	0.1087956354	0.0749386549	0.0369535579	0.0499274075	-0.0121476656	0.0226737549	0.0529538695	-0.048785489	-0.1696608472	-0.0604938832	0.0656474997	-0.0703974879	0.0299888355	0.0785970686	-0.0256168849	-0.085535122	0.0431322038	0.0370652603	0.0425614001	0.0136971801	-0.0209369259	0.0325005328	0.0487874688	0.1510117736	-0.0074832189	0.0189406398	-0.0166851235	-0.1398134496	-0.0233931154	-0.0188319037	0.0551948736	0.0583732806	-0.0169906422	0.1977569275	-0.0284139985	-0.0087783414	-0.0642399739	0.0007115306	0.0436615182	0.1329357905	0.0387454788	0.062437697	0.0985876744	0.0068831509	-0.0249287287	0.1055740155	-0.0033476598	-0.0116127957	0.0558805345	-0.0312048014	-0.0885830058	0.0933818054	-0.0460155565	-0.1147269847	-0.0285322508	0.0294345474	-0.0460456478	-0.0718604211	0.0064058261	0.0346676877	0.0041231534	-0.0804671834	-0.0739067557	-0.0334087408	0.0001190279	0.0545235934	-0.0581546756	-0.1134051802	0.102005852	0.1002367339	0.0973108962	0.0932621027	-0.0075327099999999	0.0057072900000001	3.2573159144101144e-05	5.6741719944098496e-05	0.0126195	0.0276346	0.00015925178025	0.00076367111716	8.2992e-06	0.0093185492	6.887672064e-11	8.683535919282067e-05	0.000467979	0.0	0.0	2.19004344441e-07	-0.0	-0.000208498	0.0	4.3471416004e-08	0.0	0.0	0.0	0.0
48212.814200287714	34.16642385296291	2324475453.1114645	1167.3445189003128	78596.04565338249	334.1059881203255	111626.81129785908	6177338392.348585	47403.40466061488	74.10273279351532	5491.21500746713	2247082773.418004	55030.49043235258	48730.946021657655	1.079417	16.779211	0.02425768	0.0209348	0.1470918435	0.0384768749	-0.035990164	0.0351415598	0.0714174871	-0.0835499481	0.0596886225	0.0691565454	-0.0236335228	-0.1332677843	-0.0371932394	0.0114218673	-0.0153951798	0.0519758143	-0.0712801126	0.0234569186	-0.0300519167	0.0289195419	0.0111908891	-0.0208362017	-0.0415647946	0.0239035151	0.0014816749	0.0232191145	-0.1272758642	0.0079562623	0.0029028979	0.1722486154	-0.0357608238	0.0438312909	0.0396393303	-0.0819889303	0.0151321838	0.1226804716	0.024883541	-0.0599798751	0.0297322631	0.0518306172	0.0519734017	0.0189918938	0.0456402912	-0.0888390438	-0.0377480137	-0.031476347	-0.0194348211	0.1259312073	0.0553175166	-0.0214736305	0.0384241079	-0.0248008261	-0.0226533202	0.0971652146	-0.0770918294	0.018146089	0.0650995634	0.0002188978	-0.0092190079	0.0209834228	-0.1181970876	0.038118876	0.0891677309	-0.0145548578	0.1064527528	0.0164271521	-0.044262948	-0.0353315776	0.0299498079	-0.0044427106	0.0320060915	-0.0168437595	0.0020817922	-0.0386214064	0.0566501059	0.1018099433	0.0994583687	0.0955792289	0.090232103	-0.0111748	-0.0036420900000001	1.3264819568100733e-05	0.00012487615504	-0.00799609	-0.02061559	6.393745528810001e-05	0.0004250025510481	8.2992e-06	0.0	6.887672064e-11	0.0	0.000467979	0.0	0.0	2.19004344441e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48370.91657526472	158.1023749770029	2339745570.3312187	24996.360973368835	77968.8519136236	-627.1937397588918	393371.9871927445	6079141868.728566	47348.80592105263	-54.59873956224328	2981.022361785669	2241909422.149509	54910.12793539839	49214.9392763704	1.16113	18.049417	0.0422704591999999	0.0253761	0.0366552411	0.0211151674	0.0935135762	0.0835035053	0.076617613	-0.0688877515	-0.0696282948	-0.0379278219	0.0662689153	-0.0510688428	0.082925365	-0.090490482	-0.0097337241	0.0528433374	0.055876935	-0.075483116	-0.0178603248	-0.0505466914	0.1309020588	0.0240515356	-0.0339697398	0.1427741703	0.0223448831	-0.0190025118	-0.003900996	0.0330167284	-0.0480071176	-0.0057856222	0.020022707	0.0047811552	-0.0806235248	-0.0849693044	-0.0649154556	0.0266582383	-0.0712044048	0.0141058016	0.0503115485	-0.0730036995	0.0896730944	-0.1111029911	-0.0313435244	-0.0916004966	-0.0128581808	-0.0763177063	-0.0900445659	-0.0180517291	0.0077170577	0.019375256	0.0784787128	-0.0829805046	-0.0418632135	0.0581276424	0.103878239	-0.0973499465	-0.0122349625	-0.0066321746	0.081905909	-0.0091556917	0.021844198	0.0323668252	-0.019765344	-0.0506116468	-0.0173752449	0.0921770606	-0.0103477264	0.091468395	-0.03218647	0.0216424797	-0.0522162147	0.0759173501	-0.0119462731	0.0817198807	-0.0766617782	0.1015862008	0.0985712473	0.0936124309	0.0868075413	-0.0109957	0.0001790999999999	3.207680999999991e-08	0.00012090541849	-0.0303446	-0.02234851	0.0009207947491599	0.0004994558992201	-0.00505115	-0.0050594492	2.55141163225e-05	2.559802620738064e-05	0.000306801	-0.000161178	2.5978347684e-08	9.4126853601e-08	0.00013249	0.00013249	1.75536001e-08	1.75536001e-08	0.0	0.0	0.0	0.0
48418.55240543128	47.63583016656048	2344356217.037495	2269.172315657393	77743.78574511354	-225.066168510064	50654.78020780053	6044096221.982119	47267.43357398153	-81.37234707110474	6621.458867860329	2234210276.6707563	54748.686473943104	49729.640127359584	1.247365	19.389904	0.06258007573	0.0418047	-0.0679306825	-0.0998237235	0.0072910609	0.0270991866	-0.0138389789	0.0354711001	-0.1210518303	-0.0221406423	0.010437946	0.0481922445	0.0320862587	-0.0993136444	0.0063403109	-0.0174795086	0.0398282489	-0.0358261377	0.1122650164	-0.0163319026	-0.1898882432	0.0092553544	-0.0793749771	-0.164515547	0.0991324219	0.0285330289	0.0032252809	0.1568583766	0.0290424902	-0.0881677966	0.0216524936	-0.0137927553	0.0198178	0.0255946094	0.0512607091	-0.0202153191	0.1074889881	0.0663955436	-0.0169686421	-0.0319826741	-0.013313311	0.0972775838	0.003339869	-0.0463530581	-3.07268e-05	0.0622280187	-0.0532977861	-0.1558097769	-0.0011722236	-0.0219937303	-0.0653074259	-0.0255455594	0.028396014	-0.0979984088	-0.0747777215	0.1447226139	0.1923895304	0.2320328732	-0.0266297191	0.0595039865	0.0823259905	-0.0039243741	-0.0969595424	-0.032260598	-0.049154986	-0.0280597483	-0.0993185824	0.0176180955	-0.0141443262	0.009070391	0.0004911144	-0.012859492	-0.0050890415	-0.0332937855	0.0788574358	0.1013346856	0.0975763397	0.0914153405	0.0830033923	1.10573e-06	0.01099680573	0.0001209297362633	1.2226388329e-12	0.00909282	0.03943742	8.26793755524e-05	0.0015553100962564	-0.0106323	-0.00558115	0.00011304580329	3.114923532250001e-05	0.000375105	6.830399999999999e-05	4.665436415999998e-09	1.40703761025e-07	0.00019548	6.298999999999999e-05	3.82124304e-08	3.9677400999999986e-09	0.0	0.0	0.0	0.0
