global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	cosine00	cosine01	cosine02	cosine03	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
48613.75745043282	n/a	2363297413.449513	n/a	78649.2561431309	n/a	n/a	6185705491.867814	47555.688890561614	n/a	n/a	2261543545.855885	54992.58132395328	50830.71179145679	n/a	n/a	n/a	n/a	-0.1031553378	-0.0461193023	-0.0466480313	0.0226467165	0.236296414	0.0720357408	0.0244662709	0.0386462211	0.1490621794	-0.0503169677	0.1152744683	-0.1241822364	0.1479502159	0.0528408294	-0.01844263	0.0655090602	-0.0244696028	0.0564293954	-0.0768014278	0.2149413971	-0.1229831447	0.0011880452	-0.015940215	0.0035732276	-0.0106269519	0.1281016322	-0.0396466098	0.0365480455	-0.001487425	-0.02236222	0.1043922266	-0.0231986102	0.0281004142	-0.0511585956	0.088453971	-0.0526119691	0.088745364	-0.0594944291	0.0625626689	-0.0041639365	0.0098567684	-0.0891387815	0.0785289245	-0.0430896234	0.025569728	-0.0867940503	0.0713490344	0.1148794143	-0.0553105454	0.0535752502	-0.061187351	0.0509848488	-0.181653229	-0.1209053981	0.0701106568	-0.0688019528	0.1246073411	-0.0956680432	0.0245039318	-0.0411359198	0.0067396145	-0.046455846	0.0655999357	-0.0098606195	0.0321343936	0.0938868156	-0.0773660162	0.0457307751	-0.0327826036	0.0337482386	-0.0764350795	0.0653611664	-0.0614513794	0.1523502882	-0.015106667	0.102594329	0.1025838106	0.1025662807	0.1025417406	0.00789247	n/a	n/a	6.22910827009e-05	0.0501929	n/a	0.0025193272104099	n/a	-0.0372407	n/a	0.00138686973649	n/a	0.00127907	n/a	n/a	1.6360200649e-06	-0.0	n/a	0.0	n/a	-0.000483811	n/a	n/a	2.34073083721e-07
48600.35319723716	-13.40425319566566	2361994330.8962	179.67400373351308	78897.48184699293	248.2257038620301	61616.00005780024	6224812641.796579	47565.108495499495	9.41960493788065	88.72895718574551	2262439546.188638	55037.2179535801	51256.14002702947	1.061787	16.651937	0.04781891194	0.0243333	-0.1021187961	-0.111601408	-0.0272480433	0.0022420931	0.1360461275	-0.0289639457	-0.0187878242	-0.0608150887	0.1220852905	0.0521403649	0.0896363818	-0.0687426515	0.1272335121	0.0528616222	0.0118111159	-0.0058201319	-0.0622087398	-0.0121211579	-0.0162068751	0.0703805922	0.0364136897	-0.0852358916	0.0044999125	0.0185073105	-0.0708497071	0.0177041259	0.1469079192	-0.0176291761	-0.1062561659	-0.0923072428	-0.0733922559	-0.0611401586	-0.0908734397	0.0408814348	0.0654670494	0.0389593079	0.1765287761	-0.0840819067	0.0239295582	-0.0092224275	-0.1460923298	0.0651384351	-0.0161671486	0.0499714795	0.0990356142	-0.0358556692	0.0813204628	0.0562762772	-0.1537067249	-0.0028154643	-0.2012682717	0.0932446462	0.0583661728	-0.1172398363	0.0013140375	-0.0669715678	0.0562353015	0.0525560639	-0.130985278	-0.0530235317	-0.0013793197	-0.0197338422	0.0327818698	-0.0239631827	-0.0668221243	0.0521358705	-0.0601030228	-0.0061536214	-0.0267079554	-0.0903886071	-0.0327798639	-0.0042528374	-0.0327612155	-0.0259366114	0.0660421081	0.1025662807	0.1024716367	0.1023139614	0.1020933517	-2.14194e-06	-0.00789461194	6.232489768319058e-05	4.5879069636e-12	0.0417729	-0.0084199999999999	0.00174497517441	7.089639999999995e-05	-0.0506624	-0.0134217	0.00256667877376	0.00018014203089	0.000917418	-0.0003616519999999	1.30792169104e-07	8.416557867240001e-07	-0.0	0.0	0.0	0.0	-0.000483811	0.0	0.0	2.34073083721e-07
48453.28668457643	-147.0665126607273	2347720990.537752	21628.55914618787	79216.07991597877	318.59806898584065	101504.72956150648	6275187317.254735	47606.15428498986	41.04578949036659	1684.756834887488	2266345925.8062587	55186.16061893204	50899.45644392047	1.018116	15.967046	0.06304534194	0.0351799	-0.1184661658	-0.0673664792	-0.0017842714	-0.0522002735	0.039153833	-0.0955581086	0.0136694881	-0.0514680619	0.0411854505	0.0028645165	0.1468364627	0.0197450833	0.134144595	-0.0079728477	0.0622442178	-0.1358312564	-0.0447480368	0.0306626282	0.0375085074	0.0916988958	0.0499602069	-0.0374272257	-0.0841298019	-0.0075678699	0.0272510762	0.0296993018	0.1271411935	0.0756637262	0.0322343171	0.0887638487	-0.036242432	0.098342358	0.0081554126	-0.0583012071	0.0378470548	0.0518281762	0.0401107142	0.0731207192	0.1339247175	-0.1136668914	-0.140327049	-0.1030604988	0.016329794	-0.0342823317	0.0440631598	0.0280899822	0.0984457077	0.0020965684	-0.102219444	-0.0262383067	-0.1537882076	0.1247054466	-0.0922048343	-0.0053829681	0.121014289	0.0669222011	-0.0826869843	0.0021085097	-0.0962010435	0.0075947335	-0.0029344265	-0.0384673403	-0.0017269393	-0.0308645408	-0.0435840115	-0.0597210167	-0.035842729	0.0295975927	-0.049497634	0.106486265	-0.0005106558	0.0523515881	0.1067368198	-0.0098138446	0.0020816479	0.1025101919	0.1022474116	0.1018099433	0.1011985345	0.0124424	0.01244454194	0.0001548666240964	0.00015481331776	0.0692427	0.0274698	0.00479455150329	0.00075458991204	-0.0393122	0.0113502	0.0015454490688399	0.00012882704004	0.000917418	0.0	0.0	8.416557867240001e-07	-0.0	0.0	0.0	0.0	-0.000248195	0.000235616	5.551489945600002e-08	6.1600758025e-08
48410.79451044275	-42.49217413368024	2343605025.1323137	1805.584862607004	78678.23472877359	-537.845187205181	289277.44539977616	6190264620.035995	47529.77976435725	-76.37452063261298	5833.067401861426	2259079964.448304	55160.04830855582	50309.47381498103	1.02558	16.084097	0.0764785345999999	0.0550723	-0.0808672047	-0.0082309128	-0.0197499722	-0.0386082977	0.0605478206	-0.0377418813	0.0278515638	0.0061987182	0.0217232183	-0.0808503883	0.0640818272	-0.0371217718	0.0752809783	-0.071712651	0.045646933	-0.1016475868	0.0634953854	-0.0119559916	0.0632396022	0.0392460927	-0.0164619378	-0.0110049028	-0.0545155612	0.0171485863	-0.0507544178	0.0593223438	-0.0189635758	0.0058161494	0.0472612985	-0.1214884787	0.0311589847	0.0163518096	0.1274571101	0.025670791	0.0248818553	-0.0761839985	0.0052228111	-0.026449536	-0.1373307966	0.018878476	0.0442543804	-0.0208887436	0.029957528	0.0260358444	-0.000313343	0.0051512744	0.0740957603	0.0123978758	-0.0176865946	0.0929887138	-0.0873443978	-0.0186863365	0.0056052301	-0.0928969915	0.1327732128	0.0781304877	-0.0799817403	0.0453348398	-0.0707249469	0.0690575998	-0.001544761	0.0332106315	0.0513065365	-0.0964557973	-0.017450097	0.0939866557	-0.0094434431	-0.0467082943	-0.0840848303	0.007795539	0.0131513256	0.1318756575	-0.1442989947	0.0285243984	-0.0241446222	0.1024260777	0.1019113804	0.1010554665	0.0998612018	-3.16746e-05	-0.0124740746	0.0001556025371263	1.0032802851600003e-09	0.0160119	-0.0532308	0.00025638094161	0.00283351806864	-0.037229	0.0020832	0.0013859984409999	4.339722240000001e-06	0.000917418	0.0	0.0	8.416557867240001e-07	-0.0	0.0	0.0	0.0	-7.43858e-05	0.0001738092	3.0209638004639994e-08	5.53324724164e-09
48469.08170567129	58.28719522854226	2349251881.3910394	3397.3971276102	78825.56368661557	147.328957841979	21705.821818803623	6213469490.512687	47515.21143271425	-14.56833164300042	212.2362868604473	2257695317.4955387	55042.27581348604	50628.804874085545	1.147379	17.994261	0.0811731346	0.0423705	-0.046360686	0.0096247445	-0.1158628701	0.0133104984	0.0913370102	0.0248239185	0.1442121616	0.0810969566	0.0104815264	-0.0305026207	0.0672204396	-0.038006863	-0.0072632113	0.0275855744	0.1361769658	-0.0677806351	0.0959115633	-0.0470935753	-0.0124461833	-0.041479286	-0.0620558176	0.0048873358	-0.0938255958	0.0487601034	0.1012928685	0.086373678	-0.0028780355	0.0445252361	-0.1009374285	0.0283478576	-0.0183500175	0.0718460821	-0.0858711231	-0.1426180691	-0.0213058582	0.0436705814	0.0633958534	0.0467682053	0.0609117185	0.000196493	0.0645030491	0.0209358409	-0.0599966337	-0.0500368574	0.0704136538	-0.1080349759	0.0553946194	-0.0547262537	-0.0175094469	-0.0567296587	0.0602012246	-0.0828816596	-0.1444836254	-0.0746788054	0.1441516428	-0.024675315	-0.1948126835	0.0281140095	0.038866821	-0.046973634	0.0344316905	0.0518378875	-0.0508544832	0.0514094513	0.0373699533	0.0629891576	-0.1211351654	0.0259677153	-0.0119191483	0.0410163532	-0.0193752915	-0.0359935079	-0.0129943179	0.0551859587	0.0725411592	0.1023139614	0.1014639107	0.1000523871	0.0980872016	0.0156816	0.0157132746	0.000246906998655	0.00024591257856	0.050253	0.0342411	0.002525364009	0.0011724529292099	-0.0313112	0.0059178	0.0009803912454399	3.502035684000001e-05	0.0008208239999999	-9.659400000010004e-05	9.330400836019329e-09	6.737520389758358e-07	-0.0	0.0	0.0	0.0	-0.000483811	-0.0004094252	1.6762899439504e-07	2.34073083721e-07
48540.70675786417	71.62505219288141	2356200212.5529604	5130.148101632986	78556.58234817217	-268.98133844339463	72350.96043080001	6171136630.225156	47562.52939591785	47.31796320360445	2238.9896417376644	2262194202.53755	55124.609617718444	50923.27427606416	1.15147	18.05843	0.08432199507	0.0377822	-0.0041622885	-0.0599231984	-0.1066925325	0.0719728123	0.0908915239	0.0273638641	-0.0299879726	0.1159106971	0.1236130461	-0.1285427285	0.1200512329	0.0096672349	0.0107956057	0.122028261	0.0275452758	-0.0678774099	-0.0244940675	-0.0820880262	0.0457674407	-0.103586666	-0.113063624	0.038201265	0.1772332707	-0.0468060737	0.0591243936	0.0851812411	0.0348889769	-0.1256737885	-0.0902959137	0.1053975521	0.06236203	0.0704088655	-0.0003578411	0.0492449313	-0.0561798916	0.0040414016	-0.0907195717	-0.0447178589	0.007245885	0.0062873823	-0.0151804885	0.0029855989	-0.067828791	0.0246366261	0.0103813116	-0.010493435	-0.0381861452	0.0197291337	-0.1141582917	0.0542646735	0.0706959094	0.010018245	0.0172313205	0.0163895098	0.1329685944	-0.0908512244	-0.0136764086	0.0768613707	0.0027204376	-0.1298596986	-0.1060853241	-0.0016534199	-0.1177593763	0.0028850469	0.091515521	-0.127674643	-0.136240438	-0.0479591558	0.0110467742	-0.0709885251	-0.0466087375	-0.0068364793	0.1479389342	0.0175042644	0.0457868766	0.1021738733	0.1009054916	0.0988031726	0.0958842909	-4.44507e-06	-0.01568604507	0.000246052009938	1.97586473049e-11	0.0272913	-0.0229616999999999	0.00074481505569	0.0005272396668899	-0.045774	-0.0144628	0.002095259076	0.00020917258384	0.00114522	0.0003243960000001	1.0523276481606488e-07	1.3115288484e-06	-0.000248831	-0.000248831	6.1916866561e-08	6.1916866561e-08	-0.000432809	5.100200000000002e-05	2.6012040040000024e-09	1.87323630481e-07
48449.06878197291	-91.63797589126624	2347312265.8403416	8397.518625448294	78922.54502137382	365.9626732016477	133928.678176896	6228768112.650778	47556.53375776496	-5.995638152890024	35.947676860390494	2261623903.0534387	55074.18777305825	50855.43930883575	1.210914	18.990677	0.0791216450699999	0.0376276	0.1148291968	-0.0521713193	-0.0713687366	-0.0215232455	-0.0122828247	-0.0341920221	0.0506066169	0.0665679035	-0.0751182627	0.0917406534	0.1164351026	0.04257087	-0.0093801708	0.0609174824	-0.0743294771	-0.0164588674	-0.0852317168	0.0870280872	0.1409017379	-0.2060317252	-0.1181105938	0.0171554953	0.0648992525	0.0130413577	0.1150853818	0.0490803952	-0.0327011043	0.0509212182	-0.0107183612	-0.1068992122	-0.0439508605	0.1158218428	0.045904849	0.0335601376	-0.0446222032	0.0296195832	0.0361137641	-0.0241475446	-0.0592485223	0.025741554	0.0280466099	0.0096769507	0.0181673526	-0.0124235746	0.0596632259	-0.0458547739	-0.0547636503	-0.0837023928	-0.074244382	-0.1289094203	-0.021408212	0.0144904624	-0.0039116446	0.0270774029	0.0999608562	0.017080546	0.1273125319	0.1039358555	0.0303481737	-0.0263210485	-0.0474681051	0.0452822193	0.0350395804	0.0357425005	0.1900410017	-0.0266594344	0.0724312589	-0.0432679588	-0.1089316099	0.0575252855	-0.0166751883	-0.0814086003	-0.0001715621	-0.0364536252	-0.01311882	0.102005852	0.1002367339	0.0973108962	0.0932621027	0.00872965	0.00873409507	7.62844166917983e-05	7.62067891225e-05	0.045549	0.0182576999999999	0.002074711401	0.0003333436092899	-0.0397425	0.0060315	0.00157946630625	3.637899225000002e-05	0.000687149	-0.000458071	2.09829041041e-07	4.72173748201e-07	0.000164063	0.0004128939999999	2.6916667969e-08	1.7048145523599996e-07	-0.000483811	-5.100200000000002e-05	2.6012040040000024e-09	2.34073083721e-07
48423.9650270932	-25.103754879703047	2344880388.9451456	630.1985090602145	78307.47369914505	-615.0713222287741	378312.7314282524	6132060437.142293	47606.24473092039	49.71097315543011	2471.180852059893	2266354537.3802857	55102.32722618325	50611.987383390726	1.212895	19.021753	0.0856673999999999	0.0462831	0.0492704046	-0.0084026971	0.1056212184	0.0007654176	0.082184184	0.013587442	-0.085753816	0.0420245189	-0.067333976	-0.0699859571	0.1014484701	0.0967555805	-0.0256608561	0.0015141756	0.0237366846	0.0849725686	0.1961599405	-0.0774713892	0.0451774991	0.047788495	-0.2184072973	-0.0650917724	0.002382305	0.0131592569	0.0419215937	0.0150882053	-0.0789275868	0.1553262644	-0.0335560728	0.0684381976	0.0655880178	0.1113775023	-0.0559945225	0.0203254179	0.0926578962	0.0093068357	-0.0469390248	-0.1071446986	0.0243807867	0.1659201223	0.0521022015	-0.0120541536	0.0450678925	0.0300494314	-0.0689025817	0.0495094822	-0.1025950635	0.0155280424	0.0355256213	-0.0445575032	-0.000331963	-0.1321512436	-0.1190342903	-0.0494114666	0.0465488427	0.0686884599	-0.0720191416	-0.0429183731	0.0979042267	-0.1179694338	0.0003119444	-0.1821544156	-0.0414539366	-0.0524538553	0.0258827951	0.0471015149	0.0500602221	-0.010103905	-0.1344352298	0.0107444687	-0.1233354065	-0.0533908334	0.0525807899	-0.0748269552	-0.0166947568	0.1018099433	0.0994583687	0.0955792289	0.090232103	0.0120142	0.0032845499999999	1.0788268702499992e-05	0.00014434100164	0.0622085	0.0166595	0.00386989747225	0.00027753894025	-0.0371465	0.002596	0.00137986246225	6.739216000000005e-06	0.00135261	0.000665461	4.42838342521e-07	1.8295538121e-06	-0.000311686	-0.000475749	9.714816259600001e-08	2.2633711100100003e-07	-0.000362474	0.000121337	1.4722667569000002e-08	1.31387400676e-07
48443.79278164517	19.82775455196679	2346801059.0709767	393.1398505730398	78317.61050633845	10.136807193397544	102.7548600761162	6133648115.422534	47574.32163571248	-31.92309520791605	1019.0840076536726	2263316079.0982203	55194.1196962227	50300.74971316154	1.118689	17.544315	0.0727759149999999	0.0408741	-0.0283003903	0.0116741984	0.1050449872	0.0766584477	0.0010130611	0.0057536938	-0.0708992792	-0.0757618143	-0.005229877	-0.0245180699	-0.01183435	0.0832766142	0.0491413597	-0.1947462961	-0.0634694699	-0.0756204167	0.0540909897	0.1061939016	0.0509562541	-0.0524818381	-0.0308209565	0.1396907955	-0.1295842888	-0.0765540993	-0.0753953736	0.0755042534	-0.1040991134	0.0081405906	-0.0884370235	0.036910838	-0.0295409152	-0.1164800884	0.0126646704	0.0344364724	0.0671846243	-0.000510367	-0.0105453085	-0.0636956436	-0.1073216378	0.1628653964	-0.0667608658	0.0963380542	-0.0844255023	-0.0376818985	0.1039895158	0.0776599036	0.0304097322	0.0498818414	0.0405102586	-0.0515875061	0.0179641736	-0.0298891122	0.0392402046	-0.026065499	0.1247407279	0.1581580808	-0.0674318678	0.0165675354	0.0371230378	0.0772547167	-0.0277773309	0.0531910194	-0.0844784413	-0.0083238822	0.1079222543	0.036930142	0.0376470832	0.0252083262	-0.0400057794	-0.1503082323	0.1037362717	1.49979e-05	-0.1441034752	-0.0065947101	0.0691048621	0.1015862008	0.0985712473	0.0936124309	0.0868075413	0.00853038	-0.0034838199999999	1.213700179239999e-05	7.276738294440002e-05	0.0327645	-0.0294439999999999	0.00107351246025	0.0008669491359999	-0.0370803	6.620000000000237e-05	0.0013749486480899	4.382440000000314e-09	0.000906843	-0.000445767	1.9870821828900002e-07	8.223642266489999e-07	-8.31521e-05	0.0002285338999999	6.91427173441e-09	5.222774344921e-08	-0.000483811	-0.000121337	1.4722667569000002e-08	2.34073083721e-07
48435.51533817923	-8.277443465936813	2345999146.074996	68.51607033178003	79212.6743071934	895.0638008549577	801139.2076009233	6274647770.897498	47546.94461127662	-27.377024435852945	749.5014669612892	2260711941.8678074	55156.17214616202	50690.68640565036	1.102409	17.289009	0.06082668	0.0353239	-0.0637917633	0.0074095294	0.0042768796	0.0617404033	-0.0763945171	-0.0569574994	0.1398293058	-0.0868754955	-0.0180126985	0.1088829999	0.0222193126	-0.0202042719	0.0423905052	0.0008217694	-0.0505589981	-0.0221536712	-0.1444787532	0.0705274488	-0.0586748312	-0.0526986773	0.1145872429	-0.0703698776	-0.1027504889	-0.0086710359	0.0742066322	-0.0402380546	0.0787573298	0.001531031	0.1031952867	0.0799022925	-0.0698758631	-0.0745521923	0.1243420231	-0.0353061796	0.1183862052	0.0382909695	-0.0115040114	0.0465968509	0.0531628086	0.0750556304	-0.038590092	-0.1117536025	0.0486509441	0.0364793702	-0.0231095821	-0.047309206	0.0888295994	-0.0742213636	-0.0477933638	-0.0362286996	-0.1324374741	-0.0052945658	-0.0019185298	0.1138393083	-0.0673536578	-0.0112190678	0.0340924499	0.0090777778	-0.083008779	0.1107598483	-0.0514982093	0.0469052205	-0.070847833	-0.006210763	-0.0395957971	-0.0281950578	0.0377953879	0.0949708698	-0.0586277977	0.1083730629	-0.0302255181	0.0741214389	0.0451982518	-0.029709015	-0.0440169463	0.1013346856	0.0975763397	0.0914153405	0.0830033923	0.0072939299999999	-0.0012364500000001	1.528808602500249e-06	5.320141484489854e-05	0.0485865	0.0158219999999999	0.0023606479822499	0.0002503356839999	-0.0327699	0.0043103999999999	0.0010738663460099	1.8579548159999992e-05	0.000322711	-0.000584132	3.41210193424e-07	1.04142389521e-07	-5.96305e-05	2.35216e-05	3.5557965302499997e-09	5.532656665600001e-10	-0.000302308	0.000181503	3.2943339009000014e-08	9.1390126864e-08
